InstitutionCode,CollectionCode,CatalogNumber,IndividualCount,ScientificName,Family,PreparationType,Tissues,Latitude,Longitude,CoordinateUncertaintyInMeters,HorizontalDatum,Country,StateProvince,County,Island,IslandGroup,Locality,VerbatimElevation,VerbatimDepth,YearCollected,MonthCollected,DayCollected,Collector,GeorefMethod,LatLongComments,BasisOfRecord,Remarks,DateLastModified
FMNH,Fishes,107272,1,Lotella fernandeziana,Moridae,,,-33.6250,-78.8139,,,Chile,,,Robinson Crusoe Island,Islas Juan Fern�ndez,"South Pacific, Cumberland Bay at Pangal, eastern end of bay near seal rocks below hostel",,20 meters-25 meters,1997,3,9,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-6T20:16:29.000CMT
FMNH,Fishes,107295,4,Paratrachichthys fernandezianus,Trachichthyidae,,,-33.7639,-80.7544,,,Chile,,,Alexander Selkirk Is.,Islas Juan Fern�ndez,"South Pacific, anchorage in front of fishing village (eastern side of island)",,20 meters-25 meters,1997,3,6,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-6T20:12:37.000CMT
FMNH,Fishes,107436,24,Neolabrus reticulatus,Labridae,,,-33.6722,-78.9408,,,Chile,,,Robinson Crusoe Island,Islas Juan Fern�ndez,"South Pacific, SW point of R.C. Isla in Bahia Padre (southern shore)",,0 meters-18 meters,1997,3,8,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-6T20:13:11.000CMT
FMNH,Fishes,107245,2,Muraenichthys chilensis,Ophichthidae,,,-26.3267,-79.9000,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, Caleta Potala, western side; blue lagoon surge channel, just west of fisherman's shack; San Ambrosio Island, N side",,0 meters-10 meters,1997,2,23,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:52:22.000CMT
FMNH,Fishes,109192,4,Scorpaenodes englerti,Scorpaenidae,,,-26.2750,-80.1183,,,Chile,,,San Felix Island,Islas Desventuradas,"South Pacific, rocky area at line offshore from western-most extent of beach",,20 meters-25 meters,1997,2,26,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:57:15.000CMT
FMNH,Fishes,84937,5,Percilia gillissi,Perciliidae,,,,,,,Chile,Santiago,,,,"Maipo River, Hospital",,,,,,,,,PreservedSpecimen,,2015-3-7T01:58:53.000CMT
FMNH,Fishes,107278,2,Aseraggodes bahamondei,Soleidae,,,-26.3267,-79.9000,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, Caleta Potala, western side; blue lagoon surge channel, just west of fisherman's shack; San Ambrosio Island, N side",,0 meters-10 meters,1997,2,23,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-6T20:10:21.000CMT
FMNH,Fishes,107318,2,Hypoplectrodes semicinctum,Serranidae,,,-26.3267,-79.9000,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, Caleta Potala, western side; blue lagoon surge channel, just west of fisherman's shack; San Ambrosio Island, N side",,0 meters-1 meter,1997,2,23,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-6T20:22:57.000CMT
FMNH,Fishes,52549,1,Exocoetidae,Exocoetidae,,,,,,,Chile*?,,,,,Off coast of Chili,,,,,,Boutelier,,,PreservedSpecimen,,2015-3-7T01:55:27.000CMT
FMNH,Fishes,77742,2,Galaxias maculatus,Galaxiidae,,,,,,,Chile*,,,,,Ensenada,,,1919,3,14,C. H. Eigenmann,,,PreservedSpecimen,,2015-3-6T20:16:46.000CMT
FMNH,Fishes,43961,2,Latilus jugularis,Malacanthidae,,,,,,,Chile,VIII Region,Concepcion,,,"market, Concepcion",,,1939,,,C. C. Sanborn,,,PreservedSpecimen,,2015-3-6T20:13:47.000CMT
FMNH,Fishes,107383,6,Scorpaena fernandeziana,Scorpaenidae,,,-26.3267,-79.9000,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, Caleta Potala, western side; blue lagoon surge channel, just west of fisherman's shack; San Ambrosio Island, N side",,0 meters-10 meters,1997,2,23,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-6T20:10:21.000CMT
FMNH,Fishes,107305,15,Caranx georgianus,Carangidae,,,-33.6722,-78.9408,,,Chile,,,Robinson Crusoe Island,Islas Juan Fern�ndez,"South Pacific, SW point of R.C. Isla in Bahia Padre (southern shore)",,0 meters-18 meters,1997,3,8,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-6T20:13:11.000CMT
FMNH,Fishes,107482,2,Girella albostriata,Kyphosidae,,,-26.3383,-79.8983,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, between Caleta Patos and Punta Saliente; in shallow inlet",,5 meters-10 meters,1997,2,22,IOC team,,,PreservedSpecimen,,2015-3-7T01:43:33.000CMT
FMNH,Fishes,107287,7,Monocentris reedi,Monocentrididae,,,-26.2817,-80.1067,,,Chile,,,San Felix Island,Islas Desventuradas,"South Pacific, between caves and catedral rock, NW of volcanic cone and cave",,30 meters-31 meters,1997,2,25,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:47:14.000CMT
FMNH,Fishes,107379,1,Maxillicosta reticualta,Scorpaenidae,,,-33.6003,-78.8950,,,Chile,,,Robinson Crusoe Island,Islas Juan Fern�ndez,"South Pacific, near Isla Juanango, Western side of Northern tip of island",,50 meters-80 meters,1997,3,8,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:52:20.000CMT
FMNH,Fishes,107393,8,Scorpaena fernandeziana,Scorpaenidae,,,-33.6250,-78.8139,,,Chile,,,Robinson Crusoe Island,Islas Juan Fern�ndez,"South Pacific, Cumberland Bay, NE point of bay near Pangal",,1 meter-10 meters,1997,3,7,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-6T20:16:13.000CMT
FMNH,Fishes,107404,1,Pseudolabrus fuentesi,Labridae,,,-26.3383,-79.8983,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, between Caleta Patos and Punta Saliente; in shallow inlet",,5 meters-10 meters,1997,2,22,IOC team,,,PreservedSpecimen,,2015-3-7T01:43:33.000CMT
FMNH,Fishes,107428,5,Neolabrus reticulatus,Labridae,,,-26.2750,-80.1183,,,Chile,,,San Felix Island,Islas Desventuradas,"South Pacific, rocky area at line offshore from western-most extent of beach",,20 meters-25 meters,1997,2,26,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-6T20:22:23.000CMT
FMNH,Fishes,107417,1,Pseudolabrus gayi,Labridae,,,-33.7161,-80.7750,,,Chile,,,Alexander Selkirk Is.,Islas Juan Fern�ndez,"South Pacific, NW side, Punta Iman",,,1997,3,5,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:43:35.000CMT
FMNH,Fishes,107259,7,Lotella fernandeziana,Moridae,,,-26.3347,-79.8903,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, NE of anchorage site, Caleta Las Moscas",,10 meters-15 meters,1997,2,21,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:52:48.000CMT
FMNH,Fishes,107355,1,Scorpis chilensis,Kyphosidae,,,-26.2897,-80.1094,,,Chile,,,San Felix Island,Islas Desventuradas,"South Pacific, anchorage in front of cave at NW point of island",,10 meters,1997,2,24,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:52:30.000CMT
FMNH,Fishes,107410,2,Pseudolabrus fuentesi,Labridae,,,-26.2786,-80.1242,,,Chile,,,San Felix Island,Islas Desventuradas,"South Pacific, 2 coves west of Punta Negra on the north end of the island along wall",,4 meters-5 meters,1997,2,28,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:45:58.000CMT
FMNH,Fishes,120653,1,Suezichthys rosenblatti,Labridae,,,-26.3347,-79.8903,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, NE of anchorage site, Caleta Las Moscas",,10 meters-15 meters,1997,2,23,"M. W. Westneat, M. E. Hale, R. Bieler",,,PreservedSpecimen,,2015-3-13T18:59:26.000CMT
FMNH,Fishes,107320,1,Hypoplectrodes semicinctum,Serranidae,,,-26.2817,-80.1067,,,Chile,,,San Felix Island,Islas Desventuradas,"South Pacific, between caves and catedral rock, NW of volcanic cone and cave",,30 meters-31 meters,1997,2,25,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:47:14.000CMT
FMNH,Fishes,109190,1,Scorpaenodes englerti,Scorpaenidae,,,-26.3347,-79.8903,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, NE of anchorage site, Caleta Las Moscas",,10 meters-15 meters,1997,2,21,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-6T20:20:44.000CMT
FMNH,Fishes,107307,2,Callanthias platei,Serranidae,,,-26.3347,-79.8903,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, Caleta Las Moscas along rock reef to north of harbor",,10 meters-20 meters,1997,2,21,"M. W. Westneat, M. E. Hale, R. Bieler",,,PreservedSpecimen,,2015-3-6T20:19:38.000CMT
FMNH,Fishes,109194,1,Antennarius coccineus,Antennariidae,,,-26.2817,-80.1067,,,Chile,,,San Felix Island,Islas Desventuradas,"South Pacific, between caves and catedral rock, NW of volcanic cone and cave",,30 meters-31 meters,1997,2,25,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:47:14.000CMT
FMNH,Fishes,107390,11,Scorpaena fernandeziana,Scorpaenidae,,,-26.2786,-80.1242,,,Chile,,,San Felix Island,Islas Desventuradas,"South Pacific, 2 coves west of Punta Negra on the north end of the island along wall",,4 meters-5 meters,1997,2,28,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:45:58.000CMT
FMNH,Fishes,107484,1,Girella albostriata,Kyphosidae,,,-26.2750,-80.1183,,,Chile,,,San Felix Island,Islas Desventuradas,"South Pacific, rocky area off western end of beach",,12 meters-14 meters,1997,2,26,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-6T20:14:02.000CMT
FMNH,Fishes,107419,31,Pseudolabrus gayi,Labridae,,,-33.6250,-78.8139,,,Chile,,,Robinson Crusoe Island,Islas Juan Fern�ndez,"South Pacific, Cumberland Bay, NE point of bay near Pangal",,1 meter-10 meters,1997,3,7,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-7-9T14:10:10.000CMT
FMNH,Fishes,107281,1,Aseraggodes bahamondei,Soleidae,,,-26.2786,-80.1242,,,Chile,,,San Felix Island,Islas Desventuradas,"South Pacific, 2 coves west of Punta Negra on the north end of the island along wall",,4 meters-5 meters,1997,2,28,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:45:58.000CMT
FMNH,Fishes,107351,3,Scorpis chilensis,Kyphosidae,,,-26.3383,-79.8983,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, between Caleta Patos and Punta Saliente; in shallow inlet",,5 meters-10 meters,1997,2,22,IOC team,,,PreservedSpecimen,,2015-3-7T01:52:34.000CMT
FMNH,Fishes,75774,1,Chromis meridiana,Pomacentridae,,,-26.2917,-80.0944,,,Chile,,,,,Isla San Felix,,9 meters-12 meters,1965,12,6,"W. Baldwin, party, Scripps Expedition",,,PreservedSpecimen,,2015-3-7T04:13:0.000CMT
FMNH,Fishes,107263,5,Lotella fernandeziana,Moridae,,,-26.2817,-80.1067,,,Chile,,,San Felix Island,Islas Desventuradas,"South Pacific, between caves and catedral rock, NW of volcanic cone and cave",,30 meters-31 meters,1997,2,25,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:47:14.000CMT
FMNH,Fishes,107270,3,Lotella fernandeziana,Moridae,,,-33.6250,-78.8139,,,Chile,,,Robinson Crusoe Island,Islas Juan Fern�ndez,"South Pacific, Cumberland Bay, NE point of bay near Pangal",,1 meter-10 meters,1997,3,7,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-6T20:16:13.000CMT
FMNH,Fishes,107384,2,Scorpaena fernandeziana,Scorpaenidae,,,-26.3267,-79.9000,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, Caleta Potala, western side; blue lagoon surge channel, just west of fisherman's shack; San Ambrosio Island, N side",,0 meters-1 meter,1997,2,23,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-6T20:22:57.000CMT
FMNH,Fishes,96108,2,Nematogenys inermis,Trichomycteridae,,,,,,,Chile,,,,,Santiago market,,,1919,,,C. H. Eigenmann,,,PreservedSpecimen,,2015-3-7T01:55:18.000CMT
FMNH,Fishes,43967,10,Patagonotothen cornucola,Nototheniidae,,,,,,,Chile,,,,,"Melinka, Ascunsion Island",,,1923,2,3,C. C. Sanborn,,,PreservedSpecimen,,2015-3-7T01:57:17.000CMT
FMNH,Fishes,107467,1,Gymnothorax bathyphilus,Muraenidae,,,-26.3347,-79.8903,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, Caleta Las Moscas 50 m offshore",,50 meters-70 meters,1997,2,22,shipmates of vessel Carlos Porter,,,PreservedSpecimen,,2015-3-17T14:35:38.000CMT
FMNH,Fishes,107251,3,Gymnothorax australicola,Muraenidae,,,-26.3267,-79.9000,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, Caleta Potala, western side; blue lagoon surge channel, just west of fisherman's shack; San Ambrosio Island, N side",,0 meters-10 meters,1997,2,23,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-17T14:35:42.000CMT
FMNH,Fishes,107280,1,Aseraggodes bahamondei,Soleidae,,,-26.2817,-80.1067,,,Chile,,,San Felix Island,Islas Desventuradas,"South Pacific, between caves and catedral rock, NW of volcanic cone and cave",,30 meters-31 meters,1997,2,25,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:51:33.000CMT
FMNH,Fishes,107290,2,Monocentris reedi,Monocentrididae,,,-26.2650,-80.1194,,,Chile,,,San Felix Island,Islas Desventuradas,"South Pacific, between beach on north side of San Felix and St. Petersburg's Cathedral",,40 meters-110 meters,1997,2,28,IOC team,,,PreservedSpecimen,,2015-3-6T20:08:29.000CMT
FMNH,Fishes,107285,1,Monocentris reedi,Monocentrididae,,,-26.3347,-79.8903,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, NE of anchorage site, Caleta Las Moscas",,10 meters-15 meters,1997,2,23,"M. W. Westneat, M. E. Hale, R. Bieler",,,PreservedSpecimen,,2015-3-6T20:15:22.000CMT
FMNH,Fishes,107282,1,Aseraggodes bahamondei,Soleidae,,,-26.2700,-80.1167,,,Chile,,,San Felix Island,Islas Desventuradas,"South Pacific, parallel to beach on N side of San Felix",,,1997,2,28,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:43:50.000CMT
FMNH,Fishes,107460,1,Ophidion metoecus,Ophidiidae,,,-26.2750,-80.1183,,,Chile,,,San Felix Island,Islas Desventuradas,"South Pacific, rocky area at line offshore from western-most extent of beach",,20 meters-25 meters,1997,2,26,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-6T20:22:23.000CMT
FMNH,Fishes,107377,1,Scorpaena fernandeziana,Scorpaenidae,,,-33.7639,-80.7544,,,Chile,,,Alexander Selkirk Is.,Islas Juan Fern�ndez,"South Pacific, anchorage in front of fishing village (eastern side of island)",,20 meters-25 meters,1997,3,6,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:52:25.000CMT
FMNH,Fishes,77915,4,Basilichthys microlepidotus,Atherinidae,,,,,,,Chile,IV Region,Choapa,,,Rio Choapa,,,1919,,,C. H. Eigenmann,,,PreservedSpecimen,,2015-3-6T20:08:10.000CMT
FMNH,Fishes,107422,3,Neolabrus sp.,Labridae,,,-33.7161,-80.7750,,,Chile,,,Alexander Selkirk Is.,Islas Juan Fern�ndez,"South Pacific, NW side, Punta Iman",,,1997,3,5,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:51:27.000CMT
FMNH,Fishes,107445,3,Scartichthys variolatus,Blenniidae,,,-26.3347,-79.8903,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, NE of anchorage site, Caleta Las Moscas",,10 meters-15 meters,1997,2,21,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-6T20:20:44.000CMT
FMNH,Fishes,107477,2,Caranx georgianus,Carangidae,,,-26.3347,-79.8903,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, inlet on Isla San Ambrosio, just north of anchorage site at Las Moscas",,1 meter-3 meters,1997,2,20,"M. W. Westneat, M. Duhart",,,PreservedSpecimen,,2015-3-6T20:21:59.000CMT
FMNH,Fishes,107394,5,Scorpaena fernandeziana,Scorpaenidae,,,-33.6722,-78.9408,,,Chile,,,Robinson Crusoe Island,Islas Juan Fern�ndez,"South Pacific, SW point of R.C. Isla in Bahia Padre (southern shore)",,0 meters-18 meters,1997,3,8,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-6T20:13:11.000CMT
FMNH,Fishes,107469,1,Gymnothorax porphyreus,Muraenidae,,,-26.3267,-79.9000,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, Caleta Potala, western side; blue lagoon surge channel, just west of fisherman's shack; San Ambrosio Island, N side",,0 meters-10 meters,1997,2,23,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-17T14:35:40.000CMT
FMNH,Fishes,77417,16,Basilichthys microlepidotus,Atherinidae,,,,,,,Chile,Talca,,,,"Rio Maule, San Xavier, Rio Loncomilla, VII Region",,,1919,3,23,C. H. Eigenmann,,,PreservedSpecimen,,2015-3-7T01:47:17.000CMT
FMNH,Fishes,107401,10,Pseudolabrus sp.,Labridae,,,-26.3267,-79.9000,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, Caleta Potala, western side; blue lagoon surge channel, just west of fisherman's shack; San Ambrosio Island, N side",,0 meters-1 meter,1997,2,23,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:51:21.000CMT
FMNH,Fishes,107405,18,Pseudolabrus fuentesi,Labridae,,,-26.3267,-79.9000,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, Caleta Potala, western side; blue lagoon surge channel, just west of fisherman's shack; San Ambrosio Island, N side",,0 meters-1 meter,1997,2,23,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-6T20:22:57.000CMT
FMNH,Fishes,77399,2,Aplochiton zebra,Galaxiidae,,,-41.0500,-71.8833,,,Chile,,,,,Casa Panque,,,1919,3,6,C. H. Eigenmann,,,PreservedSpecimen,,2015-3-6T20:23:39.000CMT
FMNH,Fishes,107444,1,Scartichthys variolatus,Blenniidae,,,-26.3347,-79.8903,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, inlet on Isla San Ambrosio, just north of anchorage site at Las Moscas",,1 meter-3 meters,1997,2,20,"M. W. Westneat, M. Duhart",,,PreservedSpecimen,,2015-3-6T20:21:59.000CMT
FMNH,Fishes,93507,3,Cauque mauleanum,Atherinidae,,,,,,,Chile,X Region,Valdivia,,,"Valdivia, Rio Calle-Calle",,,1919,,,C. H. Eigenmann,,,PreservedSpecimen,,2015-3-6T20:08:13.000CMT
FMNH,Fishes,89056,8,Percichthys trucha,Percichthyidae,,,,,,,Chile,,,,,Lautaro,,,,,,C. H. Eigenmann,,,PreservedSpecimen,,2015-3-6T20:18:03.000CMT
FMNH,Fishes,70829,7,Chromis meridiana,Pomacentridae,,,,,,,Chile,,,San Felix Island,,San Felix Island,,,1965,12,6,L. P. Woods,,,PreservedSpecimen,,2015-3-6T20:09:24.000CMT
FMNH,Fishes,107306,2,Callanthias platei,Serranidae,,,-26.3347,-79.8903,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, NE of anchorage site, Caleta Las Moscas",,10 meters-15 meters,1997,2,21,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:54:46.000CMT
FMNH,Fishes,107314,4,Caprodon longimanus,Serranidae,,,-33.6150,-78.8292,,,Chile,,,Robinson Crusoe Island,Islas Juan Fern�ndez,"South Pacific, off Punta San Carlos",,80 meters-100 meters,1997,3,9,"D. Elton, local fishermen",,,PreservedSpecimen,,2015-3-7T01:51:40.000CMT
FMNH,Fishes,96218,4,Percichthys trucha,Percichthyidae,,,-38.5333,-72.4333,,,Chile,,,,,"Lautaro, Rio Cautin 214 m. elev",,,1919,2,13,C. H. Eigenmann,,,PreservedSpecimen,,2015-3-6T20:17:39.000CMT
FMNH,Fishes,77554,15,Galaxias maculatus,Galaxiidae,,,-41.4667,-72.9500,,,Chile,,,,,"Puerto Montt, Estero Pilluco, elev. 5 m",,,1919,2,22,C. H. Eigenmann,,,PreservedSpecimen,,2015-3-6T20:23:17.000CMT
FMNH,Fishes,43969,5,Austrolycus depressiceps,Zoarcidae,,,,,,,Chile,,,,,"Taitao Penninsula, Punta Leopardo",,,,,,L. Moreira,,,PreservedSpecimen,,2015-3-6T20:23:40.000CMT
FMNH,Fishes,77881,1,Diplomystes pappilosus,Diplomystidae,,,,,,,Chile,,,,,Santiago Market,,,,,,C. H. Eigenmann,,,PreservedSpecimen,,2015-3-6T20:18:48.000CMT
FMNH,Fishes,107266,8,Lotella fernandeziana,Moridae,,,-26.2786,-80.1242,,,Chile,,,San Felix Island,Islas Desventuradas,"South Pacific, 2 coves west of Punta Negra on the north end of the island along wall",,4 meters-5 meters,1997,2,28,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:45:58.000CMT
FMNH,Fishes,107380,2,Scorpaena fernandeziana,Scorpaenidae,,,-33.6722,-78.9408,,,Chile,,,Robinson Crusoe Island,Islas Juan Fern�ndez,"South Pacific, SW point of R.C. Isla in Bahia Padre (southern shore)",,0 meters-18 meters,1997,3,8,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:52:26.000CMT
FMNH,Fishes,107255,1,Gymnothorax bathyphilus,Muraenidae,,,-26.3347,-79.8903,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, NE of anchorage site, Caleta Las Moscas",,10 meters-15 meters,1997,2,21,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-17T14:35:40.000CMT
FMNH,Fishes,107392,2,Scorpaena fernandeziana,Scorpaenidae,,,-33.7639,-80.7544,,,Chile,,,Alexander Selkirk Is.,Islas Juan Fern�ndez,"South Pacific, anchorage in front of fishing village (eastern side of island)",,20 meters-25 meters,1997,3,6,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-6T20:12:37.000CMT
FMNH,Fishes,96252,2,Percichthys melanops,Percichthyidae,,,,,,,Chile,,,,,"Estero Nonguen, into Rio Andalien, Conception",,,1919,3,20,C. H. Eigenmann,,,PreservedSpecimen,,2015-3-7T01:47:15.000CMT
FMNH,Fishes,107316,3,Hypoplectrodes semicinctum,Serranidae,,,-2.3383,-79.8983,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, between Caleta Patos and Punta Saliente; near rocky point where depth rises to 30 m",,30 meters,1997,2,22,IOC team,,,PreservedSpecimen,,2015-11-24T15:48:41.000CMT
FMNH,Fishes,107464,4,Scorpis chilensis,Kyphosidae,,,-33.7161,-80.7750,,,Chile,,,Alexander Selkirk Is.,Islas Juan Fern�ndez,"South Pacific, NW side, Punta Iman",,,1997,3,5,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:51:27.000CMT
FMNH,Fishes,89055,8,Percichthys trucha,Percichthyidae,,,,,,,Chile,,,,,Lautaro,,,,,,C. H. Eigenmann,,,PreservedSpecimen,,2015-3-6T20:18:03.000CMT
FMNH,Fishes,107323,1,Hypoplectrodes semicinctum,Serranidae,,,-26.2786,-80.1242,,,Chile,,,San Felix Island,Islas Desventuradas,"South Pacific, 2 coves west of Punta Negra on the north end of the island along wall",,4 meters-5 meters,1997,2,28,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:45:58.000CMT
FMNH,Fishes,79694,2,Basilichthys microlepidotus,Atherinidae,,,,,,,Chile,,,,,"Rio Maipo, Penaflor *Rio Mapocho, Prov. Talagante, Metropolitan Region",,,1919,,,Eigenmann,,,PreservedSpecimen,,2015-3-7T01:57:56.000CMT
FMNH,Fishes,107399,2,Chromis meridiana,Pomacentridae,,,-26.3347,-79.8903,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, NE of anchorage site, Caleta Las Moscas",,10 meters-15 meters,1997,2,23,"M. W. Westneat, M. E. Hale, R. Bieler",,,PreservedSpecimen,,2015-3-6T20:15:21.000CMT
FMNH,Fishes,107466,1,Squalus mitsukurii,Squalidae,,,-26.2800,-80.1278,,,Chile,,,San Felix Island,Islas Desventuradas,"South Pacific, near cave at NW corner of island, at anchorage",,,1997,2,26,shipmates of vessel Carlos Porter,,,PreservedSpecimen,,2015-3-6T20:20:16.000CMT
FMNH,Fishes,107311,2,Caprodon longimanus,Serranidae,,,-33.7639,-80.7544,,,Chile,,,Alexander Selkirk Is.,Islas Juan Fern�ndez,"South Pacific, anchorage in front of fishing village (eastern side of island)",,20 meters-25 meters,1997,3,6,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-6T20:12:37.000CMT
FMNH,Fishes,107421,5,Pseudolabrus gayi,Labridae,,,-33.6267,-78.8181,,,Chile,,,Robinson Crusoe Island,Islas Juan Fern�ndez,"South Pacific, Cumberland Bay at Pangal, western end of bay near caves",,5 meters-8 meters,1997,3,9,"B. Dyer, M. E. Hale",,,PreservedSpecimen,,2015-3-6T20:15:21.000CMT
FMNH,Fishes,107277,2,Aseraggodes bahamondei,Soleidae,,,-26.3347,-79.8903,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, Caleta Las Moscas along rock reef to north of harbor",,10 meters-20 meters,1997,2,21,"M. W. Westneat, M. E. Hale, R. Bieler",,,PreservedSpecimen,,2015-3-7T01:51:15.000CMT
FMNH,Fishes,107300,5,Caranx georgianus,Carangidae,,,-26.3347,-79.8903,,,Chile,,,San Ambrosio Island,Islas Desventuradas,"South Pacific, NE of anchorage site, Caleta Las Moscas",,10 meters-15 meters,1997,2,21,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-6T20:20:44.000CMT
FMNH,Fishes,107361,4,Scorpis chilensis,Kyphosidae,,,-33.6250,-78.8139,,,Chile,,,Robinson Crusoe Island,Islas Juan Fern�ndez,"South Pacific, Cumberland Bay, NE point of bay near Pangal",,1 meter-10 meters,1997,3,7,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-7T01:52:28.000CMT
FMNH,Fishes,107258,2,Gymnothorax porphyreus,Muraenidae,,,-26.2786,-80.1242,,,Chile,,,San Felix Island,Islas Desventuradas,"South Pacific, 2 coves west of Punta Negra on the north end of the island along wall",,4 meters-5 meters,1997,2,28,"M. W. Westneat, B. Dyer, IOC team",,,PreservedSpecimen,,2015-3-17T14:35:40.000CMT
