InstitutionCode,CollectionCode,CatalogNumber,IndividualCount,ScientificName,Family,PreparationType,Tissues,Latitude,Longitude,CoordinateUncertaintyInMeters,HorizontalDatum,Country,StateProvince,County,Island,IslandGroup,Locality,VerbatimElevation,VerbatimDepth,YearCollected,MonthCollected,DayCollected,Collector,GeorefMethod,LatLongComments,BasisOfRecord,Remarks,DateLastModified
USNM,Fishes,296625,3,Malacosteus niger,Stomiidae,,,-33.65,-72.1583,,Degrees Minutes Seconds,Chile,Valparaiso Province,,,,"Pacific, Off Chile",,1170 meters-1480 meters,1966,8,10,L. Knapp,,,PreservedSpecimen,,
USNM,Fishes,201529,6,Xenomystax atrarius,Congridae,Dry Osteological Specimen,,,,,,Chile,,,,,"Pacific, Chile: Ruiz Island, 17 To 18 Kms. Northwest of Valpariso. Meters",,400 meters,1966,2,11,B. Collette et al.,,,PreservedSpecimen,Complete dried and stained disarticulated skeleton. specs. not found aug. 1984. Found October 2012. Osteo prep stored in Osteo Collection.,
USNM,Fishes,400217,1,Bathylagidae,Bathylagidae,,,-24.3732,-70.75,,,Chile,,,,,"Pacific, ",,600 meters,1966,8,16,L. Knapp,,,PreservedSpecimen,,
USNM,Fishes,304646,1,Guttigadus kongi,Moridae,,,4600 S,-83.975,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,0 meters-1357 meters,1966,10,9,,,,PreservedSpecimen,,
USNM,Fishes,327173,13,Stomias boa boa,Stomiidae,Dry Osteological Specimen,,3548 S,07321 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,500 meters,1966,8,7,,,,PreservedSpecimen,Otolith pair - sl=15.4 cm; d=500 m. Pair of otoliths stored in the Osteo Collection,
USNM,Fishes,196395,1,Symbolophorus,Myctophidae,,,-32.42,07542 W,,Degrees Minutes Seconds,Chile,,,,,Antarctica: Pacific Ocean To East From Valparasio,,,1958,5,20,A. Andriashev,,,PreservedSpecimen,,
USNM,Fishes,301128,1,Astronesthes boulengeri,Stomiidae,,,-36.108,08300 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Eastern South.",,501 meters,1966,9,28,,,,PreservedSpecimen,,
USNM,Fishes,399179,2,Basilichthys australis,Atherinopsidae,,,,,,,Chile,,,,,"Rio Laja at La Cantera 7 km below Salto Laja, VIII Region, Chile",,,1992,12,9,"T. Berra, V. Ruiz & C. Meier",,,PreservedSpecimen,F236.  1 of 3 specimens cleared and stained and recataloged as USNM 432643.,
USNM,Fishes,304340,1,Alepisaurus ferox,Alepisauridae,,,-32.92,07307 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,,1966,2,15,,,,PreservedSpecimen,"""White House Tour.""",
USNM,Fishes,301603,1,Stomiatidae,Stomiatidae,,,-41.075,-78.9583,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,380 meters-475 meters,1966,10,7,,,,PreservedSpecimen,,
USNM,Fishes,272582,2,Eptatretus polytrema,Myxinidae,,,-33.53,07152 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Vicinity of Valparaiso, Chile.",,260 meters-270 meters,1966,8,1,L. Knapp,,,PreservedSpecimen,,
USNM,Fishes,176515,1,Paralichthys,Paralichthyidae,,,-42.1417,07329 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Quemchi, Chiloe Island.",,,1945,2,5,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,RAD100667,2,Ethmidium maculatum,Clupeidae,Acetate,,,,,,Chile,,,,,"Pacific, Lota, Chile",,,1888,2,15,,,,MachineObservation,,
USNM,Fishes,220251,2,Deania profundorum,Centrophoridae,,,,,,,Chile,,,,,"Pacific, 17-18 km NW off Valparaiso Harbor, Chile.",,CA,1966,2,11,"R. Gibbs, B. Collette & R. Cressey",,,PreservedSpecimen,"Collected prior to departure of ""anton bruun"" cr. 14",
USNM,Fishes,42089,1,Patagonotothen cornucola,Nototheniidae,,,,,,,Chile,,,,,"Pacific, Baie Orange",,,,,,Talisman,,,PreservedSpecimen,Formerly mnhn 1884-657,
USNM,Fishes,83189,2,Patagonotothen tessellata,Nototheniidae,,,5530 S,06810 W,,Degrees Minutes Seconds,Chile,,,,,"Atlantic, Orange Harbor (Tierra Del Fuego)",,,1838,,,C. Wilkes,,,PreservedSpecimen,Original no. 162,
USNM,Fishes,265090,1,Physiculus longicavis,Moridae,,,-25.75,08522 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,195 meters-225 meters,,,,,,,PreservedSpecimen,"English translation is in the journal of ichthyology, vol. 24, no. 4, p. 49.",
USNM,Fishes,77290,3,Coelorinchus fasciatus,Macrouridae,,,48 41 00 S,074 24 00 W,,,Chile,Aisen del General Carlos Ibanez del Campo,,,,"Pacific, Off Chile, South America",,355 meters,1888,2,8,,,,PreservedSpecimen,,
USNM,Fishes,176596,1,Cottoperca gobio,Bovichtidae,,,4154 S,07306 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Bahia Lin.",,,1945,1,20,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,RAD115110,1,Alepisaurus brevirostris,Alepisauridae,Polyester,,3246 S,-74.642,,Degrees Minutes Seconds,Chile,,,,,Southeastern Pacific Ocean,,,1966,2,16,,,,MachineObservation,,
USNM,Fishes,396629,10,Normanichthys,Normanichthyidae,,,-29.3417,-71.4083,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,65 meters,1966,8,14,L. Knapp,,,PreservedSpecimen,,
USNM,Fishes,325874,2,Diplospinus gracilis,Gempylidae,,,-34.85,07404 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Peru-Chile Trench.",,,1962,8,30,,,,PreservedSpecimen,,
USNM,Fishes,380161,1,Gyrinomimus grahami,Cetomimidae,,,-34.092,-80.683,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Juan Fernandez Islands",,0-2730 FMS,1965,11,26,,,,PreservedSpecimen,SOSC #198.,
USNM,Fishes,399132,25,Brachygalaxias bullocki,Galaxiidae,,,,,,,Chile,,,,,"Rio Acenas 7 km North of Puerto Montt at Bridge Arenas on Alerce Rd., X Region, Chile",,,1992,11,27,T. Berra,,,PreservedSpecimen,F165,
USNM,Fishes,301319,1,Poromitra crassiceps,Melamphaidae,,,-33.158,-83.983,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Juan Fernandez Islands",,0 meters-1150 meters,1965,11,28,,,,PreservedSpecimen,,
USNM,Fishes,265339,2,Melamphaidae,Melamphaidae,,,-33.125,-85.817,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Juan Fernandez Islands",,0 meters-800 meters,1965,11,29,,,,PreservedSpecimen,,
USNM,Fishes,176601,4,Auchenionchus microcirrhis,Labrisomidae,Scanning Electron Microscope Stub,,-18.475,07020 W,,Degrees Minutes Seconds,Chile,Arica,,,,"Pacific, Chile, Arica Bay.",,,1944,11,23,Fisherman,,,PreservedSpecimen,"Eggs were removed from the ovaries of 1 specimen for sem. eggs are part of sem collection, box no. 1. 4 micrographs exist in the sem collection. SEM photomicrographs were not associated with the stubbs and their location was not known as of May 2015.",
USNM,Fishes,88797,16,Austrolycus depressiceps,Zoarcidae,,,,,,,Chile,,,,,"Pacific, Punta Arenas, St. of Magellan, Chile.",,,1927,2,3,W. Schmitt,,,PreservedSpecimen,,
USNM,Fishes,221408,12,Halaelurus canescens,Scyliorhinidae,Glycerin with Cartilage Stain,,,,,,Chile,,,,,"Pacific, 17-18 km N.W. of Valparaiso, Chile",,0 meters-400 meters,1966,2,11,R. Gibbs et al.,,,PreservedSpecimen,,
USNM,Fishes,343322,1,Thyrsites atun,Gempylidae,Dry Osteological Specimen,,,,,,Chile,Valparaiso Province,,,,"Pacific, Chile, Valparaiso Market South of Town",,,1966,2,10,R. Gibbs & R. Cressey,,,PreservedSpecimen,Entire skeleton,
USNM,Fishes,42093,1,Patagonotothen sima,Nototheniidae,,,,,,,Chile,,,,,"Pacific, Baie Orange",,,,,,Talisman,,,PreservedSpecimen,Formerly mnhn 84-703,
USNM,Fishes,362285,1,Hippoglossina macrops,Paralichthyidae,,,-36.905,0732306W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,119 meters,1966,8,8,L. Knapp,,,PreservedSpecimen,Ident. by k. amaoka.,
USNM,Fishes,RAD113581,1,Stomias boa boa,Stomiidae,Acetate,,-33.05,-73.808,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Off Chile",,0 meters-500 meters,1966,2,15,,,,MachineObservation,,
USNM,Fishes,176388,5,Eleginops maclovinus,Nototheniidae,,,-43.025,07250 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile, Puerto Auchemo",,,1945,1,22,Fisherman,,,PreservedSpecimen,,
USNM,Fishes,301615,2,Stomiatidae,Stomiatidae,,,-39.883,-85.558,,Degrees Minutes Seconds,Chile,,,,,"SE Pacific Ocean, Off Chile",,1319 meters-1353 meters,1966,9,30,,,,PreservedSpecimen,,
USNM,Fishes,84335,8,Aplochiton zebra,Galaxiidae,Glycerin with Bone Stain,,,,,,Chile,,,,,"Peulla, Chile.",,,1919,,,C. Eigenmann,,,PreservedSpecimen,"8 specimens listed in ledger; as of November 2009, 4 specimens in etoh, 2 specimens in glycerine in good condition and 2 specimens in glycerine in poor condition.",
USNM,Fishes,301118,1,Astronesthes illuminatus,Stomiidae,,,-32.258,-72.396,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile, North of Valparaiso",,500 meters,1966,8,11,"L. Knapp, A. Humes, W. Coil, H. Heyamoto, T. Hida & A. Kendall",,,PreservedSpecimen,78 mm sl,
USNM,Fishes,267046,1,Malacoraja nigerrima,Rajidae,,,-34.8917,07244 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Off Chile",,780 meters-925 meters,1966,8,9,L. Knapp,,,PreservedSpecimen,,
USNM,Fishes,176527,1,Cheilodactylus,Cheilodactylidae,,,-18.47,-70.33,,,Chile,,,,,"Pacific, Chile: Arica Bay",,,1944,11,27,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,398000,7,Talismania,Alepocephalidae,,,,,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,500 meters-1000 meters,1966,8,6,L. Knapp,,,PreservedSpecimen,,
USNM,Fishes,170837,1,Salilota australis,Moridae,Unknown,,5306 S,07352 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Port Churruca",,,1888,1,,,,,PreservedSpecimen,,
USNM,Fishes,360156,1,Gobiesox marmoratus,Gobiesocidae,,,4242 S,07249 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,,1967,10,2,,,,PreservedSpecimen,Id'd by j.c. briggs.,
USNM,Fishes,205473,1,Protomyctophum (Hierops) chilensis,Myctophidae,,,-33.12,07309 W,,Degrees Minutes Seconds,Chile,Valparaiso Province,,,,"Pacific, ca. 80 mi. West of Valparaiso Chile",,560 meters,1965,12,18,R. Wisner et al.,,,PreservedSpecimen,"Ikmwt, 1500 mwo., sio 65-665-25, mv 65-iv-75 1500 mwo.; time:1832-0520; sio 65-665-25; mv65-iv-75; paratype",
USNM,Fishes,83522,6,Cheirodon australe,Characidae,,,,,,,Chile,,,,,"Chile: Nige, Talten.",,,1912,1,1,D. Bullock,,,PreservedSpecimen,,
USNM,Fishes,153611,1,Ophichthys exilis,Ophichthidae,,,,,,,Chile,,,,,"Pacific, Chile: Santiago",,,1897,4,1,F. Latasti,,,PreservedSpecimen,"Paratype, 413 mm; out of mcz 28401",
USNM,Fishes,77320,1,Eleginops maclovinus,Nototheniidae,,,5300 S,07052 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Laredo Bay",,,1888,1,,,,,PreservedSpecimen,,
USNM,Fishes,39796,1,Ophichthus remiger,Ophichthidae,,,,,,,Chile,,,,,"Pacific, Valparaiso, Chile",,,,,,"Museum of Comparative Zoology, Harvard University",,,PreservedSpecimen,Original no. 287,
USNM,Fishes,441644,2,Centroscyllium nigrum,Etmopteridae,,,-35.4417,-73.0167,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Off Chile",,295 meters-450 meters,1966,8,9,,,,PreservedSpecimen,,
USNM,Fishes,220150,1,Centroscyllium nigrum,Etmopteridae,,,-35.4417,-73.0167,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Off Chile",,290 meters-450 meters,1966,8,9,,,,PreservedSpecimen,,
USNM,Fishes,224886,1,Pelecanichthys crumenalis,Bothidae,,,-25.72,08531 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,0 meters-235 meters,,,,,,,PreservedSpecimen,,
USNM,Fishes,228121,15,Scomberesox saurus scombroides,Scomberesocidae,,,-32.48,08210 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,0 meters,1966,2,20,,,,PreservedSpecimen,,
USNM,Fishes,164227,1,Monocentrus reedi,Monocentridae,,,,,,,Chile,,,,,"Pacific, Off Chile, near Mas a Tierra Island, Juan Fernando Group",,,1955,2,26,,,,PreservedSpecimen,145. in lobster pot. about 200 meters.,
USNM,Fishes,88710,1,Cypselurus pinnatibarbatus,Exocoetidae,,,,,,,Chile,,,,,"Pacific, Jaun Fernandez",,,1926,12,12,W. Schmitt,,,PreservedSpecimen,,
USNM,Fishes,88839,1,Serranidae,Serranidae,Unknown,,,,,,Chile,,,,,"Pacific, Juan Fernandez",,,,,,W. Schmitt,,,PreservedSpecimen,,
USNM,Fishes,176519,1,Helicolenus,Sebastidae,,,4154 S,07306 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Bahia Lin",,,1945,1,20,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,76891,4,Coryphaenoides ariommus,Macrouridae,Illustration,,38 08 00 S,075 53 00 W,,,Chile,Bio-Bio,,,,"Pacific, Off Chile, South America",,1238 meters,1888,2,14,,,,PreservedSpecimen,Holotype usnm 76859 and paratypes (7) su 22728 from same coll. sta. as these spec. recataloged: 10 jul 1975. 1 to brit. mus.,
USNM,Fishes,39806,1,Isacia conceptionis,Haemulidae,,,,,,,Chile,,,,,"Pacific, Caldera, Chile",,,,,,,,,PreservedSpecimen,,
USNM,Fishes,228118,8,Scomberesox saurus scombroides,Scomberesocidae,,,2212 S,08244 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,0 meters,1966,3,6,,,,PreservedSpecimen,,
USNM,Fishes,228119,3,Scomberesox saurus scombroides,Scomberesocidae,,,-32.73,08624 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,0 meters,1966,2,22,,,,PreservedSpecimen,,
USNM,Fishes,84330,2,Aplochiton taeniatus,Galaxiidae,,,,,,,Chile,,,,,"Valdivia Market, Chile",,,1919,,,C. Eigenmann,,,PreservedSpecimen,"One specimen lost while on loan. inadvertently recataloged as usnm 203881 upon return from loan, but later removed from that number and returned to 84330.",
USNM,Fishes,294075,7,Scomberesox saurus,Scomberesocidae,,,-33.225,-86.425,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,,1966,2,22,B. Collette & R. Gibbs,,,PreservedSpecimen,Yano net and dip net.,
USNM,Fishes,399128,8,Galaxias maculatus,Galaxiidae,,,,,,,Chile,,,,,"Rio Biobio at Santa Juana near Concepcion - in backwater - VIII Region, Chile",,,1992,10,31,"T. Berra, V. Ruiz & Class",,,PreservedSpecimen,F165,
USNM,Fishes,RAD107950,1,Calliclinus geniguttatus,Labrisomidae,Polyester,,,,,,Chile,,,,,"Pacific, Chile: Montemar Biol. Station",,,1966,2,14,B. Collette & R. Gibbs,,,MachineObservation,,
USNM,Fishes,228132,1,Scomberesox saurus scombroides,Scomberesocidae,,,-43.25,08002 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,0 meters-10 meters,1967,5,4,,,,PreservedSpecimen,,
USNM,Fishes,176558,1,Discopyge tschudii,Narcinidae,,,,,,,Chile,,,,,"Pacific, Chile: Castro",,,,,,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,227309,1,Cheirodon kiliani,Characidae,,,,,,,Chile,Valdivia Province,,,,"Valdivia-Chile, Rio Cau-Cau",,,1963,8,10,,,,PreservedSpecimen,"Formerly univ. austral de chile izua- no. 2341, spec. no. 305",
USNM,Fishes,176564,12,Leptonotus blainvilleanus,Syngnathidae,Glycerin with Bone Stain,,4154 S,07306 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Bahia Lin.",,,1945,1,20,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,114934,2,Eleginops maclovina,Nototheniidae,,,,,,,Chile,,,,,"Pacific, Chile",,,1944,,,M. Lobell et al.,,,PreservedSpecimen,,
USNM,Fishes,176491,1,Psammobatis scobina,Rajidae,Radiograph,,-29.95,07120 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Coquimbo Bay",,,1944,12,1,Fisherman,,,PreservedSpecimen,,
USNM,Fishes,226598,4,Cataetyx,Bythitidae,,,-32.1417,07143 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Off Valparaiso, Chile",,960 meters,1966,8,12,L. Knapp,,,PreservedSpecimen,Photo available,
USNM,Fishes,176440,1,Helicolenus lengerichi,Sebastidae,,,38 38 S,78 50 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Juan Fernandez",,,1945,3,4,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,362307,1,Paralichthys adspersus,Paralichthyidae,,,-20.25,07010 W,,Degrees Minutes Seconds,Chile,Tarapaca Region,Iquique Province,,,"Pacific, Iquique",,6 meters-9 meters,1966,8,22,"L. Knapp, J. Moulton, A. Kendall & D. Pearson",,,PreservedSpecimen,Ident. by K. Amaoka.,
USNM,Fishes,288049,32,Bullockia maldonadoi,Trichomycteridae,,,,,,,Chile,,,,,"Chile: Curico, Este Potrero Grande, 3 km. E. Potrero Grande, 400 m.",,,1987,2,8,C. Flint & O. Flint,,,PreservedSpecimen,,
USNM,Fishes,88769,1,Chironemus codoceoi,Chironemidae,,,,,,,Chile,,,,,"Pacific, English Bay, Juan Fernandez",,,1926,12,17,W. Schmitt,,,PreservedSpecimen,,
USNM,Fishes,228624,2,Pseudocaranx chilensis,Carangidae,Unknown,,-33.6333,-78.9917,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Juan Fernandez Is, Mas a Tierra, Cumberland Bay and Padre Bay.  100' from shore.",,3 meters,1966,2,18,R. Gibbs & B. Collette,,,PreservedSpecimen,Placed in tank,
USNM,Fishes,212190,19,Merluccius gayi,Merlucciidae,,,,,,,Chile,Valparaiso Province,,,,"Pacific, 17 - 18 mi. NW Valparaiso, Chile",,,1966,2,12,"B. Collette, R. Gibbs & R. Cressey",,,PreservedSpecimen,"Label says 2 specimens in lot, but 20 found in jar. One specimen out to USNM 407850.",
USNM,Fishes,215548,1,Talismania aphos,Alepocephalidae,,,-33.65,-72.1583,,Degrees Minutes Seconds,Chile,Valparaiso Province,,,,"Pacific, Off Chile",,1170 meters-1480 meters,1966,8,10,L. Knapp,,,PreservedSpecimen,72' shrimp trawl,
USNM,Fishes,75831,1,Alosa musica,Clupeidae,,,,,,,Chile,Valparaiso Province,,,,"Pacific, Valparaiso, Chile",,,1838,,,,,,PreservedSpecimen,,
USNM,Fishes,176472,3,Squatina,Squatinidae,,,-29.95,-71.33,,,Chile,,,,,"Pacific, Coquimbo Bay",,,1944,10,13,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,301063,1,Borostomias antarcticus,Stomiidae,,,-32.258,-72.396,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile, North of Valparaiso",,500 meters,1966,8,11,"L. Knapp, A. Humes, W. Coil, H. Heyamoto, T. Hida & A. Kendall",,,PreservedSpecimen,,
USNM,Fishes,220273,2,Deania calcea,Centrophoridae,,,4218 S,07257 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Golfo de Ancud, Chile",,400 meters,1967,10,1,M. Morrell,,,PreservedSpecimen,,
USNM,Fishes,215559,1,Talismania antillarum,Alepocephalidae,,,-30.1333,-71.7825,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,CA,1966,8,14,L. Knapp,,,PreservedSpecimen,,
USNM,Fishes,167708,6,Geotria australis,Petromyzontidae,,,,,,,Chile,,,,,"Chile, Southern, Osorno",,,,,,C. Eigenmann,,,PreservedSpecimen,1 of orig. 7 specs. exch. to vladikov june 1957. orig. no. 15625,
USNM,Fishes,316103,1,Serrivomer,Serrivomeridae,,,-23.558,-70.858,,Degrees Minutes Seconds,Chile,,,,,South Eastern Pacific Ocean,,0 meters-700 meters,1966,3,2,R. Gibbs & B. Collette,,,PreservedSpecimen,,
USNM,Fishes,215545,2,Talismania aphos,Alepocephalidae,,,-34.8917,07244 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Off Chile",,780 meters-925 meters,1966,8,9,L. Knapp,,,PreservedSpecimen,72' shrimp trawl,
USNM,Fishes,88840,1,Seriola lalandi,Carangidae,Unknown,,,,,,Chile,,,,,"Pacific, Juan Fernandez",,,,,,Fisherman,,,PreservedSpecimen,,
USNM,Fishes,83459,1,Auchenionchus microcirrhis,Labrisomidae,,,,,,,Peru or Chile,,,,,"Pacific, Peru or Chili?",,,,,,,,,PreservedSpecimen,,
USNM,Fishes,289501,11,Graus nigra,Kyphosidae,,,,,,,Chile,,,,,"Pacific, Four Pools In Rocks By Marine Station At Monte Mar, North of Valpraiso, Chile.",,1 meter,1966,2,13,R. Gibbs & B. Collette,,,PreservedSpecimen,"One specimen donated to Museu de Zoologia da Universidade de Sao Paulo (MZUSP), 15 April 2014. See transaction 2068299. 1 of 12 recataloged as USNM 434867.",
USNM,Fishes,224090,3,Melanonus zugmayeri,Melanonidae,,,-23.375,-70.6917,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,600 meters,1966,8,17,L. Knapp,,,PreservedSpecimen,,
USNM,Fishes,209464,2,Lampanyctus australis,Myctophidae,,,-33.533,-81.058,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Juan Fernandez Islands",,0 meters-475 meters,1965,11,26,,,,PreservedSpecimen,64 min at depth,
USNM,Fishes,176609,1,Sebastes,Sebastidae,,,-29.03,02134 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chanaral Island",,,1944,10,14,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,290487,4,Percilia gillissi,Perciliidae,Glycerin with Bone Stain,,,,,,Chile,,,,,"Pacific, Chile, Penaflor.",,,1919,3,29,C. Eigenmann,,,PreservedSpecimen,Exchanged from cas 38661 (4 of 19).,
USNM,Fishes,298523,20,Doydixodon laevifrons,Kyphosidae,,,,,,,Chile,,,,,"Pacific, Chile: Two Pools Among Rocks By Monte Mar Biol. Station, North of Valparaiso.",,0 meters-1 meter,1966,2,14,B. Collette & R. Gibbs,,,PreservedSpecimen,,
USNM,Fishes,423548,2,Sicyases sanguineus,Gobiesocidae,,,,,,,Chile,,,,,"Pacific, Four Pools In Rocks By Marine Station At Monte Mar, North of Valpraiso, Chile.",,1 meter,1966,2,13,R. Gibbs & B. Collette,,,PreservedSpecimen,,
USNM,Fishes,221465,32,Halaelurus canescens,Scyliorhinidae,,,-33.37,07154 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Off Chile",,260 meters-280 meters,1966,7,31,L. Knapp,,,PreservedSpecimen,,
USNM,Fishes,296547,3,Eleginops maclovinus,Nototheniidae,,,,,,,Chile,,,,,"Pacific, Chile: Montemar Biol. Station.",,,1966,2,14,B. Collette & R. Gibbs,,,PreservedSpecimen,,
USNM,Fishes,312211,2,Gymnothorax porphyreus,Muraenidae,,,-33.63,07849 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Juan Fernandez Islands: Isla Mas-a-Tierra: Cumberland Bay.",,,1966,2,18,,,,PreservedSpecimen,,
USNM,Fishes,84325,9,Brachygalaxias bullocki,Galaxiidae,,,,,,,Chile,,,,,Chile: Cutipai Near Valdivia,,,1919,,,C. Eigenmann,,,PreservedSpecimen,Catalog says 10 specimens but only 9 in jar,
USNM,Fishes,83458,1,Auchenionchus microcirrhis,Labrisomidae,,,,,,,Peru or Chile,,,,,"Pacific, Peru or Chili?",,,,,,,,,PreservedSpecimen,,
USNM,Fishes,326735,36,Cyclothone acclinidens,Gonostomatidae,Glycerin with Bone Stain,,-33.55,07245 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Peru-Chile Trench",,,1963,9,26,,,,PreservedSpecimen,Accession cat. no. 260174-f15,
USNM,Fishes,84331,3,Basilichthys australis,Atherinopsidae,,,,,,,Chile,,,,,,,,1919,,,C. Eigenmann & Indiana University Museum,,,PreservedSpecimen,,
USNM,Fishes,220208,3,Aculeola nigra,Etmopteridae,,,-33.37,07154 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Off Chile",,260 meters-280 meters,1966,7,31,L. Knapp,,,PreservedSpecimen,,
USNM,Fishes,176581,1,Caprodon longimanus,Serranidae,,,-33.63,07850 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Cumberland Bay, Juan Fernandez.",,,1944,9,12,M. Lobell,,,PreservedSpecimen,Tin tag #U-42-199.,
USNM,Fishes,176424,1,Cheilodactylus,Cheilodactylidae,,,-23.5,-70.4,,,Chile,,,,,"Pacific, Chile, Antofagasta Bay",,,1944,11,26,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,208032,1,Gigantactis meadi,Gigantactinidae,,,3306 S,08357 W,,Degrees Minutes Seconds,Chile,,,,,"Eastern South Pacific, Juan Fernandez Islands",,0 meters-1050 meters,1965,11,28,,,,PreservedSpecimen,,
USNM,Fishes,220269,17,Centroscyllium nigrum,Etmopteridae,,,-35.4417,07301 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Coast of Chile",,290 meters-450 meters,1966,8,9,L. Knapp,,,PreservedSpecimen,,
USNM,Fishes,266493,7,Coelorinchus chilensis,Macrouridae,,,,,,,Chile,,,,,"Pacific, 17-18 km NW off Valparaiso Harbor, Chile.",,CA,1966,2,11,"R. Gibbs, B. Collette & R. Cressey",,,PreservedSpecimen,,
USNM,Fishes,201277,1,Alepisaurus ferox,Alepisauridae,,,-32.967,-77.017,,Degrees Minutes Seconds,Chile,,,,,Southeastern Pacific Ocean,,,1966,2,17,,,,PreservedSpecimen,Rec. from: R.H. Gibbs & B.B. Collette. long-line,
USNM,Fishes,399126,12,Aplochiton zebra,Galaxiidae,,,,,,,Chile,,,,,"Rio Icalma at Lake Icalma, IX Region, Chile",,,1992,11,20,T. Berra & V. Ruiz,,,PreservedSpecimen,F 165,
USNM,Fishes,176591,1,Hippoglossina,Paralichthyidae,,,-27.07,07050 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Caldera Bay",,,1944,10,7,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,336355,1,Odontesthes regia,Atherinopsidae,,,-33.0317,-71.5917,,Degrees Minutes Seconds,Chile,Valparaiso Province,,,,"Pacific, Chi-L, Chile, Vina Del Mar, Playa Calera Aburca, Intertidal Boulders and Granite Outcrops Around Hotel Miramar",,,1967,3,14,D. Kirtley,,,PreservedSpecimen,,
USNM,Fishes,300887,1,Bathophilus ater,Stomiidae,,,-33.533,-81.058,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Juan Fernandez Islands",,0 meters-475 meters,1965,11,26,,,,PreservedSpecimen,,
USNM,Fishes,176427,2,Isacia conceptionis,Haemulidae,,,-29.95,-71.33,,,Chile,,,,,"Pacific, Chile: Coquimbo.",,,1944,10,16,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,259095,2,Nematogenys inermis,Nematogenyidae,,,,,,,Chile,,,,,"Rio Palpal, Viii Region, Chile.",,,1980,1,8,R. Aldunate,,,PreservedSpecimen,1 specimen cleared and stained.,
