InstitutionCode,CollectionCode,CatalogNumber,IndividualCount,ScientificName,Family,PreparationType,Tissues,Latitude,Longitude,decimalLatitude,decimalLongitude,CoordinateUncertaintyInMeters,HorizontalDatum,Country,StateProvince,County,Island,IslandGroup,Locality,VerbatimElevation,VerbatimDepth,YearCollected,MonthCollected,DayCollected,Collector,GeorefMethod,LatLongComments,BasisOfRecord,Remarks,DateLastModified
CAS,ICH,78443,100,Galaxias maculatus,Galaxiidae,alc-75% EtOH,,-41.2000000000,-72.5166670000,-41.2000000000,-72.5166670000,,,Chile,Los Lagos,,,,Ensenada; stream into Lago Llanquihue.,,,1919,3,9,"Eigenmann, Carl H.",,,PreservedSpecimen,count an estimate; duplicates CAS 78451 (IU 15589).,2015-11-17 19:06:39.0
CAS,ICH,78444,100,Galaxias maculatus,Galaxiidae,alc-75% EtOH,,-39.8000000000,-72.4166670000,-39.8000000000,-72.4166670000,,,Chile,Los Lagos,,,,"Lago Rinihue, Estero Panqueco; 118 m elev.",,,1919,3,16,"Eigenmann, Carl H.",,,PreservedSpecimen,Spec. count is an estimate.,2015-11-17 19:06:46.0
CAS,ICH,78445,41,Galaxias maculatus,Galaxiidae,alc-75% EtOH,,-39.8313370000,-73.3405960000,-39.8313370000,-73.3405960000,3169.00000000000000,,Chile,Los Lagos,,,,"Estero Cutipai, Below Valdivia.",,,1919,2,18,"Eigenmann, Carl H.",,"Polygon covers Estero Cutipay, below Valdivia.",PreservedSpecimen,Irwin Expedition,2015-11-17 19:06:50.0
CAS,ICH,78446,80,Galaxias maculatus,Galaxiidae,alc-75% EtOH,,-39.8313370000,-73.3405960000,-39.8313370000,-73.3405960000,3169.00000000000000,,Chile,Los Lagos,,,,"Estero Cutipai, Below Valdivia.",,,1919,2,18,"Eigenmann, Carl H.",,"Polygon covers Estero Cutipay, below Valdivia.",PreservedSpecimen,Spec. count is an estimate.,2015-11-17 19:06:56.0
CAS,ICH,78448,150,Galaxias maculatus,Galaxiidae,alc-75% EtOH,,-41.4666670000,-72.9500000000,-41.4666670000,-72.9500000000,,,Chile,Los Lagos,,,,"Puerto Montt (5 m elev.): either Estero Pilluco, small brook west of town or larger one east of town",,,1919,2,22,"Eigenmann, Carl H.",,,PreservedSpecimen,Count is an estimate.,2011-12-28 17:51:41.0
CAS,ICH,78449,50,Galaxias maculatus,Galaxiidae,alc-75% EtOH,,-41.4666670000,-72.9500000000,-41.4666670000,-72.9500000000,,,Chile,Los Lagos,,,,"Puerto Montt (5 m elev.): either Estero Pilluco, small brook west of town or larger one east of town",,,1919,2,22,"Eigenmann, Carl H.",,,PreservedSpecimen,Irwin Expedition.,2011-12-28 17:51:41.0
CAS,ICH,78451,50,Galaxias maculatus,Galaxiidae,alc-75% EtOH,,-41.2000000000,-72.5166670000,-41.2000000000,-72.5166670000,,,Chile,Los Lagos,,,,Ensenada; stream into Lago Llanquihue.,,,1919,3,9,"Eigenmann, Carl H.",,,PreservedSpecimen,Spec. count is an estimate.,2015-11-17 19:07:07.0
CAS,ICH,78452,50,Galaxias maculatus,Galaxiidae,alc-75% EtOH,,-39.8166670000,-73.2500000000,-39.8166670000,-73.2500000000,,,Chile,Los Lagos,,,,"Esterito Santa Rosa, Rio Santa Rosa at Valdivia",,,1919,2,17,"Eigenmann, Carl H.",,,PreservedSpecimen,Spec. count an estimate; duplicates CAS 78433 (IU 15581).,2015-11-17 19:07:14.0
CAS,ICH,78453,100,Galaxias maculatus,Galaxiidae,alc-75% EtOH,,-41.4666670000,-72.9500000000,-41.4666670000,-72.9500000000,,,Chile,Los Lagos,,,,"Puerto Montt (5 m elev.): either Estero Pilluco, small brook west of town or larger one east of town",,,1919,2,22,"Eigenmann, Carl H.",,,PreservedSpecimen,Spec. count an estimate; duplicates CAS 78449 IU  15587).,2015-11-17 19:07:23.0
CAS,ICH,78454,14,Galaxias maculatus,Galaxiidae,alc-75% EtOH,,-40.5833330000,-73.1500000000,-40.5833330000,-73.1500000000,,,Chile,Los Lagos,,,,"R. Rahue, Osorno; 25 m elev.",,,1919,3,14,"Eigenmann, Carl H.",,,PreservedSpecimen,Irwin Expedition.,2015-11-17 19:07:25.0
CAS,ICH,78455,30,Galaxias platei,Galaxiidae,alc-75% EtOH,,-41.3000000000,-72.9500000000,-41.3000000000,-72.9500000000,,,Chile,Los Lagos,,,,"Puerto Varas (74 m elev.): either creek through town, or estero into Lago Llanquihue",,,1919,3,12,"Eigenmann, Carl H.",,,PreservedSpecimen,Irwin Expedition,2015-11-17 19:07:27.0
CAS,ICH,78456,36,Galaxias platei,Galaxiidae,alc-75% EtOH,,-41.3000000000,-72.9500000000,-41.3000000000,-72.9500000000,,,Chile,Los Lagos,,,,"Puerto Varas (74 m elev.): either creek through town, or estero into Lago Llanquihue",,,1919,3,12,"Eigenmann, Carl H.",,,PreservedSpecimen,duplicates CAS 78455 (IU 15592).,2015-11-17 19:07:34.0
CAS,ICH,78457,22,Galaxias platei,Galaxiidae,alc-75% EtOH,,-41.7166670000,-72.7000000000,-41.7166670000,-72.7000000000,,,Chile,Los Lagos,,,,"Rio Pescado, into Lago Llanquihue; 74 m elev.",,,1919,3,10,"Eigenmann, Carl H.",,,PreservedSpecimen,Irwin expedition,2015-11-17 19:07:35.0
CAS,ICH,78458,3,Galaxias platei,Galaxiidae,alc-75% EtOH,,-41.1500000000,-72.4166670000,-41.1500000000,-72.4166670000,,,Chile,Los Lagos,,,,"R. Petrohue, Below the falls formed by lava from Volcan Osorno flowing against the foot of Sierra Santo Domingo; 100 m elev.",,,1919,3,8,"Eigenmann, Carl H.",,,PreservedSpecimen,Irwin Exped.,2015-11-17 19:07:37.0
CAS,ICH,78459,10,Galaxias platei,Galaxiidae,alc-75% EtOH,,-41.2000000000,-72.5166670000,-41.2000000000,-72.5166670000,,,Chile,Los Lagos,,,,Ensenada; stream into Lago Llanquihue.,,,1919,3,9,"Eigenmann, Carl H.",,,PreservedSpecimen,Irwin Exped.,2015-11-17 19:07:38.0
CAS,ICH,78460,50,Galaxias platei,Galaxiidae,alc-75% EtOH,,-41.0833330000,-72.0333330000,-41.0833330000,-72.0333330000,,,Chile,Los Lagos,,,,"Lago Todos Santos, Peulla; 190 m elev.",,,1919,2,27,"Eigenmann, Carl H.",,,PreservedSpecimen,Spec. count is an estimate.,2015-11-17 19:07:44.0
CAS,ICH,78462,3,Galaxias platei,Galaxiidae,alc-75% EtOH,,-53.1611650000,-70.8778790000,-53.1611650000,-70.8778790000,5292.00000000000000,,Chile,Magallanes y de la Antartica Chilena Region,,,,Punta Arenas,,,,,,"Hatcher, J. B.",,Coordinates at Punta Arenas.,PreservedSpecimen,,2012-03-21 18:45:15.0
CAS,ICH,78890,11,Aplochiton lacustris,Galaxiidae,alc-75% EtOH,,-41.0833330000,-72.0333330000,-41.0833330000,-72.0333330000,,,Chile,Los Lagos,,,,"Lago Todos Santos, Peulla; 190 m elev.",,,1919,2,27,"Eigenmann, Carl H.",,,PreservedSpecimen,>> MS NAME -- NEVER PUBLISHED (These may have been considered MS paratypes) <<    duplicates IU 15542 (CAS 78891).,2002-07-03 00:00:00.0
CAS,ICH,78891,15,Aplochiton lacustris,Galaxiidae,alc-75% EtOH,,-41.0833330000,-72.0333330000,-41.0833330000,-72.0333330000,,,Chile,Los Lagos,,,,"Lago Todos Santos, Peulla; 190 m elev.",,,1919,2,27,"Eigenmann, Carl H.",,,PreservedSpecimen,>> MS TYPE + COTYPES -- NEVER PUBLISHED <<   duplicated by CAS 78890.  One fish labelled as having been radiographed.,2002-07-03 00:00:00.0
CAS,ICH,79013,7,Percichthys trucha,Percichthyidae,alc-75% EtOH,,-36.8166670000,-73.0500000000,-36.8166670000,-73.0500000000,,,Chile,Biobio Region,,,,"Lower end of Estero Nonguen, into Rio Andalien on grounds of agricultural college at edge of Concepcion; 90 m elev.",,,1919,3,20,"Eigenmann, Carl H.",,,PreservedSpecimen,Irwin Expedition,2012-03-21 18:24:39.0
CAS,ICH,79016,2,Percichthys trucha,Percichthyidae,alc-75% EtOH,,-33.6149360000,-71.6077800000,-33.6149360000,-71.6077800000,1512.00000000000000,,Chile,Valparaiso Region,,,,Llolleo.,,,,,,"Eigenmann, Carl H.",,,PreservedSpecimen,,2012-03-28 15:41:32.0
CAS,ICH,79018,10,Percichthys trucha,Percichthyidae,alc-75% EtOH,,-39.8000000000,-72.4166670000,-39.8000000000,-72.4166670000,,,Chile,,,,,"Lago Rinihue, Estero Panqueco, elev. 118 m.",,,,,,"Eigenmann, Carl H.",,,PreservedSpecimen,Irwin Expedition,2002-07-03 00:00:00.0
CAS,ICH,79019,2,Percichthys trucha,Percichthyidae,alc-75% EtOH,,-35.5833330000,-71.7333330000,-35.5833330000,-71.7333330000,,,Chile,,,,,"Rio Loncomilla, San Javier, elev. 108 m.",,,,,,"Eigenmann, Carl H.",,,PreservedSpecimen,Irwin Expedition,2002-07-03 00:00:00.0
CAS,ICH,79020,1,Percichthys trucha,Percichthyidae,alc-75% EtOH,,-41.2166670000,-72.7000000000,-41.2166670000,-72.7000000000,,,Chile,,,,,"Rio Pescado, into L. Llanquihue, elev. 74 m.",,,,,,"Eigenmann, Carl H.",,,PreservedSpecimen,Irwin Expedition,2002-07-03 00:00:00.0
CAS,ICH,79620,7,Galaxias globiceps,Galaxiidae,alc-75% EtOH,,-41.4080560000,-72.9165300000,-41.4080560000,-72.9165300000,1425.00000000000000,,Chile,Los Lagos,,,,"R. Arenas, 7 km north of Puerto Montt at Bridge Arenas on Alerle Rd.",,,1992,11,27,"Berra, T. M.; Ruiz R., V. H.",,,PreservedSpecimen,,2013-09-19 11:23:31.0
CAS,ICH,81539,1,Diplomystes papillosus,Diplomystidae,C&S-GLYCERINE,,-36.8166670000,-73.0500000000,-36.8166670000,-73.0500000000,,,Chile,Biobio Region,,,,"Lower end of Estero Nonguen, into Rio Andalien on grounds of agricultural college at edge of Concepcion; 90 m elev.",,,1919,3,20,"Eigenmann, Carl H.",,,PreservedSpecimen,From same lot as paratypes of D. nahuelbutaensis;,2017-02-22 16:20:19.0
CAS,ICH,83559,1,Basilichthys,Atherinopsidae,alc-75% EtOH,,-39.8268070000,-73.2347170000,-39.8268070000,-73.2347170000,3913.00000000000000,,Chile,,,,,Valdivia.,,,1919,2,18,"Eigenmann, Carl H.",,Coordinates at Valdivia.,PreservedSpecimen,,2013-06-28 00:00:00.0
CAS,ICH,11546,32,Percichthys trucha,Percichthyidae,alc-75% EtOH,,-38.5316710000,-72.4304240000,-38.5316710000,-72.4304240000,1998.00000000000000,,Chile,Araucania Region,,,,Lautaro.,,,1919,2,13,"Eigenmann, Carl H.",,,PreservedSpecimen,Irwin Expedition,2012-03-21 18:43:24.0
CAS,ICH,11594,7,Percichthys trucha,Percichthyidae,alc-75% EtOH,,-38.5316710000,-72.4304240000,-38.5316710000,-72.4304240000,1998.00000000000000,,Chile,Araucania Region,,,,"Lautaro, Cautin Prov.",,,1919,2,3,"Eigenmann, Carl H.",,,PreservedSpecimen,,2012-03-28 15:43:20.0
CAS,ICH,11678,5,Basilichthys australis,Atherinopsidae,alc-75% EtOH,,-40.5833330000,-73.1500000000,-40.5833330000,-73.1500000000,,,Chile,Los Lagos,,,,"R. Rahue, Osorno; 25 m elev.",,,1919,3,14,"Eigenmann, Carl H.",,,PreservedSpecimen,"Publ.: Mem. Natl. Acad. Sci. Wash., v.22(mem.2): 59, pl.12 (fig.3), 14 (fig.5).",2013-06-28 00:00:00.0
CAS,ICH,11679,2,Basilichthys australis,Atherinopsidae,alc-75% EtOH,,-33.4762430000,-70.6667100000,-33.4762430000,-70.6667100000,21647.00000000000000,,Chile,,,,,Santiago market.,,,,,,"Eigenmann, C. H.; Murdock",,"Coordinates at Santiago, error covers town.",PreservedSpecimen,Irwin Expedition,2016-08-16 15:02:51.0
CAS,ICH,12676,2,Percichthys melanops,Percichthyidae,alc-75% EtOH,,-33.4762430000,-70.6667100000,-33.4762430000,-70.6667100000,21647.00000000000000,,Chile,,,,,Santiago Market,,,,,,"Eigenmann, Carl H.",,"Coordinates at Santiago, error covers town.",PreservedSpecimen,,2018-10-03 10:52:47.0
CAS,ICH,12677,1,Percichthys trucha,Percichthyidae,alc-75% EtOH,,-36.8495990000,-73.0077410000,-36.8495990000,-73.0077410000,3965.00000000000000,,Chile,,,,,Estero nongueu.,,,,,,"Eigenmann, Carl H.",,Polygon covers Estero Nonguen. Coordinates placed at center of polygon.,PreservedSpecimen,,1994-12-22 00:00:00.0
CAS,ICH,12678,2,Percichthys trucha,Percichthyidae,alc-75% EtOH,,-33.4762430000,-70.6667100000,-33.4762430000,-70.6667100000,21647.00000000000000,,Chile,,,,,Santiago market or Estero nongueu.,,,,,,"Eigenmann, Carl H.",,"Coordinates at Santiago, error covers town.",PreservedSpecimen,,1994-12-22 00:00:00.0
CAS,ICH,12690,4,Cauque mauleanum,Atherinopsidae,alc-75% EtOH,,-40.5783810000,-73.1233500000,-40.5783810000,-73.1233500000,2681.00000000000000,,Chile,Los Lagos,,,,Osorno.,,,,,,"Eigenmann, Carl H.",,Coordinates at Osorno.,PreservedSpecimen,,1997-06-27 00:00:00.0
CAS,ICH,12691,25,Cauque mauleanum,Atherinopsidae,alc-75% EtOH,,-41.3000000000,-72.9500000000,-41.3000000000,-72.9500000000,,,Chile,Los Lagos,,,,"Puerto Varas (74 m elev.): either creek through town, or estero into Lago Llanquihue",,,1919,3,12,"Eigenmann, Carl H.",,,PreservedSpecimen,COMBINED WITH CAS 45202.,2002-07-03 00:00:00.0
CAS,ICH,12697,8,Cauque mauleanum,Atherinopsidae,alc-75% EtOH,,-39.8268070000,-73.2347170000,-39.8268070000,-73.2347170000,3913.00000000000000,,Chile,Los Lagos,,,,Valdivia market.,,,1919,2,1,"Eigenmann, Carl H.",,Coordinates at Valdivia.,PreservedSpecimen,,1993-09-21 00:00:00.0
CAS,ICH,12702,1,Geotria australis,Geotriidae,alc,,-38.5333330000,-72.4333330000,-38.5333330000,-72.4333330000,,,Chile,Araucania Region,,,,"R. Cautin ?, Lautaro (elev. 214 m).",,,1919,1,1,"Eigenmann, Carl H.",,,PreservedSpecimen,Irwin Exped.,2003-12-05 15:01:19.0
CAS,ICH,13511,6,Aplochiton,Galaxiidae,alc-75% EtOH,,-41.0857320000,-72.0219840000,-41.0857320000,-72.0219840000,946.00000000000000,,Chile,,,,,Peulla,,,1919,2,1,"Eigenmann, Carl H.",,Coordinates at Peulla.,PreservedSpecimen,,1997-09-25 00:00:00.0
CAS,ICH,13706,8,Diplomystes chilensis,Diplomystidae,alc-75% EtOH,,-33.4762430000,-70.6667100000,-33.4762430000,-70.6667100000,21647.00000000000000,,Chile,,,,,Santiago market.,,,,,,"Eigenmann, C. H.; Murdock",,"Coordinates at Santiago, error covers town.",PreservedSpecimen,Irwin Expedition,2016-08-16 15:02:51.0
ANSP,FISH,22892,1,Percichthys melanops,Percichthyidae,1 alc; 0 sk; 0 c&s,,-33.476243,-70.66671,-33.476243,-70.66671,21647,WGS 84,Chile,,,,,"Santiago, tributary of the Rio de Maypo.",,,0,0,0,Lt. Jas. M. Gilliss,"GEOLocate (Rios & Bart, 2010)","Coordinates at Santiago, error covers town.",PreservedSpecimen,,
ANSP,FISH,69659,1,Mordacia lapicida,Petromyzontidae,1 alc; 0 sk; 0 c&s,,-37.821573,-72.6683,-37.821573,-72.6683,1557,WGS 84,Chile,,,,,"Pacific Ocean, El Vergal, Angol.",,,0,0,0,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)","Coordinates at El Vergel, in the town of Argol.",PreservedSpecimen,,
ANSP,FISH,69660,1,Geotria australis,Petromyzontidae,1 alc; 0 sk; 0 c&s,,-38.012456,-73.074382,-38.012456,-73.074382,3711,WGS 84,Chile,,,,,"Rio Puren, Puren.",,,1938,1,3,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)",Polygon covers Rio Puren around town of Puren.,PreservedSpecimen,,
ANSP,FISH,69696,14,Brachygalaxias bullocki,Galaxiidae,14 alc; 0 sk; 0 c&s,,-38.762341,-72.630002,-38.762341,-72.630002,1710,WGS 84,Chile,,,,,"Maquehue, Temuco.",,,1910,4,12,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)","Coordinates at Maquehue, in town of Temuco.",PreservedSpecimen,,
ANSP,FISH,69710,3,Brachygalaxias bullocki,Galaxiidae,3 alc; 0 sk; 0 c&s,,-37.821573,-72.6683,-37.821573,-72.6683,1557,WGS 84,Chile,,,,,"El Vergal, Angol.",,,1933,0,0,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)","Coordinates at El Vergel, in the town of Argol.",PreservedSpecimen,,
ANSP,FISH,71081,3,Percilia gillissii,Percichthyidae,3 alc; 0 sk; 0 c&s,,-34.688258,-71.048647,-34.688258,-71.048647,77112,WGS 84,Chile,Colchagua Prov.,,,,"San Francisco, Estero.",,,0,0,0,Carlos A. Marelli,"GEOLocate (Rios & Bart, 2010)","Polygon covers Province of Colchagua, coordinates placed at center of polygon.",PreservedSpecimen,,
ANSP,FISH,75668,24,Percilia gillissii,Percichthyidae,24 alc; 0 sk; 0 c&s,,-37.821573,-72.6683,-37.821573,-72.6683,1557,WGS 84,Chile,,,,,"El Vergal, Angol.",,,0,0,0,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)","Coordinates at El Vergel, in the town of Argol.",PreservedSpecimen,,
ANSP,FISH,75669,3,Percilia gillissii,Percichthyidae,3 alc; 0 sk; 0 c&s,,-37.821573,-72.6683,-37.821573,-72.6683,1557,WGS 84,Chile,,,,,"El Vergal, Angol.",,,1931,0,0,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)","Coordinates at El Vergel, in the town of Argol.",PreservedSpecimen,,
ANSP,FISH,75670,6,Percilia gillissii,Percichthyidae,6 alc; 0 sk; 0 c&s,,-37.801179,-72.650897,-37.801179,-72.650897,4860,WGS 84,Chile,,,,,"Mallico River, Angol.",,,1940,1,7,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)",Polygon covers Rio Malleco around town of Angol.,PreservedSpecimen,,
ANSP,FISH,75671,2,Percilia gillissii,Percichthyidae,2 alc; 0 sk; 0 c&s,,-37.821573,-72.6683,-37.821573,-72.6683,1557,WGS 84,Chile,,,,,"El Vergal, Angol.",,,0,0,0,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)","Coordinates at El Vergel, in the town of Argol.",PreservedSpecimen,,
ANSP,FISH,77949,1,Percichthys melanops,Percichthyidae,0 alc; 1 sk; 0 c&s,,-33.041803,-71.608664,-33.041803,-71.608664,4808,WGS 84,Chile,,,,,Valparaiso.,,,1865,0,0,Joseph Hyrtl Collection,"GEOLocate (Rios & Bart, 2010)","Coordinates at Valparaiso, error covers town.",PreservedSpecimen,,
ANSP,FISH,79404,9,Galaxias maculatus,Galaxiidae,8 alc; 0 sk; 1 c&s,,-37.801179,-72.650897,-37.801179,-72.650897,4860,WGS 84,Chile,,,,,"Mallico River, Angol.",,,1940,1,7,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)",Polygon covers Rio Malleco around town of Angol.,PreservedSpecimen,,
ANSP,FISH,79405,5,Galaxias maculatus,Galaxiidae,5 alc; 0 sk; 0 c&s,,-37.821573,-72.6683,-37.821573,-72.6683,1557,WGS 84,Chile,,,,,"Vergal, Angol.",,,0,0,0,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)","Coordinates at El Vergel, in the town of Argol.",PreservedSpecimen,,
ANSP,FISH,79406,1,Galaxias maculatus,Galaxiidae,1 alc; 0 sk; 0 c&s,,-37.821573,-72.6683,-37.821573,-72.6683,1557,WGS 84,Chile,,,,,"El Vergal, Angol.",,,0,0,0,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)","Coordinates at El Vergel, in the town of Argol.",PreservedSpecimen,,
ANSP,FISH,84144,8,Percichthys trucha,Percichthyidae,8 alc; 0 sk; 0 c&s,,-37.821573,-72.6683,-37.821573,-72.6683,1557,WGS 84,Chile,Angol,,,,El Vergal.,,,0,0,0,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)","Coordinates at El Vergel, in the town of Argol.",PreservedSpecimen,,
ANSP,FISH,84145,9,Percichthys trucha,Percichthyidae,9 alc; 0 sk; 0 c&s,,-37.821573,-72.6683,-37.821573,-72.6683,1557,WGS 84,Chile,,,,,"El Vergal, Angol.",,,1933,0,0,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)","Coordinates at El Vergel, in the town of Argol.",PreservedSpecimen,,
ANSP,FISH,84191,9,Mordacia lapicida,Petromyzontidae,9 alc; 0 sk; 0 c&s,,-37.821573,-72.6683,-37.821573,-72.6683,1557,WGS 84,Chile,,,,,"Pacific Ocean, El Vergal, Angol.",,,0,0,0,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)","Coordinates at El Vergel, in the town of Argol.",PreservedSpecimen,,
ANSP,FISH,84192,10,Mordacia lapicida,Petromyzontidae,10 alc; 0 sk; 0 c&s,,-37.798517,-72.702546,-37.798517,-72.702546,3036,WGS 84,Chile,,,,,"Mill Canal from Mallec River, Angol.",,,0,0,0,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)",Coordinates at Angol. Error covers town.,PreservedSpecimen,,
ANSP,FISH,84193,4,Diplomystes chilensis,Diplomystidae,4 alc; 0 sk; 0 c&s,,-37.821573,-72.6683,-37.821573,-72.6683,1557,WGS 84,Chile,,,,,"El Vergal, Angol.",,,1931,0,0,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)","Coordinates at El Vergel, in the town of Argol.",PreservedSpecimen,,
ANSP,FISH,84194,1,Diplomystes chilensis,Diplomystidae,1 alc; 0 sk; 0 c&s,,-37.821573,-72.6683,-37.821573,-72.6683,1557,WGS 84,Chile,,,,,"El Vergal, Angol.",,,1933,0,0,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)","Coordinates at El Vergel, in the town of Argol.",PreservedSpecimen,,
ANSP,FISH,84620,6,Salmo trutta,Salmonidae,6 alc; 0 sk; 0 c&s,,-37.821573,-72.6683,-37.821573,-72.6683,1557,WGS 84,Chile,,,,,"El Vergal, Angol.",,,1931,0,0,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)","Coordinates at El Vergel, in the town of Argol.",PreservedSpecimen,,
ANSP,FISH,84621,10,Salmo trutta,Salmonidae,10 alc; 0 sk; 0 c&s,,-37.821573,-72.6683,-37.821573,-72.6683,1557,WGS 84,Chile,,,,,"El Vergal, Angol.",,,1933,0,0,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)","Coordinates at El Vergel, in the town of Argol.",PreservedSpecimen,,
ANSP,FISH,105668,1,Mordacia lapicida,Petromyzontidae,1 alc; 0 sk; 0 c&s,,-37.800416,-72.704177,-37.800416,-72.704177,4009,WGS 84,Chile,,,,,Angol; Canal del Globo.,,,1943,1,5,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)","Polygon covers town of Angol, coordinates at El Vergal River.",PreservedSpecimen,,
ANSP,FISH,106262,14,Galaxias,Galaxiidae,14 alc; 0 sk; 0 c&s,,-37.803875,-72.681303,-37.803875,-72.681303,3253,WGS 84,Chile,,,,,Angol; Rio Huequen.,,,0,0,0,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)",Polygon covers Rio Hueguen around Angol.,PreservedSpecimen,,
ANSP,FISH,106263,28,Galaxias,Galaxiidae,28 alc; 0 sk; 0 c&s,,-39.823444,-73.26248,-39.823444,-73.26248,4906,WGS 84,Chile,,,,,Valdivia; Rio Valdivia.,,,1942,9,19,"D. S. Bullock, J. Bartolotti","GEOLocate (Rios & Bart, 2010)",Polygon covers Rio Valdivia around town of Valdivia.,PreservedSpecimen,,
UMMZ,ummz_fish,61996,,Percichthys,Percichthyidae,EtOH - 2,,-36.8282270000,-73.0078270000,-36.8282270000,-73.0078270000,,,Chile,,,,,"Estero Nonguen, Concepcion",,,1919,3,20,CH Eigenmann,,,PreservedSpecimen,,
ANSP,FISH,119883,1,Percichthys melanops,Percichthyidae,1 alc; 0 sk; 0 c&s,,-37.821573,-72.6683,-37.821573,-72.6683,1557,WGS 84,Chile,,,,,"Malleco River, El Vergel Farm near Huegen, which is 3 km E of Angol.",,,1968,1,14,E.J. Hugghins,"GEOLocate (Rios & Bart, 2010)",,PreservedSpecimen,,
ANSP,FISH,121605,1,Carassius auratus,Cyprinidae,1 alc; 0 sk; 0 c&s,,-32.800097,-70.951819,-32.800097,-70.951819,2563,WGS 84,Chile,,,,,"Rio Aconcagua, Catemu.",,,1969,7,15,E.J. Hugghins,"GEOLocate (Rios & Bart, 2010)",Polygon covers Rio Aconcagua around Catemu.,PreservedSpecimen,,
ANSP,FISH,121629,1,Poeciliidae,Poeciliidae,1 alc; 0 sk; 0 c&s,,-32.800097,-70.951819,-32.800097,-70.951819,2563,WGS 84,Chile,,,,,"Rio Aconcagua, Catemu.",,,1969,7,15,E.J. Hugghins,"GEOLocate (Rios & Bart, 2010)",Polygon covers Rio Aconcagua around Catemu.,PreservedSpecimen,,
ANSP,FISH,122573,19,Mordacia lapicida,Petromyzontidae,19 alc; 0 sk; 0 c&s,,-37.798517,-72.702546,-37.798517,-72.702546,3036,WGS 84,Chile,,,,,"Mill Canal from Mallec River, Angol.",,,0,0,0,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)",Coordinates at Angol. Error covers town.,PreservedSpecimen,,
ANSP,FISH,131419,7,Percilia,Percichthyidae,7 alc; 0 sk; 0 c&s,,-37.803875,-72.681303,-37.803875,-72.681303,3253,WGS 84,Chile,,,,,Angol; Rio Huequen.,,,0,0,0,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)",Polygon covers Rio Hueguen around Angol.,PreservedSpecimen,,
ANSP,FISH,143466,50,Percichthys trucha,Percichthyidae,50 alc; 0 sk; 0 c&s,,-37.801179,-72.650897,-37.801179,-72.650897,4860,WGS 84,Chile,,,,,Angol; Rio Malleco.,,,0,0,0,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)",Polygon covers Rio Malleco around town of Angol.,PreservedSpecimen,,
ANSP,FISH,159296,1,Galaxias maculatus,Galaxiidae,1 alc; 0 sk; 0 c&s,,-37.821573,-72.6683,-37.821573,-72.6683,1557,WGS 84,Chile,,,,,"El Vergal, Angol.",,,1933,0,0,D. S. Bullock,"GEOLocate (Rios & Bart, 2010)","Coordinates at El Vergel, in the town of Argol.",PreservedSpecimen,,
ANSP,FISH,177913,5,Diplomystes nahuelbutaensis,Diplomystidae,5 alc; 0 sk; 0 c&s,,-37.215389,-72.462482,-37.215389,-72.462482,500,WGS 84,Chile,,,,,"Rio Laja at La Cantera, 7 km below Salto Laja (Rio Bio Bio Drainage).",,0-60 cm,1992,12,9,"T.M. Berra, V.H. Ruiz, C. Meier","GEOLocate (Rios & Bart, 2010)",Coordinates placed 7 km downstream from Salto del Laja.,PreservedSpecimen,,
ANSP,FISH,177914,2,Diplomystes nahuelbutaensis,Diplomystidae,2 alc; 0 sk; 0 c&s,,-37.303031,-71.968153,-37.303031,-71.968153,90,WGS 84,Chile,,,,,Rio Laja at bridge 2 km south of Tucapel (Rio Bio Bio Drainage),,0-30 cm,1992,11,14,"T.M. Berra, V.H. Ruiz, C. Meier","GEOLocate (Rios & Bart, 2010)",,PreservedSpecimen,,
ANSP,FISH,177915,1,Diplomystes camposensis,Diplomystidae,1 alc; 0 sk; 0 c&s,,-40.668314,-72.464351,-40.668314,-72.464351,12081,WGS 84,Chile,,,,,Lago Piuihue [=Lago Puyehue ?],,,0,0,0,,"GEOLocate (Rios & Bart, 2010)",,PreservedSpecimen,,
