InstitutionCode,CollectionCode,CatalogNumber,IndividualCount,ScientificName,Family,PreparationType,Tissues,Latitude,Longitude,decimalLatitude,decimalLongitude,CoordinateUncertaintyInMeters,HorizontalDatum,Country,StateProvince,County,Island,IslandGroup,Locality,VerbatimElevation,VerbatimDepth,YearCollected,MonthCollected,DayCollected,Collector,GeorefMethod,LatLongComments,BasisOfRecord,Remarks,DateLastModified
MCZ,Ich,18165,1,Cauque itatanum,Atherinopsidae,whole animal (alcohol),,-36.894453,-72.377355,-36.894453,-72.377355,72997,decimal degrees,Chile,,,,,Itata,,,,,,Hassler Expedition,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Polygon covers Rio Itata, coordinates placed at center of polygon.",PreservedSpecimen,age class: adult; standard length: 72-104mm,2017-08-23 09:53:43.0
MCZ,Ich,46245,1,Galaxias delfini,Galaxiidae,whole animal (alcohol),,-51.092984,-73.034237,-51.092984,-73.034237,4783,decimal degrees,Chile,,,,,Lago Pehoe below falls.,,,,,,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Polygon covers Lago Pehoe, coordinates placed at center of polygon.",PreservedSpecimen,age class: adult,2016-01-13 14:58:46.0
MCZ,Ich,46240,1,Brachygalaxias bullocki,Galaxiidae,whole animal (alcohol),,-39.831337,-73.340596,-39.831337,-73.340596,3169,decimal degrees,Chile,,,,,"Trib. of Rio Cutipai, lower Valdivia River System.",,,,,,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Polygon covers Estero Cutipay, below Valdivia.",PreservedSpecimen,age class: adult,2016-01-13 14:58:46.0
MCZ,Ich,46201,1,Aplochiton taeniatus,Galaxiidae,,,-39.300231,-72.09226,-39.300231,-72.09226,13441,decimal degrees,Chile,,,,,"From Lago Villarica, Chile",,,1968,3,3,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Polygon covers Lago Villarica, coordinates placed at souther shore.",PreservedSpecimen,,2018-04-03 14:32:58.0
MCZ,Ich,46272,1,Aplochiton zebra,Galaxiidae,whole animal (cleared and stained); whole animal (70% ethanol),,-51.53647,-72.651863,-51.53647,-72.651863,4093,decimal degrees,Chile,,,,,Streams entering Lago Sofia from the south.,,,,,,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Polygon covers Lago Sofia, coordinates at south shore.",PreservedSpecimen,age class: adult,2018-07-03 12:47:02.0
MCZ,Ich,18161,1,Odontesthes mauleanum,Atherinopsidae,whole animal (alcohol),,-36.625,-72.175,-36.625,-72.175,115000,deg. min. sec.,Chile,Biobio Region,,,,Chillán,,,,,,Hassler Expedition,unknown,"Lat. seconds and Long. seconds blank in MUSE (Fish). Set to 30, Maximum Error set to 115 km. in MCZbase",PreservedSpecimen,age class: adult; standard length: 186-190mm,2017-11-17 16:10:58.0
MCZ,Ich,61245,1,Diplomystes nahuelbutaensis,Diplomystidae,whole animal (alcohol),,-37.677273,-72.020377,-37.677273,-72.020377,141321,decimal degrees,Chile,Biobio Region,Concepcion,,,Upper Río Bío-Bío,,,,,,"V. H. Ruiz, H. Oyarzo",MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Polygon covers Rio Bio Bio, coordinates placed at center of polygon.",PreservedSpecimen,age class: adult,2018-09-17 16:32:38.0
CUMV,Fish,73193,,Basilichthys microlepidotus,Atherinopsidae,whole organism (isopropanol) - 4,,-39.826807,-73.234717,-39.826807,-73.234717,3913,WGS84,Chile,Los Ríos,Valdivia,,,"South America | Chile | Los Rios | Valdivia | Valdivia, Los Lagos,""Chile, Los Lagos, Valdivia"" (bad region assertion?)",,,1919,,,Carl Eigenmann,VertNet Georeferencing Guidelines,,PreservedSpecimen,,2018-06-28
YPM,VZ,YPM ICH 016654,6,Eleginops maclovinus,Eleginopidae,10% form.->70% alc.; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH; tissue in EtOH,,-53.158695,-70.890239,-53.158695,-70.890239,5292,WGS84,Chile,,,,,Punta Arenas fish market,,,2003,3,7,,digital resource,"from FishNet repatriation dataset for YPM, 2 Feb 2015",PreservedSpecimen,ICH number 16654; lot count 6,2016-03-04T13:06:31.000Z
YPM,VZ,YPM ICH 009315,2,Eleginops maclovinus,Eleginopidae,10% form.->70% alc.,,-41.60359,-72.994654,-41.60359,-72.994654,551,WGS84,Chile,,,,,"Gulfo de Ancud. Capesa Wappi Island, off Puerto Montt",,,1935,1,17,,digital resource,"from FishNet repatriation dataset for YPM, 2 Feb 2015",PreservedSpecimen,ICH number 9315; lot count 2,2017-10-18T13:11:54.000Z
YPM,VZ,YPM ICH 032275,1,Eleginops maclovinus,Eleginopidae,cleared & stained,,-39.38,-74.23,-39.38,-74.23,,,Chile,Cautin Province,,,,"Queule, about 80 km north of Valdivia, in an estuary zone with shallow water",,,1985,3,1,Germain Requeno Reyes,digital resource,,PreservedSpecimen,ICH number 32275; lot count 1,2018-07-19T11:11:30.000Z
YPM,VZ,YPM ICH 016549,3,Eleginops maclovinus,Eleginopidae,10% form.->70% alc.; tissue in EtOH; tissue in EtOH; tissue in EtOH,,-53.158695,-70.890239,-53.158695,-70.890239,5292,WGS84,Chile,,,,,Punta Arenas fish market,,,2006,2,15,Thomas J. Near,digital resource,"from FishNet repatriation dataset for YPM, 2 Feb 2015",PreservedSpecimen,ICH number 16549; lot count 3,2016-03-04T13:06:31.000Z
TNHC,Ichthyology Collection,68429,,Galaxiidae,Galaxiidae,Fluid,,-44.5333330000,-72.9166670000,-44.5333330000,-72.9166670000,1000,,Chile,Región XI,,,,Intertidal pools of river that originates in Lago Camillo on Isla Magdalena and flows to Seno Soto,,,1995,1,24,"Hendrickson,Dean; Jennings,John",,,PreservedSpecimen,"1/8"" seine used to survey",
TNHC,Ichthyology Collection,68430,,Galaxiidae,Galaxiidae,Fluid,,-44.5333330000,-72.9166670000,-44.5333330000,-72.9166670000,1000,,Chile,Región XI,,,,Intertidal pools of river that originates in Lago Camillo on Isla Magdalena and flows to Seno Soto,,,1995,1,24,"Hendrickson,Dean; Jennings,John",,,PreservedSpecimen,"1/8"" seine used to survey",
TNHC,Ichthyology Collection,68431,,Eleginops maclovinus,Eleginopidae,Fluid,,-44.5333330000,-72.9166670000,-44.5333330000,-72.9166670000,1000,,Chile,Región XI,,,,Intertidal pools of river that originates in Lago Camillo on Isla Magdalena and flows to Seno Soto,,,1995,1,24,"Hendrickson,Dean; Jennings,John",,,PreservedSpecimen,"1/8"" seine used to survey",
TNHC,Ichthyology Collection,68432,,Eleginops maclovinus,Eleginopidae,Fluid,,-44.5333330000,-72.9166670000,-44.5333330000,-72.9166670000,1000,,Chile,Región XI,,,,Intertidal pools of river that originates in Lago Camillo on Isla Magdalena and flows to Seno Soto,,,1995,1,24,"Hendrickson,Dean; Jennings,John",,,PreservedSpecimen,"1/8"" seine used to survey",
TNHC,Ichthyology Collection,68433,,Galaxias sp.,Galaxiidae,Fluid,,-44.5333330000,-72.9166670000,-44.5333330000,-72.9166670000,1000,,Chile,Región XI,,,,Intertidal pools of river that originates in Lago Camillo on Isla Magdalena and flows to Seno Soto,,,1995,1,24,"Hendrickson,Dean; Jennings,John",,,PreservedSpecimen,"1/8"" seine used to survey",
TNHC,Ichthyology Collection,69053,,Oncorhynchus mykiss,Salmonidae,Fluid,,-44.5333330000,-72.9166670000,-44.5333330000,-72.9166670000,500,,Chile,Región XI,,,,River that originates from Lago Comillo on Isla Magdalena from inter-tidal area to first waterfall,,,1995,1,26,"Hendrickson,Dean; Jennings,John",,,PreservedSpecimen,,
TNHC,Ichthyology Collection,69054,,Salmo trutta,Salmonidae,Fluid,,-44.5333330000,-72.9166670000,-44.5333330000,-72.9166670000,500,,Chile,Región XI,,,,River that originates from Lago Comillo on Isla Magdalena from inter-tidal area to first waterfall,,,1995,1,26,"Hendrickson,Dean; Jennings,John",,,PreservedSpecimen,,
ROM,Fishes,81200,27,Galaxias sp,Galaxiidae,whole animal (ETOH),,-52.91667,-70.9,-52.91667,-70.9,,decimal degrees,Chile,,,,,"Punta Arenas, Rio Pescado",,,1995,2,15,"Peck, M.;Baker, A.",,,PreservedSpecimen,,3/4/2018
ROM,Fishes,81190,36,Brachygalaxias bullocki,Galaxiidae,whole animal (ETOH),,-41.4,-73.01667,-41.4,-73.01667,,decimal degrees,Chile,Los Lagos,,,,"near Alerce, Rio Arenas",,,1995,2,12,"Peck, M.;Baker, A.",,,PreservedSpecimen,,3/4/2018
ROM,Fishes,81188,4,Salmo trutta,Salmonidae,whole animal (ETOH),,-41.4,-72.93333,-41.4,-72.93333,,decimal degrees,Chile,Los Lagos,,,,"near Alerce (""El Arrayan""), Estero Arrayan",,,1995,2,12,"Peck, M.;Baker, A.",,,PreservedSpecimen,,3/4/2018
ROM,Fishes,81195,37,Brachygalaxias bullocki,Galaxiidae,whole animal (ETOH),,-41.4,-72.93333,-41.4,-72.93333,,decimal degrees,Chile,Los Lagos,,,,"near Alerce (""El Arrayan""), Estero Arrayan",,,1995,2,12,"Peck, M.;Baker, A.",,,PreservedSpecimen,,3/4/2018
ROM,Fishes,81192,16,Galaxias sp,Galaxiidae,whole animal (ETOH),,-41.13334,-72.8,-41.13334,-72.8,,decimal degrees,Chile,Los Lagos,,,,"La Poza, near Punta Varas, Lago Llanquihue",,,1995,2,11,"Peck, M.;Baker, A.",,,PreservedSpecimen,,3/4/2018
ROM,Fishes,81197,1,Percilia gillissi,Perciliidae,whole animal (ETOH),,-41.13334,-72.8,-41.13334,-72.8,,decimal degrees,Chile,Los Lagos,,,,"La Poza, near Punta Varas, Lago Llanquihue",,,1995,2,11,"Peck, M.;Baker, A.",,,PreservedSpecimen,,3/4/2018
ROM,Fishes,81196,1,Oncorhynchus mykiss,Salmonidae,whole animal (ETOH),,-39.83333,-72.3,-39.83333,-72.3,,decimal degrees,Chile,Los Lagos,,,,,,,1995,2,11,"Peck, M.;Baker, A.",,,PreservedSpecimen,,3/4/2018
ROM,Fishes,81198,1,Percilia gillissi,Perciliidae,whole animal (ETOH),,-39.83333,-72.3,-39.83333,-72.3,,decimal degrees,Chile,Los Lagos,,,,,,,1995,2,11,"Peck, M.;Baker, A.",,,PreservedSpecimen,,3/4/2018
ROM,Fishes,81199,74,Galaxias maculatus,Galaxiidae,whole animal (ETOH),,-39.83333,-72.3,-39.83333,-72.3,,decimal degrees,Chile,Los Lagos,,,,,,,1995,2,11,"Peck, M.;Baker, A.",,,PreservedSpecimen,,3/4/2018
USNM,Fishes,176559,88,Odontesthes,Atherinopsidae,,,-42.48,07246 W,-42.48,07246 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Castro",,,1945,1,20,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,331423,2,Galaxias maculatus,Galaxiidae,,,-53.8389,07027 W,-53.8389,07027 W,,Degrees Minutes Seconds,Chile,,,,,"Creek Near Chilean Naval Outpost, NNW of Harriss Bay, East Coast of Dawson Island, Chile.",,,1969,5,13,H. Fehlmann,,,PreservedSpecimen,,
USNM,Fishes,331419,87,Galaxias maculatus,Galaxiidae,,,-53.8389,07027 W,-53.8389,07027 W,,Degrees Minutes Seconds,Chile,,,,,"Creek Near Chilean Naval Outpost, NNW of Harriss Bay, East Coast of Dawson Island, Chile.",,,1969,5,13,H. Fehlmann,,,PreservedSpecimen,"5 spec. exchanged to chesapeake biol. lab. mar 1980, 2 specimens removed for c & s",
USNM,Fishes,432644,1,Basilichthys microlepidotus,Atherinopsidae,Glycerin with Bone and Cartilage Stain,,-37.08,07307 W,-37.08,07307 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Lota, Chile",,,1888,2,15,,,,PreservedSpecimen,Out of USNM 077355.,
USNM,Fishes,77355,6,Basilichthys microlepidotus,Atherinopsidae,,,-37.08,07307 W,-37.08,07307 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Lota, Chile",,,1888,2,15,,,,PreservedSpecimen,1 of original 8 spms to brit. mus. (1935).  1 of 7 specimens cleared and stained and recataloged as USNM 432644.,
USNM,Fishes,176568,22,Odontesthes,Atherinopsidae,,,-42.48,07246 W,-42.48,07246 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Castro",,,1945,1,20,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,315406,2,Galaxias maculatus,Galaxiidae,Glycerin with Bone Stain,,-53.8389,07027 W,-53.8389,07027 W,,Degrees Minutes Seconds,Chile,,,,,"Creek Near Chilean Naval Outpost, NNW of Harriss Bay, East Coast of Dawson Island, Chile.",,,1969,5,13,H. Fehlmann,,,PreservedSpecimen,"Originally cataloged as 1 specimen but as of November 2009, there are actually 2 specimens in glycerin.",
USNM,Fishes,39119,1,Aplochiton zebra,Galaxiidae,,,-74.25,51,-74.25,51,,Degrees Minutes Seconds,Chile,,,,,"Chile: Puerto Bueno, From a Small Lake",,,,,,W. Wood,,,PreservedSpecimen,19287,
USNM,Fishes,176571,1,Odontesthes,Atherinopsidae,,,-29.98,07122 W,-29.98,07122 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Guayacan Bay, Herradura",,,1944,10,15,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,331421,2,Galaxias maculatus,Galaxiidae,,,-53.8389,07027 W,-53.8389,07027 W,,Degrees Minutes Seconds,Chile,,,,,"Creek Near Chilean Naval Outpost, NNW of Harriss Bay, East Coast of Dawson Island, Chile.",,,1969,5,13,H. Fehlmann,,,PreservedSpecimen,,
USNM,Fishes,176502,6,Odontesthes,Atherinopsidae,,,-43.62,07300 W,-43.62,07300 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Tictoc Bay",,,1945,1,24,M. Lobell & Derris,,,PreservedSpecimen,,
USNM,Fishes,176484,10,Odontesthes,Atherinopsidae,,,-42.47,07330 W,-42.47,07330 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Archao, Chiloe Island, Chiloe Bay",,,1945,2,5,Fisherman,,,PreservedSpecimen,,
USNM,Fishes,77356,2,Basilichthys microlepidotus australis,Atherinopsidae,,,-36.58,07253 W,-36.58,07253 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Tome, Chile",,,,,,United States Bureau of Fisheries,,,PreservedSpecimen,,
NCSM,NCSM-Fishes,50893,1,Aplochiton zebra,Galaxiidae,,,-55.017799377441406,-67.27539825439453,-55.017799377441406,-67.27539825439453,,WGS84,Chile,Magallanes and Antártica Chilena,Antártica Chilena,,,"Chile (S of Santiago) Minor Coastal (misc. creek tribs), Lago Pollollo [Lake Pollollo], [Isla Navarino], [ca. 14.8 air miles ESE center Puerto Williams], [Communa de Cabo de Hornos]",,,2006,2,25,,,,PreservedSpecimen,,2019-10-04 14:56:54.0
NCSM,NCSM-Fishes,50894,11,Galaxias maculatus,Galaxiidae,,,-54.945098876953125,-68.58820343017578,-54.945098876953125,-68.58820343017578,,WGS84,Chile,Magallanes and Antártica Chilena,Antártica Chilena,,,"Chile (S of Santiago) Minor Coastal (misc. creek tribs), [River (name unknown)], 50 meters upstream of [Canal Beagle], near estancia Canasaca, [Península Dumas], [Isla Hoste], [ca. 15.7 air miles SW center Ushuaia, Argentina], [Communa de Cabo de Hornos], [see remarks]",,,2006,2,21,,,,PreservedSpecimen,,2019-10-04 14:56:54.0
NCSM,NCSM-Fishes,50895,8,Salmo trutta,Salmonidae,,,-54.94169998168945,-67.65760040283203,-54.94169998168945,-67.65760040283203,,WGS84,Chile,Magallanes and Antártica Chilena,Antártica Chilena,,,"Chile (S of Santiago) Minor Coastal (misc. creek tribs), [Río] Robalo, 50 meters upstream of bridge [Y-905], [Isla Navarino], [ca. 1.7 air miles WSW center Puerto Williams], [Communa de Cabo de Hornos]",,,2006,2,10,,,,PreservedSpecimen,,2019-10-04 14:56:54.0
NCSM,NCSM-Fishes,50896,11,Galaxias maculatus,Galaxiidae,,,-54.94169998168945,-67.65760040283203,-54.94169998168945,-67.65760040283203,,WGS84,Chile,Magallanes and Antártica Chilena,Antártica Chilena,,,"Chile (S of Santiago) Minor Coastal (misc. creek tribs), [Río] Robalo, 50 meters upstream of bridge [Y-905], [Isla Navarino], [ca. 1.7 air miles WSW center Puerto Williams], [Communa de Cabo de Hornos]",,,2006,2,10,,,,PreservedSpecimen,,2019-10-04 14:56:54.0
NCSM,NCSM-Fishes,50897,10,Galaxias maculatus,Galaxiidae,,,-55.17070007324219,-68.10590362548828,-55.17070007324219,-68.10590362548828,,WGS84,Chile,Magallanes and Antártica Chilena,Antártica Chilena,,,"Chile (S of Santiago) Minor Coastal (misc. creek tribs), Small stream [name unknown], outflowing from beaver lagoon into Caleta Douglas [Douglas Bay], [Isla Navarino], [ca. 25.4 air miles SW center Puerto Williams], [Communa de Cabo de Hornos]",,,2006,2,19,,,,PreservedSpecimen,,2019-10-04 14:56:54.0
NCSM,NCSM-Fishes,50898,10,Galaxias maculatus,Galaxiidae,,,-54.98109817504883,-68.37359619140625,-54.98109817504883,-68.37359619140625,,WGS84,Chile,Magallanes and Antártica Chilena,Antártica Chilena,,,"Chile (S of Santiago) Minor Coastal (misc. creek tribs), [River (name unknown) flowing into Canal Murray], [Península Dumas], [Isla Hoste], [ca. 13.4 air miles SSW center Ushuaia, Argentina], [Communa de Cabo de Hornos]",,,2006,2,20,,,,PreservedSpecimen,,2019-10-04 14:56:54.0
NCSM,NCSM-Fishes,50899,5,Galaxias maculatus,Galaxiidae,,,-54.942501068115234,-68.59320068359375,-54.942501068115234,-68.59320068359375,,WGS84,Chile,Magallanes and Antártica Chilena,Antártica Chilena,,,"Chile (S of Santiago) Minor Coastal (misc. creek tribs), [Large river (name unknown)], near estancia Canasaca, [Península Dumas], [Isla Hoste], [ca. 15.7 air miles SW center Ushuaia, Argentina], [Communa de Cabo de Hornos], [see remarks]",,,2006,2,21,,,,PreservedSpecimen,,2019-10-04 14:56:54.0
NCSM,NCSM-Fishes,50900,5,Galaxias maculatus,Galaxiidae,,,-54.94160079956055,-68.56559753417969,-54.94160079956055,-68.56559753417969,,WGS84,Chile,Magallanes and Antártica Chilena,Antártica Chilena,,,"Chile (S of Santiago) Minor Coastal (misc. creek tribs), Small stream [name unknown] beside estancia Canasaca, [Península Dumas], [Isla Hoste], [ca. 14.9 air miles SW center Ushuaia, Argentina], [Communa de Cabo de Hornos], [see remarks]",,,2006,2,22,,,,PreservedSpecimen,,2019-10-04 14:56:54.0
NCSM,NCSM-Fishes,50901,1,Galaxias maculatus,Galaxiidae,,,-54.91279983520508,-67.84839630126953,-54.91279983520508,-67.84839630126953,,WGS84,Chile,Magallanes and Antártica Chilena,Antártica Chilena,,,"Chile (S of Santiago) Minor Coastal (misc. creek tribs), [Río] Guerrico, 50 meters upstream bridge [Y-905], [Isla Navarino], [ca. 9.3 air miles ENE center Puerto Williams], [Communa de Cabo de Hornos]",,,2006,2,13,,,,PreservedSpecimen,,2019-10-04 14:56:54.0
NCSM,NCSM-Fishes,50902,5,Galaxias maculatus,Galaxiidae,,,-54.94110107421875,-67.70269775390625,-54.94110107421875,-67.70269775390625,,WGS84,Chile,Magallanes and Antártica Chilena,Antártica Chilena,,,"Chile (S of Santiago) Minor Coastal (misc. creek tribs), [River (name unknown)], at [Cascada] Los Bronces [Los Bronces Falls], 50 meters upstream from road [Y-905], [Isla Navarino], [ca. 3.5 air miles WSW center Puerto Williams], [Comuna de Cabo de Hornos]",,,2006,2,18,,,,PreservedSpecimen,,2019-10-04 14:56:54.0
NCSM,NCSM-Fishes,50903,1,Galaxias maculatus,Galaxiidae,,,-54.929100036621094,-67.99040222167969,-54.929100036621094,-67.99040222167969,,WGS84,Chile,Magallanes and Antártica Chilena,Antártica Chilena,,,"Chile (S of Santiago) Minor Coastal (misc. creek tribs), Lago Mejillones [Lake Mejillones], [Isla Navarino], [ca. 15.5 air miles SE center Ushuaia, Argentina], [Communa de Cabo de Hornos]",,,2006,1,30,,,,PreservedSpecimen,,2019-10-04 14:56:54.0
NCSM,NCSM-Fishes,50904,7,Salmo trutta,Salmonidae,,,-54.9390983581543,-67.6011962890625,-54.9390983581543,-67.6011962890625,,WGS84,Chile,Magallanes and Antártica Chilena,Antártica Chilena,,,"Chile (S of Santiago) Minor Coastal (misc. creek tribs), Río Ukika, [Isla Navarino], [ca. 0.7 air miles SE center Puerto Williams], [Communa de Cabo de Hornos]",,,2006,2,2,,,,PreservedSpecimen,,2019-10-04 14:56:54.0
NCSM,NCSM-Fishes,50905,3,Galaxias maculatus,Galaxiidae,,,-54.90530014038086,-67.99849700927734,-54.90530014038086,-67.99849700927734,,WGS84,Chile,Magallanes and Antártica Chilena,Antártica Chilena,,,"Chile (S of Santiago) Minor Coastal (misc. creek tribs), Río Mejillones, [Isla Navarino], [ca. 15.3 air miles WNW center Puerto Williams], [Comuna de Cabo de Hornos]",,,2006,1,9,,,,PreservedSpecimen,,2019-10-04 14:56:54.0
NCSM,NCSM-Fishes,50906,15,Galaxias maculatus,Galaxiidae,,,-54.90879821777344,-68.10900115966797,-54.90879821777344,-68.10900115966797,,WGS84,Chile,Magallanes and Antártica Chilena,Antártica Chilena,,,"Chile (S of Santiago) Minor Coastal (misc. creek tribs), Río Lum, 50 meters upstream from road [Y-905], [Isla Navarino], [ca. 11.0 air miles SE center Ushuaia, Argentina], [Comuna de Cabo de Hornos]",,,2006,2,6,,,,PreservedSpecimen,,2019-10-04 14:56:54.0
NCSM,NCSM-Fishes,50907,5,Galaxias maculatus,Galaxiidae,,,-54.93870162963867,-67.62339782714844,-54.93870162963867,-67.62339782714844,,WGS84,Chile,Magallanes and Antártica Chilena,Antártica Chilena,,,"Chile (S of Santiago) Minor Coastal (misc. creek tribs), [Stream (name unknown) entering Seno Lauro inlet], 50 meters upstream of bridge [Y-905/Avenida Costanera Juan Pablo Segundo], [Isla Navarino], [ca. 0.5 air miles SW center Puerto Williams], [Communa de Cabo de Hornos], [see remarks]",,,2006,2,24,,,,PreservedSpecimen,,2019-10-04 14:56:54.0
SIO,Marine Vertebrates,65-670,,Odontesthes,Atherinopsidae,,,-32.7421667,-71.4931667,-32.7421667,-71.4931667,,not recorded (forced WGS84),Chile,Valparaíso,,,,"South Pacific Ocean, Chile | Valparaiso | So Pacific Ocean | La Ventana, 30 mi N of Valparaiso",,tidepools,1965,12,22,WJ Baldwin & party,,,PreservedSpecimen,,2019-10-11
AUM,Fish,71271,,Geotria australis,Geotriidae,39 - 95% EtOH,,-39.90656,-73.13916,-39.90656,-73.13916,,not recorded (forced WGS84),Chile,Los Ríos,,,,"South America | Chile | Los Rios | Valdivia River | Rio Santo Domingo, Puente Santo Domingo at highway outside of Valdivia, 5 miles N of Los Ulmos",,,2004,4,19,D.A. Neely,,,PreservedSpecimen,"The mileage to Los Ulmos didn't match up, but the coordinates seemed to be the best fit based on the locality.",33:03.0
KU,KUI,19209,,Diplomystes camposensis,Diplomystidae,EtOH - 3; C&S - 1,,-39.7455900000,-72.6578220000,-39.7455900000,-72.6578220000,18265.0000000000,WGS84,Chile,Los Lagos,,,,San Pedro River,,,1976,2,1,"Arratia, Gloria; Diaz, H",,"Fishnet2 georeferencer's comment: Polygon covers San Pedro River, coordinates placed at center of polygon.",PreservedSpecimen,,07/30/2018
KU,KUI,19210,,Diplomystes camposensis,Diplomystidae,C&S - 1,,-42.2981220000,-72.7592930000,-42.2981220000,-72.7592930000,242554.0000000000,WGS84,Chile,Los Lagos,,,,Purey River,,,1976,11,19,"Arratia, Gloria; Diaz, H",,"Fishnet2 georeferencer's comment: Polygon covers Region of Los Lagos, coordinates placed at center of polygon. Rio Purey not found.",PreservedSpecimen,,07/30/2018
KU,KUI,19215,,Percichthys melanops,Percichthyidae,EtOH - 14,,-35.3074420000,-71.7738620000,-35.3074420000,-71.7738620000,20890.0000000000,WGS84,Chile,Maule,Talca,,,"Los Puercos River, Talca",,,1975,1,1,"Arratia, Gloria",,"Fishnet2 georeferencer's comment: Polygon covers Estero Los Puercos, coordinates placed at center of polygon.",PreservedSpecimen,,10/06/2003
KU,KUI,19219,,Basilichthys australis,Atherinopsidae,EtOH - 18,,-33.8394170000,-70.7919610000,-33.8394170000,-70.7919610000,10919.0000000000,WGS84,Chile,Region Metropolitana de Santiago,,,,Angostura River,,,1975,10,24,"Arratia, Gloria",,Fishnet2 georeferencer's comment: Polygon covers Rio Angostura in Santiago.,PreservedSpecimen,,10/06/2003
KU,KUI,19220,,Basilichthys microlepidotus,Atherinopsidae,EtOH - 30,,-32.4506640000,-71.2323760000,-32.4506640000,-71.2323760000,1693.0000000000,WGS84,Chile,Valparaiso,,,,La Ligua,,,1975,9,8,"Arratia, Gloria",,,PreservedSpecimen,,10/06/2003
KU,KUI,19225,,Geotria australis,Geotriidae,EtOH - 1,,-37.8111760000,-72.7082540000,-37.8111760000,-72.7082540000,1595.0000000000,WGS84,Chile,Araucania,Malleco,,,Rehue River at Angol,,,1980,10,7,"Arratia, Gloria",,Fishnet2 georeferencer's comment: Polygon covers Rio Rehue in Angol.,PreservedSpecimen,,09/02/2022
KU,KUI,19234,,Brachygalaxias bullocki,Galaxiidae,EtOH - 4; C&S - 3,,-38.8981410000,-73.2549640000,-38.8981410000,-73.2549640000,505.0000000000,WGS84,Chile,,,,,Streams of Puerto Dominquez (Comue River),,,1975,12,1,"Camilo, F",,Fishnet2 georeferencer's comment: Coordinates at Puerto Rodriguez.,PreservedSpecimen,,08/03/2010
KU,KUI,19235,,Galaxias maculatus,Galaxiidae,C&S - 3; EtOH - 5,,-37.8038750000,-72.6813030000,-37.8038750000,-72.6813030000,3253.0000000000,WGS84,Chile,Araucania,Malleco,,,Angol: Hueguen River,,,1980,10,6,"Camilo, F; Arratia, Gloria",,Fishnet2 georeferencer's comment: Polygon covers Rio Hueguen around Angol.,PreservedSpecimen,,04/05/2017
KU,KUI,19241,,Percilia gillissi,Perciliidae,EtOH - 47; C&S - 2,,-34.1912840000,-70.7528200000,-34.1912840000,-70.7528200000,17672.0000000000,WGS84,Chile,Libertador General Bernardo O'Higgins,Cachapoal,,,"Copequen River, Rancagua",,,1980,3,20,"Arratia, Gloria; et. al.",,,PreservedSpecimen,,05/22/2019
KU,KUI,19242,,Percilia gillissi,Perciliidae,EtOH - 4,,-34.1912840000,-70.7528200000,-34.1912840000,-70.7528200000,17672.0000000000,WGS84,Chile,Libertador General Bernardo O'Higgins,Cachapoal,,,"Copequen River, Rancagua",,,1980,3,20,"Arratia, Gloria; et. al.",,,PreservedSpecimen,,07/05/2022
KU,KUI,19243,,Percilia gillissi,Perciliidae,EtOH - 4,,-33.8394170000,-70.7919610000,-33.8394170000,-70.7919610000,10919.0000000000,WGS84,Chile,Region Metropolitana de Santiago,,,,Angostura River,,,1981,3,1,"Arratia, Gloria",,Fishnet2 georeferencer's comment: Polygon covers Rio Angostura in Santiago.,PreservedSpecimen,,10/06/2003
KU,KUI,19244,,Percilia irwini,Perciliidae,EtOH - 1,,-37.8038750000,-72.6813030000,-37.8038750000,-72.6813030000,3253.0000000000,WGS84,Chile,Araucania,Malleco,,,Hueguen River at Angol,,,1978,12,8,"Camilo, F; Arratia, Gloria",,Fishnet2 georeferencer's comment: Polygon covers Rio Hueguen around Angol.,PreservedSpecimen,,10/06/2003
KU,KUI,19245,,Percilia irwini,Perciliidae,EtOH - 15,,-37.8038750000,-72.6813030000,-37.8038750000,-72.6813030000,3253.0000000000,WGS84,Chile,Araucania,Malleco,,,Angol: Hueguen River,,,1980,10,6,"Camilo, F; Arratia, Gloria",,Fishnet2 georeferencer's comment: Polygon covers Rio Hueguen around Angol.,PreservedSpecimen,,10/06/2003
