"taxa.list$scientificName_Old","usageKey","scientificName","canonicalName","rank","status","type","formattedName","matchType","confidence","timeTaken","kingdom","phylum","order","family","kingdomKey","phylumKey","orderKey","familyKey","value","verbatim_name","verbatim_rank","authorship","code","genericName","specificEpithet","genus","species","genusKey","speciesKey","note","unranked","unrankedKey","class","classKey","infraspecificEpithet","subspecies","subspeciesKey"
"Harpagifer georgianus Nybelin, 1947","2389448","Harpagifer georgianus Nybelin, 1947","Harpagifer georgianus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Harpagifer</i> <i>georgianus</i> Nybelin, 1947","EXACT",100,12,"Animalia","Chordata","Perciformes","Harpagiferidae","1","44","587","4278",FALSE,"Harpagifer georgianus Nybelin, 1947","higher","Nybelin, 1947","ZOOLOGICAL","Harpagifer","georgianus","Harpagifer","Harpagifer georgianus","2389438","2389448",NA,NA,NA,NA,NA,NA,NA,NA
"Harpagifer georgianus palliolatus Richardson, 1845","6168736","Harpagifer georgianus palliolatus Richardson, 1845","Harpagifer georgianus palliolatus","SUBSPECIES","SYNONYM","SCIENTIFIC","<i>Harpagifer</i> <i>georgianus</i> <i>palliolatus</i> Richardson, 1845","EXACT",100,7,"Animalia","Chordata","Perciformes","Harpagiferidae","1","44","587","4278",TRUE,"Harpagifer georgianus palliolatus Richardson, 1845","higher","Richardson, 1845","ZOOLOGICAL","Harpagifer","georgianus","Harpagifer","Harpagifer palliolatus","2389438","2389453",NA,NA,NA,NA,NA,"palliolatus",NA,NA
"Harpagifer palliolatus Richardson, 1845","2389453","Harpagifer palliolatus Richardson, 1845","Harpagifer palliolatus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Harpagifer</i> <i>palliolatus</i> Richardson, 1845","EXACT",100,8,"Animalia","Chordata","Perciformes","Harpagiferidae","1","44","587","4278",FALSE,"Harpagifer palliolatus Richardson, 1845","higher","Richardson, 1845","ZOOLOGICAL","Harpagifer","palliolatus","Harpagifer","Harpagifer palliolatus","2389438","2389453",NA,NA,NA,NA,NA,NA,NA,NA
"Harpagiferidae","4278","Harpagiferidae","Harpagiferidae","FAMILY","ACCEPTED","SCIENTIFIC","<i>Harpagiferidae</i>","HIGHERRANK",94,9,"Animalia","Chordata","Perciformes","Harpagiferidae","1","44","587","4278",FALSE,"Harpagiferidae","higher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hatcheria macraei","2342955","Hatcheria macraei (Girard, 1855)","Hatcheria macraei","SPECIES","ACCEPTED","SCIENTIFIC","<i>Hatcheria</i> <i>macraei</i> (Girard, 1855)","EXACT",99,10,"Animalia","Chordata","Siluriformes","Trichomycteridae","1","44","708","9230",FALSE,"Hatcheria macraei","higher","(Girard, 1855)","ZOOLOGICAL","Hatcheria","macraei","Hatcheria","Hatcheria macraei","2342954","2342955",NA,NA,NA,NA,NA,NA,NA,NA
"Hatcheria macraei (Girard, 1855)","2342955","Hatcheria macraei (Girard, 1855)","Hatcheria macraei","SPECIES","ACCEPTED","SCIENTIFIC","<i>Hatcheria</i> <i>macraei</i> (Girard, 1855)","EXACT",100,7,"Animalia","Chordata","Siluriformes","Trichomycteridae","1","44","708","9230",FALSE,"Hatcheria macraei (Girard, 1855)","higher","(Girard, 1855)","ZOOLOGICAL","Hatcheria","macraei","Hatcheria","Hatcheria macraei","2342954","2342955",NA,NA,NA,NA,NA,NA,NA,NA
"Hatcheria patagoniensis","2342956","Hatcheria patagoniensis Eigenmann, 1909","Hatcheria patagoniensis","SPECIES","SYNONYM","SCIENTIFIC","<i>Hatcheria</i> <i>patagoniensis</i> Eigenmann, 1909","EXACT",98,5,"Animalia","Chordata","Siluriformes","Trichomycteridae","1","44","708","9230",TRUE,"Hatcheria patagoniensis","higher","Eigenmann, 1909","ZOOLOGICAL","Hatcheria","patagoniensis","Hatcheria","Hatcheria macraei","2342954","2342955",NA,NA,NA,NA,NA,NA,NA,NA
"Hatcheria patagoniensis Eigenmann, 1909","2342956","Hatcheria patagoniensis Eigenmann, 1909","Hatcheria patagoniensis","SPECIES","SYNONYM","SCIENTIFIC","<i>Hatcheria</i> <i>patagoniensis</i> Eigenmann, 1909","EXACT",100,13,"Animalia","Chordata","Siluriformes","Trichomycteridae","1","44","708","9230",TRUE,"Hatcheria patagoniensis Eigenmann, 1909","higher","Eigenmann, 1909","ZOOLOGICAL","Hatcheria","patagoniensis","Hatcheria","Hatcheria macraei","2342954","2342955",NA,NA,NA,NA,NA,NA,NA,NA
"Helcogrammoides Rosenblatt, 1990","2393051","Helcogrammoides Rosenblatt, 1990","Helcogrammoides","GENUS","ACCEPTED","SCIENTIFIC","<i>Helcogrammoides</i> Rosenblatt, 1990","HIGHERRANK",99,9,"Animalia","Chordata","Perciformes","Tripterygiidae","1","44","587","8602",FALSE,"Helcogrammoides Rosenblatt, 1990","higher","Rosenblatt, 1990","ZOOLOGICAL",NA,NA,"Helcogrammoides",NA,"2393051",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Helcogrammoides cunninghami","2393056","Helcogrammoides cunninghami (Smitt, 1898)","Helcogrammoides cunninghami","SPECIES","ACCEPTED","SCIENTIFIC","<i>Helcogrammoides</i> <i>cunninghami</i> (Smitt, 1898)","EXACT",99,16,"Animalia","Chordata","Perciformes","Tripterygiidae","1","44","587","8602",FALSE,"Helcogrammoides cunninghami","higher","(Smitt, 1898)","ZOOLOGICAL","Helcogrammoides","cunninghami","Helcogrammoides","Helcogrammoides cunninghami","2393051","2393056",NA,NA,NA,NA,NA,NA,NA,NA
"Helcogrammoides cunninghami (Smitt, 1898)","2393056","Helcogrammoides cunninghami (Smitt, 1898)","Helcogrammoides cunninghami","SPECIES","ACCEPTED","SCIENTIFIC","<i>Helcogrammoides</i> <i>cunninghami</i> (Smitt, 1898)","EXACT",100,14,"Animalia","Chordata","Perciformes","Tripterygiidae","1","44","587","8602",FALSE,"Helcogrammoides cunninghami (Smitt, 1898)","higher","(Smitt, 1898)","ZOOLOGICAL","Helcogrammoides","cunninghami","Helcogrammoides","Helcogrammoides cunninghami","2393051","2393056",NA,NA,NA,NA,NA,NA,NA,NA
"Helicolenus","2334461","Helicolenus Goode & Bean, 1896","Helicolenus","GENUS","ACCEPTED","SCIENTIFIC","<i>Helicolenus</i> Goode & Bean, 1896","HIGHERRANK",94,33,"Animalia","Chordata","Scorpaeniformes","Sebastidae","1","44","590","8633",FALSE,"Helicolenus","higher","Goode & Bean, 1896","ZOOLOGICAL",NA,NA,"Helicolenus",NA,"2334461",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Helicolenus Goode & Bean, 1896","2334461","Helicolenus Goode & Bean, 1896","Helicolenus","GENUS","ACCEPTED","SCIENTIFIC","<i>Helicolenus</i> Goode & Bean, 1896","HIGHERRANK",99,34,"Animalia","Chordata","Scorpaeniformes","Sebastidae","1","44","590","8633",FALSE,"Helicolenus Goode & Bean, 1896","higher","Goode & Bean, 1896","ZOOLOGICAL",NA,NA,"Helicolenus",NA,"2334461",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Helicolenus lengerichi Norman, 1937","2335334","Helicolenus lengerichi Norman, 1937","Helicolenus lengerichi","SPECIES","ACCEPTED","SCIENTIFIC","<i>Helicolenus</i> <i>lengerichi</i> Norman, 1937","EXACT",100,13,"Animalia","Chordata","Scorpaeniformes","Sebastidae","1","44","590","8633",FALSE,"Helicolenus lengerichi Norman, 1937","higher","Norman, 1937","ZOOLOGICAL","Helicolenus","lengerichi","Helicolenus","Helicolenus lengerichi","2334461","2335334",NA,NA,NA,NA,NA,NA,NA,NA
"Hippoglossina bollmani","2408803","Hippoglossina bollmani Gilbert, 1890","Hippoglossina bollmani","SPECIES","ACCEPTED","SCIENTIFIC","<i>Hippoglossina</i> <i>bollmani</i> Gilbert, 1890","EXACT",99,10,"Animalia","Chordata","Pleuronectiformes","Paralichthyidae","1","44","588","5082",FALSE,"Hippoglossina bollmani","higher","Gilbert, 1890","ZOOLOGICAL","Hippoglossina","bollmani","Hippoglossina","Hippoglossina bollmani","2408798","2408803",NA,NA,NA,NA,NA,NA,NA,NA
"Hippoglossina bollmani Gilbert, 1890","2408803","Hippoglossina bollmani Gilbert, 1890","Hippoglossina bollmani","SPECIES","ACCEPTED","SCIENTIFIC","<i>Hippoglossina</i> <i>bollmani</i> Gilbert, 1890","EXACT",100,12,"Animalia","Chordata","Pleuronectiformes","Paralichthyidae","1","44","588","5082",FALSE,"Hippoglossina bollmani Gilbert, 1890","higher","Gilbert, 1890","ZOOLOGICAL","Hippoglossina","bollmani","Hippoglossina","Hippoglossina bollmani","2408798","2408803",NA,NA,NA,NA,NA,NA,NA,NA
"Hippoglossina macrops Steindachner, 1876","2408801","Hippoglossina macrops Steindachner, 1876","Hippoglossina macrops","SPECIES","ACCEPTED","SCIENTIFIC","<i>Hippoglossina</i> <i>macrops</i> Steindachner, 1876","EXACT",100,6,"Animalia","Chordata","Pleuronectiformes","Paralichthyidae","1","44","588","5082",FALSE,"Hippoglossina macrops Steindachner, 1876","higher","Steindachner, 1876","ZOOLOGICAL","Hippoglossina","macrops","Hippoglossina","Hippoglossina macrops","2408798","2408801",NA,NA,NA,NA,NA,NA,NA,NA
"Hippoglossina mystacium","2408802","Hippoglossina mystacium Ginsburg, 1936","Hippoglossina mystacium","SPECIES","ACCEPTED","SCIENTIFIC","<i>Hippoglossina</i> <i>mystacium</i> Ginsburg, 1936","EXACT",99,12,"Animalia","Chordata","Pleuronectiformes","Paralichthyidae","1","44","588","5082",FALSE,"Hippoglossina mystacium","higher","Ginsburg, 1936","ZOOLOGICAL","Hippoglossina","mystacium","Hippoglossina","Hippoglossina mystacium","2408798","2408802",NA,NA,NA,NA,NA,NA,NA,NA
"Hippoglossina mystacium Ginsburg, 1936","2408802","Hippoglossina mystacium Ginsburg, 1936","Hippoglossina mystacium","SPECIES","ACCEPTED","SCIENTIFIC","<i>Hippoglossina</i> <i>mystacium</i> Ginsburg, 1936","EXACT",100,12,"Animalia","Chordata","Pleuronectiformes","Paralichthyidae","1","44","588","5082",FALSE,"Hippoglossina mystacium Ginsburg, 1936","higher","Ginsburg, 1936","ZOOLOGICAL","Hippoglossina","mystacium","Hippoglossina","Hippoglossina mystacium","2408798","2408802",NA,NA,NA,NA,NA,NA,NA,NA
"Hygophum bruuni Wisner, 1971","5213300","Hygophum bruuni Wisner, 1971","Hygophum bruuni","SPECIES","ACCEPTED","SCIENTIFIC","<i>Hygophum</i> <i>bruuni</i> Wisner, 1971","EXACT",100,9,"Animalia","Chordata","Myctophiformes","Myctophidae","1","44","1306","4217",FALSE,"Hygophum bruuni Wisner, 1971","higher","Wisner, 1971","ZOOLOGICAL","Hygophum","bruuni","Hygophum","Hygophum bruuni","5213287","5213300",NA,NA,NA,NA,NA,NA,NA,NA
"Hypsoblennius Gill, 1861","2395530","Hypsoblennius Gill, 1861","Hypsoblennius","GENUS","ACCEPTED","SCIENTIFIC","<i>Hypsoblennius</i> Gill, 1861","HIGHERRANK",99,18,"Animalia","Chordata","Perciformes","Blenniidae","1","44","587","4251",FALSE,"Hypsoblennius Gill, 1861","higher","Gill, 1861","ZOOLOGICAL",NA,NA,"Hypsoblennius",NA,"2395530",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hypsoblennius sordidus","2395540","Hypsoblennius sordidus (Bennett, 1828)","Hypsoblennius sordidus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Hypsoblennius</i> <i>sordidus</i> (Bennett, 1828)","EXACT",99,11,"Animalia","Chordata","Perciformes","Blenniidae","1","44","587","4251",FALSE,"Hypsoblennius sordidus","higher","(Bennett, 1828)","ZOOLOGICAL","Hypsoblennius","sordidus","Hypsoblennius","Hypsoblennius sordidus","2395530","2395540",NA,NA,NA,NA,NA,NA,NA,NA
"Hypsoblennius sordidus (Bennett, 1828)","2395540","Hypsoblennius sordidus (Bennett, 1828)","Hypsoblennius sordidus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Hypsoblennius</i> <i>sordidus</i> (Bennett, 1828)","EXACT",100,12,"Animalia","Chordata","Perciformes","Blenniidae","1","44","587","4251",FALSE,"Hypsoblennius sordidus (Bennett, 1828)","higher","(Bennett, 1828)","ZOOLOGICAL","Hypsoblennius","sordidus","Hypsoblennius","Hypsoblennius sordidus","2395530","2395540",NA,NA,NA,NA,NA,NA,NA,NA
"Iluocoetes elongatus","2380850","Iluocoetes elongatus (Smitt, 1898)","Iluocoetes elongatus","SPECIES","SYNONYM","SCIENTIFIC","<i>Iluocoetes</i> <i>elongatus</i> (Smitt, 1898)","EXACT",98,4,"Animalia","Chordata","Perciformes","Zoarcidae","1","44","587","5079",TRUE,"Iluocoetes elongatus","higher","(Smitt, 1898)","ZOOLOGICAL","Iluocoetes","elongatus","Argentinolycus","Argentinolycus elongatus","7009603","7570815",NA,NA,NA,NA,NA,NA,NA,NA
"Iluocoetes elongatus (Smitt, 1898)","2380850","Iluocoetes elongatus (Smitt, 1898)","Iluocoetes elongatus","SPECIES","SYNONYM","SCIENTIFIC","<i>Iluocoetes</i> <i>elongatus</i> (Smitt, 1898)","EXACT",100,9,"Animalia","Chordata","Perciformes","Zoarcidae","1","44","587","5079",TRUE,"Iluocoetes elongatus (Smitt, 1898)","higher","(Smitt, 1898)","ZOOLOGICAL","Iluocoetes","elongatus","Argentinolycus","Argentinolycus elongatus","7009603","7570815",NA,NA,NA,NA,NA,NA,NA,NA
"Iluocoetes elongatus Smitt, 1898","2380850","Iluocoetes elongatus (Smitt, 1898)","Iluocoetes elongatus","SPECIES","SYNONYM","SCIENTIFIC","<i>Iluocoetes</i> <i>elongatus</i> (Smitt, 1898)","EXACT",100,10,"Animalia","Chordata","Perciformes","Zoarcidae","1","44","587","5079",TRUE,"Iluocoetes elongatus Smitt, 1898","higher","(Smitt, 1898)","ZOOLOGICAL","Iluocoetes","elongatus","Argentinolycus","Argentinolycus elongatus","7009603","7570815",NA,NA,NA,NA,NA,NA,NA,NA
"Iluocoetes facali Lloris & Rucabado, 1987","2380859","Iluocoetes facali Lloris & Rucabado, 1987","Iluocoetes facali","SPECIES","SYNONYM","SCIENTIFIC","<i>Iluocoetes</i> <i>facali</i> Lloris & Rucabado, 1987","EXACT",100,10,"Animalia","Chordata","Perciformes","Zoarcidae","1","44","587","5079",TRUE,"Iluocoetes facali Lloris & Rucabado, 1987","higher","Lloris & Rucabado, 1987","ZOOLOGICAL","Iluocoetes","facali","Iluocoetes","Iluocoetes fimbriatus","2380849","2380854",NA,NA,NA,NA,NA,NA,NA,NA
"Iluocoetes fimbriatus Jenyns, 1842","2380854","Iluocoetes fimbriatus Jenyns, 1842","Iluocoetes fimbriatus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Iluocoetes</i> <i>fimbriatus</i> Jenyns, 1842","EXACT",100,5,"Animalia","Chordata","Perciformes","Zoarcidae","1","44","587","5079",FALSE,"Iluocoetes fimbriatus Jenyns, 1842","higher","Jenyns, 1842","ZOOLOGICAL","Iluocoetes","fimbriatus","Iluocoetes","Iluocoetes fimbriatus","2380849","2380854",NA,NA,NA,NA,NA,NA,NA,NA
"Katsuwonus pelamis (Linnaeus, 1758)","2374191","Katsuwonus pelamis (Linnaeus, 1758)","Katsuwonus pelamis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Katsuwonus</i> <i>pelamis</i> (Linnaeus, 1758)","EXACT",100,14,"Animalia","Chordata","Perciformes","Scombridae","1","44","587","8596",FALSE,"Katsuwonus pelamis (Linnaeus, 1758)","higher","(Linnaeus, 1758)","ZOOLOGICAL","Katsuwonus","pelamis","Katsuwonus","Katsuwonus pelamis","2374190","2374191",NA,NA,NA,NA,NA,NA,NA,NA
"Lampanyctodes hectoris (Günther, 1876)","2405588","Lampanyctodes hectoris (Günther, 1876)","Lampanyctodes hectoris","SPECIES","ACCEPTED","SCIENTIFIC","<i>Lampanyctodes</i> <i>hectoris</i> (Günther, 1876)","EXACT",100,12,"Animalia","Chordata","Myctophiformes","Myctophidae","1","44","1306","4217",FALSE,"Lampanyctodes hectoris (Günther, 1876)","higher","(Günther, 1876)","ZOOLOGICAL","Lampanyctodes","hectoris","Lampanyctodes","Lampanyctodes hectoris","2405587","2405588",NA,NA,NA,NA,NA,NA,NA,NA
"Lamprey",NA,NA,NA,NA,NA,NA,NA,"NONE",100,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Lamprey","higher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidocybium flavobrunneum (Smith, 1843)","2397724","Lepidocybium flavobrunneum (Smith, 1843)","Lepidocybium flavobrunneum","SPECIES","ACCEPTED","SCIENTIFIC","<i>Lepidocybium</i> <i>flavobrunneum</i> (Smith, 1843)","EXACT",100,8,"Animalia","Chordata","Perciformes","Gempylidae","1","44","587","4272",FALSE,"Lepidocybium flavobrunneum (Smith, 1843)","higher","(Smith, 1843)","ZOOLOGICAL","Lepidocybium","flavobrunneum","Lepidocybium","Lepidocybium flavobrunneum","2397723","2397724",NA,NA,NA,NA,NA,NA,NA,NA
"Lepidonotothen squamifrons (Günther, 1880)","2385882","Lepidonotothen squamifrons (Günther, 1880)","Lepidonotothen squamifrons","SPECIES","ACCEPTED","SCIENTIFIC","<i>Lepidonotothen</i> <i>squamifrons</i> (Günther, 1880)","EXACT",100,19,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Lepidonotothen squamifrons (Günther, 1880)","higher","(Günther, 1880)","ZOOLOGICAL","Lepidonotothen","squamifrons","Lepidonotothen","Lepidonotothen squamifrons","2385881","2385882",NA,NA,NA,NA,NA,NA,NA,NA
"Leptonotus","1","Animalia","Animalia","KINGDOM","ACCEPTED","SCIENTIFIC","<i>Animalia</i>","HIGHERRANK",92,15,"Animalia",NA,NA,NA,"1",NA,NA,NA,FALSE,"Leptonotus","higher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptonotus Kaup, 1853","2333097","Leptonotus Kaup, 1853","Leptonotus","GENUS","ACCEPTED","SCIENTIFIC","<i>Leptonotus</i> Kaup, 1853","HIGHERRANK",99,17,"Animalia","Chordata","Syngnathiformes","Syngnathidae","1","44","773","5901",FALSE,"Leptonotus Kaup, 1853","higher","Kaup, 1853","ZOOLOGICAL",NA,NA,"Leptonotus",NA,"2333097",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leptonotus blainvilleanus","5200988","Leptonotus blainvilleanus (Eydoux & Gervais, 1837)","Leptonotus blainvilleanus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Leptonotus</i> <i>blainvilleanus</i> (Eydoux & Gervais, 1837)","EXACT",99,17,"Animalia","Chordata","Syngnathiformes","Syngnathidae","1","44","773","5901",FALSE,"Leptonotus blainvilleanus","higher","(Eydoux & Gervais, 1837)","ZOOLOGICAL","Leptonotus","blainvilleanus","Leptonotus","Leptonotus blainvilleanus","2333097","5200988",NA,NA,NA,NA,NA,NA,NA,NA
