"occurrenceID","scientificName","locality","decimalLatitude","decimalLongitude","year","eventDate","bibliographicCitation","institutionCode","collectionCode","catalogNumber"
"FO:Peces:260","Galaxias platei","Lago Los Moscos",-41.35,-71.6166666666667,"1997","1997","Milano, D y PH Vigliano. 1997. Nuevos registros de Galaxias platei Steindachner, 1898 en lagos andino-patagónicos (Teleostei, Osmeriformes, Galaxiidae). Neotrópica 43 (109-110): 109-111","FO","Peces","260"
"FO:Peces:261","Galaxias platei","Lago Fonck",-41.3166666666667,-71.7833333333333,"1997","1997","Milano, D y PH Vigliano. 1997. Nuevos registros de Galaxias platei Steindachner, 1898 en lagos andino-patagónicos (Teleostei, Osmeriformes, Galaxiidae). Neotrópica 43 (109-110): 109-111","FO","Peces","261"
"FO:Peces:262","Galaxias platei","Lago Mascardi",-41.2666666666667,-71.6333333333333,"1997","1997","Milano, D y PH Vigliano. 1997. Nuevos registros de Galaxias platei Steindachner, 1898 en lagos andino-patagónicos (Teleostei, Osmeriformes, Galaxiidae). Neotrópica 43 (109-110): 109-111","FO","Peces","262"
"FO:Peces:1045","Aplochiton taeniatus","Lago Puelo",-42.1166666666667,-71.6333333333333,"1967","1967","Ringuelet, RA, R Arámburu y AA de Arámburu. 1967. Los peces argentinos de agua dulce. Com. Invest. Cient. Prov. Buenos Aires (CIC) La Plata, 602 pp","FO","Peces","1045"
"FO:Peces:2328","Odontesthes hatcheri","Lago Pueyrredón",-47.35,-71.95,"1967","1967","Ringuelet, RA, R Arámburu y AA de Arámburu. 1967. Los peces argentinos de agua dulce. Com. Invest. Cient. Prov. Buenos Aires (CIC) La Plata, 602 pp","FO","Peces","2328"
"FO:Peces:2486","Hatcheria macraei","Lago Buenos Aires",-46.5333333333333,-71.6166666666667,"1990","1990","Gómez, SE. 1990. Some thermal ecophysiological observations on the catfish Hatcheria macraei (Girard, 1858) (Pisces, Trichomycteridae). Biota, Chile 6: 89-95","FO","Peces","2486"
"FO:Peces:7235","Oncorhynchus tshawytscha","Ríos Corcovado y Grande",-43.5333333333333,-71.4833333333333,"1991","1991","Grosman, F. 1991. Presencia de salmón rey, Onkorhynchus tschawytscha Walbaum en las cuencas de los ríos Grande y Corcovado, pcia de Chubut. Propuestas de pautas de manejo del recurso. Biol. Acuát. 15 (2): 200-201","FO","Peces","7235"
"FO:Peces:4509","Galaxias maculatus","Lago Mascardi",-41.35,-71.55,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4509"
"FO:Peces:4510","Galaxias maculatus","Lago Guillelmo",-41.35,-71.55,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4510"
"FO:Peces:4511","Galaxias maculatus","Lago Fonck",-41.3166666666667,-71.7833333333333,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4511"
"FO:Peces:4512","Galaxias maculatus","Lago Los Moscos",-41.3333333333333,-71.6,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4512"
"FO:Peces:4513","Galaxias maculatus","Lago Roca",-41.3833333333333,-71.7833333333333,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4513"
"FO:Peces:4514","Galaxias maculatus","Lago Steffen",-41.5166666666667,-71.5833333333333,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4514"
"FO:Peces:4515","Galaxias maculatus","Lago Escondido",-41.7,-71.6833333333333,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4515"
"FO:Peces:4537","Galaxias platei","Lago Lezama",-42.45,-71.4833333333333,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4537"
"FO:Peces:4538","Galaxias platei","Lago Puelo",-42.1166666666667,-71.6333333333333,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4538"
"FO:Peces:4539","Galaxias platei","Lago Cholila",-42.45,-71.6666666666667,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4539"
"FO:Peces:4540","Galaxias platei","Lago Rivadavia",-42.6333333333333,-71.6833333333333,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4540"
"FO:Peces:4541","Galaxias platei","Lago Futalaufquen",-42.8333333333333,-71.6333333333333,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4541"
"FO:Peces:4542","Galaxias platei","Lago Verde",-42.7166666666667,-71.7333333333333,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4542"
"FO:Peces:4543","Galaxias platei","Lago Menéndez",-42.7,-71.8166666666667,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4543"
"FO:Peces:4544","Galaxias platei","Lago Krüger",-42.8833333333333,-71.75,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4544"
"FO:Peces:4545","Galaxias platei","Lago Amutui Quimey",-43.0833333333333,-71.6833333333333,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4545"
"FO:Peces:4546","Galaxias platei","Lago Tres ",-44.1166666666667,-71.3666666666667,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4546"
"FO:Peces:4547","Galaxias platei","Lago Cuatro",-44.2,-71.6,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4547"
"FO:Peces:4548","Galaxias platei","Lago Vintter",-43.9333333333333,-71.5333333333333,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4548"
"FO:Peces:4549","Galaxias platei","Lago Constancio",-44.2,-71.3666666666667,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4549"
"FO:Peces:4552","Galaxias platei","Laguna Terraplén ",-42.9833333333333,-71.5166666666667,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4552"
"FO:Peces:4554","Galaxias platei","Laguna Escondida",-42.7666666666667,-71.7333333333333,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4554"
"FO:Peces:4555","Galaxias platei","Laguna de los Cisnes",-42.4333333333333,-71.4,"2004","2004","Cussac, V, S Ortubay, G Iglesias, D Milano, ME Lattuca, JP Barriga, M Battini y M Gross. 2004. The distribution of South American galaxiid fishes: the role of biological traits and post-glacial history. J. Biogeog. 31: 103-121","FO","Peces","4555"
"FO:Peces:4561","Galaxias platei","Laguna La Pava",-44.1666666666667,-71.35,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4561"
"FO:Peces:4562","Galaxias platei","Laguna Del Engaño ",-44.2166666666667,-71.4,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4562"
"FO:Peces:4563","Galaxias platei","Laguna Del Sapo",-43.2333333333333,-71.1,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4563"
"FO:Peces:4565","Galaxias platei","Laguna Williams",-43.3333333333333,-71.2166666666667,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4565"
"FO:Peces:4566","Galaxias platei","Río Carrenleufú",-42.45,-71.6,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4566"
"FO:Peces:4567","Galaxias platei","Río Arrayanes",-42.7333333333333,-71.75,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4567"
"FO:Peces:4568","Galaxias platei","Río Grande",-43.1833333333333,-71.65,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4568"
"FO:Peces:4569","Galaxias platei","Río Percey",-43,-71.4666666666667,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4569"
"FO:Peces:4571","Galaxias platei","Río Pico",-44.2333333333333,-71.1333333333333,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4571"
"FO:Peces:4572","Galaxias platei","Arroyo Nant y Fall",-43.2,-71.5666666666667,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4572"
"FO:Peces:4573","Galaxias platei","Arroyo Blanco",-42.45,-71.4333333333333,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4573"
"FO:Peces:4574","Galaxias platei","Arroyo Esquel ",-42.9833333333333,-71.2,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4574"
"FO:Peces:4576","Galaxias platei","Lago Buenos Aires",-46.5333333333333,-71.6166666666667,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4576"
"FO:Peces:4577","Galaxias platei","Lago Pueyrredón",-47.35,-71.95,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4577"
"FO:Peces:4583","Galaxias platei","Lago Yehuín",-54.4166666666667,-67.75,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4583"
"FO:Peces:4586","Aplochiton taeniatus","Lago Epuyén",-42.2,-71.5,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4586"
"FO:Peces:4587","Aplochiton taeniatus","Lago Cholila",-42.45,-71.6666666666667,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4587"
"FO:Peces:4593","Aplochiton zebra","Lago Epuyén",-42.2,-71.5,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4593"
"FO:Peces:4594","Aplochiton zebra","Lago Futalaufquen",-42.8333333333333,-71.6333333333333,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4594"
"FO:Peces:4595","Aplochiton zebra","Lago Fagnano",-54.55,-67.8833333333333,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4595"
"FO:Peces:4616","Hatcheria macraei","Río Manso",-41.5,-71.6666666666667,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4616"
"FO:Peces:4812","Hatcheria macraei","Río Epuyén",-42.2166666666667,-71.3833333333333,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4812"
"FO:Peces:4813","Hatcheria macraei","Lago Rosario",-43.2666666666667,-71.3333333333333,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4813"
"FO:Peces:4859","Odontesthes hatcheri","Lago Epuyén",-42.2,-71.5,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4859"
"FO:Peces:4860","Odontesthes hatcheri","Lago Lezama",-42.45,-71.4833333333333,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4860"
"FO:Peces:4861","Odontesthes hatcheri","Lago Terraplén",-42.8333333333333,-71.2666666666667,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4861"
"FO:Peces:4862","Odontesthes hatcheri","Lago Rosario",-43.2666666666667,-71.3333333333333,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4862"
"FO:Peces:4866","Odontesthes hatcheri","Lago Puelo",-42.1166666666667,-71.6333333333333,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4866"
"FO:Peces:4867","Odontesthes hatcheri","Lago Futalaufquen",-42.8333333333333,-71.6333333333333,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4867"
"FO:Peces:4872","Odontesthes hatcheri","Laguna de los Cisnes",-42.4333333333333,-71.4,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4872"
"FO:Peces:4873","Odontesthes hatcheri","Lago Buenos Aires",-46.5333333333333,-71.6166666666667,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4873"
"FO:Peces:4874","Odontesthes hatcheri","Lago Posadas",-47.5166666666667,-71.8,"2002","2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4874"
"FO:Peces:4891","Aplochiton taeniatus","Lago Fagnano",-54.55,-68.3333333333333,"1983","1983","Arratia, G, MB Peñafort y S Menu-Marque. 1983. Peces de la región sureste de los Andes y sus probables relaciones biogeográficas actuales. Deserta, 7: 48-107","FO","Peces","4891"
"FO:Peces:4892","Aplochiton zebra","Lago Fagnano",-54.55,-68.3333333333333,"1983","1983","Arratia, G, MB Peñafort y S Menu-Marque. 1983. Peces de la región sureste de los Andes y sus probables relaciones biogeográficas actuales. Deserta, 7: 48-107","FO","Peces","4892"
"FO:Peces:4894","Odontesthes hatcheri","Lago Lezama",-42.4333333333333,-71.5,"1983","1983","Arratia, G, MB Peñafort y S Menu-Marque. 1983. Peces de la región sureste de los Andes y sus probables relaciones biogeográficas actuales. Deserta, 7: 48-107","FO","Peces","4894"
"FO:Peces:4966","Salvelinus fontinalis","Lago Vintter",-43.9333333333333,-71.5333333333333,"1989","1989","Ubeda, C, L Semenas y S Ortubay. 1989. Nuevas citas para Camallanus tridentatus. Physis, B, 47 (112): 10","FO","Peces","4966"
"FO:Peces:4968","Percichthys trucha","Lago Lezama",-42.45,-71.4833333333333,"1989","1989","Ubeda, C, L Semenas y S Ortubay. 1989. Nuevas citas para Camallanus tridentatus. Physis, B, 47 (112): 10","FO","Peces","4968"
"FO:Peces:4969","Oncorhynchus mykiss","Lago Lezama",-42.45,-71.4833333333333,"1989","1989","Ubeda, C, L Semenas y S Ortubay. 1989. Nuevas citas para Camallanus tridentatus. Physis, B, 47 (112): 10","FO","Peces","4969"
"FO:Peces:5243","Percichthys trucha","Laguna Terraplén ",-42.9833333333333,-71.5166666666667,"1990","1990","Grosman, F y G Rudzik. 1990. Análisis de la dieta del pejerrey patagónico Patagonina hatcheri Eigenmann 1909, Atherinidae, en la laguna Terraplén, Chubut, Argentina. Biota, Chile 6: 71-88","FO","Peces","5243"
"FO:Peces:5244","Oncorhynchus mykiss","Laguna Terraplén ",-42.9833333333333,-71.5166666666667,"1990","1990","Grosman, F y G Rudzik. 1990. Análisis de la dieta del pejerrey patagónico Patagonina hatcheri Eigenmann 1909, Atherinidae, en la laguna Terraplén, Chubut, Argentina. Biota, Chile 6: 71-88","FO","Peces","5244"
"FO:Peces:5245","Salvelinus fontinalis","Laguna Terraplén ",-42.9833333333333,-71.5166666666667,"1990","1990","Grosman, F y G Rudzik. 1990. Análisis de la dieta del pejerrey patagónico Patagonina hatcheri Eigenmann 1909, Atherinidae, en la laguna Terraplén, Chubut, Argentina. Biota, Chile 6: 71-88","FO","Peces","5245"
"FO:Peces:5246","Odontesthes hatcheri","Laguna Terraplén ",-42.9833333333333,-71.5166666666667,"1990","1990","Grosman, F y G Rudzik. 1990. Análisis de la dieta del pejerrey patagónico Patagonina hatcheri Eigenmann 1909, Atherinidae, en la laguna Terraplén, Chubut, Argentina. Biota, Chile 6: 71-88","FO","Peces","5246"
"FO:Peces:5863","Aplochiton zebra","Lago Puelo",-42.1,-71.6166666666667,"2004","2004","Cussac, V, S Ortubay, G Iglesias, D Milano, ME Lattuca, JP Barriga, M Battini y M Gross. 2004. The distribution of South American galaxiid fishes: the role of biological traits and post-glacial history. J. Biogeog. 31: 103-121","FO","Peces","5863"
