id,latitude,longitude,cntry_code,country,obs_date,t_kingdom,t_phylum,t_class,t_order,t_family,t_genus,t_species,database,inst,collection,provider,records,year,month
"4556666","-46.6","-70.9333","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei","SSTN","FO","Peces","Fundación Óga","1","",""
"4556647","-46.5333","-71.6167","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei","SSTN","FO","Peces","Fundación Óga","1","",""
"4556639","-45.9333","-71.2667","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei","SSTN","FO","Peces","Fundación Óga","1","",""
"4556648","-45.75","-69.7167","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei","SSTN","FO","Peces","Fundación Óga","1","",""
"4556629","-44.9333","-71.5","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei","SSTN","FO","Peces","Fundación Óga","1","",""
"4556640","-44.9333","-71.4833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei","SSTN","MACN","ict","Fundación Óga","1","",""
"4556651","-43.4","-65.8167","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei","SSTN","FO","Peces","Fundación Óga","1","",""
"4556652","-43.3333","-65.05","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei","SSTN","FO","Peces","Fundación Óga","1","",""
"4556664","-43.2667","-71.3333","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei","SSTN","FO","Peces","Fundación Óga","1","",""
"4556663","-42.2167","-71.3833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei","SSTN","FO","Peces","Fundación Óga","1","",""
"4556662","-41.9667","-71.5333","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei","SSTN","FO","Peces","Fundación Óga","1","",""
"4556660","-41.5","-71.6667","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei","SSTN","FO","Peces","Fundación Óga","1","",""
"4556659","-41.15","-71.3","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei","SSTN","FO","Peces","Fundación Óga","1","",""
"4556686","-41.0667","-71.4833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei","SSTN","FO","Peces","Fundación Óga","1","",""
"4556649","-40.75","-63.1167","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei","SSTN","FO","Peces","Fundación Óga","1","",""
"4556661","-40.7167","-71.0333","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei","SSTN","FO","Peces","Fundación Óga","1","",""
"4556646","-40.6667","-71.2833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei","SSTN","FO","Peces","Fundación Óga","1","",""
"4552605","-54.55","-68.3333","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton taeniatus","SSTN","FO","Peces","Fundación Óga","1","",""
"4552604","-51.8333","-70.5","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton taeniatus","SSTN","FO","Peces","Fundación Óga","1","",""
"4552596","-47","-68","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton taeniatus","SSTN","FO","Peces","Fundación Óga","1","",""
"4552595","-44.8333","-67.25","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton taeniatus","SSTN","FO","Peces","Fundación Óga","1","",""
"4552600","-42.45","-71.6667","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton taeniatus","SSTN","FO","Peces","Fundación Óga","1","",""
"4552599","-42.2","-71.5","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton taeniatus","SSTN","FO","Peces","Fundación Óga","1","",""
"4552591","-42.1167","-71.6333","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton taeniatus","SSTN","FO","Peces","Fundación Óga","1","",""
"4552598","-41.0667","-71.4833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton taeniatus","SSTN","FO","Peces","Fundación Óga","1","",""
"4552607","-40.4667","-71.7667","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton taeniatus","SSTN","FO","Peces","Fundación Óga","1","",""
"4552597","-40.2","-71.6833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton taeniatus","SSTN","FO","Peces","Fundación Óga","1","",""
"4552617","-54.55","-68.3333","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra","SSTN","FO","Peces","Fundación Óga","1","",""
"4552615","-54.55","-67.8833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra","SSTN","FO","Peces","Fundación Óga","1","",""
"4552612","-43.6167","-71.1333","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra","SSTN","FO","Peces","Fundación Óga","1","",""
"4552622","-43.1333","-71.6","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra","SSTN","FO","Peces","Fundación Óga","1","",""
"4552614","-42.8333","-71.6333","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra","SSTN","FO","Peces","Fundación Óga","1","",""
"4552620","-42.55","-71.6333","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra","SSTN","FO","Peces","Fundación Óga","1","",""
"4552619","-42.45","-71.6667","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra","SSTN","FO","Peces","Fundación Óga","1","",""
"4552613","-42.2","-71.5","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra","SSTN","FO","Peces","Fundación Óga","1","",""
"4552618","-42.1","-71.6167","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra","SSTN","FO","Peces","Fundación Óga","1","",""
"4552610","-41.3667","-71.55","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra","SSTN","FO","Peces","Fundación Óga","1","",""
"4559854","-50.25","-72.4167","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","SSTN","FO","Peces","Fundación Óga","1","",""
"4559844","-45.75","-69.7167","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","SSTN","FO","Peces","Fundación Óga","1","",""
"4559845","-43.4","-65.8167","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","SSTN","FO","Peces","Fundación Óga","1","",""
"4559876","-43.1333","-71.6","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","SSTN","FO","Peces","Fundación Óga","1","",""
"4559847","-42.9833","-71.5167","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","SSTN","FO","Peces","Fundación Óga","1","",""
"4559846","-42.45","-71.4833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","SSTN","FO","Peces","Fundación Óga","1","",""
"4559875","-41.5667","-71.4833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","SSTN","FO","Peces","Fundación Óga","1","",""
"4559873","-41.4981","-71.6919","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","SSTN","FO","Peces","Fundación Óga","1","",""
"4559874","-41.35","-71.55","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","SSTN","FO","Peces","Fundación Óga","1","",""
"4559872","-41.3333","-71.6","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","SSTN","FO","Peces","Fundación Óga","1","",""
"4559871","-41.3167","-71.7833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","SSTN","FO","Peces","Fundación Óga","1","",""
"4559869","-41.2","-71.4167","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","SSTN","FO","Peces","Fundación Óga","1","",""
"4559870","-41.0667","-71.55","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","SSTN","FO","Peces","Fundación Óga","1","",""
"4559856","-41.0667","-71.4833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","SSTN","FO","Peces","Fundación Óga","1","",""
"4559868","-40.6333","-71.75","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","SSTN","FO","Peces","Fundación Óga","1","",""
"4559841","-40.5636","-70.6167","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","SSTN","FO","Peces","Fundación Óga","1","",""
"4559866","-40.4333","-63.6833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","SSTN","FO","Peces","Fundación Óga","1","",""
"4562536","-45.75","-69.7167","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Salmo salar","SSTN","FO","Peces","Fundación Óga","1","",""
"4562542","-41.0667","-71.4833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Salmo salar","SSTN","FO","Peces","Fundación Óga","1","",""
"4562537","-40.6667","-71.2833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Salmo salar","SSTN","FO","Peces","Fundación Óga","1","",""
"4562541","-40.6667","-70.8333","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Salmo salar","SSTN","FO","Peces","Fundación Óga","1","",""
"4562546","-43.4","-65.8167","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Salmo trutta","SSTN","FO","Peces","Fundación Óga","1","",""
"4562558","-43.1333","-71.6","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Salmo trutta","SSTN","FO","Peces","Fundación Óga","1","",""
"4562557","-41.5667","-71.4833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Salmo trutta","SSTN","FO","Peces","Fundación Óga","1","",""
"4562555","-41.4981","-71.6919","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Salmo trutta","SSTN","FO","Peces","Fundación Óga","1","",""
"4562556","-41.35","-71.55","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Salmo trutta","SSTN","FO","Peces","Fundación Óga","1","",""
"4562554","-41.3333","-71.6","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Salmo trutta","SSTN","FO","Peces","Fundación Óga","1","",""
"4562553","-41.3167","-71.7833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Salmo trutta","SSTN","FO","Peces","Fundación Óga","1","",""
"4562551","-41.2","-71.4167","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Salmo trutta","SSTN","FO","Peces","Fundación Óga","1","",""
"4562552","-41.0667","-71.55","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Salmo trutta","SSTN","FO","Peces","Fundación Óga","1","",""
"4562549","-41.0667","-71.4833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Salmo trutta","SSTN","FO","Peces","Fundación Óga","1","",""
"4562550","-40.6333","-71.75","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Salmo trutta","SSTN","FO","Peces","Fundación Óga","1","",""
"4562544","-40.5636","-70.6167","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Salmo trutta","SSTN","FO","Peces","Fundación Óga","1","",""
"4562559","-45.75","-69.7167","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus","Salvelinus fontinalis","SSTN","FO","Peces","Fundación Óga","1","",""
"4562562","-43.9667","-71.1333","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus","Salvelinus fontinalis","SSTN","FO","Peces","Fundación Óga","1","",""
"4562561","-43.9333","-71.5333","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus","Salvelinus fontinalis","SSTN","FO","Peces","Fundación Óga","1","",""
"4562573","-43.1333","-71.6","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus","Salvelinus fontinalis","SSTN","FO","Peces","Fundación Óga","1","",""
"4562563","-42.9833","-71.5167","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus","Salvelinus fontinalis","SSTN","FO","Peces","Fundación Óga","1","",""
"4562572","-41.5667","-71.4833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus","Salvelinus fontinalis","SSTN","FO","Peces","Fundación Óga","1","",""
"4562570","-41.4981","-71.6919","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus","Salvelinus fontinalis","SSTN","FO","Peces","Fundación Óga","1","",""
"4562571","-41.35","-71.55","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus","Salvelinus fontinalis","SSTN","FO","Peces","Fundación Óga","1","",""
"4562569","-41.3333","-71.6","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus","Salvelinus fontinalis","SSTN","FO","Peces","Fundación Óga","1","",""
"4562568","-41.3167","-71.7833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus","Salvelinus fontinalis","SSTN","FO","Peces","Fundación Óga","1","",""
"4562566","-41.2","-71.4167","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus","Salvelinus fontinalis","SSTN","FO","Peces","Fundación Óga","1","",""
"4562567","-41.0667","-71.55","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus","Salvelinus fontinalis","SSTN","FO","Peces","Fundación Óga","1","",""
"4562564","-41.0667","-71.4833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus","Salvelinus fontinalis","SSTN","FO","Peces","Fundación Óga","1","",""
"4562565","-40.6333","-71.75","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus","Salvelinus fontinalis","SSTN","FO","Peces","Fundación Óga","1","",""
"4562574","-50.25","-72.4167","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus","Salvelinus namaycush","SSTN","FO","Peces","Fundación Óga","1","",""
"4559798","-45.9","-71.25","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Olivaichthys","Olivaichthys viedmensis","SSTN","FO","Peces","Fundación Óga","1","",""
"4559833","-43.8333","-68.8","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Olivaichthys","Olivaichthys viedmensis","SSTN","FO","Peces","Fundación Óga","1","",""
"4559832","-42.85","-71.8667","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Olivaichthys","Olivaichthys viedmensis","SSTN","FO","Peces","Fundación Óga","1","",""
"4559831","-42.1167","-71.65","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Olivaichthys","Olivaichthys viedmensis","SSTN","FO","Peces","Fundación Óga","1","",""
"4559837","-41.0667","-71.4833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Olivaichthys","Olivaichthys viedmensis","SSTN","FO","Peces","Fundación Óga","2","",""
"4559804","-41.05","-71.15","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Olivaichthys","Olivaichthys viedmensis","SSTN","FO","Peces","Fundación Óga","1","",""
"4559799","-40.8167","-63","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Olivaichthys","Olivaichthys viedmensis","SSTN","FO","Peces","Fundación Óga","1","",""
"4559821","-40.8","-62.9833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Olivaichthys","Olivaichthys viedmensis","SSTN","FO","Peces","Fundación Óga","1","",""
"4559818","-40.6667","-71.2833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Olivaichthys","Olivaichthys viedmensis","SSTN","FO","Peces","Fundación Óga","1","",""
"4559812","-40.6333","-70.7833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Olivaichthys","Olivaichthys viedmensis","SSTN","FO","Peces","Fundación Óga","1","",""
"4559813","-40.5","-71.35","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Olivaichthys","Olivaichthys viedmensis","SSTN","FO","Peces","Fundación Óga","1","",""
"4559825","-40.3","-70.6667","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Olivaichthys","Olivaichthys viedmensis","SSTN","FO","Peces","Fundación Óga","1","",""
"4563556","-40.75","-71.0833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Trichomycteridae","Trichomycterus","Trichomycterus areolatus","SSTN","FO","Peces","Fundación Óga","1","",""
"4563553","-40.65","-71.4","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Trichomycteridae","Trichomycterus","Trichomycterus areolatus","SSTN","FO","Peces","Fundación Óga","1","",""
"4595644","-41.0238","-71.8131","AR","ARGENTINA","2008-02-19","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Diplomystes","Diplomystes viedmensis","SSTN","APN-AR","PI-IABIN","Administración de Parques Nacionales - APN","1","2008","2"
"4595646","-41.0234","-71.8169","AR","ARGENTINA","2009-01-16","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Diplomystes","Diplomystes viedmensis","SSTN","APN-AR","PI-IABIN","Administración de Parques Nacionales - APN","1","2009","1"
"4595645","-41.1795","-71.4125","AR","ARGENTINA","2009-04-24","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Diplomystes","Diplomystes viedmensis","SSTN","APN-AR","PI-IABIN","Administración de Parques Nacionales - APN","1","2009","4"
"4559793","-45.75","-69.7167","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Olivaichthys","Olivaichthys mesembrinus","SSTN","FO","Peces","Fundación Óga","1","",""
"4559797","-45.6833","-68.8","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Olivaichthys","Olivaichthys mesembrinus","SSTN","FO","Peces","Fundación Óga","1","",""
"4559791","-45.5667","-69.2","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Olivaichthys","Olivaichthys mesembrinus","SSTN","FO","Peces","Fundación Óga","1","",""
"4559794","-43.85","-68.4667","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Olivaichthys","Olivaichthys mesembrinus","SSTN","FO","Peces","Fundación Óga","1","",""
"4559795","-43.8167","-67.8833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Olivaichthys","Olivaichthys mesembrinus","SSTN","FO","Peces","Fundación Óga","1","",""
"4559792","-43.5833","-66.25","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Olivaichthys","Olivaichthys mesembrinus","SSTN","FO","Peces","Fundación Óga","1","",""
"4559796","-43.3167","-69.1333","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Olivaichthys","Olivaichthys mesembrinus","SSTN","FO","Peces","Fundación Óga","1","",""
"52686912","-47.7515","-65.935","AR","ARGENTINA","1968-12-03","Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Odontesthes"," ","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1968","12"
"197952984","-54.8833","-67.1333","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen"," ","GBIF","IIPB","1000157","Ocean Biogeographic Information System","2","",""
"24778610","-40.9","-62.4667","AR","ARGENTINA","1976-11-15","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen"," ","GBIF","CENPAT-CONICET","CNP-PECES","Ocean Biogeographic Information System","1","1976","11"
"197752417","-41","-71","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus","GBIF","CAS","196209","Ocean Biogeographic Information System","2","",""
"219057066","-41.0167","-71.8333","AR","ARGENTINA","1919-02-01","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus","GBIF","FishBase","Occurrence","FishBase","2","1919","2"
"52687015","-47.7533","-65.944","AR","ARGENTINA","1970-09-04","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1970","9"
"24773513","-47.75","-65.8833","AR","ARGENTINA","1970-09-04","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1970","9"
"24773604","-47.75","-65.8833","AR","ARGENTINA","1972-12-21","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","12"
"52687073","-47.75","-65.883","AR","ARGENTINA","1972-12-21","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1972","12"
"24773605","-47.75","-65.8833","AR","ARGENTINA","1972-12-23","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","12"
"52687074","-47.75","-65.883","AR","ARGENTINA","1972-12-23","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1972","12"
"24773606","-47.75","-65.8833","AR","ARGENTINA","1972-12-30","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","12"
"52687075","-47.75","-65.883","AR","ARGENTINA","1972-12-30","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1972","12"
"24773641","-47.75","-65.8833","AR","ARGENTINA","1973-01-01","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1973","1"
"52687117","-47.75","-65.883","AR","ARGENTINA","1973-01-01","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1973","1"
"24773642","-47.75","-65.8833","AR","ARGENTINA","1973-01-02","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1973","1"
"52687118","-47.75","-65.883","AR","ARGENTINA","1973-01-02","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1973","1"
