id,latitude,longitude,cntry_code,country,obs_date,t_kingdom,t_phylum,t_class,t_order,t_family,t_genus,t_species,database,inst,collection,provider,records,year,month
"52687506","-42.3394","-63.625","AR","ARGENTINA","1992-09-19","Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Odontesthes","Odontesthes argentinensis","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1992","9"
"24773973","-42.3","-63.6333","AR","ARGENTINA","1992-09-19","Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Odontesthes","Odontesthes argentinensis","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1992","9"
"52687679","-42.5849","-64.261","AR","ARGENTINA","1997-07-21","Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Odontesthes","Odontesthes argentinensis","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1997","7"
"24774457","-47.75","-65.8833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes oculatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","4"
"24774419","-47.75","-65.8833","AR","ARGENTINA","1970-02-24","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes oculatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1970","2"
"52692127","-47.75","-65.883","AR","ARGENTINA","1970-02-24","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes oculatus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1970","2"
"24774456","-47.75","-65.8833","AR","ARGENTINA","1972-03-10","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes oculatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","3"
"24774458","-47.75","-65.8833","AR","ARGENTINA","1972-04-22","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes oculatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","4"
"24780038","-40.9","-62.4667","AR","ARGENTINA","1976-11-15","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes oculatus","GBIF","CENPAT-CONICET","CNP-PECES","Ocean Biogeographic Information System","1","1976","11"
"52692554","-42.244","-64.229","AR","ARGENTINA","1995-06-16","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes oculatus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1995","6"
"216053790","-42.238","-64.244","AR","ARGENTINA","1995-06-16","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes oculatus","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","1995","6"
"197935844","-47.9333","-65.95","AR","ARGENTINA","1953-02-01","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Opisthonema","Opisthonema libertate","GBIF","UBC","305458","Ocean Biogeographic Information System","1","1953","2"
"52687766","-42.6589","-64.987","AR","ARGENTINA","2000-04-26","Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Diplodus","Diplodus argenteus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","2000","4"
"216053298","-42.6447","-64.9708","AR","ARGENTINA","2000-04-26","Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Diplodus","Diplodus argenteus","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","2000","4"
"198122256","-47.9333","-65.95","AR","ARGENTINA","1953-02-01","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Trachinotus","Trachinotus kennedyi","GBIF","UBC","305457","Ocean Biogeographic Information System","1","1953","2"
"24773362","-54.7833","-68.25","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Paranotothenia","Paranotothenia magellanica","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1963",""
"52686958","-54.6622","-65.264","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Paranotothenia","Paranotothenia magellanica","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1969","11"
"24773352","-47.75","-65.8833","AR","ARGENTINA","1962-02-08","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Paranotothenia","Paranotothenia magellanica","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1962","2"
"24773363","-54.7833","-68.25","AR","ARGENTINA","1963-03-27","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Paranotothenia","Paranotothenia magellanica","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1963","3"
"24773361","-54.7833","-68.25","AR","ARGENTINA","1963-11-05","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Paranotothenia","Paranotothenia magellanica","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1963","11"
"24773392","-47.75","-65.8833","AR","ARGENTINA","1968-12-18","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Paranotothenia","Paranotothenia magellanica","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1968","12"
"52686911","-47.75","-65.883","AR","ARGENTINA","1968-12-18","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Paranotothenia","Paranotothenia magellanica","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1968","12"
"216052646","-47.7539","-65.9892","AR","ARGENTINA","1970-07-12","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Paranotothenia","Paranotothenia magellanica","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","1970","7"
"24773637","-47.75","-65.8833","AR","ARGENTINA","1972-02-15","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Paranotothenia","Paranotothenia magellanica","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","2"
"24773636","-47.75","-65.8833","AR","ARGENTINA","1972-04-16","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Paranotothenia","Paranotothenia magellanica","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","4"
"238934544","-42.3394","-63.625","AR","ARGENTINA","1988-03-20","Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Odontesthes","Odontesthes platensis","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1988","3"
"52687445","-42.6589","-64.987","AR","ARGENTINA","1989-02-22","Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Odontesthes","Odontesthes platensis","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1989","2"
"216052998","-42.6447","-64.9708","AR","ARGENTINA","1989-02-22","Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Odontesthes","Odontesthes platensis","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","1989","2"
"24780552","-48","-65.95","AR","ARGENTINA","1978-04-26","Animalia","Chordata","Actinopterygii","Perciformes","Gempylidae","Thyrsites","Thyrsites atun","GBIF","CENPAT-CONICET","CNP-PECES","Ocean Biogeographic Information System","1","1978","4"
"24774109","-54.7833","-68.25","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen ramsayi","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1996","3"
"189200145","-49","-67.6514","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen ramsayi","GBIF","FishBase","Occurrence","FishBase","1","",""
"24773556","-47.75","-65.8833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen ramsayi","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1971","3"
"52692165","-47.75","-65.883","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen ramsayi","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1971","3"
"52692051","-47.7548","-65.899","AR","ARGENTINA","1962-02-17","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen ramsayi","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1962","2"
"24773349","-47.75","-65.8833","AR","ARGENTINA","1962-02-17","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen ramsayi","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1962","2"
"24773529","-47.75","-65.8833","AR","ARGENTINA","1970-02-21","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen ramsayi","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1970","2"
"52692129","-47.75","-65.883","AR","ARGENTINA","1970-02-21","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen ramsayi","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1970","2"
"52692200","-47.7722","-66.889","AR","ARGENTINA","1972-01-30","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen ramsayi","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1972","1"
"24773587","-47.75","-65.8833","AR","ARGENTINA","1972-01-30","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen ramsayi","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","1"
"52692201","-47.7548","-65.899","AR","ARGENTINA","1972-02-13","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen ramsayi","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1972","2"
"24773589","-47.75","-65.8833","AR","ARGENTINA","1972-02-13","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen ramsayi","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","2"
"24773649","-54.85","-67.9333","AR","ARGENTINA","1974-03-07","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen ramsayi","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1974","3"
"24774108","-54.7833","-68.25","AR","ARGENTINA","1996-03-22","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen ramsayi","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1996","3"
"216053196","-54.8196","-68.177","AR","ARGENTINA","1996-07-02","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen ramsayi","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","1996","7"
"216052629","-47.7539","-65.9892","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","1970","5"
"24774350","-47.75","-65.8833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","6","1968","7"
"52692062","-47.75","-65.883","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","3","1968","7"
"216052436","-54.833","-68.333","AR","ARGENTINA","1963-02-27","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","1963","2"
"24774341","-54.7833","-68.25","AR","ARGENTINA","1963-03-27","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","1","1963","3"
"24774364","-47.75","-65.8833","AR","ARGENTINA","1968-07-19","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1968","7"
"52692080","-47.75","-65.883","AR","ARGENTINA","1968-07-19","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1968","7"
"52692072","-47.7515","-65.935","AR","ARGENTINA","1968-12-03","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1968","12"
"24774355","-47.75","-65.8833","AR","ARGENTINA","1968-12-03","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1968","12"
"24774406","-47.75","-65.8833","AR","ARGENTINA","1969-02-19","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1969","2"
"52692122","-47.7515","-65.935","AR","ARGENTINA","1969-04-08","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1969","4"
"24774404","-47.75","-65.8833","AR","ARGENTINA","1969-04-08","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1969","4"
"52692123","-47.7515","-65.935","AR","ARGENTINA","1969-05-06","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","2","1969","5"
"24774375","-47.75","-65.8833","AR","ARGENTINA","1969-05-06","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","6","1969","5"
"52692112","-47.7515","-65.935","AR","ARGENTINA","1969-06-02","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1969","6"
"24774397","-47.75","-65.8833","AR","ARGENTINA","1969-06-02","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1969","6"
"52692087","-47.7515","-65.935","AR","ARGENTINA","1969-06-03","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1969","6"
"24774374","-47.75","-65.8833","AR","ARGENTINA","1969-06-03","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","4","1969","6"
"24774403","-47.75","-65.8833","AR","ARGENTINA","1969-06-04","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1969","6"
"52692103","-47.7515","-65.935","AR","ARGENTINA","1969-06-11","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1969","6"
"216052542","-47.75","-65.9333","AR","ARGENTINA","1969-06-11","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","1969","6"
"24774407","-47.75","-65.8833","AR","ARGENTINA","1969-06-22","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1969","6"
"24774402","-47.75","-65.88","AR","ARGENTINA","1969-07-01","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1969","7"
"52692110","-47.7501","-65.941","AR","ARGENTINA","1969-07-02","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1969","7"
"24774389","-47.75","-65.8833","AR","ARGENTINA","1969-07-02","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","4","1969","7"
"52692111","-47.7501","-65.941","AR","ARGENTINA","1969-07-05","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1969","7"
"24774396","-47.75","-65.8833","AR","ARGENTINA","1969-07-05","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1969","7"
"24774399","-47.75","-65.8833","AR","ARGENTINA","1969-07-07","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1969","7"
"52692098","-47.7515","-65.935","AR","ARGENTINA","1969-07-17","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1969","7"
"24774381","-47.75","-65.8833","AR","ARGENTINA","1969-07-17","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1969","7"
"24774377","-47.75","-65.8833","AR","ARGENTINA","1969-07-18","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1969","7"
"24774398","-47.75","-65.8833","AR","ARGENTINA","1969-09-06","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1969","9"
"24774392","-47.75","-65.8833","AR","ARGENTINA","1969-09-20","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1969","9"
"52692138","-47.7515","-65.935","AR","ARGENTINA","1970-01-05","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1970","1"
"24774417","-47.75","-65.8833","AR","ARGENTINA","1970-01-05","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1970","1"
"52692162","-47.7515","-65.935","AR","ARGENTINA","1970-01-20","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1970","1"
"24774437","-47.75","-65.8833","AR","ARGENTINA","1970-01-20","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1970","1"
"52692153","-47.7515","-65.935","AR","ARGENTINA","1970-02-13","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1970","2"
"24774428","-47.75","-65.8833","AR","ARGENTINA","1970-02-13","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1970","2"
"52692152","-47.7515","-65.935","AR","ARGENTINA","1970-03-04","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1970","3"
"24774427","-47.75","-65.8833","AR","ARGENTINA","1970-03-04","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1970","3"
"52692144","-47.7515","-65.935","AR","ARGENTINA","1970-05-15","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1970","5"
"24774424","-47.75","-65.8833","AR","ARGENTINA","1970-05-15","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1970","5"
"24774432","-47.75","-65.8833","AR","ARGENTINA","1970-05-25","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1970","5"
"24774430","-47.75","-65.8833","AR","ARGENTINA","1970-06-21","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1970","6"
"216052632","-47.7539","-65.9892","AR","ARGENTINA","1970-07-14","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","1970","7"
"24774421","-47.75","-65.8833","AR","ARGENTINA","1970-07-14","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1970","7"
"52692154","-47.7501","-65.891","AR","ARGENTINA","1970-07-19","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1970","7"
"24774429","-47.75","-65.8833","AR","ARGENTINA","1970-07-19","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1970","7"
"24774433","-47.75","-65.8833","AR","ARGENTINA","1970-07-23","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1970","7"
"24774422","-47.75","-65.8833","AR","ARGENTINA","1970-07-28","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1970","7"
"52692159","-47.7515","-65.935","AR","ARGENTINA","1970-09-04","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1970","9"
"24774434","-47.75","-65.8833","AR","ARGENTINA","1970-09-04","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1970","9"
"24774435","-47.75","-65.8833","AR","ARGENTINA","1970-09-09","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1970","9"
"216052626","-47.75","-65.9333","AR","ARGENTINA","1970-11-27","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","1970","11"
"52692145","-47.7515","-65.935","AR","ARGENTINA","1970-12-10","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1970","12"
"24774415","-47.75","-65.8833","AR","ARGENTINA","1970-12-10","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","4","1970","12"
"24774452","-47.75","-65.8833","AR","ARGENTINA","1971-01-26","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1971","1"
"52692185","-47.75","-65.883","AR","ARGENTINA","1971-01-26","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1971","1"
"52692182","-47.7515","-65.935","AR","ARGENTINA","1971-05-27","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1971","5"
"24774440","-47.75","-65.8833","AR","ARGENTINA","1971-05-27","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","4","1971","5"
"52692920","-47.75","-65.883","AR","ARGENTINA","1971-10-07","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1971","10"
