"occurrenceID","scientificName","locality","decimalLatitude","decimalLongitude","year","eventDate","bibliographicCitation","institutionCode","collectionCode","catalogNumber","datasetName","datasetName_tmp","data_source"
"FO:Peces:4561","Galaxias platei","Laguna La Pava",-44.28,-71.523,2002,"2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4561","Liotta, J. (2020) Geographical distribution database of freshwater fishes from Argentina. doi:10.15504/fmj.2020.47","DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN","Freshwater Fishes from Argentina by J. Liotta (2020)"
"FO:Peces:4562","Galaxias platei","Laguna Del Engaño ",-43.860431,-71.516024,2002,"2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4562","Liotta, J. (2020) Geographical distribution database of freshwater fishes from Argentina. doi:10.15504/fmj.2020.47","DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN","Freshwater Fishes from Argentina by J. Liotta (2020)"
"FO:Peces:4563","Galaxias platei","Laguna Del Sapo",-43.2333333333333,-71.1,2002,"2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4563","Liotta, J. (2020) Geographical distribution database of freshwater fishes from Argentina. doi:10.15504/fmj.2020.47","DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN","Freshwater Fishes from Argentina by J. Liotta (2020)"
"FO:Peces:4565","Galaxias platei","Laguna Williams",-43.3333333333333,-71.2166666666667,2002,"2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4565","Liotta, J. (2020) Geographical distribution database of freshwater fishes from Argentina. doi:10.15504/fmj.2020.47","DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN","Freshwater Fishes from Argentina by J. Liotta (2020)"
"FO:Peces:4566","Galaxias platei","Río Carrenleufú",-42.469776,-71.599859,2002,"2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4566","Liotta, J. (2020) Geographical distribution database of freshwater fishes from Argentina. doi:10.15504/fmj.2020.47","DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN","Freshwater Fishes from Argentina by J. Liotta (2020)"
"FO:Peces:4567","Galaxias platei","Río Arrayanes",-42.731892,-71.741996,2002,"2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4567","Liotta, J. (2020) Geographical distribution database of freshwater fishes from Argentina. doi:10.15504/fmj.2020.47","DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN","Freshwater Fishes from Argentina by J. Liotta (2020)"
"FO:Peces:4568","Galaxias platei","Río Grande",-43.181008,-71.65631,2002,"2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4568","Liotta, J. (2020) Geographical distribution database of freshwater fishes from Argentina. doi:10.15504/fmj.2020.47","DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN","Freshwater Fishes from Argentina by J. Liotta (2020)"
"FO:Peces:4569","Galaxias platei","Río Percey",-43,-71.4666666666667,2002,"2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4569","Liotta, J. (2020) Geographical distribution database of freshwater fishes from Argentina. doi:10.15504/fmj.2020.47","DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN","Freshwater Fishes from Argentina by J. Liotta (2020)"
"FO:Peces:4570","Galaxias platei","Río Corcovado",-43.8725,-71.3118,2002,"2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4570","Liotta, J. (2020) Geographical distribution database of freshwater fishes from Argentina. doi:10.15504/fmj.2020.47","DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN","Freshwater Fishes from Argentina by J. Liotta (2020)"
"FO:Peces:4571","Galaxias platei","Río Pico",-44.205475,-71.423926,2002,"2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4571","Liotta, J. (2020) Geographical distribution database of freshwater fishes from Argentina. doi:10.15504/fmj.2020.47","DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN","Freshwater Fishes from Argentina by J. Liotta (2020)"
"FO:Peces:4572","Galaxias platei","Arroyo Nant y Fall",-43.173237,-71.505652,2002,"2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4572","Liotta, J. (2020) Geographical distribution database of freshwater fishes from Argentina. doi:10.15504/fmj.2020.47","DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN","Freshwater Fishes from Argentina by J. Liotta (2020)"
"FO:Peces:4573","Galaxias platei","Arroyo Blanco",-42.45,-71.4333333333333,2002,"2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4573","Liotta, J. (2020) Geographical distribution database of freshwater fishes from Argentina. doi:10.15504/fmj.2020.47","DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN","Freshwater Fishes from Argentina by J. Liotta (2020)"
"FO:Peces:4574","Galaxias platei","Arroyo Esquel ",-42.915773,-71.307351,2002,"2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4574","Liotta, J. (2020) Geographical distribution database of freshwater fishes from Argentina. doi:10.15504/fmj.2020.47","DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN","Freshwater Fishes from Argentina by J. Liotta (2020)"
"FO:Peces:4576","Galaxias platei","Lago Buenos Aires",-46.5333333333333,-71.6166666666667,2002,"2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4576","Liotta, J. (2020) Geographical distribution database of freshwater fishes from Argentina. doi:10.15504/fmj.2020.47","DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN","Freshwater Fishes from Argentina by J. Liotta (2020)"
"FO:Peces:4577","Galaxias platei","Lago Pueyrredón",-47.35,-71.95,2002,"2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4577","Liotta, J. (2020) Geographical distribution database of freshwater fishes from Argentina. doi:10.15504/fmj.2020.47","DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN","Freshwater Fishes from Argentina by J. Liotta (2020)"
"FO:Peces:4583","Galaxias platei","Lago Yehuín",-54.4166666666667,-67.75,2002,"2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4583","Liotta, J. (2020) Geographical distribution database of freshwater fishes from Argentina. doi:10.15504/fmj.2020.47","DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN","Freshwater Fishes from Argentina by J. Liotta (2020)"
"FO:Peces:4586","Aplochiton taeniatus","Lago Epuyén",-42.2,-71.5,2002,"2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4586","Liotta, J. (2020) Geographical distribution database of freshwater fishes from Argentina. doi:10.15504/fmj.2020.47","DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN","Freshwater Fishes from Argentina by J. Liotta (2020)"
"FO:Peces:4587","Aplochiton taeniatus","Lago Cholila",-42.45,-71.6666666666667,2002,"2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4587","Liotta, J. (2020) Geographical distribution database of freshwater fishes from Argentina. doi:10.15504/fmj.2020.47","DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN","Freshwater Fishes from Argentina by J. Liotta (2020)"
"FO:Peces:4592","Aplochiton zebra","Laguna Foyel",-41.75065,-71.446089,2002,"2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4592","Liotta, J. (2020) Geographical distribution database of freshwater fishes from Argentina. doi:10.15504/fmj.2020.47","DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN","Freshwater Fishes from Argentina by J. Liotta (2020)"
"FO:Peces:4593","Aplochiton zebra","Lago Epuyén",-42.2,-71.5,2002,"2002","Bello, MT. 2002. Los peces autóctonos de la Patagonia argentina. Distribución natural. Cuadernos Universitarios. Universidad Nacional del Comahue. Centro Regional Bariloche. Nº 23: 54 pp.","FO","Peces","4593","Liotta, J. (2020) Geographical distribution database of freshwater fishes from Argentina. doi:10.15504/fmj.2020.47","DataBasin-Los Peces de Argentina; Originally provided by Fundación Óga through SSTN","Freshwater Fishes from Argentina by J. Liotta (2020)"
