"occurrenceID","bibliographicCitation","decimalLatitude","decimalLongitude","eventDate","year","scientificName","locality","stateProvince","references","associatedReferences","catalogNumber","institutionCode","recordedBy","samplingProtocol","individualCount","X","X.1","canonicalName","rank","kingdom","phylum","order","family","genus","species"
"Boisjoly.Lit.Review.0052","Ortiz-Sandoval, J., Górski, K., Sobenes, C., González, J., Manosalva, A., Elgueta, A., & Habit, E. (2017). Invasive trout affect trophic ecology of Galaxias platei in Patagonian lakes. Hydrobiologia, 790(1), 201–212. https://doi.org/10.1007/s10750-016-3030-1","-47.3212260002","-72.5953940003","2007/2011","2007","Oncorhynchus mykiss (Walbaum, 1792)","Lago Esmeralda, cuenca del río Baker","","","","","","","","","","","Oncorhynchus mykiss","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"Boisjoly.Lit.Review.0053","Ortiz-Sandoval, J., Górski, K., Sobenes, C., González, J., Manosalva, A., Elgueta, A., & Habit, E. (2017). Invasive trout affect trophic ecology of Galaxias platei in Patagonian lakes. Hydrobiologia, 790(1), 201–212. https://doi.org/10.1007/s10750-016-3030-1","-42.0964019999","-71.7814599997","2007/2011","2007","Oncorhynchus mykiss (Walbaum, 1792)","Lago Inferior, cuenca del río Puelo","","","","","","","","","","","Oncorhynchus mykiss","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"Boisjoly.Lit.Review.0054","Ortiz-Sandoval, J., Górski, K., Sobenes, C., González, J., Manosalva, A., Elgueta, A., & Habit, E. (2017). Invasive trout affect trophic ecology of Galaxias platei in Patagonian lakes. Hydrobiologia, 790(1), 201–212. https://doi.org/10.1007/s10750-016-3030-1","-42.0964019999","-71.7814599997","2007/2011","2007","Salmo trutta Linnaeus, 1758","Lago Inferior, cuenca del río Puelo","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0055","Ortiz-Sandoval, J., Górski, K., Sobenes, C., González, J., Manosalva, A., Elgueta, A., & Habit, E. (2017). Invasive trout affect trophic ecology of Galaxias platei in Patagonian lakes. Hydrobiologia, 790(1), 201–212. https://doi.org/10.1007/s10750-016-3030-1","-46.838","-72.012","2007/2011","2007","Oncorhynchus mykiss (Walbaum, 1792)","Lago Jeinimeni, cuenca del río Baker","","","","","","","","","","","Oncorhynchus mykiss","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"Boisjoly.Lit.Review.0056","Ortiz-Sandoval, J., Górski, K., Sobenes, C., González, J., Manosalva, A., Elgueta, A., & Habit, E. (2017). Invasive trout affect trophic ecology of Galaxias platei in Patagonian lakes. Hydrobiologia, 790(1), 201–212. https://doi.org/10.1007/s10750-016-3030-1","-46.838","-72.012","2007/2011","2007","Salmo trutta Linnaeus, 1758","Lago Jeinimeni, cuenca del río Baker","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0057","Ortiz-Sandoval, J., Górski, K., Sobenes, C., González, J., Manosalva, A., Elgueta, A., & Habit, E. (2017). Invasive trout affect trophic ecology of Galaxias platei in Patagonian lakes. Hydrobiologia, 790(1), 201–212. https://doi.org/10.1007/s10750-016-3030-1","-45.904804","-72.098064","2007/2011","2007","Oncorhynchus mykiss (Walbaum, 1792)","Lago La Paloma, cuenca del río Aysén","","","","","","","","","","","Oncorhynchus mykiss","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"Boisjoly.Lit.Review.0058","Ortiz-Sandoval, J., Górski, K., Sobenes, C., González, J., Manosalva, A., Elgueta, A., & Habit, E. (2017). Invasive trout affect trophic ecology of Galaxias platei in Patagonian lakes. Hydrobiologia, 790(1), 201–212. https://doi.org/10.1007/s10750-016-3030-1","-45.904804","-72.098064","2007/2011","2007","Salmo trutta Linnaeus, 1758","Lago La Paloma, cuenca del río Aysén","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0059","Ortiz-Sandoval, J., Górski, K., Sobenes, C., González, J., Manosalva, A., Elgueta, A., & Habit, E. (2017). Invasive trout affect trophic ecology of Galaxias platei in Patagonian lakes. Hydrobiologia, 790(1), 201–212. https://doi.org/10.1007/s10750-016-3030-1","-42.0357230003","-71.8315429998","2007/2011","2007","Oncorhynchus mykiss (Walbaum, 1792)","Lago Las Rocas, cuenca del río Puelo","","","","","","","","","","","Oncorhynchus mykiss","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"Boisjoly.Lit.Review.0060","Ortiz-Sandoval, J., Górski, K., Sobenes, C., González, J., Manosalva, A., Elgueta, A., & Habit, E. (2017). Invasive trout affect trophic ecology of Galaxias platei in Patagonian lakes. Hydrobiologia, 790(1), 201–212. https://doi.org/10.1007/s10750-016-3030-1","-44.7960699998","-72.2103320002","2007/2011","2007","Salmo trutta Linnaeus, 1758","Lago Las Torres, cuenca del río Cisnes","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0061","Ortiz-Sandoval, J., Górski, K., Sobenes, C., González, J., Manosalva, A., Elgueta, A., & Habit, E. (2017). Invasive trout affect trophic ecology of Galaxias platei in Patagonian lakes. Hydrobiologia, 790(1), 201–212. https://doi.org/10.1007/s10750-016-3030-1","-51.3144859997","-72.8250620002","2007/2011","2007","Salmo trutta Linnaeus, 1758","Lago Porteño, cuenca del río Serrano","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0062","Ortiz-Sandoval, J., Górski, K., Sobenes, C., González, J., Manosalva, A., Elgueta, A., & Habit, E. (2017). Invasive trout affect trophic ecology of Galaxias platei in Patagonian lakes. Hydrobiologia, 790(1), 201–212. https://doi.org/10.1007/s10750-016-3030-1","-45.4873611112","-72.6932777784","2007/2011","2007","Salmo trutta Linnaeus, 1758","Lago Riesco, cuenca del río Aysén","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0063","Ortiz-Sandoval, J., Górski, K., Sobenes, C., González, J., Manosalva, A., Elgueta, A., & Habit, E. (2017). Invasive trout affect trophic ecology of Galaxias platei in Patagonian lakes. Hydrobiologia, 790(1), 201–212. https://doi.org/10.1007/s10750-016-3030-1","-44.2531199996","-72.5115540002","2007/2011","2007","Salmo trutta Linnaeus, 1758","Lago Risopatron, cuenca del río Palena","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0064","Ortiz-Sandoval, J., Górski, K., Sobenes, C., González, J., Manosalva, A., Elgueta, A., & Habit, E. (2017). Invasive trout affect trophic ecology of Galaxias platei in Patagonian lakes. Hydrobiologia, 790(1), 201–212. https://doi.org/10.1007/s10750-016-3030-1","-51.051493","-72.8749830001","2007/2011","2007","Salmo trutta Linnaeus, 1758","Lago Sarmiento, cuenca del río Serrano","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0065","Ortiz-Sandoval, J., Górski, K., Sobenes, C., González, J., Manosalva, A., Elgueta, A., & Habit, E. (2017). Invasive trout affect trophic ecology of Galaxias platei in Patagonian lakes. Hydrobiologia, 790(1), 201–212. https://doi.org/10.1007/s10750-016-3030-1","-51.2378459998","-72.6795190001","2007/2011","2007","Oncorhynchus mykiss (Walbaum, 1792)","Lago Toro, cuenca del río Serrano","","","","","","","","","","","Oncorhynchus mykiss","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"Boisjoly.Lit.Review.0066","Ortiz-Sandoval, J., Górski, K., Sobenes, C., González, J., Manosalva, A., Elgueta, A., & Habit, E. (2017). Invasive trout affect trophic ecology of Galaxias platei in Patagonian lakes. Hydrobiologia, 790(1), 201–212. https://doi.org/10.1007/s10750-016-3030-1","-51.2378459998","-72.6795190001","2007/2011","2007","Salmo trutta Linnaeus, 1758","Lago Toro, cuenca del río Serrano","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0067","Schaefer, E. 1954. Origen de las especies salmonideas en lo ríos magallanicos. Punta Arenas, Chile.","-52.563728","-71.677292","1954","1954","Oncorhynchus mykiss (Walbaum, 1792)","Chorillo El Salto","","","","","","","","","","","Oncorhynchus mykiss","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"Boisjoly.Lit.Review.0068","Schaefer, E. 1954. Origen de las especies salmonideas en lo ríos magallanicos. Punta Arenas, Chile.","-53.110192","-70.88462","1954","1954","Salmo trutta Linnaeus, 1758","Chorillo Tres Puentes o Estero Bitsch","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0069","Schaefer, E. 1954. Origen de las especies salmonideas en lo ríos magallanicos. Punta Arenas, Chile.","-53.037487","-70.905702","1954","1954","Oncorhynchus mykiss (Walbaum, 1792)","Estero Chabunco","","","","","","","","","","","Oncorhynchus mykiss","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"Boisjoly.Lit.Review.0070","Schaefer, E. 1954. Origen de las especies salmonideas en lo ríos magallanicos. Punta Arenas, Chile.","-53.037487","-70.905702","1954","1954","Salmo trutta Linnaeus, 1758","Estero Chabunco","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0071","Schaefer, E. 1954. Origen de las especies salmonideas en lo ríos magallanicos. Punta Arenas, Chile.","-51.313413","-72.752204","1954","1954","Salmo trutta Linnaeus, 1758","Lago Maravilla","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0072","Schaefer, E. 1954. Origen de las especies salmonideas en lo ríos magallanicos. Punta Arenas, Chile.","-51.232116","-72.746684","1954","1954","Salmo trutta Linnaeus, 1758","Lago Toro","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0073","Schaefer, E. 1954. Origen de las especies salmonideas en lo ríos magallanicos. Punta Arenas, Chile.","-53.402689","-70.990046","1954","1954","Oncorhynchus mykiss (Walbaum, 1792)","Rio Agua Fresca","","","","","","","","","","","Oncorhynchus mykiss","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"Boisjoly.Lit.Review.0074","Schaefer, E. 1954. Origen de las especies salmonideas en lo ríos magallanicos. Punta Arenas, Chile.","-53.402689","-70.990046","1954","1954","Salmo trutta Linnaeus, 1758","Rio Agua Fresca","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0075","Schaefer, E. 1954. Origen de las especies salmonideas en lo ríos magallanicos. Punta Arenas, Chile.","-53.231819","-70.942042","1954","1954","Salmo trutta Linnaeus, 1758","Rio Leña Dura","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0076","Schaefer, E. 1954. Origen de las especies salmonideas en lo ríos magallanicos. Punta Arenas, Chile.","-52.815589","-69.775974","1954","1954","Salmo trutta Linnaeus, 1758","Rio Oscar","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0077","Schaefer, E. 1954. Origen de las especies salmonideas en lo ríos magallanicos. Punta Arenas, Chile.","-51.902601","-71.593297","1954","1954","Salmo trutta Linnaeus, 1758","Rio Penitente","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0078","Schaefer, E. 1954. Origen de las especies salmonideas en lo ríos magallanicos. Punta Arenas, Chile.","-51.899133","-71.596957","1954","1954","Salmo trutta Linnaeus, 1758","Rio Rubens","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0079","Schaefer, E. 1954. Origen de las especies salmonideas en lo ríos magallanicos. Punta Arenas, Chile.","-53.643374","-70.954493","1954","1954","Salmo trutta Linnaeus, 1758","Rio San Juan","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0080","Schaefer, E. 1954. Origen de las especies salmonideas en lo ríos magallanicos. Punta Arenas, Chile.","-52.649134","-70.334449","1954","1954","Oncorhynchus mykiss (Walbaum, 1792)","Rio Susana","","","","","","","","","","","Oncorhynchus mykiss","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"Boisjoly.Lit.Review.0081","Schaefer, E. 1954. Origen de las especies salmonideas en lo ríos magallanicos. Punta Arenas, Chile.","-52.649134","-70.334449","1954","1954","Salmo trutta Linnaeus, 1758","Rio Susana","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0082","Schaefer, E. 1954. Origen de las especies salmonideas en lo ríos magallanicos. Punta Arenas, Chile.","-53.272676","-70.945","1954","1954","Oncorhynchus mykiss (Walbaum, 1792)","Rio Tres Brazos","","","","","","","","","","","Oncorhynchus mykiss","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"Boisjoly.Lit.Review.0083","Schaefer, E. 1954. Origen de las especies salmonideas en lo ríos magallanicos. Punta Arenas, Chile.","-53.272676","-70.945","1954","1954","Salmo trutta Linnaeus, 1758","Rio Tres Brazos","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0084","Schaefer, E. 1954. Origen de las especies salmonideas en lo ríos magallanicos. Punta Arenas, Chile.","-53.202709","-70.937653","1954","1954","Salmo trutta Linnaeus, 1758","Rio de los Ciervos","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0085","Schaefer, E. 1954. Origen de las especies salmonideas en lo ríos magallanicos. Punta Arenas, Chile.","-52.608351","-71.508937","1954","1954","Oncorhynchus mykiss (Walbaum, 1792)","Seno Skyring, ríos y chorillos que desembocan en el Seno Skyring","","","","","","","","","","","Oncorhynchus mykiss","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"Boisjoly.Lit.Review.0086","Sieldfeld K., W. 1976. Presencia de Exomegas macrostomus (Burmeister) (Myxini: Petromyzonidae) en aguas magallánicas. Anales del Instituto de la Patagonia Vol. 7(1–2): 211–213. ","-53.641913","-70.957739","1976-12-08","1976","Geotria macrostoma (Burmeister, 1868)","Río San Juan","","","(Riva-Rossi et al. 2020)","","","","","","Exomegas macrostomus","","Geotria macrostoma","SPECIES","Animalia","Chordata","Petromyzontiformes","Geotriidae","Geotria","Geotria australis"
"Boisjoly.Lit.Review.0087","Unmack, P. J., Barriga, J. P., Battini, M. A., Habit, E. M., & Johnson, J. B. (2012). Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations. Molecular Ecology, 21(4), 942–959. https://doi.org/10.1111/j.1365-294X.2011.05408.x","-43.50055556","-71.34694444","2007","2007","Hatcheria macraei (Girard, 1855)","Arroyo Cabeza de Vaca","","","","","","Barriga JP & Battini MA","Pesca electrica","","","","Hatcheria macraei","SPECIES","Animalia","Chordata","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei"
"Boisjoly.Lit.Review.0088","Unmack, P. J., Barriga, J. P., Battini, M. A., Habit, E. M., & Johnson, J. B. (2012). Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations. Molecular Ecology, 21(4), 942–959. https://doi.org/10.1111/j.1365-294X.2011.05408.x","-43.1300556","-71.44025","2007","2007","Hatcheria macraei (Girard, 1855)","Arroyo Corintos","","","","","","Barriga JP & Battini MA","Pesca electrica","","","","Hatcheria macraei","SPECIES","Animalia","Chordata","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei"
"Boisjoly.Lit.Review.0089","Unmack, P. J., Barriga, J. P., Battini, M. A., Habit, E. M., & Johnson, J. B. (2012). Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations. Molecular Ecology, 21(4), 942–959. https://doi.org/10.1111/j.1365-294X.2011.05408.x","-43.3096111","-71.44275","2007","2007","Hatcheria macraei (Girard, 1855)","Arroyo Frio","","","","","","Barriga JP & Battini MA","Pesca electrica","","","","Hatcheria macraei","SPECIES","Animalia","Chordata","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei"
"Boisjoly.Lit.Review.0090","Unmack, P. J., Barriga, J. P., Battini, M. A., Habit, E. M., & Johnson, J. B. (2012). Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations. Molecular Ecology, 21(4), 942–959. https://doi.org/10.1111/j.1365-294X.2011.05408.x","-42.46276","-71.60776","2007","2007","Hatcheria macraei (Girard, 1855)","Lago Cholila","","","","","","Barriga JP & Battini MA","Pesca electrica","","","","Hatcheria macraei","SPECIES","Animalia","Chordata","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei"
"Boisjoly.Lit.Review.0091","Unmack, P. J., Barriga, J. P., Battini, M. A., Habit, E. M., & Johnson, J. B. (2012). Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations. Molecular Ecology, 21(4), 942–959. https://doi.org/10.1111/j.1365-294X.2011.05408.x","-43.22277778","-71.42138889","2007","2007","Hatcheria macraei (Girard, 1855)","Rio Nant y Fall","","","","","","Barriga JP & Battini MA","Pesca electrica","","","","Hatcheria macraei","SPECIES","Animalia","Chordata","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei"
"Boisjoly.Lit.Review.0092","Unmack, P. J., Barriga, J. P., Battini, M. A., Habit, E. M., & Johnson, J. B. (2012). Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations. Molecular Ecology, 21(4), 942–959. https://doi.org/10.1111/j.1365-294X.2011.05408.x","-47.5769426","-71.3808446","2007","2007","Hatcheria macraei (Girard, 1855)","Río Blanco","","","","","","Barriga JP & Battini MA","Pesca electrica","","","","Hatcheria macraei","SPECIES","Animalia","Chordata","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei"
"Boisjoly.Lit.Review.0093","Unmack, P. J., Barriga, J. P., Battini, M. A., Habit, E. M., & Johnson, J. B. (2012). Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations. Molecular Ecology, 21(4), 942–959. https://doi.org/10.1111/j.1365-294X.2011.05408.x","-42.0751389","-71.51769444","2007","2007","Hatcheria macraei (Girard, 1855)","Río Epuyén","","","","","","Barriga JP & Battini MA","Pesca electrica","","","","Hatcheria macraei","SPECIES","Animalia","Chordata","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei"
"Boisjoly.Lit.Review.0094","Unmack, P. J., Barriga, J. P., Battini, M. A., Habit, E. M., & Johnson, J. B. (2012). Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations. Molecular Ecology, 21(4), 942–959. https://doi.org/10.1111/j.1365-294X.2011.05408.x","-41.5953889","-71.58094444","2007","2007","Hatcheria macraei (Girard, 1855)","Río Manso inferior","","","","","","Barriga JP & Battini MA","Pesca electrica","","","","Hatcheria macraei","SPECIES","Animalia","Chordata","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei"
"Boisjoly.Lit.Review.0095","Veyñ, M., Higueras, L., Nardi, C., Habit, E., and Chalde, T. 2025. New insights into Aplochiton species at its southernmost distribution. Rev Fish Biol Fisheries 36(1): 18. doi:10.1007/s11160-025-10025-0.","-54.604806","-67.985471","2014/2025","2014","Aplochiton zebra Jenyns, 1842","Rio Bombilla","","","","","","","Pesca electrica","5","","","Aplochiton zebra","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra"
"Boisjoly.Lit.Review.0096","Veyñ, M., Higueras, L., Nardi, C., Habit, E., and Chalde, T. 2025. New insights into Aplochiton species at its southernmost distribution. Rev Fish Biol Fisheries 36(1): 18. doi:10.1007/s11160-025-10025-0.","-54.603813","-67.380727","2014/2025","2014","Aplochiton zebra Jenyns, 1842","Rio Cafe","","","","","","","Pesca electrica","1","","","Aplochiton zebra","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra"
"Boisjoly.Lit.Review.0097","Veyñ, M., Higueras, L., Nardi, C., Habit, E., and Chalde, T. 2025. New insights into Aplochiton species at its southernmost distribution. Rev Fish Biol Fisheries 36(1): 18. doi:10.1007/s11160-025-10025-0.","-54.58803","-67.35465","2014/2025","2014","Aplochiton zebra Jenyns, 1842","Rio Guanaco","","","","","","","Pesca electrica","7","","","Aplochiton zebra","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra"
"Boisjoly.Lit.Review.0098","Veyñ, M., Higueras, L., Nardi, C., Habit, E., and Chalde, T. 2025. New insights into Aplochiton species at its southernmost distribution. Rev Fish Biol Fisheries 36(1): 18. doi:10.1007/s11160-025-10025-0.","-54.799153","-68.226658","2014/2025","2014","Aplochiton taeniatus Jenyns, 1842","Rio Olivia","","","","","","","Pesca electrica","1","","","Aplochiton taeniatus","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton taeniatus"
"Boisjoly.Lit.Review.0099","Veyñ, M., Higueras, L., Nardi, C., Habit, E., and Chalde, T. 2025. New insights into Aplochiton species at its southernmost distribution. Rev Fish Biol Fisheries 36(1): 18. doi:10.1007/s11160-025-10025-0.","-54.600103","-68.023924","2014/2025","2014","Aplochiton zebra Jenyns, 1842","Rio Palacios","","","","","","","Pesca electrica","1","","","Aplochiton zebra","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra"
"Boisjoly.Lit.Review.0100","Veyñ, M., Higueras, L., Nardi, C., Habit, E., and Chalde, T. 2025. New insights into Aplochiton species at its southernmost distribution. Rev Fish Biol Fisheries 36(1): 18. doi:10.1007/s11160-025-10025-0.","-54.60107","-67.882734","2014/2025","2014","Aplochiton zebra Jenyns, 1842","Rio Subiabre","","","","","","","Pesca electrica","7","","","Aplochiton zebra","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra"
"Boisjoly.Lit.Review.0101","Veyñ, M., Higueras, L., Nardi, C., Habit, E., and Chalde, T. 2025. New insights into Aplochiton species at its southernmost distribution. Rev Fish Biol Fisheries 36(1): 18. doi:10.1007/s11160-025-10025-0.","-54.602898","-67.459227","2014/2025","2014","Aplochiton zebra Jenyns, 1842","Rio Tuerto","","","","","","","Pesca electrica","2","","","Aplochiton zebra","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra"
"Boisjoly.Lit.Review.0102","Veyñ, M., Higueras, L., Nardi, C., Habit, E., and Chalde, T. 2025. New insights into Aplochiton species at its southernmost distribution. Rev Fish Biol Fisheries 36(1): 18. doi:10.1007/s11160-025-10025-0.","-54.543236","-67.2032","2014/2025","2014","Aplochiton zebra Jenyns, 1842","Rio Turbio","","","","","","","Pesca electrica","4","","","Aplochiton zebra","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra"
"Boisjoly.Lit.Review.0103","Veyñ, M., Higueras, L., Nardi, C., Habit, E., and Chalde, T. 2025. New insights into Aplochiton species at its southernmost distribution. Rev Fish Biol Fisheries 36(1): 18. doi:10.1007/s11160-025-10025-0.","-54.585002","-67.33146","2014/2025","2014","Aplochiton zebra Jenyns, 1842","Rio Valdez","","","","","","","Pesca electrica","10","","","Aplochiton zebra","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra"
"Boisjoly.Lit.Review.0104","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.45417","-72.80285","","","Galaxias maculatus (Jenyns, 1842)","Ensenada Baja","","Rueda 1982","","","","","","","","","Galaxias maculatus","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus"
"Boisjoly.Lit.Review.0105","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.433417","-72.958959","","","Eleginops maclovinus (Cuvier, 1830)","Fiordo Aysén","","","","","","","","","","","Eleginops maclovinus","SPECIES","Animalia","Chordata","Perciformes","Eleginopsidae","Eleginops","Eleginops maclovinus"
"Boisjoly.Lit.Review.0106","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.433417","-72.958959","","","Oncorhynchus mykiss (Walbaum, 1792)","Fiordo Aysén","","","","","","","","","","","Oncorhynchus mykiss","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"Boisjoly.Lit.Review.0107","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.433417","-72.958959","","","Salmo trutta Linnaeus, 1758","Fiordo Aysén","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0108","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.9666666667","-73.75","","","Eleginops maclovinus (Cuvier, 1830)","Isla Huemules","","Navarro y Pequeño 1979","","","","","","","","","Eleginops maclovinus","SPECIES","Animalia","Chordata","Perciformes","Eleginopsidae","Eleginops","Eleginops maclovinus"
