"occurrenceID","bibliographicCitation","decimalLatitude","decimalLongitude","eventDate","year","scientificName","locality","stateProvince","references","associatedReferences","catalogNumber","institutionCode","recordedBy","samplingProtocol","individualCount","X","X.1","canonicalName","rank","kingdom","phylum","order","family","genus","species"
"Boisjoly.Lit.Review.0109","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.9666666667","-73.75","","","Galaxias maculatus (Jenyns, 1842)","Isla Huemules","","Navarro y Pequeño 1979","","","","","","","","","Galaxias maculatus","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus"
"Boisjoly.Lit.Review.0110","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-49.5333333329","-74.5000000003","","","Aplochiton marinus Eigenmann, 1928","Isla Wellington","","Hokkaido University, Japan and Instituto de la Patagonia, Punta Arenas","","","","","","","","","Aplochiton marinus","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton marinus"
"Boisjoly.Lit.Review.0111","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.66398","-71.94613","","","Oncorhynchus mykiss (Walbaum, 1792)","Lago Frío","","","","","","","","","","","Oncorhynchus mykiss","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"Boisjoly.Lit.Review.0112","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-46.65","-73.883333","","","Eleginops maclovinus (Cuvier, 1830)","Laguna San Rafael","","","","","","","","","","","Eleginops maclovinus","SPECIES","Animalia","Chordata","Perciformes","Eleginopsidae","Eleginops","Eleginops maclovinus"
"Boisjoly.Lit.Review.0113","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-44.5","-73.4999999996","","","Eleginops maclovinus (Cuvier, 1830)","Moraleda Channel","","Rueda 1982","","","","","","","","","Eleginops maclovinus","SPECIES","Animalia","Chordata","Perciformes","Eleginopsidae","Eleginops","Eleginops maclovinus"
"Boisjoly.Lit.Review.0114","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.416667","-72.7","","","Geotria australis Gray, 1851","Puerto Aysén","","","","","","","","","","","Geotria australis","SPECIES","Animalia","Chordata","Petromyzontiformes","Geotriidae","Geotria","Geotria australis"
"Boisjoly.Lit.Review.0115","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.24658","-73.24177","","","Oncorhynchus mykiss (Walbaum, 1792)","Puerto Pérez","","","","","","","","","","","Oncorhynchus mykiss","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"Boisjoly.Lit.Review.0116","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.54818","-72.06869","","","Oncorhynchus mykiss (Walbaum, 1792)","Simpson River","","","","","","","","","","","Oncorhynchus mykiss","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"Boisjoly.Lit.Review.0117","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-46.8333333329","-75.2999999996","1888","1888","Aplochiton zebra Jenyns, 1842","Port Otway","","Thompson 1916","","USNM 77287","USNM","","","","","","Aplochiton zebra","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra"
"Boisjoly.Lit.Review.0118","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-46.8333333329","-75.2999999996","1888","1888","Galaxias maculatus (Jenyns, 1842)","Port Otway","","Thompson 1916","","USNM 77367","USNM","","","","","","Galaxias maculatus","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus"
"Boisjoly.Lit.Review.0119","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-48.050901","-74.588702","1888","1888","Aplochiton taeniatus Jenyns, 1842","Puerto Island (Island Harbour)","","Thompson 1916","","USNM 77288","USNM","","","","","","Aplochiton taeniatus","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton taeniatus"
"Boisjoly.Lit.Review.0120","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-48.45833","-74.39167","1931-05-08","1931","Eleginops maclovinus (Cuvier, 1830)","","","Norman 1937","","1936.8.26.915","NHMUK","","","","","","Eleginops maclovinus","SPECIES","Animalia","Chordata","Perciformes","Eleginopsidae","Eleginops","Eleginops maclovinus"
"Boisjoly.Lit.Review.0121","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.66646","-71.85398","1975-01","1975","Galaxias platei Steindachner, 1898","Lago Pollux","","","","","","","","","","","Galaxias platei","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias","Galaxias platei"
"Boisjoly.Lit.Review.0122","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.57624","-72.08838","1978","1978","Aplochiton zebra Jenyns, 1842","Río Claro","","","","","","","","","","","Aplochiton zebra","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra"
"Boisjoly.Lit.Review.0123","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-43.716667","-72.833333","1979","1979","Eleginops maclovinus (Cuvier, 1830)","Estero Pillán","","Navarro y Pequeño 1979","","","","","","","","","Eleginops maclovinus","SPECIES","Animalia","Chordata","Perciformes","Eleginopsidae","Eleginops","Eleginops maclovinus"
"Boisjoly.Lit.Review.0124","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.45417","-72.80285","1980-10-08","1980","Eleginops maclovinus (Cuvier, 1830)","Ensenada Baja","","","","","","","","","","","Eleginops maclovinus","SPECIES","Animalia","Chordata","Perciformes","Eleginopsidae","Eleginops","Eleginops maclovinus"
"Boisjoly.Lit.Review.0125","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.45417","-72.80285","1980-06-15","1980","Galaxias maculatus (Jenyns, 1842)","Ensenada Baja","","","","","","","","","","","Galaxias maculatus","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus"
"Boisjoly.Lit.Review.0126","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.46757","-72.72904","1980-09-19","1980","Galaxias platei Steindachner, 1898","Lago Riesco","","","","","","","","","","","Galaxias platei","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias","Galaxias platei"
"Boisjoly.Lit.Review.0127","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.16155","-73.52067","1980-12-03","1980","Galaxias maculatus (Jenyns, 1842)","Puerto Aguirre","","","","","","","","","","","Galaxias maculatus","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus"
"Boisjoly.Lit.Review.0128","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.24658","-73.24177","1980-11-08","1980","Salmo trutta Linnaeus, 1758","Puerto Pérez","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0129","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.416667","-72.7","1980-10-28","1980","Aplochiton taeniatus Jenyns, 1842","Río Aysén","","","","","","","","","","","Aplochiton taeniatus","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton taeniatus"
"Boisjoly.Lit.Review.0130","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.54818","-72.06869","1980-10-23","1980","Salmo trutta Linnaeus, 1758","Simpson River","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0131","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.54818","-72.06869","1980-08","1980","Hatcheria macraei (Girard, 1855)","Simpson River (Coyhaique)","","","","","","","","","","","Hatcheria macraei","SPECIES","Animalia","Chordata","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei"
"Boisjoly.Lit.Review.0132","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.45759","-72.80007","1981-03-10","1981","Salmo trutta Linnaeus, 1758","Arrollo Pajarones (Ensenada Baja)","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0133","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-47.963955","-74.322036","1981","1981","Oncorhynchus mykiss (Walbaum, 1792)","Canal Baker","","","","","","","","","","","Oncorhynchus mykiss","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"Boisjoly.Lit.Review.0134","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.45417","-72.80285","1981-06-19","1981","Geotria australis Gray, 1851","Ensenada Baja","","","","","","","","","","","Geotria australis","SPECIES","Animalia","Chordata","Petromyzontiformes","Geotriidae","Geotria","Geotria australis"
"Boisjoly.Lit.Review.0135","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.4999999998","-72.1333333327","1981-11-17","1981","Hatcheria macraei (Girard, 1855)","Huichalao (Río Simpson)","","","","","","","","","","","Hatcheria macraei","SPECIES","Animalia","Chordata","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei"
"Boisjoly.Lit.Review.0136","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.416667","-72.7","1981-02-07","1981","Aplochiton taeniatus Jenyns, 1842","Puerto Aysén","","","","","","","","","","","Aplochiton taeniatus","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton taeniatus"
"Boisjoly.Lit.Review.0137","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.57624","-72.08838","1981-04-27","1981","Oncorhynchus mykiss (Walbaum, 1792)","Río Claro","","","","","","","","","","","Oncorhynchus mykiss","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"Boisjoly.Lit.Review.0138","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.45759","-72.80007","1982-06-29","1982","Oncorhynchus keta (Walbaum, 1792)","Arrollo Pajarones (Ensenada Baja)","","","","","","","","","","","Oncorhynchus keta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta"
"Boisjoly.Lit.Review.0139","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.45417","-72.80285","1982","1982","Eleginops maclovinus (Cuvier, 1830)","Ensenada Baja","","","","","","","","","","","Eleginops maclovinus","SPECIES","Animalia","Chordata","Perciformes","Eleginopsidae","Eleginops","Eleginops maclovinus"
"Boisjoly.Lit.Review.0140","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.45417","-72.80285","1982-06-04","1982","Eleginops maclovinus (Cuvier, 1830)","Ensenada Baja","","","","","","","","","","","Eleginops maclovinus","SPECIES","Animalia","Chordata","Perciformes","Eleginopsidae","Eleginops","Eleginops maclovinus"
"Boisjoly.Lit.Review.0141","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.45417","-72.80285","1982-08-20","1982","Geotria australis Gray, 1851","Ensenada Baja","","","","","","","","","","","Geotria australis","SPECIES","Animalia","Chordata","Petromyzontiformes","Geotriidae","Geotria","Geotria australis"
"Boisjoly.Lit.Review.0142","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.45417","-72.80285","1982","1982","Oncorhynchus keta (Walbaum, 1792)","Ensenada Baja","","","","","","","","","","","Oncorhynchus keta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta"
"Boisjoly.Lit.Review.0143","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.45417","-72.80285","1982-04-30","1982","Oncorhynchus keta (Walbaum, 1792)","Ensenada Baja","","","","","","","","","","","Oncorhynchus keta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta"
"Boisjoly.Lit.Review.0144","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.45417","-72.80285","1982","1982","Oncorhynchus kisutch (Walbaum, 1792)","Ensenada Baja","","","","","","","","","","","Oncorhynchus kisutch","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus kisutch"
"Boisjoly.Lit.Review.0145","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.45417","-72.80285","1982-11-02","1982","Oncorhynchus mykiss (Walbaum, 1792)","Ensenada Baja","","","","","","","","","","","Oncorhynchus mykiss","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"Boisjoly.Lit.Review.0146","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.45417","-72.80285","1982","1982","Salmo trutta Linnaeus, 1758","Ensenada Baja","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0147","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.4999999998","-72.1333333327","1982-10-29","1982","Hatcheria macraei (Girard, 1855)","Huichalao","","","","","","","","","","","Hatcheria macraei","SPECIES","Animalia","Chordata","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei"
"Boisjoly.Lit.Review.0148","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.4999999998","-72.1333333327","1982-12-28","1982","Hatcheria macraei (Girard, 1855)","Huichalao","","","","","","","","","","","Hatcheria macraei","SPECIES","Animalia","Chordata","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei"
"Boisjoly.Lit.Review.0149","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.408333","-73.55","1982-07-17","1982","Eleginops maclovinus (Cuvier, 1830)","Isla Casma","","","","","","","","","","","Eleginops maclovinus","SPECIES","Animalia","Chordata","Perciformes","Eleginopsidae","Eleginops","Eleginops maclovinus"
"Boisjoly.Lit.Review.0150","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-46.30439","-71.92711","1982-01-10","1982","Percichthys trucha (Valenciennes, 1833)","Lago General Carrera (Pto. Ibañez)","","","","","","","","","","","Percichthys trucha","SPECIES","Animalia","Chordata","Perciformes","Percichthyidae","Percichthys","Percichthys trucha"
"Boisjoly.Lit.Review.0151","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-48.14281","-73.1204","1982-01-12","1982","Aplochiton zebra Jenyns, 1842","Laguna Quetro","","","","","","","","","","","Aplochiton zebra","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra"
"Boisjoly.Lit.Review.0152","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-48.25","-73.591667","1982-01-01","1982","Aplochiton marinus Eigenmann, 1928","Laguna Ventisquero","","","","","","","","","","","Aplochiton marinus","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton marinus"
"Boisjoly.Lit.Review.0153","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-44.5","-73.4999999996","1982","1982","Oncorhynchus mykiss (Walbaum, 1792)","Moraleda Channel","","Rueda 1982","","","","","","","","","Oncorhynchus mykiss","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"Boisjoly.Lit.Review.0154","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.24658","-73.24177","1982-10-30","1982","Galaxias maculatus (Jenyns, 1842)","Puerto Pérez","","","","","","","","","","","Galaxias maculatus","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus"
"Boisjoly.Lit.Review.0155","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.57624","-72.08838","1982-09-24","1982","Oncorhynchus mykiss (Walbaum, 1792)","Río Claro","","","","","","","","","","","Oncorhynchus mykiss","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"Boisjoly.Lit.Review.0156","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.45129","-72.79406","1982-04-30","1982","Oncorhynchus kisutch (Walbaum, 1792)","Salto River","","","","","","","","","","","Oncorhynchus kisutch","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus kisutch"
"Boisjoly.Lit.Review.0157","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.45129","-72.79406","1982-06-30","1982","Salmo trutta Linnaeus, 1758","Salto River","","","","","","","","","","","Salmo trutta","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"Boisjoly.Lit.Review.0158","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-47.31257","-72.58243","1983-01-08","1983","Odontesthes bonariensis (Valenciennes, 1835)","Lago Esmeralda","","","","","","","","","","","Odontesthes bonariensis","SPECIES","Animalia","Chordata","Atheriniformes","Atherinopsidae","Odontesthes","Odontesthes bonariensis"
"Boisjoly.Lit.Review.0159","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-47.28029","-72.45022","1983-01-07","1983","Percichthys trucha (Valenciennes, 1833)","Lago Maldonado","","","","","","","","","","","Percichthys trucha","SPECIES","Animalia","Chordata","Perciformes","Percichthyidae","Percichthys","Percichthys trucha"
"Boisjoly.Lit.Review.0160","Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.","-45.407044","-72.727886","1983","1983","Geotria australis Gray, 1851","Puerto Piedra (Río Aysén)","","","","","","","","","","","Geotria australis","SPECIES","Animalia","Chordata","Petromyzontiformes","Geotriidae","Geotria","Geotria australis"
