bibliographicCitation,decimalLatitude,decimalLongitude,eventDate,year,canonicalName,scientificName,locality,stateProvince,references,associatedReferences,catalogNumber,institutionCode,recordedBy,samplingProtocol,individualCount
"Veyñ, M., Higueras, L., Nardi, C., Habit, E., and Chalde, T. 2025. New insights into Aplochiton species at its southernmost distribution. Rev Fish Biol Fisheries 36(1): 18. doi:10.1007/s11160-025-10025-0.",-54.604806,-67.985471,2014/2025,2014,Aplochiton zebra,"Aplochiton zebra Jenyns, 1843",Rio Bombilla,,,,,,,Pesca electrica,5
"Veyñ, M., Higueras, L., Nardi, C., Habit, E., and Chalde, T. 2025. New insights into Aplochiton species at its southernmost distribution. Rev Fish Biol Fisheries 36(1): 18. doi:10.1007/s11160-025-10025-0.",-54.603813,-67.380727,2014/2025,2014,Aplochiton zebra,"Aplochiton zebra Jenyns, 1846",Rio Cafe,,,,,,,Pesca electrica,1
"Veyñ, M., Higueras, L., Nardi, C., Habit, E., and Chalde, T. 2025. New insights into Aplochiton species at its southernmost distribution. Rev Fish Biol Fisheries 36(1): 18. doi:10.1007/s11160-025-10025-0.",-54.58803,-67.35465,2014/2025,2014,Aplochiton zebra,"Aplochiton zebra Jenyns, 1847",Rio Guanaco,,,,,,,Pesca electrica,7
"Veyñ, M., Higueras, L., Nardi, C., Habit, E., and Chalde, T. 2025. New insights into Aplochiton species at its southernmost distribution. Rev Fish Biol Fisheries 36(1): 18. doi:10.1007/s11160-025-10025-0.",-54.799153,-68.226658,2014/2025,2014,Aplochiton taeniatus,"Aplochiton taeniatus Jenyns, 1842",Rio Olivia,,,,,,,Pesca electrica,1
"Veyñ, M., Higueras, L., Nardi, C., Habit, E., and Chalde, T. 2025. New insights into Aplochiton species at its southernmost distribution. Rev Fish Biol Fisheries 36(1): 18. doi:10.1007/s11160-025-10025-0.",-54.600103,-68.023924,2014/2025,2014,Aplochiton zebra,"Aplochiton zebra Jenyns, 1842",Rio Palacios,,,,,,,Pesca electrica,1
"Veyñ, M., Higueras, L., Nardi, C., Habit, E., and Chalde, T. 2025. New insights into Aplochiton species at its southernmost distribution. Rev Fish Biol Fisheries 36(1): 18. doi:10.1007/s11160-025-10025-0.",-54.60107,-67.882734,2014/2025,2014,Aplochiton zebra,"Aplochiton zebra Jenyns, 1844",Rio Subiabre,,,,,,,Pesca electrica,7
"Veyñ, M., Higueras, L., Nardi, C., Habit, E., and Chalde, T. 2025. New insights into Aplochiton species at its southernmost distribution. Rev Fish Biol Fisheries 36(1): 18. doi:10.1007/s11160-025-10025-0.",-54.602898,-67.459227,2014/2025,2014,Aplochiton zebra,"Aplochiton zebra Jenyns, 1845",Rio Tuerto,,,,,,,Pesca electrica,2
"Veyñ, M., Higueras, L., Nardi, C., Habit, E., and Chalde, T. 2025. New insights into Aplochiton species at its southernmost distribution. Rev Fish Biol Fisheries 36(1): 18. doi:10.1007/s11160-025-10025-0.",-54.543236,-67.2032,2014/2025,2014,Aplochiton zebra,"Aplochiton zebra Jenyns, 1849",Rio Turbio,,,,,,,Pesca electrica,4
"Veyñ, M., Higueras, L., Nardi, C., Habit, E., and Chalde, T. 2025. New insights into Aplochiton species at its southernmost distribution. Rev Fish Biol Fisheries 36(1): 18. doi:10.1007/s11160-025-10025-0.",-54.585002,-67.33146,2014/2025,2014,Aplochiton zebra,"Aplochiton zebra Jenyns, 1848",Rio Valdez,,,,,,,Pesca electrica,10
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.45759,-72.80007,1982-06-29,1982,Oncorhynchus keta,"Oncorhynchus keta (Walbaum, 1792)",Arrollo Pajarones (Ensenada Baja),,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.45759,-72.80007,1981-03-10,1981,Salmo trutta,"Salmo trutta Linnaeus, 1758",Arrollo Pajarones (Ensenada Baja),,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-47.963955,-74.322036,1981,1981,Oncorhynchus mykiss,"Oncorhynchus mykiss (Walbaum, 1792)",Canal Baker,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.45417,-72.80285,1981-06-19,1981,Geotria australis,"Geotria australis Gray, 1851",Ensenada Baja,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.45417,-72.80285,1982-08-20,1982,Geotria australis,"Geotria australis Gray, 1851",Ensenada Baja,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.45417,-72.80285,1982,1982,Oncorhynchus keta,"Oncorhynchus keta (Walbaum, 1792)",Ensenada Baja,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.45417,-72.80285,1982-04-30,1982,Oncorhynchus keta,"Oncorhynchus keta (Walbaum, 1792)",Ensenada Baja,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.45417,-72.80285,1982,1982,Oncorhynchus kisutch,"Oncorhynchus kisutch (Walbaum, 1792)",Ensenada Baja,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.45417,-72.80285,1982-11-02,1982,Oncorhynchus mykiss,"Oncorhynchus mykiss (Walbaum, 1792)",Ensenada Baja,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.45417,-72.80285,1982,1982,Salmo trutta,"Salmo trutta Linnaeus, 1758",Ensenada Baja,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.45417,-72.80285,,,Galaxias maculatus,"Galaxias maculatus (Jenyns, 1842)",Ensenada Baja,,Rueda 1982,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.45417,-72.80285,1980-06-15,1980,Galaxias maculatus,"Galaxias maculatus (Jenyns, 1842)",Ensenada Baja,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.45417,-72.80285,1982,1982,Eleginops maclovinus,"Eleginops maclovinus (Cuvier, 1830)",Ensenada Baja,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.45417,-72.80285,1980-10-08,1980,Eleginops maclovinus,"Eleginops maclovinus (Cuvier, 1830)",Ensenada Baja,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.45417,-72.80285,1982-06-04,1982,Eleginops maclovinus,"Eleginops maclovinus (Cuvier, 1830)",Ensenada Baja,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-43.716667,-72.833333,1979,1979,Eleginops maclovinus,"Eleginops maclovinus (Cuvier, 1830)",Estero Pillán,,Navarro y Pequeño 1979,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.433417,-72.958959,,,Oncorhynchus mykiss,"Oncorhynchus mykiss (Walbaum, 1792)",Fiordo Aysén,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.433417,-72.958959,,,Salmo trutta,"Salmo trutta Linnaeus, 1758",Fiordo Aysén,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.433417,-72.958959,,,Eleginops maclovinus,"Eleginops maclovinus (Cuvier, 1830)",Fiordo Aysén,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.4999999998,-72.1333333327,1982-10-29,1982,Hatcheria macraei,"Hatcheria macraei (Girard, 1855)",Huichalao,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.4999999998,-72.1333333327,1982-12-28,1982,Hatcheria macraei,"Hatcheria macraei (Girard, 1855)",Huichalao,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.4999999998,-72.1333333327,1981-11-17,1981,Hatcheria macraei,"Hatcheria macraei (Girard, 1855)",Huichalao (Río Simpson),,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.408333,-73.55,1982-07-17,1982,Eleginops maclovinus,"Eleginops maclovinus (Cuvier, 1830)",Isla Casma,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.9666666667,-73.75,,,Galaxias maculatus,"Galaxias maculatus (Jenyns, 1842)",Isla Huemules,,Navarro y Pequeño 1979,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.9666666667,-73.75,,,Eleginops maclovinus,"Eleginops maclovinus (Cuvier, 1830)",Isla Huemules,,Navarro y Pequeño 1979,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-49.5333333329,-74.5000000003,,,Aplochiton marinus,"Aplochiton marinus Eigenmann, 1928",Isla Wellington,,"Hokkaido University, Japan and Instituto de la Patagonia, Punta Arenas",,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-46.24045,-71.96482,1984-01-06,1984,Galaxias platei,"Galaxias platei Steindachner, 1898",Lago Don Poli,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-47.31257,-72.58243,1983-01-08,1983,Odontesthes bonariensis,"Odontesthes bonariensis (Valenciennes, 1835)",Lago Esmeralda,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.66398,-71.94613,,,Oncorhynchus mykiss,"Oncorhynchus mykiss (Walbaum, 1792)",Lago Frío,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-46.30439,-71.92711,1982-01-10,1982,Percichthys trucha,"Percichthys trucha (Valenciennes, 1833)",Lago General Carrera (Pto. Ibañez),,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-47.28029,-72.45022,1983-01-07,1983,Percichthys trucha,"Percichthys trucha (Valenciennes, 1833)",Lago Maldonado,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.66646,-71.85398,1975-01,1975,Galaxias platei,"Galaxias platei Steindachner, 1898",Lago Pollux,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.46757,-72.72904,1980-09-19,1980,Galaxias platei,"Galaxias platei Steindachner, 1898",Lago Riesco,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-48.14281,-73.1204,1982-01-12,1982,Aplochiton zebra,"Aplochiton zebra Jenyns, 1842",Laguna Quetro,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-46.65,-73.883333,,,Eleginops maclovinus,"Eleginops maclovinus (Cuvier, 1830)",Laguna San Rafael,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-48.25,-73.591667,1982-01-01,1982,Aplochiton marinus,"Aplochiton marinus Eigenmann, 1928",Laguna Ventisquero,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-44.5,-73.4999999996,1982,1982,Oncorhynchus mykiss,"Oncorhynchus mykiss (Walbaum, 1792)",Moraleda Channel,,Rueda 1982,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-44.5,-73.4999999996,,,Eleginops maclovinus,"Eleginops maclovinus (Cuvier, 1830)",Moraleda Channel,,Rueda 1982,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-46.8333333329,-75.2999999996,1888,1888,Aplochiton zebra,"Aplochiton zebra Jenyns, 1842",Port Otway,,Thompson 1916,,USNM 77287,USNM,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-46.8333333329,-75.2999999996,1888,1888,Galaxias maculatus,"Galaxias maculatus (Jenyns, 1842)",Port Otway,,Thompson 1916,,USNM 77367,USNM,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.16155,-73.52067,1980-12-03,1980,Galaxias maculatus,"Galaxias maculatus (Jenyns, 1842)",Puerto Aguirre,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.416667,-72.7,,,Geotria australis,"Geotria australis Gray, 1851",Puerto Aysén,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.416667,-72.7,1981-02-07,1981,Aplochiton taeniatus,"Aplochiton taeniatus Jenyns, 1842",Puerto Aysén,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.416667,-72.7,1984-01-26,1984,Galaxias maculatus,"Galaxias maculatus (Jenyns, 1842)",Puerto Aysén,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-48.050901,-74.588702,1888,1888,Aplochiton taeniatus,"Aplochiton taeniatus Jenyns, 1842",Puerto Island (Island Harbour),,Thompson 1916,,USNM 77288,USNM,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.24658,-73.24177,,,Oncorhynchus mykiss,"Oncorhynchus mykiss (Walbaum, 1792)",Puerto Pérez,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.24658,-73.24177,1980-11-08,1980,Salmo trutta,"Salmo trutta Linnaeus, 1758",Puerto Pérez,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.24658,-73.24177,1982-10-30,1982,Galaxias maculatus,"Galaxias maculatus (Jenyns, 1842)",Puerto Pérez,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.407044,-72.727886,1983,1983,Geotria australis,"Geotria australis Gray, 1851",Puerto Piedra (Río Aysén),,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.416667,-72.7,1983,1983,Salmo trutta,"Salmo trutta Linnaeus, 1758",Río Aysén,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.416667,-72.7,1983,1983,Aplochiton taeniatus,"Aplochiton taeniatus Jenyns, 1842",Río Aysén,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.416667,-72.7,1980-10-28,1980,Aplochiton taeniatus,"Aplochiton taeniatus Jenyns, 1842",Río Aysén,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.444627,-72.79422,1983,1983,Eleginops maclovinus,"Eleginops maclovinus (Cuvier, 1830)",Río Aysén (Río Salto),,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.57624,-72.08838,1981-04-27,1981,Oncorhynchus mykiss,"Oncorhynchus mykiss (Walbaum, 1792)",Río Claro,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.57624,-72.08838,1982-09-24,1982,Oncorhynchus mykiss,"Oncorhynchus mykiss (Walbaum, 1792)",Río Claro,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.57624,-72.08838,1978,1978,Aplochiton zebra,"Aplochiton zebra Jenyns, 1842",Río Claro,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.45129,-72.79406,1982-04-30,1982,Oncorhynchus kisutch,"Oncorhynchus kisutch (Walbaum, 1792)",Salto River,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.45129,-72.79406,1983,1983,Salmo trutta,"Salmo trutta Linnaeus, 1758",Salto River,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.45129,-72.79406,1982-06-30,1982,Salmo trutta,"Salmo trutta Linnaeus, 1758",Salto River,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.45129,-72.79406,1983,1983,Galaxias maculatus,"Galaxias maculatus (Jenyns, 1842)",Salto River,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.54818,-72.06869,,,Oncorhynchus mykiss,"Oncorhynchus mykiss (Walbaum, 1792)",Simpson River,,,,,,,,
"Zama, A., & Cárdenas, E. (1984). Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna. Servicio Nacional de Pesca - Japanese International Cooperation Agency.",-45.54818,-72.06869,1980-10-23,1980,Salmo trutta,"Salmo trutta Linnaeus, 1758",Simpson River,,,,,,,,
