"id_CC","occurrenceID_master","datasetName_tmp","canonicalName","year","eventDate","locality","decimalLatitude","decimalLongitude","bibliographicCitation","catalogNumber","institutionCode","Duplicate","Comment","Remove_from_master",".references",".associatedReferences",".decimalLat",".decimalLon",".locality",".year",".eventDate",".bibliographicCitation",".canonicalName",".scientificName",".catalogNumber",".recordedBy",".occurrenceID"
11287,"SUBPESCA.PecesContinentales2019.21060","subpesca-1","galaxias platei",2012,NA,NA,-47.217767,-72.203893,"CEA (NA) Monitoreo L","21060",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11288,"SUBPESCA.PecesContinentales2019.21061","subpesca-1","percichthys trucha",2012,NA,NA,-47.217767,-72.203893,"CEA (NA) Monitoreo L","21061",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11296,"MAguilar.Lit.Review.752","agui","oncorhynchus kisutch",2006,NA,"lago victoria",-41.6167480002,-72.2031210004,"Habit, E., Gonzalez,","752",NA,1,"associates reference: (Cussac et al., 2020)",NA,NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11297,"MAguilar.Lit.Review.495","agui","oncorhynchus kisutch",NA,NA,"lago victoria",-41.6167480002,-72.2031210004,"Cussac, V.E.; Barran","495",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11298,"MAguilar.Lit.Review.750","agui","oncorhynchus mykiss",2006,NA,"lago victoria",-41.6167480002,-72.2031210004,"Habit, E., Gonzalez,","750",NA,1,"associatedReference: (Cussac et al., 2020)",NA,NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11299,"MAguilar.Lit.Review.496","agui","oncorhynchus mykiss",NA,NA,"lago victoria",-41.6167480002,-72.2031210004,"Cussac, V.E.; Barran","496",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11300,"MAguilar.Lit.Review.751","agui","oncorhynchus tshawytscha",2006,NA,"lago victoria",-41.6167480002,-72.2031210004,"Habit, E., Gonzalez,","751",NA,1,"associatedReference: (Cussac et al., 2020)",NA,NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11301,"MAguilar.Lit.Review.497","agui","oncorhynchus tshawytscha",NA,NA,"lago victoria",-41.6167480002,-72.2031210004,"Cussac, V.E.; Barran","497",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11302,"MAguilar.Lit.Review.749","agui","salmo trutta",2006,NA,"lago victoria",-41.6167480002,-72.2031210004,"Habit, E., Gonzalez,","749",NA,1,"associatedReferences: (Cussac et al., 2020)",NA,NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11303,"MAguilar.Lit.Review.498","agui","salmo trutta",NA,NA,"lago victoria",-41.6167480002,-72.2031210004,"Cussac, V.E.; Barran","498",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11312,"MAguilar.Lit.Review.292","agui","salmo trutta",2009,NA,"lago espejo",-45.7384064296,-72.2009615681,"Correa, C. and Hendr","292",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11317,"MAguilar.Lit.Review.825","agui","salmo trutta",2000,NA,"lago todos los santos",-41.1333333326,-72.2000000004,"https://www.tandfonl","825",NA,NA,"Change bibliographic reference to: Arismendi et al. (2011). Body condition indices as a rapid assessment of the abundance of introduced salmonids in oligotrophic lakes of southern Chile; Change species to O. mykiss",NA,NA,NA,NA,NA,NA,NA,NA,"Arismendi, I., Penaluna, B., & Soto, D. (2011). Body condition indices as a rapid assessment of the abundance of introduced salmonids in oligotrophic lakes of southern Chile. Lake and Reservoir Management, 27(1), 61–69. https://doi.org/10.1080/07438141.2010.536617",NA,NA,NA,NA,NA
11325,"MAguilar.Lit.Review.333","agui","oncorhynchus mykiss",2007,NA,"lago chacano",-46.1728000004,-72.1932999999,"CORREA, C., BRAVO, A","333",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11326,"MAguilar.Lit.Review.332","agui","salmo trutta",2007,NA,"lago chacano",-46.1728000004,-72.1932999999,"CORREA, C., BRAVO, A","332",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11339,"MAguilar.Lit.Review.287","agui","oncorhynchus mykiss",2009,NA,"lago chacano",-46.1705326216,-72.1903100985,"Correa, C. and Hendr","287",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11340,"MAguilar.Lit.Review.291","agui","salmo trutta",2009,NA,"lago chacano",-46.1705326216,-72.1903100985,"Correa, C. and Hendr","291",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11507,"MAguilar.Lit.Review.1424","agui","galaxias platei",1998,NA,"lago belgrano",-47.8694444439,-72.1461111107,"ZEMLAK, T.S., HABIT,","1424",NA,1,NA,NA,NA,"Ruzzante et al. 2008.",-47.869444,-72.146111,NA,NA,NA,NA,NA,NA,NA,NA,NA
11518,"MAguilar.Lit.Review.985","agui","salvelinus fontinalis",NA,NA,"los lagos laguna (chile)",-41.9180999999,-72.1421000004,"Narum, SR, Gallardo,","985",NA,0,"Coordenada imprecisa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11568,"MAguilar.Lit.Review.1379","agui","hatcheria macraei",NA,NA,"huichalao",-45.4999999998,-72.1333333327,"Zama A. y Cárdenas E","1379",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11569,"MMA:ICT:0002748","mma2","hatcheria macraei",NA,NA,"río ñirehuao. rio nireguao entre rio norte y rio picaflor",-45.167,-72.133,"FuenteReg: Campos et",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11570,"MMA:ICT:0002485","mma2","galaxias platei",NA,NA,"lago pedro aguirre cerda. rio picaflor hasta rio turbio",-45.033,-72.133,"FuenteReg: Campos et",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11600,"MAguilar.Lit.Review.148","agui","oncorhynchus tshawytscha",2004,NA,"aysén-ñireguao",-45.1700000001,-72.1200000002,"Alò D, Correa C, Sam","148",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11609,"MCZ:Ich:98722","idig","trichomycterus areolatus",1968,"1968-02-17","stream entering lago buenos ayres.",-46.5263,-72.11705,NA,"98722","mcz",NA,"Change canonicalName to Trichomycteridae. Change scientificName to Trichomycteridae. Way out of range. Record from preserved speciment at MCZ.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11613,"MAguilar.Lit.Review.350","agui","oncorhynchus tshawytscha",2004,NA,"río ñireguao",-45.1666666674,-72.1166666666,"Correa, C., Gross, M","350",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11694,"MAguilar.Lit.Review.464","agui","galaxias platei",NA,NA,"lago don poli",-46.2166666671,-72.0833333328,"Cussac, V., Ortubay,","464",NA,NA,"Change coordinates to -46.241262, -71.964272",NA,NA,NA,-46.241262,-71.964272,NA,NA,NA,NA,NA,NA,NA,NA,NA
11695,"MAguilar.Lit.Review.348","agui","oncorhynchus tshawytscha",2004,NA,"río simpson",-45.7166666672,-72.0833333328,"Correa, C., Gross, M","348",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11696,"MAguilar.Lit.Review.1059","agui","aplochiton zebra",NA,NA,"-",-45.5666666666,-72.0833333328,"Rademacher K. 2007. ","1059",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11722,"MAguilar.Lit.Review.1355","agui","aplochiton zebra",NA,NA,"río claro",-45.5666666666,-72.0666666667,"Zama A. y Cárdenas E","1355",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11723,"MAguilar.Lit.Review.1378","agui","hatcheria macraei",NA,NA,"coyhaique",-45.5666666666,-72.0666666667,"Zama A. y Cárdenas E","1378",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11797,"urn:catalog:CAS:ICH:38644","idig","percichthys trucha",1919,"1919-02-27","peulla; 190 m elev.",-41.083333,-72.033333,NA,"38644","cas",1,"associatedReference: (Eigenmann 1928)",NA,NA,"Eigenmann 1928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11801,"baedec8c-c205-47f1-b65d-92ec0eaaf4d1","gbif","aplochiton taeniatus",1919,"1919","peulla, lago todos santos, 190 m. elev",-41.0833,-72.0333,NA,"89063","fmnh",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11803,"0a90e9cd-2ea0-4f05-8da1-02bf6d18db44","idig","aplochiton zebra",NA,NA,"peulla, lago todos santos, 190 m elev",-41.0833,-72.0333,NA,"78368","fmnh",1,"year: 1919",NA,NA,NA,NA,NA,NA,1919,NA,NA,NA,NA,NA,NA,NA
11805,"394ca869-3888-439c-8d6e-881f19be9e13","gbif","galaxias maculatus",1919,"1919","peulla; lago todos santos, 190 m. elev",-41.0833,-72.0333,NA,"80322","fmnh",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11809,"9c7a1d2f-5163-43cf-9c93-f64f12c7d280","gbif","galaxias platei",1919,"1919-02","peulla: lago tados santos 190 m. elev",-41.0833,-72.0333,NA,"78410","fmnh",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11813,"MMA:ICT:0000210","mma2","aplochiton zebra",1919,NA,"lago todos los santos. en puella. lago todos los santos",-41.083,-72.033,"FuenteReg: Eigenmann",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11815,"MMA:ICT:0003748","mma2","percichthys trucha",1919,NA,"lago todos los santos. en puella. lago todos los santos",-41.083,-72.033,"FuenteReg: Eigenmann",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11816,"MMA:ICT:0005228","mma2","trichomycterus areolatus",1919,NA,"lago todos los santos. en peulla. lago todos los santos",-41.083,-72.033,"FuenteReg: Eigenmann",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11830,"MAguilar.Lit.Review.557","agui","salmo trutta",NA,NA,"lago jeinimeni",-46.8543800003,-72.0266579999,"Cussac, V.E.; Barran","557",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11836,"MAguilar.Lit.Review.777","agui","salmo trutta",2006,NA,"lago jeinimeni",-46.8532460002,-72.0258759998,"Habit, E., Gonzalez,","777",NA,1,"associatedReferences: (Cussac et al., 2020) | (Ortiz-Sandoval et al., 2017)",NA,NA,"Cussac et al., 2020) | (Ortiz-Sandoval et al., 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11837,"MAguilar.Lit.Review.1008","agui","salmo trutta",2007,NA,"lago jeinimeni",-46.8532460002,-72.0258759998,"Ortiz-Sandoval, J., ","1008",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11852,"MAguilar.Lit.Review.317","agui","galaxias platei",2007,NA,"lago monreal2",-45.8724999998,-72.0208999996,"CORREA, C., BRAVO, A","317",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11853,"MAguilar.Lit.Review.337","agui","oncorhynchus mykiss",2007,NA,"lago monreal 2",-45.8724999998,-72.0208999996,"CORREA, C., BRAVO, A","337",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11854,"MAguilar.Lit.Review.336","agui","salmo trutta",2007,NA,"lago monreal 2",-45.8724999998,-72.0208999996,"CORREA, C., BRAVO, A","336",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5944,"CCorrea.Lit.Review.352","fishgis_metadatabase_ccorrea","oncorhynchus keta",1986,NA,"río prat",-52.68588,-72.01994,"CORFO-IFOP (1990) Un",NA,NA,NA,"change coordinates to: -51.556418, -72.736240",NA,NA,NA,-51.556418,-72.73624,NA,NA,NA,NA,NA,NA,NA,NA,NA
11863,"MMA:ICT:0002747","mma2","hatcheria macraei",NA,NA,"río manso. rio manso entre rio steffen y rio puelo",-41.726,-72.019,"FuenteReg: Unmack et",NA,NA,1,"associatedReference: (Unmack et al. 2012)",NA,NA,"Unmack et al. 2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11864,"MMA:ICT:0002766","mma2","hatcheria macraei",NA,NA,"río manso. puelo-pacific. rio manso entre rio steffen y rio puelo",-41.726389,-72.018694,"FuenteReg: Publicaci",NA,NA,NA,"bibliograph: Unmack et al. 2012. Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11868,"MAguilar.Lit.Review.283","agui","oncorhynchus mykiss",2009,NA,"lago monreal2",-45.8701981553,-72.0178639999,"Correa, C. and Hendr","283",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11869,"MAguilar.Lit.Review.294","agui","salmo trutta",2009,NA,"lago monreal2",-45.8701981553,-72.0178639999,"Correa, C. and Hendr","294",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11905,"MAguilar.Lit.Review.973","agui","oncorhynchus tshawytscha",2016,NA,"río ñireguao",-45.1700400001,-71.9972899999,"Muñoz, Nicolas J., R","973",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11906,"MAguilar.Lit.Review.1034","agui","aplochiton zebra",2007,NA,"lago la paloma",-44.3486666672,-71.987944444,"Ortiz-Sandoval, J., ","1034",NA,NA,"change coordinates to -45.904804, -72.098064",NA,NA,NA,-45.904804,-72.098064,NA,NA,NA,NA,NA,NA,NA,NA,NA
11907,"MAguilar.Lit.Review.1035","agui","oncorhynchus mykiss",2007,NA,"lago la paloma",-44.3486666672,-71.987944444,"Ortiz-Sandoval, J., ","1035",NA,NA,"change coordinates to -45.904804, -72.098064",NA,NA,NA,-45.904804,-72.098064,NA,NA,NA,NA,NA,NA,NA,NA,NA
11908,"MAguilar.Lit.Review.790","agui","salmo trutta",2006,NA,"lago la paloma",-44.3486666672,-71.987944444,"Habit, E., Gonzalez,","790",NA,1,"change coordinates to -45.912403, -72.107499; associatedReference: (Ortiz-Sandoval et al., 2017)",NA,NA,"Ortiz-Sandoval et al., 2017",-45.912403,-72.107499,NA,NA,NA,NA,NA,NA,NA,NA,NA
11909,"MAguilar.Lit.Review.1033","agui","salmo trutta",2007,NA,"lago la paloma",-44.3486666672,-71.987944444,"Ortiz-Sandoval, J., ","1033",NA,0,"change coordinates to -45.904804, -72.098064",NA,NA,NA,-45.904804,-72.098064,NA,NA,NA,NA,NA,NA,NA,NA,NA
11932,"dc526799-1ed3-11e3-bfac-90b11c41863e","vert","diplomystes camposensis",1976,"1976-02-21","curalufu river",-43.30718,-71.971761,"University of Kansas","19257","ku",NA,"Change coordinates to -39.818333, -72.863889, extracted from Arratia y Quezada 2017",NA,NA,NA,-39.818333,-72.863889,NA,NA,NA,NA,NA,NA,NA,NA,NA
11933,"dc528c2f-1ed3-11e3-bfac-90b11c41863e","vert","percichthys trucha",1976,"1976-02-10","curalelfu river",-43.30718,-71.971761,"University of Kansas","19290","ku",NA,"Change coordinates to -39.818333, -72.863889, extracted from Arratia y Quezada 2017",NA,NA,NA,-39.818333,-72.863889,NA,NA,NA,NA,NA,NA,NA,NA,NA
11935,"dc5211e2-1ed3-11e3-bfac-90b11c41863e","vert","trichomycterus areolatus",1976,"1976-02-21","curalufu river",-43.30718,-71.971761,"University of Kansas","19217","ku",NA,"Change coordinates to -39.818333, -72.863889, extracted from Arratia y Quezada 2017",NA,NA,NA,-39.818333,-72.863889,NA,NA,NA,NA,NA,NA,NA,NA,NA
11971,"MAguilar.Lit.Review.972","agui","oncorhynchus tshawytscha",2016,NA,"río el toqui",-45.0272310002,-71.9504570004,"Muñoz, Nicolas J., R","972",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11974,"MAguilar.Lit.Review.1374","agui","galaxias platei",NA,NA,"lago don poli",-46.2333333332,-71.95,"Zama A. y Cárdenas E","1374",NA,0,"Change coordinates to -46.241262, -71.964272",NA,NA,NA,-46.241262,-71.964272,NA,NA,NA,NA,NA,NA,NA,NA,NA
11992,"MAguilar.Lit.Review.311","agui","galaxias platei",2007,NA,"lago frío",-45.6674999998,-71.9438000001,"CORREA, C., BRAVO, A","311",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11993,"MAguilar.Lit.Review.312","agui","oncorhynchus mykiss",2007,NA,"lago frío",-45.6674999998,-71.9438000001,"CORREA, C., BRAVO, A","312",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11998,"MAguilar.Lit.Review.282","agui","oncorhynchus mykiss",2007,NA,"lago frío",-45.6652032195,-71.9407879088,"Correa, C. and Hendr","282",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11999,"MAguilar.Lit.Review.301","agui","salmo trutta",2007,NA,"lago frío",-45.6652032195,-71.9407879088,"Correa, C. and Hendr","301",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12007,"MAguilar.Lit.Review.770","agui","salvelinus fontinalis",2006,NA,"lago lonconao",-43.2460749996,-71.9375519997,"Habit, E., Gonzalez,","770",NA,1,"associatedReference: (Cussac et al., 2020)",NA,NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12008,"MAguilar.Lit.Review.538","agui","salvelinus fontinalis",NA,NA,"lago lonconao",-43.2460749996,-71.9375519997,"Cussac, V.E.; Barran","538",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12037,"MAguilar.Lit.Review.1393","agui","percichthys trucha",NA,NA,"puerto ibañez (lago gral carrera)",-46.2833333331,-71.9333333331,"Zama A. y Cárdenas E","1393",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12117,"MMA:ICT:0002772","mma2","hatcheria macraei",NA,NA,"río blanco. baker-pacific. rio blanco",-45.819538,-71.916997,"FuenteReg: Publicaci",NA,NA,NA,"bibliograph: Unmack et al. 2012. Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations",NA,NA,NA,NA,NA,NA,NA,NA,"Unmack, P. J., Barriga, J. P., Battini, M. A., Habit, E. M., & Johnson, J. B. (2012). Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations. Molecular Ecology, 21(4), 942–959. https://doi.org/10.1111/j.1365-294X.2011.05408.x",NA,NA,NA,NA,NA
12160,"MAguilar.Lit.Review.321","agui","galaxias platei",2007,NA,"lago quijada",-45.7177,-71.9110000001,"CORREA, C., BRAVO, A","321",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12161,"MAguilar.Lit.Review.341","agui","salmo trutta",2007,NA,"lago quijada",-45.7177,-71.9110000001,"CORREA, C., BRAVO, A","341",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12177,"MAguilar.Lit.Review.298","agui","salmo trutta",2009,NA,"lago quijada",-45.7153470434,-71.9079960784,"Correa, C. and Hendr","298",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12187,"SUBPESCA.PecesContinentales2019.20795","subpesca-1","galaxias maculatus",2012,NA,NA,-44.237694,-71.893648,"ND (NA) Proyecto Sis","20795",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12198,"MAguilar.Lit.Review.759","agui","oncorhynchus mykiss",2006,NA,"lago blanco",-41.9462019999,-71.8874749999,"Habit, E., Gonzalez,","759",NA,1,"associatedsReference: (Cussac et al., 2020)",NA,NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12199,"MAguilar.Lit.Review.517","agui","oncorhynchus mykiss",NA,NA,"lago blanco",-41.9462019999,-71.8874749999,"Cussac, V.E.; Barran","517",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12200,"MAguilar.Lit.Review.760","agui","oncorhynchus tshawytscha",2006,NA,"lago blanco",-41.9462019999,-71.8874749999,"Habit, E., Gonzalez,","760",NA,1,"associatedReference: (Cussac et al., 2020)",NA,NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12201,"MAguilar.Lit.Review.518","agui","oncorhynchus tshawytscha",NA,NA,"lago blanco",-41.9462019999,-71.8874749999,"Cussac, V.E.; Barran","518",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12215,"de80666b-7607-4ce4-b4ab-a9bcd9fcdd2d","gbif","aplochiton zebra",1919,"1919","casa panque",-41.05,-71.8833,NA,"77399","fmnh",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12216,"de80666b-7607-4ce4-b4ab-a9bcd9fcdd2d","idig","aplochiton zebra",1919,NA,"casa panque",-41.05,-71.8833,NA,"77399","fmnh",1,"year: 1919",NA,NA,NA,NA,NA,NA,1919,NA,NA,NA,NA,NA,NA,NA
12219,"MMA:ICT:0005217","mma2","trichomycterus areolatus",1919,NA,"casa pangue. rio peulla",-41.05,-71.883,"FuenteReg: Eigenmann",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12239,"MMA:ICT:0002744","mma2","hatcheria macraei",NA,NA,"río manso. cuenca río puelo (argentina). rio manso entre frontera y rio de los morros",-41.521,-71.874,"FuenteReg: Unmack et",NA,NA,1,"associatedReference: (Unmack et al. 2012)",NA,NA,"Unmack et al. 2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12261,"MAguilar.Lit.Review.316","agui","galaxias platei",2007,NA,"lago monreal1",-45.6368999997,-71.8696000002,"CORREA, C., BRAVO, A","316",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12272,"MAguilar.Lit.Review.817","agui","oncorhynchus tshawytscha",2007,NA,"río aysén",-45.8177500003,-71.8649166674,"https://doi.org/10.1","817",NA,NA,"Rio Huemules. (Montory et al. 2020. Biotransport of persistent organic pollutants in the southern Hemisphere by invasive Chinook salmon (<i>Oncorhynchus tshawytscha</i>) in the rivers of northern Chilean Patagonia, a UNESCO biosphere reserve)",NA,NA,NA,NA,NA,"Rio Huemules",NA,NA,"Montory, M., Habit, E., Fernandez, P., Grimalt, J. O., Kolok, A. S., Barra, R. O., & Ferrer, J. (2020). Biotransport of persistent organic pollutants in the southern Hemisphere by invasive Chinook salmon (Oncorhynchus tshawytscha) in the rivers of northern Chilean Patagonia, a UNESCO biosphere reserve. Environment International, 142, 105803. https://doi.org/10.1016/j.envint.2020.105803",NA,NA,NA,NA,NA
12283,"MAguilar.Lit.Review.319","agui","galaxias platei",2007,NA,"lago pollux",-45.6763,-71.8627000004,"CORREA, C., BRAVO, A","319",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12284,"MAguilar.Lit.Review.339","agui","oncorhynchus mykiss",2007,NA,"lago pollux",-45.6763,-71.8627000004,"CORREA, C., BRAVO, A","339",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12300,"MAguilar.Lit.Review.284","agui","oncorhynchus mykiss",2007,NA,"lago pollux",-45.6739544117,-71.8596643523,"Correa, C. and Hendr","284",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12301,"MAguilar.Lit.Review.302","agui","salmo trutta",2007,NA,"lago pollux",-45.6739544117,-71.8596643523,"Correa, C. and Hendr","302",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12304,"MAguilar.Lit.Review.813","agui","oncorhynchus tshawytscha",2007,NA,"río huemules",-45.8167160002,-71.8579220004,"https://doi.org/10.1","813",NA,NA,"(Montory et al. 2020. Biotransport of persistent organic pollutants in the southern Hemisphere by invasive Chinook salmon (<i>Oncorhynchus tshawytscha</i>) in the rivers of northern Chilean Patagonia, a UNESCO biosphere reserve)",NA,NA,NA,NA,NA,NA,NA,NA,"Montory, M., Habit, E., Fernandez, P., Grimalt, J. O., Kolok, A. S., Barra, R. O., & Ferrer, J. (2020). Biotransport of persistent organic pollutants in the southern Hemisphere by invasive Chinook salmon (Oncorhynchus tshawytscha) in the rivers of northern Chilean Patagonia, a UNESCO biosphere reserve. Environment International, 142, 105803. https://doi.org/10.1016/j.envint.2020.105803",NA,NA,NA,NA,NA
12306,"MAguilar.Lit.Review.974","agui","oncorhynchus tshawytscha",2016,NA,"río huemules",-45.8174649997,-71.8569919998,"Muñoz, Nicolas J., R","974",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12310,"MAguilar.Lit.Review.323","agui","galaxias platei",2007,NA,"lago el toro",-45.5299,-71.8534999997,"CORREA, C., BRAVO, A","323",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12313,"MAguilar.Lit.Review.314","agui","galaxias platei",2007,NA,"laguna juncos",-45.6336000004,-71.8509000003,"CORREA, C., BRAVO, A","314",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12315,"MAguilar.Lit.Review.746","agui","oncorhynchus mykiss",2006,NA,"lago azul",-41.949129,-71.8505280003,"Habit, E., Gonzalez,","746",NA,1,"associatedsReference: (Cussac et al., 2020)",NA,NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12318,"MAguilar.Lit.Review.745","agui","salmo trutta",2006,NA,"lago azul",-41.949129,-71.8505280003,"Habit, E., Gonzalez,","745",NA,1,"associatedsReference: (Cussac et al., 2020)",NA,NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12319,"MAguilar.Lit.Review.1372","agui","galaxias platei",NA,NA,"lago pollux",-45.6666666673,-71.8500000002,"Zama A. y Cárdenas E","1372",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12320,"MAguilar.Lit.Review.491","agui","oncorhynchus mykiss",NA,NA,"lago azul",-41.9496440004,-71.8492919999,"Cussac, V.E.; Barran","491",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
