"decimalLatitude","decimalLongitude","occurrenceID","scientificName","kingdom","phylum","order","taxonRank","taxonID","family","genus","datasetName","license","verbatimIdentification","bibliographicCitation","year","eventDate","individualCount","accessRights","samplingProtocol","locality","catalogNumber","locationRemarks","basisOfRecord","verbatimLatitude","verbatimLongitude","month","verbatimSRS","associatedReferences","recordedBy","eventRemarks","rightsHolder","stateProvince","continent","countryCode","county","verbatimEventDate","references","specificEpithet","establishmentMeans","otherCatalogNumbers","municipality","institutionID","datasetID","vernacularName","country","verbatimCoordinateSystem","class","occurrenceRemarks","institutionCode","samplingEffort","collectionCode","eventTime","lifeStage","sampleSizeUnit","coordinateUncertaintyInMeters","waterBody","collectionID","disposition","habitat","typeStatus","higherGeography","fieldNumber","language","modified","preparations","identifiedBy","georeferencedBy","georeferenceRemarks","recordNumber","higherClassification","dateIdentified","organismQuantityType","ownerInstitutionCode","locationID","occurrenceStatus","verbatimLocality","eventID","georeferenceVerificationStatus","nomenclaturalCode","georeferencedDate","georeferenceProtocol","georeferenceSources","dynamicProperties","island","verbatimDepth","footprintWKT","islandGroup","identificationRemarks","previousIdentifications","infraspecificEpithet","materialSampleID","scientificNameID","originalNameUsage","associatedSequences","identificationQualifier","type","informationWithheld","dataGeneralizations","recordedByID","organismScope","organismRemarks","parentEventID","higherGeographyID","identificationID","identifiedByID","acceptedNameUsageID","taxonConceptID","acceptedNameUsage","nameAccordingTo","genericName","taxonomicStatus","taxonRemarks","day","startDayOfYear","endDayOfYear","geodeticDatum","associatedMedia","verbatimElevation","sex","organismQuantity","sampleSizeValue","coordinatePrecision","scientificNameAuthorship","organismID","maximumDepthInMeters","minimumDepthInMeters","identificationVerificationStatus","locationAccordingTo","subgenus","minimumElevationInMeters","maximumElevationInMeters","namePublishedInID","namePublishedInYear","namePublishedIn","verbatimCoordinates","earliestAgeOrLowestStage","verbatimTaxonRank","formation","lithostratigraphicTerms","latestAgeOrHighestStage","group","member","lowestBiostratigraphicZone","highestBiostratigraphicZone","bed","earliestPeriodOrLowestSystem","earliestEpochOrLowestSeries","latestEonOrHighestEonothem","earliestEraOrLowestErathem","earliestEonOrLowestEonothem","latestEraOrHighestErathem","geologicalContextID","latestPeriodOrHighestSystem","latestEpochOrHighestSeries","reproductiveCondition","behavior","degreeOfEstablishment","pathway","associatedOccurrences","associatedTaxa","organismName","associatedOrganisms","fieldNotes","verticalDatum","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","pointRadiusSpatialFit","footprintSRS","footprintSpatialFit","identificationReferences","parentNameUsageID","originalNameUsageID","nameAccordingToID","parentNameUsage","subfamily","infragenericEpithet","cultivarEpithet","nomenclaturalStatus","prim_key","canonicalName","data_source","uuid","gbifID","datasetKey","taxonKey"
-41.608119,-72.652683,"SUBPESCA.PescaInvestigacion2012-2023.022","Salmo trutta Linnaeus, 1758","Animalia","Chordata","Salmoniformes","SPECIES","https://www.gbif.org/species/8215487","Salmonidae","Salmo","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","CC NC-BY 4.0","Salmo trutta","Gaman Limno Studies Ltda. (2014) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°767/2014. Proyecto: Estudio Línea base de tipo limnológico del proyecto hidroeléctrico Chaica en el río Lenca, comuna de Puerto Montt, X Región. Mandante: Ingenium Civil S.A","2014","2014-07-01","1","Datos obtenidos por ley de transparencia.","1. PESCA ELÉCTRICA","Río Lenca",NA,"E4",NA,"41°36'29.23""S","72°39'9.66""O",7,NA,NA,NA,NA,NA,"Región de Los Lagos","Sudamérica","CL","Provincia de Llanquihue",NA,NA,NA,NA,NA,"Comuna de Puerto Montt",NA,NA,"Trucha café","Chile",NA,NA,NA,NA,NA,NA,"0.35416666666666669",NA,"(IND/HORA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subp | SUBPESCA.PescaInvestigacion2012-2023.022","Salmo trutta","SUBPESCA Pesca Investigación (2012-2023)",NA,NA,NA,NA
-41.608119444,-72.652518333,"SUBPESCA.PecesContinentales2019.31207","Salmo trutta Linnaeus, 1758","Animalia","Chordata","Salmoniformes","SPECIES","https://www.gbif.org/species/8215487","Salmonidae","Salmo","SUBPESCA (2019) Sistematización de registros de peces de aguas continentales.","CC NC-BY 4.0","Salmo trutta","Gaman Limno Studies Ltda. (2014) Central Hidroelectrica Chaica.","2014","2014","1","Publicaciones científicas y estudios parte del SEA son de acceso público","Pesca electrica",NA,"31207","E4",NA,"41°36'29.23""S","72°39'9.66""O",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DECIMAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subp | SUBPESCA.PecesContinentales2019.31207","Salmo trutta","SUBPESCA Peces Continentales (2019)",NA,NA,NA,NA
-47.32774,-72.652074,"SUBPESCA.PecesContinentales2019.16225","Oncorhynchus mykiss (Walbaum, 1792)","Animalia","Chordata","Salmoniformes","SPECIES","https://www.gbif.org/species/5204019","Salmonidae","Oncorhynchus","SUBPESCA (2019) Sistematización de registros de peces de aguas continentales.","CC NC-BY 4.0","Oncorhynchus mykiss","CEA Monitoreo Limnologico En El Area De Influencia Del Proyecto Hidroelectrico Aysen Noviembre 2011.","2011","2011","2","Publicaciones científicas y estudios parte del SEA son de acceso público","ESPINEL",NA,"16225","ND",NA,"677404","4755741",11,"WGS 84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subp | SUBPESCA.PecesContinentales2019.16225","Oncorhynchus mykiss","SUBPESCA Peces Continentales (2019)",NA,NA,NA,NA
-47.32774,-72.652074,"SUBPESCA.PecesContinentales2019.21493","Oncorhynchus mykiss (Walbaum, 1792)","Animalia","Chordata","Salmoniformes","SPECIES","https://www.gbif.org/species/5204019","Salmonidae","Oncorhynchus","SUBPESCA (2019) Sistematización de registros de peces de aguas continentales.","CC NC-BY 4.0","Oncorhynchus mykiss","CEA Monitoreo Limnologico En El Area De Influencia Del Proyecto Hidroelectrico Aysen.","2012","2012","6","Publicaciones científicas y estudios parte del SEA son de acceso público","PESCA ELECTRICA",NA,"21493","TB27",NA,"677404","4755741",8,"WGS 84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subp | SUBPESCA.PecesContinentales2019.21493","Oncorhynchus mykiss","SUBPESCA Peces Continentales (2019)",NA,NA,NA,NA
-47.32774,-72.652074,"SUBPESCA.PecesContinentales2019.21494","Salmo trutta Linnaeus, 1758","Animalia","Chordata","Salmoniformes","SPECIES","https://www.gbif.org/species/8215487","Salmonidae","Salmo","SUBPESCA (2019) Sistematización de registros de peces de aguas continentales.","CC NC-BY 4.0","Salmo trutta","CEA Monitoreo Limnologico En El Area De Influencia Del Proyecto Hidroelectrico Aysen.","2012","2012","1","Publicaciones científicas y estudios parte del SEA son de acceso público","PESCA ELECTRICA",NA,"21494","TB27",NA,"677404","4755741",8,"WGS 84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subp | SUBPESCA.PecesContinentales2019.21494","Salmo trutta","SUBPESCA Peces Continentales (2019)",NA,NA,NA,NA
-47.328,-72.652,"MMA:ICT:0002438","Galaxias platei Steindachner, 1898","Animalia","Chordata","Osmeriformes","SPECIES","https://www.gbif.org/species/5214305","Galaxiidae","Galaxias","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","CC BY-NC 4.0","Galaxias platei","","2012","2012-8-16","1","consultar con institución/autor","P.eléctrica","Rio del Salto entre Rio Tranquilo y Rio Baker.",NA,NA,"Occurrence",NA,NA,NA,NA,"","Roberto Bestard","Centro de Ecología Aplicada LTDA (Leopoldo Fuentes) | Mandante: ENDESA S.A. | Estacion: TB27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gbifID:4463090351",NA,"Centro de Ecología Aplicada Ltda. ","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mma2 | MMA:ICT:0002438","Galaxias platei","MMA Peces continentales (2023)",NA,NA,"45c3d8d2-7352-4dd1-aefd-c21e0b6b004e",NA
-47.327,-72.652,"MMA:ICT:0002437","Galaxias platei Steindachner, 1898","Animalia","Chordata","Osmeriformes","SPECIES","https://www.gbif.org/species/5214305","Galaxiidae","Galaxias","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","CC BY-NC 4.0","Galaxias platei","","2010","2010-3","1","consultar con institución/autor","P.eléctrica","Rio del Salto entre Rio Tranquilo y Rio Baker.",NA,NA,"Occurrence",NA,NA,NA,NA,"","Roberto Bestard","Centro de Ecología Aplicada LTDA (Leopoldo Fuentes) | Mandante: ENDESA S.A. | Estacion: TB27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gbifID:4463090348",NA,"Centro de Ecología Aplicada Ltda. ","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mma2 | MMA:ICT:0002437","Galaxias platei","MMA Peces continentales (2023)",NA,NA,"45c3d8d2-7352-4dd1-aefd-c21e0b6b004e",NA
-51.53647,-72.65186,"MCZ:Ich:46272","Aplochiton zebra Jenyns, 1842","Animalia","Chordata","Osmeriformes","SPECIES","https://www.gbif.org/species/2410618","Galaxiidae","Aplochiton",NA,NA,NA,NA,"1968","1968-02-10","53",NA,NA,"Streams entering Lago Sofia from the South","46272",NA,"PreservedSpecimen",NA,NA,NA,NA,NA,"Robert M. McDowall",NA,NA,NA,NA,NA,NA,"10/2/1968-10/2/1968",NA,NA,NA,"field number=MCDOWEL6819; group number=143",NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,NA,NA,NA,NA,"MCZ",NA,"Ich",NA,"adult",NA,"4093",NA,NA,NA,NA,"Voucher of Aplochiton zebra| Voucher of Aplochiton zebra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"idig | MCZ:Ich:46272","Aplochiton zebra","iDigBio downloaded on 2025-11-27","fd3e5b1b-b125-44da-9fec-97b09efd313a",NA,NA,NA
-51.53647,-72.65186,"MCZ:Ich:46283","Galaxias platei Steindachner, 1898","Animalia","Chordata","Osmeriformes","SPECIES","https://www.gbif.org/species/5214305","Galaxiidae","Galaxias",NA,NA,"Galaxias delfini Philippi, 1895",NA,"1968","1968-02-10","10",NA,NA,"Streams entering Lago Sofia","46283",NA,"PreservedSpecimen",NA,NA,NA,NA,NA,"Robert M. McDowall",NA,NA,NA,NA,NA,NA,"10/2/1968-10/2/1968",NA,NA,NA,"field number=MCDOWEL6818; group number=141",NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,NA,NA,NA,NA,"MCZ",NA,"Ich",NA,"adult",NA,"4093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"idig | MCZ:Ich:46283","Galaxias platei","iDigBio downloaded on 2025-11-27","3503858d-4e6f-4d2a-9626-5fce6b9cc32c",NA,NA,NA
-47.32669,-72.65175,"SUBPESCA.PecesContinentales2019.15945","Galaxias platei Steindachner, 1898","Animalia","Chordata","Osmeriformes","SPECIES","https://www.gbif.org/species/5214305","Galaxiidae","Galaxias","SUBPESCA (2019) Sistematización de registros de peces de aguas continentales.","CC NC-BY 4.0","Galaxias platei","CEA Linea Base Flora Y Fauna Acuatica, Calidad De Agua Y Caudal Ecologico En Los Rios Baker  Y Pascua.","2010","2010","1","Publicaciones científicas y estudios parte del SEA son de acceso público","PESCA ELECTRICA",NA,"15945","ND",NA,"677432","4755857",3,"WGS 84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subp | SUBPESCA.PecesContinentales2019.15945","Galaxias platei","SUBPESCA Peces Continentales (2019)",NA,NA,NA,NA
-47.32669,-72.65175,"SUBPESCA.PecesContinentales2019.15900","Oncorhynchus mykiss (Walbaum, 1792)","Animalia","Chordata","Salmoniformes","SPECIES","https://www.gbif.org/species/5204019","Salmonidae","Oncorhynchus","SUBPESCA (2019) Sistematización de registros de peces de aguas continentales.","CC NC-BY 4.0","Oncorhynchus mykiss","CEA Linea Base Flora Y Fauna Acuatica, Calidad De Agua Y Caudal Ecologico En Los Rios Baker  Y Pascua.","2010","2010","9","Publicaciones científicas y estudios parte del SEA son de acceso público","PESCA ELECTRICA",NA,"15900","ND",NA,"677432","4755857",8,"WGS 84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subp | SUBPESCA.PecesContinentales2019.15900","Oncorhynchus mykiss","SUBPESCA Peces Continentales (2019)",NA,NA,NA,NA
-47.327269,-72.651473,"SUBPESCA.PecesContinentales2019.4604","Galaxias platei Steindachner, 1898","Animalia","Chordata","Osmeriformes","SPECIES","https://www.gbif.org/species/5214305","Galaxiidae","Galaxias","SUBPESCA (2019) Sistematización de registros de peces de aguas continentales.","CC NC-BY 4.0","Galaxias platei","CEA Proyecto Hidroelectrico Aysen.","2006","2006","2","Publicaciones científicas y estudios parte del SEA son de acceso público","ESPINEL",NA,"4604","TB27",NA,"677451","4755792",8,"WGS 84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subp | SUBPESCA.PecesContinentales2019.4604","Galaxias platei","SUBPESCA Peces Continentales (2019)",NA,NA,NA,NA
-47.327269,-72.651473,"SUBPESCA.PecesContinentales2019.4606","Oncorhynchus mykiss (Walbaum, 1792)","Animalia","Chordata","Salmoniformes","SPECIES","https://www.gbif.org/species/5204019","Salmonidae","Oncorhynchus","SUBPESCA (2019) Sistematización de registros de peces de aguas continentales.","CC NC-BY 4.0","Oncorhynchus mykiss","CEA Proyecto Hidroelectrico Aysen.","2006","2006","6","Publicaciones científicas y estudios parte del SEA son de acceso público","PESCA ELECTRICA",NA,"4606","TB27",NA,"677451","4755792",8,"WGS 84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subp | SUBPESCA.PecesContinentales2019.4606","Oncorhynchus mykiss","SUBPESCA Peces Continentales (2019)",NA,NA,NA,NA
-47.327269,-72.651473,"SUBPESCA.PecesContinentales2019.4607","Oncorhynchus mykiss (Walbaum, 1792)","Animalia","Chordata","Salmoniformes","SPECIES","https://www.gbif.org/species/5204019","Salmonidae","Oncorhynchus","SUBPESCA (2019) Sistematización de registros de peces de aguas continentales.","CC NC-BY 4.0","Oncorhynchus mykiss","CEA Proyecto Hidroelectrico Aysen.","2007","2007","1","Publicaciones científicas y estudios parte del SEA son de acceso público","ESPINEL",NA,"4607","TB27",NA,"677451","4755792",1,"WGS 84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subp | SUBPESCA.PecesContinentales2019.4607","Oncorhynchus mykiss","SUBPESCA Peces Continentales (2019)",NA,NA,NA,NA
-47.327269,-72.651473,"SUBPESCA.PecesContinentales2019.4904","Oncorhynchus mykiss (Walbaum, 1792)","Animalia","Chordata","Salmoniformes","SPECIES","https://www.gbif.org/species/5204019","Salmonidae","Oncorhynchus","SUBPESCA (2019) Sistematización de registros de peces de aguas continentales.","CC NC-BY 4.0","Oncorhynchus mykiss","CEA Proyecto Hidroelectrico Aysen.","2009","2009","35","Publicaciones científicas y estudios parte del SEA son de acceso público","ESPINEL O PESCA ELECTRICA (NO ESPECIFICADO)",NA,"4904","TB27",NA,"677451","4755792",1,"WGS 84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subp | SUBPESCA.PecesContinentales2019.4904","Oncorhynchus mykiss","SUBPESCA Peces Continentales (2019)",NA,NA,NA,NA
