"decimalLatitude","decimalLongitude","occurrenceID","scientificName","kingdom","phylum","order","taxonRank","taxonID","family","genus","datasetName","license","verbatimIdentification","bibliographicCitation","year","eventDate","individualCount","accessRights","samplingProtocol","locality","catalogNumber","locationRemarks","basisOfRecord","verbatimLatitude","verbatimLongitude","month","verbatimSRS","associatedReferences","recordedBy","eventRemarks","rightsHolder","stateProvince","continent","countryCode","county","verbatimEventDate","references","specificEpithet","establishmentMeans","otherCatalogNumbers","municipality","institutionID","datasetID","vernacularName","country","verbatimCoordinateSystem","class","occurrenceRemarks","institutionCode","samplingEffort","collectionCode","eventTime","lifeStage","sampleSizeUnit","coordinateUncertaintyInMeters","waterBody","collectionID","disposition","habitat","typeStatus","higherGeography","fieldNumber","language","modified","preparations","identifiedBy","georeferencedBy","georeferenceRemarks","recordNumber","higherClassification","dateIdentified","organismQuantityType","ownerInstitutionCode","locationID","occurrenceStatus","verbatimLocality","eventID","georeferenceVerificationStatus","nomenclaturalCode","georeferencedDate","georeferenceProtocol","georeferenceSources","dynamicProperties","island","verbatimDepth","footprintWKT","islandGroup","identificationRemarks","previousIdentifications","infraspecificEpithet","materialSampleID","scientificNameID","originalNameUsage","associatedSequences","identificationQualifier","type","informationWithheld","dataGeneralizations","recordedByID","organismScope","organismRemarks","parentEventID","higherGeographyID","identificationID","identifiedByID","acceptedNameUsageID","taxonConceptID","acceptedNameUsage","nameAccordingTo","genericName","taxonomicStatus","taxonRemarks","day","startDayOfYear","endDayOfYear","geodeticDatum","associatedMedia","verbatimElevation","sex","organismQuantity","sampleSizeValue","coordinatePrecision","scientificNameAuthorship","organismID","maximumDepthInMeters","minimumDepthInMeters","identificationVerificationStatus","locationAccordingTo","subgenus","minimumElevationInMeters","maximumElevationInMeters","namePublishedInID","namePublishedInYear","namePublishedIn","verbatimCoordinates","earliestAgeOrLowestStage","verbatimTaxonRank","formation","lithostratigraphicTerms","latestAgeOrHighestStage","group","member","lowestBiostratigraphicZone","highestBiostratigraphicZone","bed","earliestPeriodOrLowestSystem","earliestEpochOrLowestSeries","latestEonOrHighestEonothem","earliestEraOrLowestErathem","earliestEonOrLowestEonothem","latestEraOrHighestErathem","geologicalContextID","latestPeriodOrHighestSystem","latestEpochOrHighestSeries","reproductiveCondition","behavior","degreeOfEstablishment","pathway","associatedOccurrences","associatedTaxa","organismName","associatedOrganisms","fieldNotes","verticalDatum","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","pointRadiusSpatialFit","footprintSRS","footprintSpatialFit","identificationReferences","parentNameUsageID","originalNameUsageID","nameAccordingToID","parentNameUsage","subfamily","infragenericEpithet","cultivarEpithet","nomenclaturalStatus","prim_key","canonicalName","data_source","uuid","gbifID","datasetKey","taxonKey"
-45.13768,-72.95085,"CCorrea.Lit.Review.1623","Aplochiton zebra Jenyns, 1842","Animalia","Chordata","Osmeriformes","SPECIES","https://www.gbif.org/species/2410618","Galaxiidae","Aplochiton","Literature review of Chilean freshwater fish occurrences compiled by C. Correa (v2009)","CC BY-NC 4.0","Aplochiton zebra","Soto, D., I. Arismendi, J. González, J. Sanzana, F. Jara, C. Jara, E. Guzman, and A. Lara (2006) Southern Chile, trout and salmon country: invasion patterns and threats for native species.. Revista Chilena de Historia Natural 79:97-117.","1997","1997",NA,NA,NA,"Yulton-Meullin Lakes",NA,NA,"Occurrence",NA,NA,NA,NA,NA,NA,"1997  Geolocation: Not accurate.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fish | CCorrea.Lit.Review.1623","Aplochiton zebra","Review by C. Correa (2009)",NA,NA,NA,NA
-47.478,-72.95,"MMA:ICT:0002457","Galaxias platei Steindachner, 1898","Animalia","Chordata","Osmeriformes","SPECIES","https://www.gbif.org/species/5214305","Galaxiidae","Galaxias","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","CC BY-NC 4.0","Galaxias platei","","2011","2011-11-14","2","consultar con institución/autor","P.eléctrica","Rio Baker Entre Rio de Los Ñadis y Rio Ventisquero.",NA,NA,"Occurrence",NA,NA,NA,NA,"","Roberto Bestard","Centro de Ecología Aplicada LTDA (Leopoldo Fuentes) | Mandante: ENDESA S.A. | Estacion: B14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gbifID:4463090287",NA,"Centro de Ecología Aplicada Ltda. ","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mma2 | MMA:ICT:0002457","Galaxias platei","MMA Peces continentales (2023)",NA,NA,"45c3d8d2-7352-4dd1-aefd-c21e0b6b004e",NA
-47.478,-72.95,"MMA:ICT:0002730","Hatcheria macraei (Girard, 1855)","Animalia","Chordata","Siluriformes","SPECIES","https://www.gbif.org/species/2342955","Trichomycteridae","Hatcheria","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","CC BY-NC 4.0","Hatcheria macraei","","2011","2011-11-14","8","consultar con institución/autor","P.eléctrica","Rio Baker Entre Rio de Los Ñadis y Rio Ventisquero.",NA,NA,"Occurrence",NA,NA,NA,NA,"","Roberto Bestard","Centro de Ecología Aplicada LTDA (Leopoldo Fuentes) | Mandante: ENDESA S.A. | Estacion: B14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"gbifID:4463085788",NA,"Centro de Ecología Aplicada Ltda. ","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mma2 | MMA:ICT:0002730","Hatcheria macraei","MMA Peces continentales (2023)",NA,NA,"45c3d8d2-7352-4dd1-aefd-c21e0b6b004e",NA
-41.4667,-72.95,"8f5c92c6-d0ce-435f-8567-0b7ecb391ac3","Galaxias maculatus (Jenyns, 1842)","Animalia","Chordata","Osmeriformes","SPECIES","https://www.gbif.org/species/5214265","Galaxiidae","Galaxias",NA,NA,"Galaxias maculatus",NA,NA,NA,"15",NA,NA,"Puerto Montt, Estero Pilluco, elev. 5 m","77554",NA,"PreservedSpecimen",NA,NA,NA,NA,NA,"C. H. Eigenmann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FMNH",NA,"Fishes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"idig | 8f5c92c6-d0ce-435f-8567-0b7ecb391ac3","Galaxias maculatus","iDigBio downloaded on 2025-11-27","5fab2814-ca8a-42e2-bce5-dbbef3ecae98",NA,NA,NA
-41.466667,-72.95,"urn:catalog:CAS:ICH:78416","Aplochiton zebra Jenyns, 1842","Animalia","Chordata","Osmeriformes","SPECIES","https://www.gbif.org/species/2410618","Galaxiidae","Aplochiton",NA,NA,"Aplochiton zebra",NA,"1919","1919-02-22","17",NA,NA,"Puerto Montt (5 m elev.): either Estero Pilluco, small brook west of town or larger one east of town","78416",NA,"PreservedSpecimen",NA,NA,NA,NA,NA,"Eigenmann, Carl H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IU 15526",NA,"http://grscicoll.org/institution/california-academy-sciences",NA,NA,NA,NA,NA,NA,"CAS",NA,"ICH",NA,NA,NA,NA,NA,"http://grscicoll.org/institutional-collection/cas-ichthyology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"idig | urn:catalog:CAS:ICH:78416","Aplochiton zebra","iDigBio downloaded on 2025-11-27","e0d775c1-afe9-426a-9ba7-2214eb127b1b",NA,NA,NA
-41.466667,-72.95,"urn:catalog:CAS:ICH:31270","Eleginops maclovinus (Cuvier, 1830)","Animalia","Chordata","Perciformes","SPECIES","https://www.gbif.org/species/2382427","Eleginopsidae","Eleginops",NA,NA,"Eleginops maclovinus",NA,"1919","1919-02-22","3",NA,NA,"Puerto Montt (5 m elev.): either Estero Pilluco, small brook west of town or larger one east of town","31270",NA,"PreservedSpecimen",NA,NA,NA,NA,NA,"Eigenmann, Carl H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IU 15344; from CAS 30442",NA,"http://grscicoll.org/institution/california-academy-sciences",NA,NA,NA,NA,NA,NA,"CAS",NA,"ICH",NA,NA,NA,NA,NA,"http://grscicoll.org/institutional-collection/cas-ichthyology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"idig | urn:catalog:CAS:ICH:31270","Eleginops maclovinus","iDigBio downloaded on 2025-11-27","c49d2a8e-bc92-42aa-b755-51a1077383be",NA,NA,NA
-41.466667,-72.95,"urn:catalog:CAS:ICH:78449","Galaxias maculatus (Jenyns, 1842)","Animalia","Chordata","Osmeriformes","SPECIES","https://www.gbif.org/species/5214265","Galaxiidae","Galaxias",NA,NA,"Galaxias maculatus",NA,"1919","1919-02-22","50",NA,NA,"Puerto Montt (5 m elev.): either Estero Pilluco, small brook west of town or larger one east of town","78449",NA,"PreservedSpecimen",NA,NA,NA,NA,NA,"Eigenmann, Carl H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IU uncat.",NA,"http://grscicoll.org/institution/california-academy-sciences",NA,NA,NA,NA,NA,NA,"CAS",NA,"ICH",NA,NA,NA,NA,NA,"http://grscicoll.org/institutional-collection/cas-ichthyology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"idig | urn:catalog:CAS:ICH:78449","Galaxias maculatus","iDigBio downloaded on 2025-11-27","1e523fa8-15e9-4c52-9427-e9b03bdcb2f2",NA,NA,NA
-41.466667,-72.95,"urn:catalog:CAS:ICH:209350","Salmonidae","Animalia","Chordata","Salmoniformes","FAMILY","https://www.gbif.org/species/8615","Salmonidae",NA,NA,NA,NA,NA,"1919","1919-02-22","1",NA,NA,"Puerto Montt (5 m elev.): either Estero Pilluco, small brook west of town or larger one east of town","209350",NA,"PreservedSpecimen",NA,NA,NA,NA,NA,"Eigenmann, Carl H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://grscicoll.org/institution/california-academy-sciences",NA,NA,NA,NA,NA,NA,"CAS",NA,"ICH",NA,NA,NA,NA,NA,"http://grscicoll.org/institutional-collection/cas-ichthyology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"idig | urn:catalog:CAS:ICH:209350","Salmonidae","iDigBio downloaded on 2025-11-27","d53a6ee5-f07a-4129-a216-9c6d553d163e",NA,NA,NA
-50.8499999999,-72.9499999998,"MAguilar.Lit.Review.1276","Galaxias platei Steindachner, 1898","Animalia","Chordata","Osmeriformes","SPECIES","https://www.gbif.org/species/5214305","Galaxiidae","Galaxias","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","CC BY-NC 4.0","Galaxias platei","Vera-Escalona, I., Habit, E. and Ruzzante, D.E. (2015), Echoes of a distant time: effects of historical processes on contemporary genetic patterns in Galaxias platei in Patagonia. Mol Ecol, 24: 4112-4128. https://doi.org/10.1111/mec.13303","2009","2009/2011","65",NA,"seine nets, gill nets and electrofishing","Lago Paine","1276",NA,"HumanObservation","50°51'00.0''S","72°57'00.0''O",NA,NA,NA,NA,NA,NA,"Región de Magallanes","Sudamérica","CL","Provincia Última Esperanza","2009-2011","-","platei","native",NA,"Comuna Torres del Paine",NA,NA,"Puyen grande","Chile",NA,"Actinopterygii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"163 m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agui | MAguilar.Lit.Review.1276","Galaxias platei","Review by M. González-Aguilar (2023)",NA,NA,NA,NA
-41.4833333328,-72.9499999998,"MAguilar.Lit.Review.675","Eleginops maclovinus (Cuvier, 1830)","Animalia","Chordata","Perciformes","SPECIES","https://www.gbif.org/species/2382427","Eleginopsidae","Eleginops","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","CC BY-NC 4.0","Eleginops maclovinus","Gacitúa, Santiago, Oyarzún, Ciro, & Veas, Rodrigo. (2008). Análisis multivariado de la morfometría y merística del robalo Eleginops maclovinus (Cuvier, 1830). Revista de biología marina y oceanografía, 43(3), 491-500. https://dx.doi.org/10.4067/S0718-19572008000300008","1996","1996","38",NA,NA,"Puerto Montt","675",NA,"HumanObservation","41°29'S","72°57'O",NA,NA,NA,NA,NA,NA,"Región de Los Lagos","Sudamérica","CL","Provincia de Llanquihue","Entre febrero y noviembre de 1996","-","maclovinus","native",NA,"Comuna de Puerto Montt",NA,NA,"Róbalo","Chile",NA,"Actinopterygii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agui | MAguilar.Lit.Review.675","Eleginops maclovinus","Review by M. González-Aguilar (2023)",NA,NA,NA,NA
-47.478086,-72.949588,"SUBPESCA.PecesContinentales2019.16182","Galaxias platei Steindachner, 1898","Animalia","Chordata","Osmeriformes","SPECIES","https://www.gbif.org/species/5214305","Galaxiidae","Galaxias","SUBPESCA (2019) Sistematización de registros de peces de aguas continentales.","CC NC-BY 4.0","Galaxias platei","CEA Monitoreo Limnologico En El Area De Influencia Del Proyecto Hidroelectrico Aysen Noviembre 2011.","2011","2011","2","Publicaciones científicas y estudios parte del SEA son de acceso público","PESCA ELECTRICA",NA,"16182","ND",NA,"654485","4739668",11,"WGS 84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subp | SUBPESCA.PecesContinentales2019.16182","Galaxias platei","SUBPESCA Peces Continentales (2019)",NA,NA,NA,NA
-47.478086,-72.949588,"SUBPESCA.PecesContinentales2019.16189","Hatcheria macraei (Girard, 1855)","Animalia","Chordata","Siluriformes","SPECIES","https://www.gbif.org/species/2342955","Trichomycteridae","Hatcheria","SUBPESCA (2019) Sistematización de registros de peces de aguas continentales.","CC NC-BY 4.0","Hatcheria macraei","CEA Monitoreo Limnologico En El Area De Influencia Del Proyecto Hidroelectrico Aysen Noviembre 2011.","2011","2011","8","Publicaciones científicas y estudios parte del SEA son de acceso público","PESCA ELECTRICA",NA,"16189","ND",NA,"654485","4739668",11,"WGS 84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subp | SUBPESCA.PecesContinentales2019.16189","Hatcheria macraei","SUBPESCA Peces Continentales (2019)",NA,NA,NA,NA
-47.478086,-72.949588,"SUBPESCA.PecesContinentales2019.21861","Oncorhynchus mykiss (Walbaum, 1792)","Animalia","Chordata","Salmoniformes","SPECIES","https://www.gbif.org/species/5204019","Salmonidae","Oncorhynchus","SUBPESCA (2019) Sistematización de registros de peces de aguas continentales.","CC NC-BY 4.0","Oncorhynchus mykiss","CEA Monitoreo Limnologico En El Area De Influencia Del Proyecto Hidroelectrico Aysen.","2012","2012","3","Publicaciones científicas y estudios parte del SEA son de acceso público","PESCA ELECTRICA",NA,"21861","B14",NA,"654485","4739668",8,"WGS 84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subp | SUBPESCA.PecesContinentales2019.21861","Oncorhynchus mykiss","SUBPESCA Peces Continentales (2019)",NA,NA,NA,NA
-47.478086,-72.949588,"SUBPESCA.PecesContinentales2019.21862","Salmo trutta Linnaeus, 1758","Animalia","Chordata","Salmoniformes","SPECIES","https://www.gbif.org/species/8215487","Salmonidae","Salmo","SUBPESCA (2019) Sistematización de registros de peces de aguas continentales.","CC NC-BY 4.0","Salmo trutta","CEA Monitoreo Limnologico En El Area De Influencia Del Proyecto Hidroelectrico Aysen.","2012","2012","2","Publicaciones científicas y estudios parte del SEA son de acceso público","PESCA ELECTRICA",NA,"21862","B14",NA,"654485","4739668",8,"WGS 84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subp | SUBPESCA.PecesContinentales2019.21862","Salmo trutta","SUBPESCA Peces Continentales (2019)",NA,NA,NA,NA
