"scientificName","scientificName_Old","canonicalName","IncludePewProAP","taxonRank","kingdom","phylum","order","family","genus","species","usageKey"
"Electrophorus electricus (Linnaeus, 1766)","Electrophorus electricus (Linnaeus, 1766)","Electrophorus electricus","0","SPECIES","Animalia","Chordata","Gymnotiformes","Gymnotidae","Electrophorus","Electrophorus electricus","2401958"
"Regalecus russelii (Cuvier, 1816)","Regalecus russelii (Cuvier, 1816)","Regalecus russelii","0","SPECIES","Animalia","Chordata","Lampriformes","Regalecidae","Regalecus","Regalecus russelii","2400584"
"Regalecus russelii (Cuvier, 1816)","Regalecus russellii","Regalecus russelii","0","SPECIES","Animalia","Chordata","Lampriformes","Regalecidae","Regalecus","Regalecus russelii","2400584"
"Trachipterus Goüan, 1770","Trachipterus Goüan, 1770","Trachipterus","0","GENUS","Animalia","Chordata","Lampriformes","Trachipteridae","Trachipterus",NA,"2400484"
"Mugil cephalus Linnaeus, 1758","Mugil cephalus","Mugil cephalus","1","SPECIES","Animalia","Chordata","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","8189568"
"Mugil cephalus Linnaeus, 1758","Mugil cephalus Linnaeus, 1758","Mugil cephalus","1","SPECIES","Animalia","Chordata","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","8189568"
"Hygophum bruuni Wisner, 1971","Hygophum bruuni Wisner, 1971","Hygophum bruuni","0","SPECIES","Animalia","Chordata","Myctophiformes","Myctophidae","Hygophum","Hygophum bruuni","5213300"
"Lampanyctodes hectoris (Günther, 1876)","Lampanyctodes hectoris (Günther, 1876)","Lampanyctodes hectoris","0","SPECIES","Animalia","Chordata","Myctophiformes","Myctophidae","Lampanyctodes","Lampanyctodes hectoris","2405588"
"Myctophum Rafinesque, 1810","Myctophum Rafinesque, 1810","Myctophum","0","GENUS","Animalia","Chordata","Myctophiformes","Myctophidae","Myctophum",NA,"2405851"
"Protomyctophum chilense Wisner, 1971","Protomyctophum chilense Wisner, 1971","Protomyctophum chilense","0","SPECIES","Animalia","Chordata","Myctophiformes","Myctophidae","Protomyctophum","Protomyctophum chilense","2406361"
"Protomyctophum chilensis Wisner, 1971","Protomyctophum chilensis Wisner, 1971","Protomyctophum chilensis","0","SPECIES","Animalia","Chordata","Myctophiformes","Myctophidae","Protomyctophum","Protomyctophum chilense","2406362"
"Myctophidae","Myctophidae","Myctophidae","0","FAMILY","Animalia","Chordata","Myctophiformes","Myctophidae",NA,NA,"4217"
"Gigliolia moseleyi Goode & Bean, 1895","Gigliolia moseleyi Goode & Bean, 1895","Gigliolia moseleyi","0","SPECIES","Animalia","Chordata","Notacanthiformes","Notacanthidae","Notacanthus","Notacanthus sexspinis","5213275"
"Notacanthus sexspinis Richardson, 1846","Notacanthus sexspinis Richardson, 1846","Notacanthus sexspinis","0","SPECIES","Animalia","Chordata","Notacanthiformes","Notacanthidae","Notacanthus","Notacanthus sexspinis","2405544"
"Notacanthus sexspinis Richardson, 1846","Notacanthus sexspinis","Notacanthus sexspinis","0","SPECIES","Animalia","Chordata","Notacanthiformes","Notacanthidae","Notacanthus","Notacanthus sexspinis","2405544"
"Notacanthiformes","Notacanthiformes","Notacanthiformes","0","ORDER","Animalia","Chordata","Notacanthiformes",NA,NA,NA,"1307"
"Cataetyx messieri (Günther, 1878)","Cataetyx messieri","Cataetyx messieri","0","SPECIES","Animalia","Chordata","Ophidiiformes","Bythitidae","Cataetyx","Cataetyx messieri","2346306"
"Cataetyx messieri (Günther, 1878)","Cataetyx messieri (Günther, 1878)","Cataetyx messieri","0","SPECIES","Animalia","Chordata","Ophidiiformes","Bythitidae","Cataetyx","Cataetyx messieri","2346306"
"BOLD:ACF2980","BOLD:ACF2980","BOLD:ACF2980","0","UNRANKED","Animalia","Chordata","Ophidiiformes","Ophidiidae","Genypterus","Genypterus blacodes","10641150"
"Genypterus blacodes (Forster, 1801)","Genypterus blacodes","Genypterus blacodes","0","SPECIES","Animalia","Chordata","Ophidiiformes","Ophidiidae","Genypterus","Genypterus blacodes","2345645"
"Genypterus blacodes (Forster, 1801)","Genypterus blacodes (Forster, 1801)","Genypterus blacodes","0","SPECIES","Animalia","Chordata","Ophidiiformes","Ophidiidae","Genypterus","Genypterus blacodes","2345645"
"Genypterus chilensis (Guichenot, 1848)","Genypterus chilensis","Genypterus chilensis","0","SPECIES","Animalia","Chordata","Ophidiiformes","Ophidiidae","Genypterus","Genypterus chilensis","2345641"
"Genypterus chilensis (Guichenot, 1848)","Genypterus chilensis (Guichenot, 1848)","Genypterus chilensis","0","SPECIES","Animalia","Chordata","Ophidiiformes","Ophidiidae","Genypterus","Genypterus chilensis","2345641"
"Genypterus maculatus (Tschudi, 1846)","Genypterus maculatus","Genypterus maculatus","0","SPECIES","Animalia","Chordata","Ophidiiformes","Ophidiidae","Genypterus","Genypterus maculatus","2345636"
"Genypterus maculatus (Tschudi, 1846)","Genypterus maculatus (Tschudi, 1846)","Genypterus maculatus","0","SPECIES","Animalia","Chordata","Ophidiiformes","Ophidiidae","Genypterus","Genypterus maculatus","2345636"
"Genypterus Philippi, 1857","Genypterus Philippi, 1857","Genypterus","0","GENUS","Animalia","Chordata","Ophidiiformes","Ophidiidae","Genypterus",NA,"2345634"
"Ophidiidae","Ophidiidae","Ophidiidae","0","FAMILY","Animalia","Chordata","Ophidiiformes","Ophidiidae",NA,NA,"8476"
"Talismania aphos (Bussing, 1965)","Talismania aphos","Talismania aphos","0","SPECIES","Animalia","Chordata","Osmeriformes","Alepocephalidae","Talismania","Talismania aphos","2410689"
"Argentinidae","Argentinidae","Argentinidae","0","FAMILY","Animalia","Chordata","Osmeriformes","Argentinidae",NA,NA,"4222"
"Bathylagichthys parini Kobyliansky, 1990","Bathylagichthys parini Kobyliansky, 1990","Bathylagichthys parini","0","SPECIES","Animalia","Chordata","Osmeriformes","Bathylagidae","Bathylagichthys","Bathylagichthys parini","2410958"
"Aplochiton marinus Eigenmann, 1928","Aplochiton marinus","Aplochiton marinus","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton marinus","2410622"
"Aplochiton marinus Eigenmann, 1928","Aplochiton marinus Eigenmann, 1928","Aplochiton marinus","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton marinus","2410622"
"Aplochiton marinus Eigenmann, 1928","BOLD:ACI2268","Aplochiton marinus","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton marinus","2410622"
"Aplochiton taeniatus Jenyns, 1842","Aplochiton taeniatus","Aplochiton taeniatus","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton taeniatus","2410621"
"Aplochiton taeniatus Jenyns, 1842","Aplochiton taeniatus Jenyns, 1842","Aplochiton taeniatus","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton taeniatus","2410621"
"Aplochiton taeniatus Jenyns, 1842","BOLD:ACC0585","Aplochiton taeniatus","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton taeniatus","2410621"
"Aplochiton zebra Jenyns, 1842","Aplochiton zebra","Aplochiton zebra","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra","2410618"
"Aplochiton zebra Jenyns, 1842","Aplochiton zebra Jenyns, 1842","Aplochiton zebra","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra","2410618"
"Aplochiton zebra Jenyns, 1842","BOLD:ACC0235","Aplochiton zebra","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton zebra","2410618"
"Aplochiton Jenyns, 1842","Aplochiton","Aplochiton","1","GENUS","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton",NA,"2410617"
"Aplochiton Jenyns, 1842","Aplochiton Jenyns, 1842","Aplochiton","1","GENUS","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton",NA,"2410617"
"Aplochiton Jenyns, 1842","Aplochiton lacustris","Aplochiton","1","GENUS","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton",NA,"2410617"
"Aplochiton Jenyns, 1842","Aplochiton sp.","Aplochiton","1","GENUS","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton",NA,"2410617"
"Aplochiton Jenyns, 1842","AzxAt hybrid","Aplochiton","1","GENUS","Animalia","Chordata","Osmeriformes","Galaxiidae","Aplochiton",NA,"2410617"
"Brachygalaxias bullocki (Regan, 1908)","Brachygalaxias bullocki","Brachygalaxias bullocki","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Brachygalaxias","Brachygalaxias bullocki","2410599"
"Brachygalaxias bullocki (Regan, 1908)","Brachygalaxias bullocki (Regan, 1908)","Brachygalaxias bullocki","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Brachygalaxias","Brachygalaxias bullocki","2410599"
"Brachygalaxias bullocki (Regan, 1908)","Brachygalaxias bulloki","Brachygalaxias bullocki","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Brachygalaxias","Brachygalaxias bullocki","2410599"
"Galaxias globiceps Eigenmann, 1928","Galaxias globiceps","Galaxias globiceps","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias","Galaxias globiceps","5214258"
"Galaxias globiceps Eigenmann, 1928","Galaxias globiceps Eigenmann, 1928","Galaxias globiceps","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias","Galaxias globiceps","5214258"
"Galaxias maculatus (Jenyns, 1842)","Galaxias maculatus","Galaxias maculatus","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus","5214265"
"Galaxias maculatus (Jenyns, 1842)","Galaxias maculatus (Jenyns, 1842)","Galaxias maculatus","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus","5214265"
"Galaxias maculatus (Jenyns, 1842)","Galaxias variegatus","Galaxias maculatus","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus","5214265"
"Galaxias maculatus (Jenyns, 1842)","Galaxias maculatus ","Galaxias maculatus","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias","Galaxias maculatus","5214265"
"Galaxias platei Steindachner, 1898","Galaxias delfini Philippi, 1895","Galaxias platei","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias","Galaxias platei","5214305"
"Galaxias platei Steindachner, 1898","Galaxias platei","Galaxias platei","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias","Galaxias platei","5214305"
"Galaxias platei Steindachner, 1898","Galaxias platei Steindachner, 1898","Galaxias platei","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias","Galaxias platei","5214305"
"Galaxias platei Steindachner, 1898","Galaxias plattii","Galaxias platei","1","SPECIES","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias","Galaxias platei","5214305"
"Galaxias Cuvier, 1816","Galaxias","Galaxias","1","GENUS","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias",NA,"2410478"
"Galaxias Cuvier, 1816","Galaxias sp.","Galaxias","1","GENUS","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias",NA,"2410478"
"Galaxias Cuvier, 1816","Galaxias Cuvier, 1816","Galaxias","1","GENUS","Animalia","Chordata","Osmeriformes","Galaxiidae","Galaxias",NA,"2410478"
"Galaxiidae","GALAXIIDAE","Galaxiidae","1","FAMILY","Animalia","Chordata","Osmeriformes","Galaxiidae",NA,NA,"4224"
"Galaxiidae","Galaxiidae","Galaxiidae","1","FAMILY","Animalia","Chordata","Osmeriformes","Galaxiidae",NA,NA,"4224"
"Galaxiidae","Galaxiidae sp.","Galaxiidae","1","FAMILY","Animalia","Chordata","Osmeriformes","Galaxiidae",NA,NA,"4224"
"Nansenia groenlandica (Reinhardt, 1840)","Nansenia groenlandica (Reinhardt, 1840)","Nansenia groenlandica","0","SPECIES","Animalia","Chordata","Osmeriformes","Microstomatidae","Nansenia","Nansenia groenlandica","5214222"
"Nansenia Jordan & Evermann, 1896","Nansenia Jordan & Evermann, 1896","Nansenia","0","GENUS","Animalia","Chordata","Osmeriformes","Microstomatidae","Nansenia",NA,"2410440"
"Hypsoblennius sordidus (Bennett, 1828)","Hypsoblennius sordidus","Hypsoblennius sordidus","0","SPECIES","Animalia","Chordata","Perciformes","Blenniidae","Hypsoblennius","Hypsoblennius sordidus","2395540"
"Hypsoblennius sordidus (Bennett, 1828)","Hypsoblennius sordidus (Bennett, 1828)","Hypsoblennius sordidus","0","SPECIES","Animalia","Chordata","Perciformes","Blenniidae","Hypsoblennius","Hypsoblennius sordidus","2395540"
"Hypsoblennius Gill, 1861","Hypsoblennius Gill, 1861","Hypsoblennius","0","GENUS","Animalia","Chordata","Perciformes","Blenniidae","Hypsoblennius",NA,"2395530"
"Bovichthyidae","Bovichthyidae","Bovichthyidae","0","FAMILY","Animalia","Chordata","Perciformes","Bovichthyidae",NA,NA,"4284947"
"Bovichtus argentinus MacDonagh, 1931","Bovichtus argentinus MacDonagh, 1931","Bovichtus argentinus","0","SPECIES","Animalia","Chordata","Perciformes","Bovichtidae","Bovichtus","Bovichtus argentinus","2398035"
"Bovichtus chilensis Regan, 1913","Bovichtus chilensis","Bovichtus chilensis","0","SPECIES","Animalia","Chordata","Perciformes","Bovichtidae","Bovichtus","Bovichtus chilensis","2398026"
"Bovichtus chilensis Regan, 1913","Bovichtus chilensis Regan, 1913","Bovichtus chilensis","0","SPECIES","Animalia","Chordata","Perciformes","Bovichtidae","Bovichtus","Bovichtus chilensis","2398026"
"Bovichtus Valenciennes, 1832","Bovichtus Valenciennes, 1832","Bovichtus","0","GENUS","Animalia","Chordata","Perciformes","Bovichtidae","Bovichtus",NA,"2398019"
"Aphritis gobio Günther, 1861","Aphritis gobio Günther, 1861","Aphritis gobio","0","SPECIES","Animalia","Chordata","Perciformes","Bovichtidae","Cottoperca","Cottoperca gobio","5212005"
"Cottoperca gobio (Günther, 1861)","Cottoperca gobio","Cottoperca gobio","0","SPECIES","Animalia","Chordata","Perciformes","Bovichtidae","Cottoperca","Cottoperca gobio","2398040"
"Cottoperca gobio (Günther, 1861)","Cottoperca gobio (Günther, 1861)","Cottoperca gobio","0","SPECIES","Animalia","Chordata","Perciformes","Bovichtidae","Cottoperca","Cottoperca gobio","2398040"
"Cottoperca rosenbergii Steindachner, 1876","Cottoperca rosenbergii Steindachner, 1876","Cottoperca rosenbergii","0","SPECIES","Animalia","Chordata","Perciformes","Bovichtidae","Cottoperca","Cottoperca rosenbergii","9102307"
"BOLD:AAE4085","BOLD:AAE4085","BOLD:AAE4085","0","UNRANKED","Animalia","Chordata","Perciformes","Bovichtidae","Cottoperca","Cottoperca trigloides","10351839"
"Cottoperca trigloides (Forster, 1801)","Cottoperca trigloides","Cottoperca trigloides","0","SPECIES","Animalia","Chordata","Perciformes","Bovichtidae","Cottoperca","Cottoperca trigloides","5962011"
"Cottoperca trigloides (Forster, 1801)","Cottoperca trigloides (Forster, 1801)","Cottoperca trigloides","0","SPECIES","Animalia","Chordata","Perciformes","Bovichtidae","Cottoperca","Cottoperca trigloides","5962011"
"Cottoperca Steindachner, 1876","Cottoperca Steindachner, 1876","Cottoperca","0","GENUS","Animalia","Chordata","Perciformes","Bovichtidae","Cottoperca",NA,"2398039"
"Brama australis Valenciennes, 1838","Brama australis Valenciennes, 1838","Brama australis","0","SPECIES","Animalia","Chordata","Perciformes","Bramidae","Brama","Brama australis","5208087"
"Brama australis Valenciennes, 1838","Brama australis","Brama australis","0","SPECIES","Animalia","Chordata","Perciformes","Bramidae","Brama","Brama australis","5208087"
"Trachurus murphyi Nichols, 1920","Trachurus murphyi","Trachurus murphyi","0","SPECIES","Animalia","Chordata","Perciformes","Carangidae","Trachurus","Trachurus murphyi","5210470"
"Trachurus murphyi Nichols, 1920","Trachurus murphyi Nichols, 1920","Trachurus murphyi","0","SPECIES","Animalia","Chordata","Perciformes","Carangidae","Trachurus","Trachurus murphyi","5210470"
"Trachurus symmetricus (Ayres, 1855)","Trachurus symmetricus (Ayres, 1855)","Trachurus symmetricus","0","SPECIES","Animalia","Chordata","Perciformes","Carangidae","Trachurus","Trachurus symmetricus","5210487"
"Centrolophus niger (Gmelin, 1789)","Centrolophus niger (Gmelin, 1789)","Centrolophus niger","0","SPECIES","Animalia","Chordata","Perciformes","Centrolophidae","Centrolophus","Centrolophus niger","5212018"
"Seriolella caerulea Guichenot, 1848","Seriolella caerulea","Seriolella caerulea","0","SPECIES","Animalia","Chordata","Perciformes","Centrolophidae","Seriolella","Seriolella caerulea","2398112"
"Seriolella caerulea Guichenot, 1848","Seriolella caerulea Guichenot, 1848","Seriolella caerulea","0","SPECIES","Animalia","Chordata","Perciformes","Centrolophidae","Seriolella","Seriolella caerulea","2398112"
"Seriolella porosa Guichenot, 1848","Seriolella porosa","Seriolella porosa","0","SPECIES","Animalia","Chordata","Perciformes","Centrolophidae","Seriolella","Seriolella porosa","2398111"
"Seriolella porosa Guichenot, 1848","Seriolella porosa Guichenot, 1848","Seriolella porosa","0","SPECIES","Animalia","Chordata","Perciformes","Centrolophidae","Seriolella","Seriolella porosa","2398111"
"Seriolella punctata (Forster, 1801)","Seriolella punctata (Forster, 1801)","Seriolella punctata","0","SPECIES","Animalia","Chordata","Perciformes","Centrolophidae","Seriolella","Seriolella punctata","2398107"
"Seriolella violacea Guichenot, 1848","Seriolella violacea Guichenot, 1848","Seriolella violacea","0","SPECIES","Animalia","Chordata","Perciformes","Centrolophidae","Seriolella","Seriolella violacea","2398110"
"Seriolella Guichenot, 1848","Seriolella Guichenot, 1848","Seriolella","0","GENUS","Animalia","Chordata","Perciformes","Centrolophidae","Seriolella",NA,"2398105"
"Centrolophidae","Centrolophidae","Centrolophidae","0","FAMILY","Animalia","Chordata","Perciformes","Centrolophidae",NA,NA,"8515"
"Champsocephalus esox (Günther, 1861)","Champsocephalus esox","Champsocephalus esox","0","SPECIES","Animalia","Chordata","Perciformes","Channichthyidae","Champsocephalus","Champsocephalus esox","2389924"
"Champsocephalus esox (Günther, 1861)","Champsocephalus esox (Günther, 1861)","Champsocephalus esox","0","SPECIES","Animalia","Chordata","Perciformes","Channichthyidae","Champsocephalus","Champsocephalus esox","2389924"
"Nemadactylus bergi (Norman, 1937)","Nemadactylus bergi","Nemadactylus bergi","0","SPECIES","Animalia","Chordata","Perciformes","Cheilodactylidae","Nemadactylus","Nemadactylus bergi","2392129"
"Nemadactylus bergi (Norman, 1937)","Nemadactylus bergi (Norman, 1937)","Nemadactylus bergi","0","SPECIES","Animalia","Chordata","Perciformes","Cheilodactylidae","Nemadactylus","Nemadactylus bergi","2392129"
"Nemadactylus gayi (Kner, 1865)","Nemadactylus gayi (Kner, 1865)","Nemadactylus gayi","0","SPECIES","Animalia","Chordata","Perciformes","Cheilodactylidae","Nemadactylus","Nemadactylus gayi","2392148"
"Pterophyllum Heckel, 1840","Pterophyllum Heckel, 1840","Pterophyllum","1","GENUS","Animalia","Chordata","Perciformes","Cichlidae","Pterophyllum",NA,"2373891"
"Myxodes cristatus Valenciennes, 1836","Myxodes cristatus","Myxodes cristatus","0","SPECIES","Animalia","Chordata","Perciformes","Clinidae","Myxodes","Myxodes cristatus","2380292"
"Myxodes cristatus Valenciennes, 1836","Myxodes cristatus Valenciennes, 1836","Myxodes cristatus","0","SPECIES","Animalia","Chordata","Perciformes","Clinidae","Myxodes","Myxodes cristatus","2380292"
"Pennaclinus racemarius de Buen, 1962","Pennaclinus racemarius","Pennaclinus racemarius","0","SPECIES","Animalia","Chordata","Perciformes","Clinidae","Pennaclinus","Pennaclinus racemarius","8736392"
"Pennaclinus racemarius de Buen, 1962","Pennaclinus racemarius de Buen, 1962","Pennaclinus racemarius","0","SPECIES","Animalia","Chordata","Perciformes","Clinidae","Pennaclinus","Pennaclinus racemarius","8736392"
"Clinidae","Clinidae","Clinidae","0","FAMILY","Animalia","Chordata","Perciformes","Clinidae",NA,NA,"4261"
"Eleginops maclovinus (Cuvier, 1830)","Eleginops maclovinus","Eleginops maclovinus","1","SPECIES","Animalia","Chordata","Perciformes","Eleginopsidae","Eleginops","Eleginops maclovinus","2382427"
"Eleginops maclovinus (Cuvier, 1830)","Eleginops maclovinus (Cuvier in Cuvier & Valenciennes, 1830)","Eleginops maclovinus","1","SPECIES","Animalia","Chordata","Perciformes","Eleginopsidae","Eleginops","Eleginops maclovinus","2382427"
"Eleginops maclovinus (Cuvier, 1830)","Eleginops maclovinus (Cuvier, 1830)","Eleginops maclovinus","1","SPECIES","Animalia","Chordata","Perciformes","Eleginopsidae","Eleginops","Eleginops maclovinus","2382427"
"Eleginops Gill, 1862","Eleginops falklandicus","Eleginops","1","GENUS","Animalia","Chordata","Perciformes","Eleginopsidae","Eleginops",NA,"2382426"
"Eleginops Gill, 1862","Eleginops Gill, 1862","Eleginops","1","GENUS","Animalia","Chordata","Perciformes","Eleginopsidae","Eleginops",NA,"2382426"
"Gobiomorus maculatus (Günther, 1859)","Gobiomorus maculatus (Günther, 1859)","Gobiomorus maculatus","0","SPECIES","Animalia","Chordata","Perciformes","Eleotridae","Gobiomorus","Gobiomorus maculatus","2386050"
"Emmelichthys Richardson, 1845","Emmelichthys Richardson, 1845","Emmelichthys","0","GENUS","Animalia","Chordata","Perciformes","Emmelichthyidae","Emmelichthys",NA,"2390479"
"Epigonus crassicaudus de Buen, 1959","Epigonus crassicaudus de Buen, 1959","Epigonus crassicaudus","0","SPECIES","Animalia","Chordata","Perciformes","Epigonidae","Epigonus","Epigonus crassicaudus","2395050"
"Lepidocybium flavobrunneum (Smith, 1843)","Lepidocybium flavobrunneum (Smith, 1843)","Lepidocybium flavobrunneum","0","SPECIES","Animalia","Chordata","Perciformes","Gempylidae","Lepidocybium","Lepidocybium flavobrunneum","2397724"
"Thyrsites atun (Euphrasen, 1791)","Thyrsites atun","Thyrsites atun","0","SPECIES","Animalia","Chordata","Perciformes","Gempylidae","Thyrsites","Thyrsites atun","2397805"
"Thyrsites atun (Euphrasen, 1791)","Thyrsites atun (Euphrasen, 1791)","Thyrsites atun","0","SPECIES","Animalia","Chordata","Perciformes","Gempylidae","Thyrsites","Thyrsites atun","2397805"
"Microgobius Poey, 1876","Microgobius","Microgobius","0","GENUS","Animalia","Chordata","Perciformes","Gobiidae","Microgobius",NA,"2376642"
"Microgobius Poey, 1876","Microgobius Poey, 1876","Microgobius","0","GENUS","Animalia","Chordata","Perciformes","Gobiidae","Microgobius",NA,"2376642"
"Ophiogobius jenynsi Hoese, 1976","Ophiogobius jenynsi","Ophiogobius jenynsi","0","SPECIES","Animalia","Chordata","Perciformes","Gobiidae","Ophiogobius","Ophiogobius jenynsi","2379200"
"Ophiogobius jenynsi Hoese, 1976","Ophiogobius jenynsi Hoese, 1976","Ophiogobius jenynsi","0","SPECIES","Animalia","Chordata","Perciformes","Gobiidae","Ophiogobius","Ophiogobius jenynsi","2379200"
"Ophiogobius ophicephalus (Jenyns, 1842)","Ophiogobius ophicephalus","Ophiogobius ophicephalus","0","SPECIES","Animalia","Chordata","Perciformes","Gobiidae","Ophiogobius","Ophiogobius jenynsi","2379198"
"Ophiogobius ophicephalus (Jenyns, 1842)","Ophiogobius ophicephalus (Jenyns, 1842)","Ophiogobius ophicephalus","0","SPECIES","Animalia","Chordata","Perciformes","Gobiidae","Ophiogobius","Ophiogobius jenynsi","2379198"
"Ophiogobius ophicephalus (Jenyns, 1842)","Ophiogobius ophiocephalus","Ophiogobius ophicephalus","0","SPECIES","Animalia","Chordata","Perciformes","Gobiidae","Ophiogobius","Ophiogobius jenynsi","2379198"
"Harpagifer bispinis (Forster, 1801)","Harpagifer bispinis","Harpagifer bispinis","0","SPECIES","Animalia","Chordata","Perciformes","Harpagiferidae","Harpagifer","Harpagifer bispinis","2389439"
"Harpagifer bispinis (Forster, 1801)","Harpagifer bispinis (Forster in Bloch & Schneider, 1801)","Harpagifer bispinis","0","SPECIES","Animalia","Chordata","Perciformes","Harpagiferidae","Harpagifer","Harpagifer bispinis","2389439"
"Harpagifer bispinis (Forster, 1801)","Harpagifer bispinis (Forster, 1801)","Harpagifer bispinis","0","SPECIES","Animalia","Chordata","Perciformes","Harpagiferidae","Harpagifer","Harpagifer bispinis","2389439"
"Harpagifer georgianus Nybelin, 1947","Harpagifer georgianus Nybelin, 1947","Harpagifer georgianus","0","SPECIES","Animalia","Chordata","Perciformes","Harpagiferidae","Harpagifer","Harpagifer georgianus","2389448"
"Harpagifer georgianus palliolatus Richardson, 1845","Harpagifer georgianus palliolatus Richardson, 1845","Harpagifer georgianus palliolatus","0","SUBSPECIES","Animalia","Chordata","Perciformes","Harpagiferidae","Harpagifer","Harpagifer palliolatus","6168736"
"Harpagifer palliolatus Richardson, 1845","Harpagifer palliolatus Richardson, 1845","Harpagifer palliolatus","0","SPECIES","Animalia","Chordata","Perciformes","Harpagiferidae","Harpagifer","Harpagifer palliolatus","2389453"
"Harpagifer Richardson, 1844","Harpagifer Richardson, 1844","Harpagifer","0","GENUS","Animalia","Chordata","Perciformes","Harpagiferidae","Harpagifer",NA,"2389438"
"Harpagiferidae","Harpagiferidae","Harpagiferidae","0","FAMILY","Animalia","Chordata","Perciformes","Harpagiferidae",NA,NA,"4278"
"Calliclinus geniguttatus (Valenciennes, 1836)","Calliclinus geniguttatus","Calliclinus geniguttatus","0","SPECIES","Animalia","Chordata","Perciformes","Labrisomidae","Calliclinus","Calliclinus geniguttatus","2389576"
"Calliclinus geniguttatus (Valenciennes, 1836)","Calliclinus geniguttatus (Valenciennes, 1836)","Calliclinus geniguttatus","0","SPECIES","Animalia","Chordata","Perciformes","Labrisomidae","Calliclinus","Calliclinus geniguttatus","2389576"
"Calliclinus nudiventris Cervigón & Pequeño, 1979","Calliclinus nudiventris","Calliclinus nudiventris","0","SPECIES","Animalia","Chordata","Perciformes","Labrisomidae","Calliclinus","Calliclinus nudiventris","2389578"
"Calliclinus nudiventris Cervigón & Pequeño, 1979","Calliclinus nudiventris Cervigón & Pequeño, 1979","Calliclinus nudiventris","0","SPECIES","Animalia","Chordata","Perciformes","Labrisomidae","Calliclinus","Calliclinus nudiventris","2389578"
"Calliclinus Gill, 1860","Calliclinus racemarius","Calliclinus","0","GENUS","Animalia","Chordata","Perciformes","Labrisomidae","Calliclinus",NA,"2389575"
"Calliclinus Gill, 1860","Calliclinus Gill, 1860","Calliclinus","0","GENUS","Animalia","Chordata","Perciformes","Labrisomidae","Calliclinus",NA,"2389575"
"Cubiceps caeruleus Regan, 1914","Cubiceps caeruleus Regan, 1914","Cubiceps caeruleus","0","SPECIES","Animalia","Chordata","Perciformes","Nomeidae","Cubiceps","Cubiceps caeruleus","2381922"
"BOLD:AAA4566","BOLD:AAA4566","BOLD:AAA4566","0","UNRANKED","Animalia","Chordata","Perciformes","Nototheniidae","Dissostichus","Dissostichus eleginoides","10112788"
"Dissostichus eleginoides Smitt, 1898","Dissostichus eleginoides Smitt, 1898","Dissostichus eleginoides","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Dissostichus","Dissostichus eleginoides","2385957"
"Lepidonotothen squamifrons (Günther, 1880)","Lepidonotothen squamifrons (Günther, 1880)","Lepidonotothen squamifrons","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Lepidonotothen","Lepidonotothen squamifrons","2385882"
"Notothenia angustata Hutton, 1875","Notothenia angustata","Notothenia angustata","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Notothenia","Notothenia angustata","2385923"
