"scientificName","scientificName_Old","canonicalName","IncludePewProAP","taxonRank","kingdom","phylum","order","family","genus","species","usageKey"
"Pogonolycus marinae (Lloris, 1988)","Pogonolycus marinae (Lloris, 1988)","Pogonolycus marinae","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Pogonolycus","Pogonolycus marinae","2380893"
"Zoarces viviparus (Linnaeus, 1758)","Zoarces viviparus (Linnaeus, 1758)","Zoarces viviparus","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Zoarces","Zoarces viviparus","2381013"
"Zoarcidae","Zoarcidae","Zoarcidae","0","FAMILY","Animalia","Chordata","Perciformes","Zoarcidae",NA,NA,"5079"
"Perciformes","Perciformes","Perciformes","0","ORDER","Animalia","Chordata","Perciformes",NA,NA,NA,"587"
"Geotria australis Gray, 1851","Geotria australis","Geotria australis","1","SPECIES","Animalia","Chordata","Petromyzontiformes","Geotriidae","Geotria","Geotria australis","2421280"
"Geotria australis Gray, 1851","Geotria australis Gray, 1851","Geotria australis","1","SPECIES","Animalia","Chordata","Petromyzontiformes","Geotriidae","Geotria","Geotria australis","2421280"
"Geotria australis Gray, 1851","Velesia sp.","Geotria australis","1","SPECIES","Animalia","Chordata","Petromyzontiformes","Geotriidae","Geotria","Geotria australis","2421280"
"Geotria macrostoma (Burmeister, 1868)","Geotria macrostoma","Geotria macrostoma","1","SPECIES","Animalia","Chordata","Petromyzontiformes","Geotriidae","Geotria","Geotria australis","4351382"
"Geotria macrostoma (Burmeister, 1868)","Geotria macrostoma (Burmeister, 1868)","Geotria macrostoma","1","SPECIES","Animalia","Chordata","Petromyzontiformes","Geotriidae","Geotria","Geotria australis","4351382"
"Mordacia lapicida (Gray, 1851)","Mordacia lapicida","Mordacia lapicida","1","SPECIES","Animalia","Chordata","Petromyzontiformes","Mordaciidae","Mordacia","Mordacia lapicida","2421258"
"Mordacia lapicida (Gray, 1851)","Mordacia lapicida (Gray, 1851)","Mordacia lapicida","1","SPECIES","Animalia","Chordata","Petromyzontiformes","Mordaciidae","Mordacia","Mordacia lapicida","2421258"
"Mordacia Gray, 1851","Mordacia/Caragola sp.","Mordacia","1","GENUS","Animalia","Chordata","Petromyzontiformes","Mordaciidae","Mordacia",NA,"2421254"
"Petromyzontiformes","Lamprey",NA,"1",NA,"Animalia","Chordata","Petromyzontiformes",NA,NA,NA,"771"
"Petromyzontiformes","Petromyzontiformes","Petromyzontiformes","1","ORDER","Animalia","Chordata","Petromyzontiformes",NA,NA,NA,"771"
"Mancopsetta maculata (Günther, 1880)","Mancopsetta maculata (Günther, 1880)","Mancopsetta maculata","0","SPECIES","Animalia","Chordata","Pleuronectiformes","Achiropsettidae","Mancopsetta","Mancopsetta maculata","5712308"
"Bothidae","Bothidae","Bothidae","0","FAMILY","Animalia","Chordata","Pleuronectiformes","Bothidae",NA,NA,"8608"
"Hippoglossina bollmani Gilbert, 1890","Hippoglossina bollmani","Hippoglossina bollmani","0","SPECIES","Animalia","Chordata","Pleuronectiformes","Paralichthyidae","Hippoglossina","Hippoglossina bollmani","2408803"
"Hippoglossina bollmani Gilbert, 1890","Hippoglossina bollmani Gilbert, 1890","Hippoglossina bollmani","0","SPECIES","Animalia","Chordata","Pleuronectiformes","Paralichthyidae","Hippoglossina","Hippoglossina bollmani","2408803"
"Hippoglossina macrops Steindachner, 1876","Hippoglossina macrops Steindachner, 1876","Hippoglossina macrops","0","SPECIES","Animalia","Chordata","Pleuronectiformes","Paralichthyidae","Hippoglossina","Hippoglossina macrops","2408801"
"Hippoglossina mystacium Ginsburg, 1936","Hippoglossina mystacium","Hippoglossina mystacium","0","SPECIES","Animalia","Chordata","Pleuronectiformes","Paralichthyidae","Hippoglossina","Hippoglossina mystacium","2408802"
"Hippoglossina mystacium Ginsburg, 1936","Hippoglossina mystacium Ginsburg, 1936","Hippoglossina mystacium","0","SPECIES","Animalia","Chordata","Pleuronectiformes","Paralichthyidae","Hippoglossina","Hippoglossina mystacium","2408802"
"Paralichthys microps (Günther, 1881)","Paralichthys microps (Günther, 1881)","Paralichthys microps","0","SPECIES","Animalia","Chordata","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys microps","2408879"
"Paralichthys microps (Günther, 1881)","Paralichthys microps","Paralichthys microps","0","SPECIES","Animalia","Chordata","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys microps","2408879"
"Paralichthys Girard, 1858","Paralichthys","Paralichthys","0","GENUS","Animalia","Chordata","Pleuronectiformes","Paralichthyidae","Paralichthys",NA,"2408863"
"Paralichthys Girard, 1858","Paralichthys Girard, 1858","Paralichthys","0","GENUS","Animalia","Chordata","Pleuronectiformes","Paralichthyidae","Paralichthys",NA,"2408863"
"Pleuronectiformes","Pleuronectiformes","Pleuronectiformes","0","ORDER","Animalia","Chordata","Pleuronectiformes",NA,NA,NA,"588"
"Oncorhynchus gorbuscha (Walbaum, 1792)","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","5204037"
"Oncorhynchus gorbuscha (Walbaum, 1792)","Oncorhynchus gorbuscha (Walbaum, 1792)","Oncorhynchus gorbuscha","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","5204037"
"Oncorhynchus keta (Walbaum, 1792)","Oncorhynchus keta","Oncorhynchus keta","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","5204014"
"Oncorhynchus keta (Walbaum, 1792)","Oncorhynchus keta (Walbaum, 1792)","Oncorhynchus keta","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","5204014"
"Oncorhynchus kisutch (Walbaum, 1792)","Oncorhynchus kisutch","Oncorhynchus kisutch","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus kisutch","5204034"
"Oncorhynchus kisutch (Walbaum, 1792)","Oncorhynchus kisutch (Walbaum, 1792)","Oncorhynchus kisutch","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus kisutch","5204034"
"Oncorhynchus masou (Brevoort, 1856)","Oncorhynchus masou","Oncorhynchus masou","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus masou","5711979"
"Oncorhynchus masou (Brevoort, 1856)","Oncorhynchus masou (Brevoort, 1856)","Oncorhynchus masou","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus masou","5711979"
"Oncorhynchus mykiss (Walbaum, 1792)","Oncorhynchus mykiss","Oncorhynchus mykiss","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","5204019"
"Oncorhynchus mykiss (Walbaum, 1792)","Oncorhynchus mykiss (Walbaum, 1792)","Oncorhynchus mykiss","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","5204019"
"Oncorhynchus mykiss (Walbaum, 1792)","Salmo gairdnerii Richardson, 1836","Oncorhynchus mykiss","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","5204019"
"Oncorhynchus nerka (Walbaum, 1792)","Oncorhynchus nerka","Oncorhynchus nerka","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","5204039"
"Oncorhynchus tshawytscha (Walbaum, 1792)","Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus tshawytscha","5204024"
"Oncorhynchus tshawytscha (Walbaum, 1792)","Oncorhynchus tshawytscha ","Oncorhynchus tshawytscha","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus tshawytscha","5204024"
"Oncorhynchus tshawytscha (Walbaum, 1792)","Oncorhynchus tshawytscha (Walbaum, 1792)","Oncorhynchus tshawytscha","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus tshawytscha","5204024"
"Oncorhynchus Suckley, 1861","Oncorhynchus Suckley, 1861","Oncorhynchus","1","GENUS","Animalia","Chordata","Salmoniformes","Salmonidae","Oncorhynchus",NA,"2351426"
"Salmo salar Linnaeus, 1758","Salmo salar","Salmo salar","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo salar","7595433"
"Salmo salar Linnaeus, 1758","Salmo salar Linnaeus, 1758","Salmo salar","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo salar","7595433"
"Salmo trutta Linnaeus, 1758","Salmo trutta","Salmo trutta","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta","8215487"
"Salmo trutta Linnaeus, 1758","Salmo trutta fario","Salmo trutta","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta","8215487"
"Salmo trutta Linnaeus, 1758","Salmo trutta fario Linnaeus, 1758","Salmo trutta","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta","8215487"
"Salmo trutta Linnaeus, 1758","Salmo trutta Linnaeus, 1758","Salmo trutta","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salmo","Salmo trutta","8215487"
"Salvelinus alpinus (Linnaeus, 1758)","Salvelinus alpinus (Linnaeus, 1758)","Salvelinus alpinus","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salvelinus","Salvelinus alpinus","4284021"
"Salvelinus fontinalis (Mitchill, 1814)","Salvelinus fontinalis","Salvelinus fontinalis","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salvelinus","Salvelinus fontinalis","2351271"
"Salvelinus fontinalis (Mitchill, 1814)","Salvelinus fontinalis (Mitchill, 1814)","Salvelinus fontinalis","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salvelinus","Salvelinus fontinalis","2351271"
"Salvelinus namaycush (Walbaum, 1792)","Salvelinus namaycush","Salvelinus namaycush","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salvelinus","Salvelinus namaycush","2351327"
"Salvelinus namaycush (Walbaum, 1792)","Salvelinus namaycush (Walbaum, 1792)","Salvelinus namaycush","1","SPECIES","Animalia","Chordata","Salmoniformes","Salmonidae","Salvelinus","Salvelinus namaycush","2351327"
"Oncorhynchus","Oncorhynchus","Oncorhynchus","1","GENUS","Animalia","Chordata","Salmoniformes","Salmonidae",NA,NA,"2351426"
"Salmonidae","Salmonidae","Salmonidae","1","FAMILY","Animalia","Chordata","Salmoniformes","Salmonidae",NA,NA,"8615"
"Salmonidae","Salmoninae","Salmonidae","1",NA,"Animalia","Chordata","Salmoniformes","Salmonidae",NA,NA,"8615"
"Salmoniformes","Salmoniformes","Salmoniformes","1","ORDER","Animalia","Chordata","Salmoniformes",NA,NA,NA,"1313"
"Agonopsis chiloensis (Jenyns, 1840)","Agonopsis chiloensis","Agonopsis chiloensis","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Agonidae","Agonopsis","Agonopsis chiloensis","5201651"
"Agonopsis chiloensis (Jenyns, 1840)","Agonopsis chiloensis (Jenyns, 1840)","Agonopsis chiloensis","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Agonidae","Agonopsis","Agonopsis chiloensis","5201651"
"Agonidae","Agonidae","Agonidae","0","FAMILY","Animalia","Chordata","Scorpaeniformes","Agonidae",NA,NA,"8617"
"Congiopodus peruvianus (Cuvier, 1829)","Congiopodus peruvianus","Congiopodus peruvianus","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Congiopodidae","Congiopodus","Congiopodus peruvianus","2336927"
"Congiopodus peruvianus (Cuvier, 1829)","Congiopodus peruvianus (Cuvier, 1829)","Congiopodus peruvianus","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Congiopodidae","Congiopodus","Congiopodus peruvianus","2336927"
"Congiopodus Perry, 1811","Congiopodus Perry, 1811","Congiopodus","0","GENUS","Animalia","Chordata","Scorpaeniformes","Congiopodidae","Congiopodus",NA,"2336913"
"Cyclopteridae","Cyclopteridae","Cyclopteridae","0","FAMILY","Animalia","Chordata","Scorpaeniformes","Cyclopteridae",NA,NA,"8623"
"Careproctus crassus de Buen, 1961","Careproctus crassus","Careproctus crassus","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus","Careproctus pallidus","2336231"
"Careproctus crassus de Buen, 1961","Careproctus crassus de Buen, 1961","Careproctus crassus","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus","Careproctus pallidus","2336231"
"Careproctus pallidus (Vaillant, 1888)","Careproctus pallidus","Careproctus pallidus","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus","Careproctus pallidus","2336229"
"Careproctus pallidus (Vaillant, 1888)","Careproctus pallidus (Vaillant, 1888)","Careproctus pallidus","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus","Careproctus pallidus","2336229"
"Enantioliparis pallidus Vaillant, 1888","Enantioliparis pallidus Vaillant, 1888","Enantioliparis pallidus","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Liparidae","Careproctus","Careproctus pallidus","2336230"
"Liparis antarcticus Putnam, 1874","Liparis antarctica Putnam, 1874","Liparis antarcticus","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Liparidae","Liparis","Liparis antarcticus","5201427"
"Liparis antarcticus Putnam, 1874","Liparis antarcticus Putnam, 1874","Liparis antarcticus","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Liparidae","Liparis","Liparis antarcticus","5201427"
"Paraliparis eltanini Stein & Tompkins, 1989","Paraliparis eltanini Stein & Tompkins, 1989","Paraliparis eltanini","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Liparidae","Paraliparis","Paraliparis eltanini","2336335"
"Paraliparis membranaceus Günther, 1887","Paraliparis membranaceus Günther, 1887","Paraliparis membranaceus","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Liparidae","Paraliparis","Paraliparis membranaceus","2336329"
"Paraliparis Collett, 1879","Paraliparis Collett, 1879","Paraliparis","0","GENUS","Animalia","Chordata","Scorpaeniformes","Liparidae","Paraliparis",NA,"2336274"
"Paraliparis Collett, 1879","Paraliparis sp","Paraliparis","0","GENUS","Animalia","Chordata","Scorpaeniformes","Liparidae","Paraliparis",NA,"2336274"
"Paraliparis anarthractae Stein & Tompkins, 1989","Paraliparis anarthractae Stein & Tompkins, 1989","Paraliparis anarthractae","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Liparidae","Praematoliparis","Praematoliparis anarthractae","2336130"
"Praematoliparis anarthractae (Stein & Tompkins, 1989)","Praematoliparis anarthractae (Stein & Tompkins, 1989)","Praematoliparis anarthractae","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Liparidae","Praematoliparis","Praematoliparis anarthractae","2336129"
"Liparidae","Liparidae","Liparidae","0","FAMILY","Animalia","Chordata","Scorpaeniformes","Liparidae",NA,NA,"8627"
"Normanichthys crockeri Clark, 1937","Normanichthys crockeri","Normanichthys crockeri","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Normanichthyidae","Normanichthys","Normanichthys crockeri","2335067"
"Normanichthys crockeri Clark, 1937","Normanichthys crockeri Clark, 1937","Normanichthys crockeri","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Normanichthyidae","Normanichthys","Normanichthys crockeri","2335067"
"Cottunculus thomsonii (Günther, 1882)","Cottunculus thomsonii","Cottunculus thomsonii","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Psychrolutidae","Cottunculus","Cottunculus thomsonii","2334884"
"Cottunculus thomsonii (Günther, 1882)","Cottunculus thomsonii (Günther, 1882)","Cottunculus thomsonii","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Psychrolutidae","Cottunculus","Cottunculus thomsonii","2334884"
"Neophrynichthys marmoratus Regan, 1913","Neophrynichthys marmoratus Regan, 1913","Neophrynichthys marmoratus","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Psychrolutidae","Neophrynichthys","Neophrynichthys marmoratus","9100802"
"Neophrynichthys marmoratus Gill, 1889","Neophrynichthys marmoratus Gill, 1889","Neophrynichthys marmoratus","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Psychrolutidae","Psychrolutes","Psychrolutes marmoratus","2334912"
"Psychrolutes marmoratus (Gill, 1889)","Psychrolutes marmoratus","Psychrolutes marmoratus","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Psychrolutidae","Psychrolutes","Psychrolutes marmoratus","2334910"
"Psychrolutes marmoratus (Gill, 1889)","Psychrolutes marmoratus (Gill, 1889)","Psychrolutes marmoratus","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Psychrolutidae","Psychrolutes","Psychrolutes marmoratus","2334910"
"Psychrolutes sio Nelson, 1980","Psychrolutes sio Nelson, 1980","Psychrolutes sio","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Psychrolutidae","Psychrolutes","Psychrolutes sio","2334919"
"Psychrolutes Günther, 1861","Psychrolutes Günther, 1861","Psychrolutes","0","GENUS","Animalia","Chordata","Scorpaeniformes","Psychrolutidae","Psychrolutes",NA,"2334899"
"Psychrolutidae","Psychrolutidae","Psychrolutidae","0","FAMILY","Animalia","Chordata","Scorpaeniformes","Psychrolutidae",NA,NA,"8631"
"Scorpaenidae","Scorpaenidae","Scorpaenidae","0","FAMILY","Animalia","Chordata","Scorpaeniformes","Scorpaenidae",NA,NA,"4508"
"Helicolenus lengerichi Norman, 1937","Helicolenus lengerichi Norman, 1937","Helicolenus lengerichi","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Sebastidae","Helicolenus","Helicolenus lengerichi","2335334"
"Helicolenus Goode & Bean, 1896","Helicolenus","Helicolenus","0","GENUS","Animalia","Chordata","Scorpaeniformes","Sebastidae","Helicolenus",NA,"2334461"
"Helicolenus Goode & Bean, 1896","Helicolenus Goode & Bean, 1896","Helicolenus","0","GENUS","Animalia","Chordata","Scorpaeniformes","Sebastidae","Helicolenus",NA,"2334461"
"Sebastes capensis (Gmelin, 1789)","Sebastes capensis","Sebastes capensis","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Sebastidae","Sebastes","Sebastes capensis","2335537"
"Sebastes capensis (Gmelin, 1789)","Sebastes capensis (Gmelin, 1789)","Sebastes capensis","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Sebastidae","Sebastes","Sebastes capensis","2335537"
"Sebastes oculatus Valenciennes, 1833","Sebastes oculatus","Sebastes oculatus","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Sebastidae","Sebastes","Sebastes oculatus","2335413"
"Sebastes oculatus Valenciennes, 1833","Sebastes oculatus Valenciennes, 1833","Sebastes oculatus","0","SPECIES","Animalia","Chordata","Scorpaeniformes","Sebastidae","Sebastes","Sebastes oculatus","2335413"
"BOLD:ACE4189","BOLD:ACE4189","BOLD:ACE4189","0","UNRANKED","Animalia","Chordata","Scorpaeniformes","Sebastidae","Sebastes",NA,"10610507"
"Sebastes Cuvier, 1829","Sebastes","Sebastes","0","GENUS","Animalia","Chordata","Scorpaeniformes","Sebastidae","Sebastes",NA,"2333712"
"Sebastes Cuvier, 1829","Sebastes Cuvier, 1829","Sebastes","0","GENUS","Animalia","Chordata","Scorpaeniformes","Sebastidae","Sebastes",NA,"2333712"
"Sebastidae","Sebastidae","Sebastidae","0","FAMILY","Animalia","Chordata","Scorpaeniformes","Sebastidae",NA,NA,"8633"
"Diplomystes camposensis Arratia, 1987","Diplomystes camposensis","Diplomystes camposensis","1","SPECIES","Animalia","Chordata","Siluriformes","Diplomystidae","Diplomystes","Diplomystes camposensis","2341844"
"Diplomystes camposensis Arratia, 1987","Diplomystes camposensis Arratia, 1987","Diplomystes camposensis","1","SPECIES","Animalia","Chordata","Siluriformes","Diplomystidae","Diplomystes","Diplomystes camposensis","2341844"
"Diplomystes chilensis (Molina, 1782)","Diplomystes chilensis (Molina, 1782)","Diplomystes chilensis","1","SPECIES","Animalia","Chordata","Siluriformes","Diplomystidae","Diplomystes","Diplomystes chilensis","2341845"
"Diplomystes incognitus Arratia & Quezada-Romegialli, 2017","Diplomystes incognitus","Diplomystes incognitus","1","SPECIES","Animalia","Chordata","Siluriformes","Diplomystidae","Diplomystes","Diplomystes incognitus","9289090"
"Diplomystes Bleeker, 1858","Diplomystes Bleeker, 1858","Diplomystes","1","GENUS","Animalia","Chordata","Siluriformes","Diplomystidae","Diplomystes",NA,"2341843"
"Diplomystes Bleeker, 1858","Diplomystes sp.","Diplomystes","1","GENUS","Animalia","Chordata","Siluriformes","Diplomystidae","Diplomystes",NA,"2341843"
"Olivaichthys viedmensis (MacDonagh, 1931)","Olivaichthys viedmensis","Olivaichthys viedmensis","1","SPECIES","Animalia","Chordata","Siluriformes","Diplomystidae","Olivaichthys","Olivaichthys viedmensis","2341861"
"Olivaichthys viedmensis (MacDonagh, 1931)","Olivaichthys viedmensis (MacDonagh, 1931)","Olivaichthys viedmensis","1","SPECIES","Animalia","Chordata","Siluriformes","Diplomystidae","Olivaichthys","Olivaichthys viedmensis","2341861"
"Hatcheria macraei (Girard, 1855)","Hatcheria macraei","Hatcheria macraei","1","SPECIES","Animalia","Chordata","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei","2342955"
"Hatcheria macraei (Girard, 1855)","Hatcheria macraei (Girard, 1855)","Hatcheria macraei","1","SPECIES","Animalia","Chordata","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei","2342955"
"Hatcheria macraei (Girard, 1855)","Hatcheria patagoniensis","Hatcheria macraei","1","SPECIES","Animalia","Chordata","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei","2342955"
"Hatcheria macraei (Girard, 1855)","Hatcheria patagoniensis Eigenmann, 1909","Hatcheria macraei","1","SPECIES","Animalia","Chordata","Siluriformes","Trichomycteridae","Hatcheria","Hatcheria macraei","2342955"
"Hatcheria Eigenmann, 1909","Hatcheria Eigenmann, 1909","Hatcheria","1","GENUS","Animalia","Chordata","Siluriformes","Trichomycteridae","Hatcheria",NA,"2342954"
"Trichomycterus areolatus Valenciennes, 1846","Trichomycterus areolatus","Trichomycterus areolatus","1","SPECIES","Animalia","Chordata","Siluriformes","Trichomycteridae","Trichomycterus","Trichomycterus areolatus","2342975"
"Trichomycterus areolatus Valenciennes, 1846","Trichomycterus areolatus Valenciennes, 1846","Trichomycterus areolatus","1","SPECIES","Animalia","Chordata","Siluriformes","Trichomycteridae","Trichomycterus","Trichomycterus areolatus","2342975"
"Trichomycterus areolatus Valenciennes, 1846","Trichomycterus areolatus Valenciennes, 1846 Valenciennes, 1846","Trichomycterus areolatus","1","SPECIES","Animalia","Chordata","Siluriformes","Trichomycteridae","Trichomycterus","Trichomycterus areolatus","2342975"
"Trichomycterus Valenciennes, 1832","Trichomycterus","Trichomycterus","1","GENUS","Animalia","Chordata","Siluriformes","Trichomycteridae","Trichomycterus",NA,"2339002"
"Trichomycterus Valenciennes, 1832","Trichomycterus sp.","Trichomycterus","1","GENUS","Animalia","Chordata","Siluriformes","Trichomycteridae","Trichomycterus",NA,"2339002"
"Trichomycterus Valenciennes, 1832","Trichomycterus Valenciennes, 1832","Trichomycterus","1","GENUS","Animalia","Chordata","Siluriformes","Trichomycteridae","Trichomycterus",NA,"2339002"
"Siluriformes","BOLD:ADL4127","Siluriformes","1","ORDER","Animalia","Chordata","Siluriformes",NA,NA,NA,"708"
"Siluriformes","Siluriformes","Siluriformes","1","ORDER","Animalia","Chordata","Siluriformes",NA,NA,NA,"708"
"Vinciguerria lucetia (Garman, 1899)","Vinciguerria lucetia (Garman, 1899)","Vinciguerria lucetia","0","SPECIES","Animalia","Chordata","Stomiiformes","Phosichthyidae","Vinciguerria","Vinciguerria lucetia","2346829"
"Vinciguerria Jordan & Evermann, 1896","Vinciguerria Jordan & Evermann, 1896","Vinciguerria","0","GENUS","Animalia","Chordata","Stomiiformes","Phosichthyidae","Vinciguerria",NA,"2346827"
"Maurolicus muelleri (Gmelin, 1789)","Maurolicus muelleri (Gmelin, 1789)","Maurolicus muelleri","0","SPECIES","Animalia","Chordata","Stomiiformes","Sternoptychidae","Maurolicus","Maurolicus muelleri","2347501"
"Maurolicus parvipinnis Vaillant, 1888","Maurolicus parvipinnis Vaillant, 1888","Maurolicus parvipinnis","0","SPECIES","Animalia","Chordata","Stomiiformes","Sternoptychidae","Maurolicus","Maurolicus parvipinnis","2347493"
"Maurolicus Cocco, 1838","Maurolicus Cocco, 1838","Maurolicus","0","GENUS","Animalia","Chordata","Stomiiformes","Sternoptychidae","Maurolicus",NA,"2346768"
"Stomias Cuvier, 1816","Stomias","Stomias","0","GENUS","Animalia","Chordata","Stomiiformes","Stomiidae","Stomias",NA,"2346851"
"Stomias Cuvier, 1816","Stomias Cuvier, 1816","Stomias","0","GENUS","Animalia","Chordata","Stomiiformes","Stomiidae","Stomias",NA,"2346851"
"Stomias Cuvier, 1816","Stomias stomias","Stomias","0","GENUS","Animalia","Chordata","Stomiiformes","Stomiidae","Stomias",NA,"2346851"
"Leptonotus blainvilleanus (Eydoux & Gervais, 1837)","Leptonotus blainvilleanus","Leptonotus blainvilleanus","0","SPECIES","Animalia","Chordata","Syngnathiformes","Syngnathidae","Leptonotus","Leptonotus blainvilleanus","5200988"
"Leptonotus blainvilleanus (Eydoux & Gervais, 1837)","Leptonotus blainvilleanus (Eydoux & Gervais, 1837)","Leptonotus blainvilleanus","0","SPECIES","Animalia","Chordata","Syngnathiformes","Syngnathidae","Leptonotus","Leptonotus blainvilleanus","5200988"
"Leptonotus blainvillianus (Eydoux & Gervais, 1837)","Leptonotus blainvillianus (Eydoux & Gervais, 1837)","Leptonotus blainvillianus","0","SPECIES","Animalia","Chordata","Syngnathiformes","Syngnathidae","Leptonotus","Leptonotus blainvilleanus","5200990"
"Leptonotus Kaup, 1853","Leptonotus Kaup, 1853","Leptonotus","0","GENUS","Animalia","Chordata","Syngnathiformes","Syngnathidae","Leptonotus",NA,"2333097"
"Syngnathus macrobrachium Fritzsche, 1980","Syngnathus macrobrachium Fritzsche, 1980","Syngnathus macrobrachium","0","SPECIES","Animalia","Chordata","Syngnathiformes","Syngnathidae","Syngnathus","Syngnathus macrobrachium","2332941"
"Mola tecta Nyegaard, Sawai, Gemmell, Gillum, Loneragan, Yamanoue & Stewart, 2017","Mola tecta","Mola tecta","0","SPECIES","Animalia","Chordata","Tetraodontiformes","Molidae","Mola","Mola tecta","9241224"
"Gyrodus Agassiz, 1833","Gyrodus Agassiz 1843","Gyrodus","0","GENUS","Animalia","Chordata",NA,"Gyrodontidae","Gyrodus",NA,"6759129"
"Gyrodus Agassiz, 1833","Gyrodus Agassiz, 1833","Gyrodus","0","GENUS","Animalia","Chordata",NA,"Gyrodontidae","Gyrodus",NA,"6759129"
"Pterophyllum trichomatosum Villar de Seoane, 2001","Pterophyllum trichomatosum Villar de Seoane 2001","Pterophyllum trichomatosum","0","SPECIES","Plantae","Tracheophyta",NA,"Williamsoniaceae","Pterophyllum","Pterophyllum trichomatosum","8547685"
"Pterophyllum trichomatosum Villar de Seoane, 2001","Pterophyllum trichomatosum Villar de Seoane, 2001","Pterophyllum trichomatosum","0","SPECIES","Plantae","Tracheophyta",NA,"Williamsoniaceae","Pterophyllum","Pterophyllum trichomatosum","8547685"
