"bibliographicCitation","associatedReferences","occurrenceID","locationRemarks","locality","decimalLatitude","decimalLongitude","year","eventDate","scientificName","individualCount","samplingProtocol","recordedBy","license","rightsHolder","accessRights","datasetName","datasetName_tmp","basisOfRecord"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005583","Río Canelo","Río Canelo",-53.16270702,-71.52549097,2015,2015-02-23,"Oncorhynchus mykiss",4,"Mist Net","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005587","Río Canelo","Río Canelo",-53.16270702,-71.52549097,2015,2015-02-23,"Salmo trutta",7,"Mist Net","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005667","Río Canelo","Río Canelo",-53.16270702,-71.52549097,2015,2015-02-27,"Oncorhynchus kisutch",3,"Casting Net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006230","Río Canelo","Río Canelo",-53.16270702,-71.52549097,2015,2015-02-27,"Salmo trutta",2,"Casting Net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005548","Río Canelo","Río Canelo",-53.162707,-71.525491,2015,2015-02-23,"Oncorhynchus kisutch",5,"Casting Net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005538","Río Canelo","Río Canelo",-53.162707,-71.525491,2015,2015-02-23,"Oncorhynchus mykiss",16,"Casting Net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005527","Río Canelo","Río Canelo",-53.162707,-71.525491,2015,2015-02-23,"Salmo trutta",11,"Casting Net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005579","Río Canelo","Río Canelo",-53.16203,-71.526775,2015,2015-02-23,"Eleginops maclovinus",1,"Casting Net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006224","Río Canelo","Río Canelo",-53.16203,-71.526775,2015,2015-02-23,"Galaxias maculatus",1,"Casting Net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005564","Río Canelo","Río Canelo",-53.16203,-71.526775,2015,2015-02-23,"Oncorhynchus kisutch",7,"Casting Net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005571","Río Canelo","Río Canelo",-53.16203,-71.526775,2015,2015-02-23,"Salmo trutta",8,"Casting Net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.007178","Valle Exploradores","Río Chingao",-46.45036303,-73.23168796,2019,2019-01-12,"Oncorhynchus tshawytscha",6,"Casting Net, Angling","Cristian Correa, Julien Cucherousset, Simon Blanchet, Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.007176","Valle Exploradores","Río Chingao",-46.45036303,-73.23168796,2019,2019-01-12,"Salmo trutta",25,"Electric fishing, Casting Net, Angling","Cristian Correa, Julien Cucherousset, Simon Blanchet, Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.009517","Valle Exploradores","Río Chingao",-46.45036,-73.23169,2019,2019-11-21,"Salmo trutta",0,"Angling","Cristian Correa, Simon Blanchet, Julien Cucherousset","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.012097","Valle Exploradores","Río Chingao",-46.4499939999999,-73.2317199999999,2023,2023-01-12,"Salmo trutta",13,"Angling","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.012238","Lago General Carrera","Río Chirifo",-46.6237,-72.6716,2023,2023-01-15,"Oncorhynchus mykiss",1,"Electric fishing","Cristian Correa, Jaime Schienfeldt, Simon Blanchet","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.011956","Lago General Carrera","Río Chirifo",-46.6237,-72.6716,2023,2023-01-15,"Salmo trutta",35,"Electric fishing","Cristian Correa, Jaime Schienfeldt, Simon Blanchet","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.003362","Cisnes","Río Cisnes",-48.423623,-72.617085,2007,2007-03-22,"Galaxias platei",9,"Electric fishing","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.003360","Cisnes","Río Cisnes",-48.423623,-72.617085,2007,2007-03-22,"Salmo trutta",2,"Fly fishing","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.001412","Rio Claro","Río Claro",-46.259192,-72.017419,2007,2007-04-04,"Oncorhynchus masou",2,"Bottom gillnet L","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.001413","Rio Claro","Río Claro",-46.259192,-72.017419,2007,2007-04-04,"Oncorhynchus mykiss",4,"Bottom gillnet L","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.001414","Rio Claro","Río Claro",-46.259192,-72.017419,2007,2007-04-04,"Salmo trutta",17,"Bottom gillnet L","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006310","Cole Cole","Río Cole Cole",-42.507139,-74.183083,2016,2016-09-16,"Aplochiton marinus",11,"Trolling","Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005401","Río Condor","Río Condor",-53.97042098,-70.09540896,2015,2015-02-12,"Oncorhynchus mykiss",1,"Gill Net Aplochitonera 3mX5m  X2","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005402","Río Condor","Río Condor",-53.97010298,-70.09418503,2015,2015-02-12,"Salmo trutta",2,"Gill Net Salmonera","Cristian Correa, Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005412","Río Condor","Río Condor",-53.96025399,-70.06476698,2015,2015-02-12,"Galaxias maculatus",11,"Electric fishing","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005389","Río Condor","Río Condor",-53.96025399,-70.06476698,2015,2015-02-12,"Oncorhynchus mykiss",3,"Casting Net, Electric fishing","Cristian Correa, Jonathan Poblete, Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005404","Río Condor","Río Condor",-53.96025399,-70.06476698,2015,2015-02-12,"Oncorhynchus tshawytscha",1,"Casting Net","Cristian Correa, Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005387","Río Condor","Río Condor",-53.96025399,-70.06476698,2015,2015-02-12,"Salmo trutta",14,"Casting Net, Electric fishing","Cristian Correa, Jonathan Poblete, Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006673","Río Deñal","Río Deñal",-42.56202397,-74.13270199,2017,2017-02-23,"Salmo trutta",3,"Gill Net Experimental","Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006670","Río Deñal","Río Deñal",-42.56160999,-74.13243896,2017,2017-02-23,"Aplochiton marinus",1,"Gill Net Aplochitonera 3mX10m","Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006672","Río Deñal","Río Deñal",-42.56160999,-74.13243896,2017,2017-02-23,"Aplochiton taeniatus",1,"Gill Net Aplochitonera 3mX10m","Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006669","Río Deñal","Río Deñal",-42.560533,-74.13144697,2017,2017-02-23,"Aplochiton marinus",1,"Gill Net Aplochitonera 3mX5m  X2","Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006671","Río Deñal","Río Deñal",-42.55987996,-74.12955701,2017,2017-02-23,"Aplochiton marinus",1,"Gill Net Aplochitonera 1.5mX7m","Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
