dataset.x,id_CC_old.x,match_id.x,fieldgood,fieldbad,logodd.ratio,precent.good,percent.bad,checked
agui,1175,1029,7,0,0.903089986991944,53.8461538461538,0,
agui,1177,1031,7,0,0.903089986991944,53.8461538461538,0,
agui,1210,1062,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,1211,1063,7,0,0.903089986991944,53.8461538461538,0,
agui,1212,1064,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,1213,1065,7,0,0.903089986991944,53.8461538461538,0,
agui,1273,1118,7,0,0.903089986991944,53.8461538461538,0,
agui,1294,1138,7,0,0.903089986991944,53.8461538461538,0,
gbif,1339,1181,10,0,1.04139268515823,76.9230769230769,0,
agui,1365,1207,11,0,1.07918124604762,84.6153846153846,0,
agui,1366,1208,11,0,1.07918124604762,84.6153846153846,0,
agui,1383,1225,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
fish database correa-boisjoly,1400,1241,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,1435,1276,8,0,0.954242509439325,61.5384615384615,0,
fishgis_metadatabase_ccorrea,2074,1283,8,0,0.954242509439325,61.5384615384615,0,
mma2,1442,1284,8,1,0.653212513775344,61.5384615384615,7.69230769230769,
agui,1444,1285,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,1445,1286,7,0,0.903089986991944,53.8461538461538,0,
agui,1446,1287,7,0,0.903089986991944,53.8461538461538,0,
agui,1458,1295,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
subpesca-1,1466,1303,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,1468,1305,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,1470,1307,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,1480,1317,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,1481,1318,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,1505,1337,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
agui,1521,1347,10,0,1.04139268515823,76.9230769230769,0,
agui,1522,1348,7,0,0.903089986991944,53.8461538461538,0,
agui,1531,1356,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
subpesca-1,1537,1362,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,1540,1365,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,1541,1366,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,1565,1382,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,1605,1416,7,0,0.903089986991944,53.8461538461538,0,
agui,1622,1432,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
agui,1623,1433,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
mma2,1676,1479,8,2,0.477121254719662,61.5384615384615,15.3846153846154,ok
agui,1678,1480,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,1679,1481,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
agui,1680,1482,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,1681,1483,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
agui,1682,1484,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,1683,1485,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
mma2,1686,1486,8,2,0.477121254719662,61.5384615384615,15.3846153846154,ok
subpesca-1,1700,1494,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,1702,1496,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,1704,1498,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,1705,1499,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
vert,1728,1515,11,1,0.778151250383644,84.6153846153846,7.69230769230769,
agui,1739,1528,7,0,0.903089986991944,53.8461538461538,0,
agui,1740,1529,7,0,0.903089986991944,53.8461538461538,0,
agui,1742,1531,7,0,0.903089986991944,53.8461538461538,0,
agui,1748,1538,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
agui,1787,1572,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
agui,1794,1579,11,0,1.07918124604762,84.6153846153846,0,
agui,1795,1580,11,0,1.07918124604762,84.6153846153846,0,
agui,1815,1595,8,0,0.954242509439325,61.5384615384615,0,
agui,1816,1596,9,0,1,69.2307692307692,0,
agui,1817,1597,8,0,0.954242509439325,61.5384615384615,0,
agui,1818,1598,8,0,0.954242509439325,61.5384615384615,0,
agui,1819,1599,8,0,0.954242509439325,61.5384615384615,0,
agui,1823,1600,9,0,1,69.2307692307692,0,
agui,1824,1601,8,0,0.954242509439325,61.5384615384615,0,
agui,1825,1602,8,0,0.954242509439325,61.5384615384615,0,
agui,1826,1603,8,0,0.954242509439325,61.5384615384615,0,
agui,1827,1604,9,0,1,69.2307692307692,0,
agui,1828,1605,8,0,0.954242509439325,61.5384615384615,0,
agui,1829,1606,8,0,0.954242509439325,61.5384615384615,0,
agui,1830,1607,8,0,0.954242509439325,61.5384615384615,0,
agui,1848,1620,11,0,1.07918124604762,84.6153846153846,0,
subpesca-1,1880,1645,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,1903,1660,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,1905,1662,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,1907,1664,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,1909,1666,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,1974,1730,11,0,1.07918124604762,84.6153846153846,0,
agui,1978,1731,9,0,1,69.2307692307692,0,
agui,1979,1732,8,0,0.954242509439325,61.5384615384615,0,
agui,1980,1733,8,0,0.954242509439325,61.5384615384615,0,
agui,1981,1734,7,0,0.903089986991944,53.8461538461538,0,
agui,1995,1748,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
mma2,1996,1749,8,1,0.653212513775344,61.5384615384615,7.69230769230769,
mma2,1999,1750,8,1,0.653212513775344,61.5384615384615,7.69230769230769,
subpesca-1,2011,1760,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2051,1797,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2052,1798,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2100,1843,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2103,1846,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
mma2,2155,1892,8,2,0.477121254719662,61.5384615384615,15.3846153846154,
mma2,2157,1893,8,2,0.477121254719662,61.5384615384615,15.3846153846154,
agui,2159,1894,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,2160,1895,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
agui,2161,1896,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,2162,1897,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
agui,2163,1898,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,2164,1899,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
mma2,2167,1900,8,2,0.477121254719662,61.5384615384615,15.3846153846154,
agui,2173,1903,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,2174,1904,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
agui,2175,1905,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,2176,1906,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
agui,2182,1912,7,0,0.903089986991944,53.8461538461538,0,
agui,2199,1929,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
mma2,2202,1931,8,2,0.477121254719662,61.5384615384615,15.3846153846154,
subpesca-1,2237,1963,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2239,1965,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,2257,1979,7,0,0.903089986991944,53.8461538461538,0,
agui,2258,1980,7,0,0.903089986991944,53.8461538461538,0,
subpesca-1,2285,2004,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2286,2005,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2288,2007,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2319,2033,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
idig,2360,2071,11,0,1.07918124604762,84.6153846153846,0,
agui,2361,2072,7,0,0.903089986991944,53.8461538461538,0,
subpesca-1,2377,2090,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2378,2091,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2382,2095,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2392,2101,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2393,2102,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2397,2106,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2398,2107,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2420,2124,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,2432,2135,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,2433,2136,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
mma2,2435,2137,8,2,0.477121254719662,61.5384615384615,15.3846153846154,
mma2,2453,2152,6,0,0.845098040014257,46.1538461538462,0,
mma2,2463,2161,8,1,0.653212513775344,61.5384615384615,7.69230769230769,
subpesca-1,2471,2169,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2497,2194,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2499,2196,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,2534,2229,7,0,0.903089986991944,53.8461538461538,0,
agui,2536,2231,7,0,0.903089986991944,53.8461538461538,0,
agui,2543,2238,7,0,0.903089986991944,53.8461538461538,0,
subpesca-1,2570,2260,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2576,2266,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2579,2269,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2605,2290,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2607,2292,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2609,2294,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2611,2296,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2618,2303,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2620,2305,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2627,2312,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,2661,2336,8,0,0.954242509439325,61.5384615384615,0,
agui,2662,2337,7,0,0.903089986991944,53.8461538461538,0,
agui,2663,2338,10,0,1.04139268515823,76.9230769230769,0,
subpesca-1,2671,2342,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2673,2344,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2674,2345,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2677,2348,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2678,2349,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2680,2351,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2681,2352,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2693,2360,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2695,2362,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
mma2,2734,2396,8,1,0.653212513775344,61.5384615384615,7.69230769230769,
agui,2750,2409,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
mma2,2751,2410,8,2,0.477121254719662,61.5384615384615,15.3846153846154,
agui,2864,2518,10,0,1.04139268515823,76.9230769230769,0,
agui,2866,2519,7,0,0.903089986991944,53.8461538461538,0,
agui,2867,2520,7,0,0.903089986991944,53.8461538461538,0,
agui,2899,2552,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,2904,2556,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
vert,3004,2649,11,1,0.778151250383644,84.6153846153846,7.69230769230769,
vert,3007,2652,11,1,0.778151250383644,84.6153846153846,7.69230769230769,
subpesca-1,3012,2657,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,3014,2659,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,3058,2703,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
mma2,3068,2713,8,2,0.477121254719662,61.5384615384615,15.3846153846154,ok
subpesca-1,3084,2727,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,3086,2729,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,3108,2746,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
mma2,3263,2900,6,1,0.544068044350276,46.1538461538462,7.69230769230769,ok
subpesca-1,3374,3006,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,3388,3020,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,3440,3072,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
vert,3474,3099,11,1,0.778151250383644,84.6153846153846,7.69230769230769,
agui,3844,3472,7,0,0.903089986991944,53.8461538461538,0,
agui,3985,3612,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,3986,3613,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,4020,3641,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,4064,3687,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
fishgis_metadatabase_ccorrea,4105,3718,6,0,0.845098040014257,46.1538461538462,0,
gbif,4111,3722,11,0,1.07918124604762,84.6153846153846,0,
subpesca-1,4164,3771,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,4165,3772,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,4209,3807,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,4286,3883,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
idig,4314,3909,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,4368,3957,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,4416,4003,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,4464,4046,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,4511,4090,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
subpesca-1,4546,4125,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
idig,4556,4134,9,0,1,69.2307692307692,0,
idig,4557,4136,9,0,1,69.2307692307692,0,
subpesca-1,4565,4145,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,4566,4146,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,4582,4158,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,4635,4207,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,4636,4208,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,4638,4210,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
agui,4639,4211,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,4640,4212,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
agui,4641,4213,7,0,0.903089986991944,53.8461538461538,0,
subpesca-1,4707,4270,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,4708,4271,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,4710,4273,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,4715,4278,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,4717,4280,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,4968,4525,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,4969,4526,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,4976,4533,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,4993,4545,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,5007,4558,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,5008,4559,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
vert,5018,4564,11,1,0.778151250383644,84.6153846153846,7.69230769230769,
agui,5051,4599,8,0,0.954242509439325,61.5384615384615,0,
agui,5078,4623,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,5079,4624,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,5080,4625,10,1,0.740362689494244,76.9230769230769,7.69230769230769,
agui,5081,4626,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,5082,4627,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
agui,5084,4629,7,0,0.903089986991944,53.8461538461538,0,
agui,5213,4755,8,0,0.954242509439325,61.5384615384615,0,
agui,5214,4756,8,0,0.954242509439325,61.5384615384615,0,
agui,5215,4757,8,0,0.954242509439325,61.5384615384615,0,
agui,5217,4759,11,0,1.07918124604762,84.6153846153846,0,
subpesca-1,5324,4859,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,5335,4868,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,5340,4873,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,5343,4876,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,5345,4878,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
subpesca-1,5347,4880,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
mma2,5384,4907,7,0,0.903089986991944,53.8461538461538,0,
subpesca-1,5413,4923,9,1,0.698970004336019,69.2307692307692,7.69230769230769,
