"occurrenceID","datasetName","catalogNumber","bibliographicCitation","references","basisOfRecord","individualCount","sex","lifeStage","establishmentMeans","disposition","occurrenceRemarks","verbatimEventDate","eventDate","eventTime","year","month","day","habitat","samplingProtocol","samplingEffort","eventRemarks","continent","country","countryCode","stateProvince","county","municipality","locality","verbatimElevation","verbatimLatitude","verbatimLongitude","decimalLatitude","decimalLongitude","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","vernacularName","license","datasetName_tmp","data_source"
"MAguilar.Lit.Review.331","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","331","CORREA, C., BRAVO, A.P. and HENDRY, A.P. (2012), Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology, 57: 1769-1781. https://doi.org/10.1111/j.1365-2427.2012.02837.x","-","HumanObservation",15,NA,NA,"introduced",NA,NA,"During the austral summer and early autumn (January–May) of 2007 and 2009.","2007/2009",NA,2007,NA,NA,NA,"Two gillnets were usually set per lake; Minnow traps; and Electrofishing targeted.",NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Coyhaique","Comuna de Coyhaique","Laguna Cea","289 m","-45,6744","-72,2378",-45.6743999997,-72.2377999998,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","trutta","Salmo trutta",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.332","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","332","CORREA, C., BRAVO, A.P. and HENDRY, A.P. (2012), Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology, 57: 1769-1781. https://doi.org/10.1111/j.1365-2427.2012.02837.x","-","HumanObservation",12,NA,NA,"introduced",NA,NA,"During the austral summer and early autumn (January–May) of 2007 and 2009.","2007/2009",NA,2007,NA,NA,NA,"Two gillnets were usually set per lake; Minnow traps; and Electrofishing targeted.",NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de General Carrera","Comuna de Río Ibáñez","Lago Chacano","510 m","-46,1728","-72,1933",-46.1728000004,-72.1932999999,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","trutta","Salmo trutta",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.333","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","333","CORREA, C., BRAVO, A.P. and HENDRY, A.P. (2012), Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology, 57: 1769-1781. https://doi.org/10.1111/j.1365-2427.2012.02837.x","-","HumanObservation",5,NA,NA,"introduced",NA,NA,"During the austral summer and early autumn (January–May) of 2007 and 2009.","2007/2009",NA,2007,NA,NA,NA,"Two gillnets were usually set per lake; Minnow traps; and Electrofishing targeted.",NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de General Carrera","Comuna de Río Ibáñez","Lago Chacano","510 m","-46,1728","-72,1933",-46.1728000004,-72.1932999999,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus mykiss",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.334","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","334","CORREA, C., BRAVO, A.P. and HENDRY, A.P. (2012), Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology, 57: 1769-1781. https://doi.org/10.1111/j.1365-2427.2012.02837.x","-","HumanObservation",11,NA,NA,"introduced",NA,NA,"During the austral summer and early autumn (January–May) of 2007 and 2009.","2007/2009",NA,2007,NA,NA,NA,"Two gillnets were usually set per lake; Minnow traps; and Electrofishing targeted.",NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Coyhaique","Comuna de Coyhaique","Lago Espejo","336 m","-45,7407","-72,204",-45.7407000003,-72.2039999996,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","trutta","Salmo trutta",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.335","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","335","CORREA, C., BRAVO, A.P. and HENDRY, A.P. (2012), Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology, 57: 1769-1781. https://doi.org/10.1111/j.1365-2427.2012.02837.x","-","HumanObservation",10,NA,NA,"introduced",NA,NA,"During the austral summer and early autumn (January–May) of 2007 and 2009.","2007/2009",NA,2007,NA,NA,NA,"Two gillnets were usually set per lake; Minnow traps; and Electrofishing targeted.",NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Coyhaique","Comuna de Coyhaique","Lago Mercedes","349 m","-45,7361","-72,2173",-45.7361000004,-72.2172999996,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus mykiss",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.336","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","336","CORREA, C., BRAVO, A.P. and HENDRY, A.P. (2012), Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology, 57: 1769-1781. https://doi.org/10.1111/j.1365-2427.2012.02837.x","-","HumanObservation",17,NA,NA,"introduced",NA,NA,"During the austral summer and early autumn (January–May) of 2007 and 2009.","2007/2009",NA,2007,NA,NA,NA,"Two gillnets were usually set per lake; Minnow traps; and Electrofishing targeted.",NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Coyhaique","Comuna de Coyhaique","Lago Monreal 2","603 m","-45,8725","-72,0209",-45.8724999998,-72.0208999996,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","trutta","Salmo trutta",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.337","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","337","CORREA, C., BRAVO, A.P. and HENDRY, A.P. (2012), Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology, 57: 1769-1781. https://doi.org/10.1111/j.1365-2427.2012.02837.x","-","HumanObservation",8,NA,NA,"introduced",NA,NA,"During the austral summer and early autumn (January–May) of 2007 and 2009.","2007/2009",NA,2007,NA,NA,NA,"Two gillnets were usually set per lake; Minnow traps; and Electrofishing targeted.",NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Coyhaique","Comuna de Coyhaique","Lago Monreal 2","603 m","-45,8725","-72,0209",-45.8724999998,-72.0208999996,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus mykiss",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.338","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","338","CORREA, C., BRAVO, A.P. and HENDRY, A.P. (2012), Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology, 57: 1769-1781. https://doi.org/10.1111/j.1365-2427.2012.02837.x","-","HumanObservation",4,NA,NA,"introduced",NA,NA,"During the austral summer and early autumn (January–May) of 2007 and 2009.","2007/2009",NA,2007,NA,NA,NA,"Two gillnets were usually set per lake; Minnow traps; and Electrofishing targeted.",NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Aysén","Comuna de Aysén","Lago Los Palos","0 m","-45,3209","-72,7027",-45.3208999999,-72.7026999998,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","trutta","Salmo trutta",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.339","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","339","CORREA, C., BRAVO, A.P. and HENDRY, A.P. (2012), Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology, 57: 1769-1781. https://doi.org/10.1111/j.1365-2427.2012.02837.x","-","HumanObservation",24,NA,NA,"introduced",NA,NA,"During the austral summer and early autumn (January–May) of 2007 and 2009.","2007/2009",NA,2007,NA,NA,NA,"Two gillnets were usually set per lake; Minnow traps; and Electrofishing targeted.",NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Coyhaique","Comuna de Coyhaique","Lago Pollux","679 m","-45,6763","-71,8627",-45.6763,-71.8627000004,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus mykiss",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.340","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","340","CORREA, C., BRAVO, A.P. and HENDRY, A.P. (2012), Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology, 57: 1769-1781. https://doi.org/10.1111/j.1365-2427.2012.02837.x","-","HumanObservation",8,NA,NA,"introduced",NA,NA,"During the austral summer and early autumn (January–May) of 2007 and 2009.","2007/2009",NA,2007,NA,NA,NA,"Two gillnets were usually set per lake; Minnow traps; and Electrofishing targeted.",NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Aysén","Comuna de Aysén","Lago Portales","53 m","-45,5353","-72,5904",-45.5352999999,-72.5904000003,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","trutta","Salmo trutta",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.341","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","341","CORREA, C., BRAVO, A.P. and HENDRY, A.P. (2012), Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology, 57: 1769-1781. https://doi.org/10.1111/j.1365-2427.2012.02837.x","-","HumanObservation",2,NA,NA,"introduced",NA,NA,"During the austral summer and early autumn (January–May) of 2007 and 2009.","2007/2009",NA,2007,NA,NA,NA,"Two gillnets were usually set per lake; Minnow traps; and Electrofishing targeted.",NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Coyhaique","Comuna de Coyhaique","Lago Quijada","727 m","-45,7177","-71,911",-45.7177,-71.9110000001,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","trutta","Salmo trutta",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.342","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","342","CORREA, C., BRAVO, A.P. and HENDRY, A.P. (2012), Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology, 57: 1769-1781. https://doi.org/10.1111/j.1365-2427.2012.02837.x","-","HumanObservation",8,NA,NA,"introduced",NA,NA,"During the austral summer and early autumn (January–May) of 2007 and 2009.","2007/2009",NA,2007,NA,NA,NA,"Two gillnets were usually set per lake; Minnow traps; and Electrofishing targeted.",NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Aysén","Comuna de Aysén","Lago Rengifo","110 m","-45,6176","-72,5113",-45.6176,-72.5113000002,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","trutta","Salmo trutta",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.343","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","343","CORREA, C., BRAVO, A.P. and HENDRY, A.P. (2012), Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology, 57: 1769-1781. https://doi.org/10.1111/j.1365-2427.2012.02837.x","-","HumanObservation",6,NA,NA,"introduced",NA,NA,"During the austral summer and early autumn (January–May) of 2007 and 2009.","2007/2009",NA,2007,NA,NA,NA,"Two gillnets were usually set per lake; Minnow traps; and Electrofishing targeted.",NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Coyhaique","Comuna de Coyhaique","Lago Thompson","748 m","-45,6467","-71,7929",-45.6467000002,-71.7929000002,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","mykiss","Oncorhynchus mykiss",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.344","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","344","CORREA, C., BRAVO, A.P. and HENDRY, A.P. (2012), Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology, 57: 1769-1781. https://doi.org/10.1111/j.1365-2427.2012.02837.x","-","HumanObservation",2,NA,NA,"introduced",NA,NA,"During the austral summer and early autumn (January–May) of 2007 and 2009.","2007/2009",NA,2007,NA,NA,NA,"Two gillnets were usually set per lake; Minnow traps; and Electrofishing targeted.",NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Aysén","Comuna de Aysén","Lago Zenteno","95 m","-45,5924","-72,5518",-45.5924368254,-72.5518577357,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","trutta","Salmo trutta",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.345","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","345","Correa, C., Gross, M.R. Chinook salmon invade southern South America. Biol Invasions 10, 615–639 (2008). https://doi.org/10.1007/s10530-007-9157-2","-","HumanObservation",NA,"female, male","adult","introduced",NA,NA,"April 7–12 2004","2004-04-07",NA,2004,4,"07",NA,"gill-nets (5.5 inch monofilament), gaff hooks, and sink lines with multiple treble hooks.",NA,NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Varas","Los Patos (Río Petrohué)",NA,"41°11'S","72°28'W",-41.1833333334,-72.4666666668,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","Oncorhynchus tshawytscha",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.346","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","346","Correa, C., Gross, M.R. Chinook salmon invade southern South America. Biol Invasions 10, 615–639 (2008). https://doi.org/10.1007/s10530-007-9157-2","-","HumanObservation",1,NA,"adult","introduced",NA,NA,"April 3. 2004","2004-04-03",NA,2004,4,"3",NA,"gill-nets (5.5 inch monofilament), gaff hooks, and sink lines with multiple treble hooks.",NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Aysén","Comuna de Lago Verde","Río Pico",NA,"44°12'S","71°49'W",-44.1999999997,-71.8166666672,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","Oncorhynchus tshawytscha",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.347","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","347","Correa, C., Gross, M.R. Chinook salmon invade southern South America. Biol Invasions 10, 615–639 (2008). https://doi.org/10.1007/s10530-007-9157-2","-","HumanObservation",NA,"female, male","adult","introduced",NA,NA,"April 7–12 2004","2004-04-07",NA,2004,4,"07",NA,"gill-nets (5.5 inch monofilament), gaff hooks, and sink lines with multiple treble hooks.",NA,NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Varas","Río Huñu-hueñu",NA,"41°16'S","72°29'W",-41.2666666671,-72.4833333329,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","Oncorhynchus tshawytscha",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.348","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","348","Correa, C., Gross, M.R. Chinook salmon invade southern South America. Biol Invasions 10, 615–639 (2008). https://doi.org/10.1007/s10530-007-9157-2","-","HumanObservation",NA,"female, male","adult, juvenile","introduced",NA,NA,"February 28–March 9. 2004","2004-03",NA,2004,3,NA,NA,"gill-nets (5.5 inch monofilament), gaff hooks, and sink lines with multiple treble hooks.",NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Coyhaique","Comuna de Coyhaique","Río Simpson",NA,"45°43'S","72°05'W",-45.7166666672,-72.0833333328,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","Oncorhynchus tshawytscha",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.349","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","349","Correa, C., Gross, M.R. Chinook salmon invade southern South America. Biol Invasions 10, 615–639 (2008). https://doi.org/10.1007/s10530-007-9157-2","-","HumanObservation",NA,"female, male","adult, juvenile","introduced",NA,NA,"March 13–24 2004","2004-03-13",NA,2004,3,"13",NA,"gill-nets (5.5 inch monofilament), gaff hooks, and sink lines with multiple treble hooks.",NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Capitán Prat","Comuna de Cochrane","Río Jaramillo",NA,"47°42'S","73°03'W",-47.6999999999,-73.0499999996,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","Oncorhynchus tshawytscha",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.350","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","350","Correa, C., Gross, M.R. Chinook salmon invade southern South America. Biol Invasions 10, 615–639 (2008). https://doi.org/10.1007/s10530-007-9157-2","-","HumanObservation",NA,"female, male","adult, juvenile","introduced",NA,NA,"March 30 2004","2004-03-30",NA,2004,3,"30",NA,"gill-nets (5.5 inch monofilament), gaff hooks, and sink lines with multiple treble hooks.",NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Aysén","Comuna de Aysén","Río Ñireguao",NA,"45°10'S","72°07'W",-45.1666666674,-72.1166666666,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","Oncorhynchus tshawytscha",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.351","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","351","Correa, C., Gross, M.R. Chinook salmon invade southern South America. Biol Invasions 10, 615–639 (2008). https://doi.org/10.1007/s10530-007-9157-2","-","HumanObservation",NA,"female, male","adult, juvenile","introduced",NA,NA,"March 13–24 2004","2004-03-13",NA,2004,3,"13",NA,"gill-nets (5.5 inch monofilament), gaff hooks, and sink lines with multiple treble hooks.",NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Capitán Prat","Comuna de Cochrane","Río Vargas",NA,"47°42'S","73°05'W",-47.6999999999,-73.0833333326,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha","Oncorhynchus tshawytscha",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
