id_CC,duplicated_CC,spatialClust_CC,canonicalName,eventDate,year,locality,bibliographicCitation,datasetName,recordedBy,identifiedBy,catalogNumber,institutionCode,institutionID,occurrenceID,occurrenceStatus,collectionCode,collectionID,rObjectRank_CC,decimalLatitude,decimalLongitude,scientificName,individualCount,samplingProtocol,locationRemarks,license,rightsHolder,accessRights,basisOfRecord,eventRemarks,references,sex,lifeStage,establishmentMeans,disposition,occurrenceRemarks,verbatimEventDate,eventTime,month,day,habitat,samplingEffort,continent,country,countryCode,stateProvince,county,municipality,verbatimElevation,verbatimLatitude,verbatimLongitude,kingdom,phylum,class,order,family,genus,specificEpithet,vernacularName,coordinateUncertaintyInMeters,waterBody,typeStatus,organismQuantityType,recordNumber,organismQuantity,uuid,Identification,gbifID,datasetKey,species,infraspecificEpithet,taxonRank,verbatimScientificName,verbatimScientificNameAuthorship,publishingOrgKey,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,taxonKey,speciesKey,dateIdentified,lastInterpreted,mediaType,issue,recordedByID,modified,taxonID,verbatimCoordinateSystem,verbatimSRS,bibiographicCitation,sampleSizeValue,sampleSizeUnit,higherClassification,startDayOfYear,geodeticDatum,higherGeography,verbatimLocality,eventID,language,georeferenceVerificationStatus,nomenclaturalCode,endDayOfYear,georeferencedDate,georeferenceProtocol,georeferencedBy,preparations,fieldNumber,georeferenceSources,scientificNameAuthorship,georeferenceRemarks,associatedReferences,otherCatalogNumbers,dynamicProperties,island,verbatimDepth,maximumDepthInMeters,minimumDepthInMeters,footprintWKT,identificationVerificationStatus,ownerInstitutionCode,islandGroup,identificationRemarks,previousIdentifications,locationAccordingTo,locationID,organismID,datasetID,associatedMedia,materialSampleID,subgenus,minimumElevationInMeters,maximumElevationInMeters,namePublishedInID,scientificNameID,namePublishedInYear,namePublishedIn,verbatimCoordinates,originalNameUsage,associatedSequences,identificationQualifier,earliestAgeOrLowestStage,verbatimTaxonRank,formation,lithostratigraphicTerms,latestAgeOrHighestStage,group,member,lowestBiostratigraphicZone,highestBiostratigraphicZone,bed,earliestPeriodOrLowestSystem,earliestEpochOrLowestSeries,latestEonOrHighestEonothem,earliestEraOrLowestErathem,earliestEonOrLowestEonothem,latestEraOrHighestErathem,geologicalContextID,latestPeriodOrHighestSystem,latestEpochOrHighestSeries,scientificName_Old,IncludePewProAP,chequeado,correccion,RemoveFromMaster,.locality,.decimalLatitude,.decimalLongitude,.year,.eventDate,.recordedBy,.individualCount,.bibliographicCitation,.canonicalName,.scientificName
12385,FALSE,669,Salvelinus fontinalis,NA,NA,Lago Fonck,"Aigo, J., Cussac, V., Peris, S.Â et al.Â Distribution of introduced and native fish in Patagonia (Argentina)patterns and changes in fish assemblages.Â Rev Fish Biol FisheriesÂ 18, 387â€“408 (2008). https://doi.org/10.1007/s11160-007-9080-8","Aguilar-GonzÃ¡lez, Marilyn (2023) RecopilaciÃ³n bibliogrÃ¡fica de ocurrencia peces en la Patagonia. Proyecto PriorizaciÃ³n de Cuencas para la ConservaciÃ³n en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,89,NA,NA,NA,NA,NA,NA,4,-41.31666667,-71.75,"Salvelinus fontinalis (Mitchill, 1814)",NA,NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,"Cussac V, Ortubay S, Iglesias G, Milano D, Lattuca M, Barriga J, Battini M, Gross M (2004) The distribution of South American galaxiid fishesthe role of biological traits and post glacial history. J Biogeogr 31:103â€“122   |   Milano D, Cussac VE, Macchi PJ, Ruzzante DE, Alonso MF, Vigliano PH, Denegri MA (2002) Predator associated morphology in Galaxias platei in Patagonian lakes. J Fish Biol 61:138â€“156   |   Milano D, Ruzzante DE, Cussac VE, Macchi PJ, Ferriz RA, Barriga JP, Aigo JC, Lattuca ME, Walde SJ (2006) Latitudinal and ecological correlates of morphological variation in Galaxias platei (Pisces, Galaxiidae) in Patagonia. Biol J Linnean Soc 87:69â€“82   |   Semenas pers. com.",NA,NA,introduced,NA,NA,NA,NA,NA,NA,NA,NA,SudamÃ©rica,Argentina,AR,Provincia de RÃ­o Negro,Departamento de Bariloche,NA,775 m.a.s.l.,41Â°19'S,71Â°45'O,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,fontinalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,1,error ,coord  41.3182/71.7744,,,-41.3182,-71.7744,,,,,,,
12397,FALSE,1429,Salvelinus fontinalis,2014-02-07,2014,,NA,GBIF,Daniel Stange,Daniel Stange,243795257,iNaturalist,NA,https://www.inaturalist.org/observations/243795257,PRESENT,Observations,NA,6,-43.696621,-71.736866,"Salvelinus fontinalis (Mitchill, 1814)",NA,NA,NA,CC_BY_NC_4_0,Daniel Stange,NA,HUMAN_OBSERVATION,NA,NA,NA,NA,,NA,NA,NA,NA,2,7,NA,NA,NA,NA,CL,Los Lagos,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Salvelinus,NA,NA,8,NA,,NA,,NA,NA,NA,4950515764,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Salvelinus fontinalis,,SPECIES,Salvelinus fontinalis,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,NA,NA,NA,NA,NA,2351271,2351271,2024-09-24 14:25:00,24:01.40,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salvelinus fontinalis (Mitchill, 1814)",1,,,,,,,,,,,,,
12473,FALSE,736,Salvelinus fontinalis,NA,2012,sitio de muestreo 1,"Bravo, S.,Â Whelan, K., &Â Silva, M. (2021). Assessment of trout populations inhabiting the Palena River, southern Chile.Â Latin American Journal of Aquatic Research, 49(1), 29-39. doi:http://dx.doi.org/10.3856/vol49-issue1-fulltext-2577","Aguilar-GonzÃ¡lez, Marilyn (2023) RecopilaciÃ³n bibliogrÃ¡fica de ocurrencia peces en la Patagonia. Proyecto PriorizaciÃ³n de Cuencas para la ConservaciÃ³n en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,181,NA,NA,NA,NA,NA,NA,4,-43.659317,-71.698847,"Salvelinus fontinalis (Mitchill, 1814)",2,Pesca elÃ©ctrica y redes de enmalle,NA,CC BY-NC 4.0,NA,NA,HumanObservation,"seis censos, 4 estaciones del aÃ±o",-,NA,NA,introduced,NA,NA,Entre Febrero 2012 y Junio 2013,NA,NA,NA,NA,"Las redes con un tamaÃ±o de malla de 3"" (76 mm) y 7"" (180 mm), se colocaron por perÃ­odos de 24 h y se verificÃ³ la presencia de peces cada 12 h. La pesca elÃ©ctrica se llevÃ³ a cabo en los riffles menos profundos. Todos los peces recolectados por electropesca se mantuvieron vivos en un recipiente con agua dulce y se anestesiaron con benzocaÃ­na (10% en etanol, 1 mlÂ L-1) antes de medir (mm) y pesar (g).",SudamÃ©rica,Chile,CL,RegiÃ³n de Los Lagos,Provincia de Palena,Comuna de Palena,NA,43Â°14â€™-44Â°35â€™S,71Â°07â€™-72Â°58â€™W,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,fontinalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,1,,,,,,,,,,,,,
12494,TRUE,2097,Salvelinus fontinalis,NA,NA,NA,NA,DataBasin-Los Peces de Argentina; Originally provided by FundaciÃ³n Ã“ga through SSTN,NA,NA,NA,FO,NA,4562570,NA,Peces,NA,8,-41.4981,-71.6919,"Salvelinus fontinalis (Mitchill, 1814)",NA,NA,NA,CC BY-NC 3.0,"Conservation Biology Institute, http://consbio.org",not-for-profit use only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Salvelinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,1,error,Localityu: Lago Martin,,,,,,,,,,,
12517,FALSE,1093,Salvelinus fontinalis,NA,2000,Lago Rivadavia,"Lattuca, M.E., Battini, M.A. and Macchi, P.J. (2008), Trophic interactions among native and introduced fishes in a northern Patagonian oligotrophic lake. Journal of Fish Biology, 72: 1306-1320.Â https://doi.org/10.1111/j.1095-8649.2008.01796.x","Aguilar-GonzÃ¡lez, Marilyn (2023) RecopilaciÃ³n bibliogrÃ¡fica de ocurrencia peces en la Patagonia. Proyecto PriorizaciÃ³n de Cuencas para la ConservaciÃ³n en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,886,NA,NA,NA,NA,NA,NA,4,-42.61666667,-71.68333333,"Salvelinus fontinalis (Mitchill, 1814)",4,gillnets laid overnight,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,-,NA,NA,introduced,NA,NA,"5â€“8 February, 26â€“29 May and 27â€“30 September 2000",NA,NA,NA,NA,NA,SudamÃ©rica,Argentina,AR,Provincia del Chubut,Departamento de FutaleufÃº,Villa Lago Rivadavia,NA,42Â°37'S,71Â°41'O,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,fontinalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,1,ok,,,,,,,,,,,,
12560,FALSE,914,Salvelinus fontinalis,NA,NA,Lago Martin,"Cussac, V.E.; Barrantes, M.E.; Boy, C.C.; GÃ³rski, K.; Habit, E.; Lattuca, M.E.; Rojo, J.H. New Insights into the Distribution, Physiology and Life Histories of South American Galaxiid Fishes, and Potential Threats to This Unique Fauna.Â DiversityÂ 2020,Â 12, 178. https://doi.org/10.3390/d12050178","Aguilar-GonzÃ¡lez, Marilyn (2023) RecopilaciÃ³n bibliogrÃ¡fica de ocurrencia peces en la Patagonia. Proyecto PriorizaciÃ³n de Cuencas para la ConservaciÃ³n en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,512,NA,NA,NA,NA,NA,NA,4,-41.511955,-71.666969,"Salvelinus fontinalis (Mitchill, 1814)",NA,NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,-,NA,NA,introduced,NA,NA,NA,NA,NA,NA,NA,NA,SudamÃ©rica,Argentina,AR,Provincia de RÃ­o Negro,Departamento de Bariloche,NA,NA,41Â°,NA,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,fontinalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,1,ok,,,,,,,,,,,,
12579,FALSE,1168,Salvelinus fontinalis,NA,NA,Lago Cholila,"Rauque C, Viozzi G, Flores V, et al. Helminth parasites of alien freshwater fishes in Patagonia (Argentina). International Journal for parasitology. Parasites and Wildlife. 2018 Dec;7(3):369-379. DOI: 10.1016/j.ijppaw.2018.09.008. PMID: 30302312; PMCID: PMC6174270.","Aguilar-GonzÃ¡lez, Marilyn (2023) RecopilaciÃ³n bibliogrÃ¡fica de ocurrencia peces en la Patagonia. Proyecto PriorizaciÃ³n de Cuencas para la ConservaciÃ³n en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,1125,NA,NA,NA,NA,NA,NA,4,-42.45833333,-71.66666667,"Salvelinus fontinalis (Mitchill, 1814)",NA,"gill nets, hand nets and seine nets.",NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,-,NA,NA,introduced,NA,NA,Between 2010 and 2017,NA,NA,NA,NA,NA,SudamÃ©rica,Argentina,AR,Provincia del Chubut,Departamento de Cushamen,NA,NA,42Â°27.5â€²S,71Â°40â€²W,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,fontinalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,1,ok,,,,,,,,,,,,
12589,FALSE,663,Salvelinus fontinalis,NA,NA,Lago Cholila,"Aigo, J., Cussac, V., Peris, S.Â et al.Â Distribution of introduced and native fish in Patagonia (Argentina)patterns and changes in fish assemblages.Â Rev Fish Biol FisheriesÂ 18, 387â€“408 (2008). https://doi.org/10.1007/s11160-007-9080-8","Aguilar-GonzÃ¡lez, Marilyn (2023) RecopilaciÃ³n bibliogrÃ¡fica de ocurrencia peces en la Patagonia. Proyecto PriorizaciÃ³n de Cuencas para la ConservaciÃ³n en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,78,NA,NA,NA,NA,NA,NA,4,-42.45,-71.66666667,"Salvelinus fontinalis (Mitchill, 1814)",NA,NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,"IARH-INCYTH. 1995. CatÃ¡logo de los lagos y embalses de la Argentina. Proyecto CatÃ¡logo Nacional de Lagos y Lagunas Argentinas y su Medio Ambiente. Ministerio de EconomÃ­a y Obras Servicios PÃºblicos, SecretarÃ­a de Obras y Servicios PÃºblicos.  |  Ortubay S, Semenas L, Ãšbeda C, Quaggiotto A, Viozzi G. (1994). CatÃ¡logo de peces dulceacuÃ­colas de la Patagonia argentina y sus parÃ¡sitos metazoos, RÃ­o Negro, Argentina, SubsecretarÃ­a de Recursos Naturales, 110 p.",NA,NA,introduced,NA,NA,NA,NA,NA,NA,NA,NA,SudamÃ©rica,Argentina,AR,Provincia del Chubut,Departamento de Cushamen,NA,547 m.a.s.l.,42Â°27'S,71Â°40'O,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,fontinalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,1,error,coord  42.4583333/71.6666667,,,-42.4583333,-71.6666667,,,,,,,
12604,FALSE,667,Salvelinus fontinalis,NA,NA,Lago Puelo,"Aigo, J., Cussac, V., Peris, S.Â et al.Â Distribution of introduced and native fish in Patagonia (Argentina)patterns and changes in fish assemblages.Â Rev Fish Biol FisheriesÂ 18, 387â€“408 (2008). https://doi.org/10.1007/s11160-007-9080-8","Aguilar-GonzÃ¡lez, Marilyn (2023) RecopilaciÃ³n bibliogrÃ¡fica de ocurrencia peces en la Patagonia. Proyecto PriorizaciÃ³n de Cuencas para la ConservaciÃ³n en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,118,NA,NA,NA,NA,NA,NA,4,-42.16666667,-71.66666667,"Salvelinus fontinalis (Mitchill, 1814)",NA,NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,"Cussac V, Ortubay S, Iglesias G, Milano D, Lattuca M, Barriga J, Battini M, Gross M (2004) The distribution of South American galaxiid fishesthe role of biological traits and post glacial history. J Biogeogr 31:103â€“122  |  IARH-INCYTH. 1995. CatÃ¡logo de los lagos y embalses de la Argentina. Proyecto CatÃ¡logo Nacional de Lagos y Lagunas Argentinas y su Medio Ambiente. Ministerio de EconomÃ­a y Obras Servicios PÃºblicos, SecretarÃ­a de Obras y Servicios PÃºblicos.  |  Lattuca ME, Ortubay S, Battini MA, Barriga JP, Cussac VE (2007) Presumptive environmental effects on body shape of Aplochiton zebra (Pisces, Galaxiidae) in northern Patagonian lakes. J Appl Ichthyol 23:25â€“33   |   Ortubay S, Semenas L, Ãšbeda C, Quaggiotto A, Viozzi G. (1994). CatÃ¡logo de peces dulceacuÃ­colas de la Patagonia argentina y sus parÃ¡sitos metazoos, RÃ­o Negro, Argentina, SubsecretarÃ­a de Recursos Naturales, 110 p.",NA,NA,introduced,NA,NA,NA,NA,NA,NA,NA,NA,SudamÃ©rica,Argentina,AR,Provincia del Chubut,Departamento de Cushamen,Lago Puelo,150 m.a.s.l.,42Â°10'S,71Â°40'O,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,fontinalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,1,error,coord  42.150404/71.641808,,,-42.150404,-71.641808,,,,,,,
12618,FALSE,672,Salvelinus fontinalis,NA,NA,Lago MartÃ­n,"Aigo, J., Cussac, V., Peris, S.Â et al.Â Distribution of introduced and native fish in Patagonia (Argentina)patterns and changes in fish assemblages.Â Rev Fish Biol FisheriesÂ 18, 387â€“408 (2008). https://doi.org/10.1007/s11160-007-9080-8","Aguilar-GonzÃ¡lez, Marilyn (2023) RecopilaciÃ³n bibliogrÃ¡fica de ocurrencia peces en la Patagonia. Proyecto PriorizaciÃ³n de Cuencas para la ConservaciÃ³n en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,111,NA,NA,NA,NA,NA,NA,4,-41.5,-71.66666667,"Salvelinus fontinalis (Mitchill, 1814)",NA,NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,"Cussac V, Ortubay S, Iglesias G, Milano D, Lattuca M, Barriga J, Battini M, Gross M (2004) The distribution of South American galaxiid fishesthe role of biological traits and post glacial history. J Biogeogr 31:103â€“122   |   Milano D, Cussac VE, Macchi PJ, Ruzzante DE, Alonso MF, Vigliano PH, Denegri MA (2002) Predator associated morphology in Galaxias platei in Patagonian lakes. J Fish Biol 61:138â€“156   |   Milano D, Ruzzante DE, Cussac VE, Macchi PJ, Ferriz RA, Barriga JP, Aigo JC, Lattuca ME, Walde SJ (2006) Latitudinal and ecological correlates of morphological variation in Galaxias platei (Pisces, Galaxiidae) in Patagonia. Biol J Linnean Soc 87:69â€“82.",NA,NA,introduced,NA,NA,NA,NA,NA,NA,NA,NA,SudamÃ©rica,Argentina,AR,Provincia de RÃ­o Negro,Departamento de Bariloche,NA,510 m.a.s.l.,41Â°30'S,71Â°40'O,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,fontinalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,1,error,coord  41.5099/71.6675,,,-41.5099,-71.6675,,,,,,,
12633,FALSE,923,Salvelinus fontinalis,NA,NA,Lago Rivadavia,"Cussac, V.E.; Barrantes, M.E.; Boy, C.C.; GÃ³rski, K.; Habit, E.; Lattuca, M.E.; Rojo, J.H. New Insights into the Distribution, Physiology and Life Histories of South American Galaxiid Fishes, and Potential Threats to This Unique Fauna.Â DiversityÂ 2020,Â 12, 178. https://doi.org/10.3390/d12050178","Aguilar-GonzÃ¡lez, Marilyn (2023) RecopilaciÃ³n bibliogrÃ¡fica de ocurrencia peces en la Patagonia. Proyecto PriorizaciÃ³n de Cuencas para la ConservaciÃ³n en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,534,NA,NA,NA,NA,NA,NA,4,-42.600878,-71.661621,"Salvelinus fontinalis (Mitchill, 1814)",NA,NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,-,NA,NA,introduced,NA,NA,NA,NA,NA,NA,NA,NA,SudamÃ©rica,Argentina,AR,Provincia del Chubut,Departamento de FutaleufÃº,Villa Lago Rivadavia,NA,42Â°,NA,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,fontinalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,1,ok,,,,,,,,,,,,
