id_CC,duplicated_CC,spatialClust_CC,canonicalName,eventDate,year,locality,bibliographicCitation,datasetName,recordedBy,identifiedBy,catalogNumber,institutionCode,institutionID,occurrenceID,occurrenceStatus,collectionCode,collectionID,rObjectRank_CC,decimalLatitude,decimalLongitude,scientificName,individualCount,samplingProtocol,locationRemarks,license,rightsHolder,accessRights,basisOfRecord,eventRemarks,references,sex,lifeStage,establishmentMeans,disposition,occurrenceRemarks,verbatimEventDate,eventTime,month,day,habitat,samplingEffort,continent,country,countryCode,stateProvince,county,municipality,verbatimElevation,verbatimLatitude,verbatimLongitude,kingdom,phylum,class,order,family,genus,specificEpithet,vernacularName,coordinateUncertaintyInMeters,waterBody,typeStatus,organismQuantityType,recordNumber,organismQuantity,uuid,Identification,gbifID,datasetKey,species,infraspecificEpithet,taxonRank,verbatimScientificName,verbatimScientificNameAuthorship,publishingOrgKey,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,taxonKey,speciesKey,dateIdentified,lastInterpreted,mediaType,issue,recordedByID,modified,taxonID,verbatimCoordinateSystem,verbatimSRS,bibiographicCitation,sampleSizeValue,sampleSizeUnit,higherClassification,startDayOfYear,geodeticDatum,higherGeography,verbatimLocality,eventID,language,georeferenceVerificationStatus,nomenclaturalCode,endDayOfYear,georeferencedDate,georeferenceProtocol,georeferencedBy,preparations,fieldNumber,georeferenceSources,scientificNameAuthorship,georeferenceRemarks,associatedReferences,otherCatalogNumbers,dynamicProperties,island,verbatimDepth,maximumDepthInMeters,minimumDepthInMeters,footprintWKT,identificationVerificationStatus,ownerInstitutionCode,islandGroup,identificationRemarks,previousIdentifications,locationAccordingTo,locationID,organismID,datasetID,associatedMedia,materialSampleID,subgenus,minimumElevationInMeters,maximumElevationInMeters,namePublishedInID,scientificNameID,namePublishedInYear,namePublishedIn,verbatimCoordinates,originalNameUsage,associatedSequences,identificationQualifier,earliestAgeOrLowestStage,verbatimTaxonRank,formation,lithostratigraphicTerms,latestAgeOrHighestStage,group,member,lowestBiostratigraphicZone,highestBiostratigraphicZone,bed,earliestPeriodOrLowestSystem,earliestEpochOrLowestSeries,latestEonOrHighestEonothem,earliestEraOrLowestErathem,earliestEonOrLowestEonothem,latestEraOrHighestErathem,geologicalContextID,latestPeriodOrHighestSystem,latestEpochOrHighestSeries,scientificName_Old,IncludePewProAP,chequeado,correccion,RemoveFromMaster,.locality,.decimalLatitude,.decimalLongitude,.year,.eventDate,.recordedBy,.individualCount,.bibliographicCitation,.canonicalName,.scientificName
11712,FALSE,1526,Eleginops maclovinus,1931-11-16,1931,"Fortescue Bay, Magellan Strait",NA,GBIF,,,Stn 724 Eleginops maclovinus,NIWA,NA,27566,PRESENT,Discovery Reports,NA,6,-53.6982,-72.0002,"Eleginops maclovinus (Cuvier, 1830)",3,NA,NA,CC0_1_0,,NA,HUMAN_OBSERVATION,NA,NA,NA,NA,,NA,NA,NA,NA,11,16,NA,NA,NA,NA,CL,,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Perciformes,Eleginopsidae,Eleginops,NA,NA,1000,NA,,NA,,NA,NA,NA,1427466513,96385e98-93b5-4e4a-8081-6e30b738816a,Eleginops maclovinus,,SPECIES,Eleginops maclovinus,"(Cuvier, 1830)",1c9c3bb4-377c-4547-aa79-16ea755d6006,NA,NA,NA,2.5,2.5,2382427,2382427,NA,33:46.50,,COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eleginops maclovinus (Cuvier, 1830)",1,,,,,,,,,,,,,
11728,FALSE,1518,Eleginops maclovinus,1993-02-09,1993,seno skyring,NA,GBIF,"hureau, palma, ozouf;patagonie 93, camp.",hureau et ozouf,1994-0125,MNHN,NA,http://coldb.mnhn.fr/catalognumber/mnhn/ic/1994-0125,PRESENT,IC,NA,6,-52.567,-71.983,"Eleginops maclovinus (Cuvier, 1830)",1,NA,NA,CC_BY_4_0,,NA,PRESERVED_SPECIMEN,NA,NA,NA,NA,,NA,NA,NA,NA,2,9,NA,NA,NA,NA,CL,detroit de magellan,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Perciformes,Eleginopsidae,Eleginops,NA,NA,NA,NA,,NA,,NA,NA,NA,583521065,f58922e2-93ed-4703-ba22-12a0674d1b54,Eleginops maclovinus,,SPECIES,"Eleginops maclovinus (cuvier, 1830)","(cuvier, 1830)",2cd829bb-b713-433d-99cf-64bef11e5b3e,0,NA,NA,3,NA,2382427,2382427,NA,50:40.60,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eleginops maclovinus (Cuvier, 1830)",1,,,,,,,,,,,,,
12073,FALSE,204,Eleginops maclovinus,2015-03-01,2015,"RÃ­o Grande, Isla Riesco","Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,Cristian Correa,NA,NA,NA,NA,NA,NA,NA,NA,1,-53.003727,-71.870513,"Eleginops maclovinus (Cuvier, 1830)",4,Gill Net Aplochitonera 1.5mX7m,RÃ­o Grande Isla Riesco,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Perciformes,Eleginopsidae,Eleginops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eleginops maclovinus,1,,,,,,,,,,,,,
12080,FALSE,205,Eleginops maclovinus,2015-03-01,2015,"RÃ­o Grande, Isla Riesco","Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,Cristian Correa,NA,NA,NA,NA,NA,NA,NA,NA,1,-53.002867,-71.869685,"Eleginops maclovinus (Cuvier, 1830)",23,"Gill Net Salmonera, Gill Net Aplochitonera 1.5mX7m",RÃ­o Grande Isla Riesco,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Perciformes,Eleginopsidae,Eleginops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eleginops maclovinus,1,,,,,,,,,,,,,
12089,FALSE,202,Eleginops maclovinus,2015-03-01,2015,"RÃ­o Grande, Isla Riesco","Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,Cristian Correa,NA,NA,NA,NA,NA,NA,NA,NA,1,-53.051483,-71.86795,"Eleginops maclovinus (Cuvier, 1830)",5,Gill Net,RÃ­o Grande Isla Riesco,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Perciformes,Eleginopsidae,Eleginops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eleginops maclovinus,1,,,,,,,,,,,,,
12090,FALSE,203,Eleginops maclovinus,2015-03-02,2015,"RÃ­o Grande, Isla Riesco","Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,"Jonathan Poblete, Maryse Boisjoly, Cristian Correa",NA,NA,NA,NA,NA,NA,NA,NA,1,-53.00520301,-71.86775501,"Eleginops maclovinus (Cuvier, 1830)",1,Gill Net Salmonera,RÃ­o Grande Isla Riesco,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Perciformes,Eleginopsidae,Eleginops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eleginops maclovinus,1,,,,,,,,,,,,,
12747,FALSE,170,Eleginops maclovinus,2015-02-26,2015,RÃ­o Caleta,"Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,"Cristian Correa, Jonathan Poblete",NA,NA,NA,NA,NA,NA,NA,NA,1,-53.204079,-71.62220296,"Eleginops maclovinus (Cuvier, 1830)",1,Gill Net Aplochitonera 1.5mX7m,RÃ­o Caleta,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Perciformes,Eleginopsidae,Eleginops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eleginops maclovinus,1,,,,,,,,,,,,,
12970,FALSE,176,Eleginops maclovinus,2015-02-23,2015,RÃ­o Canelo,"Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,Cristian Correa,NA,NA,NA,NA,NA,NA,NA,NA,1,-53.16203,-71.526775,"Eleginops maclovinus (Cuvier, 1830)",1,Casting Net,RÃ­o Canelo,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Perciformes,Eleginopsidae,Eleginops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eleginops maclovinus,1,,,,,,,,,,,,,
13235,FALSE,260,Eleginops maclovinus,2020-03-05,2020,RÃ­o San Nicolas,"Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,"Cristian Correa, Benjamin Caceres, Cristian Correa, Benjamin Caceres",NA,NA,NA,NA,NA,NA,NA,NA,1,-53.83056,-71.110348,"Eleginops maclovinus (Cuvier, 1830)",15,Gill Net Experimental,Rio San Nicolas,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Perciformes,Eleginopsidae,Eleginops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eleginops maclovinus,1,,,,,,,,,,,,,
13254,FALSE,1156,Eleginops maclovinus,NA,NA,Estrecho de Magallanes,"Rademacher K. 2007. Peces litorales de AysÃ©n y sus relaciones ictiogeogrÃ¡ficas. Tesis de Pregrado BiologÃ­a Marina, Facultad de Ciencias. Universidad Austral de Chile. 115 p.","Aguilar-GonzÃ¡lez, Marilyn (2023) RecopilaciÃ³n bibliogrÃ¡fica de ocurrencia peces en la Patagonia. Proyecto PriorizaciÃ³n de Cuencas para la ConservaciÃ³n en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,1075,NA,NA,NA,NA,NA,NA,4,-54,-71,"Eleginops maclovinus (Cuvier, 1830)",NA,NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,"Norman JR (1937) Coast fishes, Part II, The Patagonian Region. Discovery Reports 16: 1-150. Nybelin O (1969)Subantarctic fishes from southern Chile. Rept. NÂº 45 of the Lund Univ. Chile Expedition, Sarsia 38:111-120.",NA,NA,native,NA,NA,NA,NA,NA,NA,NA,NA,SudamÃ©rica,Chile,CL,RegiÃ³n de Magallanes,Provincia de Magallanes,Comuna de Punta Arenas,NA,54Â°00'S,71Â°00'O,Animalia,Chordata,Actinopterygii,Perciformes,Eleginopsidae,Eleginops,maclovinus,RÃ³balo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eleginops maclovinus,1,,,,,,,,,,,,,
13282,FALSE,252,Eleginops maclovinus,2015-02-19,2015,RÃ­o San Juan,"Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,"Cristian Correa, Maryse Boisjoly, Jonathan Poblete",NA,NA,NA,NA,NA,NA,NA,NA,1,-53.650197,-70.95960497,"Eleginops maclovinus (Cuvier, 1830)",26,Gill Net Aplochitonera 3mX10m,RÃ­o San Juan,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Perciformes,Eleginopsidae,Eleginops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eleginops maclovinus,1,,,,,,,,,,,,,
13285,FALSE,256,Eleginops maclovinus,2015-02-20,2015,RÃ­o San Juan,"Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,"Maryse Boisjoly, Jonathan Poblete",NA,NA,NA,NA,NA,NA,NA,NA,1,-53.64571,-70.954077,"Eleginops maclovinus (Cuvier, 1830)",1,Seine net,RÃ­o San Juan,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Perciformes,Eleginopsidae,Eleginops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eleginops maclovinus,1,,,,,,,,,,,,,
13289,FALSE,998,Eleginops maclovinus,NA,1996,Punta Arenas,"GEORGE-NASCIMENTO, MARIO, MELLADO, ALEX, SAAVEDRA, SANDRA, & CARVAJAL, JUAN. (2009). Variability of metazoan parasite communities in the rock cod Eleginops maclovinus (Cuvier & Valenciennes, 1830) (Pisces: Eleginopidae) off Chile.Â Revista chilena de historia natural,Â 82(2), 199-207.Â https://dx.doi.org/10.4067/S0716-078X2009000200003","Aguilar-GonzÃ¡lez, Marilyn (2023) RecopilaciÃ³n bibliogrÃ¡fica de ocurrencia peces en la Patagonia. Proyecto PriorizaciÃ³n de Cuencas para la ConservaciÃ³n en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,680,NA,NA,NA,NA,NA,NA,4,-53.16694444,-70.93361111,"Eleginops maclovinus (Cuvier, 1830)",48,NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,-,NA,NA,native,NA,NA,1996 y 1998,NA,NA,NA,NA,NA,SudamÃ©rica,Chile,CL,RegiÃ³n de Magallanes,Provincia de Magallanes,Comuna de Punta Arenas,NA,"53Â°10'01"" S","70Â°56'01"" W",Animalia,Chordata,Actinopterygii,Perciformes,Eleginopsidae,Eleginops,maclovinus,RÃ³balo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eleginops maclovinus,1,,,,,,,,,,,,,
13292,FALSE,1519,Eleginops maclovinus,NA,NA,punta arenas,NA,GBIF,lebrun,,1883-1077,MNHN,NA,http://coldb.mnhn.fr/catalognumber/mnhn/ic/1883-1077,PRESENT,IC,NA,6,-53.167,-70.933,"Eleginops maclovinus (Cuvier, 1830)",1,NA,NA,CC_BY_4_0,,NA,PRESERVED_SPECIMEN,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,patagonie,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Perciformes,Eleginopsidae,Eleginops,NA,NA,NA,NA,,NA,,NA,NA,NA,583521091,f58922e2-93ed-4703-ba22-12a0674d1b54,Eleginops maclovinus,,SPECIES,"Eleginops maclovinus (cuvier, 1830)","(cuvier, 1830)",2cd829bb-b713-433d-99cf-64bef11e5b3e,1,NA,NA,NA,NA,2382427,2382427,NA,00:50:44,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eleginops maclovinus (Cuvier, 1830)",1,,,,,,,,,,,,,
13293,TRUE,1314,Eleginops maclovinus,NA,1888,"Sandy Pt. (Punta Arenas), Str. Magellan","National Museum of Natural History, Smithsonian Institution. NMNH Fishes. Record ID: http://n2t.net/ark:/65665/3225edb47-0971-4128-aeb8-fab3b924940b. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2016-07-21)",VertNet; Originally provided by NA,NA,NA,77319,USNM,NA,http://n2t.net/ark:/65665/3225edb47-0971-4128-aeb8-fab3b924940b,NA,Fishes,NA,11,-53.17,-70.92,"Eleginops maclovinus (Cuvier, 1830)",2,NA,NA,CC0,NA,NA,PreservedSpecimen,NA,http://portal.vertnet.org/o/usnm/fishes?id=http-n2t-net-ark-65665-3225edb47-0971-4128-aeb8-fab3b924940b,NA,NA,NA,NA,NA,1888 Jan 00 - 1888 Feb 00,NA,1,NA,NA,NA,NA,Chile,NA,NA,NA,NA,NA,5310 S,07055 W,Animalia,Chordata,Actinopterygii,Perciformes,Eleginopsidae,Eleginops,maclovinus,NA,NA,Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Degrees Minutes Seconds,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Notothenioidei, Nototheniidae",NA,not recorded,"Pacific, Chile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eleginops maclovinus,1,,,,,,,,,,,,,
13304,TRUE,1324,Eleginops maclovinus,1995-02-15,1995,"Punta Arenas, Rio Pescado",NA,"iDigBio; Originaly provided by: ROM, Ichthyology","Peck, M.;Baker, A.",NA,81201,ROM,NA,URI:catalog:ROM:Ichthyology:81201,NA,Fishes,urn:lsid:biocol.org:col:35195,5,-52.91667,-70.9,"Eleginops maclovinus (Cuvier, 1830)",1,NA,NA,NA,NA,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,19950215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Perciformes,Eleginopsidae,Eleginops,NA,NA,NA,NA,NA,NA,6287-04,1,7caff2ca-7b36-44b5-b1da-a213ac5047db,NULL,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eleginops maclovinus,1,,,,,,,,,,,,,
