"occurrenceID","locality","institutionID","institutionCode","recordedBy","year","kingdom","genus","decimalLongitude","coordinateUncertaintyInMeters","decimalLatitude","basisOfRecord","collectionCode","verbatimEventDate","catalogNumber","eventDate","collectionID","family","scientificName","waterBody","individualCount","lifeStage","typeStatus","datasetName","samplingProtocol","organismQuantityType","recordNumber","organismQuantity","uuid","Identification"
"http://n2t.net/ark:/65665/32b1bcca8-8c0b-4ce2-bcec-64d08658deaa","Chile, Castro","urn:lsid:biocol.org:col:34871","USNM","B. Knake & J. Westman",1945,"Animalia","Merluccius",-72.77,NA,-42.48,"PreservedSpecimen","FISH","1945 Jan 21 - 0000 00 00","USNM 157765","1945-01-21","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Merlucciidae","Merluccius polylepis","South Pacific Ocean",1,NA,"Paratype","iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"3217b2a0-4661-4214-9035-5d2cc85aaf2e","NULL"
"http://n2t.net/ark:/65665/3574eb02d-8830-4931-a5ff-274779e194c0","Chile, Puerto Auchemo","urn:lsid:biocol.org:col:34871","USNM","B. Knake & J. Westman",1945,"Animalia","Merluccius",-72.83,NA,-43.025,"PreservedSpecimen","FISH","1945 Jan 22 - 0000 00 00","USNM 157766","1945-01-22","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Merlucciidae","Merluccius polylepis","South Pacific Ocean",2,NA,"Paratype","iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"092386ad-2d6d-4b85-b460-1ff67e070221","NULL"
"http://n2t.net/ark:/65665/3cfbe60a7-9036-4e31-ad00-6ad145f3a5ea","Chile, Castro","urn:lsid:biocol.org:col:34871","USNM","B. Knake & J. Westman",1945,"Animalia","Merluccius",-72.77,NA,-42.48,"PreservedSpecimen","FISH","1945 Jan 22 - 0000 00 00","USNM 157764","1945-01-22","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Merlucciidae","Merluccius polylepis","South Pacific Ocean",1,NA,"Type","iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"1e8087e1-60ca-4179-b235-0aa6f26a76ea","NULL"
"84bddc5d-86fa-4448-8a11-5c66406edcc2","Strait of Magellan","https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f","LACM","USNS Eltanin",1966,"Animalia","Coelorinchus",-74.08,NA,-52.88,"PreservedSpecimen","Fish",NA,"11158.004","1966-04-01","https://scientific-collections.gbif.org/collection/439095a6-e9e0-412b-b770-2a9200251977","Macrouridae","Coelorinchus fasciatus","South Pacific",8,NA,NA,"iDigBio; LACM Vertebrates","Capture Method: 5' blake trawl | Vessel: USNS Eltanin","individuals","Elt. 1605","8","9c53f80d-3aaa-4c4d-85cf-2f42b16eef28","NULL"
"http://n2t.net/ark:/65665/3bd63d13a-049a-460f-ac4c-ab676456da45","Near Castro, Chile","urn:lsid:biocol.org:col:34871","USNM",NA,1967,"Animalia","Macruronus",-73.48,NA,-42.55,"PreservedSpecimen","FISH","1967 Oct 01 - 0000 00 00","USNM 226665","1967-10-01","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Merlucciidae","Macruronus magellanicus","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"e553cca8-0803-4943-a2ad-23edcb370863","NULL"
"http://n2t.net/ark:/65665/384bf1145-b2f7-4e90-a1c6-1736605b8bb6","Golfo de Ancud, Chile","urn:lsid:biocol.org:col:34871","USNM",NA,1967,"Animalia","Salilota",-72.95,NA,-42.3,"PreservedSpecimen","FISH","1967 Oct 10 - 0000 00 00","USNM 227654","1967-10-10","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Moridae","Salilota australis","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"e792a1a4-4370-4b11-bbc4-b754f3de8588","NULL"
"http://n2t.net/ark:/65665/38dddad41-7bb2-49ac-801c-5449d9da848e","500 meters off Punta Tern, in canal Whiteside, Isla Dawson, Chile.","urn:lsid:biocol.org:col:34871","USNM",NA,1969,"Animalia","Salilota",-70.4,NA,-53.83,"PreservedSpecimen","FISH","1969 May 03 - 0000 00 00","USNM 227653","1969-05-03","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Moridae","Salilota australis","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"714cbd22-0b28-422a-a716-1083a4acaeb0","NULL"
"f664e86c-42e7-48d8-b3dc-f8808ab0f785","Punta Millabu, fjord at stream mouth","http://biocol.org/urn:lsid:biocol.org:col:14844","SIO","JR Jehl",1970,"Animalia","Macruronus",-74.6336667,NA,-45.7003333,"PreservedSpecimen","Marine Vertebrates","29May1970","70-291","1970-05-29",NA,"Merlucciidae","Macruronus magellanicus","South Pacific Ocean",NA,NA,NA,"iDigBio",NA,NA,NA,NA,"83172b1e-b3e8-4c0a-a7c4-ee28529c54ab","NULL"
"urn:catalog:CAS:SU(ICH):13382","Otter Bay, Smyth Channel","http://grscicoll.org/institution/california-academy-sciences","CAS","U.S. Fish Commission",NA,"Animalia","Salilota",-73.614482,10908,-52.202849,"PreservedSpecimen","SU(ICH)",NA,"13382",NA,"http://grscicoll.org/institutional-collection/cas-ichthyology","Moridae","Salilota australis",NA,1,NA,NA,"iDigBio",NA,NA,NA,NA,"23826f3d-b1fa-4be2-8e3a-09491041d9cc","NULL"
"urn:catalog:CAS:SU(ICH):13383","Otter Bay, Smyth Channel","http://grscicoll.org/institution/california-academy-sciences","CAS","U.S. Fish Commission",NA,"Animalia","Salilota",-73.614482,10908,-52.202849,"PreservedSpecimen","SU(ICH)",NA,"13383",NA,"http://grscicoll.org/institutional-collection/cas-ichthyology","Moridae","Salilota australis",NA,1,NA,NA,"iDigBio",NA,NA,NA,NA,"c3fed8e4-308e-45e8-bc98-032402460c34","NULL"
"http://n2t.net/ark:/65665/30541ef5e-481d-4c15-bc7a-04914e166d1b","Orange Harbor (Tierra Del Fuego)","urn:lsid:biocol.org:col:34871","USNM",NA,1838,"Animalia","Patagonotothen",-68.17,NA,-55.5,"PreservedSpecimen","FISH","1838 00 00 - 1842 00 00","USNM 83189","1838/1842","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Patagonotothen tessellata","South Pacific Ocean",2,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"5ec56e4b-349c-4dd7-a6d2-6cf6a2d81a08","NULL"
"http://n2t.net/ark:/65665/339890fc6-0202-46ee-8cb0-6891d2823af6","Orange Harbor (Tierra Del Fuego)","urn:lsid:biocol.org:col:34871","USNM",NA,1838,"Animalia","Patagonotothen",-68.17,NA,-55.5,"PreservedSpecimen","FISH","1838 00 00 - 1842 00 00","USNM 83191","1838/1842","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Patagonotothen tessellata","South Pacific Ocean",3,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"90c6abd6-aff7-4301-8265-932501f11570","NULL"
"http://n2t.net/ark:/65665/34f054ead-6256-4371-a2e1-c496d1a271c8","Orange Harbor (Tierra Del Fuego)","urn:lsid:biocol.org:col:34871","USNM",NA,1838,"Animalia","Patagonotothen",-68.17,NA,-55.5,"PreservedSpecimen","FISH","1838 00 00 - 1842 00 00","USNM 83184","1838/1842","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Patagonotothen tessellata","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"e0a3dea1-dde4-4ff8-a6a4-2f3f2a69192c","NULL"
"http://n2t.net/ark:/65665/343682bf2-893b-409c-afa7-266bb887b7f5","Orange Harbor (Tierra Del Fuego)","urn:lsid:biocol.org:col:34871","USNM",NA,1838,"Animalia","Patagonotothen",-68.17,NA,-55.5,"PreservedSpecimen","FISH","1838 00 00 - 1842 00 00","USNM 83188","1838/1842","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Patagonotothen tessellata","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"f4df04ae-b73a-400e-8dba-c5ca8c9ef672","NULL"
"http://n2t.net/ark:/65665/33a830d33-7a37-4707-9839-4becd11e32f1","Orange Harbor (Tierra Del Fuego)","urn:lsid:biocol.org:col:34871","USNM",NA,1838,"Animalia","Patagonotothen",-68.17,NA,-55.5,"PreservedSpecimen","FISH","1838 00 00 - 1842 00 00","USNM 83187","1838/1842","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Patagonotothen tessellata","South Pacific Ocean",2,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"fee63b96-71f7-477a-b229-e56810e7b8da","NULL"
"MCZ:Ich:12840","off Straits of Magellan, Sandy Point","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Hassler Expedition",1872,"Animalia","Notothenia",-70.87788,5292,-53.16117,"PreservedSpecimen","Ich","16/3/1872-16/3/1872","12840","1872-03-16",NA,"Nototheniidae","Notothenia tessellata Richardson, 1845","Pacific, Southeast",27,"adult",NA,"iDigBio",NA,NA,NA,NA,"34692579-98f8-4de6-90b8-af95281a5f80","list(`dwc:identifiedBy` = ""Ledger"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: Ledger/1994]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:12840"", `dwc:identificationID` = ""797512"", `dwc:scientificName` = ""Notothenia tessellata"")"
"MCZ:Ich:12841","off Straits of Magellan, Sandy Point","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Hassler Expedition",1872,"Animalia","Notothenia",-70.87788,5292,-53.16117,"PreservedSpecimen","Ich","16/3/1872-16/3/1872","12841","1872-03-16",NA,"Nototheniidae","Notothenia tessellata Richardson, 1845","Pacific, Southeast",20,"adult",NA,"iDigBio",NA,NA,NA,NA,"700b03e4-d215-4e34-b8a3-81e92ec8f104","list(`dwc:identifiedBy` = ""Ledger"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: Ledger/1994]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:12841"", `dwc:identificationID` = ""797513"", `dwc:scientificName` = ""Notothenia tessellata"")"
"MCZ:Ich:12455","Sholl Bay","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Hassler Expedition",1872,"Animalia","Austrolycus",-73.87828,1595,-52.74672,"PreservedSpecimen","Ich","21/3/1872-21/3/1872","12455","1872-03-21",NA,"Zoarcidae","Austrolycus depressiceps Regan, 1913","Pacific, Southeast",1,"adult",NA,"iDigBio",NA,NA,NA,NA,"172d3bb1-3acd-4488-b600-0708e82713c1","list(`dwc:identifiedBy` = c(""M. Eric Anderson"", NA), `dwc:identificationRemarks` = c(""[MUSE DETERMINER: Anderson_ME/1981]"", ""[MUSE DETERMINER: ]""), `dwc:identificationVerificationStatus` = c(""migration"", ""migration""), coreid = c(""MCZ:Ich:12455"", ""MCZ:Ich:12455""), `dwc:identificationID` = c(""799716"", ""799717""), `dwc:scientificName` = c(""Austrolycus depressiceps"", ""Lycodes lititans""))"
"MCZ:Ich:12850","Sholl Bay","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Hassler Expedition",1872,"Animalia","Notothenia",-73.87828,1595,-52.74672,"PreservedSpecimen","Ich","21/3/1872-21/3/1872","12850","1872-03-21",NA,"Nototheniidae","Notothenia hassleri","Pacific, Southeast",1,"adult",NA,"iDigBio",NA,NA,NA,NA,"1a7ddd76-58e4-4c9f-bec9-a17382d6315e","list(`dwc:identifiedBy` = ""Cards"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: Cards]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:12850"", `dwc:identificationID` = ""797522"", `dwc:scientificName` = ""Notothenia hassleri"")"
"MCZ:Ich:12852","Sholl Bay","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Hassler Expedition",1872,"Animalia","Notothenia",-73.87828,1595,-52.74672,"PreservedSpecimen","Ich","21/3/1872-21/3/1872","12852","1872-03-21",NA,"Nototheniidae","Notothenia cornucola Richardson, 1844","Pacific, Southeast",2,"adult",NA,"iDigBio",NA,NA,NA,NA,"5cc65ed6-a461-4719-b44a-a51c625cc04c","list(`dwc:identifiedBy` = ""Cards"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: Cards]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:12852"", `dwc:identificationID` = ""797524"", `dwc:scientificName` = ""Notothenia cornucola"")"
"MCZ:Ich:12910","Sholl Bay","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Hassler Expedition",1872,"Animalia","Eleginops",-73.87828,1595,-52.74672,"PreservedSpecimen","Ich","21/3/1872-21/3/1872","12910","1872-03-21",NA,"Nototheniidae","Eleginops maclovinus (Cuvier, 1830)","Pacific, Southeast",3,"adult",NA,"iDigBio",NA,NA,NA,NA,"5e70ddeb-6b35-417d-9927-020d983d3fd5","list(`dwc:identifiedBy` = c(""Cards"", NA), `dwc:identificationRemarks` = c(""[MUSE DETERMINER: Cards]"", ""[MUSE DETERMINER: ]""), `dwc:identificationVerificationStatus` = c(""migration"", ""migration""), coreid = c(""MCZ:Ich:12910"", ""MCZ:Ich:12910""), `dwc:identificationID` = c(""797592"", ""797593""), `dwc:scientificName` = c(""Eleginops maclovinus"", ""Eleginus maclovinus""))"
"MCZ:Ich:12847","Port Gallant","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Hassler Expedition",1872,"Animalia","Notothenia",-71.9416,5568,-53.71155,"PreservedSpecimen","Ich","21/3/1872-21/3/1872","12847","1872-03-21",NA,"Nototheniidae","Notothenia tessellata Richardson, 1845","Pacific, Southeast",4,"adult",NA,"iDigBio",NA,NA,NA,NA,"6a6dc83c-66ac-4d24-aaf4-6bc9086c6a0c","list(`dwc:identifiedBy` = ""Cards"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: Cards]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:12847"", `dwc:identificationID` = ""797519"", `dwc:scientificName` = ""Notothenia tessellata"")"
"MCZ:Ich:12811","Sholl Bay","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Hassler Expedition",1872,"Animalia","Harpagifer",-73.87828,1595,-52.74672,"PreservedSpecimen","Ich","21/3/1872-21/3/1872","12811","1872-03-21",NA,"Harpagiferidae","Harpagifer bispinis (Forster, 1801)","Pacific, Southeast",4,"juvenile",NA,"iDigBio",NA,NA,NA,NA,"97e30d18-6165-49b6-853d-adacef54431c","list(`dwc:identifiedBy` = ""Cards"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: Cards]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:12811"", `dwc:identificationID` = ""797476"", `dwc:scientificName` = ""Harpagifer bispinis"")"
"MCZ:Ich:12851","Sholl Bay","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Hassler Expedition",1872,"Animalia","Notothenia",-73.87828,1595,-52.74672,"PreservedSpecimen","Ich","21/3/1872-21/3/1872","12851","1872-03-21",NA,"Nototheniidae","Notothenia cornucola Richardson, 1844","Pacific, Southeast",1,"adult",NA,"iDigBio",NA,NA,NA,NA,"9c53a840-b4ba-4917-9c89-4d422a8ffb5f","list(`dwc:identifiedBy` = ""Cards"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: Cards]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:12851"", `dwc:identificationID` = ""797523"", `dwc:scientificName` = ""Notothenia cornucola"")"
"MCZ:Ich:34619","Sholl Bay","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Hassler Expedition",1872,"Animalia","Austrolycus",-73.87828,1595,-52.74672,"PreservedSpecimen","Ich","21/3/1872-21/3/1872","34619","1872-03-21",NA,"Zoarcidae","Austrolycus depressiceps Regan, 1913","Pacific, Southeast",1,"adult",NA,"iDigBio",NA,NA,NA,NA,"aa03adda-fa09-44cc-a1cf-8fba372d21a9","list(`dwc:identifiedBy` = ""M. Eric Anderson"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: Anderson_ME/1981]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:34619"", `dwc:identificationID` = ""830208"", `dwc:scientificName` = ""Austrolycus depressiceps"")"
"MCZ:Ich:12846","Port Gallant","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Hassler Expedition",1872,"Animalia","Notothenia",-71.9416,5568,-53.71155,"PreservedSpecimen","Ich","21/3/1872-21/3/1872","12846","1872-03-21",NA,"Nototheniidae","Notothenia agassizii","Pacific, Southeast",2,"adult",NA,"iDigBio",NA,NA,NA,NA,"ab3da8d4-af04-4c15-a8d5-694b930115cd","list(`dwc:identifiedBy` = ""Cards"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: Cards]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:12846"", `dwc:identificationID` = ""797518"", `dwc:scientificName` = ""Notothenia agassizii"")"
"MCZ:Ich:36419","Sholl Bay","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Hassler Expedition",1872,"Animalia","Austrolycus",-73.87828,1595,-52.74672,"PreservedSpecimen","Ich","21/3/1872-21/3/1872","36419","1872-03-21",NA,"Zoarcidae","Austrolycus depressiceps Regan, 1913","Pacific, Southeast",1,"adult",NA,"iDigBio",NA,NA,NA,NA,"b2b9cfce-d8e5-4661-9f45-54b1eff4c3ab","list(`dwc:identifiedBy` = ""Ledger"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: Ledger/1993]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:36419"", `dwc:identificationID` = ""819848"", `dwc:scientificName` = ""Austrolycus depressiceps"")"
"MCZ:Ich:12848","Port Gallant","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Hassler Expedition",1872,"Animalia","Notothenia",-71.9416,5568,-53.71155,"PreservedSpecimen","Ich","21/3/1872-21/3/1872","12848","1872-03-21",NA,"Nototheniidae","Notothenia tessellata Richardson, 1845","Pacific, Southeast",1,"adult",NA,"iDigBio",NA,NA,NA,NA,"d134fbdd-2a14-4a68-9b0f-f9033a2298ce","list(`dwc:identifiedBy` = ""Cards"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: Cards]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:12848"", `dwc:identificationID` = ""797520"", `dwc:scientificName` = ""Notothenia tessellata"")"
"MCZ:Ich:12911","Sholl Bay","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Hassler Expedition",1872,"Animalia","Eleginops",-73.87828,1595,-52.74672,"PreservedSpecimen","Ich","21/3/1872-21/3/1872","12911","1872-03-21",NA,"Nototheniidae","Eleginops maclovinus (Cuvier, 1830)","Pacific, Southeast",6,"adult",NA,"iDigBio",NA,NA,NA,NA,"e3887318-97e8-40f8-9fa3-6a3019e695fc","list(`dwc:identifiedBy` = c(""Cards"", NA), `dwc:identificationRemarks` = c(""[MUSE DETERMINER: Cards]"", ""[MUSE DETERMINER: ]""), `dwc:identificationVerificationStatus` = c(""migration"", ""migration""), coreid = c(""MCZ:Ich:12911"", ""MCZ:Ich:12911""), `dwc:identificationID` = c(""797594"", ""797595""), `dwc:scientificName` = c(""Eleginops maclovinus"", ""Eleginus maclovinus""))"
"MCZ:Ich:12912","Sholl Bay","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Hassler Expedition",1872,"Animalia","Eleginops",-73.87828,1595,-52.74672,"PreservedSpecimen","Ich","21/3/1872-21/3/1872","12912","1872-03-21",NA,"Nototheniidae","Eleginops falklandicus","Pacific, Southeast",9,"adult",NA,"iDigBio",NA,NA,NA,NA,"ec19dac2-1765-4e4b-87f3-985962a6ea32","list(`dwc:identifiedBy` = c(""Cards"", NA), `dwc:identificationRemarks` = c(""[MUSE DETERMINER: Cards]"", ""[MUSE DETERMINER: ]""), `dwc:identificationVerificationStatus` = c(""migration"", ""migration""), coreid = c(""MCZ:Ich:12912"", ""MCZ:Ich:12912""), `dwc:identificationID` = c(""797596"", ""797597""), `dwc:scientificName` = c(""Eleginops falklandicus"", ""Eleginus falklandicus""))"
"MCZ:Ich:12810","Owen Island, main harbor","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Hassler Expedition",1872,"Animalia","Harpagifer",-73.80241,8673,-51.31702,"PreservedSpecimen","Ich","29/3/1872-29/3/1872","12810","1872-03-29",NA,"Harpagiferidae","Harpagifer bispinis (Forster, 1801)","Pacific, Southeast",1,"adult",NA,"iDigBio",NA,NA,NA,NA,"a9a7c325-1322-4c8d-a455-8b8e1400fae2","list(`dwc:identifiedBy` = ""Cards"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: Cards]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:12810"", `dwc:identificationID` = ""797475"", `dwc:scientificName` = ""Harpagifer bispinis"")"
"a3dd8041-558c-475d-8517-ec4f1afc52b1","Messier Channel, Chile",NA,"NHMUK",NA,NA,NA,"Aphritis",-74.3916667,NA,-49.4083333,"PreservedSpecimen","ZOO",NA,"1879.5.14.259",NA,NA,"Bovichtidae","Aphritis gobio Günther, 1861","Southeast Pacific Ocean",1,NA,NA,"iDigBio","Trawl",NA,NA,NA,"304c6d7d-0d3d-4150-80a5-62a8f197e469","NULL"
"082c295c-2627-43c3-989e-6dcb02c2982a","Near Puerto Bueno",NA,"NHMUK",NA,NA,NA,"Lycodes",-74.25,NA,-50.9333333,"PreservedSpecimen","ZOO",NA,"1879.5.14.48",NA,NA,"Zoarcidae","Lycodes macrops Günther, 1880","Southeast Pacific Ocean",1,NA,"HOLOTYPE","iDigBio",NA,NA,NA,NA,"b233cd8d-55e4-41d7-b3db-2093e8392570","NULL"
"http://n2t.net/ark:/65665/3de5e3020-fc62-40f9-9f18-cd79d93fad8b","Port Grappler","urn:lsid:biocol.org:col:34871","USNM",NA,1888,"Animalia","Patagonotothen",-74.25,NA,-49.42,"PreservedSpecimen","FISH","1888 Jan 00 - 1888 Feb 00","USNM 77343","1888-01/1888-02","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Patagonotothen tessellata","South Pacific Ocean",9,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"0344e554-909a-4bc8-8140-d186919baa47","NULL"
"http://n2t.net/ark:/65665/39557c4eb-dcb6-487d-aa16-f207e6cc9f52","Port Churruca","urn:lsid:biocol.org:col:34871","USNM",NA,1888,"Animalia","Patagonotothen",-73.87,NA,-53.1,"PreservedSpecimen","FISH","1888 Jan 00 - 1888 Feb 00","USNM 77341","1888-01/1888-02","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Patagonotothen tessellata","South Pacific Ocean",164,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"23ecc07b-9001-4f1d-adb3-05e1b7283159","NULL"
"http://n2t.net/ark:/65665/3b6c0ef29-734a-4460-a95d-93b0b69d7c92","Sandy Pt. (Sts. of Magellan)","urn:lsid:biocol.org:col:34871","USNM",NA,1888,"Animalia","Harpagifer",-70.92,NA,-53.17,"PreservedSpecimen","FISH","1888 Jan 00 - 0000 00 00","USNM 77281","1888-01","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Harpagiferidae","Harpagifer bispinis","South Pacific Ocean",5,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"319ee676-c75e-4612-9511-555d231bad59","NULL"
"http://n2t.net/ark:/65665/30c2d52d4-36f2-4cb3-b139-dfdd240873bd","Laredo Bay","urn:lsid:biocol.org:col:34871","USNM",NA,1888,"Animalia","Eleginops",-70.87,NA,-53,"PreservedSpecimen","FISH","1888 Jan 00 - 1888 Feb 00","USNM 77320","1888-01/1888-02","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Eleginops maclovinus","South Pacific Ocean, Bahía Laredo",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"452cdbce-1295-4efa-bdbe-746575e4b012","NULL"
"http://n2t.net/ark:/65665/3f87629fa-d530-4dd1-85f1-02f9811180a9","Laredo Bay","urn:lsid:biocol.org:col:34871","USNM",NA,1888,"Animalia","Notothenia",-70.87,NA,-53,"PreservedSpecimen","FISH","1888 Jan 00 - 1888 Feb 00","USNM 76886","1888-01/1888-02","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Notothenia angustata","South Pacific Ocean, Bahía Laredo",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"58b3c2d5-0bef-4e87-a2df-d8f7c14184d6","NULL"
"http://n2t.net/ark:/65665/382f76dd4-3ec2-4c8f-b10b-51524e5206b2","Sts. Magellan, Borja Bay","urn:lsid:biocol.org:col:34871","USNM",NA,1888,"Animalia","Cottoperca",-72.05,NA,-53.67,"PreservedSpecimen","FISH","1888 Jan 00 - 1888 Feb 00","USNM 77361","1888-01/1888-02","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Bovichtidae","Cottoperca gobio","South Pacific Ocean, Borja Bay",2,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"5fc84216-e1a1-4ddf-ac7c-24b0ae8b905a","NULL"
"http://n2t.net/ark:/65665/337ecf0d5-2bf8-4e80-8c89-2c000cfa95ba","Sandy Pt. (Punta Arenas), Str. Magellan","urn:lsid:biocol.org:col:34871","USNM",NA,1888,"Animalia","Patagonotothen",-70.92,NA,-53.17,"PreservedSpecimen","FISH","1888 Jan 00 - 1888 Feb 00","USNM 77332","1888-01/1888-02","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Patagonotothen sima","South Pacific Ocean",2,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"790827c7-d88b-4220-b115-73869349a2a0","NULL"
"http://n2t.net/ark:/65665/37a0ac9b0-8566-4dff-a044-8c0ee63089aa","Gregory Bay, Straits of Magellan.","urn:lsid:biocol.org:col:34871","USNM",NA,1888,"Animalia","Patagonotothen",-70.33,NA,-52.67,"PreservedSpecimen","FISH","1888 Jan 00 - 1888 Feb 00","USNM 77344","1888-01/1888-02","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Patagonotothen tessellata","South Pacific Ocean",2,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"856d4eed-3bf9-4cf3-b1e7-729c9f6a507e","NULL"
