checkbackmatch,id_CC,datasetName,decimalLatitude,decimalLongitude,canonicalName,year,eventDate,locality,catalogNumber,bibliographicCitation,institutionCode,occurrenceID,duplicated_CC,spatialClust_CC,recordedBy,identifiedBy,institutionID,occurrenceStatus,collectionCode,collectionID,rObjectRank_CC,scientificName,individualCount,samplingProtocol,locationRemarks,associatedReferences,license,rightsHolder,accessRights,basisOfRecord,coordinateUncertaintyInMeters,verbatimEventDate,waterBody,lifeStage,typeStatus,organismQuantityType,recordNumber,organismQuantity,uuid,Identification,higherClassification,stateProvince,month,references,startDayOfYear,taxonRank,specificEpithet,countryCode,geodeticDatum,higherGeography,verbatimLocality,day,eventID,class,language,country,georeferenceVerificationStatus,modified,nomenclaturalCode,continent,endDayOfYear,georeferencedDate,georeferenceProtocol,georeferencedBy,habitat,eventRemarks,preparations,fieldNumber,georeferenceSources,scientificNameAuthorship,georeferenceRemarks,county,otherCatalogNumbers,establishmentMeans,dynamicProperties,occurrenceRemarks,island,verbatimDepth,maximumDepthInMeters,minimumDepthInMeters,footprintWKT,verbatimCoordinateSystem,identificationVerificationStatus,disposition,ownerInstitutionCode,islandGroup,identificationRemarks,municipality,vernacularName,previousIdentifications,locationAccordingTo,sex,eventTime,locationID,organismID,datasetID,associatedMedia,infraspecificEpithet,verbatimLongitude,verbatimLatitude,materialSampleID,subgenus,minimumElevationInMeters,maximumElevationInMeters,namePublishedInID,scientificNameID,namePublishedInYear,namePublishedIn,verbatimCoordinates,originalNameUsage,associatedSequences,identificationQualifier,verbatimElevation,earliestAgeOrLowestStage,verbatimTaxonRank,formation,lithostratigraphicTerms,latestAgeOrHighestStage,group,member,lowestBiostratigraphicZone,highestBiostratigraphicZone,bed,earliestPeriodOrLowestSystem,earliestEpochOrLowestSeries,latestEonOrHighestEonothem,earliestEraOrLowestErathem,earliestEonOrLowestEonothem,latestEraOrHighestErathem,geologicalContextID,latestPeriodOrHighestSystem,latestEpochOrHighestSeries,samplingEffort,recordedByID,dateIdentified,taxonID,gbifID,datasetKey,verbatimScientificName,verbatimScientificNameAuthorship,publishingOrgKey,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,taxonKey,speciesKey,lastInterpreted,mediaType,issue,verbatimSRS,sampleSizeValue,sampleSizeUnit,scientificName_Old,IncludePewProAP,rank,kingdom,phylum,order,family,genus,species
,10520,SUBPESCA-1,-43.386812,-72.308021,Salmo trutta,2011,2011,NA,7273,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen",NA,NA,FALSE,2524,NA,NA,NA,NA,NA,NA,11,"Salmo trutta Linnaeus, 1758",2,PESCA ELECTRICA POR 30 MINUTOS,1,NA,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5192709.0001,718042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,NA,NA,Salmo trutta,1,SPECIES,Animalia,Chordata,Salmoniformes,Salmonidae,Salmo,Salmo trutta
,10521,MMA2017,-41.657,-72.308,Galaxias maculatus,2008,2008-4-24,Rio Puelo. Aguas Abajo Puente Puelo. Rio Puelo Entre Desague Laguna Tagua Tagua y Desembocadura,NA,"OrigenReg: Base de Datos EULA UdeC, FuenteReg: Base Datos 2008",NA,MMA:ICT:0002031,FALSE,1864,Evelyn Habit,NA,Centro EULA UDEC Evelyn Habit,NA,NA,NA,9,"Galaxias maculatus (Jenyns, 1842)",32,Pesca Electrica,NA,NA,CC_BY_NC_4_0,NA,consultar con institución/autor,3,GPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4463087496,45c3d8d2-7352-4dd1-aefd-c21e0b6b004e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias maculatus
,10522,MMA2017,-41.657,-72.308,Galaxias platei,2008,2008-2-22,Rio Puelo. Aguas Abajo Puente Puelo. Rio Puelo Entre Desague Laguna Tagua Tagua y Desembocadura,NA,"OrigenReg: Base de Datos EULA UdeC, FuenteReg: Base Datos 2008",NA,MMA:ICT:0002373,FALSE,1864,Evelyn Habit,NA,Centro EULA UDEC Evelyn Habit,NA,NA,NA,9,"Galaxias platei Steindachner, 1898",2,Pesca Electrica,NA,NA,CC_BY_NC_4_0,NA,consultar con institución/autor,3,GPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4463088225,45c3d8d2-7352-4dd1-aefd-c21e0b6b004e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias platei,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias platei
,10523,SUBPESCA-1,-43.988498,-72.307156,Galaxias maculatus,2009,2009,NA,7096,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen",NA,NA,FALSE,3102,NA,NA,NA,NA,NA,NA,11,"Galaxias maculatus (Jenyns, 1842)",23,PESCA ELECTRICA POR 30 MINUTOS,1,NA,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5125879,715941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,NA,NA,Galaxias maculatus,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias maculatus
,10524,SUBPESCA-1,-43.988498,-72.307156,Galaxias platei,2009,2009,NA,7097,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen",NA,NA,FALSE,3102,NA,NA,NA,NA,NA,NA,11,"Galaxias platei Steindachner, 1898",3,PESCA ELECTRICA POR 30 MINUTOS,1,NA,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5125879,715941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,NA,NA,Galaxias platei,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias platei
,10525,SUBPESCA-1,-43.387377,-72.30523,Oncorhynchus mykiss,2011,2011,NA,7270,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen",NA,NA,FALSE,2523,NA,NA,NA,NA,NA,NA,11,"Oncorhynchus mykiss (Walbaum, 1792)",5,PESCA ELECTRICA POR 30 MINUTOS,2,NA,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5192639,718266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,NA,NA,Oncorhynchus mykiss,1,SPECIES,Animalia,Chordata,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus mykiss
,10526,SUBPESCA-1,-43.387377,-72.30523,Salmo trutta,2011,2011,NA,7271,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen",NA,NA,FALSE,2523,NA,NA,NA,NA,NA,NA,11,"Salmo trutta Linnaeus, 1758",2,PESCA ELECTRICA POR 30 MINUTOS,2,NA,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5192639,718266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,NA,NA,Salmo trutta,1,SPECIES,Animalia,Chordata,Salmoniformes,Salmonidae,Salmo,Salmo trutta
,10527,SUBPESCA-1,-45.893146,-72.304782,Salmo trutta,2008,2008,NA,10109,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen",NA,NA,FALSE,2774,NA,NA,NA,NA,NA,NA,11,"Salmo trutta Linnaeus, 1758",21,PESCA ELECTRICA POR 30 MINUTOS,"52,4",NA,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4914292.0001,709096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,NA,NA,Salmo trutta,1,SPECIES,Animalia,Chordata,Salmoniformes,Salmonidae,Salmo,Salmo trutta
,10528,SUBPESCA-1,-45.893146,-72.304782,Salvelinus fontinalis,2008,2008,NA,10108,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen",NA,NA,FALSE,2774,NA,NA,NA,NA,NA,NA,11,"Salvelinus fontinalis (Mitchill, 1814)",11,PESCA ELECTRICA POR 30 MINUTOS,"52,4",NA,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4914292.0001,709096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,NA,NA,Salvelinus fontinalis,1,SPECIES,Animalia,Chordata,Salmoniformes,Salmonidae,Salvelinus,Salvelinus fontinalis
,10529,Aguilar-González 2023,-41.6524999996,-72.3047222216,Galaxias maculatus,2003,2003/2004,Río Puelo,1137,"Rojo, J.H., Figueroa, D.E. & Boy, C.C. Age and growth of diadromous Galaxias maculatus (Jenyns, 1842) in southernmost South America (54° S) including contribution of age classes to reproduction. Environ Biol Fish 101, 1149–1160 (2018). https://doi.org/10.1007/s10641-018-0765-8",NA,NA,FALSE,1091,NA,NA,NA,NA,NA,NA,6,"Galaxias maculatus (Jenyns, 1842)",NA,"seine net (10-m long, 1-m deep, 5-mm mesh)",NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,October 2003 to September 2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,Región de Los Lagos,NA,"Górski K, Habit EM, Pingram MA, Manosalva AJ (2015) Variation of the use of marine resources by Galaxias maculatus in large Chilean rivers. Hydrobiologia 814:61–73. https://doi.org/10.1007/s10750-015-2542-4",NA,NA,maculatus,CL,NA,NA,NA,NA,NA,Actinopterygii,NA,Chile,NA,NA,NA,Sudamérica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Provincia de Llanquihue,NA,native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comuna de Cochamó,Puyen chico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,−41°39′,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,two hour after high tide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias maculatus
,10530,Aguilar-González 2023,-41.6524999996,-72.3047222216,Galaxias maculatus,2013,2013,Río Puelo,676,"George-Nascimento, M., López-Rodríguez, R. & Górski, K. Geographic variation in composition of metazoan parasite infracommunities in Galaxias maculatus Jenyns 1842 (Osmeriformes: Galaxiidae) in southern Chile (38-47° S). Rev. Chil. de Hist. Nat. 93, 2 (2020). https://doi.org/10.1186/s40693-020-00090-z",NA,NA,FALSE,1091,NA,NA,NA,NA,NA,NA,6,"Galaxias maculatus (Jenyns, 1842)",6,"beach seine (5 m long, 1.5 m high and 10 mm stretched mesh size).",NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,Región de Los Lagos,NA,-,NA,NA,maculatus,CL,NA,NA,NA,NA,NA,Actinopterygii,NA,Chile,NA,NA,NA,Sudamérica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Provincia de Llanquihue,NA,native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comuna de Cochamó,Puyen chico,NA,NA,NA,NA,NA,NA,NA,NA,NA,72°18′16.78″W,41°39′08.75″S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias maculatus
,10531,Aguilar-González 2023,-41.6524999996,-72.3047222216,Galaxias maculatus,2013,2013-04,Río Puelo,712,"Górski K, Habit EM and Manosalva AJ (2015). Latitudinal variation of migratory life histories of riverine Galaxias maculatus in Chile (36°- 47°S). Front. Mar. Sci. Conference Abstract: XV European Congress of Ichthyology. doi: 10.3389/conf.fmars.2015.03.00031",NA,NA,FALSE,1091,NA,NA,NA,NA,NA,NA,6,"Galaxias maculatus (Jenyns, 1842)",66,"beach seine (5 m long, 1.5 m high and 10 mm stretched mesh size)",NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,April and May 2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,Región de Los Lagos,4,-,NA,NA,maculatus,CL,NA,NA,NA,NA,NA,Actinopterygii,NA,Chile,NA,NA,NA,Sudamérica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Provincia de Llanquihue,NA,native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comuna de Cochamó,Puyen chico,NA,NA,NA,NA,NA,NA,NA,NA,NA,72°18'16.78''W,41°39'08.75''S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29 sampling cocasions in total. The beach seine was hauled over a distance of 10–20 m.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias maculatus
,10532,SUBPESCA-1,-41.911304,-72.304535,Oncorhynchus mykiss,2008,2008,NA,2537,SUSTENTABLE (NA) Minicentral Hidroelectrica De Pasada El Callao,NA,NA,FALSE,2182,NA,NA,NA,NA,NA,NA,11,"Oncorhynchus mykiss (Walbaum, 1792)",4,PESCA ELECTRICA,E3,NA,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5356557.5708,723550.7866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,NA,NA,Oncorhynchus mykiss,1,SPECIES,Animalia,Chordata,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus mykiss
,10533,SUBPESCA-1,-41.911304,-72.304535,Salmo trutta,2008,2008,NA,2538,SUSTENTABLE (NA) Minicentral Hidroelectrica De Pasada El Callao,NA,NA,FALSE,2182,NA,NA,NA,NA,NA,NA,11,"Salmo trutta Linnaeus, 1758",1,PESCA ELECTRICA,E3,NA,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5356557.5708,723550.7866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,NA,NA,Salmo trutta,1,SPECIES,Animalia,Chordata,Salmoniformes,Salmonidae,Salmo,Salmo trutta
,10534,iNaturalist,-41.5373901279,-72.3043633997,Eleginops maclovinus,2025,2025-11-14,"FM7W+47, 5560000 Cochamo, Los Lagos, Chile",326471787,NA,NA,https://www.inaturalist.org/observations/326471787,FALSE,1459,Rocío Elisa,NA,NA,NA,NA,NA,7,"Eleginops maclovinus (Cuvier, 1830)",NA,NA,NA,NA,CC-BY-NC,NA,NA,HumanObservation,5,2025-11-14 10:44:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-19 18:07:09 UTC,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patagonian Blenny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5493921,2025-11-14 14:33:18 UTC,541858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eleginops maclovinus,1,SPECIES,Animalia,Chordata,Perciformes,Eleginopsidae,Eleginops,Eleginops maclovinus
,10535,SUBPESCA-1,-45.914202,-72.304149,Salmo trutta,2011,2011,NA,10106,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen",NA,NA,FALSE,2772,NA,NA,NA,NA,NA,NA,11,"Salmo trutta Linnaeus, 1758",36,PESCA ELECTRICA POR 30 MINUTOS,1,NA,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4911951,709066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,NA,NA,Salmo trutta,1,SPECIES,Animalia,Chordata,Salmoniformes,Salmonidae,Salmo,Salmo trutta
,10536,SUBPESCA-1,-45.912851,-72.304099,Salmo trutta,2011,2011,NA,10107,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen",NA,NA,FALSE,2773,NA,NA,NA,NA,NA,NA,11,"Salmo trutta Linnaeus, 1758",44,PESCA ELECTRICA POR 30 MINUTOS,"2,2",NA,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4912101,709075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,NA,NA,Salmo trutta,1,SPECIES,Animalia,Chordata,Salmoniformes,Salmonidae,Salmo,Salmo trutta
,10537,SUBPESCA-1,-43.987966,-72.304063,Galaxias maculatus,2009,2009,NA,7099,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen",NA,NA,FALSE,2438,NA,NA,NA,NA,NA,NA,11,"Galaxias maculatus (Jenyns, 1842)",17,PESCA ELECTRICA POR 30 MINUTOS,1,NA,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5125930,716191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,NA,NA,Galaxias maculatus,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias maculatus
