checkbackmatch,id_CC,datasetName,decimalLatitude,decimalLongitude,canonicalName,year,eventDate,locality,catalogNumber,bibliographicCitation,institutionCode,occurrenceID,duplicated_CC,spatialClust_CC,recordedBy,identifiedBy,institutionID,occurrenceStatus,collectionCode,collectionID,rObjectRank_CC,scientificName,individualCount,samplingProtocol,locationRemarks,associatedReferences,license,rightsHolder,accessRights,basisOfRecord,coordinateUncertaintyInMeters,verbatimEventDate,waterBody,lifeStage,typeStatus,organismQuantityType,recordNumber,organismQuantity,uuid,Identification,higherClassification,stateProvince,month,references,startDayOfYear,taxonRank,specificEpithet,countryCode,geodeticDatum,higherGeography,verbatimLocality,day,eventID,class,language,country,georeferenceVerificationStatus,modified,nomenclaturalCode,continent,endDayOfYear,georeferencedDate,georeferenceProtocol,georeferencedBy,habitat,eventRemarks,preparations,fieldNumber,georeferenceSources,scientificNameAuthorship,georeferenceRemarks,county,otherCatalogNumbers,establishmentMeans,dynamicProperties,occurrenceRemarks,island,verbatimDepth,maximumDepthInMeters,minimumDepthInMeters,footprintWKT,verbatimCoordinateSystem,identificationVerificationStatus,disposition,ownerInstitutionCode,islandGroup,identificationRemarks,municipality,vernacularName,previousIdentifications,locationAccordingTo,sex,eventTime,locationID,organismID,datasetID,associatedMedia,infraspecificEpithet,verbatimLongitude,verbatimLatitude,materialSampleID,subgenus,minimumElevationInMeters,maximumElevationInMeters,namePublishedInID,scientificNameID,namePublishedInYear,namePublishedIn,verbatimCoordinates,originalNameUsage,associatedSequences,identificationQualifier,verbatimElevation,earliestAgeOrLowestStage,verbatimTaxonRank,formation,lithostratigraphicTerms,latestAgeOrHighestStage,group,member,lowestBiostratigraphicZone,highestBiostratigraphicZone,bed,earliestPeriodOrLowestSystem,earliestEpochOrLowestSeries,latestEonOrHighestEonothem,earliestEraOrLowestErathem,earliestEonOrLowestEonothem,latestEraOrHighestErathem,geologicalContextID,latestPeriodOrHighestSystem,latestEpochOrHighestSeries,samplingEffort,recordedByID,dateIdentified,taxonID,gbifID,datasetKey,verbatimScientificName,verbatimScientificNameAuthorship,publishingOrgKey,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,taxonKey,speciesKey,lastInterpreted,mediaType,issue,verbatimSRS,sampleSizeValue,sampleSizeUnit,scientificName_Old,IncludePewProAP,rank,kingdom,phylum,order,family,genus,species
,1376,Darwin Initiative Fish Atlas,-42.3287,-73.54565,Aplochiton zebra,2007,2007-11-11,"Chiloé, Río U23",NA,"García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.",NA,NA,FALSE,448,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",NA,NA,NA,NA,NA,2,"Aplochiton zebra Jenyns, 1842",1,NA,U23C,,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton zebra,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Aplochiton,Aplochiton zebra
,1377,Darwin Initiative Fish Atlas,-42.3287,-73.54565,Galaxias maculatus,2007,2007-11-11,"Chiloé, Río U23",NA,"García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.",NA,NA,FALSE,448,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",NA,NA,NA,NA,NA,2,"Galaxias maculatus (Jenyns, 1842)",1,NA,U23C,,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias maculatus
,1378,Darwin Initiative Fish Atlas,-42.3287,-73.54565,Oncorhynchus mykiss,2007,2007-11-11,"Chiloé, Río U23",NA,"García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.",NA,NA,FALSE,448,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",NA,NA,NA,NA,NA,2,"Oncorhynchus mykiss (Walbaum, 1792)",23,NA,U23C, Consuegra et al. 2011,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus mykiss,1,SPECIES,Animalia,Chordata,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus mykiss
,1379,Darwin Initiative Fish Atlas,-42.32233,-73.54351,Aplochiton zebra,2007,2007-11-11,"Chiloé, Río U23",NA,"García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.",NA,NA,FALSE,450,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",NA,NA,NA,NA,NA,2,"Aplochiton zebra Jenyns, 1842",1,NA,U23G,,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton zebra,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Aplochiton,Aplochiton zebra
,1380,Darwin Initiative Fish Atlas,-42.32233,-73.54351,Oncorhynchus mykiss,2007,2007-11-11,"Chiloé, Río U23",NA,"García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.",NA,NA,FALSE,450,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",NA,NA,NA,NA,NA,2,"Oncorhynchus mykiss (Walbaum, 1792)",29,NA,U23G, Consuegra et al. 2011,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus mykiss,1,SPECIES,Animalia,Chordata,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus mykiss
,1381,SUBPESCA-1,-41.899857,-73.541502,Eleginops maclovinus,2008,2008,NA,5371,INGENDESA (NA) Minicentral Hidroelectrica Piruquina,NA,NA,FALSE,3090,NA,NA,NA,NA,NA,NA,11,"Eleginops maclovinus (Cuvier, 1830)",4,PESCA ELECTRICA,E10,NA,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5360314,620980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,NA,NA,Eleginops maclovinus,1,SPECIES,Animalia,Chordata,Perciformes,Eleginopsidae,Eleginops,Eleginops maclovinus
,1382,SUBPESCA-1,-41.899857,-73.541502,Galaxias maculatus,2008,2008,NA,5370,INGENDESA (NA) Minicentral Hidroelectrica Piruquina,NA,NA,FALSE,3090,NA,NA,NA,NA,NA,NA,11,"Galaxias maculatus (Jenyns, 1842)",3,PESCA ELECTRICA,E10,NA,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5360314,620980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,NA,NA,Galaxias maculatus,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias maculatus
,1383,Darwin Initiative Fish Atlas,-41.8997,-73.5415,Aplochiton zebra,2007,2007-11-02,"Chiloé, Río U13",NA,"García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.",NA,NA,FALSE,420,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",NA,NA,NA,NA,NA,2,"Aplochiton zebra Jenyns, 1842",7,NA,U13D,,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton zebra,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Aplochiton,Aplochiton zebra
,1384,Darwin Initiative Fish Atlas,-41.8997,-73.5415,Galaxias maculatus,2007,2007-11-02,"Chiloé, Río U13",NA,"García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.",NA,NA,TRUE,420,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",NA,NA,NA,NA,NA,2,"Galaxias maculatus (Jenyns, 1842)",3,NA,U13D,,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias maculatus
,1386,Darwin Initiative Fish Atlas,-41.8997,-73.5415,Galaxias maculatus,2008,2008-11-02,"Chiloé, Río U13",NA,"García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.",NA,NA,FALSE,420,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",NA,NA,NA,NA,NA,2,"Galaxias maculatus (Jenyns, 1842)",1,NA,U13D,,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias maculatus
,1387,Darwin Initiative Fish Atlas,-41.881,-73.5414,Aplochiton zebra,2007,2007-11-02,"Chiloé, Río U12",NA,"García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.",NA,NA,FALSE,415,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",NA,NA,NA,NA,NA,2,"Aplochiton zebra Jenyns, 1842",1,NA,U12E,,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton zebra,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Aplochiton,Aplochiton zebra
,1388,Darwin Initiative Fish Atlas,-41.881,-73.5414,Galaxias maculatus,2007,2007-11-02,"Chiloé, Río U12",NA,"García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.",NA,NA,TRUE,415,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",NA,NA,NA,NA,NA,2,"Galaxias maculatus (Jenyns, 1842)",9,NA,U12C,,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias maculatus
,1391,Darwin Initiative Fish Atlas,-41.88075,-73.54088,Aplochiton zebra,2007,2007-11-02,"Chiloé, Río U12",NA,"García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.",NA,NA,FALSE,416,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",NA,NA,NA,NA,NA,2,"Aplochiton zebra Jenyns, 1842",3,NA,U12F,,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton zebra,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Aplochiton,Aplochiton zebra
,1392,Darwin Initiative Fish Atlas,-41.88075,-73.54088,Galaxias maculatus,2007,2007-11-02,"Chiloé, Río U12",NA,"García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.",NA,NA,FALSE,416,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",NA,NA,NA,NA,NA,2,"Galaxias maculatus (Jenyns, 1842)",5,NA,U12F,,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias maculatus
,1393,Darwin Initiative Fish Atlas,-41.90032,-73.54063,Aplochiton zebra,2007,2007-11-02,"Chiloé, Río U13",NA,"García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.",NA,NA,FALSE,417,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",NA,NA,NA,NA,NA,2,"Aplochiton zebra Jenyns, 1842",13,NA,U13C,,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton zebra,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Aplochiton,Aplochiton zebra
,1394,Darwin Initiative Fish Atlas,-41.90032,-73.54063,Galaxias maculatus,2007,2007-11-02,"Chiloé, Río U13",NA,"García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.",NA,NA,FALSE,417,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",NA,NA,NA,NA,NA,2,"Galaxias maculatus (Jenyns, 1842)",12,NA,U13C,,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias maculatus
