Site name,Locality,Site (waypoint 2014),Lat_effort,Lon_effort,SiteGear_FieldID,Year,Date,Fishing effort_Id,Technique,Fish_Id,Given ID,YYYY-MM-DD,Species,N Individuals,Preserved?,Crew,bibliographicCitation,associatedReferences
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6-7 Feb 2007,11,Fly fishing,12,1,2007-02-07,Galaxias platei,,No,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,7-8 Feb 2007,30,Trapping,13,5,2007-02-08,Galaxias platei,,no,Cristian Correa,"Correa, C., Bravo, A.P., and Hendry, A.P. 2012. Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology 57(9): 1769–1781.",(Correa et al. 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,7-8 Feb 2007,30,Trapping,13,5,2007-02-08,Galaxias platei,,no,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,7-8 Feb 2007,32,Trapping,14,6,2007-02-08,Galaxias platei,,no,Cristian Correa,"Correa, C., Bravo, A.P., and Hendry, A.P. 2012. Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology 57(9): 1769–1781.",(Correa et al. 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,7-8 Feb 2007,32,Trapping,14,6,2007-02-08,Galaxias platei,,no,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,7-8 Feb 2007,37,Bottom gillnet S,15,2,2007-02-08,Galaxias platei,,no,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,7-8 Feb 2007,37,Bottom gillnet S,16,3,2007-02-08,Galaxias platei,,no,Cristian Correa,"Correa, C., Bravo, A.P., and Hendry, A.P. 2012. Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology 57(9): 1769–1781.",(Correa et al. 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,7-8 Feb 2007,37,Bottom gillnet S,16,3,2007-02-08,Galaxias platei,,no,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,7-8 Feb 2007,37,Bottom gillnet S,17,4,2007-02-08,Galaxias platei,,no,Cristian Correa,"Correa, C., Bravo, A.P., and Hendry, A.P. 2012. Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology 57(9): 1769–1781.",(Correa et al. 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,7-8 Feb 2007,37,Bottom gillnet S,17,4,2007-02-08,Galaxias platei,,no,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,7-8 Feb 2007,37,Bottom gillnet S,18,7,2007-02-08,Galaxias platei,,no,Cristian Correa,"Correa, C., Bravo, A.P., and Hendry, A.P. 2012. Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology 57(9): 1769–1781.",(Correa et al. 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,7-8 Feb 2007,37,Bottom gillnet S,18,7,2007-02-08,Galaxias platei,,no,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,7-8 Feb 2007,37,Bottom gillnet S,19,9,2007-02-08,Oncorhynchus mykiss,,no,Cristian Correa,"Correa, C., Bravo, A.P., and Hendry, A.P. 2012. Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology 57(9): 1769–1781.",(Correa et al. 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,7-8 Feb 2007,37,Bottom gillnet S,19,9,2007-02-08,Oncorhynchus mykiss,,no,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,7-8 Feb 2007,38,Bottom gillnet L,20,8,2007-02-08,Galaxias platei,,no,Cristian Correa,"Correa, C., Bravo, A.P., and Hendry, A.P. 2012. Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology 57(9): 1769–1781.",(Correa et al. 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,7-8 Feb 2007,38,Bottom gillnet L,20,8,2007-02-08,Galaxias platei,,no,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,7-8 Feb 2007,38,Bottom gillnet L,21,10,2007-02-08,Oncorhynchus mykiss,,no,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,22,ca11,2007-02-10,Galaxias platei,,Formalin,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,23,ca12,2007-02-10,Galaxias platei,,Formalin,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,24,ca13,2007-02-10,Galaxias platei,,Formalin,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,25,ca14,2007-02-10,Galaxias platei,,Formalin,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,26,ca15,2007-02-10,Galaxias platei,,Formalin,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,27,ca16,2007-02-10,Galaxias platei,,Formalin,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,28,ca17,2007-02-10,Galaxias platei,,No,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,29,ca18,2007-02-10,Galaxias platei,,No,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,30,ca19,2007-02-10,Galaxias platei,,No,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,31,ca20,2007-02-10,Galaxias platei,,No,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,32,ca21,2007-02-10,Galaxias platei,,No,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,33,ca22,2007-02-10,Galaxias platei,,Formalin,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,34,ca23,2007-02-10,Galaxias platei,,Formalin,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,35,ca24,2007-02-10,Galaxias platei,,No,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,36,ca25,2007-02-10,Galaxias platei,,No,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,37,ca26,2007-02-10,Galaxias platei,,No,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,38,,2007-02-10,Galaxias platei,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,39,,2007-02-10,Galaxias platei,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,40,,2007-02-10,Galaxias platei,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,41,,2007-02-10,Galaxias platei,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,42,,2007-02-10,Galaxias platei,,Alcohol,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,43,,2007-02-10,Galaxias platei,,Alcohol,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,44,,2007-02-10,Galaxias platei,,Alcohol,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,45,,2007-02-10,Galaxias platei,,Alcohol,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,10 Feb 2007,39,Electric fishing,46,,2007-02-10,Galaxias platei,,Alcohol,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,48,,2007-04-06,Galaxias platei,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,49,,2007-04-06,Galaxias platei,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,50,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,51,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,52,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,53,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,54,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,55,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,56,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,57,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,58,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,59,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,60,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,61,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,62,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,63,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,64,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,65,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,66,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,67,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,68,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,69,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,70,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,71,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,72,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,73,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,74,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,75,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,76,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,77,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
Castor,Lago Castor,,-45.600278,-71.781556,,2007,6 Apr 2007,40,Electric fishing,78,,2007-04-06,Oncorhynchus mykiss,,,Cristian Correa,"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.",(Correa and Hendry 2012)
