"catalogNumber","month","year","locationRemarks","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","scientificName","samplingProtocol","individualCount","bibliographicCitation","decimalLongitude","decimalLatitude","verbatimEventDate","datasetName","license","accessRights"
"49290",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49291",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49292",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49293",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49294",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49295",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49296",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49297",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49298",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49299",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49300",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49301",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49302",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49303",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49304",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49305",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49306",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49307",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49308",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49309",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49310",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49311",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49312",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49313",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49314",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49315",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49316",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49317",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49318",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49319",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49320",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49321",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49322",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49323",2,2010,"L14","-43.18558333","-72.439194439999994","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.43919444,-43.18558333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49384",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49385",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49386",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49387",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49388",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49389",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49390",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49391",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49392",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49393",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49394",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49395",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49396",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49397",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49398",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49399",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49400",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49401",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49402",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49403",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49404",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49405",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49406",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49407",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49408",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49409",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49410",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49411",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49412",2,2010,"L15","-41.426611110000003","-72.5565","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49720",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49721",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49722",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49723",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49724",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49725",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49726",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49727",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49728",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49729",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49730",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49731",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49732",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"49733",2,2010,"CN","-47.235999999999997","-72.510361110000005","DECIMAL",NA,"Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2018) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.51036111,-47.236,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
