"bibliographicCitation","verbatimEventDate","eventDate","day","month","year","eventTime","locationRemarks","verbatimLatitude","verbatimLongitude","decimalLatitude","decimalLongitude","scientificName","vernacularName","individualCount","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","continent","country","countryCode","stateProvince","county","municipality","locality","occurrenceID","datasetName","datasetName_tmp","license","accessRights","data_source"
"Maring Eirl (2012) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°262/2012. Proyecto: Evaluación limnológica-íctica, estero El Arco, Coyhaique, Región de Aysén. Mandante: Garo S.A.","entre el 23 y 24 de febrero de 2012","2012-02-23",23,2,2012,"0.41666666666666669","1","-45.746924999999997","-72.122613999999999",-45.746925,-72.122614,"Oncorhynchus mykiss","Trucha Arcoíris",1,"1. PESCA ELÉCTRICA","1","(IND/HORA)","3 transectos de 311, 797 y 467 m. de longitud","Sudamérica","Chile","CL","Región de Aysén","Provincia de Coyhaique","Comuna de Coyhaique","Estero el Arco","SUBPESCA.PescaInvestigacion2012-2023.001","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Maring Eirl (2012) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°262/2012. Proyecto: Evaluación limnológica-íctica, estero El Arco, Coyhaique, Región de Aysén. Mandante: Garo S.A.","entre el 23 y 24 de febrero de 2012","2012-02-23",23,2,2012,"0.45833333333333298","1","-45.746924999999997","-72.122613999999999",-45.746925,-72.122614,"Salmo trutta","TRUCHA CAFÉ",28,"1. PESCA ELÉCTRICA","28","(IND/HORA)","3 transectos de 311, 797 y 467 m. de longitud","Sudamérica","Chile","CL","Región de Aysén","Provincia de Coyhaique","Comuna de Coyhaique","Estero el Arco","SUBPESCA.PescaInvestigacion2012-2023.002","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Maring Eirl (2012) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°262/2012. Proyecto: Evaluación limnológica-íctica, estero El Arco, Coyhaique, Región de Aysén. Mandante: Garo S.A.","entre el 23 y 24 de febrero de 2012","2012-02-23",23,2,2012,"0.5","2","-45.747222000000001","-72.132889000000006",-45.747222,-72.132889,"Salmo trutta","TRUCHA CAFÉ",32,"1. PESCA ELÉCTRICA","32","(IND/HORA)","3 transectos de 311, 797 y 467 m. de longitud","Sudamérica","Chile","CL","Región de Aysén","Provincia de Coyhaique","Comuna de Coyhaique","Estero el Arco","SUBPESCA.PescaInvestigacion2012-2023.003","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Maring Eirl (2012) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°262/2012. Proyecto: Evaluación limnológica-íctica, estero El Arco, Coyhaique, Región de Aysén. Mandante: Garo S.A.","entre el 23 y 24 de febrero de 2012","2012-02-23",23,2,2012,"0.54166666666666696","3","-45.743194000000003","-72.143000000000001",-45.743194,-72.143,"Oncorhynchus mykiss","Trucha Arcoíris",2,"1. PESCA ELÉCTRICA","2","(IND/HORA)","3 transectos de 311, 797 y 467 m. de longitud","Sudamérica","Chile","CL","Región de Aysén","Provincia de Coyhaique","Comuna de Coyhaique","Estero el Arco","SUBPESCA.PescaInvestigacion2012-2023.004","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Maring Eirl (2012) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°262/2012. Proyecto: Evaluación limnológica-íctica, estero El Arco, Coyhaique, Región de Aysén. Mandante: Garo S.A.","entre el 23 y 24 de febrero de 2012","2012-02-23",23,2,2012,"0.58333333333333304","3","-45.743194000000003","-72.143000000000001",-45.743194,-72.143,"Salmo trutta","TRUCHA CAFÉ",16,"1. PESCA ELÉCTRICA","16","(IND/HORA)","3 transectos de 311, 797 y 467 m. de longitud","Sudamérica","Chile","CL","Región de Aysén","Provincia de Coyhaique","Comuna de Coyhaique","Estero el Arco","SUBPESCA.PescaInvestigacion2012-2023.005","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Gaman Limno Studies Ltda. (2014) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°767/2014. Proyecto: Estudio Línea base de tipo limnológico del proyecto hidroeléctrico Chaica en el río Lenca, comuna de Puerto Montt, X Región. Mandante: Ingenium Civil S.A",NA,"2014-03-01",NA,3,2014,"0.29166666666666669","E1","41°35'52.80""S","72°36'2.00""O",-41.598,-72.600556,"Salmo salar","Salmón del Atlántico",2,"2. ESPINEL","1.7000000000000001E-2","(IND/N°ANZ/HORA)",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Chaicas","SUBPESCA.PescaInvestigacion2012-2023.006","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Gaman Limno Studies Ltda. (2014) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°767/2014. Proyecto: Estudio Línea base de tipo limnológico del proyecto hidroeléctrico Chaica en el río Lenca, comuna de Puerto Montt, X Región. Mandante: Ingenium Civil S.A",NA,"2014-03-01",NA,3,2014,"0.29166666666666669","E1","41°35'52.80""S","72°36'2.00""O",-41.598,-72.600556,"Salmo trutta","Trucha café",1,"2. ESPINEL","0.08","(IND/N°ANZ/HORA)",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Chaicas","SUBPESCA.PescaInvestigacion2012-2023.007","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Gaman Limno Studies Ltda. (2014) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°767/2014. Proyecto: Estudio Línea base de tipo limnológico del proyecto hidroeléctrico Chaica en el río Lenca, comuna de Puerto Montt, X Región. Mandante: Ingenium Civil S.A",NA,"2014-03-01",NA,3,2014,"0.375","E2","41°36'8.55""S","72°36'59.17""O",-41.602375,-72.616436,"Salmo salar","Salmón del Atlántico",1,"1. PESCA ELÉCTRICA","1","(IND/HORA)",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Chaicas","SUBPESCA.PescaInvestigacion2012-2023.008","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Gaman Limno Studies Ltda. (2014) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°767/2014. Proyecto: Estudio Línea base de tipo limnológico del proyecto hidroeléctrico Chaica en el río Lenca, comuna de Puerto Montt, X Región. Mandante: Ingenium Civil S.A",NA,"2014-03-01",NA,3,2014,"0.75","E3","41°36'22.59""S","72°38'43.20""O",-41.606275,-72.645333,"Salmo salar","Salmón del Atlántico",1,"1. PESCA ELÉCTRICA","1","(IND/HORA)",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Chaicas","SUBPESCA.PescaInvestigacion2012-2023.009","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Gaman Limno Studies Ltda. (2014) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°767/2014. Proyecto: Estudio Línea base de tipo limnológico del proyecto hidroeléctrico Chaica en el río Lenca, comuna de Puerto Montt, X Región. Mandante: Ingenium Civil S.A",NA,"2014-03-01",NA,3,2014,"0.75","E3","41°36'22.59""S","72°38'43.20""O",-41.606275,-72.645333,"Salmo salar","Salmón del Atlántico",1,"2. ESPINEL","8.0000000000000002E-3","(IND/N°ANZ/HORA)",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Chaicas","SUBPESCA.PescaInvestigacion2012-2023.010","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Gaman Limno Studies Ltda. (2014) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°767/2014. Proyecto: Estudio Línea base de tipo limnológico del proyecto hidroeléctrico Chaica en el río Lenca, comuna de Puerto Montt, X Región. Mandante: Ingenium Civil S.A",NA,"2014-03-01",NA,3,2014,"0.75","E3","41°36'22.59""S","72°38'43.20""O",-41.606275,-72.645333,"Salmo trutta","Trucha café",3,"2. ESPINEL","0.25","(IND/N°ANZ/HORA)",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Chaicas","SUBPESCA.PescaInvestigacion2012-2023.011","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Gaman Limno Studies Ltda. (2014) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°767/2014. Proyecto: Estudio Línea base de tipo limnológico del proyecto hidroeléctrico Chaica en el río Lenca, comuna de Puerto Montt, X Región. Mandante: Ingenium Civil S.A",NA,"2014-03-01",NA,3,2014,"0.33333333333333331","E4","41°36'29.23""S","72°39'9.66""O",-41.608119,-72.652683,"Salmo trutta","Trucha café",1,"1. PESCA ELÉCTRICA","1","(IND/HORA)",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Chaicas","SUBPESCA.PescaInvestigacion2012-2023.012","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Gaman Limno Studies Ltda. (2014) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°767/2014. Proyecto: Estudio Línea base de tipo limnológico del proyecto hidroeléctrico Chaica en el río Lenca, comuna de Puerto Montt, X Región. Mandante: Ingenium Civil S.A",NA,"2014-03-01",NA,3,2014,"0.41666666666666669","E5","41°36'38.76""S","72°39'14.32""O",-41.610767,-72.653978,"Salmo salar","Salmón del Atlántico",1,"1. PESCA ELÉCTRICA","1","(IND/HORA)",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Chaicas","SUBPESCA.PescaInvestigacion2012-2023.013","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Gaman Limno Studies Ltda. (2014) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°767/2014. Proyecto: Estudio Línea base de tipo limnológico del proyecto hidroeléctrico Chaica en el río Lenca, comuna de Puerto Montt, X Región. Mandante: Ingenium Civil S.A",NA,"2014-03-01",NA,3,2014,"0.41666666666666669","E5","41°36'38.76""S","72°39'14.32""O",-41.610767,-72.653978,"Aplochiton zebra","Peladilla",1,"1. PESCA ELÉCTRICA","1","(IND/HORA)",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Chaicas","SUBPESCA.PescaInvestigacion2012-2023.014","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Gaman Limno Studies Ltda. (2014) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°767/2014. Proyecto: Estudio Línea base de tipo limnológico del proyecto hidroeléctrico Chaica en el río Lenca, comuna de Puerto Montt, X Región. Mandante: Ingenium Civil S.A",NA,"2014-03-01",NA,3,2014,"0.41666666666666669","E5","41°36'38.76""S","72°39'14.32""O",-41.610767,-72.653978,"Galaxias maculatus","Puye",6,"1. PESCA ELÉCTRICA","6","(IND/HORA)",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Chaicas","SUBPESCA.PescaInvestigacion2012-2023.015","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Gaman Limno Studies Ltda. (2014) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°767/2014. Proyecto: Estudio Línea base de tipo limnológico del proyecto hidroeléctrico Chaica en el río Lenca, comuna de Puerto Montt, X Región. Mandante: Ingenium Civil S.A",NA,"2014-07-01",NA,7,2014,"0.375","E1","41°35'52.80""S","72°36'2.00""O",-41.598,-72.600556,"Salmo trutta","Trucha café",1,"2. ESPINEL","8.0000000000000002E-3","(IND/N°ANZ/HORA)",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Chaicas","SUBPESCA.PescaInvestigacion2012-2023.016","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Gaman Limno Studies Ltda. (2014) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°767/2014. Proyecto: Estudio Línea base de tipo limnológico del proyecto hidroeléctrico Chaica en el río Lenca, comuna de Puerto Montt, X Región. Mandante: Ingenium Civil S.A",NA,"2014-07-01",NA,7,2014,"0.4375","E2","41°36'8.55""S","72°36'59.17""O",-41.602375,-72.616436,"Salmo trutta","Trucha café",1,"1. PESCA ELÉCTRICA","1","(IND/HORA)",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Chaicas","SUBPESCA.PescaInvestigacion2012-2023.017","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Gaman Limno Studies Ltda. (2014) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°767/2014. Proyecto: Estudio Línea base de tipo limnológico del proyecto hidroeléctrico Chaica en el río Lenca, comuna de Puerto Montt, X Región. Mandante: Ingenium Civil S.A",NA,"2014-07-01",NA,7,2014,"0.70833333333333337","E3","41°36'22.59""S","72°38'43.20""O",-41.606275,-72.645333,"Salmo salar","Salmón del Atlántico",1,"1. PESCA ELÉCTRICA","1","(IND/HORA)",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Chaicas","SUBPESCA.PescaInvestigacion2012-2023.018","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Gaman Limno Studies Ltda. (2014) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°767/2014. Proyecto: Estudio Línea base de tipo limnológico del proyecto hidroeléctrico Chaica en el río Lenca, comuna de Puerto Montt, X Región. Mandante: Ingenium Civil S.A",NA,"2014-07-01",NA,7,2014,"0.70833333333333337","E3","41°36'22.59""S","72°38'43.20""O",-41.606275,-72.645333,"Salmo trutta","Trucha café",2,"1. PESCA ELÉCTRICA","2","(IND/HORA)",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Chaicas","SUBPESCA.PescaInvestigacion2012-2023.019","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Gaman Limno Studies Ltda. (2014) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°767/2014. Proyecto: Estudio Línea base de tipo limnológico del proyecto hidroeléctrico Chaica en el río Lenca, comuna de Puerto Montt, X Región. Mandante: Ingenium Civil S.A",NA,"2014-07-01",NA,7,2014,"0.35416666666666669","E4","41°36'29.23""S","72°39'9.66""O",-41.608119,-72.652683,"Salmo salar","Salmón del Atlántico",1,"1. PESCA ELÉCTRICA","1","(IND/HORA)",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Chaicas","SUBPESCA.PescaInvestigacion2012-2023.020","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Gaman Limno Studies Ltda. (2014) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°767/2014. Proyecto: Estudio Línea base de tipo limnológico del proyecto hidroeléctrico Chaica en el río Lenca, comuna de Puerto Montt, X Región. Mandante: Ingenium Civil S.A",NA,"2014-07-01",NA,7,2014,"0.35416666666666669","E4","41°36'29.23""S","72°39'9.66""O",-41.608119,-72.652683,"Salmo salar","Salmón del Atlántico",1,"2. ESPINEL","8.0000000000000002E-3","(IND/N°ANZ/HORA)",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Chaicas","SUBPESCA.PescaInvestigacion2012-2023.021","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Gaman Limno Studies Ltda. (2014) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°767/2014. Proyecto: Estudio Línea base de tipo limnológico del proyecto hidroeléctrico Chaica en el río Lenca, comuna de Puerto Montt, X Región. Mandante: Ingenium Civil S.A",NA,"2014-07-01",NA,7,2014,"0.35416666666666669","E4","41°36'29.23""S","72°39'9.66""O",-41.608119,-72.652683,"Salmo trutta","Trucha café",1,"1. PESCA ELÉCTRICA","1","(IND/HORA)",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Chaicas","SUBPESCA.PescaInvestigacion2012-2023.022","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Gaman Limno Studies Ltda. (2014) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°767/2014. Proyecto: Estudio Línea base de tipo limnológico del proyecto hidroeléctrico Chaica en el río Lenca, comuna de Puerto Montt, X Región. Mandante: Ingenium Civil S.A",NA,"2014-07-01",NA,7,2014,"0.375","E5","41°36'38.76""S","72°39'14.32""O",-41.610767,-72.653978,"Galaxias maculatus","Puye",2,"1. PESCA ELÉCTRICA","2","(IND/HORA)",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Chaicas","SUBPESCA.PescaInvestigacion2012-2023.023","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Claudia Verdugo Castro (Ecosistema) (2016) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°3232/2016. Proyecto: Piscicultura de recirculación lago Balmaceda, Sealand Aquaculture S.A.; respuesta observación 1.2.8 ICSARA n°1 (064/2016). Mandante: Sealand Aquaculture S.A.",NA,"2017-07-02",2,7,2017,NA,"E4","675275","4246233",-51.907038,-72.451926,"Oncorhynchus tshawytscha","Salmón chinook",1,"PROSPECCIÓN VISUAL","-","-",NA,"Sudamérica","Chile","CL","Región de Magallanes y de la Antártica Chilena","Provincia de Última Esperanza","Comuna de Natales","Bahía Desengaño","SUBPESCA.PescaInvestigacion2012-2023.024","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Icnova Ing Consultores (2018) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°388/2018. Proyecto: Diagnostico hidrobiológico de laguna Escondida y laguna Barrosa - declaración de impacto ambiental almacenamiento de agua de interior Mina Javiera en laguna Salitrosa, comuna de Chile Chico, XII Región de Aysén. Mandante: Compañía Minera Cerro Bayo Ltda.",NA,"2018-02-17",17,2,2018,NA,"Laguna Barrosa","46°31'32.38''S","71°50'43.89''W",-46.525661,-71.845525,"Odontesthes hatcheri","Cauque patagonico",35,"Pesca eléctrica (SAMU)","-","-",NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia General Carrera","Comuna de Chile Chico","Bahía Jara","SUBPESCA.PescaInvestigacion2012-2023.025","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Icnova Ing Consultores (2018) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°388/2018. Proyecto: Diagnostico hidrobiológico de laguna Escondida y laguna Barrosa - declaración de impacto ambiental almacenamiento de agua de interior Mina Javiera en laguna Salitrosa, comuna de Chile Chico, XII Región de Aysén. Mandante: Compañía Minera Cerro Bayo Ltda.",NA,"2018-02-18",18,2,2018,NA,"Laguna Escondida","46°31'0.40''S","71°50'40.24''W",-46.516778,-71.844511,"Odontesthes hatcheri","Cauque patagonico",14,"Pesca eléctrica (SAMU)","-","-",NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia General Carrera","Comuna de Chile Chico","Bahía Jara","SUBPESCA.PescaInvestigacion2012-2023.026","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Icnova Ing (2018) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°838/2018. Proyecto: Caracterización limnológica asociado al proyecto de riego Magallanes, embalse río Porvenir, XII region de Magallanes y la Antártica Chilena. Mandante: Comisión Nacional de Riego.","4 y 5","2018-04-04",4,4,2018,"0.6875","LI-02","-53.312391485264499","-70.246617573691793",-53.312391,-70.246618,"Galaxias platei","Puye",1,"1. PESCA ELÉCTRICA","2","(IND/HORA)",NA,"Sudamérica","Chile","CL","Región de Magallanes y de la Antártica Chilena","Provincia de Tierra del Fuego","Comuna de Porvenir","Embalse Río Porvenir","SUBPESCA.PescaInvestigacion2012-2023.027","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Icnova Ing (2018) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°838/2018. Proyecto: Caracterización limnológica asociado al proyecto de riego Magallanes, embalse río Porvenir, XII region de Magallanes y la Antártica Chilena. Mandante: Comisión Nacional de Riego.","4 y 5","2018-04-04",4,4,2018,"0.52083333333333337","LI-03","-53.372786284493699","-70.259158218899103",-53.372786,-70.259158,"Galaxias platei","Puye",2,"1. PESCA ELÉCTRICA","4","(IND/HORA)",NA,"Sudamérica","Chile","CL","Región de Magallanes y de la Antártica Chilena","Provincia de Tierra del Fuego","Comuna de Porvenir","Río Santa María","SUBPESCA.PescaInvestigacion2012-2023.028","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Icnova Ing (2018) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°838/2018. Proyecto: Caracterización limnológica asociado al proyecto de riego Magallanes, embalse río Porvenir, XII region de Magallanes y la Antártica Chilena. Mandante: Comisión Nacional de Riego.","4 y 5","2018-04-04",4,4,2018,"0.52083333333333337","LI-03","-53.372786284493728","-70.259158218899088",-53.372786,-70.259158,"Oncorhynchus mykiss","Trucha arcoiris",1,"1. PESCA ELÉCTRICA","2","(IND/HORA)",NA,"Sudamérica","Chile","CL","Región de Magallanes y de la Antártica Chilena","Provincia de Tierra del Fuego","Comuna de Porvenir","Río Santa María","SUBPESCA.PescaInvestigacion2012-2023.029","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Martinez Ambiental Ltda (2019) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°1628/2019. Proyecto: Plan de vigilancia ambiental, asociado al proyecto Mina Invierno, comuna de Río Verde, región de Magallanes y Antártica Chilena. Mandante: Minera Invierno Sa.",NA,"2019-08-01",NA,8,2019,"9:00 - 16:00 HRS","CH-5","319773","4139516",-52.863858,-71.677381,"Galaxias maculatus","Puye Chico",4,"1. PESCA ELÉCTRICA","2","(IND/HORA)","tramo aprox 100 m lineales o durante un periodo aprox 45-60 minutos","Sudamérica","Chile","CL","Región de Magallanes y de la Antártica Chilena","Provincia de Magallanes","Comuna Río Verde","Isla Riesco","SUBPESCA.PescaInvestigacion2012-2023.030","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
