"bibliographicCitation","verbatimEventDate","eventDate","day","month","year","eventTime","locationRemarks","verbatimLatitude","verbatimLongitude","decimalLatitude","decimalLongitude","scientificName","vernacularName","individualCount","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","continent","country","countryCode","stateProvince","county","municipality","locality","occurrenceID","datasetName","datasetName_tmp","license","accessRights","data_source"
"Claudia Verdugo Castro (2020) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX. N° E-2020-607 . Proyecto: Línea base limnológica Río Trainel cercano a la Piscicultura Trainel, región de Los Lagos. Mandante: Piscicultura Trainel.",NA,"2021-01-01",NA,1,2021,"0.45833333333333331","EST 2","-42.662253","-73.889887000000002",-42.662253,-73.889887,"Galaxias maculatus","Puye",180,"1. PESCA ELÉCTRICA","360","(IND/HORA)",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Chiloé","Comuna de Chonchi","Chonchi","SUBPESCA.PescaInvestigacion2012-2023.061","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Claudia Verdugo Castro (2020) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX. N° E-2020-607 . Proyecto: Línea base limnológica Río Trainel cercano a la Piscicultura Trainel, región de Los Lagos. Mandante: Piscicultura Trainel.",NA,"2021-01-01",NA,1,2021,"0.45833333333333331","EST 2","-42.662253","-73.889887000000002",-42.662253,-73.889887,"Salmo trutta","trucha café",1,"1. PESCA ELÉCTRICA","2","(IND/HORA)",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Chiloé","Comuna de Chonchi","Chonchi","SUBPESCA.PescaInvestigacion2012-2023.062","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Claudia Verdugo Castro (2020) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX. N° E-2020-607 . Proyecto: Línea base limnológica Río Trainel cercano a la Piscicultura Trainel, región de Los Lagos. Mandante: Piscicultura Trainel.",NA,"2021-01-01",NA,1,2021,"0.54166666666666663","EST 3","-42.662587000000002","-73.890868999999995",-42.662587,-73.890869,"Galaxias maculatus","Puye",50,"1. PESCA ELÉCTRICA","100","(IND/HORA)",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Chiloé","Comuna de Chonchi","Chonchi","SUBPESCA.PescaInvestigacion2012-2023.063","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Claudia Verdugo Castro (2020) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX. N° E-2020-607 . Proyecto: Línea base limnológica Río Trainel cercano a la Piscicultura Trainel, región de Los Lagos. Mandante: Piscicultura Trainel.",NA,"2021-01-01",NA,1,2021,"0.54166666666666663","EST 3","-42.662587000000002","-73.890868999999995",-42.662587,-73.890869,"Salmo trutta","trucha café",1,"1. PESCA ELÉCTRICA","2","(IND/HORA)",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Chiloé","Comuna de Chonchi","Chonchi","SUBPESCA.PescaInvestigacion2012-2023.064","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Jaime Illanes y Asociados Consultores S.A.  (2021) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°E-2021-074. Proyecto: Caracterización ecosistemas acuáticos continentales asociados al proyecto modificación Piscicultura los Tilcos, Río Chico Región de Los Lagos. Mandante: Piscicultura los Tilcos.","entre el 22 y 28 abril de 2021","2021-04-22",NA,4,2021,NA,"PLT-1","41°25'19.26""S","72°49'10.61""O",-41.422017,-72.819614,"Mordacia lapicida","Lamprea de agua dulce",3,"1. PESCA ELÉCTRICA","0.25","(IND/MIN)","10 minutos, en un área aprox. De 50 m2","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Río Chico","SUBPESCA.PescaInvestigacion2012-2023.065","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Jaime Illanes y Asociados Consultores S.A.  (2021) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°E-2021-074. Proyecto: Caracterización ecosistemas acuáticos continentales asociados al proyecto modificación Piscicultura los Tilcos, Río Chico Región de Los Lagos. Mandante: Piscicultura los Tilcos.","entre el 22 y 28 abril de 2021","2021-04-22",NA,4,2021,NA,"PLT-1","41°25'19.26""S","72°49'10.61""O",-41.422017,-72.819614,"Galaxias maculatus","Puye",2,"1. PESCA ELÉCTRICA","0.25","(IND/MIN)","10 minutos, en un área aprox. De 50 m2","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Río Chico","SUBPESCA.PescaInvestigacion2012-2023.066","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Jaime Illanes y Asociados Consultores S.A.  (2021) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°E-2021-074. Proyecto: Caracterización ecosistemas acuáticos continentales asociados al proyecto modificación Piscicultura los Tilcos, Río Chico Región de Los Lagos. Mandante: Piscicultura los Tilcos.","entre el 22 y 28 abril de 2021","2021-04-22",NA,4,2021,NA,"PLT-2","41°25'49.50""S","72°48'59.17""O",-41.430417,-72.816436,"Galaxias maculatus","Puye",7,"1. PESCA ELÉCTRICA","0.5","(IND/MIN)","10 minutos, en un área aprox. De 50 m2","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Río Chico","SUBPESCA.PescaInvestigacion2012-2023.067","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Jaime Illanes y Asociados Consultores S.A.  (2021) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°E-2021-074. Proyecto: Caracterización ecosistemas acuáticos continentales asociados al proyecto modificación Piscicultura los Tilcos, Río Chico Región de Los Lagos. Mandante: Piscicultura los Tilcos.","entre el 22 y 28 abril de 2021","2021-04-22",NA,4,2021,NA,"PLT-2","41°25'49.50""S","72°48'59.17""O",-41.430417,-72.816436,"Trichomycterus areolatus","Bagrecito",3,"1. PESCA ELÉCTRICA","0.5","(IND/MIN)","10 minutos, en un área aprox. De 50 m2","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Río Chico","SUBPESCA.PescaInvestigacion2012-2023.068","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Jaime Illanes y Asociados Consultores S.A.  (2021) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°E-2021-074. Proyecto: Caracterización ecosistemas acuáticos continentales asociados al proyecto modificación Piscicultura los Tilcos, Río Chico Región de Los Lagos. Mandante: Piscicultura los Tilcos.","entre el 22 y 28 abril de 2021","2021-04-22",NA,4,2021,NA,"PLT-3","41°26'0.39""S","72°48'45.55""O",-41.433442,-72.812653,"Trichomycterus areolatus","Bagrecito",4,"1. PESCA ELÉCTRICA","0.25","(IND/MIN)","10 minutos, en un área aprox. De 50 m2","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Río Chico","SUBPESCA.PescaInvestigacion2012-2023.069","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Jaime Illanes y Asociados Consultores S.A.  (2021) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°E-2021-074. Proyecto: Caracterización ecosistemas acuáticos continentales asociados al proyecto modificación Piscicultura los Tilcos, Río Chico Región de Los Lagos. Mandante: Piscicultura los Tilcos.","entre el 22 y 28 abril de 2021","2021-04-22",NA,4,2021,NA,"PLT-3","41°26'0.39""S","72°48'45.55""O",-41.433442,-72.812653,"Oncorhynchus mykiss","Trucha Arcoíris",1,"1. PESCA ELÉCTRICA","0.25","(IND/MIN)","10 minutos, en un área aprox. De 50 m2","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Río Chico","SUBPESCA.PescaInvestigacion2012-2023.070","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Jaime Illanes y Asociados Consultores S.A.  (2021) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°E-2021-074. Proyecto: Caracterización ecosistemas acuáticos continentales asociados al proyecto modificación Piscicultura los Tilcos, Río Chico Región de Los Lagos. Mandante: Piscicultura los Tilcos.","entre el 22 y 28 abril de 2021","2021-04-22",NA,4,2021,NA,"PLT-4","41°26'24.94""S","72°49'08.24""O",-41.440261,-72.818956,"Trichomycterus areolatus","Bagrecito",5,"1. PESCA ELÉCTRICA","0.25","(IND/MIN)","10 minutos, en un área aprox. De 50 m2","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Montt","Río Chico","SUBPESCA.PescaInvestigacion2012-2023.071","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Juan Cárcamo Barría (2017) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°411-2017. Proyecto: Caracterización de fauna íctica asociada al proyecto, piscicultura San Joaquín, sector El Varal, comuna de Hualaihué, X región de Los Lagos. Mandante: Cultivos Marinos Lago Yelcho S.P.A.",NA,"2017-02-14",14,2,2017,"0.53819444444444442","PC 1","41°59'26,91''S","72°40'14,85''W",-41.990808,-72.670792,"Galaxias maculatus","Puye/Truchita/Coltrao",4,"PESCA ELÉCTRICA",NA,NA,"-","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Palena","Comuna de Hualaihué","Sector Hualaihué Estero","SUBPESCA.PescaInvestigacion2012-2023.072","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Juan Cárcamo Barría (2017) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°411-2017. Proyecto: Caracterización de fauna íctica asociada al proyecto, piscicultura San Joaquín, sector El Varal, comuna de Hualaihué, X región de Los Lagos. Mandante: Cultivos Marinos Lago Yelcho S.P.A.",NA,"2017-02-14",14,2,2017,"0.53819444444444442","PC 1","41°59'26,91''S","72°40'14,85''W",-41.990808,-72.670792,"Salmo trutta","trucha café",2,"PESCA ELÉCTRICA",NA,NA,"-","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Palena","Comuna de Hualaihué","Sector Hualaihué Estero","SUBPESCA.PescaInvestigacion2012-2023.073","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Juan Cárcamo Barría (2017) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°411-2017. Proyecto: Caracterización de fauna íctica asociada al proyecto, piscicultura San Joaquín, sector El Varal, comuna de Hualaihué, X región de Los Lagos. Mandante: Cultivos Marinos Lago Yelcho S.P.A.",NA,"2017-02-14",14,2,2017,"0.53819444444444442","PC 1","41°59'26,91''S","72°40'14,85''W",-41.990808,-72.670792,"Aplochiton zebra","Farionela listada",1,"PESCA ELÉCTRICA",NA,NA,"-","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Palena","Comuna de Hualaihué","Sector Hualaihué Estero","SUBPESCA.PescaInvestigacion2012-2023.074","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Juan Cárcamo Barría (2017) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°411-2017. Proyecto: Caracterización de fauna íctica asociada al proyecto, piscicultura San Joaquín, sector El Varal, comuna de Hualaihué, X región de Los Lagos. Mandante: Cultivos Marinos Lago Yelcho S.P.A.",NA,"2017-02-14",14,2,2017,"0.52430555555555558","PC 2","41°59'28,51''S","72°40'15,57''W",-41.991253,-72.670992,"Galaxias maculatus","Puye/Truchita/Coltrao",6,"PESCA ELÉCTRICA",NA,NA,"-","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Palena","Comuna de Hualaihué","Sector Hualaihué Estero","SUBPESCA.PescaInvestigacion2012-2023.075","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Juan Cárcamo Barría (2017) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°411-2017. Proyecto: Caracterización de fauna íctica asociada al proyecto, piscicultura San Joaquín, sector El Varal, comuna de Hualaihué, X región de Los Lagos. Mandante: Cultivos Marinos Lago Yelcho S.P.A.",NA,"2017-02-14",14,2,2017,"0.52430555555555558","PC 2","41°59'28,51''S","72°40'15,57''W",-41.991253,-72.670992,"Aplochiton zebra","Farionela listada",3,"PESCA ELÉCTRICA",NA,NA,"-","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Palena","Comuna de Hualaihué","Sector Hualaihué Estero","SUBPESCA.PescaInvestigacion2012-2023.076","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Juan Cárcamo Barría (2017) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°411-2017. Proyecto: Caracterización de fauna íctica asociada al proyecto, piscicultura San Joaquín, sector El Varal, comuna de Hualaihué, X región de Los Lagos. Mandante: Cultivos Marinos Lago Yelcho S.P.A.",NA,"2017-02-14",14,2,2017,"0.57638888888888895","PR1","41°59'44,30''S","72°40'06,08''W",-41.995639,-72.668356,"Mordacia lapicida","Lamprea de agua dulce",1,"PESCA ELÉCTRICA",NA,NA,"-","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Palena","Comuna de Hualaihué","Sector Hualaihué Estero","SUBPESCA.PescaInvestigacion2012-2023.077","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Juan Cárcamo Barría (2017) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°411-2017. Proyecto: Caracterización de fauna íctica asociada al proyecto, piscicultura San Joaquín, sector El Varal, comuna de Hualaihué, X región de Los Lagos. Mandante: Cultivos Marinos Lago Yelcho S.P.A.",NA,"2017-02-14",14,2,2017,"0.57638888888888895","PR1","41°59'44,30''S","72°40'06,08''W",-41.995639,-72.668356,"Galaxias maculatus","Puye/Truchita/Coltrao",2,"PESCA ELÉCTRICA",NA,NA,"-","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Palena","Comuna de Hualaihué","Sector Hualaihué Estero","SUBPESCA.PescaInvestigacion2012-2023.078","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Juan Cárcamo Barría (2017) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°411-2017. Proyecto: Caracterización de fauna íctica asociada al proyecto, piscicultura San Joaquín, sector El Varal, comuna de Hualaihué, X región de Los Lagos. Mandante: Cultivos Marinos Lago Yelcho S.P.A.",NA,"2017-02-14",14,2,2017,"0.58680555555555558","PR2","41°59'44,70''S","72°39'58,64''W",-41.99575,-72.666289,"Galaxias maculatus","Puye/Truchita/Coltrao",7,"PESCA ELÉCTRICA",NA,NA,"-","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Palena","Comuna de Hualaihué","Sector Hualaihué Estero","SUBPESCA.PescaInvestigacion2012-2023.079","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Juan Cárcamo Barría (2017) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°411-2017. Proyecto: Caracterización de fauna íctica asociada al proyecto, piscicultura San Joaquín, sector El Varal, comuna de Hualaihué, X región de Los Lagos. Mandante: Cultivos Marinos Lago Yelcho S.P.A.",NA,"2017-02-14",14,2,2017,"0.58680555555555558","PR2","41°59'44,70''S","72°39'58,64''W",-41.99575,-72.666289,"Aplochiton zebra","Farionela listada",1,"PESCA ELÉCTRICA",NA,NA,"-","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Palena","Comuna de Hualaihué","Sector Hualaihué Estero","SUBPESCA.PescaInvestigacion2012-2023.080","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Juan Cárcamo Barría (2017) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°411-2017. Proyecto: Caracterización de fauna íctica asociada al proyecto, piscicultura San Joaquín, sector El Varal, comuna de Hualaihué, X región de Los Lagos. Mandante: Cultivos Marinos Lago Yelcho S.P.A.",NA,"2017-02-14",14,2,2017,"0.60416666666666663","PR3","41°59'42,21''S","72°39'55,77''W",-41.995058,-72.665492,"Galaxias maculatus","Puye/Truchita/Coltrao",2,"PESCA ELÉCTRICA",NA,NA,"-","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Palena","Comuna de Hualaihué","Sector Hualaihué Estero","SUBPESCA.PescaInvestigacion2012-2023.081","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Juan Cárcamo Barría (2017) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°411-2017. Proyecto: Caracterización de fauna íctica asociada al proyecto, piscicultura San Joaquín, sector El Varal, comuna de Hualaihué, X región de Los Lagos. Mandante: Cultivos Marinos Lago Yelcho S.P.A.",NA,"2017-02-14",14,2,2017,"0.61458333333333337","PR4","41°59'39,84''S","72°39'53,82''W",-41.9944,-72.66495,"Galaxias maculatus","Puye/Truchita/Coltrao",3,"PESCA ELÉCTRICA",NA,NA,"-","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Palena","Comuna de Hualaihué","Sector Hualaihué Estero","SUBPESCA.PescaInvestigacion2012-2023.082","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Juan Cárcamo Barría (2017) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°411-2017. Proyecto: Caracterización de fauna íctica asociada al proyecto, piscicultura San Joaquín, sector El Varal, comuna de Hualaihué, X región de Los Lagos. Mandante: Cultivos Marinos Lago Yelcho S.P.A.",NA,"2017-02-14",14,2,2017,"0.61805555555555558","PR5","41°59'37,37''S","72°39'50,52''W",-41.993714,-72.664033,"Galaxias maculatus","Puye/Truchita/Coltrao",5,"PESCA ELÉCTRICA",NA,NA,"-","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Palena","Comuna de Hualaihué","Sector Hualaihué Estero","SUBPESCA.PescaInvestigacion2012-2023.083","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Juan Cárcamo Barría (2017) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°411-2017. Proyecto: Caracterización de fauna íctica asociada al proyecto, piscicultura San Joaquín, sector El Varal, comuna de Hualaihué, X región de Los Lagos. Mandante: Cultivos Marinos Lago Yelcho S.P.A.",NA,"2017-02-14",14,2,2017,"0.61805555555555558","PR5","41°59'37,37''S","72°39'50,52''W",-41.993714,-72.664033,"Aplochiton zebra","Farionela listada",3,"PESCA ELÉCTRICA",NA,NA,"-","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Palena","Comuna de Hualaihué","Sector Hualaihué Estero","SUBPESCA.PescaInvestigacion2012-2023.084","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Juan Cárcamo Barría (2017) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°411-2017. Proyecto: Caracterización de fauna íctica asociada al proyecto, piscicultura San Joaquín, sector El Varal, comuna de Hualaihué, X región de Los Lagos. Mandante: Cultivos Marinos Lago Yelcho S.P.A.",NA,"2017-02-14",14,2,2017,"0.625","PR6","41°59'38,97''S","72°39'47,63''W",-41.994158,-72.663231,"Galaxias maculatus","Puye/Truchita/Coltrao",3,"PESCA ELÉCTRICA",NA,NA,"-","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Palena","Comuna de Hualaihué","Sector Hualaihué Estero","SUBPESCA.PescaInvestigacion2012-2023.085","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Juan Cárcamo Barría (2017) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°411-2017. Proyecto: Caracterización de fauna íctica asociada al proyecto, piscicultura San Joaquín, sector El Varal, comuna de Hualaihué, X región de Los Lagos. Mandante: Cultivos Marinos Lago Yelcho S.P.A.",NA,"2017-02-14",14,2,2017,"0.625","PR6","41°59'38,97''S","72°39'47,63''W",-41.994158,-72.663231,"Aplochiton zebra","Farionela listada",2,"PESCA ELÉCTRICA",NA,NA,"-","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Palena","Comuna de Hualaihué","Sector Hualaihué Estero","SUBPESCA.PescaInvestigacion2012-2023.086","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Juan Cárcamo Barría (2017) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°411-2017. Proyecto: Caracterización de fauna íctica asociada al proyecto, piscicultura San Joaquín, sector El Varal, comuna de Hualaihué, X región de Los Lagos. Mandante: Cultivos Marinos Lago Yelcho S.P.A.",NA,"2017-02-14",14,2,2017,"0.63541666666666663","PR7","41°59'41,79''S","72°39'47,79''W",-41.994942,-72.663275,"Galaxias maculatus","Puye/Truchita/Coltrao",4,"PESCA ELÉCTRICA",NA,NA,"-","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Palena","Comuna de Hualaihué","Sector Hualaihué Estero","SUBPESCA.PescaInvestigacion2012-2023.087","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Juan Cárcamo Barría (2017) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°411-2017. Proyecto: Caracterización de fauna íctica asociada al proyecto, piscicultura San Joaquín, sector El Varal, comuna de Hualaihué, X región de Los Lagos. Mandante: Cultivos Marinos Lago Yelcho S.P.A.",NA,"2017-02-14",14,2,2017,"0.63541666666666663","PR7","41°59'41,79''S","72°39'47,79''W",-41.994942,-72.663275,"Aplochiton zebra","Farionela listada",1,"PESCA ELÉCTRICA",NA,NA,"-","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Palena","Comuna de Hualaihué","Sector Hualaihué Estero","SUBPESCA.PescaInvestigacion2012-2023.088","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Juan Cárcamo Barría (2017) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°411-2017. Proyecto: Caracterización de fauna íctica asociada al proyecto, piscicultura San Joaquín, sector El Varal, comuna de Hualaihué, X región de Los Lagos. Mandante: Cultivos Marinos Lago Yelcho S.P.A.",NA,"2017-02-12",12,6,2017,"0.65277777777777779","PC 1","41°59'26,91''S","72°40'14,85''W",-41.990808,-72.670792,"Aplochiton zebra","Farionela listada",2,"PESCA ELÉCTRICA",NA,NA,"-","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Palena","Comuna de Hualaihué","Sector Hualaihué Estero","SUBPESCA.PescaInvestigacion2012-2023.089","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
"Juan Cárcamo Barría (2017) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°411-2017. Proyecto: Caracterización de fauna íctica asociada al proyecto, piscicultura San Joaquín, sector El Varal, comuna de Hualaihué, X región de Los Lagos. Mandante: Cultivos Marinos Lago Yelcho S.P.A.",NA,"2017-02-12",12,6,2017,"0.65277777777777779","PC 1","41°59'26,91''S","72°40'14,85''W",-41.990808,-72.670792,"Galaxias maculatus","Puye/Truchita/Coltrao",1,"PESCA ELÉCTRICA",NA,NA,"-","Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Palena","Comuna de Hualaihué","Sector Hualaihué Estero","SUBPESCA.PescaInvestigacion2012-2023.090","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","SUBPESCA-2","CC NC-BY 4.0","Datos obtenidos por ley de transparencia.","SUBPESCA Pesca Investigación (2012-2023)"
