id_CC_original,id_CC_original,match_id,correcting_match,match_status,n_keys_used,match_keys_used,datasetName,canonicalName,year,eventDate,locality,decimalLatitude,decimalLongitude,bibliographicCitation,catalogNumber,occurrenceID,institutionCode,Duplicate,Comment,.references,.associatedReferences,.decimalLatitude,.decimalLongitude,.locality,.year,.eventDate,.bibliographicCitation,.canonicalName,.scientificName,.catalogNumber,.recordedBy,.occurrenceID
12408,12408,11358,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,salmo trutta,2006,NA,lago la paloma,-44.3486666672,-71.987944444,"Habit, E., Gonzalez,",790,NA,NA,1,"change coordinates to -45.912403, -72.107499; associatedReference: (Ortiz-Sandoval et al., 2017)",NA,"Ortiz-Sandoval et al., 2017",-45.912403,-72.107499,NA,NA,NA,NA,NA,NA,NA,NA,NA
12409,12409,11359,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,salmo trutta,2007,NA,lago la paloma,-44.3486666672,-71.987944444,"Ortiz-Sandoval, J., ",1033,NA,NA,0,"change coordinates to -45.904804, -72.098064",NA,NA,-45.904804,-72.098064,NA,NA,NA,NA,NA,NA,NA,NA,NA
12432,12432,11382,,matched,3,datasetName;canonicalName;decimalLatitude,vert,diplomystes camposensis,1976,1976-02-21,curalufu river,-43.30718,-71.971761,University of Kansas,19257,dc526799-1ed3-11e3-bfac-90b11c41863e,ku,NA,"Change coordinates to -39.818333, -72.863889, extracted from Arratia y Quezada 2017",NA,NA,-39.818333,-72.863889,NA,NA,NA,NA,NA,NA,NA,NA,NA
12434,12434,11383,good,matched,2,datasetName;canonicalName,vert,percichthys trucha,1976,1976-02-10,curalelfu river,-43.30718,-71.971761,University of Kansas,19290,dc528c2f-1ed3-11e3-bfac-90b11c41863e,ku,NA,"Change coordinates to -39.818333, -72.863889, extracted from Arratia y Quezada 2017",NA,NA,-39.818333,-72.863889,NA,NA,NA,NA,NA,NA,NA,NA,NA
12438,12438,11385,good,matched,2,datasetName;canonicalName,vert,trichomycterus areolatus,1976,1976-02-21,curalufu river,-43.30718,-71.971761,University of Kansas,19217,dc5211e2-1ed3-11e3-bfac-90b11c41863e,ku,NA,"Change coordinates to -39.818333, -72.863889, extracted from Arratia y Quezada 2017",NA,NA,-39.818333,-72.863889,NA,NA,NA,NA,NA,NA,NA,NA,NA
12475,12475,11418,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus tshawytscha,2016,NA,río el toqui,-45.0272310002,-71.9504570004,"Muñoz, Nicolas J., R",972,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12480,12480,11421,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias platei,NA,NA,lago don poli,-46.2333333332,-71.95,Zama A. y Cárdenas E,1374,NA,NA,0,"Change coordinates to -46.241262, -71.964272",NA,NA,-46.241262,-71.964272,NA,NA,NA,NA,NA,NA,NA,NA,NA
12497,12497,11439,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias platei,2007,NA,lago frío,-45.6674999998,-71.9438000001,"CORREA, C., BRAVO, A",311,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12498,12498,11440,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,2007,NA,lago frío,-45.6674999998,-71.9438000001,"CORREA, C., BRAVO, A",312,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12506,12506,11444,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,2007,NA,lago frío,-45.6652032195,-71.9407879088,"Correa, C. and Hendr",282,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12507,12507,11445,,matched,3,datasetName;canonicalName;decimalLatitude,agui,salmo trutta,2007,NA,lago frío,-45.6652032195,-71.9407879088,"Correa, C. and Hendr",301,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12515,12515,11453,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,salvelinus fontinalis,2006,NA,lago lonconao,-43.2460749996,-71.9375519997,"Habit, E., Gonzalez,",770,NA,NA,1,"associatedReference: (Cussac et al., 2020)",NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12516,12516,11454,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,salvelinus fontinalis,NA,NA,lago lonconao,-43.2460749996,-71.9375519997,"Cussac, V.E.; Barran",538,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12550,12550,11483,,matched,3,datasetName;canonicalName;decimalLatitude,agui,percichthys trucha,NA,NA,puerto ibañez (lago gral carrera),-46.2833333331,-71.9333333331,Zama A. y Cárdenas E,1393,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12635,12635,11561,good,matched,3,datasetName;canonicalName;decimalLatitude,mma2,hatcheria macraei,NA,NA,río blanco. baker-pacific. rio blanco,-45.819538,-71.916997,FuenteReg: Publicaci,NA,NA,NA,NA,bibliograph: Unmack et al. 2012. Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations,NA,NA,NA,NA,NA,NA,NA,"Unmack, P. J., Barriga, J. P., Battini, M. A., Habit, E. M., & Johnson, J. B. (2012). Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations. Molecular Ecology, 21(4), 942–959. https://doi.org/10.1111/j.1365-294X.2011.05408.x",NA,NA,NA,NA,NA
12671,12671,11599,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias platei,2007,NA,lago quijada,-45.7177,-71.9110000001,"CORREA, C., BRAVO, A",321,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12672,12672,11600,,matched,3,datasetName;canonicalName;decimalLatitude,agui,salmo trutta,2007,NA,lago quijada,-45.7177,-71.9110000001,"CORREA, C., BRAVO, A",341,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12691,12691,11616,,matched,3,datasetName;canonicalName;decimalLatitude,agui,salmo trutta,2009,NA,lago quijada,-45.7153470434,-71.9079960784,"Correa, C. and Hendr",298,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12701,12701,11625,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias maculatus,2012,NA,NA,-44.237694,-71.893648,ND (NA) Proyecto Sis,20795,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12713,12713,11636,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus mykiss,2006,NA,lago blanco,-41.9462019999,-71.8874749999,"Habit, E., Gonzalez,",759,NA,NA,1,"associatedsReference: (Cussac et al., 2020)",NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12714,12714,11637,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus mykiss,NA,NA,lago blanco,-41.9462019999,-71.8874749999,"Cussac, V.E.; Barran",517,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12715,12715,11638,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus tshawytscha,2006,NA,lago blanco,-41.9462019999,-71.8874749999,"Habit, E., Gonzalez,",760,NA,NA,1,"associatedReference: (Cussac et al., 2020)",NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12716,12716,11639,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus tshawytscha,NA,NA,lago blanco,-41.9462019999,-71.8874749999,"Cussac, V.E.; Barran",518,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12726,12726,11653,"unlink, same colection diff batch",matched,3,datasetName;canonicalName;decimalLatitude,gbif,aplochiton zebra,1919,1919,"at mouth of creek near base of monte tronador, casa panque; 320 m elev.",-41.05,-71.883333,NA,78424,urn:catalog:cas:ich:78424,cas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12728,12728,NA,"unlink, record via iDigBio",no_match,NA,NA,gbif,trichomycterus areolatus,1919,1919-03,"at mouth of creek near base of monte tronador, casa panque; 320 m elev.",-41.05,-71.883333,NA,28570,urn:catalog:cas:ich:28570,cas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12730,12730,11653,good,matched,3,datasetName;canonicalName;decimalLatitude,gbif,aplochiton zebra,1919,1919,casa panque,-41.05,-71.8833,NA,77399,de80666b-7607-4ce4-b4ab-a9bcd9fcdd2d,fmnh,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12731,12731,11654,,matched,4,datasetName;canonicalName;decimalLatitude;decimalLongitude,idig,aplochiton zebra,1919,NA,casa panque,-41.05,-71.8833,NA,77399,de80666b-7607-4ce4-b4ab-a9bcd9fcdd2d,fmnh,1,year: 1919,NA,NA,NA,NA,NA,1919,NA,NA,NA,NA,NA,NA,NA
12736,12736,11657,,matched,3,datasetName;canonicalName;decimalLatitude,mma2,trichomycterus areolatus,1919,NA,casa pangue. rio peulla,-41.05,-71.883,FuenteReg: Eigenmann,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12757,12757,11675,,matched,3,datasetName;canonicalName;decimalLatitude,mma2,hatcheria macraei,NA,NA,río manso. cuenca río puelo (argentina). rio manso entre frontera y rio de los morros,-41.521,-71.874,FuenteReg: Unmack et,NA,NA,NA,1,associatedReference: (Unmack et al. 2012),NA,Unmack et al. 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12780,12780,11697,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias platei,2007,NA,lago monreal1,-45.6368999997,-71.8696000002,"CORREA, C., BRAVO, A",316,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12795,12795,11709,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus tshawytscha,2007,NA,río aysén,-45.8177500003,-71.8649166674,https://doi.org/10.1,817,NA,NA,NA,"Rio Huemules. (Montory et al. 2020. Biotransport of persistent organic pollutants in the southern Hemisphere by invasive Chinook salmon (<i>Oncorhynchus tshawytscha</i>) in the rivers of northern Chilean Patagonia, a UNESCO biosphere reserve)",NA,NA,NA,NA,Rio Huemules,NA,NA,"Montory, M., Habit, E., Fernandez, P., Grimalt, J. O., Kolok, A. S., Barra, R. O., & Ferrer, J. (2020). Biotransport of persistent organic pollutants in the southern Hemisphere by invasive Chinook salmon (Oncorhynchus tshawytscha) in the rivers of northern Chilean Patagonia, a UNESCO biosphere reserve. Environment International, 142, 105803. https://doi.org/10.1016/j.envint.2020.105803",NA,NA,NA,NA,NA
12807,12807,11720,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias platei,2007,NA,lago pollux,-45.6763,-71.8627000004,"CORREA, C., BRAVO, A",319,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12808,12808,11721,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,2007,NA,lago pollux,-45.6763,-71.8627000004,"CORREA, C., BRAVO, A",339,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12826,12826,11737,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,2007,NA,lago pollux,-45.6739544117,-71.8596643523,"Correa, C. and Hendr",284,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12827,12827,11738,,matched,3,datasetName;canonicalName;decimalLatitude,agui,salmo trutta,2007,NA,lago pollux,-45.6739544117,-71.8596643523,"Correa, C. and Hendr",302,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12830,12830,11741,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus tshawytscha,2007,NA,río huemules,-45.8167160002,-71.8579220004,https://doi.org/10.1,813,NA,NA,NA,"(Montory et al. 2020. Biotransport of persistent organic pollutants in the southern Hemisphere by invasive Chinook salmon (<i>Oncorhynchus tshawytscha</i>) in the rivers of northern Chilean Patagonia, a UNESCO biosphere reserve)",NA,NA,NA,NA,NA,NA,NA,"Montory, M., Habit, E., Fernandez, P., Grimalt, J. O., Kolok, A. S., Barra, R. O., & Ferrer, J. (2020). Biotransport of persistent organic pollutants in the southern Hemisphere by invasive Chinook salmon (Oncorhynchus tshawytscha) in the rivers of northern Chilean Patagonia, a UNESCO biosphere reserve. Environment International, 142, 105803. https://doi.org/10.1016/j.envint.2020.105803",NA,NA,NA,NA,NA
12832,12832,11743,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus tshawytscha,2016,NA,río huemules,-45.8174649997,-71.8569919998,"Muñoz, Nicolas J., R",974,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12836,12836,11747,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias platei,2007,NA,lago el toro,-45.5299,-71.8534999997,"CORREA, C., BRAVO, A",323,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12842,12842,11750,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias platei,2007,NA,laguna juncos,-45.6336000004,-71.8509000003,"CORREA, C., BRAVO, A",314,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12846,12846,11752,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus mykiss,2006,NA,lago azul,-41.949129,-71.8505280003,"Habit, E., Gonzalez,",746,NA,NA,1,"associatedsReference: (Cussac et al., 2020)",NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12849,12849,11755,,matched,3,datasetName;canonicalName;decimalLatitude,agui,salmo trutta,2006,NA,lago azul,-41.949129,-71.8505280003,"Habit, E., Gonzalez,",745,NA,NA,1,"associatedsReference: (Cussac et al., 2020)",NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12850,12850,11756,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias platei,NA,NA,lago pollux,-45.6666666673,-71.8500000002,Zama A. y Cárdenas E,1372,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12851,12851,11757,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,NA,NA,lago azul,-41.9496440004,-71.8492919999,"Cussac, V.E.; Barran",491,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12852,12852,11758,,matched,3,datasetName;canonicalName;decimalLatitude,agui,salmo trutta,NA,NA,lago azul,-41.9496440004,-71.8492919999,"Cussac, V.E.; Barran",492,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12885,12885,11786,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias platei,2007,NA,lago leon,-45.6161000001,-71.8405000001,"CORREA, C., BRAVO, A",315,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12908,12908,11805,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus mykiss,2006,NA,lago las rocas,-42.0357230003,-71.8315429998,"Habit, E., Gonzalez,",754,NA,NA,1,"associatedReference: (Cussac et al., 2020)",NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12910,12910,11807,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus mykiss,NA,NA,lago las rocas,-42.0357230003,-71.8315429998,"Cussac, V.E.; Barran",499,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12911,12911,11808,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,salmo trutta,2006,NA,lago las rocas,-42.0357230003,-71.8315429998,"Habit, E., Gonzalez,",753,NA,NA,1,"associatedsReference: (Cussac et al., 2020)",NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12912,12912,11809,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,salmo trutta,NA,NA,lago las rocas,-42.0357230003,-71.8315429998,"Cussac, V.E.; Barran",501,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12913,12913,11810,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,salvelinus fontinalis,2006,NA,lago las rocas,-42.0357230003,-71.8315429998,"Habit, E., Gonzalez,",755,NA,NA,1,"associatedReference: (Cussac et al., 2020)",NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12914,12914,11811,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,salvelinus fontinalis,NA,NA,lago las rocas,-42.0357230003,-71.8315429998,"Cussac, V.E.; Barran",500,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12922,12922,11817,,matched,3,datasetName;canonicalName;decimalLatitude,agui,salmo trutta,2007,NA,laguna brava,-45.0997000003,-71.8272000001,"CORREA, C., BRAVO, A",327,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12928,12928,11821,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias platei,2007,NA,laguna escondida,-45.5324000002,-71.8259000004,"CORREA, C., BRAVO, A",310,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12930,12930,11822,,matched,3,datasetName;canonicalName;decimalLatitude,agui,salmo trutta,2009,NA,laguna brava,-45.0973112237,-71.8242545198,"Correa, C. and Hendr",289,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12946,12946,11831,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus tshawytscha,2004,NA,río pico,-44.1999999997,-71.8166666672,"Correa, C., Gross, M",346,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12950,12950,11835,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias platei,2007,NA,laguna gemela,-45.5462999999,-71.8162,"CORREA, C., BRAVO, A",313,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12979,12979,11859,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,2007,NA,lago thompson,-45.6467000002,-71.7929000002,"CORREA, C., BRAVO, A",343,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12982,12982,11860,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,NA,NA,lago thompson,-45.6466800002,-71.7925359996,"Cussac, V.E.; Barran",550,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12993,12993,11866,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,2007,NA,lago thompson,-45.6475879027,-71.7909904562,"Correa, C. and Hendr",305,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12994,12994,11867,,matched,3,datasetName;canonicalName;decimalLatitude,agui,salmo trutta,2007,NA,lago thompson,-45.6475879027,-71.7909904562,"Correa, C. and Hendr",304,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13048,13048,11901,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias platei,2007,NA,lago castor,-45.6002999999,-71.7814999997,"CORREA, C., BRAVO, A",308,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13049,13049,11902,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,2007,NA,lago castor,-45.6002999999,-71.7814999997,"CORREA, C., BRAVO, A",330,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13051,13051,11904,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus mykiss,2006,NA,lago inferior,-42.0964019999,-71.7814599997,"Habit, E., Gonzalez,",757,NA,NA,1,"associatedReference:(Cussac et al., 2020)",NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13053,13053,11906,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus mykiss,NA,NA,lago inferior,-42.0964019999,-71.7814599997,"Cussac, V.E.; Barran",502,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13055,13055,11908,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,salmo trutta,2006,NA,lago inferior,-42.0964019999,-71.7814599997,"Habit, E., Gonzalez,",756,NA,NA,1,"associatedsReference: (Cussac et al., 2020) | (Ortiz-Sandoval et al., 2017)",NA,"Cussac et al., 2020 | Ortiz-Sandoval et al., 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13056,13056,11909,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,salmo trutta,2007,NA,lago inferior,-42.0964019999,-71.7814599997,"Ortiz-Sandoval, J., ",1003,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13057,13057,11910,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,salmo trutta,NA,NA,lago inferior,-42.0964019999,-71.7814599997,"Cussac, V.E.; Barran",504,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13058,13058,11911,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,salvelinus fontinalis,2006,NA,lago inferior,-42.0964019999,-71.7814599997,"Habit, E., Gonzalez,",758,NA,NA,1,"associatedReference: (Cussac et al., 2020)",NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13059,13059,11912,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,salvelinus fontinalis,NA,NA,lago inferior,-42.0964019999,-71.7814599997,"Cussac, V.E.; Barran",503,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13060,13060,11913,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,2007,NA,lago castor,-45.5979283735,-71.7785410422,"Correa, C. and Hendr",286,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13061,13061,11914,,matched,3,datasetName;canonicalName;decimalLatitude,agui,salmo trutta,2007,NA,lago castor,-45.5979283735,-71.7785410422,"Correa, C. and Hendr",303,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13114,13114,11958,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,2006,NA,lago thompson,-44.5955277783,-71.7400555562,"Habit, E., Gonzalez,",792,NA,NA,NA,"change coordinates to: -45.645929, -71.791763, associated reference: (Cussac et al., 2020)",NA,"Cussac et al., 2020",-45.645929,-71.791763,NA,NA,NA,NA,NA,NA,NA,NA,NA
13118,13118,11961,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus tshawytscha,2007,NA,río huemules,-45.8575510002,-71.7386450002,https://doi.org/10.1,814,NA,NA,NA,"(Montory et al. 2020. Biotransport of persistent organic pollutants in the southern Hemisphere by invasive Chinook salmon (<i>Oncorhynchus tshawytscha</i>) in the rivers of northern Chilean Patagonia, a UNESCO biosphere reserve)",NA,NA,NA,NA,NA,NA,NA,"Montory, M., Habit, E., Fernandez, P., Grimalt, J. O., Kolok, A. S., Barra, R. O., & Ferrer, J. (2020). Biotransport of persistent organic pollutants in the southern Hemisphere by invasive Chinook salmon (Oncorhynchus tshawytscha) in the rivers of northern Chilean Patagonia, a UNESCO biosphere reserve. Environment International, 142, 105803. https://doi.org/10.1016/j.envint.2020.105803",NA,NA,NA,NA,NA
13120,13120,11962,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton zebra,NA,NA,lago futalaufquen,-42.7666666668,-71.7333333326,"Cussac, V., Ortubay,",371,NA,NA,0,also in Lattucca 2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13176,13176,12009,,matched,4,datasetName;canonicalName;decimalLatitude;decimalLongitude,agui,galaxias maculatus,2002,NA,laguna los césares,-41.316666667,-71.7166666674,Viozzi G. Semenas L.,1304,NA,NA,NA,"change coordinates to -41.308042, -71.688649",NA,NA,-41.308042,-71.688649,NA,NA,NA,NA,NA,NA,NA,NA,NA
13177,13177,12010,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias maculatus,1995,NA,lago fonck,-41.3000000001,-71.7166666674,Viozzi G. Semenas L.,1306,NA,NA,NA,"change coordinates to -41.313347, -71.781624",NA,NA,-41.313347,-71.781624,NA,NA,NA,NA,NA,NA,NA,NA,NA
13186,13186,12015,,matched,3,datasetName;canonicalName;decimalLatitude,mma2,hatcheria macraei,NA,NA,río huemules. vertiente chilena del rio simpson en la frontera,-45.906,-71.712,OrigenReg: Publicaci,NA,NA,NA,1,associated reference: (Unmack et al. 2012),NA,Unmack et al. 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13189,13189,12018,good,matched,3,datasetName;canonicalName;decimalLatitude,mma2,hatcheria macraei,NA,NA,río huemules. aysén-pacific. vertiente chilena del rio simpson en la frontera,-45.906333,-71.711722,FuenteReg: Publicaci,NA,NA,NA,0,bibliograph: Unmack et al. 2012. Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations,NA,NA,NA,NA,NA,NA,NA,"Unmack, P. J., Barriga, J. P., Battini, M. A., Habit, E. M., & Johnson, J. B. (2012). Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations. Molecular Ecology, 21(4), 942–959. https://doi.org/10.1111/j.1365-294X.2011.05408.x",NA,NA,NA,NA,NA
13248,13248,12061,"unlink, same collection diff batch",matched,3,datasetName;canonicalName;decimalLatitude,gbif,odontesthes hatcheri,1990,1990-01-24,"lake general carrera, bahia jara, 17 km w of chile chico, at mouth of arroyo or estero bano, prov. general carrera,*",-46.533333,-71.683333,NA,218596,4e32b470-5f6a-46d7-a4ad-fb846facdc20,ummz,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
