id_CC_original,id_CC_original,match_id,correcting_match,match_status,n_keys_used,match_keys_used,datasetName,canonicalName,year,eventDate,locality,decimalLatitude,decimalLongitude,bibliographicCitation,catalogNumber,occurrenceID,institutionCode,Duplicate,Comment,.references,.associatedReferences,.decimalLatitude,.decimalLongitude,.locality,.year,.eventDate,.bibliographicCitation,.canonicalName,.scientificName,.catalogNumber,.recordedBy,.occurrenceID
2393,2393,2102,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,aplochiton zebra,2010,NA,NA,-47.682555,-73.145149,CEA (NA) Linea Base ,15864,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2397,2397,2106,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,hatcheria macraei,2009,NA,NA,-47.682555,-73.145149,CEA (NA) Linea Base ,15507,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2398,2398,2107,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,percichthys trucha,2009,NA,NA,-47.682555,-73.145149,CEA (NA) Linea Base ,15562,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2420,2420,2124,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,aplochiton zebra,2010,NA,NA,-48.009521,-73.140142,CEA (NA) Linea Base ,15870,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2432,2432,2135,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,galaxias maculatus,2013,NA,río santa maría,-51.9649999997,-73.1380555556,"Górski, K., González",730,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433,2433,2136,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,galaxias maculatus,2014,NA,estuario santa maría,-51.9649999997,-73.1380555556,"Pérez, S., Manosalva",1054,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2435,2435,2137,,matched,3,datasetName;canonicalName;decimalLatitude,mma2,galaxias maculatus,2014,2014-04-24,rio santa maria. canal santa maria. peninsula cordillera riesco,-51.966,-73.138,OrigenReg: Base Dato,NA,NA,NA,1,associatedReferences (Górski et al. 2017 | Pérez et al. 2022),NA,Górski et al. 2017 | Pérez et al. 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2453,2453,2152,,matched,3,datasetName;canonicalName;decimalLatitude,mma2,aplochiton zebra,NA,NA,puerto grey. rio de grey,-51.1171,-73.1267,FuenteReg: Gunther 1,NA,NA,NA,NA,"Gunther 1880. Change coordinates to -48.91905°, -74.3134°. Specimens collected by the H.M.S. Challenger in Messier Channel. eventDate 1876, catalogNumber BMNH 1879.5.14.597-598",NA,NA,-48.91905,-74.3134,NA,1876,1876,NA,NA,NA,BMNH 1879.5.14.597-598,H.M.S. Challenger Expedition,NA
2463,2463,2161,,matched,3,datasetName;canonicalName;decimalLatitude,mma2,aplochiton zebra,1982,NA,lago quetro. rio pascua entre arriba rio quetru y rio borquez,-48.113,-73.121,FuenteReg: McDowall ,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2471,2471,2169,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,aplochiton zebra,2012,NA,NA,-48.159998,-73.117037,CEA (NA) Monitoreo L,21944,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2497,2497,2194,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,aplochiton zebra,2012,NA,NA,-48.115478,-73.109366,CEA (NA) Monitoreo L,21942,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2499,2499,2196,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2012,NA,NA,-48.115478,-73.109366,CEA (NA) Monitoreo L,21941,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2534,2534,2229,,matched,3,datasetName;canonicalName;decimalLatitude,agui,eleginops maclovinus,NA,NA,fiordo de aysén,-45.3500000001,-73.1000000004,Rademacher K. 2007. ,1062,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2536,2536,2231,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias maculatus,NA,NA,fiordo aysén,-45.3500000001,-73.1000000004,Rademacher K. 2007. ,1079,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2543,2543,2238,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias maculatus,NA,NA,angelmó,-41.7166666671,-73.1000000004,"Cussac, V., Ortubay,",399,NA,NA,NA,"Change coordinates to -41.482698, -72.959770",NA,NA,-41.482698,-72.95977,NA,NA,NA,NA,NA,NA,NA,NA,NA
2570,2570,2260,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,percichthys trucha,2009,NA,NA,-47.532097,-73.089291,CEA (NA) Proyecto Hi,4972,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2576,2576,2266,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,aplochiton zebra,2012,NA,NA,-48.157151,-73.089022,CEA (NA) Monitoreo L,21931,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2579,2579,2269,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,galaxias maculatus,2012,NA,NA,-48.157151,-73.089022,CEA (NA) Monitoreo L,21933,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2605,2605,2290,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,aplochiton zebra,2010,NA,NA,-47.547586,-73.086243,CEA (NA) Linea Base ,15868,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2607,2607,2292,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias maculatus,2010,NA,NA,-47.547586,-73.086243,CEA (NA) Linea Base ,15941,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2609,2609,2294,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2010,NA,NA,-47.547586,-73.086243,CEA (NA) Linea Base ,15874,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2611,2611,2296,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,odontesthes hatcheri,2010,NA,NA,-47.547586,-73.086243,CEA (NA) Linea Base ,15890,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2618,2618,2303,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,aplochiton zebra,2007,NA,NA,-47.547555,-73.086005,CEA (NA) Proyecto Hi,4394,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2620,2620,2305,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,hatcheria macraei,2007,NA,NA,-47.547555,-73.086005,CEA (NA) Proyecto Hi,4395,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2627,2627,2312,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,percichthys trucha,2007,NA,NA,-47.547555,-73.086005,CEA (NA) Proyecto Hi,4397,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2661,2661,2336,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton marinus,NA,NA,estero ventisquero,-48.1166666669,-73.0833333326,Zama A. y Cárdenas E,1351,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2662,2662,2337,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton taeniatus,NA,NA,estero ventisquero,-48.1166666669,-73.0833333326,"Cussac, V., Ortubay,",362,NA,NA,0,"(from McDowall and Nakaya) Change Species to A. marinus. Change coordinates to -48.250000, -73.591667",NA,"McDowall & Nakaya, 1988",-48.25,-73.591667,NA,NA,NA,NA,Aplochiton marinus,"Aplochiton marinus Eigenmann, 1928",NA,NA,NA
2663,2663,2338,,matched,4,datasetName;canonicalName;decimalLatitude;decimalLongitude,agui,oncorhynchus tshawytscha,2004,2004-03-13,río vargas,-47.6999999999,-73.0833333326,"Correa, C., Gross, M",351,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2671,2671,2342,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,aplochiton zebra,2012,NA,NA,-48.169842,-73.081731,CEA (NA) Monitoreo L,21924,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2673,2673,2344,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,galaxias maculatus,2012,NA,NA,-48.169842,-73.081731,CEA (NA) Monitoreo L,21925,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2674,2674,2345,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2012,NA,NA,-48.169842,-73.081731,CEA (NA) Monitoreo L,21922,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2677,2677,2348,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2011,NA,NA,-47.551259,-73.08042,CEA (NA) Monitoreo L,16183,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2678,2678,2349,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,hatcheria macraei,2011,NA,NA,-47.551259,-73.08042,CEA (NA) Monitoreo L,16190,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2680,2680,2351,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,percichthys trucha,2011,NA,NA,-47.551259,-73.08042,CEA (NA) Monitoreo L,16243,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2681,2681,2352,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,percichthys trucha,2012,NA,NA,-47.551259,-73.08042,CEA (NA) Monitoreo L,21899,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2693,2693,2360,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,aplochiton zebra,2007,NA,NA,-47.563861,-73.079082,CEA (NA) Proyecto Hi,4693,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2695,2695,2362,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,aplochiton zebra,2008,NA,NA,-47.563861,-73.079082,CEA (NA) Proyecto Hi,4734,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2734,2734,2396,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;year,mma2,aplochiton zebra,2012,2012-08-18,rio baker entre rio de los ñadis y rio ventisquero,-47.563,-73.078,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2750,2750,2409,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias platei,2011,NA,lago dickson,-50.8786111106,-73.0736111109,"Vera-Escalona, I., H",1275,NA,NA,0,associatedReference: (Vera-Escalona et al. 2015),NA,Vera-Escalona et al. 2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2751,2751,2410,,matched,3,datasetName;canonicalName;decimalLatitude,mma2,galaxias platei,2011,2011-08-14,lago dickson. rio paine en desembocadura lago nordenskjold,-50.878,-73.073,OrigenReg: Base Dato,NA,NA,NA,1,associatedReference: (Vera-Escalona et al. 2015),NA,Vera-Escalona et al. 2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2864,2864,2518,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus tshawytscha,2004,2004-03-13,río jaramillo,-47.6999999999,-73.0499999996,"Correa, C., Gross, M",349,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2866,2866,2519,,matched,3,datasetName;canonicalName;decimalLatitude,agui,eleginops maclovinus,NA,NA,río salto,-43.4166666673,-73.0499999996,Rademacher K. 2007. ,1067,NA,NA,0,"change coordinates to -45.444129, -72.788436",NA,NA,-45.444129,-72.788436,NA,NA,NA,NA,NA,NA,NA,NA,NA
2867,2867,2520,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias maculatus,NA,NA,río salto,-43.4166666673,-73.0499999996,Rademacher K. 2007. ,1085,NA,NA,0,"change coordinates to -45.444129, -72.788436
",NA,NA,-45.444129,-72.788436,NA,NA,NA,NA,NA,NA,NA,NA,NA
2899,2899,2552,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus tshawytscha,2016,NA,río jaramillo,-47.7016680004,-73.041936,"Muñoz, Nicolas J., R",975,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2904,2904,2556,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,galaxias platei,2008,NA,NA,-45.126573,-73.038403,CEA (NA) Linea De Ba,15081,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3004,3004,2649,,matched,3,datasetName;canonicalName;decimalLatitude,vert,eleginops maclovinus,1945,NA,chile: tictoc bay,-43.62,-73,National Museum of N,176386,http://n2t.net/ark:/65665/3b8a7eea9-316a-437c-98a8-5888cf2096cd,usnm,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3007,3007,2652,,matched,3,datasetName;canonicalName;decimalLatitude,vert,odontesthes,1945,NA,chile: tictoc bay,-43.62,-73,National Museum of N,176502,http://n2t.net/ark:/65665/3c9bdf3bc-f24e-4dec-a934-e42255c1dfba,usnm,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3012,3012,2657,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias maculatus,2008,NA,NA,-45.679957,-72.997873,CEA (NA) Linea De Ba,15058,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3014,3014,2659,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2008,NA,NA,-45.679957,-72.997873,CEA (NA) Linea De Ba,15074,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3058,3058,2703,,matched,3,datasetName;canonicalName;decimalLatitude,agui,salmo trutta,2006,NA,lago condor,-44.7141111107,-72.993194444,"Habit, E., Gonzalez,",797,NA,NA,NA,"change coordinates to -45.572230, -72.960684",NA,NA,-45.57223,-72.960684,NA,NA,NA,NA,NA,NA,NA,NA,NA
3068,3068,2713,good,matched,3,datasetName;canonicalName;decimalLatitude,mma2,galaxias platei,2009,2009-12-06,lago pehoe. cerca explora. lagos nordenkjold y pehoe y rio paine en desembocadura,-51.108,-72.992,OrigenReg: Base Dato,NA,NA,NA,1,associatedReference: (Vera-Escalona et al. 2015),NA,Vera-Escalona et al. 2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3084,3084,2727,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,galaxias platei,2008,NA,NA,-45.624992,-72.990377,CEA (NA) Linea De Ba,15175,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3086,3086,2729,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,galaxias platei,2010,NA,NA,-45.624992,-72.990377,CEA (NA) Linea De Ba,15991,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3108,3108,2746,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias platei,2009,NA,lago pehoe,-51.1086111114,-72.9883333331,"Vera-Escalona, I., H",1279,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3263,3263,2900,good,matched,3,datasetName;canonicalName;decimalLatitude,mma2,hatcheria macraei,NA,NA,río baker. baker-pacific. rio baker entre rio de los ñadis y rio ventisquero,-47.498417,-72.97475,FuenteReg: Publicaci,NA,NA,NA,1,bibliograph: Unmack et al. 2012. Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations,NA,NA,NA,NA,NA,NA,NA,"Unmack, P. J., Barriga, J. P., Battini, M. A., Habit, E. M., & Johnson, J. B. (2012). Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations. Molecular Ecology, 21(4), 942–959. https://doi.org/10.1111/j.1365-294X.2011.05408.x",NA,NA,NA,NA,NA
3374,3374,3006,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2008,NA,NA,-45.151094,-72.970418,CEA (NA) Linea De Ba,15080,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3388,3388,3020,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,galaxias platei,2008,NA,NA,-45.133658,-72.970414,CEA (NA) Linea De Ba,15076,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3440,3440,3072,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,subpesca-1,galaxias platei,2008,NA,NA,-45.116421,-72.970021,CEA (NA) Linea De Ba,15075,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3474,3474,3099,,matched,3,datasetName;canonicalName;decimalLatitude,vert,eleginops maclovinus,1945,NA,chile: puerto montt and canal tenglo,-41.5,-72.97,National Museum of N,114933,http://n2t.net/ark:/65665/347e50d2a-6abf-4f62-84b8-4e6c9ea77e1c,usnm,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3844,3844,3472,,matched,3,datasetName;canonicalName;decimalLatitude,agui,eleginops maclovinus,NA,NA,estero pillan,-42.5666666672,-72.9666666667,Rademacher K. 2007. ,1069,NA,NA,0,"change coordinates to -42.552714, -72.495461",NA,NA,-42.552714,-72.495461,NA,NA,NA,NA,NA,NA,NA,NA,NA
3985,3985,3612,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,2006,NA,lago cochrane,-45.1024722216,-72.9655277779,"Habit, E., Gonzalez,",802,NA,NA,NA,"change coordiantes to : -47.206717, -72.288243",NA,NA,-47.206717,-72.288243,NA,NA,NA,NA,NA,NA,NA,NA,NA
3986,3986,3613,,matched,3,datasetName;canonicalName;decimalLatitude,agui,salmo trutta,2006,NA,lago cochrane,-45.1024722216,-72.9655277779,"Habit, E., Gonzalez,",801,NA,NA,NA,"change coordiantes to : -47.206717, -72.288243",NA,NA,-47.206717,-72.288243,NA,NA,NA,NA,NA,NA,NA,NA,NA
4020,4020,3641,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2007,NA,NA,-45.10868,-72.963443,CEA (NA) Proyecto Ce,5248,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4064,4064,3687,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2012,NA,NA,-48.375819,-72.957455,CEA (NA) Monitoreo L,21871,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4105,4105,3718,,matched,3,datasetName;canonicalName;decimalLatitude,fishgis_metadatabase_ccorrea,galaxias platei,NA,NA,yulton-meullin lakes,-45.13768,-72.95085,"Soto, D., I. Arismen",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4111,4111,3722,,matched,3,datasetName;canonicalName;decimalLatitude,gbif,galaxias maculatus,1919,1919,"puerto montt, estero pilluco, elev. 5 m",-41.4667,-72.95,NA,77554,8f5c92c6-d0ce-435f-8567-0b7ecb391ac3,fmnh,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4135,4135,NA,"unlink, record via iDigBio",no_match,NA,NA,gbif,aplochiton taeniatus,1919,1919-02-23,puerto montt.,-41.475769,-72.948441,NA,97400,urn:catalog:cas:ich:97400,cas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4136,4136,NA,"unlink, record via iDigBio",no_match,NA,NA,gbif,eleginops maclovinus,NA,NA,puerto montt,-41.475769,-72.948441,NA,30442,urn:catalog:cas:ich:30442,cas,1,year: 1919,NA,NA,NA,NA,NA,1919,NA,NA,NA,NA,NA,NA,NA
4137,4137,NA,"unlink, record via iDigBio",no_match,NA,NA,gbif,salmo trutta,NA,NA,puerto montt.,-41.475769,-72.948441,NA,208909,urn:catalog:cas:ich:208909,cas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4164,4164,3771,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2011,NA,NA,-47.474537,-72.947377,CEA (NA) Monitoreo L,16187,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4165,4165,3772,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,hatcheria macraei,2011,NA,NA,-47.474537,-72.947377,CEA (NA) Monitoreo L,16197,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4209,4209,3807,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,galaxias maculatus,2008,NA,NA,-45.479217,-72.936851,CEA (NA) Linea De Ba,15060,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4229,4229,NA,3831,no_match,NA,NA,mma2,galaxias platei,2009,2009-12-06,lago nordenskjold. l nordenskjold en paso de la muerte. lagos nordenkjold y pehoe y rio paine en desembocadura,-51.043,-72.93,OrigenReg: Base Dato,NA,NA,NA,1,associatedReference: (Vera-Escalona et al. 2015),NA,Vera-Escalona et al. 2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4286,4286,3883,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2012,NA,NA,-47.438541,-72.926761,CEA (NA) Monitoreo L,21850,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4314,4314,3909,,matched,3,datasetName;canonicalName;decimalLatitude,idig,animalia,1995,1995-01-24,intertidal pools of river that originates in lago camillo on isla magdalena and flows to seno soto,-44.533333,-72.916667,NA,68433,2d727022-7bf2-4dce-8d6a-94d8cc98f3f0,tnhc,NA,Change canonicalName to Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias,NA,NA,NA,NA
4368,4368,3957,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2008,NA,NA,-45.145963,-72.911502,CEA (NA) Linea De Ba,15088,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4416,4416,4003,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias maculatus,2012,NA,NA,-47.44154,-72.908074,CEA (NA) Monitoreo L,21841,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4464,4464,4046,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,subpesca-1,galaxias platei,2008,NA,NA,-45.147052,-72.907608,CEA (NA) Linea De Ba,15077,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4511,4511,4090,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias platei,2007,NA,lago yulton,-45.1179999997,-72.9021999997,"CORREA, C., BRAVO, A",324,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4546,4546,4125,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,galaxias maculatus,2008,NA,NA,-45.468199,-72.900257,CEA (NA) Linea De Ba,15061,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4556,4556,4134,,matched,3,datasetName;canonicalName;decimalLatitude,idig,eleginops maclovinus,NA,NA,"puerto montt, espero pilluco",-41.486946,-72.899212,NA,30442,urn:catalog:cas:ich:30442,cas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4557,4557,4136,,matched,3,datasetName;canonicalName;decimalLatitude,idig,salmo trutta,NA,NA,"puerto montt, espero pilluco",-41.486946,-72.899212,NA,208909,urn:catalog:cas:ich:208909,cas,1,year: 1919,NA,NA,NA,NA,NA,1919,NA,NA,NA,NA,NA,NA,NA
4565,4565,4145,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias maculatus,2012,NA,NA,-47.4282,-72.895104,CEA (NA) Monitoreo L,21819,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4566,4566,4146,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2012,NA,NA,-47.4282,-72.895104,CEA (NA) Monitoreo L,21820,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4582,4582,4158,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,hatcheria macraei,2007,NA,NA,-47.509144,-72.888348,CEA (NA) Proyecto Hi,4678,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4635,4635,4207,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias maculatus,2012,NA,NA,-47.415196,-72.875564,CEA (NA) Monitoreo L,21783,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4636,4636,4208,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2012,NA,NA,-47.415196,-72.875564,CEA (NA) Monitoreo L,21784,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
