CM_row_id,prim_key,correccion,Remove_from_master,.locality,.decimalLatitude,.decimalLongitude,.year,.eventDate,.recordedBy,.individualCount,.bibliographicCitation,.canonicalName,.scientificName
313,agui | MAguilar.Lit.Review.84,coord  54.6578257/67.8040388,,,-54.6578257,-67.8040388,,,,,,,
314,agui | MAguilar.Lit.Review.1165,coord  54.6431/67.7928,,,-54.6431,-67.7928,,,,,,,
315,agui | MAguilar.Lit.Review.178,year: 2001; recordedBy D. Milano; individualCount: 10,,,,,2001,,Daniela Milano,10,,,
316,agui | MAguilar.Lit.Review.1427,coord  54.6431/67.7928,,,-54.6431,-67.7928,,,,,,,
317,agui | MAguilar.Lit.Review.952,year: 2001; individualCount:7,,,,,2001,,,7,,,
318,agui | MAguilar.Lit.Review.177,year: 2001; individualCount:7,,,,,2001,,,7,,,
319,agui | MAguilar.Lit.Review.364,locality: L. Chepelmut,,Lago Chepelmut,,,,,,,,,
320,agui | MAguilar.Lit.Review.382,locality: L. Chepelmut,,Lago Chepelmut,,,,,,,,,
321,,locality: Lago Chepelmut,,Lago Chepelmut,,,,,,,,,
322,gbif | CENPAT-CONICET-CNPICT-CNPICT1996/31,no podemos decir nada,,,,,,,,,,,
323,inat | https://www.inaturalist.org/observations/36240337,no podemos decir nada,,,,,,,,,,,
324,,???? Coord en la tierra,,,,,,,,,,,
325,inat | https://www.inaturalist.org/observations/106084695,"no tenemos como comprobar, pero suponemos que es Bahia Varela",,,,,,,,,,,
326,agui | MAguilar.Lit.Review.883," coord  54.873749/67.28643; En bibliographicCitation Es Lattuca, M. E., Boy, C. C., Vanella, F. A., Barrantes, M. E., & Fernández, D. A. (2018). Thermal responses of three native fishes from estuarine areas of the Beagle Channel, and their implications for climate change. Hydrobiologia, 808(1), 235-249.",,,-54.873749,-67.28643,,,,,"Lattuca, M. E., Boy, C. C., Vanella, F. A., Barrantes, M. E., & Fernández, D. A. (2018). Thermal responses of three native fishes from estuarine areas of the Beagle Channel, and their implications for climate change. Hydrobiologia, 808(1), 235-249.",,
327,inat | https://www.inaturalist.org/observations/195165906,Locality: parece el Río Cambaceres,,Río Cambaceres,,,,,,,,,
328,agui | MAguilar.Lit.Review.481,coord  54.6431/67.7928,,,-54.6431,-67.7928,,,,,,,
329,agui | MAguilar.Lit.Review.366,???? Coord en la tierra,,,,,,,,,,,
330,gbif | CENPAT-CONICET-CNPICT-CNPICT1967/9,no tenemos como comprobar,,,,,,,,,,,
