"id_CC","duplicated_CC","spatialClust_CC","canonicalName","eventDate","year","locality","bibliographicCitation","datasetName","recordedBy","identifiedBy","catalogNumber","institutionCode","institutionID","occurrenceID","occurrenceStatus","collectionCode","collectionID","rObjectRank_CC","decimalLatitude","decimalLongitude","scientificName","individualCount","samplingProtocol","locationRemarks","license","rightsHolder","accessRights","basisOfRecord","eventRemarks","references","sex","lifeStage","establishmentMeans","disposition","occurrenceRemarks","verbatimEventDate","eventTime","month","day","habitat","samplingEffort","continent","country","countryCode","stateProvince","county","municipality","verbatimElevation","verbatimLatitude","verbatimLongitude","kingdom","phylum","class","order","family","genus","specificEpithet","vernacularName","coordinateUncertaintyInMeters","waterBody","typeStatus","organismQuantityType","recordNumber","organismQuantity","uuid","Identification","gbifID","datasetKey","species","infraspecificEpithet","taxonRank","verbatimScientificName","verbatimScientificNameAuthorship","publishingOrgKey","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","taxonKey","speciesKey","dateIdentified","lastInterpreted","mediaType","issue","recordedByID","modified","taxonID","verbatimCoordinateSystem","verbatimSRS","bibiographicCitation","sampleSizeValue","sampleSizeUnit","higherClassification","startDayOfYear","geodeticDatum","higherGeography","verbatimLocality","eventID","language","georeferenceVerificationStatus","nomenclaturalCode","endDayOfYear","georeferencedDate","georeferenceProtocol","georeferencedBy","preparations","fieldNumber","georeferenceSources","scientificNameAuthorship","georeferenceRemarks","associatedReferences","otherCatalogNumbers","dynamicProperties","island","verbatimDepth","maximumDepthInMeters","minimumDepthInMeters","footprintWKT","identificationVerificationStatus","ownerInstitutionCode","islandGroup","identificationRemarks","previousIdentifications","locationAccordingTo","locationID","organismID","datasetID","associatedMedia","materialSampleID","subgenus","minimumElevationInMeters","maximumElevationInMeters","namePublishedInID","scientificNameID","namePublishedInYear","namePublishedIn","verbatimCoordinates","originalNameUsage","associatedSequences","identificationQualifier","earliestAgeOrLowestStage","verbatimTaxonRank","formation","lithostratigraphicTerms","latestAgeOrHighestStage","group","member","lowestBiostratigraphicZone","highestBiostratigraphicZone","bed","earliestPeriodOrLowestSystem","earliestEpochOrLowestSeries","latestEonOrHighestEonothem","earliestEraOrLowestErathem","earliestEonOrLowestEonothem","latestEraOrHighestErathem","geologicalContextID","latestPeriodOrHighestSystem","latestEpochOrHighestSeries","scientificName_Old","IncludePewProAP"
18,TRUE,1160,"Galaxias maculatus",NA,NA,"Port Otway","Rademacher K. 2007. Peces litorales de Aysén y sus relaciones ictiogeográficas. Tesis de Pregrado Biología Marina, Facultad de Ciencias. Universidad Austral de Chile. 115 p.","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,"1082",NA,NA,NA,NA,NA,NA,"4",-46.8333333329,-75.2999999996,"Galaxias maculatus (Jenyns, 1842)",NA,NA,NA,"CC BY-NC 4.0",NA,NA,"HumanObservation",NA,"Thompson WF (1916) Fishes collected by the U.S. Bureau of Fisheries Steamer “Albatross” during 1888, between Montevideo, Uruguay and Tomé, Chile, on the voyage through the Strait of Magellan, Proc. U.S. Nat. Mus. 50: 401-476.   |  Zama A & E Cárdenas (1984) Descriptive catalogue of marine and freshwater fishes from the Aysén Region, southern Chile, with zoogeographical notes on the fish fauna. Introduction into Aysén Chile of Pacific salmon, Servicio Nacional de Pesca, Chile and Japan International Cooperation Agency 9: 1-75, 5 pls. L.",NA,NA,"native",NA,NA,NA,NA,NA,NA,NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Aysén","Comuna de Aysén",NA,"46°50'S","75°18'O","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","maculatus","Puyen chico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias maculatus","1"
20,TRUE,1730,"Galaxias maculatus","2009-02-24",2009,"Rio 1, bahia cercana a Guarello. Isla Madre de Dios","OrigenReg: Base Datos EULA UdeC, FuenteReg: Base Datos 2009","MMA2017","Jorge Gonzalez",NA,NA,NA,"Centro EULA UDEC Evelyn Habit",NA,NA,NA,NA,"11",-50.386,-75.252,"Galaxias maculatus (Jenyns, 1842)",33,"Pesca Electrica",NA,"revisar",NA,"consultar con institución/autor","3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Osmeriformes","Galaxiidae","Galaxias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias maculatus","1"
22,TRUE,1480,"Aplochiton zebra","2009-03-02",2009,"Rio 1, bahia cercana a Guarello. Isla Madre de Dios","OrigenReg: Base Datos EULA UdeC, FuenteReg: Base Datos 2009","MMA2017","Jorge Gonzalez",NA,NA,NA,"Centro EULA UDEC Evelyn Habit",NA,NA,NA,NA,"11",-50.386,-75.251,"Aplochiton zebra Jenyns, 1842",16,"Pesca Electrica",NA,"revisar",NA,"consultar con institución/autor","3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Osmeriformes","Galaxiidae","Aplochiton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aplochiton zebra","1"
24,TRUE,1480,"Eleginops maclovinus","2014-02-14",2014,"Rio Tote. Isla Madre de Dios","OrigenReg: Base Datos EULA UdeC, FuenteReg: Base Datos 2014","MMA2017","Evelyn Habit",NA,NA,NA,"Centro EULA UDEC Evelyn Habit",NA,NA,NA,NA,"11",-50.386,-75.251,"Eleginops maclovinus (Cuvier, 1830)",2,"Pesca Electrica",NA,"revisar",NA,"consultar con institución/autor","3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Perciformes","Eleginopsidae","Eleginops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eleginops maclovinus","1"
26,TRUE,1480,"Galaxias maculatus","2014-04-24",2014,"Rio Tote. Isla Madre de Dios","OrigenReg: Base Datos EULA UdeC, FuenteReg: Base Datos 2014","MMA2017","Evelyn Habit",NA,NA,NA,"Centro EULA UDEC Evelyn Habit",NA,NA,NA,NA,"11",-50.386,-75.251,"Galaxias maculatus (Jenyns, 1842)",115,"Red Encierro",NA,"revisar",NA,"consultar con institución/autor","3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Osmeriformes","Galaxiidae","Galaxias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias maculatus","1"
30,TRUE,1731,"Galaxias maculatus","2009-02-24",2009,"Rio 2, bahia cercana a Guarello. Isla Madre de Dios","OrigenReg: Base Datos EULA UdeC, FuenteReg: Base Datos 2009","MMA2017","Jorge Gonzalez",NA,NA,NA,"Centro EULA UDEC Evelyn Habit",NA,NA,NA,NA,"11",-50.382,-75.247,"Galaxias maculatus (Jenyns, 1842)",44,"Pesca Electrica",NA,"revisar",NA,"consultar con institución/autor","3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Osmeriformes","Galaxiidae","Galaxias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias maculatus","1"
32,FALSE,1080,"Eleginops maclovinus",NA,2010,"Canal Fallos","Hüne, Mathias, & Ojeda, Jaime. (2012). Estructura del ensamble de peces costeros de los canales y fiordos de la zona central de la Patagonia chilena (48º-52ºS). Revista de biología marina y oceanografía, 47(3), 451-460. https://dx.doi.org/10.4067/S0718-19572012000300008","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,"850",NA,NA,NA,NA,NA,NA,"4",-48.9000000002,-75.1,"Eleginops maclovinus (Cuvier, 1830)",15,"red de trasmallo de 60 m largo, 3 m alto, 2.5 cm de tamaño de malla interna y 12 cm de malla externa, con períodos de reposo de 12 h",NA,"CC BY-NC 4.0",NA,NA,"HumanObservation",NA,"-",NA,NA,"native",NA,NA,"40258",NA,3,21,NA,NA,"Sudamérica","Chile","CL","Región de Magallanes","Provincia Última Esperanza","Comuna de Natales",NA,"48°54,4'S","75°23,8'W","Animalia","Chordata","Actinopterygii","Perciformes","Eleginopsidae","Eleginops","maclovinus","Róbalo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eleginops maclovinus","1"
33,TRUE,1482,"Aplochiton zebra","2009-03-03",2009,"Rio 1, Canal Molineaux. Isla Madre de Dios","OrigenReg: Base Datos EULA UdeC, FuenteReg: Base Datos 2009","MMA2017","Jorge Gonzalez",NA,NA,NA,"Centro EULA UDEC Evelyn Habit",NA,NA,NA,NA,"11",-50.212,-74.972,"Aplochiton zebra Jenyns, 1842",1,"Pesca Electrica",NA,"revisar",NA,"consultar con institución/autor","3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Osmeriformes","Galaxiidae","Aplochiton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aplochiton zebra","1"
35,TRUE,1482,"Galaxias maculatus","2009-02-24",2009,"Rio 1, Canal Molineaux. Isla Madre de Dios","OrigenReg: Base Datos EULA UdeC, FuenteReg: Base Datos 2009","MMA2017","Jorge Gonzalez",NA,NA,NA,"Centro EULA UDEC Evelyn Habit",NA,NA,NA,NA,"11",-50.212,-74.972,"Galaxias maculatus (Jenyns, 1842)",57,"Pesca Electrica",NA,"revisar",NA,"consultar con institución/autor","3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Osmeriformes","Galaxiidae","Galaxias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias maculatus","1"
37,TRUE,1478,"Aplochiton zebra","2009-02-27",2009,"Rio Pequeno. Isla Virtudes. Islas Daroch y Virtudes","OrigenReg: Base Datos EULA UdeC, FuenteReg: Base Datos 2009","MMA2017","Jorge Gonzalez",NA,NA,NA,"Centro EULA UDEC Evelyn Habit",NA,NA,NA,NA,"11",-51.542,-74.904,"Aplochiton zebra Jenyns, 1842",10,"Pesca Electrica",NA,"revisar",NA,"consultar con institución/autor","3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Osmeriformes","Galaxiidae","Aplochiton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aplochiton zebra","1"
39,FALSE,1750,"Atheriniformes","1995-11-02",1995,"",NA,"GBIF","","","","SHOA",NA,"CIMAR1_67_sp16","ABSENT","CIMAR1_Fernando Balbontin_larvas",NA,"6",-45.8317,-74.8933,"Atheriniformes",NA,NA,NA,"CC_BY_NC_4_0","",NA,"MATERIAL_SAMPLE",NA,NA,NA,NA,"",NA,NA,NA,NA,11,2,NA,NA,NA,NA,"CL","",NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Atheriniformes",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,5189133576,"217d4518-f786-4b75-b901-6d57de51a901","","","ORDER","Atheriniformes","","528e9373-674e-48d0-a641-d0ae998c5ba0",NA,NA,NA,55,55,496,NA,NA,"2025-07-31 12:13:53.208","","RECORDED_DATE_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atheriniformes","1"
40,FALSE,1826,"Atheriniformes","1995-10-25",1995,"",NA,"GBIF","","","","SHOA",NA,"CIMAR1_100_sp16","ABSENT","CIMAR1_Fernando Balbontin_larvas",NA,"6",-44.2133,-74.88,"Atheriniformes",NA,NA,NA,"CC_BY_NC_4_0","",NA,"MATERIAL_SAMPLE",NA,NA,NA,NA,"",NA,NA,NA,NA,10,25,NA,NA,NA,NA,"CL","",NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Atheriniformes",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,5189135510,"217d4518-f786-4b75-b901-6d57de51a901","","","ORDER","Atheriniformes","","528e9373-674e-48d0-a641-d0ae998c5ba0",NA,NA,NA,300,300,496,NA,NA,"2025-07-31 12:13:53.208","","INSTITUTION_MATCH_NONE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atheriniformes","1"
41,FALSE,1581,"Aplochiton zebra","",NA,"",NA,"GBIF","","","","Universidad de Chile",NA,"MMA:ICT:0000217","PRESENT","",NA,"6",-50.171,-74.784,"Aplochiton zebra Jenyns, 1842",NA,NA,NA,"CC_BY_NC_4_0","Irma Vila",NA,"OCCURRENCE",NA,NA,NA,NA,"native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CL","Región de Magallanes y Antártica Chilena",NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Osmeriformes","Galaxiidae","Aplochiton",NA,NA,NA,NA,"",NA,"",NA,NA,NA,4463087873,"45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","Aplochiton zebra","","SPECIES","Aplochiton zebra","Jenyns, 1842","bf0d80b3-46da-4e60-b1cf-39f2320acb43",NA,NA,NA,NA,NA,2410618,2410618,NA,"2025-07-31 12:04:32.871","","CONTINENT_DERIVED_FROM_COORDINATES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aplochiton zebra Jenyns, 1842","1"
42,FALSE,1581,"Aplochiton zebra",NA,NA,"Bahia Tom. Isla Madre de Dios","FuenteReg: McDowall 1971a","MMA2017",NA,NA,NA,NA,"Laboratorio Limnología U. de Chile (Irma Vila)",NA,NA,NA,NA,"11",-50.171,-74.784,"Aplochiton zebra Jenyns, 1842",NA,NA,NA,"revisar",NA,"consultar con institución/autor","Colecta","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Osmeriformes","Galaxiidae","Aplochiton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aplochiton zebra","1"
43,FALSE,1585,"Aplochiton zebra","",NA,"",NA,"GBIF","","","","Universidad de Chile",NA,"MMA:ICT:0000206","PRESENT","",NA,"6",-47.81,-74.764,"Aplochiton zebra Jenyns, 1842",NA,NA,NA,"CC_BY_NC_4_0","Irma Vila",NA,"OCCURRENCE",NA,NA,NA,NA,"native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CL","Región de Aysén del Gral.Ibañez del Campo",NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Osmeriformes","Galaxiidae","Aplochiton",NA,NA,NA,NA,"",NA,"",NA,NA,NA,4463087902,"45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","Aplochiton zebra","","SPECIES","Aplochiton zebra","Jenyns, 1842","bf0d80b3-46da-4e60-b1cf-39f2320acb43",NA,NA,NA,NA,NA,2410618,2410618,NA,"2025-07-31 12:04:32.871","","CONTINENT_DERIVED_FROM_COORDINATES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aplochiton zebra Jenyns, 1842","1"
44,FALSE,1585,"Aplochiton zebra",NA,NA,"Canal Messier. Isla Juan Stuven","FuenteReg: Gunther 1980 Estudio: Campos et al. 1993b","MMA2017",NA,NA,NA,NA,"Laboratorio Limnología U. de Chile (Irma Vila)",NA,NA,NA,NA,"11",-47.81,-74.764,"Aplochiton zebra Jenyns, 1842",NA,NA,NA,"revisar",NA,"consultar con institución/autor",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Osmeriformes","Galaxiidae","Aplochiton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aplochiton zebra","1"
45,FALSE,1265,"Aplochiton taeniatus",NA,NA,"Isla Harbor","Zama A. y Cárdenas E. 1984. Introduction into Aysen Chile of Pacific Salmon N°9: Descriptive Catalogue of Marine and Freshwater Fishes from the Aysén Region, Southern Chile, with Zoogeographical Notes on the Fish Fauna. Japan International Cooperation Agency. 94 p.","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,"1352",NA,NA,NA,NA,NA,NA,"4",-47.7499999998,-74.7499999998,"Aplochiton taeniatus Jenyns, 1842",NA,"Surface gill net, bottom gill net, hook and line, dip net, bottom trawl, larva net, suface long line, bottom long line, cast net and Surber net.",NA,"CC BY-NC 4.0",NA,NA,"HumanObservation",NA,"-",NA,NA,"native",NA,NA,NA,NA,NA,NA,NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Capitán Prat","Comuna de Tortel",NA,"47°45'S","74°45'O","Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Aplochiton","taeniatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aplochiton taeniatus","1"
