"locality","decimalLatitude","decimalLongitude","year","eventDate","scientificName","individualCount","samplingProtocol","locationRemarks","recordedBy","associatedReferences","license","rightsHolder","accessRights","bibliographicCitation","datasetName","basisOfRecord"
"Río Sur",-46.334628,-73.4220399999999,2023,2023-01-12,"Salmo trutta",8,"Angling","Valle Exploradores","Cristian Correa, Simon Blanchet, Julien Cucherousset","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Sur",-46.33180998,-73.42449797,2019,2019-01-19,"Aplochiton taeniatus",1,"Fly fishing","Valle Exploradores","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Sur",-46.33180998,-73.42449797,2019,2019-01-19,"Oncorhynchus kisutch",1,"Fly fishing","Valle Exploradores","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Sur",-46.33180998,-73.42449797,2019,2019-01-19,"Oncorhynchus tshawytscha",3,"Fly fishing","Valle Exploradores","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Sur",-46.33180998,-73.42449797,2019,2019-01-19,"Salmo trutta",10,"Fly fishing","Valle Exploradores","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Teresa",-46.352131,-73.319928,2023,2023-01-13,"Oncorhynchus tshawytscha",2,"Angling","Valle Exploradores","Cristian Correa, Simon Blanchet, Julien Cucherousset","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Teresa",-46.3458919999999,-73.3155119999999,2023,2023-01-13,"Oncorhynchus tshawytscha",4,"Angling","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Teresa",-46.3458919999999,-73.3155119999999,2023,2023-01-13,"Salmo trutta",15,"Angling","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Trainel",-42.65423999,-73.84798299,2017,2017-02-24,"Salmo trutta",15,"Casting Net, Dip net","Rio Trainel","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Tranquilo",-46.6243,-72.682061,2022,2022-12-05,"Oncorhynchus mykiss",8,"Casting Net","Lago General Carrera","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Tranquilo",-46.6243,-72.682061,2022,2022-12-05,"Salmo trutta",11,"Casting Net","Lago General Carrera","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Tranquilo",-46.6226,-72.6781,2023,2023-01-16,"Salmo trutta",14,"Electric fishing","Lago General Carrera","Cristian Correa, Julien Cucherousset, Simon Blanchet","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Tranquilo",-46.6103,-72.7552,2023,2023-01-16,"Oncorhynchus mykiss",1,"Electric fishing","Lago General Carrera","Cristian Correa, Julien Cucherousset, Simon Blanchet","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Tranquilo",-46.6103,-72.7552,2023,2023-01-16,"Salmo trutta",22,"Electric fishing","Lago General Carrera","Cristian Correa, Julien Cucherousset, Simon Blanchet","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Vargas",-47.698278,-73.076278,2004,2004-03-20,"Oncorhynchus tshawytscha",9,"Gillnet","Vargas (Baker)","Cristian Correa","(Correa and Moran 2017) | (Narum et al. 2017)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Vargas",-47.683056,-73.036781,2007,2007-03-30,"Galaxias maculatus",40,"Electric fishing","Vargas","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Vargas",-47.683056,-73.036781,2007,2007-03-30,"Oncorhynchus kisutch",27,"Electric fishing","Vargas","Cristian Correa","(Alò et al. 2013) | (Alò et al. 2019) | (Correa and Moran 2017)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Vargas",-47.683056,-73.036781,2007,2007-03-30,"Salmo trutta",17,"Electric fishing","Vargas","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Verde",-46.39449799,-73.29423901,2019,2019-01-14,"Oncorhynchus tshawytscha",14,"Casting Net","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Verde",-46.39449799,-73.29423901,2019,2019-01-14,"Salmo trutta",9,"Casting Net","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Verde",-46.39344396,-73.29302103,2019,2019-01-14,"Oncorhynchus tshawytscha",4,"Electric fishing","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Verde",-46.39233,-73.291341,2019,2019-01-14,"Oncorhynchus tshawytscha",3,"Electric fishing","Valle Exploradores","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Verde",-46.39233,-73.291341,2019,2019-01-14,"Salmo trutta",9,"Electric fishing","Valle Exploradores","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Verde",-46.39083,-73.28973,2019,2019-11-22,"Oncorhynchus tshawytscha",54,"Casting Net","Valle Exploradores","Cristian Correa, Simon Blanchet, Julien Cucherousset","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Verde",-46.39083,-73.28973,2019,2019-11-22,"Salmo trutta",0,"Casting Net","Valle Exploradores","Cristian Correa, Simon Blanchet, Julien Cucherousset","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Verde",-46.3890439999999,-73.2902639999999,2023,2023-01-14,"Oncorhynchus tshawytscha",11,"Angling","Valle Exploradores","Cristian Correa, Simon Blanchet, Julien Cucherousset","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Verde",-46.3890439999999,-73.2902639999999,2023,2023-01-14,"Salmo trutta",12,"Angling","Valle Exploradores","Cristian Correa, Simon Blanchet, Julien Cucherousset","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Yumbel",-53.802172,-71.029881,2020,2020-03-05,"Galaxias maculatus",35,"Casting Net","Rio Yumbel","Cristian Correa, Benjamin Caceres","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Yumbel",-53.802172,-71.029881,2020,2020-03-05,"Oncorhynchus mykiss",3,"Electric fishing","Rio Yumbel","Cristian Correa, Benjamin Caceres","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Yumbel",-53.802172,-71.029881,2020,2020-03-05,"Salmo trutta",16,"Casting Net, Electric fishing","Rio Yumbel","Cristian Correa, Benjamin Caceres","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Ñireguao",-45.165414,-72.106689,2007,2007-01-26,"Oncorhynchus tshawytscha",1,"Fly fishing","Ñireguao River","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Ñireguao",-45.165333,-72.1215,2004,2004-04-01,"Oncorhynchus tshawytscha",11,"Harpoon/Poaching","Ñireguao (Aysen)","Cristian Correa","(Correa and Moran 2017) | (Narum et al. 2017)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Ñireguao",-45.16493004,-72.10584397,2014,2014-03-09,"Oncorhynchus mykiss",1,"Gill Net Salmonera","Ñireguao River","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Ñireguao",-45.16493004,-72.10584397,2014,2014-03-09,"Oncorhynchus tshawytscha",13,"Gill Net Salmonera","Ñireguao River","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Ñireguao",-45.16493004,-72.10584397,2014,2014-03-09,"Salmo trutta",1,"Gill Net Salmonera","Ñireguao River","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Rîo Puelo",-41.635971,-72.250799,2023,2023-11-14,"Cheirodon",13,"Seine net","Río Puelo","CC BD","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Rîo Puelo",-41.635971,-72.250799,2023,2023-11-14,"Galaxias maculatus",2,"Seine net","Río Puelo","CC BD","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Rîo Puelo",-41.635971,-72.250799,2023,2023-11-14,"Oncorhynchus tshawytscha",1,"Seine net","Río Puelo","CC BD","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Seno de Última Esperanza",-51.59132699,-72.78386601,2015,2015-04-11,"Eleginops maclovinus",3,"Gill Net Aplochitonera","Seno de Última Esperanza","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Seno de Última Esperanza",-51.59132699,-72.78386601,2015,2015-04-11,"Odontesthes smitti",130,"Gill Net Aplochitonera","Seno de Última Esperanza","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Seno de Última Esperanza",-51.59132699,-72.78386601,2015,2015-04-11,"Patagonotothen sp",5,"Gill Net Aplochitonera","Seno de Última Esperanza","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Seno de Última Esperanza",-51.41491801,-73.09617296,2015,2015-04-08,"Champsocephalus esox",3,"Gill Net Aplochitonera","Seno de Última Esperanza","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Seno de Última Esperanza",-51.41491801,-73.09617296,2015,2015-04-08,"Eleginops maclovinus",2,"Gill Net Aplochitonera","Seno de Última Esperanza","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Seno de Última Esperanza",-51.41491801,-73.09617296,2015,2015-04-08,"Patagonotothen sp",2,"Gill Net Aplochitonera","Seno de Última Esperanza","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Seno de Última Esperanza",-51.41491801,-73.09617296,2015,2015-04-08,"Salmo trutta",1,"Gill Net Aplochitonera","Seno de Última Esperanza","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Tocoihue",-42.304794,-73.437125,2011,2011-01-23,"Aplochiton zebra",46,"Dip net","Tocoihue","Cristian Correa","(Alò et al. 2019)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
