"locationRemarks","decimalLatitude","decimalLongitude","eventDate","scientificName","recordedBy","individualCount","associatedReferences","locality","license","rightsHolder","accessRights","bibliographicCitation","datasetName","basisOfRecord"
"RCHA",-41.74489,-72.57055,2008-08-23,"Salmo trutta","Kyle Young, Gabriel Orellana",3,"","Río Chaparano","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RCHA",-41.74489,-72.57055,2009-02-04,"Oncorhynchus mykiss","José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",15,"","Río Chaparano","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RCHA",-41.74489,-72.57055,2009-02-04,"Salmo trutta","José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",6,"","Río Chaparano","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RCHA1",-41.74489,-72.57055,2008-08-23,"Oncorhynchus mykiss","Kyle Young, Gabriel Orellana",1,"","Río Chaparano","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RCHU",-41.97381,-72.79375,2007-06-09,"Galaxias maculatus","Kyle Young, Jane McDonald, BP",60,"","Rio Chauchille","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RCHU",-41.97381,-72.79375,2007-06-09,"Salmo trutta","Kyle Young, Jane McDonald, BP",5,"","Rio Chauchille","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RCE",-42.00179,-72.7179,2007-06-09,"Galaxias maculatus","Kyle Young, Jane McDonald, BP",4,"","Río Cheniu, Rio Río Cheniu","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RCE",-42.00179,-72.7179,2007-06-09,"Salmo trutta","Kyle Young, Jane McDonald, BP",3,"","Río Cheniu, Rio Río Cheniu","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RBU7",-42.27880556,-73.67219444,2009-03-21,"Brachygalaxias bullocki","José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",1,"","Río Chepu, Río Butalcura","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RBU7",-42.27880556,-73.67219444,2009-03-21,"Geotria australis","José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",2,"","Río Chepu, Río Butalcura","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RBU7",-42.27880556,-73.67219444,2009-03-21,"Oncorhynchus mykiss","José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",12,"","Río Chepu, Río Butalcura","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RBU7",-42.27880556,-73.67219444,2009-03-21,"Salmo trutta","José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",36,"","Río Chepu, Río Butalcura","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RBU7",-42.27880556,-73.67219444,2009-03-21,"Trichomycterus areolatus","José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",3,"","Río Chepu, Río Butalcura","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RPU",-42.11979,-73.81127,2007-05-15,"Galaxias maculatus","Kyle Young, Jane McDonald",4,"","Río Chepu, Río Puntra","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RPU",-42.11979,-73.81127,2007-05-15,"Oncorhynchus mykiss","Kyle Young, Jane McDonald",1,"","Río Chepu, Río Puntra","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RPU",-42.11979,-73.81127,2007-05-15,"Salmo trutta","Kyle Young, Jane McDonald",2,"","Río Chepu, Río Puntra","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RPU",-42.11979,-73.81127,2007-05-15,"Trichomycterus areolatus","Kyle Young, Jane McDonald",1,"","Río Chepu, Río Puntra","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"LLT",-44.79638611,-72.2124,1991-10-31,"Salmo trutta","Angler",1,"","Río Cisnes, Lago las Torres","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RCIS",-44.75946944,-72.65336944,1998-03-13,"Salmo trutta","Angler",1,"","Río Cisnes","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RCIS",-44.75946944,-72.65336944,1991-10-31,"Salmo trutta","Angler",1,"","Río Cisnes","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RCG",-41.98032,-72.67313,2007-06-09,"Aplochiton zebra","Kyle Young, Jane McDonald, BP",15,"","Río Cisnes - Hualaihue","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RCG",-41.98032,-72.67313,2007-06-09,"Galaxias maculatus","Kyle Young, Jane McDonald, BP",1,"","Río Cisnes - Hualaihue","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RCG",-41.98032,-72.67313,2007-06-09,"Salmo trutta","Kyle Young, Jane McDonald, BP",1,"","Río Cisnes - Hualaihue","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RCONT",-41.48207,-72.42971,2009-02-02,"Oncorhynchus mykiss","José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",25,"","Río Contao","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RZAB",-41.80273,-72.71366,2009-02-02,"Galaxias maculatus","José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",2,"","Río Contao, Río Zambo","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RZAB",-41.80273,-72.71366,2009-02-02,"Oncorhynchus mykiss","José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",7,"","Río Contao, Río Zambo","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RZAB",-41.80273,-72.71366,2009-02-02,"Salmo trutta","José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",37,"","Río Contao, Río Zambo","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RCDEO",-41.96917,-72.47101,2009-01-27,"Eleginops maclovinus","José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",7,"","Río Cuchildeo","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RCDEO",-41.96917,-72.47101,2009-01-27,"Galaxias maculatus","José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",1,"","Río Cuchildeo","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RCDEO",-41.96917,-72.47101,2009-01-27,"Oncorhynchus mykiss","José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",13,"","Río Cuchildeo","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RCDEO",-41.96917,-72.47101,2009-01-27,"Salmo salar","José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",1,"","Río Cuchildeo","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RCDEO",-41.96917,-72.47101,2009-01-27,"Salmo trutta","José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",21,"","Río Cuchildeo","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"SPS",-43.11635,-73.63226,2008-02-04,"Oncorhynchus mykiss","Kyle Young, Jessica Stephenson, Anne-Flore Thailly",40,"","Río Grande, Salmones Pacific Star S.A.","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RUH5",-41.89911111,-73.53577778,2009-03-20,"Eleginops maclovinus","José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",34,"","Río Huelden","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RUH5",-41.89911111,-73.53577778,2009-03-20,"Galaxias maculatus","José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",145," Vanhaecke et al. 2012 Freshwater Biology","Río Huelden","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RHU1",-42.38713,-73.6688,2008-04-04,"Oncorhynchus mykiss","Kyle Young, BC, MK",3,"","Río Huenocoihue","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RHU1",-42.38713,-73.6688,2008-02-13,"Oncorhynchus kisutch","Kyle Young, Jessica Stephenson, Anne-Flore Thailly",1,"","Río Huenocoihue","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RHU1",-42.38713,-73.6688,2008-02-13,"Oncorhynchus mykiss","Kyle Young, Jessica Stephenson, Anne-Flore Thailly",4,"","Río Huenocoihue","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RHU1",-42.38713,-73.6688,2008-02-13,"Salmo salar","Kyle Young, Jessica Stephenson, Anne-Flore Thailly",46,"","Río Huenocoihue","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RHU1",-42.38713,-73.6688,2007-05-19,"Galaxias maculatus","Kyle Young, Jane McDonald",73,"","Río Huenocoihue","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RHU1",-42.38713,-73.6688,2007-05-19,"Oncorhynchus kisutch","Kyle Young, Jane McDonald",2,"","Río Huenocoihue","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RHU1",-42.38713,-73.6688,2007-05-19,"Oncorhynchus mykiss","Kyle Young, Jane McDonald",1,"","Río Huenocoihue","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RHU1",-42.38713,-73.6688,2007-05-19,"Oncorhynchus tshawytscha ","Kyle Young, Jane McDonald",2,"","Río Huenocoihue","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RHU1",-42.38713,-73.6688,2007-05-19,"Salmo salar","Kyle Young, Jane McDonald",19,"","Río Huenocoihue","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RHU1",-42.38713,-73.6688,NA,"Oncorhynchus kisutch","",9,"","Río Huenocoihue","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RHU1",-42.38713,-73.6688,2008-02-13,"Oncorhynchus kisutch","Kyle Young, Jessica Stephenson, Anne-Flore Thailly",9,"","Río Huenocoihue","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RHU1",-42.38713,-73.6688,2008-02-13,"Oncorhynchus mykiss","Kyle Young, Jessica Stephenson, Anne-Flore Thailly",4,"","Río Huenocoihue","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
"RHU2",-42.37926,-73.67502,2007-05-19,"Oncorhynchus mykiss","Kyle Young, Jane McDonald",25,"","Río Huenocoihue","CC BY-NC 4.0","Carlos García de Leaniz y Gonzalo Gajardo","not-for-profit use only","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.","Darwin Initiative Fish Atlas","Ocurrence"
