"This database is one of the products of the following grants: Carlos García de Leániz (PI), Gonzalo Gajardo, et al. Department for Environment Food and Rural Affairs (DEFRA, UK). Darwin Initiative Grants 15020 (2006-2009) and EIDPO041 (2010-2012).",,,,,,,,,,,,,
Watershed,Location,Station,Latitude,Longitude,Date,Day,Month,Year,Species,Collected by,n.genotyped,n.not.genotyped,n.individuals
Río Bueno,Río Pitreño,RPI15,-40.32677778,-72.31955556,39898,26,3,2009,Cheirodon australe,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,2,2
Río Bueno,Río Pitreño,RPI15,-40.32677778,-72.31955556,39898,26,3,2009,Galaxias platei,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,12,12
Río Bueno,Río Pitreño,RPI15,-40.32677778,-72.31955556,39898,26,3,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,54,54
Río Bueno,Río Pitreño,RPI15,-40.32677778,-72.31955556,39898,26,3,2009,Percichthys trucha,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,8,8
Río Bueno,Río Pitreño,RPI15,-40.32677778,-72.31955556,39898,26,3,2009,Trichomycterus areolatus,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,16,16
Río Bueno,Río Pitreño - Arriba,RPI15A,-40.33438889,-72.329,39904,1,4,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda",,22,22
Río Bueno,Río Pucopio,RPCP,-40.35390278,-73.45118611,39940,7,5,2009,Brachygalaxias bullocki,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,3,3
Río Bueno,Río Pucopio,RPCP,-40.35390278,-73.45118611,39940,7,5,2009,Geotria australis,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,1,1
Río Bueno,Río Pucopio,RPCP,-40.35390278,-73.45118611,39940,7,5,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,1,1
Río Bueno,Río Pucopio,RPCP,-40.35390278,-73.45118611,39940,7,5,2009,Salmo trutta,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,5,5
Río Bueno,Río Quiman,RQU14,-40.11386111,-72.34336111,39898,26,3,2009,Aplochiton zebra,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",25,2,27
Río Bueno,Río Quiman,RQU14,-40.11386111,-72.34336111,39898,26,3,2009,Galaxias platei,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,7,7
Río Bueno,Río Quiman,RQU14,-40.11386111,-72.34336111,39898,26,3,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,55,55
Río Bueno,Río Quiman,RQU14,-40.11386111,-72.34336111,39898,26,3,2009,Salmo salar,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,56,56
Río Bueno,Río Quiman,RQU14,-40.11386111,-72.34336111,39898,26,3,2009,Salmo trutta,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,25,25
Río Bueno,Río Riñinahue,RR,-40.33181389,-72.24295833,04/04/84,4,4,1984,Salmo trutta,Angler,,2,2
Río Bueno,Río Riñinahue,RR,-40.33181389,-72.24295833,31/03/91,31,3,1991,Oncorhynchus kisutch,Angler,,1,1
Río Camanchaca,Río Camanchaca,RCAM1,-41.43882,-72.29497,2011-06-07,11,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,12,12
Río Camanchaca,Río Camanchaca,RCAM1,-41.43882,-72.29497,2011-06-07,11,6,2007,Salmo salar,"Kyle Young, Jane McDonald, BP",,3,3
Río Camanchaca,Río Camanchaca,RCAM1,-41.43882,-72.29497,2011-06-07,11,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,9,9
Río Camanchaca,Río Camanchaca,RCAM1,-41.43882,-72.29497,2020-09-08,20,9,2008,Oncorhynchus mykiss,"Kyle Young, Gabriel Orellana",,8,8
Río Camanchaca,Río Camanchaca,RCAM1,-41.43882,-72.29497,2020-09-08,20,9,2008,Salmo trutta,"Kyle Young, Gabriel Orellana",,5,5
Río Camanchaca,Río Camanchaca,RCAM2,-41.43882,-72.29497,2011-06-07,11,6,2007,Aplochiton zebra,"Kyle Young, Jane McDonald, BP",,1,1
Río Camanchaca,Río Camanchaca,RCAM2,-41.43882,-72.29497,2011-06-07,11,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,15,15
Río Camanchaca,Río Camanchaca,RCAM2,-41.43882,-72.29497,2011-06-07,11,6,2007,Oncorhynchus tshawytscha ,"Kyle Young, Jane McDonald, BP",,5,5
Río Camanchaca,Río Camanchaca,RCAM2,-41.43882,-72.29497,2011-06-07,11,6,2007,Salmo salar,"Kyle Young, Jane McDonald, BP",,1,1
Río Camanchaca,Río Camanchaca,RCAM2,-41.43882,-72.29497,2011-06-07,11,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,8,8
Río Camanchaca,Río Camanchaca,RCAM3,-41.43882,-72.29497,2011-06-07,11,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,2,2
Río Camanchaca,Río Camanchaca,RCAM3,-41.43882,-72.29497,2011-06-07,11,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,12,12
Río Cautín,Río Cautín,RCA15,-38.75797222,-72.60949722,39462,15,1,2008,Oncorhynchus mykiss,,,3,3
Río Cendoya,Rio Cendoya,RCEN1,-42.15418,-73.48715,2007-11-07,7,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,4,4
Río Cendoya,Rio Cendoya,RCEN1,-42.15418,-73.48715,2007-11-07,7,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,22,22
Río Cendoya,Rio Cendoya,RCEN3,-42.15318,-73.49178,2008-11-07,8,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,14,14
Río Cendoya,Rio Cendoya,RCEN3,-42.15318,-73.49178,2008-11-07,8,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,23,23
Río Cendoya,Rio Cendoya,RCEN5,-42.15294,-73.49611,2006-12-07,6,12,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,30,30
Río Cendoya,Rio Cendoya,RCEN5,-42.15294,-73.49611,2008-11-07,8,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,53,53
Río Chadmo,Rio Chadmo,RCH,-42.93191,-73.6726,2017-05-07,17,5,2007,Salmo trutta,"Kyle Young, Jane McDonald",,7,7
Río Chaica,Río Chaica,RCA,-41.58788889,-72.70041667,39917,14,4,2009,Eleginops maclovins,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,1,1
Río Chaica,Río Chaica,RCA,-41.58788889,-72.70041667,39917,14,4,2009,Galaxias maculatus,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,68,68
Río Chaica,Río Chaica,RCA,-41.58788889,-72.70041667,39917,14,4,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,12,12
Río Chaica,Río Chaica,RCA,-41.58788889,-72.70041667,39917,14,4,2009,Salmo trutta,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,12,12
Río Chaica,Río Chaica,RCA1,-41.58872,-72.70148,2023-08-08,23,8,2008,Oncorhynchus mykiss,"Kyle Young, Gabriel Orellana",,3,3
Río Chaica,Río Chaica,RCA1,-41.58872,-72.70148,2023-08-08,23,8,2008,Salmo trutta,"Kyle Young, Gabriel Orellana",,12,12
Río Chaica,Río Chaica,RCA1,-41.58872,-72.70148,2027-05-07,27,5,2007,Galaxias maculatus,"Kyle Young, Jane McDonald",,10,10
Río Chaica,Río Chaica,RCA1,-41.58872,-72.70148,2027-05-07,27,5,2007,Oncorhynchus kisutch,"Kyle Young, Jane McDonald",,1,1
Río Chaica,Río Chaica,RCA1,-41.58872,-72.70148,2027-05-07,27,5,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald",,5,5
Río Chaica,Río Chaica,RCA1,-41.58872,-72.70148,2027-05-07,27,5,2007,Salmo salar,"Kyle Young, Jane McDonald",,1,1
Río Chaica,Río Chaica,RCA1,-41.58872,-72.70148,2027-05-07,27,5,2007,Salmo trutta,"Kyle Young, Jane McDonald",,14,14
Río Chaica,Río Chaica,RCA1,-41.58872,-72.70148,2027-05-07,27,5,2007,Sculpin sp,"Kyle Young, Jane McDonald",,1,1
Río Chaica,Río Chaica,RCA1,-41.58872,-72.70148,1930-08-08,30,8,2008,Galaxias maculatus,"Kyle Young, Gabriel Orellana",,4,4
Río Chaica,Río Chaica,RCA1,-41.58872,-72.70148,1930-08-08,30,8,2008,Oncorhynchus mykiss,"Kyle Young, Gabriel Orellana",,1,1
Río Chaica,Río Chaica,RCA1,-41.58872,-72.70148,1930-08-08,30,8,2008,Salmo trutta,"Kyle Young, Gabriel Orellana",,8,8
Río Chaica,Río Chaica,RCA1,-41.58872,-72.70148,39229,27,5,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald",,1,1
Río Chaica,Río Chaica,RCA2,-41.58767,-72.69997,2027-05-07,27,5,2007,Salmo trutta,"Kyle Young, Jane McDonald",,30,30
Río Chaica,Río Chaica,RCZ1,-41.44736,-72.821,39918,15,4,2009,Galaxias maculatus,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,33,33
Río Chaica,Río Chaica,RCZ1,-41.44736,-72.821,39918,15,4,2009,Salmo trutta,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,2,2
Río Chaica,Río Chaica,RCZ1,-41.61502,-72.65747,2004-05-08,4,5,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Gabriel Orellana",,3,3
Río Chaica,Río Chaica,RCZ1,-41.61502,-72.65747,2004-05-08,4,5,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson, Gabriel Orellana",,1,1
Río Chaica,Río Chaica,RCZ1,-41.61502,-72.65747,2004-05-08,4,5,2008,Salmo salar,"Kyle Young, Jessica Stephenson, Gabriel Orellana",,1,1
Río Chaica,Río Chaica,RCZ1,-41.61502,-72.65747,2004-05-08,4,5,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Gabriel Orellana",,16,16
Río Chaica,Río Chaica,RCZ1,-41.61502,-72.65747,2014-09-08,14,9,2008,Galaxias maculatus,"Kyle Young, Gabriel Orellana",,2,2
Río Chaica,Río Chaica,RCZ1,-41.61502,-72.65747,2014-09-08,14,9,2008,Oncorhynchus mykiss,"Kyle Young, Gabriel Orellana",,2,2
Río Chaica,Río Chaica,RCZ1,-41.61502,-72.65747,2014-09-08,14,9,2008,Salmo trutta,"Kyle Young, Gabriel Orellana",,18,18
Río Chamiza,Lago Chapo,LC,-41.48910278,-72.46120278,39462,15,1,2008,Oncorhynchus mykiss,,,2,2
Río Chamiza,Pangal,RPAN,-41.47995,-72.66032,2012-10-08,12,10,2008,Oncorhynchus mykiss,Gabriel Orellana,,5,5
Río Chamiza,Pangal,RPAN,-41.47995,-72.66032,2012-10-08,12,10,2008,Salmo salar,Gabriel Orellana,,1,1
Río Chamiza,Pangal,RPAN,-41.47995,-72.66032,2012-10-08,12,10,2008,Salmo trutta,Gabriel Orellana,,4,4
Río Chamiza,Pangal,RPAN,-41.47995,-72.66032,39860,16,2,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,39,39
Río Chamiza,Pangal,RPAN,-41.47995,-72.66032,39860,16,2,2009,Salmo salar,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,14,14
Río Chamiza,Pangal,RPAN,-41.47995,-72.66032,39860,16,2,2009,Salmo trutta,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,32,32
Río Chamiza,Rio Blanco - CORRENTOSO,RBLCO,-41.39403,-72.64113,39852,8,2,2009,Oncorhynchus kisutch,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,10,10
Río Chamiza,Rio Blanco - CORRENTOSO,RBLCO,-41.39403,-72.64113,39852,8,2,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,55,55
Río Chamiza,Rio Blanco - CORRENTOSO,RBLCO,-41.39403,-72.64113,39852,8,2,2009,Salmo salar,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,88,88
Río Chamiza,Rio Blanco - CORRENTOSO,RBLCO,-41.39403,-72.64113,39852,8,2,2009,Salmo trutta,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,1,1
Río Chamiza,Rio Chamiza,RCHZ,-41.46352,-72.83632,2017-10-08,17,10,2008,Oncorhynchus mykiss,Gabriel Orellana,,3,3
Río Chamiza,Rio Chamiza,RCHZ,-41.46352,-72.83632,2017-10-08,17,10,2008,Salmo trutta,Gabriel Orellana,,1,1
Río Chamiza,Rio Chamiza,RCHZ1,-41.44736,-72.821,2025-10-08,25,10,2008,Oncorhynchus kisutch,Gabriel Orellana,,1,1
Río Chamiza,Rio Chamiza,RCHZ1,-41.44736,-72.821,2025-10-08,25,10,2008,Salmo trutta,Gabriel Orellana,,2,2
Río Chaparano,Río Chaparano,RCHA,-41.74489,-72.57055,2010-06-07,10,6,2007,Salmo salar,"Kyle Young, Jane McDonald, BP",,3,3
Río Chaparano,Río Chaparano,RCHA,-41.74489,-72.57055,2010-06-07,10,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,1,1
Río Chaparano,Río Chaparano,RCHA,-41.74489,-72.57055,2023-08-08,23,8,2008,Oncorhynchus mykiss,"Kyle Young, Gabriel Orellana",,1,1
Río Chaparano,Río Chaparano,RCHA,-41.74489,-72.57055,2023-08-08,23,8,2008,Salmo trutta,"Kyle Young, Gabriel Orellana",,3,3
Río Chaparano,Río Chaparano,RCHA,-41.74489,-72.57055,39848,4,2,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,15,15
Río Chaparano,Río Chaparano,RCHA,-41.74489,-72.57055,39848,4,2,2009,Salmo trutta,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,6,6
Río Chaparano,Río Chaparano,RCHA1,-41.74489,-72.57055,39683,23,8,2008,Oncorhynchus mykiss,"Kyle Young, Gabriel Orellana",,1,1
Rio Chauchille,Rio Chauchille,RCHU,-41.97381,-72.79375,2009-06-07,9,6,2007,Galaxias maculatus,"Kyle Young, Jane McDonald, BP",,60,60
Rio Chauchille,Rio Chauchille,RCHU,-41.97381,-72.79375,2009-06-07,9,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,5,5
Río Cheniu,Rio Río Cheniu,RCE,-42.00179,-72.7179,2009-06-07,9,6,2007,Galaxias maculatus,"Kyle Young, Jane McDonald, BP",,4,4
Río Cheniu,Rio Río Cheniu,RCE,-42.00179,-72.7179,2009-06-07,9,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,3,3
Río Chepu,Río Butalcura,RBU7,-42.27880556,-73.67219444,39893,21,3,2009,Brachygalaxias bullocki,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,1,1
Río Chepu,Río Butalcura,RBU7,-42.27880556,-73.67219444,39893,21,3,2009,Geotria australis,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,2,2
Río Chepu,Río Butalcura,RBU7,-42.27880556,-73.67219444,39893,21,3,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,12,12
Río Chepu,Río Butalcura,RBU7,-42.27880556,-73.67219444,39893,21,3,2009,Salmo trutta,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,36,36
Río Chepu,Río Butalcura,RBU7,-42.27880556,-73.67219444,39893,21,3,2009,Trichomycterus areolatus,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,3,3
Río Chepu,Río Puntra,RPU,-42.11979,-73.81127,2015-05-07,15,5,2007,Galaxias maculatus,"Kyle Young, Jane McDonald",,4,4
Río Chepu,Río Puntra,RPU,-42.11979,-73.81127,2015-05-07,15,5,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald",,1,1
Río Chepu,Río Puntra,RPU,-42.11979,-73.81127,2015-05-07,15,5,2007,Salmo trutta,"Kyle Young, Jane McDonald",,2,2
Río Chepu,Río Puntra,RPU,-42.11979,-73.81127,2015-05-07,15,5,2007,Trichomycterus areolatus,"Kyle Young, Jane McDonald",,1,1
Río Chimehuin,Río Chimehuin,RCHI,-39.94974722,-71.06373333,04/02/84,4,2,1984,Oncorhynchus mykiss,Angler,,1,1
Río Cisnes,Lago las Torres,LLT,-44.79638611,-72.2124,31/10/91,31,10,1991,Salmo trutta,Angler,,1,1
Río Cisnes,Río Cisnes,RCIS,-44.75946944,-72.65336944,13/03/98,13,3,1998,Salmo trutta,Angler,,1,1
Río Cisnes,Río Cisnes,RCIS,-44.75946944,-72.65336944,31/10/91,31,10,1991,Salmo trutta,Angler,,1,1
Río Cisnes - Hualaihue,Río Cisnes - Hualaihue,RCG,-41.98032,-72.67313,2009-06-07,9,6,2007,Aplochiton zebra,"Kyle Young, Jane McDonald, BP",,15,15
Río Cisnes - Hualaihue,Río Cisnes - Hualaihue,RCG,-41.98032,-72.67313,2009-06-07,9,6,2007,Galaxias maculatus,"Kyle Young, Jane McDonald, BP",,1,1
Río Cisnes - Hualaihue,Río Cisnes - Hualaihue,RCG,-41.98032,-72.67313,2009-06-07,9,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,1,1
Río Contao,Río Contao,RCONT,-41.48207,-72.42971,39846,2,2,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,25,25
Río Contao,Río Zambo,RZAB,-41.80273,-72.71366,39846,2,2,2009,Galaxias maculatus,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,2,2
Río Contao,Río Zambo,RZAB,-41.80273,-72.71366,39846,2,2,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,7,7
Río Contao,Río Zambo,RZAB,-41.80273,-72.71366,39846,2,2,2009,Salmo trutta,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,37,37
Río Cuchildeo,Río Cuchildeo,RCDEO,-41.96917,-72.47101,39840,27,1,2009,Eleginops maclovins,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,7,7
Río Cuchildeo,Río Cuchildeo,RCDEO,-41.96917,-72.47101,39840,27,1,2009,Galaxias maculatus,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,1,1
Río Cuchildeo,Río Cuchildeo,RCDEO,-41.96917,-72.47101,39840,27,1,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,13,13
Río Cuchildeo,Río Cuchildeo,RCDEO,-41.96917,-72.47101,39840,27,1,2009,Salmo salar,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,1,1
Río Cuchildeo,Río Cuchildeo,RCDEO,-41.96917,-72.47101,39840,27,1,2009,Salmo trutta,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,21,21
Río Grande,Salmones Pacific Star S.A.,SPS,-43.11635,-73.63226,2004-02-08,4,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,40,40
Río Huelden,Río Huelden,RUH5,-41.89911111,-73.53577778,39892,20,3,2009,Eleginops maclovins,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,34,34
Río Huelden,Río Huelden,RUH5,-41.89911111,-73.53577778,39892,20,3,2009,Galaxias maculatus,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,145,145
Río Huenocoihue,Río Huenocoihue,RHU1,-42.38713,-73.6688,2004-04-08,4,4,2008,Oncorhynchus mykiss,"Kyle Young, BC, MK",,3,3
Río Huenocoihue,Río Huenocoihue,RHU1,-42.38713,-73.6688,2013-02-08,13,2,2008,Oncorhynchus kisutch,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,1,1
Río Huenocoihue,Río Huenocoihue,RHU1,-42.38713,-73.6688,2013-02-08,13,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,4,4
Río Huenocoihue,Río Huenocoihue,RHU1,-42.38713,-73.6688,2013-02-08,13,2,2008,Salmo salar,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,46,46
Río Huenocoihue,Río Huenocoihue,RHU1,-42.38713,-73.6688,2019-05-07,19,5,2007,Galaxias maculatus,"Kyle Young, Jane McDonald",,73,73
Río Huenocoihue,Río Huenocoihue,RHU1,-42.38713,-73.6688,2019-05-07,19,5,2007,Oncorhynchus kisutch,"Kyle Young, Jane McDonald",,2,2
Río Huenocoihue,Río Huenocoihue,RHU1,-42.38713,-73.6688,2019-05-07,19,5,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald",,1,1
Río Huenocoihue,Río Huenocoihue,RHU1,-42.38713,-73.6688,2019-05-07,19,5,2007,Oncorhynchus tshawytscha ,"Kyle Young, Jane McDonald",,2,2
Río Huenocoihue,Río Huenocoihue,RHU1,-42.38713,-73.6688,2019-05-07,19,5,2007,Salmo salar,"Kyle Young, Jane McDonald",,19,19
Río Huenocoihue,Río Huenocoihue,RHU1,-42.38713,-73.6688,1930-02-08,30,2,2008,Oncorhynchus kisutch,,,9,9
Río Huenocoihue,Río Huenocoihue,RHU1,-42.38713,-73.6688,39491,13,2,2008,Oncorhynchus kisutch,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,9,9
Río Huenocoihue,Río Huenocoihue,RHU1,-42.38713,-73.6688,39491,13,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,4,4
Río Huenocoihue,Río Huenocoihue,RHU2,-42.37926,-73.67502,2019-05-07,19,5,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald",,25,25
Río Huenocoihue,Río Huenocoihue,RHU2,-42.37926,-73.67502,39221,19,5,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald",,2,2
Río Huenocoihue,Río Huenocoihue,RHU3,-42.38588,-73.67027,2020-05-07,20,5,2007,Galaxias maculatus,"Kyle Young, Jane McDonald",,1,1
Río Huenocoihue,Río Huenocoihue,RHU3,-42.38588,-73.67027,2020-05-07,20,5,2007,Oncorhynchus kisutch,"Kyle Young, Jane McDonald",,1,1
Río Huenocoihue,Río Huenocoihue,RHU3,-42.38588,-73.67027,2020-05-07,20,5,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald",,8,8
Río Huenocoihue,Río Huenocoihue,RHU3,-42.38588,-73.67027,2020-05-07,20,5,2007,Salmo salar,"Kyle Young, Jane McDonald",,28,28
Río Huenocoihue,Río Huenocoihue,RHU4,-42.38597,-73.671,2020-05-07,20,5,2007,Aplochiton zebra,"Kyle Young, Jane McDonald",,2,2
Río Huenocoihue,Río Huenocoihue,RHU4,-42.38597,-73.671,2020-05-07,20,5,2007,Galaxias maculatus,"Kyle Young, Jane McDonald",,5,5
Río Huenocoihue,Río Huenocoihue,RHU4,-42.38597,-73.671,2020-05-07,20,5,2007,Geotria australis,"Kyle Young, Jane McDonald",,1,1
Río Huenocoihue,Río Huenocoihue,RHU4,-42.38597,-73.671,2020-05-07,20,5,2007,Oncorhynchus kisutch,"Kyle Young, Jane McDonald",,6,6
Río Huenocoihue,Río Huenocoihue,RHU4,-42.38597,-73.671,2020-05-07,20,5,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald",,6,6
Río Huenocoihue,Río Huenocoihue,RHU4,-42.38597,-73.671,2020-05-07,20,5,2007,Salmo salar,"Kyle Young, Jane McDonald",,53,53
Río Huenocoihue,Río Huenocoihue,RHU5,-42.38604,-73.67194,2020-05-07,20,5,2007,Salmo trutta,"Kyle Young, Jane McDonald",,1,1
Río Huenocoihue,Río Huenocoihue,RHU6,-42.38514,-73.67251,2020-05-07,20,5,2007,Geotria australis,"Kyle Young, Jane McDonald",,1,1
Río Huenocoihue,Río Huenocoihue,RHU6,-42.38514,-73.67251,2020-05-07,20,5,2007,Oncorhynchus kisutch,"Kyle Young, Jane McDonald",,2,2
Río Huenocoihue,Río Huenocoihue,RHU6,-42.38514,-73.67251,2020-05-07,20,5,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald",,4,4
Río Huenocoihue,Río Huenocoihue,RHU6,-42.38514,-73.67251,2020-05-07,20,5,2007,Salmo salar,"Kyle Young, Jane McDonald",,8,8
Río Huenopoicohue,Río Huenopoicohue,RUA4,-41.89941667,-72.54091667,39891,19,3,2009,Aplochiton zebra,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,1,1
Río Huenopoicohue,Río Huenopoicohue,RUA4,-41.89941667,-72.54091667,39891,19,3,2009,Galaxias maculatus,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,148,148
Río Huincha,Río Huicha,RH,-41.87983,-73.65266,2015-05-07,15,5,2007,Brachygalaxias bullocki,"Kyle Young, Jane McDonald",,9,9
Río Huincha,Río Huicha,RH1,-41.87983333,-73.65227778,39890,18,3,2009,Aplochiton taeniatus,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",28,,28
Río Huincha,Río Huicha,RH1,-41.87983333,-73.65227778,39890,18,3,2009,Aplochiton zebra,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",1,,1
Río Huincha,Río Huicha,RH1,-41.87983333,-73.65227778,39890,18,3,2009,AzxAt hybrid,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",1,,1
Río Huincha,Río Huicha,RH1,-41.87983333,-73.65227778,39890,18,3,2009,Brachygalaxias bullocki,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,79,79
Río Huincha,Río Huicha,RH1,-41.87983333,-73.65227778,39890,18,3,2009,Geotria australis,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,48,48
Río Huincha,Río Huicha,RH1,-41.87983333,-73.65227778,39890,18,3,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,1,1
Río La Lobada,Río La Lobada,LOB,-41.75432,-72.66011,39846,2,2,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,7,7
Río La Lobada,Río La Lobada,LOB,-41.75432,-72.66011,39846,2,2,2009,Salmo trutta,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,37,37
Río Llaguepe,Río Llaguepe,RLL,-41.72043,-72.48656,39848,4,2,2009,Galaxias maculatus,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,2,2
