"This database is one of the products of the following grants: Carlos García de Leániz (PI), Gonzalo Gajardo, et al. Department for Environment Food and Rural Affairs (DEFRA, UK). Darwin Initiative Grants 15020 (2006-2009) and EIDPO041 (2010-2012).",,,,,,,,,,,,,
Watershed,Location,Station,Latitude,Longitude,Date,Day,Month,Year,Species,Collected by,n.genotyped,n.not.genotyped,n.individuals
Río Maullín,Río Tepu,RTEB7,-41.2296,-72.59448,2027-06-07,27,6,2007,Trichomycterus areolatus,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Río Tepu,RTEB8,-41.23043,-72.59448,2027-06-07,27,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,8,8
Río Maullín,Río Tepu,RTEB8,-41.23043,-72.59448,2027-06-07,27,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,20,20
Río Maullín,Río Tepu,RTEB9,-41.23259,-72.59537,2028-06-07,28,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,31,31
Río Maullín,Río Tepu,RTEB9,-41.23259,-72.59537,2028-06-07,28,6,2007,Salmo salar,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Río Tepu,RTEB9,-41.23259,-72.59537,2028-06-07,28,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,3,3
Río Metrenquen,Metrenquen,U56A,-41.97405556,-73.51691667,39892,20,3,2009,Eleginops maclovins,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,49,49
Río Metrenquen,Metrenquen,U56A,-41.97405556,-73.51691667,39892,20,3,2009,Galaxias maculatus,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,63,63
Río Molulco,Rio Molulco,RMO,-42.85514,-73.7459,2017-05-07,17,5,2007,Galaxias maculatus,"Kyle Young, Jane McDonald",,8,8
Río Molulco,Rio Molulco,RMO,-42.85514,-73.7459,2017-05-07,17,5,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald",,1,1
Río Molulco,Rio Molulco,RMO,-42.85514,-73.7459,2017-05-07,17,5,2007,Salmo trutta,"Kyle Young, Jane McDonald",,5,5
Río Negro - Hornopiren,Rio Negro - Hornopiren,R33A,-41.92333,-72.43833,39840,27,1,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,17,17
Río Negro - Hornopiren,Rio Negro - Hornopiren,R33A,-41.92333,-72.43833,39840,27,1,2009,Salmo trutta,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,24,24
Río Negro - Hualaihue,Rio Negro - Hualaihue,RN2H,-41.99905,-72.68177,39841,28,1,2009,Galaxias maculatus,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,15,15
Río Negro - Hualaihue,Rio Negro - Hualaihue,RN2H,-41.99905,-72.68177,39841,28,1,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,20,20
Río Negro - Hualaihue,Rio Negro - Hualaihue,RN2H,-41.99905,-72.68177,39841,28,1,2009,Salmo salar,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,1,1
Río Negro - Hualaihue,Rio Negro - Hualaihue,RN2H,-41.99905,-72.68177,39841,28,1,2009,Salmo trutta,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,11,11
Río Petrohué,Río Blanco,RBL1,-41.25887,-72.47815,2012-05-07,12,5,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald",,40,40
Río Petrohué,Río Blanco,RBL1,-41.25887,-72.47815,2012-05-07,12,5,2007,Salmo trutta,"Kyle Young, Jane McDonald",,50,50
Río Petrohué,Río Blanco,RBL1,-41.25887,-72.47815,2012-05-07,12,5,2007,Trichomycterus areolatus,"Kyle Young, Jane McDonald",,1,1
Río Pichicolo,Pichicolo,RPC,-41.97956,-72.55934,2008-06-07,8,6,2007,Galaxias maculatus,"Kyle Young, Jane McDonald, BP",,4,4
Río Pichicolo,Pichicolo,RPC,-41.97956,-72.55934,2008-06-07,8,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,17,17
Río Pichicolo,Pichicolo,RPC,-41.97956,-72.55934,2008-06-07,8,6,2007,Oncorhynchus tshawytscha ,"Kyle Young, Jane McDonald, BP",,1,1
Río Pichicolo,Pichicolo,RPC,-41.97956,-72.55934,2008-06-07,8,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,23,23
Río Pichicolo,Pichicolo,RPC07,-41.00429,-72.528245,39841,28,1,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,18,18
Río Pichicolo,Pichicolo,RPC07,-41.00429,-72.528245,39841,28,1,2009,Salmo salar,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,1,1
Río Pichicolo,Pichicolo,RPC07,-41.00429,-72.528245,39841,28,1,2009,Salmo trutta,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,13,13
Río Pihuio,Pihuio,RPI,-41.82386111,-73.69205556,39889,17,3,2009,Aplochiton taeniatus,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",1,,1
Río Pihuio,Pihuio,RPI,-41.82386111,-73.69205556,39889,17,3,2009,Aplochiton zebra,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,1,1
Río Pihuio,Pihuio,RPI,-41.82386111,-73.69205556,39889,17,3,2009,Galaxias maculatus,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,1,1
Río Pihuio,Pihuio,RPI,-41.82386111,-73.69205556,39889,17,3,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,6,6
Río Pihuio,Pihuio,RPIH2,-41.82399,-73.69459,2001-11-07,1,11,2007,Brachygalaxias bullocki,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,33,33
Río Pihuio,Pihuio,RPIH2,-41.82399,-73.69459,2001-11-07,1,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,3,3
Río Pilpilehue ,Pilpilehue ,RPI1,-42.73759,-73.62148,2018-05-07,18,5,2007,Galaxias maculatus,"Kyle Young, Jane McDonald",,25,25
Río Pilpilehue ,Pilpilehue ,RPI1,-42.73759,-73.62148,2018-05-07,18,5,2007,Salmo salar,"Kyle Young, Jane McDonald",,1,1
Río Pilpilehue ,Pilpilehue ,RPI1,-42.73759,-73.62148,2018-05-07,18,5,2007,Sculpin sp,"Kyle Young, Jane McDonald",,52,52
Río Pilpilehue ,Pilpilehue ,RPI2,-42.739,-73.62009,2018-05-07,18,5,2007,Galaxias maculatus,"Kyle Young, Jane McDonald",,31,31
Río Pilpilehue ,Pilpilehue ,RPI2,-42.739,-73.62009,2018-05-07,18,5,2007,Geotria australis,"Kyle Young, Jane McDonald",,1,1
Río Pilpilehue ,Pilpilehue ,RPI2,-42.739,-73.62009,2018-05-07,18,5,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald",,23,23
Río Pilpilehue ,Pilpilehue ,RPI2,-42.739,-73.62009,2018-05-07,18,5,2007,Salmo salar,"Kyle Young, Jane McDonald",,1,1
Río Puelo,Río Puelo,RPLO,-41.38485,-72.17365,39858,14,2,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,9,9
Río Puelo,Río Puelo,RPLO1,-41.60927,-72.2198,2001-11-08,1,11,2008,Oncorhynchus mykiss,Gabriel Orellana,,2,2
Río Puelo,Río Puelo,STRP,-41.60927,-72.2198,39462,15,1,2008,Salmo trutta,,,1,1
Río Punien/Poza,Río Punien/Poza,RPUN,-41.8056,-72.73002,2010-06-07,10,6,2007,Galaxias maculatus,"Kyle Young, Jane McDonald, BP",,6,6
Río Punien/Poza,Río Punien/Poza,RPUN,-41.8056,-72.73002,2010-06-07,10,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,3,3
Río Punien/Poza,Río Punien/Poza,RPUN,-41.8056,-72.73002,2010-06-07,10,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,13,13
Río Punihuil,Rio Punihuil,RPH1,-41.93164,-74.02347,2001-12-07,1,12,2007,Aplochiton taeniatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",2,1,3
Río Punihuil,Rio Punihuil,RPH1,-41.93164,-74.02347,2001-12-07,1,12,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,6,6
Río Punihuil,Rio Punihuil,RPH1,-41.93164,-74.02347,2001-12-07,1,12,2007,Geotria australis,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,4,4
Río Punihuil,Rio Punihuil,RPH1,-41.93164,-74.02347,2001-12-07,1,12,2007,Salmo trutta,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,16,16
Río Punihuil,Rio Punihuil,RPH3,-41.93937,-74.01502,39417,1,12,2007,Salmo trutta,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,12,12
Río Punihuil,Rio Punihuil,RPI4,-42.73932,-73.62017,2012-02-08,12,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,18,18
Río Punihuil,Rio Punihuil,RPI4,-42.73932,-73.62017,2012-02-08,12,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,28,28
Río Purne,Rio Purne,RPP,-41.99117,-72.74508,2009-06-07,9,6,2007,Galaxias maculatus,"Kyle Young, Jane McDonald, BP",,36,36
Río Purne,Rio Purne,RPP,-41.99117,-72.74508,2009-06-07,9,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,1,1
Río Putemún,Piscicultura Biomasa,PBM,-42.42061944,-73.91946944,2019-06-09,19,6,2009,Oncorhynchus mykiss,"Ana María Cerda, AB",,62,62
Río Reyes,Rio Reyes,RR,-41.40428,-72.28554,2011-06-07,11,6,2007,Galaxias maculatus,"Kyle Young, Jane McDonald, BP",,3,3
Río Reyes,Rio Reyes,RR,-41.40428,-72.28554,2011-06-07,11,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,1,1
Río Reyes,Rio Reyes,RR,-41.40428,-72.28554,2011-06-07,11,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,10,10
Río Río Lenca,Río Lenca,RL,-41.60577778,-72.68247222,39917,14,4,2009,Aplochiton zebra,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",17,,17
Río Río Lenca,Río Lenca,RL,-41.60577778,-72.68247222,39917,14,4,2009,Galaxias maculatus,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,66,66
Río Río Lenca,Río Lenca,RL,-41.60577778,-72.68247222,39917,14,4,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,20,20
Río Río Lenca,Río Lenca,RL,-41.60577778,-72.68247222,39917,14,4,2009,Salmo trutta,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,2,2
Río Río Lenca,Río Lenca,RL,-41.60553,-72.68269,2014-09-08,14,9,2008,Aplochiton zebra,"Kyle Young, Gabriel Orellana",,4,4
Río Río Lenca,Río Lenca,RL,-41.60553,-72.68269,2014-09-08,14,9,2008,Galaxias maculatus,"Kyle Young, Gabriel Orellana",,7,7
Río Río Lenca,Río Lenca,RL,-41.60553,-72.68269,2014-09-08,14,9,2008,Salmo trutta,"Kyle Young, Gabriel Orellana",,10,10
Río Río Lenca,Río Lenca,RL,-41.60553,-72.68269,2027-05-07,27,5,2007,Aplochiton zebra,"Kyle Young, Jane McDonald",,4,4
Río Río Lenca,Río Lenca,RL,-41.60553,-72.68269,2027-05-07,27,5,2007,Galaxias maculatus,"Kyle Young, Jane McDonald",,5,5
Río Río Lenca,Río Lenca,RL,-41.60553,-72.68269,2027-05-07,27,5,2007,Geotria australis,"Kyle Young, Jane McDonald",,1,1
Río Río Lenca,Río Lenca,RL,-41.60553,-72.68269,2027-05-07,27,5,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald",,1,1
Río Río Lenca,Río Lenca,RL,-41.60553,-72.68269,2027-05-07,27,5,2007,Salmo salar,"Kyle Young, Jane McDonald",,1,1
Río Río Lenca,Río Lenca,RL,-41.60553,-72.68269,2027-05-07,27,5,2007,Salmo trutta,"Kyle Young, Jane McDonald",,16,16
Río San Antonio,Rio Casas Viejas,RCV,-42.02829,-73.85435,2015-05-07,15,5,2007,Brachygalaxias bullocki,"Kyle Young, Jane McDonald",,1,1
Río San Antonio,Rio Casas Viejas,RCV,-42.02829,-73.85435,2015-05-07,15,5,2007,Salmo trutta,"Kyle Young, Jane McDonald",,2,2
Río San Antonio,Río San Antonio,RSA,-42.97431,-73.66365,2016-05-07,16,5,2007,Geotria australis,"Kyle Young, Jane McDonald",,1,1
Río U1,Río U1,U1A,-43.08744,-73.71724,2003-02-08,3,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,32,32
Río U1,Río U1,U1A,-43.08744,-73.71724,2003-02-08,3,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,1,1
Río U1,Río U1,U1A,-43.08744,-73.71724,2003-02-08,3,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,12,12
Río U1,Río U1,U1A,-43.08744,-73.71724,2003-02-08,3,2,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,6,6
Río U10,Río U10,U10,-41.84439,-73.62942,2001-11-07,1,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,3,3
Río U10,Río U10,U10,-41.84439,-73.62942,2001-11-07,1,11,2007,Brachygalaxias bullocki,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,27,27
Río U10,Río U10,U10,-41.84439,-73.62942,2001-11-07,1,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,6,6
Río U10,Río U10,U10,-41.84439,-73.62942,2001-11-07,1,11,2007,Geotria australis,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,14,14
Río U10,Río U10,U10,-41.84439,-73.62942,2001-11-07,1,11,2007,Unknown,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U12,Río U12,U12A,-41.88157,-73.53814,2002-11-07,2,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,15,15
Río U12,Río U12,U12B,-41.88187,-73.53947,2002-11-07,2,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,9,9
Río U12,Río U12,U12C,-41.881,-73.5414,2002-11-07,2,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,9,9
Río U12,Río U12,U12D,-41.881,-73.5414,2002-11-07,2,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,6,6
Río U12,Río U12,U12E,-41.881,-73.5414,2002-11-07,2,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U12,Río U12,U12E,-41.881,-73.5414,2002-11-07,2,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,11,11
Río U12,Río U12,U12F,-41.88075,-73.54088,2002-11-07,2,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,3,3
Río U12,Río U12,U12F,-41.88075,-73.54088,2002-11-07,2,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,5,5
Río U13,Río U13,U13,-41.90032,-73.54063,2003-07-08,3,7,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson, PH",,1,1
Río U13,Río U13,U13A,-41.89955,-73.53738,2002-11-07,2,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U13,Río U13,U13A,-41.89955,-73.53738,2002-11-07,2,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,93,93
Río U13,Río U13,U13B,-41.90014,-73.53988,2002-11-07,2,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U13,Río U13,U13B,-41.90014,-73.53988,2002-11-07,2,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,4,4
Río U13,Río U13,U13C,-41.90032,-73.54063,2002-11-07,2,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,13,13
Río U13,Río U13,U13C,-41.90032,-73.54063,2002-11-07,2,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,12,12
Río U13,Río U13,U13D,-41.8997,-73.5415,2002-11-07,2,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,7,7
Río U13,Río U13,U13D,-41.8997,-73.5415,2002-11-07,2,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,3,3
Río U13,Río U13,U13D,-41.8997,-73.5415,2002-11-08,2,11,2008,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U13,Río U13,U13D,-41.8997,-73.5415,39388,2,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U15,Río U15,U15A,-42.06161,-73.49485,2003-11-07,3,11,2007,Brachygalaxias bullocki,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,49,49
Río U16,Río U16,U16,-42.03942,-73.51278,2003-11-07,3,11,2007,Brachygalaxias bullocki,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,20,20
Río U17,Río U17,U17A,-42.11519,-73.48451,2004-11-07,4,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",9,2,11
Río U17,Río U17,U17A,-42.11519,-73.48451,2004-11-07,4,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,20,20
Río U17,Río U17,U17A,-42.11519,-73.48451,2004-11-07,4,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,7,7
Río U17,Río U17,U17A,-42.11519,-73.48451,2004-11-07,4,11,2007,Unknown,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U17,Río U17,U17B,-42.11447,-73.4803,2004-11-07,4,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",9,18,27
Río U17,Río U17,U17B,-42.11447,-73.4803,2004-11-07,4,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,4,4
Río U17,Río U17,U17B,-42.11447,-73.4803,2004-11-07,4,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,11,11
Río U17,Río U17,U17C,-42.11406,-73.48553,2004-11-07,4,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,12,12
Río U17,Río U17,U17C,-42.11406,-73.48553,2004-11-07,4,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,4,4
Río U17,Río U17,U17C,-42.11406,-73.48553,2004-11-07,4,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U17,Río U17,U17D,-42.11432,-73.48643,2004-11-07,4,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,25,25
Río U17,Río U17,U17D,-42.11432,-73.48643,2004-11-07,4,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,2,2
Río U17,Río U17,U17D,-42.11432,-73.48643,2004-11-07,4,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U17,Río U17,U17E,-42.11388,-73.48739,2004-11-07,4,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,19,19
Río U17,Río U17,U17E,-42.11388,-73.48739,2004-11-07,4,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U17,Río U17,U17E,-42.11388,-73.48739,2004-11-07,4,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,2,2
Río U17,Río U17,U17E,-42.11388,-73.48739,2004-11-07,4,11,2007,Unknown,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U17,Río U17,U17F,-42.11376,-73.4881,2005-11-07,5,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",2,,2
Río U17,Río U17,U17F,-42.11376,-73.4881,2005-11-07,5,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,6,6
Río U17,Río U17,U17G,-42.11413,-73.4893,2005-11-07,5,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",1,,1
Río U17,Río U17,U17G,-42.11413,-73.4893,2005-11-07,5,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,14,14
Río U18,Río U18,U18A,-42.06629,-73.42986,2006-11-07,6,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,2,2
Río U18,Río U18,U18B,-42.06692,-73.43138,2006-11-07,6,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,16,16
Río U18,Río U18,U18B,-42.06692,-73.43138,2006-11-07,6,11,2007,Geotria australis,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,3,3
Río U18,Río U18,U18C,-42.06673,-73.43197,2006-11-07,6,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,5,5
Río U18,Río U18,U18C,-42.06673,-73.43197,2006-11-07,6,11,2007,Geotria australis,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,3,3
Río U18,Río U18,U18C,-42.06673,-73.43197,2006-11-07,6,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,2,2
Río U18,Río U18,U18C,-42.06673,-73.43197,2006-11-07,6,11,2007,Unknown,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,14,14
Río U18,Río U18,U18D1,-42.06635,-73.43329,2006-11-07,6,11,2007,Brachygalaxias bullocki,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U18,Río U18,U18D1,-42.06635,-73.43329,2006-11-07,6,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,7,7
Río U18,Río U18,U18D2,-42.06676,-73.43431,2006-11-07,6,11,2007,Brachygalaxias bullocki,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,2,2
Río U18,Río U18,U18D2,-42.06676,-73.43431,2006-11-07,6,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,11,11
Río U19,Río U19,U19A,-42.14597,-73.48837,2008-11-07,8,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,58,58
Río U19,Río U19,U19B,-42.14562,-73.48855,2008-11-07,8,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,10,10
Río U19,Río U19,U19B,-42.14562,-73.48855,2008-11-07,8,11,2007,Brachygalaxias bullocki,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,4,4
Río U19,Río U19,U19B,-42.14562,-73.48855,2008-11-07,8,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,16,16
Río U2,Río U2,U2,-43.100714,-73.6963,2016-05-07,16,5,2007,Galaxias maculatus,"Kyle Young, Jane McDonald",,2,2
Río U2,Río U2,U2,-43.100714,-73.6963,2016-05-07,16,5,2007,Salmo trutta,"Kyle Young, Jane McDonald",,9,9
Río U2,Río U2,U2A,-43.1034,-73.7109,2003-02-08,3,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,9,9
Río U2,Río U2,U2A,-43.1034,-73.7109,2003-02-08,3,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,60,60
Río U2,Río U2,U2A,-43.1034,-73.7109,2003-02-08,3,2,2008,Geotria australis,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,4,4
Río U2,Río U2,U2A,-43.1034,-73.7109,2003-02-08,3,2,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,38,38
Río U2,Río U2,U2C,-43.101,-73.69749,2003-02-08,3,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,23,23
Río U2,Río U2,U2C,-43.101,-73.69749,2003-02-08,3,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,28,28
Río U2,Río U2,U2C,-43.101,-73.69749,2003-02-08,3,2,2008,Geotria australis,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,3,3
Río U2,Río U2,U2C,-43.101,-73.69749,2003-02-08,3,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,2,2
Río U2,Río U2,U2C,-43.101,-73.69749,2003-02-08,3,2,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,25,25
Río U20,Río U20,U20A,-42.20891,-73.40191,2009-11-07,9,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",3,,3
Río U20,Río U20,U20A,-42.20891,-73.40191,2009-11-07,9,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,17,17
Río U20,Río U20,U20A,-42.20891,-73.40191,2009-11-07,9,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,4,4
Río U20,Río U20,U20A,-42.20891,-73.40191,2009-11-07,9,11,2007,Unknown,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U20,Río U20,U20C,-42.21032,-73.40511,2009-11-07,9,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",11,2,13
Río U20,Río U20,U20C,-42.21032,-73.40511,2009-11-07,9,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,8,8
Río U20,Río U20,U20C,-42.21032,-73.40511,2009-11-07,9,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,6,6
Río U20,Río U20,U20E,-42.21222,-73.40894,2009-11-07,9,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",12,3,15
Río U20,Río U20,U20E,-42.21222,-73.40894,2009-11-07,9,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,5,5
Río U21,Río U21,U21A,-42.20209,-73.41302,2009-11-07,9,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
