"occurrenceID","decimalLongitude","decimalLatitude","locality","scientificName","year","eventDate","bibliographicCitation","eventRemarks","license","datasetName","datasetName_tmp","basisOfRecord"
"CCorrea.Lit.Review.1191",-72.96376,-45.56128,"Lago Condor (SLCO-7)","Galaxias maculatus",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Only caught by electric fishing.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1192",-72.96376,-45.56128,"Lago Condor (SLCO-7)","Galaxias platei",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) ","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1193",-72.96376,-45.56128,"Lago Condor (SLCO-7)","Aplochiton zebra",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Only caught by gill-netting.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1194",-72.96792,-45.59743,"Lago Condor (SLCO-2)","Salmo trutta",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Only caught by gill-netting.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1195",-72.96792,-45.59743,"Lago Condor (SLCO-2)","Galaxias maculatus",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Only caught by electric fishing.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1196",-72.96792,-45.59743,"Lago Condor (SLCO-2)","Galaxias platei",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) ","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1197",-72.96792,-45.59743,"Lago Condor (SLCO-2)","Aplochiton zebra",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Only caught with gill-net.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1198",-72.67735,-45.49821,"Lago Riesco en desembocadura (SLR-1)","Oncorhynchus mykiss",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Caught with gill-net and baited hooks.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1199",-72.67735,-45.49821,"Lago Riesco en desembocadura (SLR-1)","Salmo trutta",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Caught with gill-net and baited hooks.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1200",-72.67735,-45.49821,"Lago Riesco en desembocadura (SLR-1)","Oncorhynchus nerka",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Only caught with gill-net. Two females and one male; between 377 and 700 gr.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1201",-72.67735,-45.49821,"Lago Riesco en desembocadura (SLR-1)","Aplochiton zebra",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Only caught with gill-net.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1202",-72.67735,-45.49821,"Lago Riesco en desembocadura (SLR-1)","Galaxias maculatus",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Only caught with electric fishing.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1203",-72.51029,-45.79312,"Lago Caro en cubeta oriente (SRB-9)","Salmo trutta",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Caught with gill-net and baited hooks. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1204",-72.51029,-45.79312,"Lago Caro en cubeta oriente (SRB-9)","Aplochiton zebra",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Only caught with gill-net. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1205",-72.17475,-45.77066,"Lago Elizalde en cubeta Oriente (SRB-10)","Oncorhynchus mykiss",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Caught with gill-net.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1206",-72.17475,-45.77066,"Lago Elizalde en cubeta Oriente (SRB-10)","Salmo trutta",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Caught with gill-net.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1207",-72.17475,-45.77066,"Lago Elizalde en cubeta Oriente (SRB-10)","Galaxias platei",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Caught with baited hooks.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1208",-72.58969,-45.42742,"Río Blanco abajo en desembocadura (SRB-1)","Oncorhynchus mykiss",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Caught with baited hooks.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1209",-72.58969,-45.42742,"Río Blanco abajo en desembocadura (SRB-1)","Salmo trutta",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Caught with baited hooks.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1210",-72.58969,-45.42742,"Río Blanco abajo en desembocadura (SRB-1)","Galaxias platei",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Caught with baited hooks and electric fishing.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1211",-72.58969,-45.42742,"Río Blanco abajo en desembocadura (SRB-1)","Galaxias maculatus",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Caught with electric fishing.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1212",-72.58969,-45.42742,"Río Blanco abajo en desembocadura (SRB-1)","Aplochiton zebra",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Caught with baited hooks.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1213",-72.58969,-45.42742,"Río Blanco abajo en desembocadura (SRB-1)","Geotria australis",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Caught with electric fishing.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1214",-72.61971,-45.47016,"Río Blanco abajo en sector de balseo (SRB-2)","Oncorhynchus mykiss",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Caught with baited hooks.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1215",-72.61971,-45.47016,"Río Blanco abajo en sector de balseo (SRB-2)","Salmo trutta",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Caught with electric fishing and baited hooks.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1216",-72.61971,-45.47016,"Río Blanco abajo en sector de balseo (SRB-2)","Galaxias platei",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Caught with electric fishing.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1217",-72.61971,-45.47016,"Río Blanco abajo en sector de balseo (SRB-2)","Galaxias maculatus",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Caught with electric fishing.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1218",-72.6649,-45.54027,"Río Blanco abajo en ""El Perdido"" (SRB-3)","Salmo trutta",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Caught with electric fishing and baited hooks.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1219",-72.61708,-45.58148,"Río Blanco arriba antes de los rápidos (SRB-4)","Salmo trutta",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Caught with electric fishing and baited hooks.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1220",-72.60481,-45.64964,"Río Blanco arriba, bajo Río Bongo (SRB-5)","Oncorhynchus mykiss",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Caught with gill-net.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1221",-72.60481,-45.64964,"Río Blanco arriba, bajo Río Bongo (SRB-5)","Salmo trutta",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Caught with electric fishing and baited hooks and gill-nets.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1222",-72.59777,-45.69026,"Río Blanco arriba, 4 -5 Km arriba de Río Bongo (SRB-6)","Salmo trutta",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) ","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1223",-72.87521,-45.47904,"Río Candelaria en Desembocadura (SRP-5)","Oncorhynchus mykiss",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Caught with gill-net.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1224",-72.87521,-45.47904,"Río Candelaria en Desembocadura (SRP-5)","Eleginops maclovinus",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) Caught with gill-net and baited hooks.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1225",-72.83725,-45.48985,"Estero Dingle arriba (SRP-4)","Oncorhynchus mykiss",2000,"2000","Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA.","2000 (?) ","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1226",-71.96713,-46.54432,"Laguna Verde","Galaxias platei",1991,"1991","E.C. Rowe & Asoc. (1994) Estudio de Impacto Ambiental (EIA) proyecto Fachinal tranque de relave.. CONAMA.","1991 ","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1227",-71.83762,-46.49019,"Lago General Carrera (Bahía Jara)","Odontesthes bonariensis",1991,"1991","E.C. Rowe & Asoc. (1994) Estudio de Impacto Ambiental (EIA) proyecto Fachinal tranque de relave.. CONAMA.","1991 ","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1243",-72.08337,-45.5752,"Río Claro and Río Simpson, to the west of Coyhaique.","Oncorhynchus kisutch",1992,"1992","Torres, P. Cubillos, V., Aedo, E., Silva, R., Garrido, O. y Aedo, J.E. (1995) Prevalencia y aspectos patológicos de la difilobotriasis en salmones de retorno, Oncorhynchus kisutch, de Coyhaique, XIa Región de Chile.. Archivos de Medicina Veterinaria 27: 107-114.","1992 Thirty returning adults were caught. Apparently these individuals were released from Dr. Shiraishi pisciculture weighting 5 g.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1244",-72.08245,-45.57214,"Río Simpson (west of Coyhaique, 300 m above sea level)","Oncorhynchus kisutch",1994,"1994","Torres, P., E.  Aedo, L. Figueroa, I. Siegmund, R. Silva, N. Navarrete, S. Puga, F. Marín y E. Aedo (2000) Infección por helmintos parásitos en salmón coho, Oncorhynchus kisutch, durante su retorno al río Simpson, Chile.. Bol. Chil. Parasitol. 55(1-2): 31-35.","1994 Nine females and 8 males. All adults going up river to spawn.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1252",-72.27143,-41.38046,"Río Del Este","Salmo trutta",1969,"1969/1971","Vila, I., E. Zeiss and H. Gibson (1978) Prospecciones de sistemas hidrográficos para la introducción del ""salmon"" en Chile.. Biología Pesquera, Chile 10: 61-73.","1969-1970 Brown trout (Salmo trutta) of 15 cm. were observed. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1255",-71.70133,-43.17037,"Río Futaleufu (Argentina, 140 to 155 km from the mouth of the river, 350 to 400 m above sea level)","Oncorhynchus tshawytscha",1989,"1989/1991","Grosman, F. (1992) Algunos aspectos de la biología del salmón del pacífico (Oncorhynchus tshawytscha) presente en la Provincia del Chubut. (Informe técnico). Ed. Hemisferio Sur, JICA - CEAN, 8:1-12.","1989, 1990 Mature adults: 3 males and 4 females. In the province of Chubut, Argentina, ""salmon"" species have been sighted since 1985.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1256",-71.7232,-43.565,"Río Palena (Argentina, 160 to 190 km from the mouth of the river, 350 m above sea level)","Oncorhynchus tshawytscha",1989,"1989/1991","Grosman, F. (1992) Algunos aspectos de la biología del salmón del pacífico (Oncorhynchus tshawytscha) presente en la Provincia del Chubut. (Informe técnico). Ed. Hemisferio Sur, JICA - CEAN, 8:1-12.","1989, 1990 Mature adults: 2 males and 4 females. In the province of Chubut, Argentina, ""salmon"" species have been sighted since 1985.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1257",-73.93454,-42.67055,"Lago Huillinco","Salmo trutta",1989,"1989","Torres, P., Ruiz, E., Rebolledo, C., Mira, A., Cubillos, V., Navarrete, N., Gesche, W.,
Montefusco, A., Valdés, L. y Alberdi, A. (1990) Parasitismo en peces y comunidades humanas ribereñas de los lagos Huillinco y Natri (Isla Grande de Chiloé), Chile.. Bol. Chil. Parasitol. 45:47-55.","1989 Relative frequencies were no the ojective of the sampling, i.e. may be not accurate. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1258",-73.93454,-42.67055,"Lago Huillinco","Cauque mauleanum",1989,"1989","Torres, P., Ruiz, E., Rebolledo, C., Mira, A., Cubillos, V., Navarrete, N., Gesche, W.,
Montefusco, A., Valdés, L. y Alberdi, A. (1990) Parasitismo en peces y comunidades humanas ribereñas de los lagos Huillinco y Natri (Isla Grande de Chiloé), Chile.. Bol. Chil. Parasitol. 45:47-55.","1989 Relative frequencies were no the ojective of the sampling, i.e. may be not accurate. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1259",-73.93454,-42.67055,"Lago Huillinco","Mugil cephalus",1989,"1989","Torres, P., Ruiz, E., Rebolledo, C., Mira, A., Cubillos, V., Navarrete, N., Gesche, W.,
Montefusco, A., Valdés, L. y Alberdi, A. (1990) Parasitismo en peces y comunidades humanas ribereñas de los lagos Huillinco y Natri (Isla Grande de Chiloé), Chile.. Bol. Chil. Parasitol. 45:47-55.","1989 Relative frequencies were no the ojective of the sampling, i.e. may be not accurate. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1260",-73.93454,-42.67055,"Lago Huillinco","Eleginops maclovinus",1989,"1989","Torres, P., Ruiz, E., Rebolledo, C., Mira, A., Cubillos, V., Navarrete, N., Gesche, W.,
Montefusco, A., Valdés, L. y Alberdi, A. (1990) Parasitismo en peces y comunidades humanas ribereñas de los lagos Huillinco y Natri (Isla Grande de Chiloé), Chile.. Bol. Chil. Parasitol. 45:47-55.","1989 Relative frequencies were no the ojective of the sampling, i.e. may be not accurate. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1261",-73.79812,-42.79697,"Lago Natri","Oncorhynchus mykiss",1989,"1989","Torres, P., Ruiz, E., Rebolledo, C., Mira, A., Cubillos, V., Navarrete, N., Gesche, W.,
Montefusco, A., Valdés, L. y Alberdi, A. (1990) Parasitismo en peces y comunidades humanas ribereñas de los lagos Huillinco y Natri (Isla Grande de Chiloé), Chile.. Bol. Chil. Parasitol. 45:47-55.","1989 Relative frequencies were no the ojective of the sampling, i.e. may be not accurate. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1262",-73.79812,-42.79697,"Lago Natri","Salmo trutta",1989,"1989","Torres, P., Ruiz, E., Rebolledo, C., Mira, A., Cubillos, V., Navarrete, N., Gesche, W.,
Montefusco, A., Valdés, L. y Alberdi, A. (1990) Parasitismo en peces y comunidades humanas ribereñas de los lagos Huillinco y Natri (Isla Grande de Chiloé), Chile.. Bol. Chil. Parasitol. 45:47-55.","1989 Relative frequencies were no the ojective of the sampling, i.e. may be not accurate. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
