"occurrenceID","decimalLongitude","decimalLatitude","locality","scientificName","year","eventDate","bibliographicCitation","eventRemarks","license","datasetName","datasetName_tmp","basisOfRecord"
"CCorrea.Lit.Review.373",-71.65194,-44.62831,"Río Cisnes (Tapera)","Oncorhynchus tshawytscha",2001,"2001","Edwin Niklitschek and Eduardo Aedo (2002) Estudio del ciclo reproductivo de las principales especies objetivo de la pesca deportiva en la XI región. FIP 2000-25. FIP 2000-25 75pp.","2001 ","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.374",-72.4946,-41.44194,"Lago Chapo","Oncorhynchus mykiss",1997,"1997","Gonzalo Gajardo (1997) Caracterización genética, hematologica y química sanguinea de salmonideos silvestres y de cultivo.. FIP IT 95-35 61.","1997 (?) Values were reported as ""n=7"" of physiological analyses and ""n=20"" of genetic analyses of wild caught fish. No details on fish survey. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.375",-72.4946,-41.44194,"Lago Chapo","Oncorhynchus kisutch",1997,"1997","Gonzalo Gajardo (1997) Caracterización genética, hematologica y química sanguinea de salmonideos silvestres y de cultivo.. FIP IT 95-35 61.","1997 (?) Values were reported as ""n"" of physiological analyses of wild caught fish in stead of fish survey. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.376",-72.4946,-41.44194,"Lago Chapo","Salmo salar",1997,"1997","Gonzalo Gajardo (1997) Caracterización genética, hematologica y química sanguinea de salmonideos silvestres y de cultivo.. FIP IT 95-35 61.","1997 (?) Values were reported as ""n"" of physiological analyses of wild caught fish in stead of  fish survey. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.377",-73.65074,-42.38315,"Dalcahue","Oncorhynchus mykiss",1997,"1997","Gonzalo Gajardo (1997) Caracterización genética, hematologica y química sanguinea de salmonideos silvestres y de cultivo.. FIP IT 95-35 61.","1997 (?) Values were reported as ""n=3"" of physiological analyses of wild caught fish in stead of fish surveys. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.378",-73.65074,-42.38315,"Dalcahue","Oncorhynchus kisutch",1997,"1997","Gonzalo Gajardo (1997) Caracterización genética, hematologica y química sanguinea de salmonideos silvestres y de cultivo.. FIP IT 95-35 61.","1997 (?) Values were reported as ""n=99"" of genetic analyses of wild caught fish in stead of fish survey. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.379",-73.65074,-42.38315,"Dalcahue","Salmo salar",1997,"1997","Gonzalo Gajardo (1997) Caracterización genética, hematologica y química sanguinea de salmonideos silvestres y de cultivo.. FIP IT 95-35 61.","1997 (?) Values were reported as ""n=30"" of genetic analyses of wild caught fish in stead of fish survey. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.383",-73.1115,-41.75788,"Calbuco","Oncorhynchus mykiss",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.384",-73.1115,-41.75788,"Calbuco","Oncorhynchus kisutch",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.385",-73.1115,-41.75788,"Calbuco","Salmo salar",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.386",-73.1115,-41.75788,"Calbuco","Oncorhynchus tshawytscha",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.387",-73.48566,-41.82911,"Hueihue","Oncorhynchus mykiss",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.388",-73.48566,-41.82911,"Hueihue","Salmo trutta",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.389",-73.48566,-41.82911,"Hueihue","Oncorhynchus kisutch",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.390",-73.48566,-41.82911,"Hueihue","Salmo salar",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.391",-73.48566,-41.82911,"Hueihue","Oncorhynchus tshawytscha",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.392",-73.72415,-42.58196,"Canal Lemuy","Oncorhynchus mykiss",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.393",-73.72415,-42.58196,"Canal Lemuy","Oncorhynchus kisutch",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.394",-73.72415,-42.58196,"Canal Lemuy","Salmo salar",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.395",-73.72415,-42.58196,"Canal Lemuy","Oncorhynchus tshawytscha",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.396",-72.59794,-42.04103,"Pichicolo","Oncorhynchus mykiss",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.397",-72.59794,-42.04103,"Pichicolo","Salmo trutta",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.398",-72.59794,-42.04103,"Pichicolo","Oncorhynchus kisutch",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.399",-72.59794,-42.04103,"Pichicolo","Salmo salar",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.400",-72.59794,-42.04103,"Pichicolo","Oncorhynchus tshawytscha",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.401",-72.72125,-44.7079,"Pto. Cisnes","Oncorhynchus mykiss",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.402",-72.72125,-44.7079,"Pto. Cisnes","Salmo trutta",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.403",-72.72125,-44.7079,"Pto. Cisnes","Oncorhynchus kisutch",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.404",-72.72125,-44.7079,"Pto. Cisnes","Salmo salar",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.405",-72.83693,-45.47359,"Pto. Chacabuco","Oncorhynchus mykiss",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.406",-72.83693,-45.47359,"Pto. Chacabuco","Salmo trutta",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.407",-72.83693,-45.47359,"Pto. Chacabuco","Oncorhynchus kisutch",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.408",-72.83693,-45.47359,"Pto. Chacabuco","Salmo salar",1995,"1995/1997","Doris Soto and Fernando Jara (1996) Evaluación de salmonideos de vida libre en aguas interiores de las regiones X y XI.. FIP IT 95-31 159pp.","1995-1996 Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.409",-72.80285,-45.45417,"Ensenada Baja","Geotria australis",1980,"1980","Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.","1980 Two individuals in metamorphic stage were examined. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.410",-72.80285,-45.45417,"Ensenada Baja","Oncorhynchus mykiss",1980,"1980","Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.","1980 One individual was examined. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.411",-72.80285,-45.45417,"Ensenada Baja","Galaxias maculatus",1980,"1980","Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.","1980 One individual was examined. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.412",-72.71702,-45.40587,"Río Aysen","Geotria australis",1980,"1980","Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.","1980 One individual was examined. Geolocation: The position of the point is approximate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.413",-72.71702,-45.40587,"Río Aysen","Galaxias maculatus",1980,"1980","Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.","1980 Two individual were examined. From August to December (more abundant in September and October), the juveniles migrate to the Aysén River from Aysén Fiord, and are commercially most important in this period. Geolocation: The position of the point is approximate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.414",-72.71702,-45.40587,"Río Aysen","Aplochiton taeniatus",1980,"1980","Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.","1980 Three individuals were examined. Common in the Aysen river, particularly in lower parts. Geolocation: The position of the point is approximate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.415",-72.08838,-45.57624,"Río Claro","Oncorhynchus mykiss",1978,"1978","Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.","1978 Two individuals were examined. Geolocation: Ambiguous","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.416",-72.08838,-45.57624,"Río Claro","Salmo trutta",1978,"1978","Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.","1978 One individual was examined. Geolocation: Ambiguous","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.417",-72.08838,-45.57624,"Río Claro","Aplochiton zebra",1978,"1978","Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.","1978 Two individuals were examined. Geolocation: Ambiguous","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.418",-72.06869,-45.54818,"Río Simpson (Coyhaique)","Salmo trutta",1980,"1980","Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.","1980 One individual was examined. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.419",-72.06869,-45.54818,"Río Simpson (Coyhaique)","Oncorhynchus mykiss",1980,"1980","Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.","1980 One individual was examined. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.420",-72.06869,-45.54818,"Río Simpson (Coyhaique)","Hatcheria macraei",1980,"1980","Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.","1980 One individual was examined. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.421",-72.14431,-45.50018,"Río Simpson (Huichalao)","Hatcheria macraei",1981,"1981/1983","Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.","1981, 1982 Two individual were examined. (Trichomycteridae) Geolocation: The position of the point is approximate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.422",-72.45992,-45.41774,"Río Aysén (Puerto Piedra)","Geotria australis",1981,"1981/1983","Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.","1981-1982 (?) Three individuals were examined.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.423",-73.24177,-45.24658,"Puerto Pérez (tidepool)","Oncorhynchus mykiss",1982,"1982","Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.","1982  Geolocation: The position of the point is not accurate; should be at Pto. Piedra.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.424",-73.24177,-45.24658,"Puerto Pérez (tidepool)","Salmo trutta",1982,"1982","Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.","1982 Two individuals were examined. Geolocation: The position of the point is not accurate; should be at Pto. Piedra.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
