"decimalLongitude","decimalLatitude","locality","scientificName","year","bibliographicCitation","eventRemarks","license","datasetName","basisOfRecord"
-72.08245,-45.57214,"Río Simpson (west of Coyhaique, 300 m above sea level)","Oncorhynchus kisutch",1994,"Torres, P., E.  Aedo, L. Figueroa, I. Siegmund, R. Silva, N. Navarrete, S. Puga, F. Marín y E. Aedo (2000) Infección por helmintos parásitos en salmón coho, Oncorhynchus kisutch, durante su retorno al río Simpson, Chile.. Bol. Chil. Parasitol. 55(1-2): 31-35.. Type of document: Paper Notes: NA","1994 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.27143,-41.38046,"Río Del Este","Salmo trutta",1969,"Vila, I., E. Zeiss and H. Gibson (1978) Prospecciones de sistemas hidrográficos para la introducción del ""salmon"" en Chile.. Biología Pesquera, Chile 10: 61-73.. Type of document: Paper Notes: NA","1969-1970  Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.70133,-43.17037,"Río Futaleufu (Argentina, 140 to 155 km from the mouth of the river, 350 to 400 m above sea level)","Oncorhynchus tshawytscha",1989,"Grosman, F. (1992) Algunos aspectos de la biología del salmón del pacífico (Oncorhynchus tshawytscha) presente en la Provincia del Chubut. (Informe técnico). Ed. Hemisferio Sur, JICA - CEAN, 8:1-12.. Type of document: Unpub. Report Notes: NA","1989, 1990 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.7232,-43.565,"Río Palena (Argentina, 160 to 190 km from the mouth of the river, 350 m above sea level)","Oncorhynchus tshawytscha",1989,"Grosman, F. (1992) Algunos aspectos de la biología del salmón del pacífico (Oncorhynchus tshawytscha) presente en la Provincia del Chubut. (Informe técnico). Ed. Hemisferio Sur, JICA - CEAN, 8:1-12.. Type of document: Unpub. Report Notes: NA","1989, 1990 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-73.93454,-42.67055,"Lago Huillinco","Eleginops maclovinus",1989,"Torres, P., Ruiz, E., Rebolledo, C., Mira, A., Cubillos, V., Navarrete, N., Gesche, W.,
Montefusco, A., Valdés, L. y Alberdi, A. (1990) Parasitismo en peces y comunidades humanas ribereñas de los lagos Huillinco y Natri (Isla Grande de Chiloé), Chile.. Bol. Chil. Parasitol. 45:47-55.. Type of document: Paper Notes: NA","1989  Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-73.79812,-42.79697,"Lago Natri","Galaxias maculatus",1989,"Torres, P., Ruiz, E., Rebolledo, C., Mira, A., Cubillos, V., Navarrete, N., Gesche, W.,
Montefusco, A., Valdés, L. y Alberdi, A. (1990) Parasitismo en peces y comunidades humanas ribereñas de los lagos Huillinco y Natri (Isla Grande de Chiloé), Chile.. Bol. Chil. Parasitol. 45:47-55.. Type of document: Paper Notes: NA","1989  Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.55356,-44.56116,"N7 La Cascada","Salmo trutta",1994,"Faúndez, V., Blanco G.,Vázquez E. & Sánchez J.A. (1997) Allozyme variability in brown trout Salmo trutta in Chile.. Freshwater Biology 37: 507-514.. Type of document: Paper Notes: NA","1994-1995  Geolocation: General; based on a general map.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.55356,-44.56116,"N7 La Cascada","Salmo trutta",1994,"Faúndez, V., Blanco G.,Vázquez E. & Sánchez J.A. (1997) Allozyme variability in brown trout Salmo trutta in Chile.. Freshwater Biology 37: 507-514.. Type of document: Paper Notes: NA","1994-1995  Geolocation: General; based on a general map.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.79707,-42.85197,"Río Santa Bárbara","Geotria australis",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.79707,-42.85197,"Río Santa Bárbara","Geotria australis",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.34913,-42.9781,"Río Vuelta y Vuelta","Oncorhynchus mykiss",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984  Geolocation: Approximate, based on coordinates.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.34913,-42.9781,"Río Vuelta y Vuelta","Oncorhynchus mykiss",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984  Geolocation: Approximate, based on coordinates.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.482,-43.02064,"Río Amarillo","Aplochiton zebra",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.482,-43.02064,"Río Amarillo","Aplochiton zebra",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.42803,-43.17589,"Lago Yelcho, Pto. Cárdenas","Galaxias platei",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.42803,-43.17589,"Lago Yelcho, Pto. Cárdenas","Galaxias platei",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.33651,-43.57171,"Río Frío","Aplochiton zebra",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.33651,-43.57171,"Río Frío","Aplochiton zebra",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.33433,-43.57939,"Afluente Río Frío","Salvelinus fontinalis",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.33433,-43.57939,"Afluente Río Frío","Salvelinus fontinalis",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.36158,-43.79185,"Río Aura (i.e. Río Laura?)","Aplochiton zebra",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 The site's coordinates cited by Campos et al (1984) correspond to a stream called Estero Pampita which is 5 km to the south from this point. Nevertheless, the Estero Laura--similar to ""Aura""--,which crosses the road, seems to be the correct sampling site. Geolocation: Approximate","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.36158,-43.79185,"Río Aura (i.e. Río Laura?)","Aplochiton zebra",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 The site's coordinates cited by Campos et al (1984) correspond to a stream called Estero Pampita which is 5 km to the south from this point. Nevertheless, the Estero Laura--similar to ""Aura""--,which crosses the road, seems to be the correct sampling site. Geolocation: Approximate","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.49877,-44.18894,"Río Los Césares","Salmo trutta",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.49877,-44.18894,"Río Los Césares","Salmo trutta",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.50609,-44.23328,"Lago Risopatrón","Geotria australis",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.50609,-44.23328,"Lago Risopatrón","Geotria australis",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.57784,-44.3248,"Río Pascua (Puyuhuapi)","Galaxias maculatus",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 Approximate, based on coordinates","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.57784,-44.3248,"Río Pascua (Puyuhuapi)","Galaxias maculatus",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 Approximate, based on coordinates","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.42222,-44.56857,"Río Queulat","Oncorhynchus mykiss",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.42222,-44.56857,"Río Queulat","Oncorhynchus mykiss",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.41754,-44.63582,"Río Cascadas","Salmo trutta",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.41754,-44.63582,"Río Cascadas","Salmo trutta",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.52794,-44.69697,"Río Cisnes bajo","Salmo trutta",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.52794,-44.69697,"Río Cisnes bajo","Salmo trutta",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.21903,-44.83653,"Río Brigida","Salmo trutta",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 Approximate, position based on coordinates only.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.21903,-44.83653,"Río Brigida","Salmo trutta",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 Approximate, position based on coordinates only.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.11995,-45.02803,"Lago Pedro Aguirre Cerda","Galaxias platei",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.11995,-45.02803,"Lago Pedro Aguirre Cerda","Galaxias platei",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.12888,-45.16264,"Río Ñirehuao","Hatcheria macraei",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.12888,-45.16264,"Río Ñirehuao","Hatcheria macraei",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.41295,-45.43213,"Río Simpson","Geotria australis",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.41295,-45.43213,"Río Simpson","Geotria australis",1984,"Campos, H., J. Arenas, C. Jara, T. Gonser y R. Prins (1984) Macrozoobentos y fauna íctica de las aguas limnéticas de Chiloé y Aysén continentales (Chile).. Medio Ambiente 7(1): 52-64.. Type of document: Paper Notes: NA","1984 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-73.60315,-42.44238,"Curaco de Velez","Oncorhynchus tshawytscha",1982,"Reyes, X. (1982) Presencia de Hepatoxylon trichiuri (Holten, 1802) (Cestoda: Trypanorhyncha) en Oncorynchus tshawytscha y Sonmiosus pacificus capturados en Chile.. Investigaciones Marinas, Valparaiso 10(1-2): 40-45.. Type of document: Paper Notes: NA","1982  Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.3981,-41.11996,"Lago Todos Los Santos, Petrohue","Galaxias platei",1998,"Cassigoli, J. (1999) Catastro de enfermedades de peces nativos circundantes a centros de cultivo de salmónidos.. Fondo de Investigación Pesquera - Instituto Tecnológico del Salmón - Universidad Austral de Chile - Aquatic Health FIP 97-38. Type of document: Unpub. Report Notes: NA","1998, 1999  Geolocation: Ok","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.95085,-45.13768,"Yulton-Meullin Lakes","Galaxias platei",NA,"Soto, D., I. Arismendi, J. González, J. Sanzana, F. Jara, C. Jara, E. Guzman, and A. Lara (2006) Southern Chile, trout and salmon country: invasion patterns and threats for native species.. Revista Chilena de Historia Natural 79:97-117.. Type of document: Paper Notes: NA","Not specified (between 1990 and 2005) ""Only in a set of two connected lakes, Yulton-Meullin [...] did we not find any salmon or trout. In these lakes we found the largest population of native species, Galaxias platei, ""puye grande"" and also Aplochyton zebra, ""peladilla"". Geolocation: Not accurate.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.96795,-46.24541,"Lagoon Don Poli","Galaxias platei",1997,"Sakai, M., R. Aguirrebeña, and A. Nagasawa (1987) Growth analysis by scale reading of cherry salmon (Oncorhynchus masou) stocked a closed-system lake ""Lagoon Don Poli"", southern Chile.. Internal Report 18, Japan International Cooperation Agency & Servicio Nacional de Pesca, Tokyo. 26pp.. Type of document: Unpub. Report Notes: NA","1987 The Lagoon is considered isolated because of the small size of the outlet.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.51311,-41.42701,"Lago Chapo","Percichthys trucha",1986,"Villalobos, L., S. Woelfl, O. Parra, and H. Campos (2003) Lake Chapo: a baseline study of a deep, oligotrophic North Patagonian lake prior to its use for hydroelectricity generation: II. Biological properties.. Hydrobiologia 510: 225-237.. Type of document: Paper Notes: NA","1986-1987  Geolocation: Specific location not specified.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.55481,-41.42324,"Lago Chapo, littoral zone.","Percichthys trucha",1986,"Villalobos, L., S. Woelfl, O. Parra, and H. Campos (2003) Lake Chapo: a baseline study of a deep, oligotrophic North Patagonian lake prior to its use for hydroelectricity generation: II. Biological properties.. Hydrobiologia 510: 225-237.. Type of document: Paper Notes: NA","1986-1987  Geolocation: Specific location not specified.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-73.77277,-42.48319,"Castro, at port, Prov. Chiloe, X Region, Pacific Region","Odontesthes regia",1990,"Dyer, B. (1994) Specimens of Chilean fish deposited by B. Dyer in the University of Michigan Zoological Museum. in.. NEODAT II team databese http://www.neodat.org/. NA. Type of document: Museum collection Notes: NA","1990 Unspecified survey target and methods.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.25292,-47.25316,"Lago Cochrane, approximately 1 km East of Rancho 'La Gauchita' (Mondelo family) at Pescadero de Las Truchas, a *","Odontesthes hatcheri",1990,"Dyer, B. (1994) Specimens of Chilean fish deposited by B. Dyer in the University of Michigan Zoological Museum. in.. NEODAT II team databese http://www.neodat.org/. NA. Type of document: Museum collection Notes: NA","1990 Unspecified survey target and methods. Remarks: * small bay, Prov. Capitan Prat, XI Region	 Rio Baker drainage","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.25292,-47.25316,"Lago Cochrane, Prov. Capitan Prat, XI Region	 Rio Baker drainage","Galaxias platei",1990,"Dyer, B. (1994) Specimens of Chilean fish deposited by B. Dyer in the University of Michigan Zoological Museum. in.. NEODAT II team databese http://www.neodat.org/. NA. Type of document: Museum collection Notes: NA","1990 Unspecified survey target and methods. Remarks: specimens collected under floating debris and junco accumulated along shore","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.60294,-47.33315,"Laguna Esmeralda, about 5 km South of Cochrane on road to Puerto Yungay, Prov. Capitan Prat, XI Region	 Rio Baker dr.","Odontesthes hatcheri",1990,"Dyer, B. (1994) Specimens of Chilean fish deposited by B. Dyer in the University of Michigan Zoological Museum. in.. NEODAT II team databese http://www.neodat.org/. NA. Type of document: Museum collection Notes: NA","1990 Unspecified survey target and methods. Remarks: L. Esmeralda is one of 3 lakes S of Cochrane known as 'Sector Tres Lagos', together with L. Juncal and L. Chacabuco.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.68285,-46.53318,"Lake General Carrera, Bahia Jara, 17 km W of Chile Chico, at mouth of Arroyo or Estero Bano, Prov. General Carrera,*","Odontesthes hatcheri",1990,"Dyer, B. (1994) Specimens of Chilean fish deposited by B. Dyer in the University of Michigan Zoological Museum. in.. NEODAT II team databese http://www.neodat.org/. NA. Type of document: Museum collection Notes: NA","1990 Unspecified survey target and methods. Remarks: * XI Region	 Rio Baker drainage","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.68326,-53.08308,"Punta Arenas, fish market (ex. Coop. Pescadores), Prov. Magallanes, XII Region	 Straits of Magellan","Odontesthes smitti",1990,"Dyer, B. (1994) Specimens of Chilean fish deposited by B. Dyer in the University of Michigan Zoological Museum. in.. NEODAT II team databese http://www.neodat.org/. NA. Type of document: Museum collection Notes: NA","1990 Unspecified survey target and methods. Remarks: said to be from Cabeza Grande, near Porvenir, opposite Punta Arenas, Tierra del Fuego","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-73.77277,-42.55319,"Punta Peuque, opposite Rauco, Seno de Castro, Prov. Chiloe, X Region","Odontesthes regia",1990,"Dyer, B. (1994) Specimens of Chilean fish deposited by B. Dyer in the University of Michigan Zoological Museum. in.. NEODAT II team databese http://www.neodat.org/. NA. Type of document: Museum collection Notes: NA","1990 Unspecified survey target and methods.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-68.67302,-52.67317,"Straits of Magellan, Tierra del Fuego Island, near Estancia Catalina 'NNE' from Cerro Sombrero, Region XII","Odontesthes nigricans",1987,"Dyer, B. (1994) Specimens of Chilean fish deposited by B. Dyer in the University of Michigan Zoological Museum. in.. NEODAT II team databese http://www.neodat.org/. NA. Type of document: Museum collection Notes: NA","1987 Unspecified survey target and methods. Remarks: web leaded type","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-67.70586,-54.9443,"Bronces 1","Salvelinus fontinalis",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-67.469,-54.93906,"Cascada 2","Salvelinus fontinalis",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-68.05193,-55.18086,"Douglas 1","Salvelinus fontinalis",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-68.10906,-55.17387,"Douglas 2","Salvelinus fontinalis",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-67.78388,-54.92486,"Estrella 1","Salvelinus fontinalis",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-68.08535,-54.90611,"Fajarones 1","Salvelinus fontinalis",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-67.50248,-54.93871,"Guanaco 1","Salvelinus fontinalis",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-67.85158,-54.91596,"Guerrico 1","Oncorhynchus mykiss",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-67.85274,-54.92067,"Guerrico 2","Oncorhynchus mykiss",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
