"decimalLongitude","decimalLatitude","locality","scientificName","year","bibliographicCitation","eventRemarks","license","datasetName","basisOfRecord"
-72.45992,-45.41774,"Río Aysén (Puerto Piedra)","Geotria australis",1981,"Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.. Type of document: Unpub. Report Notes: NA","1981-1982 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-73.24177,-45.24658,"Puerto Pérez (tidepool)","Galaxias maculatus",1982,"Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.. Type of document: Unpub. Report Notes: NA","1982  Geolocation: The position of the point is not accurate; should be at Pto. Piedra.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.80007,-45.45759,"Arrollo Pajarones (Ensenada Baja)","Salmo trutta",1981,"Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.. Type of document: Unpub. Report Notes: NA","1981  Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.79406,-45.45129,"Río El Salto (desembocadura)","Oncorhynchus kisutch",1982,"Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.. Type of document: Unpub. Report Notes: NA","1982 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-73.591667,-48.25,"Laguna Ventisquero (estero Ventisquero)","Aplochiton marinus",1982,"Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.. Type of document: Unpub. Report Notes: NA","1982 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-73.1204,-48.14281,"Laguna Quetro","Aplochiton zebra",1982,"Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.. Type of document: Unpub. Report Notes: NA","1982 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-73.52067,-45.16155,"Puerto Aguirre","Galaxias maculatus",1980,"Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.. Type of document: Unpub. Report Notes: NA","1980 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.85398,-45.66646,"Lago Pollux","Galaxias platei",1975,"Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.. Type of document: Unpub. Report Notes: NA","1975  Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.72904,-45.46757,"Lago Riesco","Galaxias platei",1980,"Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.. Type of document: Unpub. Report Notes: NA","1980 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.96482,-46.24045,"Lago Don Poli","Galaxias platei",1984,"Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.. Type of document: Unpub. Report Notes: NA","1984  Geolocation: The position of the point is not accurate; it should be at Don Poli Lagoon.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.58243,-47.31257,"Lago Esmeralda","Odontesthes bonariensis",1983,"Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.. Type of document: Unpub. Report Notes: NA","1983 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.45022,-47.28029,"Lago Maldonado","Percichthys trucha",1983,"Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.. Type of document: Unpub. Report Notes: NA","1983  Geolocation: The point should be at Maldonado Lagoon.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.92711,-46.30439,"Lago General Carrera (Pto. Ibañez)","Percichthys trucha",1982,"Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.. Type of document: Unpub. Report Notes: NA","1982  Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.94613,-45.66398,"Lago Frío","Oncorhynchus mykiss",1981,"Zama, Akira and Eduardo Cárdenas G. (1984) Introduction into Aysén Chile of the pacific salmon. N°9 Descriptive catalogue of marine and freshwater fishes from the Aysén region, southern Chile, with zoogeographical notes on fish fauna.. SERNAP - JICA 82pp.. Type of document: Unpub. Report Notes: NA","1981-1982 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.62297,-46.51134,"Lago General Carrera, near Río Los Antiguos, Argentina.","Percichthys trucha",1990,"Misuo Sakai and Ambrosio C. Espinós (1992) On the trout resouces in lake Buenos Aires, southern Argentina. Informe técnico N°4, Agencia de Cooperación Internacional del Japón (JICA). Editorial Hemisferio Sur S.A., Buenos Aires, Argentina. 26pp.. Type of document: Unpub. Report Notes: NA","1990 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.50128,-52.23821,"Río San José","Salmo trutta",1998,"Estai, E. (1999) Desarrollo y manejo de una pesquería fluvial de trucha café (Salmo trutta fario) en río penitente, XII región. Informe Final.. FONTEC-CORFO Código N° 96-08521. Type of document: Unpub. Report Notes: NA","1998 No comments about whether other fishes were also sampled.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.50128,-52.23821,"Río San José","Salmo trutta",1998,"Estai, E. (1999) Desarrollo y manejo de una pesquería fluvial de trucha café (Salmo trutta fario) en río penitente, XII región. Informe Final.. FONTEC-CORFO Código N° 96-08521. Type of document: Unpub. Report Notes: NA","1998 No comments about whether other fishes were also sampled.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.41201,-52.18261,"Río Penitente, La Holla.","Salmo trutta",1996,"Estai, E. (1999) Desarrollo y manejo de una pesquería fluvial de trucha café (Salmo trutta fario) en río penitente, XII región. Informe Final.. FONTEC-CORFO Código N° 96-08521. Type of document: Unpub. Report Notes: NA","1996, 1997, 1998 No comments about whether other fishes were also sampled.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.41201,-52.18261,"Río Penitente, La Holla.","Salmo trutta",1996,"Estai, E. (1999) Desarrollo y manejo de una pesquería fluvial de trucha café (Salmo trutta fario) en río penitente, XII región. Informe Final.. FONTEC-CORFO Código N° 96-08521. Type of document: Unpub. Report Notes: NA","1996, 1997, 1998 No comments about whether other fishes were also sampled.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.4246,-52.05776,"Río Penitente, Acantilado.","Salmo trutta",1997,"Estai, E. (1999) Desarrollo y manejo de una pesquería fluvial de trucha café (Salmo trutta fario) en río penitente, XII región. Informe Final.. FONTEC-CORFO Código N° 96-08521. Type of document: Unpub. Report Notes: NA","1997 No comments about whether other fishes were also sampled.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.4246,-52.05776,"Río Penitente, Acantilado.","Salmo trutta",1997,"Estai, E. (1999) Desarrollo y manejo de una pesquería fluvial de trucha café (Salmo trutta fario) en río penitente, XII región. Informe Final.. FONTEC-CORFO Código N° 96-08521. Type of document: Unpub. Report Notes: NA","1997 No comments about whether other fishes were also sampled.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.62611,-52.21571,"Río Penitente, Corral las Nieves.","Salmo trutta",1997,"Estai, E. (1999) Desarrollo y manejo de una pesquería fluvial de trucha café (Salmo trutta fario) en río penitente, XII región. Informe Final.. FONTEC-CORFO Código N° 96-08521. Type of document: Unpub. Report Notes: NA","1997 No comments about whether other fishes were also sampled.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.48307,-52.19625,"Río Penitente, Palermo.","Salmo trutta",1997,"Estai, E. (1999) Desarrollo y manejo de una pesquería fluvial de trucha café (Salmo trutta fario) en río penitente, XII región. Informe Final.. FONTEC-CORFO Código N° 96-08521. Type of document: Unpub. Report Notes: NA","1997, 1998, 1999 No comments about whether other fishes were also sampled.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.48307,-52.19625,"Río Penitente, Palermo.","Salmo trutta",1997,"Estai, E. (1999) Desarrollo y manejo de una pesquería fluvial de trucha café (Salmo trutta fario) en río penitente, XII región. Informe Final.. FONTEC-CORFO Código N° 96-08521. Type of document: Unpub. Report Notes: NA","1997, 1998, 1999 No comments about whether other fishes were also sampled.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.53757,-52.15145,"Chorrillo (arrollo) s/n..","Salmo trutta",1997,"Estai, E. (1999) Desarrollo y manejo de una pesquería fluvial de trucha café (Salmo trutta fario) en río penitente, XII región. Informe Final.. FONTEC-CORFO Código N° 96-08521. Type of document: Unpub. Report Notes: NA","1997, 1998, 1999 No comments about whether other fishes were also sampled.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.53757,-52.15145,"Chorrillo (arrollo) s/n..","Salmo trutta",1997,"Estai, E. (1999) Desarrollo y manejo de una pesquería fluvial de trucha café (Salmo trutta fario) en río penitente, XII región. Informe Final.. FONTEC-CORFO Código N° 96-08521. Type of document: Unpub. Report Notes: NA","1997, 1998, 1999 No comments about whether other fishes were also sampled.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.40578,-52.22581,"Río Penitente, La Invernada.","Salmo trutta",1997,"Estai, E. (1999) Desarrollo y manejo de una pesquería fluvial de trucha café (Salmo trutta fario) en río penitente, XII región. Informe Final.. FONTEC-CORFO Código N° 96-08521. Type of document: Unpub. Report Notes: NA","1997, 1998 No comments about whether other fishes were also sampled.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.38706,-52.11319,"Río Penitente, La Invernada.","Salmo trutta",1997,"Estai, E. (1999) Desarrollo y manejo de una pesquería fluvial de trucha café (Salmo trutta fario) en río penitente, XII región. Informe Final.. FONTEC-CORFO Código N° 96-08521. Type of document: Unpub. Report Notes: NA","1997, 1998, 1999 No comments about whether other fishes were also sampled.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.38706,-52.11319,"Río Penitente, La Invernada.","Salmo trutta",1997,"Estai, E. (1999) Desarrollo y manejo de una pesquería fluvial de trucha café (Salmo trutta fario) en río penitente, XII región. Informe Final.. FONTEC-CORFO Código N° 96-08521. Type of document: Unpub. Report Notes: NA","1997, 1998, 1999 No comments about whether other fishes were also sampled.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.98062,-45.21126,"Lago Meullín at the drainage.","Galaxias platei",2001,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2001 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-73.02396,-45.30376,"Río Cuervo upstream from Río Marta","Galaxias platei",2001,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2001 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-73.04489,-45.34709,"Río Cuervo down stream from Río Marta","Oncorhynchus tshawytscha",2001,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2001 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.8293,-45.11141,"Lago Youlton en Ensenada Barrientos (SLAY-2)","Galaxias platei",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.8293,-45.11141,"Lago Youlton en Ensenada Barrientos (SLAY-2)","Galaxias platei",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.91149,-45.1479,"Lago Youlton frente a Laguna Quetro (SLAY-3)","Galaxias platei",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.8577,-45.08349,"Lago Youlton aguas abajo Estero Capillan (SLY-2)","Galaxias platei",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.97011,-45.1414,"Lago Youlton en desembocadura (SLY-1)","Galaxias platei",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.97011,-45.1414,"Lago Youlton en desembocadura (SLY-1)","Galaxias platei",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.97382,-45.16812,"Lago Youlton en desembocadura Lago Youlton (SRME-1)","Galaxias platei",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.96376,-45.56128,"Lago Condor (SLCO-7)","Aplochiton zebra",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.96376,-45.56128,"Lago Condor (SLCO-7)","Aplochiton zebra",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.96792,-45.59743,"Lago Condor (SLCO-2)","Aplochiton zebra",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.96792,-45.59743,"Lago Condor (SLCO-2)","Aplochiton zebra",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.67735,-45.49821,"Lago Riesco en desembocadura (SLR-1)","Galaxias maculatus",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.67735,-45.49821,"Lago Riesco en desembocadura (SLR-1)","Galaxias maculatus",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.51029,-45.79312,"Lago Caro en cubeta oriente (SRB-9)","Aplochiton zebra",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?)  Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.17475,-45.77066,"Lago Elizalde en cubeta Oriente (SRB-10)","Galaxias platei",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.58969,-45.42742,"Río Blanco abajo en desembocadura (SRB-1)","Geotria australis",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.58969,-45.42742,"Río Blanco abajo en desembocadura (SRB-1)","Geotria australis",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.61971,-45.47016,"Río Blanco abajo en sector de balseo (SRB-2)","Galaxias maculatus",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.61971,-45.47016,"Río Blanco abajo en sector de balseo (SRB-2)","Galaxias maculatus",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.6649,-45.54027,"Río Blanco abajo en ""El Perdido"" (SRB-3)","Salmo trutta",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.6649,-45.54027,"Río Blanco abajo en ""El Perdido"" (SRB-3)","Salmo trutta",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.61708,-45.58148,"Río Blanco arriba antes de los rápidos (SRB-4)","Salmo trutta",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.61708,-45.58148,"Río Blanco arriba antes de los rápidos (SRB-4)","Salmo trutta",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.60481,-45.64964,"Río Blanco arriba, bajo Río Bongo (SRB-5)","Salmo trutta",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.60481,-45.64964,"Río Blanco arriba, bajo Río Bongo (SRB-5)","Salmo trutta",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.59777,-45.69026,"Río Blanco arriba, 4 -5 Km arriba de Río Bongo (SRB-6)","Salmo trutta",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.87521,-45.47904,"Río Candelaria en Desembocadura (SRP-5)","Eleginops maclovinus",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.83725,-45.48985,"Estero Dingle arriba (SRP-4)","Oncorhynchus mykiss",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.83725,-45.48985,"Estero Dingle arriba (SRP-4)","Oncorhynchus mykiss",2000,"Centro de Ecología Aplicada Ltda. (2001) Estudio de Impacto Ambiental (EIA) proyecto ALUMYSA. Anexo IV.A_1 Caracterización del habitat acuático del Rio Cuervo, Puerto Aysen.. CONAMA NA. Type of document: EIA Notes: NA","2000 (?) ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.96713,-46.54432,"Laguna Verde","Galaxias platei",1991,"E.C. Rowe & Asoc. (1994) Estudio de Impacto Ambiental (EIA) proyecto Fachinal tranque de relave.. CONAMA NA. Type of document: EIA Notes: NA","1991 After the Hudson volcano eruption, another sampling was performed without captures.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-71.83762,-46.49019,"Lago General Carrera (Bahía Jara)","Odontesthes bonariensis",1991,"E.C. Rowe & Asoc. (1994) Estudio de Impacto Ambiental (EIA) proyecto Fachinal tranque de relave.. CONAMA NA. Type of document: EIA Notes: NA","1991 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-72.08337,-45.5752,"Río Claro and Río Simpson, to the west of Coyhaique.","Oncorhynchus kisutch",1992,"Torres, P. Cubillos, V., Aedo, E., Silva, R., Garrido, O. y Aedo, J.E. (1995) Prevalencia y aspectos patológicos de la difilobotriasis en salmones de retorno, Oncorhynchus kisutch, de Coyhaique, XIa Región de Chile.. Archivos de Medicina Veterinaria 27: 107-114.. Type of document: Paper Notes: NA","1992 ","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
