decimalLongitude,decimalLatitude,Site_ID,ODBC:FishGIS_metaDatabase AllFish_Ref_ID,ODBC:FishGIS_metaDatabase AllFish_Author,ODBC:FishGIS_metaDatabase AllFish_OLD_SITE_ID,ODBC:FishGIS_metaDatabase AllFish_Site_Name,ODBC:FishGIS_metaDatabase AllFish_Notes,ODBC:FishGIS_metaDatabase AllFish_Site_Precision,ODBC:FishGIS_metaDatabase AllFish_Years,ODBC:FishGIS_metaDatabase AllFish_Species,ODBC:FishGIS_metaDatabase AllFish_Abund_Percent
-71.41918,-38.08426,"201","30",Electrowatt Ingenieros Consultores S.A.,"25.03",Estero Lepoy,,,1994-1995,Salmo trutta,"44,44"
-71.41918,-38.08426,"201","30",Electrowatt Ingenieros Consultores S.A.,"25.03",Estero Lepoy,,,1994-1995,Salmo trutta,"44,44"
-71.44959,-38.04561,"202","30",Electrowatt Ingenieros Consultores S.A.,"25.04",Estero El Lleuque,,,1994-1995,Oncorhynchus mykiss,"100"
-71.45112,-38.04948,"203","30",Electrowatt Ingenieros Consultores S.A.,"25.05",Biobio (aguas arriba estero Lieuque),,,1994-1995,Salmo trutta,"100"
-71.51969,-37.99361,"204","30",Electrowatt Ingenieros Consultores S.A.,"25.06",Biobio (caberna de máquinas),,,1994-1995,Oncorhynchus mykiss,"100"
-71.51969,-37.99361,"204","30",Electrowatt Ingenieros Consultores S.A.,"25.06",Biobio (caberna de máquinas),,,1994-1995,Oncorhynchus mykiss,"100"
-71.45686,-38.21072,"205","30",Electrowatt Ingenieros Consultores S.A.,"25.07",Río Lolco (aguas arriba Casa de Lolco),,,"1994",Salmo trutta,"25"
-71.41144,-38.11265,"206","30",Electrowatt Ingenieros Consultores S.A.,"25.08",Río Lolco (bajo),,,"1994",Salmo trutta,"66,67"
-71.41166,-38.11939,"207","30",Electrowatt Ingenieros Consultores S.A.,"25.09",Río Lolco (Baños de Lolco),,,"1994",Diplomystes nahuelbutaensis,"16,67"
-71.42105,-38.13015,"208","30",Electrowatt Ingenieros Consultores S.A.,"25.10",Río Villicura (junta río Lolco),,,"1994",Diplomystes nahuelbutaensis,"28,57"
-71.53115,-38.16809,"209","30",Electrowatt Ingenieros Consultores S.A.,"25.11",Río Villicura (cola embalse),,,1994-1995,Salmo trutta,"91,67"
-71.37062,-38.10674,"210","30",Electrowatt Ingenieros Consultores S.A.,"25.12",Estero Piedras Paradas,,,"1994",Salmo trutta,"83,33"
-71.96718,-34.12388,"211","31",EIA,"34.01",Lago Topocalma,,,"2000",Stellifer minor,"1"
-71.26700,-34.99235,"212","32",ESSAM S.A. y Universidad de Talca,"26.01",Estero Guaiquillo,,The position of the point is approximate.,2001 (?),Tenca tenca,?
-71.16332,-35.72318,"213","33",Tecnologías y Servicios Ambientales TASAM S.A.,"27.01","Entre 0 y 200 m hacia abajo de Bocatoma Maule, Central Pehuence (Sitios 1 y 2 agrupados)",,,"1995",Basilichthys australis,"74,63"
-70.90707,-35.79858,"214","33",Tecnologías y Servicios Ambientales TASAM S.A.,"27.02",Sitio 4,,,1995 (?),Basilichthys australis,"20"
-70.94418,-35.81881,"215","33",Tecnologías y Servicios Ambientales TASAM S.A.,"27.03",Sitio 5,,,1995 (?),Oncorhynchus mykiss,"100"
-70.75568,-35.81479,"216","33",Tecnologías y Servicios Ambientales TASAM S.A.,"27.04",Rúo arriba de Cental Curillinque (Sitio 6),,"The position of the point should be reviewed; it should be relocated in the river Maule upstream from the Curillinque central.",1995 (?),Salmo trutta,"6,67"
-71.50128,-52.23821,"217","34","Estai, E.","47.01",Río San José,No comments about whether other fishes were also sampled.,,"1998",Salmo trutta,100?
-71.50128,-52.23821,"217","34","Estai, E.","47.01",Río San José,No comments about whether other fishes were also sampled.,,"1998",Salmo trutta,100?
-71.41201,-52.18261,"218","34","Estai, E.","47.02","Río Penitente, La Holla.",No comments about whether other fishes were also sampled.,,"1996, 1997, 1998",Salmo trutta,100?
-71.41201,-52.18261,"218","34","Estai, E.","47.02","Río Penitente, La Holla.",No comments about whether other fishes were also sampled.,,"1996, 1997, 1998",Salmo trutta,100?
-71.42460,-52.05776,"219","34","Estai, E.","47.03","Río Penitente, Acantilado.",No comments about whether other fishes were also sampled.,,"1997",Salmo trutta,100?
-71.42460,-52.05776,"219","34","Estai, E.","47.03","Río Penitente, Acantilado.",No comments about whether other fishes were also sampled.,,"1997",Salmo trutta,100?
-71.62611,-52.21571,"220","34","Estai, E.","47.04","Río Penitente, Corral las Nieves.",No comments about whether other fishes were also sampled.,,"1997",Salmo trutta,100?
-71.48307,-52.19625,"221","34","Estai, E.","47.05","Río Penitente, Palermo.",No comments about whether other fishes were also sampled.,,"1997, 1998, 1999",Salmo trutta,100?
-71.48307,-52.19625,"221","34","Estai, E.","47.05","Río Penitente, Palermo.",No comments about whether other fishes were also sampled.,,"1997, 1998, 1999",Salmo trutta,100?
-71.53757,-52.15145,"222","34","Estai, E.","47.06",Chorrillo (arrollo) s/n..,No comments about whether other fishes were also sampled.,,"1997, 1998, 1999",Salmo trutta,100?
-71.53757,-52.15145,"222","34","Estai, E.","47.06",Chorrillo (arrollo) s/n..,No comments about whether other fishes were also sampled.,,"1997, 1998, 1999",Salmo trutta,100?
-71.40578,-52.22581,"223","34","Estai, E.","47.07","Río Penitente, La Invernada.",No comments about whether other fishes were also sampled.,,"1997, 1998",Salmo trutta,100?
-71.38706,-52.11319,"224","34","Estai, E.","47.08","Río Penitente, La Invernada.",No comments about whether other fishes were also sampled.,,"1997, 1998, 1999",Salmo trutta,100?
-71.38706,-52.11319,"224","34","Estai, E.","47.08","Río Penitente, La Invernada.",No comments about whether other fishes were also sampled.,,"1997, 1998, 1999",Salmo trutta,100?
-71.41841,-32.62980,"225","35","Dazarola, G.","48.01",Río Maitencillo,,The position of the point is approximate.,1969-1970,Cyprinus carpio,?
-71.36504,-32.58854,"226","35","Dazarola, G.","48.02",Río Maitencillo,,The position of the point is approximate.,1969-1970,Cyprinus carpio,?
-71.48282,-32.74705,"227","35","Dazarola, G.","48.03",Ventanas,,The position of the point is approximate.,1969-1970,Basilichthys regia laticlavia,?
-71.44471,-32.73832,"228","35","Dazarola, G.","48.04",Ventanas,,The position of the point is approximate.,1969-1970,Basilichthys regia laticlavia,?
-71.50578,-32.88249,"229","35","Dazarola, G.","48.05",Mantagua,,The position of the point is approximate.,1969-1970,Basilichthys regia laticlavia,?
-71.45925,-32.85892,"230","35","Dazarola, G.","48.06",Mantagua,,The position of the point is approximate.,1969-1970,Mugil cephalus,?
-71.50264,-32.92047,"231","35","Dazarola, G.","48.07",Río Aconcagua,,The position of the point is approximate.,1969-1970,Basilichthys regia laticlavia,?
-71.39053,-32.95481,"232","35","Dazarola, G.","48.08",Estero Limache,,The position of the point is approximate.,1969-1970,Carassius carassius,?
-71.14978,-33.02409,"233","35","Dazarola, G.","48.09",Estero Limache,,The position of the point is approximate.,1969-1970,Carassius carassius,?
-71.42744,-32.92013,"234","35","Dazarola, G.","48.10",Aconcagua,,The position of the point is approximate.,1969-1970,Carassius carassius,?
-71.24137,-32.83571,"235","35","Dazarola, G.","48.11",Aconcagua,,The position of the point is approximate.,1969-1970,Carassius carassius,?
-71.20345,-32.72390,"236","35","Dazarola, G.","48.12",Nogales,,The position of the point is approximate.,1969-1970,Carassius carassius,?
-70.88295,-32.78871,"237","35","Dazarola, G.","48.13",Aconcagua,,The position of the point is approximate.,1969-1970,Carassius carassius,?
-70.69932,-32.77098,"238","35","Dazarola, G.","48.14",Aconcagua,,The position of the point is approximate.,1969-1970,Basisichthys microlepidotus,?
-70.52770,-32.83755,"239","35","Dazarola, G.","48.15",Aconcagua,,The position of the point is approximate.,1969-1970,Salmo trutta,?
-70.41750,-32.86203,"240","35","Dazarola, G.","48.16",Aconcagua,,The position of the point is approximate.,1969-1970,Salmo trutta,?
-70.30793,-32.62163,"241","35","Dazarola, G.","48.17",Colorado,,The position of the point is approximate.,1969-1970,Salmo trutta,?
-70.22092,-32.88974,"242","35","Dazarola, G.","48.18",Juncal,,The position of the point is approximate.,1969-1970,Salmo trutta,?
-70.26609,-32.96303,"243","35","Dazarola, G.","48.19",Río Blanco,,The position of the point is approximate.,1969-1970,Salmo trutta,?
-70.17362,-32.84151,"244","35","Dazarola, G.","48.20",Ojos de Agua,,The position of the point is approximate.,1969-1970,Salvelinus fontinalis,?
-70.62874,-32.52748,"245","35","Dazarola, G.","48.21",Putaendo,,The position of the point is approximate.,1969-1970,Salmo trutta,?
-71.47188,-33.06606,"246","35","Dazarola, G.","48.22",Marga-marga,,The position of the point is approximate.,1969-1970,Carassius carassius,?
-71.32567,-33.14724,"247","35","Dazarola, G.","48.23",Marga-marga,,The position of the point is approximate.,1969-1970,Carassius carassius,?
-71.49150,-33.28962,"248","35","Dazarola, G.","48.24",Casablanca,,The position of the point is approximate.,1969-1970,Carassius carassius,?
-71.53098,-33.15289,"249","35","Dazarola, G.","48.25",Peñuelas,,The position of the point is approximate.,1969-1970,Basilichthys bonaerensis,?
-71.57866,-33.38988,"250","35","Dazarola, G.","48.26",San Jerónimo,,The position of the point is approximate.,1969-1970,Basilichthys bonaerensis,?
-71.12847,-33.31470,"251","35","Dazarola, G.","48.27",Puangue,,The position of the point is approximate.,1969-1970,Salmo trutta,?
-71.06536,-33.42176,"252","35","Dazarola, G.","48.28",Puangue,,The position of the point is approximate.,1969-1970,Basisichthys microlepidotus,?
-71.25172,-33.57976,"253","35","Dazarola, G.","48.29",Puangue,,The position of the point is approximate.,1969-1970,Cheirodon pisciculatus,?
-72.51411,-38.69057,"254","36","Golusda, P.","61.01",Río Cautín,,"General; Río Cautín.",c.a. 1890,Percichthys trucha,?
-70.13442,-32.81602,"255","36","Golusda, P.","61.02",Laguna del Inca,,,1927 (year of the publication),Salvelinus fontinalis,?
-70.19794,-32.87413,"256","36","Golusda, P.","61.03",Río Aconcagua alto,,"Appriximate; upper Aconcagua river.",1927 (year of the publication),Salvelinus fontinalis,?
-70.27013,-32.95378,"257","36","Golusda, P.","61.04",Río Blanco,,,1927 (year of the publication),Salvelinus fontinalis,?
-72.44353,-38.67067,"258","36","Golusda, P.","61.05",Río Cautín,,,1927 (year of the publication),Percichthys trucha,?
-73.04623,-36.91179,"259","37","Oliver, C.","59.01",Biobio river near Concepción,,Not accurate (lower Biobio River),1949 (year of the publication),Oncorhynchus mykiss,
-73.08583,-36.87767,"260","37","Oliver, C.","59.02",Province of Concepción (no specific place reported),,General,1949 (year of the publication),Coregonus clupeaformis,
-73.10856,-36.85182,"261","37","Oliver, C.","59.03",Lagunas de San Pedro,,,1949 (year of the publication),Salvelinus namaycush,
-68.30402,-21.50328,"262","38",Geotécnica consultores.,"28.01",Springs and pools of the Salar de Ascotan,,The position of the point is not is not accurate.,"1994",Orestias ascotanensis,
-71.94485,-38.42264,"263","39","Campos, H.","49.01",Río Dillo (c.a. 480m above sea level (table 1) and 35 km from its origin ( fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Oncorhynchus mykiss,48 % of all specimens collected in rhithron type rivers. Present in 80% of the rivers studied.
-71.94485,-38.42264,"263","39","Campos, H.","49.01",Río Dillo (c.a. 480m above sea level (table 1) and 35 km from its origin ( fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Oncorhynchus mykiss,48 % of all specimens collected in rhithron type rivers. Present in 80% of the rivers studied.
-71.93382,-38.46680,"264","39","Campos, H.","49.02",Río Cautin (c.a. 480m above sea level (table 1) and 57 km from its origin ( fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Oncorhynchus mykiss,48 % of all specimens collected in rhithron type rivers. Present in 80% of the rivers studied.
-71.93382,-38.46680,"264","39","Campos, H.","49.02",Río Cautin (c.a. 480m above sea level (table 1) and 57 km from its origin ( fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Oncorhynchus mykiss,48 % of all specimens collected in rhithron type rivers. Present in 80% of the rivers studied.
-72.19355,-38.54191,"265","39","Campos, H.","49.03",Río Muco (c.a. 230m above sea level (table 1) and 32 km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Percilia gillissi,9 % of all specimens collected in rhithron type rivers. Present in 20% of the rivers studied.
-72.19355,-38.54191,"265","39","Campos, H.","49.03",Río Muco (c.a. 230m above sea level (table 1) and 32 km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Percilia gillissi,9 % of all specimens collected in rhithron type rivers. Present in 20% of the rivers studied.
-71.63109,-39.45024,"266","39","Campos, H.","49.04",Río Cavisañi (c.a. 750m above sea level (fig. 2) and 6km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Oncorhynchus mykiss,48 % of all specimens collected in rhithron type rivers. Present in 80% of the rivers studied.
-71.63109,-39.45024,"266","39","Campos, H.","49.04",Río Cavisañi (c.a. 750m above sea level (fig. 2) and 6km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Oncorhynchus mykiss,48 % of all specimens collected in rhithron type rivers. Present in 80% of the rivers studied.
-71.77345,-39.40676,"267","39","Campos, H.","49.05",Río Palguin (c.a. 700m above sea level (fig. 2) and 6km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Trichomycterus areolatus,16.5 % of all specimens collected in rhithron type rivers. Present in 27% of the rivers studied.
-71.77345,-39.40676,"267","39","Campos, H.","49.05",Río Palguin (c.a. 700m above sea level (fig. 2) and 6km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Trichomycterus areolatus,16.5 % of all specimens collected in rhithron type rivers. Present in 27% of the rivers studied.
-72.19452,-39.17373,"268","39","Campos, H.","49.06",Río Pedregoso (c.a. 300m above sea level (fig. 2) and > 40km from its origin (?) (fig. 2)),Rhithron type river.,The position of the point is not accurate.,1979-1980,Trichomycterus areolatus,16.5 % of all specimens collected in rhithron type rivers. Present in 27% of the rivers studied.
-72.19452,-39.17373,"268","39","Campos, H.","49.06",Río Pedregoso (c.a. 300m above sea level (fig. 2) and > 40km from its origin (?) (fig. 2)),Rhithron type river.,The position of the point is not accurate.,1979-1980,Trichomycterus areolatus,16.5 % of all specimens collected in rhithron type rivers. Present in 27% of the rivers studied.
-71.82344,-39.25797,"269","39","Campos, H.","49.07","Río Liucura (c.a. 300m above sea level (table 1, fig. 2) and 35km from its origin (fig. 2))",Rhithron type river.,The position of the point is approximate.,1979-1980,Trichomycterus areolatus,16.5 % of all specimens collected in rhithron type rivers. Present in 27% of the rivers studied.
-71.82344,-39.25797,"269","39","Campos, H.","49.07","Río Liucura (c.a. 300m above sea level (table 1, fig. 2) and 35km from its origin (fig. 2))",Rhithron type river.,The position of the point is approximate.,1979-1980,Trichomycterus areolatus,16.5 % of all specimens collected in rhithron type rivers. Present in 27% of the rivers studied.
-72.22067,-39.33750,"270","39","Campos, H.","49.08",Río Voipir (c.a. 300m above sea level (fig. 2) and > 40km from its origin (?) (fig. 2)),Rhithron type river.,The position of the point is not accurate.,1979-1980,Trichomycterus areolatus,16.5 % of all specimens collected in rhithron type rivers. Present in 27% of the rivers studied.
-72.22067,-39.33750,"270","39","Campos, H.","49.08",Río Voipir (c.a. 300m above sea level (fig. 2) and > 40km from its origin (?) (fig. 2)),Rhithron type river.,The position of the point is not accurate.,1979-1980,Trichomycterus areolatus,16.5 % of all specimens collected in rhithron type rivers. Present in 27% of the rivers studied.
-72.06809,-38.95243,"271","39","Campos, H.","49.09",Río Allipen (c.a. 290m above sea level (table 1) and 70km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Salmo trutta,6.2% of all specimens collected in rhithron type rivers. Present in 30% of the rivers studied.
-72.06809,-38.95243,"271","39","Campos, H.","49.09",Río Allipen (c.a. 290m above sea level (table 1) and 70km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Salmo trutta,6.2% of all specimens collected in rhithron type rivers. Present in 30% of the rivers studied.
-71.89994,-39.70496,"272","39","Campos, H.","49.10",Río Cua-cua (c.a. 230m above sea level (table 1) and 25km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Aplochiton zebra,18.5 % of all specimens collected in rhithron type rivers. Present in 23% of the rivers studied.
-71.89994,-39.70496,"272","39","Campos, H.","49.10",Río Cua-cua (c.a. 230m above sea level (table 1) and 25km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Aplochiton zebra,18.5 % of all specimens collected in rhithron type rivers. Present in 23% of the rivers studied.
-72.13412,-39.76167,"273","39","Campos, H.","49.11",Río Puñir (c.a. 210m above sea level (table 1) and 18km from its origin (?) (fig. 2)),Rhithron type river.,The position of the point not accurate.,1979-1980,Percilia gillissi,9 % of all specimens collected in rhithron type rivers. Present in 20% of the rivers studied.
-72.13412,-39.76167,"273","39","Campos, H.","49.11",Río Puñir (c.a. 210m above sea level (table 1) and 18km from its origin (?) (fig. 2)),Rhithron type river.,The position of the point not accurate.,1979-1980,Percilia gillissi,9 % of all specimens collected in rhithron type rivers. Present in 20% of the rivers studied.
-71.95402,-39.57892,"274","39","Campos, H.","49.14",Río Llancahue (c.a. 260m above sea level (table 1) and 25km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Aplochiton zebra,18.5 % of all specimens collected in rhithron type rivers. Present in 23% of the rivers studied.
-71.95402,-39.57892,"274","39","Campos, H.","49.14",Río Llancahue (c.a. 260m above sea level (table 1) and 25km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Aplochiton zebra,18.5 % of all specimens collected in rhithron type rivers. Present in 23% of the rivers studied.
-72.11777,-39.77906,"275","39","Campos, H.","49.15",Río Reca (c.a. 130m above sea level (table 1) and 18km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Trichomycterus areolatus,16.5 % of all specimens collected in rhithron type rivers. Present in 27% of the rivers studied.
-72.11777,-39.77906,"275","39","Campos, H.","49.15",Río Reca (c.a. 130m above sea level (table 1) and 18km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Trichomycterus areolatus,16.5 % of all specimens collected in rhithron type rivers. Present in 27% of the rivers studied.
-72.34531,-40.11495,"276","39","Campos, H.","49.17",Río Quimán (c.a. 100m above sea level (table 1) and 10km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Aplochiton zebra,18.5 % of all specimens collected in rhithron type rivers. Present in 23% of the rivers studied.
-72.34531,-40.11495,"276","39","Campos, H.","49.17",Río Quimán (c.a. 100m above sea level (table 1) and 10km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Aplochiton zebra,18.5 % of all specimens collected in rhithron type rivers. Present in 23% of the rivers studied.
-72.34667,-40.89204,"277","39","Campos, H.","49.18",Río Callao (c.a. 180m above sea level (table 1) and 12km from its origin (?) (fig. 2)),Rhithron type river.,The position of the point is not accurate.,1979-1980,Aplochiton zebra,18.5 % of all specimens collected in rhithron type rivers. Present in 23% of the rivers studied.
-72.34667,-40.89204,"277","39","Campos, H.","49.18",Río Callao (c.a. 180m above sea level (table 1) and 12km from its origin (?) (fig. 2)),Rhithron type river.,The position of the point is not accurate.,1979-1980,Aplochiton zebra,18.5 % of all specimens collected in rhithron type rivers. Present in 23% of the rivers studied.
-72.12398,-40.20905,"278","39","Campos, H.","49.19",Río Curinilahue (c.a. 110m above sea level (table 1) and 22km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Trichomycterus areolatus,16.5 % of all specimens collected in rhithron type rivers. Present in 27% of the rivers studied.
-72.12398,-40.20905,"278","39","Campos, H.","49.19",Río Curinilahue (c.a. 110m above sea level (table 1) and 22km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Trichomycterus areolatus,16.5 % of all specimens collected in rhithron type rivers. Present in 27% of the rivers studied.
-72.42917,-40.89661,"279","39","Campos, H.","49.20",Río Bonito (c.a. 190m above sea level (table 1) and 26km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Percilia gillissi,9 % of all specimens collected in rhithron type rivers. Present in 20% of the rivers studied.
-72.42917,-40.89661,"279","39","Campos, H.","49.20",Río Bonito (c.a. 190m above sea level (table 1) and 26km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Percilia gillissi,9 % of all specimens collected in rhithron type rivers. Present in 20% of the rivers studied.
-72.11728,-40.65599,"280","39","Campos, H.","49.22",Río Gol-gol (c.a. 22km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Aplochiton zebra,18.5 % of all specimens collected in rhithron type rivers. Present in 23% of the rivers studied.
-72.11728,-40.65599,"280","39","Campos, H.","49.22",Río Gol-gol (c.a. 22km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Aplochiton zebra,18.5 % of all specimens collected in rhithron type rivers. Present in 23% of the rivers studied.
-72.33384,-40.70145,"281","39","Campos, H.","49.23",Río Chanlelfu (c.a. 240m above sea level (table 1) and 42km from its origin (?) (fig. 2)),Rhithron type river.,The position of the point is not accurate.,1979-1980,Oncorhynchus mykiss,48 % of all specimens collected in rhithron type rivers. Present in 80% of the rivers studied.
-72.33384,-40.70145,"281","39","Campos, H.","49.23",Río Chanlelfu (c.a. 240m above sea level (table 1) and 42km from its origin (?) (fig. 2)),Rhithron type river.,The position of the point is not accurate.,1979-1980,Oncorhynchus mykiss,48 % of all specimens collected in rhithron type rivers. Present in 80% of the rivers studied.
-72.73440,-40.46197,"282","39","Campos, H.","49.25",Río Cuyaima (c.a. 100m above sea level (table 1) and 50km from its origin (?) (fig. 2)),Rhithron type river.,The position of the point is not accurate.,1979-1980,Oncorhynchus mykiss,48 % of all specimens collected in rhithron type rivers. Present in 80% of the rivers studied.
-72.73440,-40.46197,"282","39","Campos, H.","49.25",Río Cuyaima (c.a. 100m above sea level (table 1) and 50km from its origin (?) (fig. 2)),Rhithron type river.,The position of the point is not accurate.,1979-1980,Oncorhynchus mykiss,48 % of all specimens collected in rhithron type rivers. Present in 80% of the rivers studied.
-72.62064,-41.22900,"283","39","Campos, H.","49.27",Río Blanco (south) (c.a. 90m above sea level (table 1) and 13km from its origin (fig. 2)),Rhithron type river.,The position of the point is not accurate.,1979-1980,Oncorhynchus mykiss,48 % of all specimens collected in rhithron type rivers. Present in 80% of the rivers studied.
-72.62064,-41.22900,"283","39","Campos, H.","49.27",Río Blanco (south) (c.a. 90m above sea level (table 1) and 13km from its origin (fig. 2)),Rhithron type river.,The position of the point is not accurate.,1979-1980,Oncorhynchus mykiss,48 % of all specimens collected in rhithron type rivers. Present in 80% of the rivers studied.
-72.75768,-41.27929,"284","39","Campos, H.","49.28",Río Sur (c.a. 150m above sea level (table 1) and 14km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Salmo trutta,6.2% of all specimens collected in rhithron type rivers. Present in 30% of the rivers studied.
-72.75768,-41.27929,"284","39","Campos, H.","49.28",Río Sur (c.a. 150m above sea level (table 1) and 14km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Salmo trutta,6.2% of all specimens collected in rhithron type rivers. Present in 30% of the rivers studied.
-72.59509,-41.23143,"285","39","Campos, H.","49.29",Río Tepu (c.a. 90m above sea level (table 1) and 16km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Galaxias platei,
-72.59509,-41.23143,"285","39","Campos, H.","49.29",Río Tepu (c.a. 90m above sea level (table 1) and 16km from its origin (fig. 2)),Rhithron type river.,The position of the point is approximate.,1979-1980,Galaxias platei,
-73.07236,-38.73746,"286","39","Campos, H.","49.30","Río Imperial (c.a. 15 m above sea level (table 1), potamon)",Potamon type river.,The position of the point is not accurate.,1979-1980,Galaxias maculatus,?
-73.08546,-39.01535,"287","39","Campos, H.","49.31","Río Tolten (c.a. 2 m above sea level (table 1), potamon)",Potamon type river.,The position of the point is not accurate.,1979-1980,Galaxias maculatus,?
-73.26076,-39.83192,"288","39","Campos, H.","49.32","Río Valdivia (c.a. 2 m above sea level (table 1), potamon)",Potamon type river.,The position of the point is not accurate.,1979-1980,Cheirodon australe,?
-73.19291,-40.34853,"289","39","Campos, H.","49.33","Río Bueno (c.a. 20 m above sea level (table 1), potamon)",Potamon type river.,The position of the point is not accurate.,1979-1980,Galaxias maculatus,?
-73.33124,-41.50568,"290","39","Campos, H.","49.34","Río Maullin (c.a. 7 m above sea level (table 1), potamon)",Potamon type river.,The position of the point is not accurate.,1979-1980,Galaxias maculatus,?
-73.13926,-39.72902,"291","39","Campos, H.","49.35","Wetlands of Río Cayumapu (c.a. 7 m above sea level (table 1), potamon)",Wetland.,The position of the point is not accurate.,1979-1980,Brachygalaxias bullocki,?
-73.22936,-39.87985,"292","39","Campos, H.","49.36","Wetlands of Río Cayumapu (c.a. 7 m above sea level (table 1), potamon)",Wetland.,The position of the point is not accurate.,1979-1980,Gambusia affinis holbrooki,?
-71.72058,-37.77056,"293","40","Ruiz, VH., MT López, HI Moyano y M Man","29.01",Rañilhuenco (estación 1),"Same data published in: Ruiz, VH. and T. Berra 1994. Ichthyol. Exlor. Freshwaters 5(1): 5-18.",,1988-1990,Diplomystes nahuelbutaensis,"13,11"
-71.67872,-37.82772,"294","40","Ruiz, VH., MT López, HI Moyano y M Man","29.02",Queuco (desembocadura del río Queuco en el Biobío) (estación 2),"Same data published in: Ruiz, VH. and T. Berra 1994. Ichthyol. Exlor. Freshwaters 5(1): 5-18.",,1988-1990,Percichthys trucha,"33,33"
-71.66205,-37.86976,"295","40","Ruiz, VH., MT López, HI Moyano y M Man","29.03",Balseadero Callaqui (estación 3),"Same data published in: Ruiz, VH. and T. Berra 1994. Ichthyol. Exlor. Freshwaters 5(1): 5-18.",The position of the point is approximate.,1988-1990,Cheirodon galusdae,"14,29"
-71.61867,-37.89551,"296","40","Ruiz, VH., MT López, HI Moyano y M Man","29.04",Pangue (estación 4),"Same data published in: Ruiz, VH. and T. Berra 1994. Ichthyol. Exlor. Freshwaters 5(1): 5-18.",The position of the point is approximate.,1988-1990,Basilichthys australis,"62,5"
-71.56925,-37.95277,"297","40","Ruiz, VH., MT López, HI Moyano y M Man","29.05",Ralco (estación 5),"Same data published in: Ruiz, VH. and T. Berra 1994. Ichthyol. Exlor. Freshwaters 5(1): 5-18.",The position of the point is approximate.,1988-1990,Trichomycterus areolatus,"17,07"
-71.46621,-38.04682,"298","40","Ruiz, VH., MT López, HI Moyano y M Man","29.06",El Saltillo (entre Ralco y Lepoy) (estación 6),"Same data published in: Ruiz, VH. and T. Berra 1994. Ichthyol. Exlor. Freshwaters 5(1): 5-18.",The position of the point is approximate.,1988-1990,Oncorhynchus mykiss,"100"
-71.39711,-38.09797,"299","40","Ruiz, VH., MT López, HI Moyano y M Man","29.07",Lomín (estación 7),"Same data published in: Ruiz, VH. and T. Berra 1994. Ichthyol. Exlor. Freshwaters 5(1): 5-18.",,1988-1990,Bullockia maldonadoi,"12,5"
-71.23281,-38.43366,"300","40","Ruiz, VH., MT López, HI Moyano y M Man","29.08",La Junta (Desembocadura río Lonquimay en el Biobío) (estación 8),"Same data published in: Ruiz, VH. and T. Berra 1994. Ichthyol. Exlor. Freshwaters 5(1): 5-18.",,1988-1990,Bullockia maldonadoi,"5,81"
-71.27714,-38.68564,"301","40","Ruiz, VH., MT López, HI Moyano y M Man","29.09",Lago Galletué (estación 9),"Same data published in: Ruiz, VH. and T. Berra 1994. Ichthyol. Exlor. Freshwaters 5(1): 5-18.",,1988-1990,Trichomycterus areolatus,"4"
