decimalLongitude,decimalLatitude,Site_ID,ODBC:FishGIS_metaDatabase AllFish_Ref_ID,ODBC:FishGIS_metaDatabase AllFish_Author,ODBC:FishGIS_metaDatabase AllFish_OLD_SITE_ID,ODBC:FishGIS_metaDatabase AllFish_Site_Name,ODBC:FishGIS_metaDatabase AllFish_Notes,ODBC:FishGIS_metaDatabase AllFish_Site_Precision,ODBC:FishGIS_metaDatabase AllFish_Years,ODBC:FishGIS_metaDatabase AllFish_Species,ODBC:FishGIS_metaDatabase AllFish_Abund_Percent
-72.75105,-39.86281,"100","7","Soto, D.","03.28",Río Quinchilcas,,,"2000, 2001",Salmo trutta,"9,5"
-72.75105,-39.86281,"100","7","Soto, D.","03.28",Río Quinchilcas,,,"2000, 2001",Salmo trutta,"9,5"
-72.48376,-40.76696,"101","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.01",Río Pescadero Grande,Hiporithron.,,"1984, 1985",Trichomycterus areolatus,"4,6"
-72.48376,-40.76696,"101","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.01",Río Pescadero Grande,Hiporithron.,,"1984, 1985",Trichomycterus areolatus,"4,6"
-72.43282,-40.77986,"102","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.02",Río El Encanto,Hiporithron.,The position of the point is approximate.,"1984, 1985",Trichomycterus areolatus,"6,3"
-72.43282,-40.77986,"102","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.02",Río El Encanto,Hiporithron.,The position of the point is approximate.,"1984, 1985",Trichomycterus areolatus,"6,3"
-72.42057,-40.78938,"103","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.03",Río Trafun,,The position of the point is approximate.,"1984, 1985",Oncorhynchus mykiss,"100"
-72.42057,-40.78938,"103","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.03",Río Trafun,,The position of the point is approximate.,"1984, 1985",Oncorhynchus mykiss,"100"
-72.53828,-40.86661,"104","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.04",Río Chacay,,The position of the point is approximate.,"1984, 1985",Trichomycterus areolatus,"13,7"
-72.53828,-40.86661,"104","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.04",Río Chacay,,The position of the point is approximate.,"1984, 1985",Trichomycterus areolatus,"13,7"
-72.46931,-40.88909,"105","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.05",Río Las Truchas,,The position of the point is approximate.,"1984, 1985",Trichomycterus areolatus,"8,9"
-72.46931,-40.88909,"105","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.05",Río Las Truchas,,The position of the point is approximate.,"1984, 1985",Trichomycterus areolatus,"8,9"
-72.40605,-40.91457,"106","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.06",Río Bonito,Mesorithron.,The position of the point is not accurate.,"1984, 1985",Percichthys trucha,"0,508905852"
-72.40605,-40.91457,"106","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.06",Río Bonito,Mesorithron.,The position of the point is not accurate.,"1984, 1985",Percichthys trucha,"0,508905852"
-72.34114,-40.90626,"107","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.07",Río El Callao,Epirithron.,The position of the point is not accurate.,"1984, 4986",Salmo trutta,"16,2055336"
-72.34114,-40.90626,"107","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.07",Río El Callao,Epirithron.,The position of the point is not accurate.,"1984, 4986",Salmo trutta,"16,2055336"
-72.33998,-40.90062,"108","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.08",Río Nalcas,Epirithron. The table catchments is missing in my copy of the report (C. Correa),The position of the point is not accurate.,"1984, 1985",Galaxias platei,"0,4"
-72.33998,-40.90062,"108","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.08",Río Nalcas,Epirithron. The table catchments is missing in my copy of the report (C. Correa),The position of the point is not accurate.,"1984, 1985",Galaxias platei,"0,4"
-72.57452,-40.86115,"109","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.09",Río Negro alto,,The position of the point is not accurate.,"1984, 1985",Galaxias platei,"4,1"
-72.57452,-40.86115,"109","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.09",Río Negro alto,,The position of the point is not accurate.,"1984, 1985",Galaxias platei,"4,1"
-72.67928,-40.80918,"110","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.10",Río Negro bajo,,The position of the point is not accurate.,"1984, 1985",Galaxias platei,"1,666666667"
-72.67928,-40.80918,"110","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.10",Río Negro bajo,,The position of the point is not accurate.,"1984, 1985",Galaxias platei,"1,666666667"
-72.26664,-40.89152,"111","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.11",Río Blanco,,The position of the point is not accurate.,"1984, 1985",Trichomycterus areolatus,"5,2"
-72.26664,-40.89152,"111","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.11",Río Blanco,,The position of the point is not accurate.,"1984, 1985",Trichomycterus areolatus,"5,2"
-72.47973,-40.88355,"112","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.12",Río Piedras Negras,,The position of the point is not accurate.,"1984, 1985",Trichomycterus areolatus,"7,6"
-72.47973,-40.88355,"112","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.12",Río Piedras Negras,,The position of the point is not accurate.,"1984, 1985",Trichomycterus areolatus,"7,6"
-72.64527,-40.79865,"113","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.13",Lago Rupanco,,The position of the point is not accurate.,"1984, 1985",Aplochiton taeniatus,"1,85"
-72.63931,-40.79876,"114","8","Campos, Hugo, José Arenas, Wadimir Steffen, Gloria Agüero, Lorena Villalobos and Gastón Gonzales","36.14",Lago Rupanco,,The position of the point is not accurate.,"1984, 1985",Galaxias maculatus,"42,5"
-68.29298,-21.57745,"115","9","Martínez, Ginger; Nelson Bugueño e Irma Vila","11.01",Vertientes del Salar de Ascotán,,The position of the point is not accurate.,1999 (?),Orestias ascotanensis,?
-70.06845,-53.95527,"116","10","Vila, Irma; Leopoldo Fuentes, Marcelo Saavedra","09.01","Río Cóndor, cauce central y afluentes.",,The position of the point is not accurate.,"1995",Galaxias maculatus,?
-70.06845,-53.95527,"116","10","Vila, Irma; Leopoldo Fuentes, Marcelo Saavedra","09.01","Río Cóndor, cauce central y afluentes.",,The position of the point is not accurate.,"1995",Galaxias maculatus,?
-69.80318,-53.68642,"117","10","Vila, Irma; Leopoldo Fuentes, Marcelo Saavedra","09.02","Río Bueno, cauce central y afluentes.",,,"1995",Oncorhynchus mykiss,"100"
-69.80318,-53.68642,"117","10","Vila, Irma; Leopoldo Fuentes, Marcelo Saavedra","09.02","Río Bueno, cauce central y afluentes.",,,"1995",Oncorhynchus mykiss,"100"
-68.67287,-53.98592,"118","10","Vila, Irma; Leopoldo Fuentes, Marcelo Saavedra","09.03","Río Rasmunssen, cauce central y afluentes.",,The position of the point is not accurate.,"1995",Salmo trutta,?
-68.67287,-53.98592,"118","10","Vila, Irma; Leopoldo Fuentes, Marcelo Saavedra","09.03","Río Rasmunssen, cauce central y afluentes.",,The position of the point is not accurate.,"1995",Salmo trutta,?
-68.85548,-53.98113,"119","10","Vila, Irma; Leopoldo Fuentes, Marcelo Saavedra","09.04","Valle Castor, cauce central y afluentes.",,The position of the point is not accurate.,"1995",Salmo trutta,?
-68.85548,-53.98113,"119","10","Vila, Irma; Leopoldo Fuentes, Marcelo Saavedra","09.04","Valle Castor, cauce central y afluentes.",,The position of the point is not accurate.,"1995",Salmo trutta,?
-71.23893,-31.71813,"120","11","Comte S., Irma Vila","12.01",Río Choapa (brazo),"Only B. microlepidotus is mentioned. (same survey reported in Comte, S., and I. Vila. 1992. Journal of Fish Biology 41:971-981.)",The position of the point is approximate.,"1982, 1984",Basilichthys microlepidotus,?
-71.23893,-31.71813,"120","11","Comte S., Irma Vila","12.01",Río Choapa (brazo),"Only B. microlepidotus is mentioned. (same survey reported in Comte, S., and I. Vila. 1992. Journal of Fish Biology 41:971-981.)",The position of the point is approximate.,"1982, 1984",Basilichthys microlepidotus,?
-72.21622,-45.49326,"121","12",CORFO-IFOP,"60.01",Río Simpson,,"Not accurate; somewere in the Simpson River.","1984",Oncorhynchus masou,?
-72.01994,-52.68588,"122","12",CORFO-IFOP,"60.02",Río Prat,,"Not accurate; somewere in the Prat River.","1986",Oncorhynchus keta,?
-72.45548,-46.64234,"123","12",CORFO-IFOP,"60.03",Lago General Carrera,,"Not accurate; somewere in the General Carrera Lake.","1989",Oncorhynchus masou,?
-72.26949,-45.48320,"124","13",Edwin Niklitschek and Eduardo Aedo,"05.01",Río Simpson,,,"2000, 2001",Salmo trutta,"51,43"
-71.91679,-45.81854,"125","13",Edwin Niklitschek and Eduardo Aedo,"05.02",Río Blanco (Aysen),,,"2001",Oncorhynchus tshawytscha,"36,36"
-71.78287,-45.83935,"126","13",Edwin Niklitschek and Eduardo Aedo,"05.03",Río Huemules,,,"2001",Salmo trutta,"40"
-72.08335,-45.57516,"127","13",Edwin Niklitschek and Eduardo Aedo,"05.04",Río Simpson,,,"2001",Oncorhynchus mykiss,"100"
-72.76028,-45.69517,"128","13",Edwin Niklitschek and Eduardo Aedo,"05.05",Arroyo Cea,,Position of the point is based on coordinates only.,"2001",Oncorhynchus kisutch,"10,17"
-72.19077,-46.16147,"129","13",Edwin Niklitschek and Eduardo Aedo,"05.06",Lago Las Ardillas,,,"2001",Salmo salar,"3,57"
-72.68563,-46.46062,"130","13",Edwin Niklitschek and Eduardo Aedo,"05.07",Arroyo Murta,,,"2001",Oncorhynchus mykiss,"100"
-72.71300,-46.47491,"131","13",Edwin Niklitschek and Eduardo Aedo,"05.08",Bahía Murta,,,"2001",Salmo trutta,"27,88"
-71.97163,-46.28321,"132","13",Edwin Niklitschek and Eduardo Aedo,"05.09",Río Ibañez,,,"2001",Salmo trutta,"35,29"
-71.65194,-44.62831,"133","13",Edwin Niklitschek and Eduardo Aedo,"05.10",Río Cisnes (Tapera),,,"2001",Oncorhynchus tshawytscha,"1,44"
-72.49460,-41.44194,"134","14",Gonzalo Gajardo,"14.01",Lago Chapo,,The position of the point is not accurate.,1997 (?),Salmo salar,?
-73.65074,-42.38315,"135","14",Gonzalo Gajardo,"14.02",Dalcahue,,The position of the point is not accurate.,1997 (?),Salmo salar,?
-72.64283,-40.65502,"136","14",Gonzalo Gajardo,"14.03",Pilmaiquén,,The position of the point is not accurate.,1997 (?),Oncorhynchus mykiss,?
-72.40354,-40.71488,"137","14",Gonzalo Gajardo,"14.04",Pescadero,,,1997 (?),Oncorhynchus mykiss,?
-72.77576,-40.64580,"138","14",Gonzalo Gajardo,"14.05",Huillín,,The position of the point is not accurate.,1997 (?),Oncorhynchus mykiss,?
-73.11150,-41.75788,"139","15",Doris Soto and Fernando Jara,"13.01",Calbuco,,The position of the point is not accurate.,1995-1996,Oncorhynchus tshawytscha,"1,39"
-73.48566,-41.82911,"140","15",Doris Soto and Fernando Jara,"13.02",Hueihue,,The position of the point is not accurate.,1995-1996,Oncorhynchus tshawytscha,"0,49"
-73.72415,-42.58196,"141","15",Doris Soto and Fernando Jara,"13.03",Canal Lemuy,,The position of the point is not accurate.,1995-1996,Oncorhynchus tshawytscha,"0,53"
-72.59794,-42.04103,"142","15",Doris Soto and Fernando Jara,"13.04",Pichicolo,,The position of the point is not accurate.,1995-1996,Oncorhynchus tshawytscha,"6,74"
-72.72125,-44.70790,"143","15",Doris Soto and Fernando Jara,"13.05",Pto. Cisnes,,The position of the point is not accurate.,1995-1996,Salmo salar,"1,04"
-72.83693,-45.47359,"144","15",Doris Soto and Fernando Jara,"13.06",Pto. Chacabuco,,The position of the point is not accurate.,1995-1996,Salmo salar,"3,46"
-72.80285,-45.45417,"145","16","Zama, Akira and Eduardo Cárdenas G.","37.01",Ensenada Baja,,The position of the point is not accurate.,"1980",Galaxias maculatus,
-72.71702,-45.40587,"146","16","Zama, Akira and Eduardo Cárdenas G.","37.02",Río Aysen,,The position of the point is approximate.,"1980",Aplochiton taeniatus,
-72.08838,-45.57624,"147","16","Zama, Akira and Eduardo Cárdenas G.","37.03",Río Claro,Does not know what region,Ambiguous,"1978",Aplochiton zebra,
-72.06869,-45.54818,"148","16","Zama, Akira and Eduardo Cárdenas G.","37.04",Río Simpson (Coyhaique),,The position of the point is not accurate.,"1980",Hatcheria macraei,
-72.14431,-45.50018,"149","16","Zama, Akira and Eduardo Cárdenas G.","37.05",Río Simpson (Huichalao),,The position of the point is approximate.,"1981, 1982",Hatcheria macraei,
-72.45992,-45.41774,"150","16","Zama, Akira and Eduardo Cárdenas G.","37.06",Río Aysén (Puerto Piedra),,,1981-1982 (?),Geotria australis,
-73.24177,-45.24658,"151","16","Zama, Akira and Eduardo Cárdenas G.","37.07",Puerto Pérez (tidepool),,"The position of the point is not accurate; should be at Pto. Piedra.","1982",Galaxias maculatus,
-72.80007,-45.45759,"152","16","Zama, Akira and Eduardo Cárdenas G.","37.08",Arrollo Pajarones (Ensenada Baja),,The position of the point is not accurate.,"1981",Salmo trutta,
-72.79406,-45.45129,"153","16","Zama, Akira and Eduardo Cárdenas G.","37.09",Río El Salto (desembocadura),,,"1982",Oncorhynchus kisutch,
-73.29885,-47.47356,"154","16","Zama, Akira and Eduardo Cárdenas G.","37.10",Laguna Ventisquero (estero Ventisquero),,,"1982",Aplochiton marinus,
-73.12040,-48.14281,"155","16","Zama, Akira and Eduardo Cárdenas G.","37.11",Laguna Quetro,,,"1982",Aplochiton zebra,
-73.52067,-45.16155,"156","16","Zama, Akira and Eduardo Cárdenas G.","37.12",Puerto Aguirre,,,"1980",Galaxias maculatus,
-71.85398,-45.66646,"157","16","Zama, Akira and Eduardo Cárdenas G.","37.13",Lago Pollux,,The position of the point is not accurate.,"1975",Galaxias platei,
-72.72904,-45.46757,"158","16","Zama, Akira and Eduardo Cárdenas G.","37.14",Lago Riesco,,,"1980",Galaxias platei,
-71.96482,-46.24045,"159","16","Zama, Akira and Eduardo Cárdenas G.","37.15",Lago Don Poli,,"The position of the point is not accurate; it should be at Don Poli Lagoon.","1984",Galaxias platei,
-72.58243,-47.31257,"160","16","Zama, Akira and Eduardo Cárdenas G.","37.16",Lago Esmeralda,,,"1983",Odontesthes bonariensis,
-72.45022,-47.28029,"161","16","Zama, Akira and Eduardo Cárdenas G.","37.17",Lago Maldonado,,The point should be at Maldonado Lagoon.,"1983",Percichthys trucha,
-71.92711,-46.30439,"162","16","Zama, Akira and Eduardo Cárdenas G.","37.18",Lago General Carrera (Pto. Ibañez),,The position of the point is not accurate.,"1982",Percichthys trucha,
-71.94613,-45.66398,"163","16","Zama, Akira and Eduardo Cárdenas G.","37.19",Lago Frío,,,1981-1982 (?),Oncorhynchus mykiss,
-71.62297,-46.51134,"164","17",Misuo Sakai and Ambrosio C. Espinós,"43.01","Lago General Carrera, near Río Los Antiguos, Argentina.",,,"1990",Percichthys trucha,"1,89"
-70.38904,-33.37514,"165","18",Paul C. Rizzo et al.,"15.01",Río Molina,,The position of the point is not accurate.,2001 (?),Percichthys trucha,?
-70.73296,-34.72932,"166","19",M & P Ltda.,"16.01",Río Tinguiririca,,,"2002",Trichomycterus areolatus,?
-70.56114,-34.82603,"167","19",M & P Ltda.,"16.02",Río Azufre,,,"2002",Trichomycterus areolatus,?
-73.11112,-36.85630,"168","20","Scasso, F. & H. Campos","17.01",Laguna Grande de San Pedro,"Laguna Grande of  San Pedro classified as eutrophic (Parra et al., 1989b).",The position of the point is not accurate.,1993-1994,Carassius carassius,?
-73.08890,-36.84634,"169","20","Scasso, F. & H. Campos","17.02",Laguna Chica de San Pedro,"Laguna Chica of San Pedro classified as mesotrophic (Parra et al., 1989a)",The position of the point is not accurate.,1993-1994,Nematogenys inermis,?
-71.27485,-38.78807,"170","20","Scasso, F. & H. Campos","17.03",Lago Icalma,"Lake classified as oligotrophic (Parra et al., 1993)",The position of the point is not accurate.,1993-1994,Percichthys trucha,?
-73.11000,-36.85636,"171","21","Scasso, F.   & H. Campos","35.01",Laguna Grande de San Pedro,,,"1993, 1994",Percichthys trucha,
-73.08763,-36.84875,"172","21","Scasso, F.   & H. Campos","35.02",Laguna Chica de San Pedro,,,"1993, 1994",Nematogenys inermis,
-72.99049,-36.87581,"173","22","Evelyn Habit, Pedro Victoriano & Amadora Rodríguez-Ruiz","18.01",Estero Nonguen (estación 1),Rithron habitat.,,"1999, 2000",Nematogenys inermis,"3,33"
-72.99049,-36.87581,"173","22","Evelyn Habit, Pedro Victoriano & Amadora Rodríguez-Ruiz","18.01",Estero Nonguen (estación 1),Rithron habitat.,,"1999, 2000",Nematogenys inermis,"3,33"
-72.99773,-36.85929,"174","22","Evelyn Habit, Pedro Victoriano & Amadora Rodríguez-Ruiz","18.02",Estero Nonguen (estación 2),,,"1999",Basilichthys australis,"4,04"
-72.99773,-36.85929,"174","22","Evelyn Habit, Pedro Victoriano & Amadora Rodríguez-Ruiz","18.02",Estero Nonguen (estación 2),,,"1999",Basilichthys australis,"4,04"
-73.00828,-36.84725,"175","22","Evelyn Habit, Pedro Victoriano & Amadora Rodríguez-Ruiz","18.03",Estero Nonguen (estación 3),,,"1999",Galaxias maculatus,"16,67"
-73.00828,-36.84725,"175","22","Evelyn Habit, Pedro Victoriano & Amadora Rodríguez-Ruiz","18.03",Estero Nonguen (estación 3),,,"1999",Galaxias maculatus,"16,67"
-73.00661,-36.83177,"176","22","Evelyn Habit, Pedro Victoriano & Amadora Rodríguez-Ruiz","18.04",Estero Nonguen (estación 4),Potamon habitat.,,"1999, 2000",Galaxias maculatus,"11,59"
-73.00661,-36.83177,"176","22","Evelyn Habit, Pedro Victoriano & Amadora Rodríguez-Ruiz","18.04",Estero Nonguen (estación 4),Potamon habitat.,,"1999, 2000",Galaxias maculatus,"11,59"
-73.01687,-36.81994,"177","22","Evelyn Habit, Pedro Victoriano & Amadora Rodríguez-Ruiz","18.05",Estero Nonguen (estación 5),,,"1999",Galaxias maculatus,"6,14"
-73.01687,-36.81994,"177","22","Evelyn Habit, Pedro Victoriano & Amadora Rodríguez-Ruiz","18.05",Estero Nonguen (estación 5),,,"1999",Galaxias maculatus,"6,14"
-69.35553,-18.34328,"178","23","Friedmann, Claudio and seven colaborators.","20.01","Río Lauca, pozo 5 y 9.",,,"1996",Trichomycterus sp. 3,?
-69.33553,-18.28106,"179","23","Friedmann, Claudio and seven colaborators.","20.02","Río Lauca, pozo 5 y 9.",,,"1996",Trichomycterus sp. 3,?
-71.89209,-37.35158,"180","24",Electrowatt Ingenieros Consultores (Chile) S.A.,"19.01","Ríos Laja y Rucue (estaciones B, C y D)",Three sampling stations were pooled due to their proximity.,,"1995",Basilichthys australis,"0,65"
-71.89209,-37.35158,"180","24",Electrowatt Ingenieros Consultores (Chile) S.A.,"19.01","Ríos Laja y Rucue (estaciones B, C y D)",Three sampling stations were pooled due to their proximity.,,"1995",Basilichthys australis,"0,65"
-71.67542,-37.31716,"181","24",Electrowatt Ingenieros Consultores (Chile) S.A.,"19.02",Río Laja (estación A),,The position of the point is approximate.,"1995",Trichomycterus areolatus,"77,78"
-71.67542,-37.31716,"181","24",Electrowatt Ingenieros Consultores (Chile) S.A.,"19.02",Río Laja (estación A),,The position of the point is approximate.,"1995",Trichomycterus areolatus,"77,78"
-71.79763,-37.34281,"182","24",Electrowatt Ingenieros Consultores (Chile) S.A.,"19.03",Río Rucue (estación E),,The position of the point is approximate.,"1995",Percilia irwini,"18,75"
-71.79763,-37.34281,"182","24",Electrowatt Ingenieros Consultores (Chile) S.A.,"19.03",Río Rucue (estación E),,The position of the point is approximate.,"1995",Percilia irwini,"18,75"
-71.72988,-37.37607,"183","24",Electrowatt Ingenieros Consultores (Chile) S.A.,"19.04",Río Rucue (estación F),,The position of the point is approximate.,"1995",Diplomystes nahuelbutaensis,"8"
-71.72988,-37.37607,"183","24",Electrowatt Ingenieros Consultores (Chile) S.A.,"19.04",Río Rucue (estación F),,The position of the point is approximate.,"1995",Diplomystes nahuelbutaensis,"8"
-72.92370,-37.16639,"184","25","Campos, H., V. Ruiz, J.F. Gavilan y F. Alay","54.01","Río Biobio; Santa Juana area.",,"The position of the point is not accurate; it represents the whole area.",1990-1992,Percichthys melanops,?
-72.92370,-37.16639,"184","25","Campos, H., V. Ruiz, J.F. Gavilan y F. Alay","54.01","Río Biobio; Santa Juana area.",,"The position of the point is not accurate; it represents the whole area.",1990-1992,Percichthys melanops,?
-72.59310,-37.54105,"185","25","Campos, H., V. Ruiz, J.F. Gavilan y F. Alay","54.02","Río Biobio; Negrete area.",Between Negrete and Nacimiento an intensive sampling was performed.,The position of the point is not accurate.,1990-1992,Trichomycterus areolatus,?
-72.59310,-37.54105,"185","25","Campos, H., V. Ruiz, J.F. Gavilan y F. Alay","54.02","Río Biobio; Negrete area.",Between Negrete and Nacimiento an intensive sampling was performed.,The position of the point is not accurate.,1990-1992,Trichomycterus areolatus,?
-72.00861,-37.67195,"186","25","Campos, H., V. Ruiz, J.F. Gavilan y F. Alay","54.03","Río Biobio; Santa Barbara area.",,"The position of the point is not accurate; it represents the whole area.",1990-1992,Percichthys trucha,?
-72.00861,-37.67195,"186","25","Campos, H., V. Ruiz, J.F. Gavilan y F. Alay","54.03","Río Biobio; Santa Barbara area.",,"The position of the point is not accurate; it represents the whole area.",1990-1992,Percichthys trucha,?
-71.30088,-37.35083,"187","25","Campos, H., V. Ruiz, J.F. Gavilan y F. Alay","54.04",Laguna de la Laja.,,"The position of the point is not accurate; it represents the whole area.",1990-1992,Trichomycterus areolatus,?
-71.30088,-37.35083,"187","25","Campos, H., V. Ruiz, J.F. Gavilan y F. Alay","54.04",Laguna de la Laja.,,"The position of the point is not accurate; it represents the whole area.",1990-1992,Trichomycterus areolatus,?
-71.26757,-38.68349,"188","25","Campos, H., V. Ruiz, J.F. Gavilan y F. Alay","54.05",Laguna Galletué.,,"The position of the point is not accurate; it represents the whole area.",1990-1992,Percichthys trucha,?
-71.26757,-38.68349,"188","25","Campos, H., V. Ruiz, J.F. Gavilan y F. Alay","54.05",Laguna Galletué.,,"The position of the point is not accurate; it represents the whole area.",1990-1992,Percichthys trucha,?
-71.26831,-38.78078,"189","25","Campos, H., V. Ruiz, J.F. Gavilan y F. Alay","54.06",Laguna Icalma.,,"The position of the point is not accurate; it represents the whole area.",1990-1992,Percichthys trucha,?
-71.26831,-38.78078,"189","25","Campos, H., V. Ruiz, J.F. Gavilan y F. Alay","54.06",Laguna Icalma.,,"The position of the point is not accurate; it represents the whole area.",1990-1992,Percichthys trucha,?
-71.96735,-37.23924,"190","26","Habit, Evelyn.","21.01",Río Huépil (estación 1).,Rithron habitat with riffles and pools. .,,"1994",Trichomycterus sp.,"43,39"
-71.96735,-37.23924,"190","26","Habit, Evelyn.","21.01",Río Huépil (estación 1).,Rithron habitat with riffles and pools. .,,"1994",Trichomycterus sp.,"43,39"
-72.12112,-37.10806,"191","26","Habit, Evelyn.","21.02",Río Itata (estación 2).,Rithron habitat with an area of pools.,,"1993, 1994",Percichthys trucha,"0,557176634"
-72.12112,-37.10806,"191","26","Habit, Evelyn.","21.02",Río Itata (estación 2).,Rithron habitat with an area of pools.,,"1993, 1994",Percichthys trucha,"0,557176634"
-72.41571,-36.75020,"192","26","Habit, Evelyn.","21.03",Río Itata (estación 3).,Potamon habitat.,,"1993, 1994",Cauque itatanum,"0,31121372"
-72.41571,-36.75020,"192","26","Habit, Evelyn.","21.03",Río Itata (estación 3).,Potamon habitat.,,"1993, 1994",Cauque itatanum,"0,31121372"
-71.94590,-37.31883,"193","27","Habit, Evelyn","22.01",Canal Cruz del Ciprés del río Huépil (estación 1).,Values of relative abundance inferred from a bar chart. Irrigation channel.,The position of the point is approximate.,"1994",Trichomycterus sp.,"28,5"
-71.94590,-37.31883,"193","27","Habit, Evelyn","22.01",Canal Cruz del Ciprés del río Huépil (estación 1).,Values of relative abundance inferred from a bar chart. Irrigation channel.,The position of the point is approximate.,"1994",Trichomycterus sp.,"28,5"
-72.00442,-37.17431,"194","27","Habit, Evelyn","22.02",Canal Zañartu (estación 2).,"Values of relative abundance inferred from a bar chart. The Zañartu channel starts its course from the Laja river passing to the Itata's basin through the Huépil river; irrigation channel. .",The position of the point is approximate.,"1993, 1994",Percichthys trucha,"0,7578125"
-72.00442,-37.17431,"194","27","Habit, Evelyn","22.02",Canal Zañartu (estación 2).,"Values of relative abundance inferred from a bar chart. The Zañartu channel starts its course from the Laja river passing to the Itata's basin through the Huépil river; irrigation channel. .",The position of the point is approximate.,"1993, 1994",Percichthys trucha,"0,7578125"
-72.39812,-36.85076,"195","27","Habit, Evelyn","22.03",Canal Quillón (estación 3).,Values of relative abundance inferred from a bar chart. Irrigation channel.,The position of the point is approximate.,"1993, 1994",Galaxias maculatus,"0,582938389"
-72.39812,-36.85076,"195","27","Habit, Evelyn","22.03",Canal Quillón (estación 3).,Values of relative abundance inferred from a bar chart. Irrigation channel.,The position of the point is approximate.,"1993, 1994",Galaxias maculatus,"0,582938389"
-72.09889,-36.89425,"196","27","Habit, Evelyn","22.04",Canal El Roble (estación 4).,Values of relative abundance inferred from a bar chart. Irrigation channel.,The position of the point is approximate.,"1993",Galaxias maculatus,"2"
-72.09889,-36.89425,"196","27","Habit, Evelyn","22.04",Canal El Roble (estación 4).,Values of relative abundance inferred from a bar chart. Irrigation channel.,The position of the point is approximate.,"1993",Galaxias maculatus,"2"
-70.83559,-31.54553,"197","28",Ministerio de Obras Públicas (MOP) y Consultora Gran Vía.,"23.01","Río Illapel (estación 1, 2 y 3)",,The position of the point is not accurate.,"1999",Oncorhynchus mykiss,"100"
-70.96220,-31.87002,"198","29",SRK y MN Ingenieros Lda.,"24.01",Estero Camisas (estación 2 y 3),,The position of the point is not accurate.,"1996",Gambusia affinis,?
-71.39640,-38.09689,"199","30",Electrowatt Ingenieros Consultores S.A.,"25.01",Río Lomin,,,1994-1995,Salmo trutta,"53,33"
-71.39640,-38.09689,"199","30",Electrowatt Ingenieros Consultores S.A.,"25.01",Río Lomin,,,1994-1995,Salmo trutta,"53,33"
-71.43050,-38.06051,"200","30",Electrowatt Ingenieros Consultores S.A.,"25.02",Río Quepuca,,,1994-1995,Salmo trutta,"25"
-71.43050,-38.06051,"200","30",Electrowatt Ingenieros Consultores S.A.,"25.02",Río Quepuca,,,1994-1995,Salmo trutta,"25"
