"Species_ID","Site_ID","Ref_ID","Species","Species_Diagnostic","Identification_method","Suspected Species","Abund_Percent","Biomass_Percent","Number_Specimens_Caught","Diet_Info","Gonad_Score","Maen_Size","Max_Size","Min_Size","Mean_Weight","Max_Weight","Min_Weight","Notes","OLD_Capture_ID","OLD_Site_ID","OLD_ID","OLD_Ref_ID","Morphological_Description","Ecology","Type_of_Record","Museum","Measurement"
1500,572,74,"Trichomycterus areolatus",,,,,,,,,,,,,,,"Specimen deposited in University of Michigan Museum of Zoology; Collectors: BS Dyer and party; Determiner: BS Dyer, 1986/1994; Catalogue number: 215380; Size: 61 mm SL.",3310,"1040.097",,1040,,,,,
1501,572,74,"Percichthys melanops",,,,,,,,,,,,,,,"Specimen deposited in University of Michigan Museum of Zoology; Collectors: BS Dyer and party; Determiner: BS Dyer, 1986; Catalogue number: 215381; Size: 62 mm SL.",3311,"1040.097",,1040,,,,,
1502,572,74,"Percilia gillissi",,,,,,,,,,,,,,,"Specimen deposited in University of Michigan Museum of Zoology; Collectors: BS Dyer and party; Determiner: BS Dyer, 1994; Catalogue number: 215382; Size: 36-40 mm SL.",3312,"1040.097",,1040,,,,,
1503,572,74,"Basilichthys australis",,,,,,,,,,,,,,,"Specimen deposited in University of Michigan Museum of Zoology; Collectors: BS Dyer and party; Determiner: BS Dyer, 1994; Catalogue number: 215490; Size: 21-51 mm SL.",3313,"1040.097",,1040,,,,,
1504,573,74,"Galaxias maculatus",,,,,,,,,,,,,,,"Specimen deposited in University of Michigan Museum of Zoology; Collectors: BS Dyer and party; Determiner: BS Dyer, 1986; Catalogue number: 215371; Size: 32-53 mm SL.",3314,"1040.098",,1040,,,,,
1505,573,74,"Eleginops maclovinus",,,,,,,,,,,,,,,"Specimen deposited in University of Michigan Museum of Zoology; Collectors: BS Dyer and party; Determiner: BS Dyer, 1986; Catalogue number: 215372; Size: 93-145 mm SL.",3315,"1040.098",,1040,,,,,
1506,573,74,"Odontesthes mauleanum",,,,,,,,,,,,,,,"Specimen deposited in University of Michigan Museum of Zoology; Collectors: BS Dyer and party; Determiner: BS Dyer, 1989; Catalogue number: 215462; Size: 17-147 mm SL.",3316,"1040.098",,1040,,,,,
1507,574,74,"Odontesthes smitti",,,,,,,,,,,,,,,"Specimen deposited in University of Michigan Museum of Zoology; Collectors: A Warren; Determiner: BS Dyer/1990; Catalogue number: 218797; Size: 226 mm SL.",3317,"1040.099",,1040,,,,,
1508,574,74,"Odontesthes nigricans",,,,,,,,,,,,,,,"Specimen deposited in University of Michigan Museum of Zoology; Collectors: A Warren; Determiner: BS Dyer/1990; Catalogue number: 218798; Size: 192-216 mmm SL.",3318,"1040.099",,1040,,,,,
1509,575,74,"Odontesthes regia",,,,,,,,,,,,,,,"Specimen deposited in University of Michigan Museum of Zoology; Collectors: I Kong; Determiner: BS Dyer/1992; Catalogue number: 220601; Size: 117-160 mm SL.",3319,"1040.101",,1040,,,,,
1510,576,74,"Nematogenys inermis",,,,,,,,,,,,,,,"Specimen deposited in University of Michigan Museum of Zoology; Collectors: B Dyer; Determiner: B Dyer; Catalogue number: 212697; Size: 61-171 mm SL.",3320,"1040.102",,1040,,,,,
1511,576,74,"Percichthys trucha",,,,,,,,,,,,,,,"Specimen deposited in University of Michigan Museum of Zoology; Collectors: B Dyer; Determiner: B Dyer; Catalogue number: 212698; Size: 48, 84 mm SL.",3321,"1040.102",,1040,,,,,
1512,576,74,"z Indetermined (see note)",,,,,,,,,,,,,,,"Serranidae. Classified as Percilia  by Determiner.Specimen deposited in University of Michigan Museum of Zoology; Collectors: B Dyer; Determiner: B Dyer; Catalogue number: 212699; Size: 28-42 mm SL.",3322,"1040.102",,1040,,,,,
1513,577,74,"Galaxias maculatus",,,,,,,,,,,,,,,"Specimen deposited in University of Michigan Museum of Zoology; Collectors: Brian Dyer; Determiner: B Dyer; Catalogue number: 212695; Size: 53-68 mm SL.",3323,"1040.103",,1040,,,,,
1514,577,74,"Cheirodon galusdae",,,,,,,,,,,,,,,"Specimen deposited in University of Michigan Museum of Zoology; Collectors: Brian Dyer; Determiner: B Dyer; Catalogue number: 212696; Size: 37 mm SL.",3324,"1040.103",,1040,,,,,
1515,578,74,"Odontesthes mauleanum",,,,,,,,,,,,,,,"Specimen deposited in University of Michigan Museum of Zoology; Collectors: BS Dyer & party; Determiner: BS Dyer, 1989; Catalogue number: 215466; Size: 125-165 mm SL.",3325,"1040.104",,1040,,,,,
1516,578,74,"Odontesthes regia",,,,,,,,,,,,,,,"Specimen deposited in University of Michigan Museum of Zoology; Collectors: BS Dyer & party; Determiner: BS Dyer, 1989; Catalogue number: 215521; Size: 152-172 mm SL.",3326,"1040.104",,1040,,,,,
1517,579,74,"Odontesthes regia",,,,,,,,,,,,,,,"Specimen deposited in University of Michigan Museum of Zoology; Collectors: J Vial; Determiner: BS Dyer, 1989; Catalogue number: 215530; Size: 99-138 mm SL.",3327,"1040.105",,1040,,,,,
1518,580,74,"Odontesthes regia",,,,,,,,,,,,,,,"Specimen deposited in University of Michigan Museum of Zoology; Collectors: CH Eigenmann; Determiner: BS Dyer, 1989; Catalogue number: 215528; Size: 151 mm SL.",3328,"1040.106",,1040,,,,,
1519,581,74,"Percilia gillissi",,,,,,,,,,,,,,,"Specimen deposited in University of Michigan Museum of Zoology; Collectors: GF Edmunds; Determiner: BS Dyer 1994; Catalogue number: 212773; Size: 26 mm SL.",3329,"1040.107",,1040,,,,,
1520,475,68,"Salmo trutta",,,,"36,1",,,,,,,,,,,,2762,"943.01",,,,,,,
1521,475,68,"Oncorhynchus mykiss",,,,"63,9",,,,,,,,,,,,2763,"943.01",,,,,,,
1522,476,68,"Salmo trutta",,,,"52,6",,,,,,,,,,,,2764,"943.02",,,,,,,
1523,476,68,"Oncorhynchus mykiss",,,,"42,1",,,,,,,,,,,,2765,"943.02",,,,,,,
1524,476,68,"Trichomycterus areolatus",,,,"5,3",,,,,,,,,,,,2766,"943.02",,,,,,,
1525,477,68,"Salmo trutta",,,,"34,1",,,,,,,,,,,,2767,"943.03",,,,,,,
1526,477,68,"Oncorhynchus mykiss",,,,"65,9",,,,,,,,,,,,2768,"943.03",,,,,,,
1527,478,68,"Percilia gillissi",,,,"2,9",,,,,,,,,,,,2769,"943.04",,,,,,,
1528,478,68,"Salmo trutta",,,,"52,2",,,,,,,,,,,,2770,"943.04",,,,,,,
1529,478,68,"Oncorhynchus mykiss",,,,"44,9",,,,,,,,,,,,2771,"943.04",,,,,,,
1530,479,68,"Percilia gillissi",,,,"64,6",,,,,,,,,,,"Length and weight available; no diet.",2772,"943.05",,,,,,,
1531,479,68,"Salmo trutta",,,,"12,7",,,,,,,,,,,"Length and weight available; no diet.",2773,"943.05",,,,,,,
1532,479,68,"Oncorhynchus mykiss",,,,"12,7",,,,,,,,,,,"Length and weight available; no diet.",2774,"943.05",,,,,,,
1533,479,68,"Trichomycterus areolatus",,,,"1,26",,,,,,,,,,,"Length and weight available; no diet.",2775,"943.05",,,,,,,
1534,479,68,"Galaxias maculatus",,,,"8,86",,,,,,,,,,,"Length and weight available; no diet.",2776,"943.05",,,,,,,
1535,480,69,"Oncorhynchus mykiss",,,,,,,,,,,,,,,,2777,"966.01",,,,,,,
1536,480,69,"Salmo trutta",,,,,,,,,,,,,,,,2778,"966.01",,,,,,,
1537,480,69,"Galaxias maculatus",,,,,,,,,,,,,,,,2779,"966.01",,,,,,,
1538,480,69,"Aplochiton taeniatus",,,,,,,,,,,,,,,"En Delgado 2005 the species is treated as A. zebra despite Steffen 2005 is cited.",2780,"966.01",,,,,,,
1539,481,69,"Oncorhynchus mykiss",,,,,,,,,,,,,,,,2781,"966.02",,,,,,,
1540,481,69,"Salmo trutta",,,,,,,,,,,,,,,,2782,"966.02",,,,,,,
1541,481,69,"Galaxias maculatus",,,,,,,,,,,,,,,,2783,"966.02",,,,,,,
1542,481,69,"Aplochiton taeniatus",,,,,,,,,,,,,,,"En Delgado 2005 the species is treated as A. zebra despite Steffen 2005 is cited.",2784,"966.02",,,,,,,
1543,482,69,"Galaxias maculatus",,,,,,,,,,,,,,,"Seine",2785,"966.03",,,,,,,
1544,482,69,"Cauque mauleanum",,,,,,,,,,,,,,,"Seine (juveniles); Gillnet (adults)",2786,"966.03",,,,,,,
1545,482,69,"Galaxias platei",,,,,,,,,,,,,,,"Trapping",2787,"966.03",,,,,,,
1546,485,72,"Salmo trutta",,,,"16","8,5",,"During winter and spring crustaceans dominated, reaching 81% of the total gut contents during August. The second highest frequency of food items was measured in October, with Crustacea (Aegla) and Odonata as the principal items. Ephemeroptera and Diptera ",,"26,4","54,8","17,8","0,24","1,4","0,063",,2790,"985.01",,,,,,,
1547,485,72,"Percichthys trucha",,,,"30","12",,"Chironomidae were most frequent in the stomach contents during autumn (April). Items such as Odonata, and the Crustacea Amphipoda were also important components
of the food supply. P. trucha in the littoral zone consumed insect larva (Diptera, Chironomid",,"20,7","41,8","13,8","0,016","1,1","0,033","Adults were gillnetted and juveniles collected in the littoral zone with tow net.",2791,"985.01",,,,,,,
1548,486,72,"Salmo trutta",,,,"0,001",,,,,,,,,,,"Two small individuals also collected in the littoral zone.",2794,"985.02",,,,,,,
1549,486,72,"Aplochiton taeniatus",,,,"42,56",,,"Consumed 15 items; the highest frequency in the stomach contents was found in May, with a predominance of crustaceans
(Copepoda, Cladocera and Amphipoda)",,"7,3","14","3,1","2,6","19,9","0,1","n=812",2795,"985.02",,,,,,,
1550,486,72,"Trichomycterus areolatus",,,,"0,0005",,,,,,,,,,,"Only one individual problably from the naiboughring river.",2796,"985.02",,,,,,,
1551,486,72,"Percichthys trucha",,,,"57,3",,,,,"4,7","6,7cm","2,4","1,9","4,6","0,3","n=1093",2797,"985.02",,,,,,,
1552,484,71,"Oncorhynchus masou",,,,"46",,,"Gammaridae, insects, and G. platei. 50% of the salmon captured 26 Feb had eaten G. platei.",,,"56,5","18,5",,,,"The species was heavily stocked in Lagoon Don Poli between 1982-1986. More info on length / weight / age available.",2798,"973.01",,,,,,,
1553,484,71,"Galaxias platei",,,,"54?",,,,,,"30cm!",,,,,"At least 50 individuals were captured and measured. Individuals <10cm long formed schools near the shallow outlet.",2799,"973.01",,,,,,,
1554,66,6,"Oncorhynchus mykiss",,,,"10,76",,,,,,,,,,,,2800,"04.24",,,,,,,
1555,66,6,"Salmo trutta",,,,"0,22",,,,,,,,,,,,2801,"04.24",,,,,,,
1556,66,6,"Oncorhynchus kisutch",,,,"23,09",,,,,,,,,,,,2802,"04.24",,,,,,,
1557,66,6,"Oncorhynchus tshawytscha",,,,"35,87",,,,,,,,,,,"Frequency distributions clearly indicate growth.",2803,"04.24",,,,,,,
1558,66,6,"Salmo salar",,,,"4,04",,,,,,,,,,,,2804,"04.24",,,,,,,
1559,66,6,"Aplochiton taeniatus",,,,"0,67",,,,,,,,,,,"Captured only in August 1999 (n=2) and april 2000 (n=1).",2805,"04.24",,,,,,,
1560,66,6,"Percichthys trucha",,,,"25,34",,,,,,,,,,,"CPUE was max in Oct 1999 coinsiding with highest prevalence of ripe gonads.",2806,"04.24",,,,,,,
1561,67,6,"Oncorhynchus mykiss",,,,"26,58","?",,,,,,,,,,,2807,"04.25",,,,,,,
1562,67,6,"Oncorhynchus kisutch",,,,"0,51","?",,,,,,,,,,,2808,"04.25",,,,,,,
1563,67,6,"Oncorhynchus tshawytscha",,,,"0,17","?",,,,,,,,,,,2809,"04.25",,,,,,,
1564,67,6,"Salmo salar",,,,"1,7","?",,,,,,,,,,,2810,"04.25",,,,,,,
1565,67,6,"Basilichthys australis",,,,"70,19","?",,,,,,,,,,,2811,"04.25",,,,,,,
1566,67,6,"Percichthys trucha",,,,"0,85","?",,,,,,,,,,,2812,"04.25",,,,,,,
1567,68,6,"Oncorhynchus mykiss",,,,"74,07",,,,,,,,,,,,2814,"04.26",,,,,,,
1568,68,6,"Salmo trutta",,,,"18,52",,,,,,,,,,,,2815,"04.26",,,,,,,
1569,68,6,"Salmo salar",,,,"7,41",,,,,,,,,,,,2816,"04.26",,,,,,,
1570,69,6,"Oncorhynchus mykiss",,,,"100",,,,,,,,,,,,2817,"04.27",,,,,,,
1571,70,6,"Oncorhynchus mykiss",,,,"100",,,,,,,,,,,,2818,"04.28",,,,,,,
1572,71,6,"Oncorhynchus mykiss",,,,"36,31",,,,,,,,,,,,2819,"04.29",,,,,,,
1573,71,6,"Salmo trutta",,,,"1,68",,,,,,,,,,,,2820,"04.29",,,,,,,
1574,71,6,"Oncorhynchus tshawytscha",,,,"0,56",,,,,,,,,,,,2821,"04.29",,,,,,,
1575,71,6,"Galaxias platei",,,,"33,52",,,,,,,,,,,,2822,"04.29",,,,,,,
1576,71,6,"Aplochiton taeniatus",,,,"27,93",,,,,,,,,,,,2823,"04.29",,,,,,,
1577,72,6,"Oncorhynchus mykiss",,,,"26,79",,,,,,,,,,,,2824,"04.30",,,,,,,
1578,72,6,"Salmo trutta",,,,"22,62",,,,,,,,,,,,2825,"04.30",,,,,,,
1579,72,6,"Aplochiton taeniatus",,,,"0,60",,,,,,,,,,,,2826,"04.30",,,,,,,
1580,73,6,"Oncorhynchus kisutch",,,,"4,38",,,,,,,,,,,,2827,"04.31",,,,,,,
1581,73,6,"Salmo salar",,,,"0,30",,,,,,,,,,,,2828,"04.31",,,,,,,
1582,73,6,"Oncorhynchus mykiss",,,,"76,13",,,,,,,,,,,,2829,"04.31",,,,,,,
1583,73,6,"Salmo trutta",,,,"1,51",,,,,,,,,,,,2830,"04.31",,,,,,,
1584,73,6,"Oncorhynchus tshawytscha",,,,"3,78",,,,,,,,,,,,2831,"04.31",,,,,,,
1585,73,6,"Galaxias platei",,,,"6,50",,,,,,,,,,,"Captured in four dates: Jul 2000 (n=2), Ene 2001 (15), Apr 2001 (20), May 2001 (6).",2832,"04.31",,,,,,,
1586,73,6,"Galaxias maculatus",,,,"4,98",,,,,,,,,,,"Captured in four dates: Nov 1999 (n=2), Ene 2000 (17), Dic 2000 (3), Feb 2001 (11)",2833,"04.31",,,,,,,
1587,73,6,"Aplochiton taeniatus",,,,"2,42",,,,,,,,,,,"Only captured in three dates: Apr 2000 (n=7), Feb (3) and Mar 2001 (6).",2834,"04.31",,,,,,,
1588,74,6,"Oncorhynchus kisutch",,,,"3,41",,,,,,,,,,,,2835,"04.32",,,,,,,
1589,74,6,"Salmo salar",,,,"0,38",,,,,,,,,,,,2836,"04.32",,,,,,,
1590,74,6,"Oncorhynchus mykiss",,,,"43,94",,,,,,,,,,,,2837,"04.32",,,,,,,
1591,74,6,"Salmo trutta",,,,"32,20",,,,,,,,,,,,2838,"04.32",,,,,,,
1592,74,6,"Oncorhynchus tshawytscha",,,,"15,15",,,,,,,,,,,,2839,"04.32",,,,,,,
1593,74,6,"Galaxias platei",,,,"1,52",,,,,,,,,,,"Caught in two dates: Dic 2000 (n=2), Jul 2000 (2).",2840,"04.32",,,,,,,
1594,74,6,"z Indetermined (see note)",,,,"0,38",,,,,,,,,,,"Only one individual of 'Bagre' was caught 18 Jul 2000. Probably Trichomycterus areolatus but not confirmed.",2841,"04.32",,,,,,,
1595,74,6,"Galaxias maculatus",,,,"3,79",,,,,,,,,,,"Caught in three dates: Nov 1999 (n=1), Jan 2000 (2), Feb 2001 (7).",2842,"04.32",,,,,,,
1596,74,6,"Percichthys trucha",,,,"0,38",,,,,,,,,,,"Only one individual caught 25 Jan 2000.",2843,"04.32",,,,,,,
1597,74,6,"Aplochiton taeniatus",,,,"0,38",,,,,,,,,,,"Only one individual caught 16 Feb 2001.",2844,"04.32",,,,,,,
1598,75,6,"Oncorhynchus kisutch",,,,"2,16",,,,,,,,,,,"Three individuals in March 2000.",2845,"04.33",,,,,,,
1599,75,6,"Oncorhynchus mykiss",,,,"48,92",,,,,,,,,,,,2846,"04.33",,,,,,,
1600,75,6,"Salmo trutta",,,,"48,20",,,,,,,,,,,,2847,"04.33",,,,,,,
1601,75,6,"Oncorhynchus tshawytscha",,,,"0,72",,,,,,,,,,,"Only one individual in Dec 2000.",2848,"04.33",,,,,,,
1602,76,6,"Oncorhynchus mykiss",,,,"100",,,,,,,,,,,,2849,"04.34",,,,,,,
1603,77,6,"Oncorhynchus mykiss",,,,"81,48",,,,,,,,,,,,2850,"04.35",,,,,,,
1604,77,6,"Salmo trutta",,,,"18,52",,,,,,,,,,,,2851,"04.35",,,,,,,
1605,78,6,"Oncorhynchus kisutch",,,,"1,69",,,,,,,,,,,"Only caught in April 2000 (n=4) and March 2001 (n=9).",2852,"04.36",,,,,,,
1606,78,6,"Salmo salar",,,,"0,26",,,,,,,,,,,"Only 2 individuals caught in April 2001.",2853,"04.36",,,,,,,
1607,78,6,"Oncorhynchus mykiss",,,,"76,49",,,,,,,,,,,,2854,"04.36",,,,,,,
1608,78,6,"Salmo trutta",,,,"11,04",,,,,,,,,,,,2855,"04.36",,,,,,,
1609,78,6,"Oncorhynchus tshawytscha",,,,"4,16",,,,,,,,,,,"Present in six samplings.",2856,"04.36",,,,,,,
1610,78,6,"Galaxias platei",,,,"0,26",,,,,,,,,,,"One individual caught in December 2000 and another in April 2001.",2857,"04.36",,,,,,,
1611,78,6,"Galaxias maculatus",,,,"5,84",,,,,,,,,,,"Only captured in October 1999 (n=45).",2858,"04.36",,,,,,,
1612,78,6,"z Indetermined (see note)",,,,"0,26",,,,,,,,,,,"Two individuals of 'Puye 3' in January 2000. This native species was not identified. Galaxias sp.(?)",2859,"04.36",,,,,,,
1613,79,6,"Salmo salar",,,,"0,24",,,,,,,,,,,"Only one individual caught in December 2000.",2860,"04.37",,,,,,,
1614,79,6,"Oncorhynchus mykiss",,,,"89,05",,,,,,,,,,,,2861,"04.37",,,,,,,
1615,79,6,"Salmo trutta",,,,"10,46",,,,,,,,,,,,2862,"04.37",,,,,,,
1616,79,6,"Galaxias platei",,,,"0,24",,,,,,,,,,,"One individual caught in January 2000.",2863,"04.37",,,,,,,
1617,80,6,"Oncorhynchus mykiss",,,,"22,78",,,,,,,,,,,,2864,"04.38",,,,,,,
1618,80,6,"Salmo trutta",,,,"17,72",,,,,,,,,,,,2865,"04.38",,,,,,,
1619,80,6,"Oncorhynchus tshawytscha",,,,"1,90",,,,,,,,,,,"One individual in October 1999 and two in December 2000.",2866,"04.38",,,,,,,
1620,80,6,"Galaxias platei",,,,"13,92",,,,,,,,,,,"Sampled in every date but Jan 2000.",2867,"04.38",,,,,,,
1621,80,6,"Galaxias maculatus",,,,"25,95",,,,,,,,,,,"Caught in Oct 99 (n=2) and in January 2000 (39).",2868,"04.38",,,,,,,
1622,80,6,"Percichthys trucha",,,,"17,72",,,,,,,,,,,"Present in every sample but the one from January 2000.",2869,"04.38",,,,,,,
1623,483,70,"Aplochiton zebra",,,,,,,,,,,,,,,,2870,"971.01",,,,,,,
1624,483,70,"Galaxias platei",,,,,,,,,,,,,,,,2871,"971.01",,,,,,,
1625,400,57,"Cauque mauleanum",,,,"35,8","29,3",,"Main food items are zooplankton (Copepoda, Cladocera and Ostracoda).",,,,,,,,,2873,"339.01",,,,,,,
1626,400,57,"Basilichthys australis",,,,"22","18,6",,"Benthic insect larvae and zooplankton.",,,,,,,,,2874,"339.01",,,,,,,
1627,400,57,"Percichthys trucha",,,,"4,0","3,4",,"Mainly plecoptera larvae.",,,,,,,,,2875,"339.01",,,,,,,
1628,400,57,"Salmo trutta",,,,"1,9","2,1",,"no",,,,,,,,,2876,"339.01",,,,,,,
1629,401,57,"Galaxias maculatus",,,,"94,0","24,4",,"Zooplankton and benthos.",,,,,,,,,2877,"339.02",,,,,,,
1630,401,57,"Cauque mauleanum",,,,"2,6","17,9",,"Mainly zooplankton and benthonic larvae.",,,,,,,,,2878,"339.02",,,,,,,
1631,401,57,"Basilichthys australis",,,,"1,6","29,2",,"Mainly zooplankton and benthonic larvae.",,,,,,,,,2879,"339.02",,,,,,,
1632,401,57,"Percilia gillissi",,,,"1,0","3,1",,,,,,,,,,,2880,"339.02",,,,,,,
1633,401,57,"Percichthys trucha",,,,"0,6","2,1",,,,,,,,,,,2881,"339.02",,,,,,,
1634,401,57,"Trichomycterus areolatus",,,,"?","0,6",,,,,,,,,,,2882,"339.02",,,,,,,
1635,401,57,"Oncorhynchus mykiss",,,,"?","0,04",,,,,,,,,,,2883,"339.02",,,,,,,
1636,402,57,"Oncorhynchus mykiss",,,,"86,0",,,,,,,,,,,,2884,"339.03",,,,,,,
1637,402,57,"Salmo trutta",,,,"5,0",,,,,,,,,,,,2885,"339.03",,,,,,,
1638,402,57,"Aplochiton zebra",,,,"5,0",,,,,,,,,,,,2886,"339.03",,,,,,,
1639,402,57,"Trichomycterus areolatus",,,,"3,5",,,,,,,,,,,,2887,"339.03",,,,,,,
1640,403,57,"Oncorhynchus mykiss",,,,"91,6",,,,,,,,,,,,2888,"339.04",,,,,,,
1641,403,57,"Salmo trutta",,,,"4,0",,,,,,,,,,,,2889,"339.04",,,,,,,
1642,403,57,"Aplochiton zebra",,,,"3,6",,,,,,,,,,,,2890,"339.04",,,,,,,
1643,404,57,"Oncorhynchus mykiss",,,,"100",,,,,,,,,,,,2891,"339.05",,,,,,,
1644,405,57,"Oncorhynchus mykiss",,,,"70,4",,,,,,,,,,,,2892,"339.06",,,,,,,
1645,405,57,"Salmo trutta",,,,"8,4",,,,,,,,,,,,2893,"339.06",,,,,,,
1646,405,57,"Aplochiton zebra",,,,"11,2",,,,,,,,,,,,2894,"339.06",,,,,,,
1647,405,57,"Trichomycterus areolatus",,,,"6,7",,,,,,,,,,,,2895,"339.06",,,,,,,
1648,406,57,"Oncorhynchus mykiss",,,,"100",,,,,,,,,,,,2896,"339.07",,,,,,,
1649,407,57,"Oncorhynchus mykiss",,,,"78,0",,,,,,,,,,,,2897,"339.08",,,,,,,
1650,407,57,"Trichomycterus areolatus",,,,"19,4",,,,,,,,,,,,2898,"339.08",,,,,,,
1651,408,57,"Oncorhynchus mykiss",,,,"42,9",,,,,,,,,,,,2899,"339.09",,,,,,,
1652,408,57,"Salmo trutta",,,,"0,4",,,,,,,,,,,,2900,"339.09",,,,,,,
1653,408,57,"Trichomycterus areolatus",,,,"48,5",,,,,,,,,,,,2901,"339.09",,,,,,,
1654,408,57,"Percilia gillissi",,,,"8,3",,,,,,,,,,,,2902,"339.09",,,,,,,
1655,409,57,"Oncorhynchus mykiss",,,,"68,8",,,,,,,,,,,,2903,"339.10",,,,,,,
1656,409,57,"Salmo trutta",,,,"3,0",,,,,,,,,,,,2904,"339.10",,,,,,,
1657,409,57,"Trichomycterus areolatus",,,,"28,3",,,,,,,,,,,,2905,"339.10",,,,,,,
1658,410,57,"Oncorhynchus mykiss",,,,"99,4",,,,,,,,,,,,2906,"339.11",,,,,,,
1659,410,57,"Aplochiton zebra",,,,"0,6",,,,,,,,,,,,2907,"339.11",,,,,,,
1660,411,57,"Oncorhynchus mykiss",,,,"100",,,,,,,,,,,,2908,"339.12",,,,,,,
1661,412,57,"Oncorhynchus mykiss",,,,"96,2",,,,,,,,,,,,2909,"339.13",,,,,,,
1662,412,57,"Salmo trutta",,,,"3,2",,,,,,,,,,,,2910,"339.13",,,,,,,
1663,412,57,"Trichomycterus areolatus",,,,"1,3",,,,,,,,,,,,2911,"339.13",,,,,,,
1664,413,57,"Oncorhynchus mykiss",,,,"100",,,,,,,,,,,,2912,"339.14",,,,,,,
1665,415,57,"Oncorhynchus mykiss",,,,"50",,,,,,,,,,,,2913,"339.16",,,,,,,
1666,415,57,"Salmo trutta",,,,"50",,,,,,,,,,,,2914,"339.16",,,,,,,
1667,416,57,"Oncorhynchus mykiss",,,,"75,5",,,,,,,,,,,,2915,"339.17",,,,,,,
1668,416,57,"Salmo trutta",,,,"5,7",,,,,,,,,,,,2916,"339.17",,,,,,,
1669,416,57,"Aplochiton zebra",,,,"15,1",,,,,,,,,,,,2917,"339.17",,,,,,,
1670,416,57,"Trichomycterus areolatus",,,,"3,8",,,,,,,,,,,,2918,"339.17",,,,,,,
1671,487,73,"Galaxias maculatus",,,,,,,,,,,,,,,"20 males and 20 females reported.",2919,"990.01",,,,,,,
1672,488,73,"Galaxias maculatus",,,,,,,,,,,,,,,"54 males and 30 females reported.",2921,"990.02",,,,,,,
1673,489,73,"Galaxias platei",,,,,,,,,,,,,,,"75 males and 45 females were collected at 100 to 300 m of depth in the lake.",2922,"990.03",,,,,,,
1674,490,73,"Brachygalaxias bullocki",,,,,,,,,,,,,,,"54 males and 14 females reported.",2923,"990.04",,,,,,,
1675,455,66,"z Indetermined (see note)",,,,,,,,,,,,,,,"Trout",2926,"933.02",,,,,,,
1676,455,66,"z Indetermined (see note)",,,,,,,,,,,,,,,"Galaxiidae",2927,"933.02",,,,,,,
1677,456,66,"z Indetermined (see note)",,,,,,,,,,,,,,,"Trout",2928,"933.03",,,,,,,
1678,456,66,"z Indetermined (see note)",,,,,,,,,,,,,,,"Galaxiidae",2929,"933.03",,,,,,,
1679,457,66,"z Indetermined (see note)",,,,,,,,,,,,,,,"Trout",2930,"933.04",,,,,,,
1680,457,66,"z Indetermined (see note)",,,,,,,,,,,,,,,"Galaxiidae",2931,"933.04",,,,,,,
1681,458,66,"z Indetermined (see note)",,,,,,,,,,,,,,,"Only Galaxiidae",2932,"933.05",,,,,,,
1682,459,66,"z Indetermined (see note)",,,,,,,,,,,,,,,"Only Galaxiidae",2933,"933.06",,,,,,,
1683,460,66,,,,,,,,,,,,,,,,"Fishless",2934,"933.07",,,,,,,
1684,461,66,,,,,,,,,,,,,,,,"Fishless, high conductivity.",2935,"933.08",,,,,,,
1685,462,66,,,,,,,,,,,,,,,,"Fishless, high conductivity.",2936,"933.09",,,,,,,
1686,463,66,,,,,,,,,,,,,,,,"Fishless",2937,"933.10",,,,,,,
1687,464,66,,,,,,,,,,,,,,,,"Fishless",2938,"933.11",,,,,,,
1688,465,66,,,,,,,,,,,,,,,,"Fishless",2939,"933.12",,,,,,,
1689,466,66,,,,,,,,,,,,,,,,"Fishless, extremely high conductivity, alcaline, salt deposits.",2940,"933.13",,,,,,,
1690,453,65,"Oncorhynchus mykiss",,,,"0,8",,,,,,,,,,,,2941,"769.01",,,,,,,
1691,453,65,"Salmo trutta",,,,"0,27",,,,,,,,,,,,2942,"769.01",,,,,,,
1692,453,65,"Salmo salar",,,,"1,07",,,,,,,,,,,,2943,"769.01",,,,,,,
1693,453,65,"Oncorhynchus kisutch",,,,"4,27",,,,,,,,,,,,2944,"769.01",,,,,,,
1694,453,65,"z Indetermined (see note)",,,,"77,07",,,,,,,,,,,"Atherinidae (B. Australis?)",2945,"769.01",,,,,,,
1695,453,65,"Percichthys trucha",,,,"9,6",,,,,,,,,,,,2947,"769.01",,,,,,,
1696,453,65,"z Indetermined (see note)",,,,"5,07",,,,,,,,,,,"Aplochitonidae",2948,"769.01",,,,,,,
1697,453,65,"z Indetermined (see note)",,,,"1,87",,,,,,,,,,,"Galaxiidae",2949,"769.01",,,,,,,
1698,450,64,"Oncorhynchus tshawytscha",,,,"6,92",,,,,,,,,,,,2950,"768.01",,,,,,,
1699,450,64,"Oncorhynchus kisutch",,,,"3,08",,,,,,,,,,,,2951,"768.01",,,,,,,
1700,450,64,"Salmo salar",,,,"10,00",,,,,,,,,,,,2952,"768.01",,,,,,,
1701,450,64,"Oncorhynchus mykiss",,,,"23,08",,,,,,,,,,,,2953,"768.01",,,,,,,
1702,450,64,"Aplochiton taeniatus",,,,"21,54",,,,,,,,,,,,2954,"768.01",,,,,,,
1703,450,64,"Percichthys trucha",,,,"29,23",,,,,,,,,,,,2955,"768.01",,,,,,,
1704,450,64,"Galaxias maculatus",,,,"6,15",,,,,,,,,,,,2956,"768.01",,,,,,,
1705,451,64,"Oncorhynchus kisutch",,,,"5,76",,,,,,,,,,,,2957,"768.02",,,,,,,
