"Species_ID","Site_ID","Ref_ID","Species","Species_Diagnostic","Identification_method","Suspected Species","Abund_Percent","Biomass_Percent","Number_Specimens_Caught","Diet_Info","Gonad_Score","Maen_Size","Max_Size","Min_Size","Mean_Weight","Max_Weight","Min_Weight","Notes","OLD_Capture_ID","OLD_Site_ID","OLD_ID","OLD_Ref_ID","Morphological_Description","Ecology","Type_of_Record","Museum","Measurement"
1,1,1,"Salmo trutta",,,,"?","?",,,,,,,,,,"News published in the newspaper ""El Mercurio"" (1903) and cited in Basulto 2003: A man from Lota caught three individuals of the European common trout, one of which it is exhibited in the Natural History Museum of Chile.",2691,"63.01","63.1.1",1,,,,,
2,2,1,"?",,,,"?","?",,,,,,,,,,"In 1907, Golusda wrote that from diverse points of the republic they have been informed of wild salmon presence. In the Aconcagua river these fish were caught by Antonio Ruiz and Mr. Varas who occupied public positions (cited in Basulto 2003).",2692,"63.02","63.2.1",1,,,,,
3,3,1,"?",,,,"?","?",,,,,,,,,,"In 1907, Golusda wrote that from diverse points of the republic they have received news from people who caught salmon in the wild. In the Angostura river these fish were caught by Mr. S. de Toro Herrera (cited in Basulto 2003).",2693,"63.03","63.3.1",1,,,,,
4,4,1,"?",,,,"?","?",,,,,,,,,,"In 1907 Golusda wrote that from diverse points of the republic wild salmon presence have been reported. In the Paine river these fish were commonly caught, and salmon were seen being sold at the San Francisco de Mostazal marquet (in Basulto 2003).",2694,"63.04","63.4.1",1,,,,,
5,5,1,"?",,,,"?","?",,,,,,,,,,"In 1907, Golusda wrote that from diverse points of the republic they have received news from people who caught salmons in the wild. In the Tinguiririca river salmon are caught time to time (cited in Basulto 2003).",2695,"63.05","63.5.1",1,,,,,
6,6,1,"?",,,,"?","?",,,,,,,,,,"In 1907, Golusda wrote that from diverse points of the republic they have received news from people who caught salmons in the wild. In the Cautín river salmon have been caught as well (cited in Basulto 2003).",2696,"63.06","63.6.1",1,,,,,
7,7,1,"?",,,,"?","?",,,,,,,,,,"In 1907, Golusda wrote that from diverse points of the republic they have been informed of wild salmon presence. Mr. Matías Alarcón caught several salmon in the Imperial river and sent some to Golusda's section (cited in Basulto 2003).",2697,"63.07","63.7.1",1,,,,,
8,8,1,"?",,,,"?","?",,,,,,,,,,"In 1907, Golusda wrote that from diverse points of the republic they have received news from people who caught salmons in the wild. Mr. Francisco Puelma who was a doctor ate salmon caught in the Tolten river near Pitrufquen (cited in Basulto 2003).",2698,"63.08","63.8.1",1,,,,,
9,9,1,"?",,,,"?","?",,,,,,,,,,"The local newspaper ""La Provincia"" (9 March 1910) published an article that states that several great sized salmon were caught in the Estero Chimbarongo, in the Quinta area (cited in Basulto 2003).",2699,"63.09","63.9.1",1,,,,,
10,10,1,,,,,"?","?",,,,,,,,,,"Hugo Seifert, stated that personnel of the Río Blanco Pisciculture have captured in the Aconcagua and Blanco river 143 salmon in 1912, 410 in 1913, 505 in 1914, 642 in 1915, and 230 in Jan and Feb of 1916. The later comprised indiv. of 56cm and 4.5k.",2700,"63.10","63.10.1",1,,,,,
11,11,1,,,,,"?","?",,,,,,,,,,"Hugo Seifert, stated that personnel of the Río Blanco Pisciculture have captured in the Aconcagua and Blanco river 143 salmon in 1912, 410 in 1913, 505 in 1914, 642 in 1915, and 230 in Jan and Feb of 1916. The later comprised indiv. of 56cm and 4.5k.",2701,"63.11","63.11.1",1,,,,,
12,12,1,"Oncorhynchus mykiss",,,,"?","?",,,,,,,,,,"In the Blanco river, 50cm long ""farios"", ""fontinalis"", and ""irideus"" are easily catch with traps for the local pisciculture works (Sage, C. 1912. in Basulto 2003).",2702,"63.12","63.12.1",1,,,,,
13,12,1,"Salmo trutta",,,,"?","?",,,,,,,,,,"In the Blanco river, 50cm long ""farios"", ""fontinalis"", and ""irideus"" are easily catch with traps for the local pisciculture works (Sage, C. 1912. in Basulto 2003).",2703,"63.12","63.12.2",1,,,,,
14,12,1,"Salvelinus fontinalis",,,,"?","?",,,,,,,,,,"In the Blanco river, 50cm long ""farios"", ""fontinalis"", and ""irideus"" are easily catch with traps for the local pisciculture works (Sage, C. 1912. in Basulto 2003).",2704,"63.12","63.12.3",1,,,,,
15,13,1,"Salmo salar",,,,"?","?",,,,,,,,,,"The common salmon (Atlantic salmon) have not succeeded in the Aconcagua river yet in the large rivers of the south--such as Cautín, Toltén, Calle-Calle, and Bueno-- they have found very favourable conditions (Sage, C. 1912 in Basulto 2003).",2705,"63.13","63.13.1",1,,,,,
16,14,1,"Salmo salar",,,,"?","?",,,,,,,,,,"The common salmon (Atlantic salmon) have not succeeded in the Aconcagua river yet in the large rivers of the south--such as Cautín, Toltén, Calle-Calle, and Bueno-- they have found very favourable conditions (Sage, C. 1912 in Basulto 2003).",2706,"63.14","63.14.1",1,,,,,
17,15,1,"Salmo salar",,,,"?","?",,,,,,,,,,"The common salmon (Atlantic salmon) have not succeeded in the Aconcagua river yet in the large rivers of the south--such as Cautín, Toltén, Calle-Calle, and Bueno-- they have found very favourable conditions (Sage, C. 1912 in Basulto 2003).",2707,"63.15","63.15.1",1,,,,,
18,16,1,"Salmo salar",,,,"?","?",,,,,,,,,,"The common salmon (Atlantic salmon) have not succeeded in the Aconcagua river yet in the large rivers of the south--such as Cautín, Toltén, Calle-Calle, and Bueno-- they have found very favourable conditions (Sage, C. 1912 in Basulto 2003).",2708,"63.16","63.16.1",1,,,,,
19,17,1,"Salvelinus fontinalis",,,,"?","?",,,,,,,,,,"Brook trout cross the Todos Los Santos lake and are fished in the Petrohué river. Also are found in the Manso and Puelo that flow from Argentina, where the species has reached an wide distribution (Heussen, A. 1998 in Basulto 2003).",2709,"63.17","63.17.1",1,,,,,
20,18,1,"Salvelinus fontinalis",,,,"?","?",,,,,,,,,,"Brook trout cross the Todos Los Santos lake and are fished in the Petrohué river. Also are found in the Manso and Puelo that flow from Argentina, where the species has reached an wide distribution (Heussen, A. 1998 in Basulto 2003).",2710,"63.18","63.18.1",1,,,,,
21,19,1,"Salvelinus fontinalis",,,,"?","?",,,,,,,,,,"Brook trout cross the Todos Los Santos lake and are fished in the Petrohué river. Also are found in the Manso and Puelo that flow from Argentina, where the species has reached an wide distribution (Heussen, A. 1998 in Basulto 2003).",2711,"63.19","63.19.1",1,,,,,
22,20,1,"?",,,,"?","?",,,,,,,,,,"In February, 1931, a professional who was measuring the Tic-Toc bay, reported the gillnetting of abundant 'salmonid trout' and 'king salmon' of 4.5k average. Eight years before, salmonid eggs were stocked in the area (Fegerstom 1989 in Basulto 2003).",2712,"63.20","63.20.1",1,,,,,
23,20,1,"Oncorhynchus tshawytscha",,,,"?","?",,,,,,,,,,"In February, 1931, a professional who was measuring the Tic-Toc bay, reported the gillnetting of abundant 'salmonid trout' and 'king salmon' of 4.5k average. Eight years before, salmonid eggs were stocked in the area (Fegerstom 1989 in Basulto 2003).",2713,"63.20","63.20.2",1,,,,,
24,21,1,"Salmo salar",,,,"?","?",,,,,,,,,,"Golusda (1941) confirmed the prescence of Rhin's salmon (Atlantic salmon) of 14 to 15 k in the mouth of River Cisnes, in salt water (Golusda, P. 1941 in Basulto 2003).",2714,"63.21","63.21.1",1,,,,,
25,22,1,"Salmo salar",,,,"?","?",,,,,,,,,,"Fishermen often catch salmon with teir nets; in 1938, Barros identified and described the fish as Atlantic salmon (Barros, R. 1942 in Basulto 2003).",2715,"63.22","63.22.1",1,,,,,
26,23,1,"Oncorhynchus keta",,,,"?","?",,,,,,,,,,"Only the chum salmon were reported.",2716,"63.23","63.23.1",1,,,,,
27,24,1,"Oncorhynchus masou",,,,"?","?",,,,,,,,,,"Only the cherry salmon were reported. In March, 1989, a 600 salmon run was detected going back to spawn to the the site where were released (Nakazawa, A. and M. Sakai 1989 in Basulto 2003.).",2717,"63.24","63.24.1",1,,,,,
28,25,2,"Oncorhynchus tshawytscha",,,,"?","?",,,,,,,,,,"Robert Behnke observed adults (assumed to be in a spawning run) and smolts from the previous year's spawning.",1431,"01.01","1.1.1",2,,,,,
29,26,3,"Oncorhynchus mykiss",,,,"100",,,,,,,,,,,,1432,"02.01","2.1.1",6,,,,,
30,27,3,"Oncorhynchus mykiss",,,,"44,44",,,,,,,,,,,,1433,"02.02","2.2.1",6,,,,,
31,27,3,"Salmo trutta",,,,"22,22",,,,,,,,,,,,1434,"02.02","2.2.2",6,,,,,
32,27,3,"Oncorhynchus kisutch",,,,"33,33",,,,,,,,,,,,1435,"02.02","2.2.3",6,,,,,
33,28,3,"Oncorhynchus mykiss",,,,"35,29",,,,,,,,,,,,1436,"02.03","2.3.1",6,,,,,
34,28,3,"Salmo trutta",,,,"52,94",,,,,,,,,,,,1437,"02.03","2.3.2",6,,,,,
35,28,3,"Oncorhynchus kisutch",,,,"11,76",,,,,,,,,,,,1438,"02.03","2.3.3",6,,,,,
36,29,3,"Oncorhynchus mykiss",,,,"32,1",,,,,,,,,,,,1439,"02.04","2.4.1",6,,,,,
37,29,3,"Salmo trutta",,,,"18,52",,,,,,,,,,,,1440,"02.04","2.4.2",6,,,,,
38,29,3,"Oncorhynchus kisutch",,,,"43,21",,,,,,,,,,,,1441,"02.04","2.4.3",6,,,,,
39,29,3,"Oncorhynchus tshawytscha",,,,"2,47",,,,,,,,,,,,1442,"02.04","2.4.4",6,,,,,
40,29,3,"Galaxias platei",,,,"2,47",,,,,,,,,,,,1443,"02.04","2.4.5",6,,,,,
41,29,3,"Brachygalaxias bullocki",,,,"1,23",,,,,,,,,,,,1444,"02.04","2.4.6",6,,,,,
42,30,3,"Oncorhynchus mykiss",,,,"8,57",,,,,,,,,,,,1445,"02.05","2.5.1",6,,,,,
43,30,3,"Salmo trutta",,,,"20",,,,,,,,,,,,1446,"02.05","2.5.2",6,,,,,
44,30,3,"Oncorhynchus kisutch",,,,"67,86",,,,,,,,,,,,1447,"02.05","2.5.3",6,,,,,
45,30,3,"Galaxias platei",,,,"3,57",,,,,,,,,,,,1448,"02.05","2.5.4",6,,,,,
46,31,3,"Oncorhynchus mykiss",,,,"3,75",,,,,,,,,,,,1449,"02.06","2.6.1",6,,,,,
47,31,3,"Salmo trutta",,,,"5",,,,,,,,,,,,1450,"02.06","2.6.2",6,,,,,
48,31,3,"Oncorhynchus kisutch",,,,"83,75",,,,,,,,,,,,1451,"02.06","2.6.3",6,,,,,
49,31,3,"Galaxias platei",,,,"7,5",,,,,,,,,,,,1452,"02.06","2.6.4",6,,,,,
50,32,3,"Oncorhynchus mykiss",,,,"6,78",,,,,,,,,,,,1453,"02.07","2.7.1",6,,,,,
51,32,3,"Salmo trutta",,,,"16,1",,,,,,,,,,,,1454,"02.07","2.7.2",6,,,,,
52,32,3,"Oncorhynchus kisutch",,,,"75,42",,,,,,,,,,,,1455,"02.07","2.7.3",6,,,,,
53,32,3,"Salmo salar",,,,"0,85",,,,,,,,,,,,1456,"02.07","2.7.4",6,,,,,
54,32,3,"Galaxias platei",,,,"0,85",,,,,,,,,,,,1457,"02.07","2.7.5",6,,,,,
55,33,3,"Oncorhynchus mykiss",,,,"5,15",,,,,,,,,,,,1458,"02.08","2.8.1",6,,,,,
56,33,3,"Salmo trutta",,,,"3,68",,,,,,,,,,,,1459,"02.08","2.8.2",6,,,,,
57,33,3,"Oncorhynchus kisutch",,,,"65,44",,,,,,,,,,,,1460,"02.08","2.8.3",6,,,,,
58,33,3,"Salmo salar",,,,"22,06",,,,,,,,,,,,1461,"02.08","2.8.4",6,,,,,
59,33,3,"Oncorhynchus tshawytscha",,,,"0,74",,,,,,,,,,,,1462,"02.08","2.8.5",6,,,,,
60,33,3,"Galaxias platei",,,,"1,47",,,,,,,,,,,,1463,"02.08","2.8.6",6,,,,,
61,33,3,"Galaxias maculatus",,,,"1,47",,,,,,,,,,,,1464,"02.08","2.8.7",6,,,,,
62,34,3,"Salmo trutta",,,,"50",,,,,,,,,,,,1465,"02.09","2.9.1",6,,,,,
63,34,3,"Pygidium (Trichomycterus) aerolatum",,,,"46,05",,,,,,,,,,,,1466,"02.09","2.9.2",6,,,,,
64,34,3,"Cheirodon australe",,,,"3,95",,,,,,,,,,,,1467,"02.09","2.9.3",6,,,,,
65,35,3,"Salmo trutta",,,,"80,56",,,,,,,,,,,,1468,"02.10","2.10.1",6,,,,,
66,35,3,"Pygidium (Trichomycterus) aerolatum",,,,"19,44",,,,,,,,,,,,1469,"02.10","2.10.2",6,,,,,
67,36,3,"Oncorhynchus mykiss",,,,"1,4",,,,,,,,,,,,1470,"02.11","2.11.1",6,,,,,
68,36,3,"Salmo trutta",,,,"8,39",,,,,,,,,,,,1471,"02.11","2.11.2",6,,,,,
69,36,3,"Galaxias maculatus",,,,"88,81",,,,,,,,,,,,1472,"02.11","2.11.3",6,,,,,
70,36,3,"Mordacia/Caragola sp.",,,,"0,7",,,,,,,,,,,,1473,"02.11","2.11.4",6,,,,,
71,36,3,"Velesia sp.",,,,"0,7",,,,,,,,,,,,1474,"02.11","2.11.5",6,,,,,
72,37,3,"Salmo trutta",,,,"64,44",,,,,,,,,,,,1475,"02.12","2.12.1",6,,,,,
73,37,3,"Oncorhynchus kisutch",,,,"4,44",,,,,,,,,,,,1476,"02.12","2.12.2",6,,,,,
74,37,3,"Galaxias maculatus",,,,"28,89",,,,,,,,,,,,1477,"02.12","2.12.3",6,,,,,
75,37,3,"Aplochiton taeniatus",,,,"2,22",,,,,,,,,,,,1478,"02.12","2.12.4",6,,,,,
76,38,4,"Oncorhynchus mykiss",,,,"20,92","?",,,,,,,,,,,2390,"42.01","42.1.1",7,,,,,
77,38,4,"Salmo trutta",,,,"0,98","?",,,,,,,,,,,2391,"42.01","42.1.2",7,,,,,
78,38,4,"Salmo salar",,,,"4,88","?",,,,,,,,,,,2392,"42.01","42.1.3",7,,,,,
79,38,4,"Oncorhynchus kisutch",,,,"19,11","?",,,,,,,,,,,2393,"42.01","42.1.4",7,,,,,
80,38,4,"Oncorhynchus tshawytscha",,,,"0,42","?",,,,,,,,,,,2394,"42.01","42.1.5",7,,,,,
81,38,4,"Basilichthys australis",,,,"41,7","?",,,,,,,,,,,2395,"42.01","42.1.6",7,,,,,
82,38,4,"Percichthys trucha",,,,"11,99","?",,,,,,,,,,,2396,"42.01","42.1.7",7,,,,,
83,39,4,"Oncorhynchus mykiss",,,,"48,28","?",,,,,,,,,,,2397,"44.01","44.1.1",7,,,,,
84,39,4,"Oncorhynchus kisutch",,,,"10,84","?",,,,,,,,,,,2398,"44.01","44.1.2",7,,,,,
85,39,4,"Basilichthys australis",,,,"39,41","?",,,,,,,,,,,2399,"44.01","44.1.3",7,,,,,
86,39,4,"Percichthys trucha",,,,"1,48","?",,,,,,,,,,,2400,"44.01","44.1.4",7,,,,,
87,40,4,"Oncorhynchus mykiss",,,,"1,35","?",,,,,,,,,,,2401,"45.01","45.1.1",7,,,,,
88,40,4,"Salmo trutta",,,,"0,09","?",,,,,,,,,,,2402,"45.01","45.1.2",7,,,,,
89,40,4,"Salmo salar",,,,"0,72","?",,,,,,,,,,,2403,"45.01","45.1.3",7,,,,,
90,40,4,"Oncorhynchus kisutch",,,,"11,59","?",,,,,,,,,,,2404,"45.01","45.1.4",7,,,,,
91,40,4,"Basilichthys australis",,,,"75,74","?",,,,,,,,,,,2405,"45.01","45.1.5",7,,,,,
92,40,4,"Galaxias platei",,,,"0,9","?",,,,,,,,,,,2406,"45.01","45.1.6",7,,,,,
93,40,4,"Aplochiton taeniatus",,,,"0,09","?",,,,,,,,,,,2407,"45.01","45.1.7",7,,,,,
94,40,4,"Percichthys trucha",,,,"9,52","?",,,,,,,,,,,2408,"45.01","45.1.8",7,,,,,
95,41,4,"Oncorhynchus mykiss",,,,"0,8","?",,,,,,,,,,,2409,"46.01","46.1.1",7,,,,,
96,41,4,"Salmo trutta",,,,"0,27","?",,,,,,,,,,,2410,"46.01","46.1.2",7,,,,,
97,41,4,"Salmo salar",,,,"1,07","?",,,,,,,,,,,2411,"46.01","46.1.3",7,,,,,
98,41,4,"Oncorhynchus kisutch",,,,"4,27","?",,,,,,,,,,,2412,"46.01","46.1.4",7,,,,,
99,41,4,"Basilichthys australis",,,,"77,07","?",,,,,,,,,,,2413,"46.01","46.1.5",7,,,,,
100,41,4,"Galaxias platei",,,,"1,87","?",,,,,,,,,,,2414,"46.01","46.1.6",7,,,,,
101,41,4,"Aplochiton taeniatus",,,,"5,07","?",,,,,,,,,,,2415,"46.01","46.1.7",7,,,,,
102,41,4,"Percichthys trucha",,,,"9,6","?",,,,,,,,,,,2416,"46.01","46.1.8",7,,,,,
103,42,5,"Oncorhynchus mykiss",,,,"6,67","?",,,,,,,,,,,1749,"10.01","10.1.1",8,,,,,
104,42,5,"Salmo trutta",,,,"6,67","?",,,,,,,,,,,1750,"10.01","10.1.2",8,,,,,
105,42,5,"Oncorhynchus kisutch",,,,"20","?",,,,,,,,,,,1751,"10.01","10.1.3",8,,,,,
106,42,5,"Oncorhynchus tshawytscha",,,,"60","?",,,,,,,,,,"Chinooks were apparently at the end of the reproductive season; direct observations revealed that there were some spawning and many spawned individuals. Empty stomach content.",1752,"10.01","10.1.4",8,,,,,
107,42,5,"Salvelinus fontinalis",,,,"6,67","?",,,,,,,,,,,1753,"10.01","10.1.5",8,,,,,
108,43,6,"Oncorhynchus mykiss",,,,"7,14","?",,,,,,,,,,,1567,"04.01","4.1.1",9,,,,,
109,43,6,"Percichthys trucha",,,,"28,57","?",,,,,,,,,,,1568,"04.01","4.1.2",9,,,,,
110,43,6,"Galaxias platei",,,,"7,14","?",,,,,,,,,,,1569,"04.01","4.1.3",9,,,,,
111,43,6,"z Indetermined (see note)",,,,"57,14","?",,,,,,,,,,"Bagre",1570,"04.01","4.1.4",9,,,,,
112,44,6,"Salmo trutta",,,,"4,17","?",,,,,,,,,,,1571,"04.02","4.2.1",9,,,,,
113,44,6,"?",,,,"87,5","?",,,,,,,,,,,1572,"04.02","4.2.2",9,,,,,
114,44,6,"Percichthys trucha",,,,"8,33","?",,,,,,,,,,,1573,"04.02","4.2.3",9,,,,,
115,45,6,"Oncorhynchus mykiss",,,,"100","?",,,,,,,,,,,1574,"04.03","4.3.1",9,,,,,
116,46,6,"Oncorhynchus mykiss",,,,"78","?",,,,,,,,,,"Percentages are approximate.",1575,"04.04","4.4.1",9,,,,,
117,46,6,"Salmo trutta",,,,"2","?",,,,,,,,,,"Percentages are approximate.",1576,"04.04","4.4.2",9,,,,,
118,46,6,"Salmo salar",,,,"20","?",,,,,,,,,,"Percentages are approximate.",1577,"04.04","4.4.3",9,,,,,
119,47,6,"Oncorhynchus mykiss",,,,"18,37","24,89",,,,,,,,,,,1578,"04.05","4.5.1",9,,,,,
120,47,6,"Salmo trutta",,,,"0,68","0,16",,,,,,,,,,,1579,"04.05","4.5.2",9,,,,,
121,47,6,"Oncorhynchus kisutch",,,,"2,72","9,92",,,,,,,,,,,1580,"04.05","4.5.3",9,,,,,
122,47,6,"Salmo salar",,,,"24,49","43,09",,,,,,,,,,,1581,"04.05","4.5.4",9,,,,,
123,47,6,"Oncorhynchus tshawytscha",,,,"1,36","2,32",,,,,,,,,,,1582,"04.05","4.5.5",9,,,,,
124,47,6,"Pejerrey",,,,"39,46","12,06",,,,,,,,,,,1583,"04.05","4.5.6",9,,,,,
125,47,6,"Percichthys trucha",,,,"12,93","7,55",,,,,,,,,,,1584,"04.05","4.5.7",9,,,,,
126,48,6,"Oncorhynchus mykiss",,,,"35,6","?",,,,,,,,,,,1585,"04.06","4.6.1",9,,,,,
127,48,6,"Salmo trutta",,,,"22,3","?",,,,,,,,,,,1586,"04.06","4.6.2",9,,,,,
128,48,6,"Oncorhynchus kisutch",,,,"9,1","?",,,,,,,,,,,1587,"04.06","4.6.3",9,,,,,
129,48,6,"Salmo salar",,,,"13,3","?",,,,,,,,,,,1588,"04.06","4.6.4",9,,,,,
130,48,6,"Oncorhynchus tshawytscha",,,,"7,6","?",,,,,,,,,,,1589,"04.06","4.6.5",9,,,,,
131,48,6,"Pejerrey",,,,"0,8","?",,,,,,,,,,,1590,"04.06","4.6.6",9,,,,,
132,48,6,"Percichthys trucha",,,,"6,8","?",,,,,,,,,,,1591,"04.06","4.6.7",9,,,,,
133,48,6,"Galaxias maculatus",,,,"0,4","?",,,,,,,,,,,1592,"04.06","4.6.8",9,,,,,
134,48,6,"Galaxias platei",,,,"4,2","?",,,,,,,,,,,1593,"04.06","4.6.9",9,,,,,
135,49,6,"Oncorhynchus mykiss",,,,"86,2","?",,,,,,,,,,,1594,"04.07","4.7.1",9,,,,,
136,49,6,"Salmo trutta",,,,"13,1","?",,,,,,,,,,,1595,"04.07","4.7.2",9,,,,,
137,49,6,"Salmo salar",,,,"0,8","?",,,,,,,,,,"Only one individual was caught in August 2000.",1596,"04.07","4.7.3",9,,,,,
138,50,6,"Oncorhynchus mykiss",,,,"15,49","4,96",,,,,,,,,,,1597,"04.08","4.8.1",9,,,,,
139,50,6,"Oncorhynchus kisutch",,,,"5,63","11,33",,,,,,,,,,,1598,"04.08","4.8.2",9,,,,,
140,50,6,"Oncorhynchus tshawytscha",,,,"1,41","3,74",,,,,,,,,,,1599,"04.08","4.8.3",9,,,,,
141,50,6,"Percichthys trucha",,,,"2,82","0,09",,,,,,,,,,,1600,"04.08","4.8.4",9,,,,,
142,50,6,"Pejerrey",,,,"14,08","0,63",,,,,,,,,,,1601,"04.08","4.8.5",9,,,,,
143,50,6,"Cyprinus carpio",,,,"60,56","79,25",,,,,,,,,,,1602,"04.08","4.8.6",9,,,,,
144,51,6,"Oncorhynchus mykiss",,,,"47,3","?",,,,,,,,,,,1603,"04.09","4.9.1",9,,,,,
145,51,6,"Salmo trutta",,,,"29","?",,,,,,,,,,,1604,"04.09","4.9.2",9,,,,,
146,51,6,"Oncorhynchus kisutch",,,,"6,3","?",,,,,,,,,,,1605,"04.09","4.9.3",9,,,,,
147,51,6,"Salmo salar",,,,"13","?",,,,,,,,,,,1606,"04.09","4.9.4",9,,,,,
148,51,6,"Oncorhynchus tshawytscha",,,,"3,2","?",,,,,,,,,,,1607,"04.09","4.9.5",9,,,,,
149,51,6,"Bagre",,,,"0,3","?",,,,,,,,,,,1608,"04.09","4.9.6",9,,,,,
150,51,6,"Percichthys trucha",,,,"0,3","?",,,,,,,,,,,1609,"04.09","4.9.7",9,,,,,
151,51,6,"Galaxias maculatus",,,,"0,2","?",,,,,,,,,,,1610,"04.09","4.9.8",9,,,,,
152,51,6,"Galaxias platei",,,,"0,3","?",,,,,,,,,,,1611,"04.09","4.9.9",9,,,,,
153,52,6,"Oncorhynchus mykiss",,,,"58,9","?",,,,,,,,,,,1612,"04.10","4.10.1",9,,,,,
154,52,6,"Salmo trutta",,,,"36,3","?",,,,,,,,,,,1613,"04.10","4.10.2",9,,,,,
155,52,6,"Oncorhynchus tshawytscha",,,,"4,8","?",,,,,,,,,,,1614,"04.10","4.10.3",9,,,,,
156,53,6,"Oncorhynchus mykiss",,,,"1,8","?",,,,,,,,,,,1615,"04.11","4.11.1",9,,,,,
157,53,6,"Salmo trutta",,,,"9","?",,,,,,,,,,,1616,"04.11","4.11.2",9,,,,,
158,53,6,"Percichthys trucha",,,,"13,5","?",,,,,,,,,,,1617,"04.11","4.11.3",9,,,,,
159,53,6,"Pocha",,,,"17,1","?",,,,,,,,,,,1618,"04.11","4.11.4",9,,,,,
160,53,6,"Cyprinus carpio",,,,"0,9","?",,,,,,,,,,,1619,"04.11","4.11.5",9,,,,,
161,53,6,"Galaxias platei",,,,"57,7","?",,,,,,,,,,,1620,"04.11","4.11.6",9,,,,,
162,54,6,"Oncorhynchus mykiss",,,,"45,9","?",,,,,,,,,,,1621,"04.12","4.12.1",9,,,,,
163,54,6,"Salmo trutta",,,,"53,2","?",,,,,,,,,,,1622,"04.12","4.12.2",9,,,,,
164,54,6,"z Indetermined (see note)",,,,"0,4","?",,,,,,,,,,"Bagre",1623,"04.12","4.12.3",9,,,,,
165,54,6,"Lamprey",,,,"0,4","?",,,,,,,,,,,1624,"04.12","4.12.4",9,,,,,
166,55,6,"Oncorhynchus mykiss",,,,"0,5","?",,,,,,,,,,,1625,"04.13","4.13.1",9,,,,,
167,55,6,"Salmo trutta",,,,"16,4","?",,,,,,,,,,,1626,"04.13","4.13.2",9,,,,,
168,55,6,"Oncorhynchus tshawytscha",,,,"0,9","?",,,,,,,,,,,1627,"04.13","4.13.3",9,,,,,
169,55,6,"Percichthys trucha",,,,"0,9","?",,,,,,,,,,,1628,"04.13","4.13.4",9,,,,,
170,55,6,"Pocha",,,,"0,9","?",,,,,,,,,,,1629,"04.13","4.13.5",9,,,,,
171,55,6,"Galaxias platei",,,,"67,6","?",,,,,,,,,,,1630,"04.13","4.13.6",9,,,,,
172,55,6,"Bagre",,,,"2,3","?",,,,,,,,,,,1631,"04.13","4.13.7",9,,,,,
173,55,6,"Lamprey",,,,"10,3","?",,,,,,,,,,,1632,"04.13","4.13.8",9,,,,,
174,56,6,"Percichthys trucha",,,,"2,6","?",,,,,,,,,,,1633,"04.14","4.14.1",9,,,,,
175,56,6,"Galaxias maculatus",,,,"7,1","?",,,,,,,,,,,1634,"04.14","4.14.2",9,,,,,
176,56,6,"Galaxias platei",,,,"71,4","?",,,,,,,,,,,1635,"04.14","4.14.3",9,,,,,
177,56,6,"Pocha",,,,"17,5","?",,,,,,,,,,,1636,"04.14","4.14.4",9,,,,,
178,56,6,"Cyprinus carpio",,,,"1,3","?",,,,,,,,,,,1637,"04.14","4.14.5",9,,,,,
179,57,6,"Oncorhynchus mykiss",,,,"8,7","?",,,,,,,,,,,1638,"04.15","4.15.1",9,,,,,
180,57,6,"Salmo trutta",,,,"16,1","?",,,,,,,,,,,1639,"04.15","4.15.2",9,,,,,
181,57,6,"Percichthys trucha",,,,"0,6","?",,,,,,,,,,,1640,"04.15","4.15.3",9,,,,,
182,57,6,"Pocha",,,,"67,5","?",,,,,,,,,,,1641,"04.15","4.15.4",9,,,,,
183,57,6,"Galaxias platei",,,,"3","?",,,,,,,,,,,1642,"04.15","4.15.5",9,,,,,
184,57,6,"Bagre",,,,"2,4","?",,,,,,,,,,,1643,"04.15","4.15.6",9,,,,,
185,57,6,"Lamprey",,,,"1,8","?",,,,,,,,,,,1644,"04.15","4.15.7",9,,,,,
186,58,6,"Oncorhynchus mykiss",,,,"0,16","0,77",,,,,,,,,,,1645,"04.16","4.16.1",9,,,,,
187,58,6,"Salmo salar",,,,"0,04","0,81",,,,,,,,,,,1646,"04.16","4.16.2",9,,,,,
188,58,6,"Oncorhynchus tshawytscha",,,,"0,12","0,8",,,,,,,,,,,1647,"04.16","4.16.3",9,,,,,
189,58,6,"Oncorhynchus kisutch",,,,"0,04","0,09",,,,,,,,,,,1648,"04.16","4.16.4",9,,,,,
190,58,6,"?",,,,"99,64","97,53",,,,,,,,,,"Sixteen marine native species were also caught.",1649,"04.16","4.16.5",9,,,,,
191,59,6,"Oncorhynchus mykiss",,,,"45,65","?",,,,,,,,,,"Caught in every sampling",1650,"04.17","4.17.1",9,,,,,
192,59,6,"Salmo trutta",,,,"41,3","?",,,,,,,,,,"Caught in every sampling",1651,"04.17","4.17.2",9,,,,,
193,59,6,"Salmo salar",,,,"2,9","?",,,,,,,,,,"Atlantic's were caught in May and November 2000.",1652,"04.17","4.17.3",9,,,,,
194,59,6,"Oncorhynchus tshawytscha",,,,"2,75","?",,,,,,,,,,"Chinooks were caught in November 2000",1653,"04.17","4.17.4",9,,,,,
195,59,6,"Oncorhynchus kisutch",,,,"2,17","?",,,,,,,,,,"Cohos were caught in February and May 2000",1654,"04.17","4.17.5",9,,,,,
196,59,6,"Lamprey",,,,"0,72","?",,,,,,,,,,,1655,"04.17","4.17.6",9,,,,,
197,60,6,"Salmo trutta",,,,"100","100",,,,,,,,,,"Caught in every sampling.",1656,"04.18","4.18.1",9,,,,,
