"occurrenceID","locality","bibliographicCitation","associatedReferences","institutionID","eventRemarks","basisOfRecord","coordinateUncertaintyInMeters","eventDate","year","decimalLongitude","decimalLatitude","scientificName","individualCount","samplingProtocol","recordedBy","otherCatalogNumbers","datasetName","datasetName_tmp","datasetID","datasetKey","license","accessRights"
"MMA:ICT:0001917","Rio Serrano. Puente Endesa. Rio Serrano entre Lago del Toro y desembocadura.","Base Datos EULA UdeC, Base Datos 2009","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2009-7-27","2009",-72.964,-51.212,"Galaxias maculatus",61,"Pesca Electrica","Jorge Gonzalez","gbifID:4463090635","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0001918","Rio Serrano. CabaNas Paine. Rio Serrano entre Lago del Toro y desembocadura.","Base Datos EULA UdeC, Base Datos 2009","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2009-7-27","2009",-72.973,-51.235,"Galaxias maculatus",22,"Pesca Electrica","Jorge Gonzalez","gbifID:4463090636","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0001919","Rio Serrano. Puerto Toro. Rio Serrano entre Lago del Toro y desembocadura.","Base Datos EULA UdeC, Base Datos 2009","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2009-7-27","2009",-73.093,-51.414,"Galaxias maculatus",68,"Red Encierro","Jorge Gonzalez","gbifID:4463090637","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0001920","Rio Serrano. Puerto Toro. Costeras entre Laguna azul y rio serrano.","Base Datos EULA UdeC, Base Datos 2009","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2009-7-27","2009",-73.1,-51.421,"Galaxias maculatus",13,"Pesca Electrica","Jorge Gonzalez","gbifID:4463090627","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0001961","Rio Baker. Caleta Tortel. Rio Baker entre Rio del Paso y desembocadura.","Base Datos EULA UdeC, Base Datos 2013","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2013-5-1","2013",-73.534,-47.787,"Galaxias maculatus",100,"Red Encierro","Jorge Gonzalez","gbifID:4463090543","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0001962","Rio Baker. Caleta Tortel. Rio Baker entre Rio del Paso y desembocadura.","Base Datos EULA UdeC, Base Datos 2013","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2013-5-1","2013",-73.534,-47.787,"Galaxias maculatus",17,"Red Encierro","Jorge Gonzalez","gbifID:4463090544","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0001964","Lago Riesco. Rio Riesco Entre Desague Laguna Riesco y Rio Aisen (Rio Guaquer).","Base Datos EULA UdeC, Base Datos 2013","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2013-5-1","2013",-72.675,-45.5,"Galaxias maculatus",100,"Red Encierro","Jorge Gonzalez","gbifID:4463090549","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0001966","Lago Todos los Santos. Lago Todos Los Santos.","Base Datos EULA UdeC, Base Datos 2013","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2013-6-13","2013",-72.4,-41.139,"Galaxias maculatus",100,"Red Encierro","Jorge Gonzalez","gbifID:4463090553","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0001967","Lago Todos los Santos. Lago Todos Los Santos.","Base Datos EULA UdeC, Base Datos 2013","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2013-7-17","2013",-72.4,-41.139,"Galaxias maculatus",30,"Pesca Electrica","Jorge Gonzalez","gbifID:4463090533","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0001968","Lago Vargas. Rio Baker Entre Rio Ventisquero y Bajo Rio del Paso.","Base Datos EULA UdeC, Base Datos 2013","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2013-7-17","2013",-73.017,-47.671,"Galaxias maculatus",95,"Red Encierro","Jorge Gonzalez","gbifID:4463090535","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0001969","Rio Aysen. Desembocadura. Rio Aisen entre Rio Riesco y desembocadura.","Base Datos EULA UdeC, Base Datos 2013","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2013-8-28","2013",-72.74,-45.417,"Galaxias maculatus",100,"Red Encierro","Jorge Gonzalez","gbifID:4463090536","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0001970","Rio Aysen. Puerto Aysen Humedal. Rio Aisen entre Rio Riesco y desembocadura.","Base Datos EULA UdeC, Base Datos 2013","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2013-8-28","2013",-72.701,-45.416,"Galaxias maculatus",23,"Red Encierro","Jorge Gonzalez","gbifID:4463090520","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0001975","Rio Cisnes. Estuario Puerto Cisnes. Rio Cisnes Entre Rio Grande Esperanza y Desembocadura.","Base Datos EULA UdeC, Base Datos 2013","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2013-9-26","2013",-72.701,-44.744,"Galaxias maculatus",100,"Red Encierro","Jorge Gonzalez","gbifID:4463090526","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0001976","Rio Cisnes. Llanura Aerodromo. Rio Cisnes Entre Rio Grande Esperanza y Desembocadura.","Base Datos EULA UdeC, Base Datos 2013","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2013-9-26","2013",-72.702,-44.756,"Galaxias maculatus",21,"Red Encierro","Jorge Gonzalez","gbifID:4463090528","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0001979","Rio Petrohue. Desembocadura. Rio Petrohue Entre Rio Hueñu-Hueñu y Desembocadura.","Base Datos EULA UdeC, Base Datos 2013","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2013-12-4","2013",-72.312,-41.379,"Galaxias maculatus",98,"Red Encierro","Jorge Gonzalez","gbifID:4463090512","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0001980","Rio Puelo. Aguas Arriba Puente. Rio Puelo Entre Desague Laguna Tagua Tagua y Desembocadura.","Base Datos EULA UdeC, Base Datos 2013","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2013-12","2013",-72.272,-41.646,"Galaxias maculatus",93,"Red Encierro","Jorge Gonzalez","gbifID:4463090498","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0001981","Rio Puelo. Desembocadura. Costeras entre Rio Cochamo y Puelo.","Base Datos EULA UdeC, Base Datos 2013","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2013-12-27","2013",-72.32,-41.638,"Galaxias maculatus",100,"Red Encierro","Jorge Gonzalez","gbifID:4463090499","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0001984","Rio Vargas. En Pasarela. Rio Baker Entre Rio Ventisquero y Bajo Rio del Paso.","Base Datos EULA UdeC, Base Datos 2013","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2013-1","2013",-73.076,-47.698,"Galaxias maculatus",2,"Pesca Electrica","Jorge Gonzalez","gbifID:4463090502","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0001985","Rio Vargas. Rio Baker Entre Rio Ventisquero y Bajo Rio del Paso.","Base Datos EULA UdeC, Base Datos 2013","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2013-1","2013",-73.098,-47.702,"Galaxias maculatus",2,"Pesca Electrica","Jorge Gonzalez","gbifID:4463090503","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002011","Rio Puma. Bahia de Los Huiros. Peninsula Roca al norte del Fiordo Resi.","Base Datos EULA UdeC, Base Datos 2014","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2014-3-27","2014",-73.261,-51.883,"Galaxias maculatus",115,"Red Encierro","Evelyn Habit","gbifID:4463087555","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002012","Rio Coicopihue. Fiordo Taraba. Cordillera Sarmiento.","Base Datos EULA UdeC, Base Datos 2014","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2014-3-27","2014",-73.496,-51.86,"Galaxias maculatus",77,"Red Encierro","Evelyn Habit","gbifID:4463087557","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002013","Rio Coicopihue. Fiordo Taraba. Cordillera Sarmiento.","Base Datos EULA UdeC, Base Datos 2014","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2014-3-27","2014",-73.496,-51.86,"Galaxias maculatus",17,"Pesca Electrica","Evelyn Habit","gbifID:4463087560","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002014","Lago Konrad. Bahia Donaldson. Islas Presidente Gabriel Gonzalez Videla.","Base Datos EULA UdeC, Base Datos 2014","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2014-3-27","2014",-74.438,-51.178,"Galaxias maculatus",88,"Red Encierro","Evelyn Habit","gbifID:4463087564","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002015","Lago Konrad. Bahia Donaldson. Islas Presidente Gabriel Gonzalez Videla.","Base Datos EULA UdeC, Base Datos 2014","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2014-3-27","2014",-74.438,-51.178,"Galaxias maculatus",4,"Pesca Electrica","Evelyn Habit","gbifID:4463087566","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002016","Rio Maravilla. Fiordo Taraba. Cordillera Sarmiento.","Base Datos EULA UdeC, Base Datos 2014","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2014-3-27","2014",-73.504,-51.792,"Galaxias maculatus",187,"Red Encierro","Evelyn Habit","gbifID:4463087569","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002017","Rio Konrad. Bahia Donaldson. Islas Presidente Gabriel Gonzalez Videla.","Base Datos EULA UdeC, Base Datos 2014","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2014-4-3","2014",-74.432,-51.18,"Galaxias maculatus",504,"Red Encierro","Evelyn Habit","gbifID:4463087572","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002018","Rio Konrad. Bahia Donaldson. Islas Presidente Gabriel Gonzalez Videla.","Base Datos EULA UdeC, Base Datos 2014","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2014-4-3","2014",-74.432,-51.18,"Galaxias maculatus",24,"Pesca Electrica","Evelyn Habit","gbifID:4463087576","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002019","Rio Tote. Isla Madre de Dios.","Base Datos EULA UdeC, Base Datos 2014","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2014-4-24","2014",-75.251,-50.386,"Galaxias maculatus",115,"Red Encierro","Evelyn Habit","gbifID:4463087577","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002020","Rio Tote. Isla Madre de Dios.","Base Datos EULA UdeC, Base Datos 2014","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2014-4-24","2014",-75.251,-50.386,"Galaxias maculatus",8,"Pesca Electrica","Evelyn Habit","gbifID:4463087523","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002021","Rio Evelyn. Bahia Elizabeth. Costeras Canal Mesier Limite Region - Peninsula Exmouth.","Base Datos EULA UdeC, Base Datos 2014","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2014-4-24","2014",-74.144,-49.198,"Galaxias maculatus",127,"Red Encierro","Evelyn Habit","gbifID:4463087524","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002022","Rio Evelyn. Bahia Elizabeth. Costeras Canal Mesier Limite Region - Peninsula Exmouth.","Base Datos EULA UdeC, Base Datos 2014","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2014-4-24","2014",-74.144,-49.198,"Galaxias maculatus",43,"Pesca Electrica","Evelyn Habit","gbifID:4463087527","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002023","Rio Lackawana. Sector Puerto Eden. Costeras  Orientales  Entre  Fiordo  Beauchamp y Fiordo Veto.","Base Datos EULA UdeC, Base Datos 2014","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2014-4-24","2014",-74.411,-49.172,"Galaxias maculatus",117,"Red Encierro","Evelyn Habit","gbifID:4463087531","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002024","Rio Lackawana. Sector Puerto Eden. Costeras  Orientales  Entre  Fiordo  Beauchamp y Fiordo Veto.","Base Datos EULA UdeC, Base Datos 2014","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2014-4-24","2014",-74.411,-49.172,"Galaxias maculatus",6,"Pesca Electrica","Evelyn Habit","gbifID:4463087534","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002025","Rio Balderas. Sector Puerto Eden. Costeras  Orientales  Entre  Fiordo  Beauchamp y Fiordo Veto.","Base Datos EULA UdeC, Base Datos 2014","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2014-4-24","2014",-74.427,-49.134,"Galaxias maculatus",174,"Red Encierro","Evelyn Habit","gbifID:4463087537","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002026","Laguna Los Cipreses. Bahia de Los Huiros. Peninsula Roca al norte del Fiordo Resi.","Base Datos EULA UdeC, Base Datos 2014","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2014-4-24","2014",-73.259,-51.882,"Galaxias maculatus",64,"Red Encierro","Evelyn Habit","gbifID:4463087540","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
