gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
4463090457	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0000682	Animalia	Chordata		Atheriniformes	Atherinopsidae	Basilichthys	Basilichthys microlepidotus		SPECIES	Basilichthys microlepidotus (Jenyns, 1841)	Basilichthys microlepidotus	(Jenyns, 1841)	CL		Región de Coquimbo	PRESENT	115	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-31.914	-70.897							2004-04-29	29	4	2004	2412258	2412258	OCCURRENCE							CC_BY_NC_4_0		UC. Norte 2004			2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090456	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0000683	Animalia	Chordata		Atheriniformes	Atherinopsidae	Basilichthys	Basilichthys microlepidotus		SPECIES	Basilichthys microlepidotus (Jenyns, 1841)	Basilichthys microlepidotus	(Jenyns, 1841)	CL		Región de Coquimbo	PRESENT	21	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-31.916	-70.891							2000-04-29	29	4	2000	2412258	2412258	OCCURRENCE							CC_BY_NC_4_0					2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090455	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0000684	Animalia	Chordata		Atheriniformes	Atherinopsidae	Basilichthys	Basilichthys microlepidotus		SPECIES	Basilichthys microlepidotus (Jenyns, 1841)	Basilichthys microlepidotus	(Jenyns, 1841)	CL		Región de Coquimbo	PRESENT	10	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-31.916	-70.891							2000-04-29	29	4	2000	2412258	2412258	OCCURRENCE							CC_BY_NC_4_0					2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090454	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003709	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	9	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.314	-72.867							2009-01-07	7	1	2009	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Luis Vega		native	2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090453	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0000685	Animalia	Chordata		Atheriniformes	Atherinopsidae	Basilichthys	Basilichthys microlepidotus		SPECIES	Basilichthys microlepidotus (Jenyns, 1841)	Basilichthys microlepidotus	(Jenyns, 1841)	CL		Región de Coquimbo	PRESENT	8	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-31.916	-70.891							2002-04-29	29	4	2002	2412258	2412258	OCCURRENCE							CC_BY_NC_4_0					2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090452	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0000686	Animalia	Chordata		Atheriniformes	Atherinopsidae	Basilichthys	Basilichthys microlepidotus		SPECIES	Basilichthys microlepidotus (Jenyns, 1841)	Basilichthys microlepidotus	(Jenyns, 1841)	CL		Región de Coquimbo	PRESENT	21	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-31.916	-70.891							2002-04-29	29	4	2002	2412258	2412258	OCCURRENCE							CC_BY_NC_4_0					2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090451	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003707	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	4	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.306	-72.583							2012-01-19	19	1	2012	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Luis Vega		native	2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090450	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0000687	Animalia	Chordata		Atheriniformes	Atherinopsidae	Basilichthys	Basilichthys microlepidotus		SPECIES	Basilichthys microlepidotus (Jenyns, 1841)	Basilichthys microlepidotus	(Jenyns, 1841)	CL		Región de Coquimbo	PRESENT	53	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-31.916	-70.891							2003-04-29	29	4	2003	2412258	2412258	OCCURRENCE							CC_BY_NC_4_0		UC. Norte mayo 2004			2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090449	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003708	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	1	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.313	-72.867							2012-01-19	19	1	2012	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Roberto Bestard		native	2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090448	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0000688	Animalia	Chordata		Atheriniformes	Atherinopsidae	Basilichthys	Basilichthys microlepidotus		SPECIES	Basilichthys microlepidotus (Jenyns, 1841)	Basilichthys microlepidotus	(Jenyns, 1841)	CL		Región de Coquimbo	PRESENT	17	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-31.916	-70.891							2004-04-29	29	4	2004	2412258	2412258	OCCURRENCE							CC_BY_NC_4_0		UC. Norte 2004			2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090447	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0000689	Animalia	Chordata		Atheriniformes	Atherinopsidae	Basilichthys	Basilichthys microlepidotus		SPECIES	Basilichthys microlepidotus (Jenyns, 1841)	Basilichthys microlepidotus	(Jenyns, 1841)	CL		Región de Coquimbo	PRESENT	1	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-31.917	-71.342							1993-04-29	29	4	1993	2412258	2412258	OCCURRENCE							CC_BY_NC_4_0		RyQ;1993			2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090446	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003705	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	3	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.306	-72.583							2012-01-19	19	1	2012	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Luis Vega		native	2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090445	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003706	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	3	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.306	-72.583							2011-11-13	13	11	2011	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Luis Vega		native	2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090444	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003714	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	4	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.35	-72.714							2007-11-20	20	11	2007	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Leopoldo Fuentes		native	2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090443	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003715	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	6	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.35	-72.714							2010-03-20	20	3	2010	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Luis Vega		native	2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090442	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003712	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	16	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.35	-72.713							2011-11-14	14	11	2011	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Luis Vega		native	2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090441	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003713	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	33	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.35	-72.713							2012-01-19	19	1	2012	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Luis Vega		native	2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090440	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003710	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	1	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.312	-72.583							2009-01-08	8	1	2009	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Luis Vega		native	2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090439	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003711	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	1	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.312	-72.583							2009-01-12	12	1	2009	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Roberto Bestard		native	2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090438	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0000690	Animalia	Chordata		Atheriniformes	Atherinopsidae	Basilichthys	Basilichthys microlepidotus		SPECIES	Basilichthys microlepidotus (Jenyns, 1841)	Basilichthys microlepidotus	(Jenyns, 1841)	CL		Región de Coquimbo	PRESENT	11	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-31.942	-71.132							2002-04-29	29	4	2002	2412258	2412258	OCCURRENCE							CC_BY_NC_4_0					2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090437	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0000691	Animalia	Chordata		Atheriniformes	Atherinopsidae	Basilichthys	Basilichthys microlepidotus		SPECIES	Basilichthys microlepidotus (Jenyns, 1841)	Basilichthys microlepidotus	(Jenyns, 1841)	CL		Región de Coquimbo	PRESENT	43	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-31.948	-70.924							2002-04-29	29	4	2002	2412258	2412258	OCCURRENCE							CC_BY_NC_4_0					2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090436	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0000692	Animalia	Chordata		Atheriniformes	Atherinopsidae	Basilichthys	Basilichthys microlepidotus		SPECIES	Basilichthys microlepidotus (Jenyns, 1841)	Basilichthys microlepidotus	(Jenyns, 1841)	CL		Región de Coquimbo	PRESENT	23	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-31.948	-70.924							2002-04-29	29	4	2002	2412258	2412258	OCCURRENCE							CC_BY_NC_4_0					2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090435	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0000693	Animalia	Chordata		Atheriniformes	Atherinopsidae	Basilichthys	Basilichthys microlepidotus		SPECIES	Basilichthys microlepidotus (Jenyns, 1841)	Basilichthys microlepidotus	(Jenyns, 1841)	CL		Región de Coquimbo	PRESENT	15	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-31.948	-70.924							2002-04-29	29	4	2002	2412258	2412258	OCCURRENCE							CC_BY_NC_4_0		UC. Norte 2004			2025-10-08T02:32:38.457Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090434	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0000694	Animalia	Chordata		Atheriniformes	Atherinopsidae	Basilichthys	Basilichthys microlepidotus		SPECIES	Basilichthys microlepidotus (Jenyns, 1841)	Basilichthys microlepidotus	(Jenyns, 1841)	CL		Región de Coquimbo	PRESENT	52	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-31.948	-70.924							2004-04-29	29	4	2004	2412258	2412258	OCCURRENCE							CC_BY_NC_4_0		UC. Norte 2004			2025-10-08T02:32:38.456Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090433	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0000695	Animalia	Chordata		Atheriniformes	Atherinopsidae	Basilichthys	Basilichthys microlepidotus		SPECIES	Basilichthys microlepidotus (Jenyns, 1841)	Basilichthys microlepidotus	(Jenyns, 1841)	CL		Región de Coquimbo	PRESENT	155	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-31.948	-70.924							2003-04-29	29	4	2003	2412258	2412258	OCCURRENCE							CC_BY_NC_4_0		UC. Norte mayo 2004			2025-10-08T02:32:38.456Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090432	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0000696	Animalia	Chordata		Atheriniformes	Atherinopsidae	Basilichthys	Basilichthys microlepidotus		SPECIES	Basilichthys microlepidotus (Jenyns, 1841)	Basilichthys microlepidotus	(Jenyns, 1841)	CL		Región de Coquimbo	PRESENT	73	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-31.948	-70.924							2003-04-29	29	4	2003	2412258	2412258	OCCURRENCE							CC_BY_NC_4_0		UC. Norte mayo 2004			2025-10-08T02:32:38.456Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090431	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0000697	Animalia	Chordata		Atheriniformes	Atherinopsidae	Basilichthys	Basilichthys microlepidotus		SPECIES	Basilichthys microlepidotus (Jenyns, 1841)	Basilichthys microlepidotus	(Jenyns, 1841)	CL		Región de Coquimbo	PRESENT	52	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-31.948	-70.924							2004-04-29	29	4	2004	2412258	2412258	OCCURRENCE							CC_BY_NC_4_0		UC. Norte mayo 2004			2025-10-08T02:32:38.456Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090430	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003718	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	2	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.421	-72.583							2012-01-20	20	1	2012	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Roberto Bestard		native	2025-10-08T02:32:38.456Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090429	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0000698	Animalia	Chordata		Atheriniformes	Atherinopsidae	Basilichthys	Basilichthys microlepidotus		SPECIES	Basilichthys microlepidotus (Jenyns, 1841)	Basilichthys microlepidotus	(Jenyns, 1841)	CL		Región de Coquimbo	PRESENT	101	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-31.948	-70.924							2002-04-29	29	4	2002	2412258	2412258	OCCURRENCE							CC_BY_NC_4_0					2025-10-08T02:32:38.456Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090428	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003719	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	1	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.532	-73.089							2009-01-10	10	1	2009	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Luis Vega		native	2025-10-08T02:32:38.456Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090427	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0000699	Animalia	Chordata		Atheriniformes	Atherinopsidae	Basilichthys	Basilichthys microlepidotus		SPECIES	Basilichthys microlepidotus (Jenyns, 1841)	Basilichthys microlepidotus	(Jenyns, 1841)	CL		Región de Coquimbo	PRESENT	11	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-31.955	-71.046							2002-04-29	29	4	2002	2412258	2412258	OCCURRENCE							CC_BY_NC_4_0					2025-10-08T02:32:38.456Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090426	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003716	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	1	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.35	-72.714							2007-09-13	13	9	2007	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Leopoldo Fuentes		native	2025-10-08T02:32:38.456Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090425	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003717	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	4	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.371	-72.595							2012-08-17	17	8	2012	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Luis Vega		native	2025-10-08T02:32:38.456Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090424	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003725	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	2	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.684	-73.146							2011-11-15	15	11	2011	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Roberto Bestard		native	2025-10-08T02:32:38.456Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090423	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003726	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	1	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.71	-73.209							2007-01-07	7	1	2007	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Leopoldo Fuentes		native	2025-10-08T02:32:38.456Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090422	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003723	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	2	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.551	-73.08							2012-01-20	20	1	2012	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Roberto Bestard		native	2025-10-08T02:32:38.456Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090421	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003724	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	1	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.683	-73.145							2009-01-10	10	1	2009	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Luis Vega		native	2025-10-08T02:32:38.456Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090420	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003721	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	4	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.548	-73.086							2010-08-26	26	8	2010	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Roberto Bestard		native	2025-10-08T02:32:38.456Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090419	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003722	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	10	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.551	-73.08							2011-11-14	14	11	2011	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Roberto Bestard		native	2025-10-08T02:32:38.456Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090418	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003720	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	2	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.548	-73.086							2007-01-07	7	1	2007	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Leopoldo Fuentes		native	2025-10-08T02:32:38.456Z		CONTINENT_DERIVED_FROM_COORDINATES
4463090417	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003729	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de La Araucanía	PRESENT	1	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-38.85	-72.5							1986-01-23	23	1	1986	2380438	2380438	PRESERVED_SPECIMEN	UMMZ		UMMZ: 215396				CC_BY_NC_4_0	Bryan Dyer	BS Dyer and party		native	2025-10-08T02:32:38.456Z		CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4463090416	45c3d8d2-7352-4dd1-aefd-c21e0b6b004e	MMA:ICT:0003727	Animalia	Chordata		Perciformes	Percichthyidae	Percichthys	Percichthys trucha		SPECIES	Percichthys trucha (Valenciennes, 1833)	Percichthys trucha	(Valenciennes, 1833)	CL		Región de Aysén del Gral.Ibañez del Campo	PRESENT	1	bf0d80b3-46da-4e60-b1cf-39f2320acb43	-47.811	-73.436							2011-11-15	15	11	2011	2380438	2380438	OCCURRENCE	Centro de Ecología Aplicada LTDA						CC_BY_NC_4_0	Leopoldo Fuentes	Luis Vega		native	2025-10-08T02:32:38.456Z		CONTINENT_DERIVED_FROM_COORDINATES
