"id_CC_original","match_id","correcting_match","match_status","match_quality","n_keys_used","n_core_keys_used","n_candidates_final","match_keys_used","datasetName","canonicalName","year","eventDate","locality","decimalLatitude","decimalLongitude","bibliographicCitation","catalogNumber","occurrenceID","institutionCode","Duplicate","Comment",".references",".associatedReferences",".decimalLat",".decimalLon",".locality",".year",".eventDate",".bibliographicCitation",".canonicalName",".scientificName",".catalogNumber",".recordedBy",".occurrenceID","row_status","key_found_in_old","id_in_old","old_composite_key_if_exists","matched_annotation_imported"
"7021","6405",NA,"matched","4plus_core","4","4","1","datasetName;canonicalName;decimalLatitude;decimalLongitude","agui","geotria australis",NA,NA,"puerto aysén","-45.4","-72.7000000003","Rademacher K. 2007. ","1091",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7021___6405",FALSE
"7022","6406",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","agui","aplochiton taeniatus","2007",NA,"aysén-palos","-45.3199999998","-72.7000000003","Alò D, Correa C, Sam","139",NA,NA,"0","Same reference as from Alo et al. 2013.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7022___6406",FALSE
"7023","6407",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","agui","galaxias platei","2007",NA,"aysén-palos","-45.3199999998","-72.7000000003","Alò D, Correa C, Sam","144",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7023___6407",FALSE
"7024","6408",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","agui","salmo trutta","2007",NA,"aysén-palos","-45.3199999998","-72.7000000003","Alò D, Correa C, Sam","145",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7024___6408",FALSE
"7026",NA,"unlink, same colection diff batch","no_match","no_match",NA,NA,"0",NA,"gbif","aplochiton taeniatus","2007","2007",NA,"-45.32","-72.7",NA,NA,"kc243101",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7026___NA",TRUE
"7031",NA,NA,"no_match","no_match",NA,NA,"0",NA,"gbif","aplochiton zebra","1919","1919-03-10","into lago llanquihue; 74 m elev.","-41.716667","-72.7",NA,"78417","urn:catalog:cas:ich:78417","cas",NA,"Remove. out of range.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new_in_new",FALSE,FALSE,NA,FALSE
"7032",NA,"unlink, now out of range","no_match","no_match",NA,NA,"0",NA,"gbif","galaxias maculatus","1919","1919-03-10","into lago llanquihue; 74 m elev.","-41.716667","-72.7",NA,"78437","urn:catalog:cas:ich:78437","cas",NA,"Remove. Change coordinates to -41.300000, -72.950000, out of range",NA,NA,"-41.3","-72.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7032___NA",TRUE
"7033",NA,NA,"no_match","no_match",NA,NA,"0",NA,"gbif","galaxias platei","1919","1919-03-10","into lago llanquihue; 74 m elev.","-41.716667","-72.7",NA,"78457","urn:catalog:cas:ich:78457","cas",NA,"Remove. out of range.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new_in_new",FALSE,FALSE,NA,FALSE
"7034",NA,"unlink, now out of range","no_match","no_match",NA,NA,"0",NA,"gbif","trichomycterus areolatus","1919","1919-03-10","into lago llanquihue; 74 m elev.","-41.716667","-72.7",NA,"28566","urn:catalog:cas:ich:28566","cas",NA,"Locality: Ensenada, into Laog Llanquihue. Remove, out of range. From Eigenmann.",NA,NA,NA,NA,"Ensenada, into Laog Llanquihue",NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7034___NA",TRUE
"7036","6412",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","agui","salmo trutta","2007",NA,"lago palos","-45.3186026458","-72.6997482612","Correa, C. and Hendr","297",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7036___6412",FALSE
"7073","6442",NA,"matched","all_core_firlds","5","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","subpesca-1","galaxias platei","2008",NA,NA,"-47.131512","-72.694776","CEA (NA) Linea Base ","14939",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7073___6442",FALSE
"7074","6443",NA,"matched","all_core_firlds","5","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","subpesca-1","galaxias platei","2009",NA,NA,"-47.131512","-72.694776","CEA (NA) Proyecto Hi","4847",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7074___6443",FALSE
"7095","6460",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","mma2","hatcheria macraei",NA,NA,"lago  general carrera. costeras entre rio avellano y rio murta","-46.468","-72.694","OrigenReg: Publicaci",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7095___6460",FALSE
"7149","6510",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","mma2","aplochiton zebra",NA,NA,"laguna sofía. en pequeños arroyos que fluyen hacia la laguna sofía. costeras entre rio prat chico y puerto condor","-51.511","-72.686","FuenteReg: McDowall ",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7149___6510",FALSE
"7279","6639",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","agui","aplochiton zebra","2009","2009-04-14","lenca","-41.6049999998","-72.6820000003","Vanhaecke D, Garcia ","1241",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7279___6639",FALSE
"7287","6648",NA,"matched","all_core_firlds","6","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber","subpesca-1","galaxias platei","2007",NA,NA,"-47.314161","-72.681694","CEA (NA) Proyecto Hi","4627",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7287___6648",FALSE
"7316","6676",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","agui","aplochiton zebra",NA,NA,"lenca","-41.6100000002","-72.6799999998","Vanhaecke, D., Garci","1258",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7316___6676",FALSE
"7317","6677",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","agui","galaxias maculatus",NA,NA,"lenca","-41.6100000002","-72.6799999998","Vanhaecke, D., Garci","1264",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7317___6677",FALSE
"7318","6678",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","agui","oncorhynchus mykiss",NA,NA,"río lenca","-41.6100000002","-72.6799999998","Vanhaecke, D., Garci","1269",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7318___6678",FALSE
"7319","6679",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","agui","salmo trutta",NA,NA,"río lenca","-41.6100000002","-72.6799999998","Vanhaecke, D., Garci","1271",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7319___6679",FALSE
"7323","6683",NA,"matched","all_core_firlds","5","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","oncorhynchus mykiss","2006",NA,"lago toro","-51.2378459998","-72.6795190001","Habit, E., Gonzalez,","781",NA,NA,"1","associated Reference: (Cussac et al., 2020)",NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7323___6683",FALSE
"7325","6685",NA,"matched","all_core_firlds","5","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","oncorhynchus mykiss",NA,NA,"lago toro","-51.2378459998","-72.6795190001","Cussac, V.E.; Barran","561",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7325___6685",FALSE
"7326","6686",NA,"matched","all_core_firlds","5","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","oncorhynchus tshawytscha","2006",NA,"lago toro","-51.2378459998","-72.6795190001","Habit, E., Gonzalez,","782",NA,NA,"1","associatedReferences: (Cussac et al. 2020)",NA,"Cussac et al. 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7326___6686",FALSE
"7327","6687",NA,"matched","all_core_firlds","5","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","oncorhynchus tshawytscha",NA,NA,"lago toro","-51.2378459998","-72.6795190001","Cussac, V.E.; Barran","562",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7327___6687",FALSE
"7328","6688",NA,"matched","all_core_firlds","5","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","salmo trutta","2006",NA,"lago toro","-51.2378459998","-72.6795190001","Habit, E., Gonzalez,","780",NA,NA,"1","associatedReferences: (Ortiz-Sandoval et al. 2017) | (Cussac et al. 2020)",NA,"Ortiz-Sandoval et al. 2017) | (Cussac et al. 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7328___6688",FALSE
"7329","6689",NA,"matched","all_core_firlds","5","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","salmo trutta","2007",NA,"lago toro","-51.2378459998","-72.6795190001","Ortiz-Sandoval, J., ","1015",NA,NA,"0","associatedReferences: (Cussac et al. 2020)",NA,"Cussac et al. 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7329___6689",FALSE
"7330","6690",NA,"matched","all_core_firlds","5","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","salmo trutta",NA,NA,"lago toro","-51.2378459998","-72.6795190001","Cussac, V.E.; Barran","563",NA,NA,"0","associatedReferences: (Ortiz-Sandoval et al. 2017) | (Cussac et al. 2020)",NA,"Ortiz-Sandoval et al. 2017) | (Cussac et al. 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7330___6690",FALSE
"7333","6693",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","mordacia lapicida","2009",NA,NA,"-43.997104","-72.679487","GESAM (NA) Sistema D","7094",NA,NA,NA,"Only record in Aysén",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new_in_new",FALSE,FALSE,NA,FALSE
"7344","6702",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","galaxias maculatus","2008",NA,NA,"-45.497945","-72.677913","CEA (NA) Linea De Ba","15158",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7344___6702",FALSE
"7412","6756",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","galaxias platei","2007",NA,NA,"-45.533424","-72.673302","CEA (NA) Linea De Ba","14650",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7412___6756",FALSE
"7480","6822",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","galaxias platei","2007",NA,NA,"-45.539743","-72.667111","CEA (NA) Linea De Ba","14649",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7480___6822",FALSE
"7523","6862",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","agui","oncorhynchus mykiss","2007",NA,"río pangal","-41.4800000001","-72.6602999996","Consuegra, S., Phill","270",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7523___6862",FALSE
"7540","6877",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-2","aplochiton zebra","2014","2014-03-01","chaicas","-41.610767","-72.653978","Gaman Limno Studies ",NA,NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7540___6877",FALSE
"7541","6878",NA,"matched","all_core_firlds","9","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;year;locality;samplingProtocol;individualCount","subpesca-2","galaxias maculatus","2014","2014-03-01","chaicas","-41.610767","-72.653978","Gaman Limno Studies ",NA,NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7541___6878",FALSE
"7542","6879",NA,"matched","all_core_firlds","9","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;year;locality;samplingProtocol;individualCount","subpesca-2","galaxias maculatus","2014","2014-07-01","chaicas","-41.610767","-72.653978","Gaman Limno Studies ",NA,NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7542___6879",FALSE
"7543","6880",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-2","salmo salar","2014","2014-03-01","chaicas","-41.610767","-72.653978","Gaman Limno Studies ",NA,NA,NA,"1","Change Locality to Río Lenca",NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7543___6880",FALSE
"7547","6884",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","salmo salar","2014",NA,NA,"-41.610766667","-72.653977778","Gaman Limno Studies ","31201",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7547___6884",FALSE
"7550","6887",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","gbif","atheriniformes","1995","1995-10-27",NA,"-44.51","-72.6533",NA,NA,"cimar1_88_sp16","shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new_in_new",FALSE,FALSE,NA,FALSE
"7552","6889",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-2","salmo salar","2014","2014-07-01","chaicas","-41.608119","-72.652683","Gaman Limno Studies ",NA,NA,NA,"1","Change Locality to Río Lenca",NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7552___6889",FALSE
"7554","6891",NA,"matched","all_core_firlds","10","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;year;locality;samplingProtocol;individualCount;eventDate","subpesca-2","salmo trutta","2014","2014-03-01","chaicas","-41.608119","-72.652683","Gaman Limno Studies ",NA,NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7554___6891",FALSE
"7555","6892",NA,"matched","all_core_firlds","10","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;year;locality;samplingProtocol;individualCount;eventDate","subpesca-2","salmo trutta","2014","2014-07-01","chaicas","-41.608119","-72.652683","Gaman Limno Studies ",NA,NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7555___6892",FALSE
"7556","6893",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","salmo salar","2014",NA,NA,"-41.608119444","-72.652518333","Gaman Limno Studies ","31203",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7556___6893",FALSE
"7560","6897",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","galaxias platei","2012",NA,NA,"-47.32774","-72.652074","CEA (NA) Monitoreo L","21492",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7560___6897",FALSE
"7586","6922",NA,"matched","all_core_firlds","6","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber","subpesca-1","galaxias platei","2009",NA,NA,"-47.327269","-72.651473","CEA (NA) Proyecto Hi","4902",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7586___6922",FALSE
"7611","12426","unlink, current record via iDigBio","matched","2_core","2","2","1","datasetName;canonicalName","gbif","aplochiton","1968","1968-02-10","patagonian chile","-51.527707","-72.646889",NA,"55141","urn:catalog:cas:ich:55141","cas","0","change locality to Laguna Sofia",NA,NA,NA,NA,"Laguna Sofia",NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7611___12426",TRUE
"7612","6947",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","idig","aplochiton zebra","1968","1968-02-10","patagonian chile","-51.527707","-72.646889",NA,"55141","urn:catalog:cas:ich:55141","cas","1","change locality to Laguna Sofia",NA,NA,NA,NA,"Laguna Sofia",NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7612___6947",FALSE
"7618","6954",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","galaxias platei","2009",NA,NA,"-47.228767","-72.64534","CEA (NA) Proyecto Hi","4881",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7618___6954",FALSE
"7627","6963",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","salmo salar","2014",NA,NA,"-41.606275","-72.645333333","Gaman Limno Studies ","31199",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7627___6963",FALSE
"7634","6970",NA,"matched","all_core_firlds","10","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;year;locality;samplingProtocol;individualCount;eventDate","subpesca-2","salmo salar","2014","2014-07-01","chaicas","-41.606275","-72.645333","Gaman Limno Studies ",NA,NA,NA,"1","Change Locality to Río Lenca",NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7634___6970",FALSE
"7635","6971",NA,"matched","all_core_firlds","8","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;year;locality;samplingProtocol","subpesca-2","salmo trutta","2014","2014-03-01","chaicas","-41.606275","-72.645333","Gaman Limno Studies ",NA,NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7635___6971",FALSE
"7636","6972",NA,"matched","all_core_firlds","8","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;year;locality;samplingProtocol","subpesca-2","salmo trutta","2014","2014-07-01","chaicas","-41.606275","-72.645333","Gaman Limno Studies ",NA,NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7636___6972",FALSE
"7659","6990",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","galaxias platei","2012",NA,NA,"-47.228932","-72.641568","CEA (NA) Monitoreo L","21467",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7659___6990",FALSE
"7661","6992",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","hatcheria macraei","2011",NA,NA,"-47.228932","-72.641568","CEA (NA) Monitoreo L","16195",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7661___6992",FALSE
"7665","6996",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","percichthys trucha","2012",NA,NA,"-47.228932","-72.641568","CEA (NA) Monitoreo L","21472",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7665___6996",FALSE
"7671","7002",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","agui","oncorhynchus mykiss","2007",NA,"bco. correntoso","-41.3940000002","-72.6411000001","Consuegra, S., Phill","271",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7671___7002",FALSE
"7689","7015",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","agui","aplochiton zebra",NA,NA,"lago sofía","-51.2666666669","-72.6333333326","Cussac, V., Ortubay,","381",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7689___7015",FALSE
"7690","7016",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","agui","galaxias platei",NA,NA,"lago sofía","-51.2666666669","-72.6333333326","Cussac, V., Ortubay,","477",NA,NA,"0","Change coordinates to -51.526421, -72.655984",NA,NA,"-51.526421","-72.655984",NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7690___7016",FALSE
"7697","7019",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","galaxias platei","2011",NA,NA,"-47.211245","-72.632236","CEA (NA) Monitoreo L","16185",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7697___7019",FALSE
"7698","7020",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","hatcheria macraei","2011",NA,NA,"-47.211245","-72.632236","CEA (NA) Monitoreo L","16194",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7698___7020",FALSE
"7804","7114",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","aplochiton zebra","2011",NA,NA,"-47.198685","-72.628438","CEA (NA) Monitoreo L","16169",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7804___7114",FALSE
"7805","7115",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","galaxias platei","2012",NA,NA,"-47.198685","-72.628438","CEA (NA) Monitoreo L","21441",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7805___7115",FALSE
"7807","7117",NA,"matched","all_core_firlds","6","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber","subpesca-1","hatcheria macraei","2011",NA,NA,"-47.198685","-72.628438","CEA (NA) Monitoreo L","16193",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7807___7117",FALSE
"7808","7118",NA,"matched","all_core_firlds","6","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber","subpesca-1","hatcheria macraei","2012",NA,NA,"-47.198685","-72.628438","CEA (NA) Monitoreo L","21442",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7808___7118",FALSE
"7841","7145",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","geotria australis","2008",NA,NA,"-45.47078","-72.619375","CEA (NA) Linea De Ba","15201",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7841___7145",FALSE
"7848","7152",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","salmo salar","2014",NA,NA,"-41.602375","-72.616436111","Gaman Limno Studies ","31198",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7848___7152",FALSE
"7851","7155",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-2","salmo trutta","2014","2014-07-01","chaicas","-41.602375","-72.616436","Gaman Limno Studies ",NA,NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7851___7155",FALSE
"7985","7287",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","geotria australis","2008",NA,NA,"-45.463658","-72.610235","CEA (NA) Linea De Ba","15200",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"7985___7287",FALSE
"8271","7574",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","gbif","atheriniformes","1995","1995-10-27",NA,"-44.415","-72.6033",NA,NA,"cimar1_89_sp16","shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new_in_new",FALSE,FALSE,NA,FALSE
"8454","7754",NA,"matched","all_core_firlds","10","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;year;locality;samplingProtocol;individualCount;eventDate","subpesca-2","salmo trutta","2014","2014-03-01","chaicas","-41.598","-72.600556","Gaman Limno Studies ",NA,NA,NA,NA,"Change Locality to Río Lenca",NA,NA,NA,NA,"Río Lenca",NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"8454___7754",FALSE
